B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
159	GO:BP	GO:0006904	vesicle docking involved in exocytosis	0.000103647328268	True	"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	44	95	6	21110	0.0631578947368421	0.1363636363636363	query_1	['GO:0048278', 'GO:0140029']	['RAB8A', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
160	GO:CC	GO:0071944	cell periphery	0.0001141684200161	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	6303	94	50	22122	0.5319148936170213	0.0079327304458194	query_1	['GO:0110165']	['RAB14', 'GPAM', 'RBSN', 'SORT1', 'RAB7A', 'EEA1', 'PAWR', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'TMEM102', 'RAB31', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABGGTB', 'RAB5B', 'NCSTN', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'PSENEN', 'SHROOM3', 'RAB3GAP2', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'APH1A', 'AURKA', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
161	GO:BP	GO:0051640	organelle localization	0.0001187527141854	True	"""Any process in which an organelle is transported to, and/or maintained in, a specific location."" [GOC:ai]"	583	95	15	21110	0.1578947368421052	0.0257289879931389	query_1	['GO:0051179']	['RAB34', 'RAB7A', 'RAB8A', 'PSEN1', 'HTT', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB13', 'RAB1A', 'PPFIA3', 'RAB10', 'SUN2', 'RAB3A', 'RAB6A']
162	GO:CC	GO:0070062	extracellular exosome	0.0001218319430024	True	"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"	2109	94	26	22122	0.2765957446808511	0.0123281175912754	query_1	['GO:0005615', 'GO:1903561']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB22A', 'RAB6A']
163	GO:BP	GO:1905037	autophagosome organization	0.0001354193027445	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an autophagosome."" [GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22186024]"	117	95	8	21110	0.0842105263157894	0.0683760683760683	query_1	['GO:0007033', 'GO:0016236']	['RAB1B', 'RAB7A', 'PSEN1', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'RAB23', 'RAB3GAP1']
164	GO:BP	GO:0007264	small GTPase mediated signal transduction	0.0001423438310708	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	506	95	14	21110	0.1473684210526315	0.0276679841897233	query_1	['GO:0035556']	['RUFY1', 'RAB39A', 'RABGEF1', 'CHM', 'RAB38', 'RAB4A', 'NGFR', 'CHML', 'RAB12', 'GDI1', 'NGF', 'GDI2', 'RAB18', 'RAB35']
165	GO:CC	GO:0030424	axon	0.0001680818478223	True	"""The long process of a neuron that conducts nerve impulses, usually away from the cell body to the terminals and varicosities, which are sites of storage and release of neurotransmitter."" [GOC:nln, ISBN:0198506732]"	648	94	14	22122	0.1489361702127659	0.0216049382716049	query_1	['GO:0043005']	['TPX2', 'EEA1', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RAB5A', 'NGFR', 'GDI1', 'AURKA', 'NGF', 'SIRT2', 'APP', 'RAB3A']
166	TF	TF:M10435	Factor: Sp2; motif: GGGGCGGGG	0.0001734933003594	True	Factor: Sp2; motif: GGGGCGGGG	7899	98	65	20011	0.6632653061224489	0.0082288897328775	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'APH1B', 'OSBPL1A', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB3IL1']
167	CORUM	CORUM:50	RAB5-RABAPTIN5–RABEX5 complex	0.0001841048754435	True	RAB5-RABAPTIN5–RABEX5 complex	3	28	3	3383	0.1071428571428571	1.0	query_1	['CORUM:0000000']	['RABEP1', 'RABGEF1', 'RAB5A']
168	CORUM	CORUM:2241	HD-RAB8A-OPTN complex	0.0001841048754435	True	HD-RAB8A-OPTN complex	3	28	3	3383	0.1071428571428571	1.0	query_1	['CORUM:0000000']	['OPTN', 'RAB8A', 'HTT']
169	CORUM	CORUM:1795	SORT1-NGFR-NGFB complex	0.0001841048754435	True	SORT1-NGFR-NGFB complex	3	28	3	3383	0.1071428571428571	1.0	query_1	['CORUM:0000000']	['SORT1', 'NGFR', 'NGF']
170	CORUM	CORUM:2734	APH1A-PSEN1-NCSTN complex	0.0001841048754435	True	APH1A-PSEN1-NCSTN complex	3	28	3	3383	0.1071428571428571	1.0	query_1	['CORUM:0000000']	['PSEN1', 'NCSTN', 'APH1A']
171	GO:BP	GO:0006906	vesicle fusion	0.0001877375676615	True	"""Fusion of the membrane of a transport vesicle with its target membrane."" [GOC:jid]"	122	95	8	21110	0.0842105263157894	0.0655737704918032	query_1	['GO:0016050', 'GO:0016192', 'GO:0090174']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
172	GO:BP	GO:0051247	positive regulation of protein metabolic process	0.000192548714315	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1451	95	23	21110	0.2421052631578947	0.0158511371467953	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'PSEN1', 'APH1B', 'IL24', 'NCSTN', 'GGA1', 'RILP', 'NGFR', 'PSENEN', 'RAB1A', 'RAB3GAP2', 'GGA3', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'SIRT2', 'APP', 'RAB3GAP1']
173	GO:CC	GO:0000323	lytic vacuole	0.0002000567912172	True	"""A vacuole that is maintained at an acidic pH and which contains degradative enzymes, including a wide variety of acid hydrolases."" [GOC:krc]"	760	94	15	22122	0.1595744680851064	0.0197368421052631	query_1	['GO:0005773']	['RAB14', 'SORT1', 'RAB7A', 'RAB39A', 'PSEN1', 'HPS4', 'BACE1', 'NCSTN', 'RAB5C', 'RAB38', 'RILP', 'GGA3', 'GDI2', 'HPS1', 'RAB3A']
174	GO:CC	GO:0005764	lysosome	0.0002000567912172	True	"""A small lytic vacuole that has cell cycle-independent morphology found in most animal cells and that contains a variety of hydrolases, most of which have their maximal activities in the pH range 5-6. The contained enzymes display latency if properly isolated. About 40 different lysosomal hydrolases are known and lysosomes have a great variety of morphologies and functions."" [GOC:mah, ISBN:0198506732]"	760	94	15	22122	0.1595744680851064	0.0197368421052631	query_1	['GO:0000323']	['RAB14', 'SORT1', 'RAB7A', 'RAB39A', 'PSEN1', 'HPS4', 'BACE1', 'NCSTN', 'RAB5C', 'RAB38', 'RILP', 'GGA3', 'GDI2', 'HPS1', 'RAB3A']
175	GO:BP	GO:0061024	membrane organization	0.0002079061821116	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a membrane. A membrane is a double layer of lipid molecules that encloses all cells, and, in eukaryotes, many organelles; may be a single or double lipid bilayer; also includes associated proteins."" [GOC:dph, GOC:tb]"	897	95	18	21110	0.1894736842105263	0.020066889632107	query_1	['GO:0016043']	['RAB34', 'ANKLE2', 'RAB7A', 'EEA1', 'RAB39A', 'MICALL1', 'RAB8A', 'TMEM102', 'RAB31', 'RAB8B', 'RABEP1', 'RAB13', 'RILP', 'RAB1A', 'EHD2', 'SIRT2', 'SUN2', 'RAB3A']
176	GO:BP	GO:0097051	establishment of protein localization to endoplasmic reticulum membrane	0.0002102239240253	True	"""The directed movement of a protein to a specific location in the endoplasmic reticulum membrane."" [GOC:rb, PMID:9388185]"	3	95	3	21110	0.031578947368421	1.0	query_1	['GO:0072599', 'GO:0090150']	['RAB3GAP2', 'RAB10', 'RAB3GAP1']
177	GO:BP	GO:0090174	organelle membrane fusion	0.0002130762807946	True	"""The joining of two lipid bilayers to form a single organelle membrane."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	124	95	8	21110	0.0842105263157894	0.064516129032258	query_1	['GO:0048284', 'GO:0061025']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RAB13', 'RAB3A']
178	REAC	REAC:R-HSA-2979096	NOTCH2 Activation and Transmission of Signal to the Nucleus	0.0002167520321287	True	NOTCH2 Activation and Transmission of Signal to the Nucleus	22	82	5	10790	0.0609756097560975	0.2272727272727272	query_1	['REAC:R-HSA-1980145']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
179	GO:BP	GO:0140056	organelle localization by membrane tethering	0.0002234781508603	True	"""The process by which an organelle membrane interacts with another membrane via molecular tethers that physically bridge the two membranes and attach them to each other."" [PMID:27875684]"	83	95	7	21110	0.0736842105263157	0.0843373493975903	query_1	['GO:0022406', 'GO:0051640']	['RAB8A', 'RAB8B', 'RAB3IP', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
180	GO:BP	GO:0009896	positive regulation of catabolic process	0.0002293279320071	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	526	95	14	21110	0.1473684210526315	0.026615969581749	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['RAB7A', 'OPTN', 'MTDH', 'PSEN1', 'HTT', 'GGA1', 'RILP', 'TNRC6C', 'RAB3GAP2', 'GGA3', 'AURKA', 'SIRT2', 'APP', 'RAB3GAP1']
181	GO:CC	GO:0030140	trans-Golgi network transport vesicle	0.0002320365047577	True	"""A vesicle that mediates transport between the trans-Golgi network and other parts of the cell."" [GOC:mah]"	41	94	5	22122	0.0531914893617021	0.1219512195121951	query_1	['GO:0005798', 'GO:0030133', 'GO:0030136']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB13']
182	GO:CC	GO:0030135	coated vesicle	0.0002405535972139	True	"""Small membrane-bounded organelle formed by pinching off of a coated region of membrane. Some coats are made of clathrin, whereas others are made from other proteins."" [ISBN:0815316194]"	312	94	10	22122	0.1063829787234042	0.032051282051282	query_1	['GO:0031410']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB5A', 'RAB13', 'GGA2', 'APP', 'RAB35', 'RAB3A']
183	REAC	REAC:R-HSA-193704	p75 NTR receptor-mediated signalling	0.0002672130550783	True	p75 NTR receptor-mediated signalling	97	82	8	10790	0.0975609756097561	0.0824742268041237	query_1	['REAC:R-HSA-73887']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'YWHAE', 'APH1A', 'NGF']
184	GO:BP	GO:0016043	cellular component organization	0.0002818043352379	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	8138	95	62	21110	0.6526315789473685	0.0076185795035635	query_1	['GO:0071840']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'BACE1', 'RABEP1', 'RAB32', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5C', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'RAB1A', 'SHROOM3', 'NAT8', 'RAB3GAP2', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
185	GO:BP	GO:0140029	exocytic process	0.000286064024242	True	"""The cellular processes that contribute to exocytosis."" [Wikipedia:Exocytosis]"	86	95	7	21110	0.0736842105263157	0.0813953488372093	query_1	['GO:0006887', 'GO:0009987']	['RAB8A', 'PSEN1', 'RAB8B', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
186	GO:CC	GO:0043229	intracellular organelle	0.0002904264297158	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	16038	94	87	22122	0.925531914893617	0.0054246165357276	query_1	['GO:0005622', 'GO:0043226']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
187	GO:BP	GO:0031293	membrane protein intracellular domain proteolysis	0.0002951594097048	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of an intracellular domain."" [PMID:12808018]"	11	95	4	21110	0.0421052631578947	0.3636363636363636	query_1	['GO:0033619']	['APH1B', 'NCSTN', 'PSENEN', 'APH1A']
188	GO:MF	GO:0004663	Rab geranylgeranyltransferase activity	0.0002964045019847	True	"""Catalysis of the reaction: 2 geranylgeranyl diphosphate + protein-cysteine = 2 S-geranylgeranyl-protein + 2 diphosphate. This reaction is the formation of two thioether linkages between the C-1 atom of the geranylgeranyl groups and two cysteine residues within the terminal sequence motifs XXCC, XCXC or CCXX. Known substrates include Ras-related GTPases of a single family and the Rab family."" [EC:2.5.1.60, GOC:mah, PMID:8621375]"	4	96	3	20195	0.03125	0.75	query_1	['GO:0004661']	['RABGGTB', 'RABGGTA', 'CHM']
189	GO:BP	GO:0061025	membrane fusion	0.0004210389988736	True	"""The membrane organization process that joins two lipid bilayers to form a single membrane."" [GOC:dph, GOC:tb]"	188	95	9	21110	0.0947368421052631	0.0478723404255319	query_1	['GO:0061024']	['RAB34', 'RAB7A', 'EEA1', 'RAB39A', 'RAB8A', 'RAB8B', 'RABEP1', 'RAB13', 'RAB3A']
190	REAC	REAC:R-HSA-9013507	NOTCH3 Activation and Transmission of Signal to the Nucleus	0.0004295606835277	True	NOTCH3 Activation and Transmission of Signal to the Nucleus	25	82	5	10790	0.0609756097560975	0.2	query_1	['REAC:R-HSA-9012852']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
191	GO:MF	GO:0030234	enzyme regulator activity	0.0004353829649063	True	"""Binds to and modulates the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	1300	96	21	20195	0.21875	0.0161538461538461	query_1	['GO:0098772']	['TPX2', 'ANKLE2', 'APH1B', 'HPS4', 'RABEP1', 'RIN3', 'RABGEF1', 'RAB3IP', 'CHM', 'PSENEN', 'CHML', 'RAB3GAP2', 'GDI1', 'APH1A', 'NGF', 'GDI2', 'TBC1D17', 'APP', 'HPS1', 'RAB3GAP1', 'RAB3IL1']
192	MIRNA	MIRNA:hsa-miR-298	hsa-miR-298	0.0004439830782384	True	hsa-miR-298	165	91	9	14850	0.0989010989010989	0.0545454545454545	query_1	['MIRNA:000000']	['RAB8B', 'BACE1', 'RAB3IP', 'RAB5C', 'B4GALT7', 'GGA2', 'EHD2', 'GDI1', 'APP']
193	GO:BP	GO:0051128	regulation of cellular component organization	0.0004542214187974	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2462	95	30	21110	0.3157894736842105	0.0121852152721364	query_1	['GO:0016043', 'GO:0050794']	['RBSN', 'RAB1B', 'TPX2', 'RAB7A', 'RUFY1', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'RAB8B', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5C', 'RAB5A', 'RAB4A', 'EHD3', 'RAB3GAP2', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'SIRT2', 'APP', 'EHD1', 'RAB3GAP1', 'RAB3A']
194	GO:BP	GO:0048168	regulation of neuronal synaptic plasticity	0.000508352043527	True	"""A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:jid, PMID:11891290]"	57	95	6	21110	0.0631578947368421	0.1052631578947368	query_1	['GO:0048167']	['RAB8A', 'RAB5A', 'PPFIA3', 'APP', 'RAB3GAP1', 'RAB3A']
195	GO:BP	GO:0120036	plasma membrane bounded cell projection organization	0.0005299304354366	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1535	95	23	21110	0.2421052631578947	0.0149837133550488	query_1	['GO:0030030']	['MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB23', 'RAB3A', 'RAB6A']
196	GO:BP	GO:0033619	membrane protein proteolysis	0.0005649621939326	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of its intracellular or ecto-domains."" [GOC:pde]"	58	95	6	21110	0.0631578947368421	0.1034482758620689	query_1	['GO:0006508']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'APH1A']
197	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.0005654703959079	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2286	94	26	22122	0.2765957446808511	0.0113735783027121	query_1	['GO:0042995']	['RAB34', 'TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BMX', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'GDI1', 'AURKA', 'NGF', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB22A']
198	GO:MF	GO:0005092	GDP-dissociation inhibitor activity	0.0005965990846361	True	"""Prevents the dissociation of GDP from a GTPase, thereby preventing GTP from binding."" [GOC:mah]"	16	96	4	20195	0.0416666666666666	0.25	query_1	['GO:0030695']	['CHM', 'CHML', 'GDI1', 'GDI2']
199	GO:MF	GO:0008047	enzyme activator activity	0.0006023302143259	True	"""Binds to and increases the activity of an enzyme."" [GOC:dph, GOC:mah, GOC:tb]"	596	96	14	20195	0.1458333333333333	0.023489932885906	query_1	['GO:0030234', 'GO:0140677']	['TPX2', 'APH1B', 'RABEP1', 'RIN3', 'CHM', 'PSENEN', 'CHML', 'RAB3GAP2', 'GDI1', 'APH1A', 'GDI2', 'TBC1D17', 'APP', 'RAB3GAP1']
200	GO:BP	GO:0097354	prenylation	0.0006351114499439	True	"""The covalent attachment of a prenyl group to a molecule; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, PMID:18029206, PMID:21351751, PMID:22123822, PMID:22642693, PMID:22660767]"	13	95	4	21110	0.0421052631578947	0.3076923076923077	query_1	['GO:0044237']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
201	GO:BP	GO:0018342	protein prenylation	0.0006351114499439	True	"""The covalent attachment of a prenyl group to a protein; geranyl, farnesyl, or geranylgeranyl groups may be added."" [GOC:di, ISBN:0198506732]"	13	95	4	21110	0.0421052631578947	0.3076923076923077	query_1	['GO:0036211', 'GO:0097354']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
202	GO:BP	GO:0017157	regulation of exocytosis	0.000711457122745	True	"""Any process that modulates the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	200	95	9	21110	0.0947368421052631	0.045	query_1	['GO:0006887', 'GO:0060627', 'GO:1903530']	['RAB7A', 'RAB8A', 'RAB8B', 'RABGEF1', 'RAB5A', 'RAB13', 'RAB10', 'RAB3GAP1', 'RAB3A']
203	TF	TF:M02089_1	Factor: E2F-3; motif: GGCGGGN; match class: 1	0.000718817552652	True	Factor: E2F-3; motif: GGCGGGN; match class: 1	9627	98	72	20011	0.7346938775510204	0.0074789654097849	query_1	['TF:M02089']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'ANKLE2', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'HPS4', 'RAB8B', 'SALL2', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RILP', 'NGFR', 'TNRC6C', 'RAB1A', 'CHML', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
204	CORUM	CORUM:468	Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	0.0007323343344195	True	Gamma-secretase complex (APH1A, PSEN2, PSENEN, NCSTN)	4	28	3	3383	0.1071428571428571	0.75	query_1	['CORUM:0000000']	['NCSTN', 'PSENEN', 'APH1A']
205	CORUM	CORUM:467	Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	0.0007323343344195	True	Gamma-secretase complex (APH1B, PSEN2, PSENEN, NCSTN)	4	28	3	3383	0.1071428571428571	0.75	query_1	['CORUM:0000000']	['APH1B', 'NCSTN', 'PSENEN']
206	GO:MF	GO:0004661	protein geranylgeranyltransferase activity	0.0007384520415778	True	"""Catalysis of the covalent addition of a geranylgeranyl (20-carbon isoprenoid) group via thioether linkages to a cysteine residue at or near the C terminus of a protein."" [PMID:8621375]"	5	96	3	20195	0.03125	0.6	query_1	['GO:0008318']	['RABGGTB', 'RABGGTA', 'CHM']
207	WP	WP:WP5180	DYRK1A	0.0007528954047815	True	DYRK1A	62	59	6	8133	0.1016949152542373	0.0967741935483871	query_1	['WP:000000']	['PSEN1', 'BACE1', 'NCSTN', 'PSENEN', 'APH1A', 'APP']
208	TF	TF:M08526	Factor: E2F-3:HES-7; motif: NNNSGCGCSNNNNNCRCGYGNN	0.0007964301561434	True	Factor: E2F-3:HES-7; motif: NNNSGCGCSNNNNNCRCGYGNN	17176	98	98	20011	1.0	0.005705635770843	query_1	['TF:M00000']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'TBC1D3F', 'CCDC43', 'IL24', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'C19orf54', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'NAT8B', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
