Ataxia-telangiectasia	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
192	GO:BP	GO:0061819	telomeric DNA-containing double minutes formation	3.0448971381517814e-06	True	"""A telomere maintenance process that results in the formation of small fragments of circular extrachromosomal DNA elements which contain telomeric DNA. It is speculated that telomeric DNA-containing double minutes are formed through a recombination event between the telomere and chromosome-internal TTAGGG-like sequences. Telomeric DNA-containing double minutes appear as two closely positioned dots in metaphase."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:14690602, PMID:2397458]"	3	99	3	15719	0.0303030303030303	1.0	query_1	['GO:0000722']	['ERCC1', 'ERCC4', 'XRCC1']
193	GO:BP	GO:1905764	regulation of protection from non-homologous end joining at telomere	3.0448971381517814e-06	True	"""Any process that modulates the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	99	3	15719	0.0303030303030303	1.0	query_1	['GO:0031848', 'GO:1904353', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
194	GO:BP	GO:1905765	negative regulation of protection from non-homologous end joining at telomere	3.0448971381517814e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	99	3	15719	0.0303030303030303	1.0	query_1	['GO:0031848', 'GO:1904354', 'GO:1904506', 'GO:1905764']	['ERCC1', 'ERCC4', 'XRCC1']
195	GO:BP	GO:0007004	telomere maintenance via telomerase	3.1084113983674444e-06	True	"""The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase."" [GOC:elh]"	69	99	7	15719	0.0707070707070707	0.1014492753623188	query_1	['GO:0006278', 'GO:0010833']	['RAD50', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'MRE11', 'PNKP']
93	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	3.115545254350057e-06	True	DNA Damage/Telomere Stress Induced Senescence	79	95	8	10022	0.0842105263157894	0.1012658227848101	query_1	['REAC:R-HSA-2559583']	['NBN', 'RAD50', 'H2AX', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53']
196	GO:BP	GO:0002263	cell activation involved in immune response	3.285700313394461e-06	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	99	12	15719	0.1212121212121212	0.0415224913494809	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
197	GO:BP	GO:0006278	RNA-templated DNA biosynthetic process	3.4014174684184427e-06	True	"""A DNA biosynthetic process that uses RNA as a template for RNA-dependent DNA polymerases (e.g. reverse transcriptase) that synthesize the new strand."" [GOC:mah, ISBN:0198506732]"	70	99	7	15719	0.0707070707070707	0.1	query_1	['GO:0071897']	['RAD50', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'MRE11', 'PNKP']
198	GO:BP	GO:0007059	chromosome segregation	3.467382533177809e-06	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	411	99	14	15719	0.1414141414141414	0.0340632603406326	query_1	['GO:0022402']	['BRIP1', 'MUS81', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'TOP3A', 'BRCA1', 'KAT5', 'XRCC3', 'SLX4', 'RMI2', 'RMI1']
94	REAC	REAC:R-HSA-5632928	Defective Mismatch Repair Associated With MSH2	3.500923865087917e-06	True	Defective Mismatch Repair Associated With MSH2	3	95	3	10022	0.031578947368421	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3', 'MSH6']
199	GO:BP	GO:0010639	negative regulation of organelle organization	3.6924657938702206e-06	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	351	99	13	15719	0.1313131313131313	0.037037037037037	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']	['AKT1', 'NBN', 'RAD50', 'RAD1', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'BRCA1', 'XRCC1', 'XRCC3', 'SLX4', 'TP53']
95	REAC	REAC:R-HSA-162592	Integration of provirus	3.864902828936825e-06	True	Integration of provirus	9	95	4	10022	0.0421052631578947	0.4444444444444444	query_1	['REAC:R-HSA-162594']	['XRCC6', 'LIG4', 'XRCC4', 'XRCC5']
53	GO:CC	GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	3.920004962578046e-06	True	"""A large protein complex which is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs), the DNA end-binding heterodimer Ku, the nuclear phosphoprotein XRCC4 or a homolog thereof, and DNA ligase IV."" [GOC:jl, GOC:mah, PMID:10854421, PMID:12235392, PMID:17072889]"	4	100	3	16420	0.03	0.75	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'PRKDC']
54	GO:CC	GO:0070532	BRCA1-B complex	3.920004962578046e-06	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites."" [GOC:mah, PMID:16391231]"	4	100	3	16420	0.03	0.75	query_1	['GO:0140513']	['BRIP1', 'BRCA1', 'BARD1']
55	GO:CC	GO:0001673	male germ cell nucleus	3.943809862028898e-06	True	"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]"	54	100	6	16420	0.06	0.1111111111111111	query_1	['GO:0043073']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2']
200	GO:BP	GO:0048519	negative regulation of biological process	5.446386196198359e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5055	99	56	15719	0.5656565656565656	0.011078140454995	query_1	['GO:0008150', 'GO:0050789']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'LIG4', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'PHLPP1', 'RAD1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'XRCC2', 'KAT5', 'BARD1', 'XRCC3', 'SLX4', 'RMI2', 'TP53', 'NEIL1', 'KDM1A', 'RNF8', 'PALB2', 'MSH6']
203	GO:BP	GO:0090657	telomeric loop disassembly	5.671383675258672e-06	True	"""The telomere maintenance process in which telomeric loops are disassembled to permit efficient telomere replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:22579284]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0000723']	['BLM', 'WRN', 'XRCC3', 'SLX4']
202	GO:BP	GO:0009650	UV protection	5.671383675258672e-06	True	"""Any process in which an organism or cell protects itself from ultraviolet radiation (UV), which may also result in resistance to repeated exposure to UV."" [GOC:jl, GOC:ml]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0009411']	['XPA', 'FEN1', 'ERCC1', 'ERCC4']
201	GO:BP	GO:0042276	error-prone translesion synthesis	5.671383675258672e-06	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions and causes an increase in the endogenous mutation level. For example, in E. coli, a low fidelity DNA polymerase, pol V, copies lesions that block replication fork progress. This produces mutations specifically targeted to DNA template damage sites, but it can also produce mutations at undamaged sites."" [GOC:elh, GOC:jl, PMID:11485998]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0019985']	['USP1', 'POLD3', 'POLE2', 'POLD2']
204	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	5.945785314474837e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	99	34	15719	0.3434343434343434	0.0150176678445229	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'SLX4', 'RMI2', 'TP53', 'NEIL1', 'KDM1A', 'RNF8', 'MSH6']
205	GO:BP	GO:0031325	positive regulation of cellular metabolic process	6.185096002675988e-06	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2845	99	39	15719	0.3939393939393939	0.0137082601054481	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['RBBP8', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'WRN', 'SLX4', 'TP53', 'PNKP', 'KDM1A', 'RNF8']
206	GO:BP	GO:2000001	regulation of DNA damage checkpoint	6.251002786436743e-06	True	"""Any process that modulates the frequency, rate or extent of a DNA damage checkpoint."" [GOC:obol]"	26	99	5	15719	0.0505050505050505	0.1923076923076923	query_1	['GO:0000077', 'GO:0080135', 'GO:1901976']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
207	GO:BP	GO:1901976	regulation of cell cycle checkpoint	6.251002786436743e-06	True	"""Any process that modulates the frequency, rate or extent of cell cycle checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]"	48	99	6	15719	0.0606060606060606	0.125	query_1	['GO:0000075', 'GO:1901987', 'GO:1902531']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'XRCC3']
208	GO:BP	GO:0031323	regulation of cellular metabolic process	6.503271740441438e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	99	56	15719	0.5656565656565656	0.0110127826941986	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'SLX4', 'RMI2', 'TP53', 'PNKP', 'NEIL1', 'KDM1A', 'RNF8', 'MSH6']
209	GO:BP	GO:0033043	regulation of organelle organization	6.600806924967573e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	99	23	15719	0.2323232323232323	0.0199306759098786	query_1	['GO:0006996', 'GO:0051128']	['AKT1', 'NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'RAD1', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'MRE11', 'BRCA1', 'CDK2', 'XRCC1', 'KAT5', 'XRCC3', 'SLX4', 'RMI2', 'TP53', 'PNKP']
210	GO:BP	GO:0051171	regulation of nitrogen compound metabolic process	7.165381299072539e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	5244	99	57	15719	0.5757575757575758	0.0108695652173913	query_1	['GO:0006807', 'GO:0019222']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'SLX4', 'RMI2', 'TP53', 'PNKP', 'NEIL1', 'KDM1A', 'RNF8', 'MSH6']
56	GO:CC	GO:0000800	lateral element	7.2755884476638066e-06	True	"""A proteinaceous core found between sister chromatids during meiotic prophase."" [GOC:elh]"	15	100	4	16420	0.04	0.2666666666666666	query_1	['GO:0000795', 'GO:0110165']	['BRCA2', 'BLM', 'RAD51', 'BRCA1']
211	GO:BP	GO:0010638	positive regulation of organelle organization	7.299389738303198e-06	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	508	99	15	15719	0.1515151515151515	0.0295275590551181	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']	['NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'ATR', 'ERCC1', 'XRCC5', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'SLX4', 'TP53', 'PNKP']
212	GO:BP	GO:0098813	nuclear chromosome segregation	7.364523645664229e-06	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	314	99	12	15719	0.1212121212121212	0.0382165605095541	query_1	['GO:0007059']	['BRIP1', 'MUS81', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'KAT5', 'XRCC3', 'SLX4', 'RMI2', 'RMI1']
213	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	7.907356756932367e-06	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	99	17	15719	0.1717171717171717	0.0257966616084977	query_1	['GO:0009790']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'ATM', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'TP53', 'RAD51B', 'PALB2']
214	GO:BP	GO:0051095	regulation of helicase activity	8.032834329573327e-06	True	"""Any process that modulates the frequency, rate or extent of helicase activity."" [GOC:ai]"	12	99	4	15719	0.0404040404040404	0.3333333333333333	query_1	['GO:0043462', 'GO:0050790']	['MSH2', 'MSH3', 'TP53', 'MSH6']
215	GO:BP	GO:0033522	histone H2A ubiquitination	8.893825534780143e-06	True	"""The modification of histone H2A by addition of one or more ubiquitin groups."" [GOC:bf, GOC:mah, PMID:15509584, PMID:16473935, PMID:18430235]"	28	99	5	15719	0.0505050505050505	0.1785714285714285	query_1	['GO:0016574']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
58	GO:CC	GO:0070418	DNA-dependent protein kinase complex	8.94354594866286e-06	True	"""A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."" [GOC:mah, PMID:10854421, PMID:12235392]"	5	100	3	16420	0.03	0.6	query_1	['GO:0140513', 'GO:1902554']	['XRCC6', 'XRCC5', 'PRKDC']
59	GO:CC	GO:0048476	Holliday junction resolvase complex	8.94354594866286e-06	True	"""An endodeoxyribonuclease complex that resolves the 4-way DNA intermediates of a Holliday junction into two separate duplex DNA molecules. Can be branch-migration associated."" [PMID:11207366, PMID:12374758]"	5	100	3	16420	0.03	0.6	query_1	['GO:1905347']	['MUS81', 'SLX4', 'RAD51C']
57	GO:CC	GO:0030870	Mre11 complex	8.94354594866286e-06	True	"""Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins."" [GOC:mah, GOC:vw, PMID:11988766, PMID:17674145]"	5	100	3	16420	0.03	0.6	query_1	['GO:0140513']	['NBN', 'RAD50', 'MRE11']
216	GO:BP	GO:0016043	cellular component organization	9.78160660315419e-06	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	99	62	15719	0.6262626262626263	0.0102700016564518	query_1	['GO:0071840']	['HUS1', 'BRIP1', 'AKT1', 'XPA', 'NBN', 'MUS81', 'MSH2', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'RAD51D', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'XRCC2', 'KAT5', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'RMI1', 'TP53', 'PNKP', 'RAD51B', 'KDM1A', 'RNF8']
221	GO:BP	GO:0031860	telomeric 3' overhang formation	1.0649274981946528e-05	True	"""The formation of the single stranded telomeric 3' overhang, a conserved feature that ranges in length from 12 nt in budding yeast to approximately 500 nt in humans."" [PMID:16096639]"	4	99	3	15719	0.0303030303030303	0.75	query_1	['GO:0016233', 'GO:0022616']	['NBN', 'RAD50', 'MRE11']
217	GO:BP	GO:0090735	DNA repair complex assembly	1.0649274981946528e-05	True	"""The aggregation, arrangement and bonding together of a set of components to form a DNA repair complex."" [GOC:pg, PMID:27113759, PMID:27233470]"	4	99	3	15719	0.0303030303030303	0.75	query_1	['GO:0065003']	['RAD52', 'RAD51', 'RAD51C']
218	GO:BP	GO:0000730	DNA recombinase assembly	1.0649274981946528e-05	True	"""The aggregation, arrangement and bonding together of strand exchange proteins (recombinases) into higher order oligomers on single-stranded DNA."" [PMID:10357855]"	4	99	3	15719	0.0303030303030303	0.75	query_1	['GO:0045003', 'GO:0065004', 'GO:0090735']	['RAD52', 'RAD51', 'RAD51C']
220	GO:BP	GO:1904506	negative regulation of telomere maintenance in response to DNA damage	1.0649274981946528e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	4	99	3	15719	0.0303030303030303	0.75	query_1	['GO:0032205', 'GO:0043247', 'GO:0048585', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
219	GO:BP	GO:0006273	lagging strand elongation	1.0649274981946528e-05	True	"""The process in which an existing DNA strand is extended in a net 3' to 5' direction by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication. Lagging strand DNA elongation proceeds by discontinuous synthesis of short stretches of DNA, known as Okazaki fragments, from RNA primers; these fragments are then joined by DNA ligase. Although each segment of nascent DNA is synthesized in the 5' to 3' direction, the overall direction of lagging strand synthesis is 3' to 5', mirroring the progress of the replication fork."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	4	99	3	15719	0.0303030303030303	0.75	query_1	['GO:0006271']	['LIG3', 'LIG1', 'POLA1']
222	GO:BP	GO:0071481	cellular response to X-ray	1.1132696872438576e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:mah]"	13	99	4	15719	0.0404040404040404	0.3076923076923077	query_1	['GO:0010165', 'GO:0071479']	['TP53BP1', 'XRCC6', 'XRCC5', 'ATM']
223	GO:BP	GO:2000781	positive regulation of double-strand break repair	1.1463198335897958e-05	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	99	7	15719	0.0707070707070707	0.0823529411764705	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'PRKDC', 'KAT5', 'PNKP']
60	GO:CC	GO:0099086	synaptonemal structure	1.4742302352214106e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis."" [GOC:elh, GOC:vw]"	39	100	5	16420	0.05	0.1282051282051282	query_1	['GO:0000794', 'GO:0110165']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
61	GO:CC	GO:0000795	synaptonemal complex	1.4742302352214106e-05	True	"""A proteinaceous scaffold found between homologous chromosomes during meiosis. It consists of 2 lateral elements and a central element, all running parallel to each other. Transverse filaments connect the lateral elements to the central element."" [DOI:10.5772/29752, GOC:elh]"	39	100	5	16420	0.05	0.1282051282051282	query_1	['GO:0099086']	['MLH1', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
225	GO:BP	GO:1902969	mitotic DNA replication	1.5321184011097854e-05	True	"""Any nuclear DNA replication that is involved in a mitotic cell cycle."" [GO_REF:0000060, GOC:TermGenie]"	14	99	4	15719	0.0404040404040404	0.2857142857142857	query_1	['GO:0033260', 'GO:1903047']	['LIG1', 'BRCA2', 'POLA1', 'RAD51']
224	GO:BP	GO:0009059	macromolecule biosynthetic process	1.5321184011097854e-05	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	4375	99	50	15719	0.5050505050505051	0.0114285714285714	query_1	['GO:0043170', 'GO:1901576']	['RBBP8', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'KDM1A', 'POLE', 'POLD2', 'RNF8']
227	GO:BP	GO:0031571	mitotic G1 DNA damage checkpoint signaling	1.6923416494723903e-05	True	"""A signal transduction process that contributes to a mitotic cell cycle G1/S transition DNA damage checkpoint."" [GOC:mtg_cell_cycle]"	32	99	5	15719	0.0505050505050505	0.15625	query_1	['GO:0044773', 'GO:0044819']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
226	GO:BP	GO:0044819	mitotic G1/S transition checkpoint signaling	1.6923416494723903e-05	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G1 to S phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	32	99	5	15719	0.0505050505050505	0.15625	query_1	['GO:0007093', 'GO:2000134']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
62	GO:CC	GO:1905347	endodeoxyribonuclease complex	1.695987306173305e-05	True	"""A protein complex which is capable of endodeoxyribonuclease activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:18413719]"	6	100	3	16420	0.03	0.5	query_1	['GO:1905348']	['MUS81', 'SLX4', 'RAD51C']
228	GO:BP	GO:0002449	lymphocyte mediated immunity	1.7582217119194262e-05	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	283	99	11	15719	0.1111111111111111	0.03886925795053	query_1	['GO:0002443']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
229	GO:BP	GO:0080090	regulation of primary metabolic process	2.040691405425256e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	99	57	15719	0.5757575757575758	0.0105379922351636	query_1	['GO:0019222', 'GO:0044238']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'SLX4', 'RMI2', 'TP53', 'PNKP', 'NEIL1', 'KDM1A', 'RNF8', 'MSH6']
96	REAC	REAC:R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	2.0656587502387973e-05	True	Inhibition of replication initiation of damaged DNA by RB1/E2F1	13	95	4	10022	0.0421052631578947	0.3076923076923077	query_1	['REAC:R-HSA-113510']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
