SHORT syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
798	GO:BP	GO:1903169	regulation of calcium ion transmembrane transport	0.0007780780195903	True	"""Any process that modulates the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24125847]"	183	99	7	15719	0.0707070707070707	0.0382513661202185	query_1	['GO:0051924', 'GO:0070588', 'GO:1904062']	['ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
795	GO:BP	GO:0001101	response to acid chemical	0.0007780780195903	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	99	6	15719	0.0606060606060606	0.046875	query_1	['GO:0042221']	['FYN', 'LYN', 'EGFR', 'PIK3CA', 'VEGFA', 'PDGFRA']
799	GO:BP	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.0008013482906011	True	"""Any cell surface receptor signaling pathway that is involved in cell-cell signaling."" [GO_REF:0000060, GOC:TermGenie, ISBN:0-7167-3051-0]"	546	99	12	15719	0.1212121212121212	0.0219780219780219	query_1	['GO:0007166', 'GO:0007267']	['RAPGEF1', 'SMURF2', 'SRC', 'FGFR2', 'PLCG2', 'CTNNB1', 'DVL2', 'EGFR', 'SMURF1', 'PTK2B', 'PRKCZ', 'SMAD3']
803	GO:BP	GO:0032924	activin receptor signaling pathway	0.0008186920899743	True	"""The series of molecular signals initiated by an extracellular ligand binding to an activin receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:rl, GOC:signaling]"	44	99	4	15719	0.0404040404040404	0.0909090909090909	query_1	['GO:0007178']	['SMAD7', 'TGFBR2', 'TGFBR1', 'SMAD3']
802	GO:BP	GO:0016601	Rac protein signal transduction	0.0008186920899743	True	"""The series of molecular signals within the cell that are mediated by a member of the Rac family of proteins switching to a GTP-bound active state."" [GOC:bf]"	44	99	4	15719	0.0404040404040404	0.0909090909090909	query_1	['GO:0007265']	['PIK3CB', 'CRK', 'DOCK5', 'ELMO1']
801	GO:BP	GO:0045124	regulation of bone resorption	0.0008186920899743	True	"""Any process that modulates the frequency, rate or extent of bone tissue loss (resorption)."" [GOC:ai]"	44	99	4	15719	0.0404040404040404	0.0909090909090909	query_1	['GO:0045453', 'GO:0046850']	['SRC', 'SPP1', 'ITGB3', 'SYK']
800	GO:BP	GO:0061098	positive regulation of protein tyrosine kinase activity	0.0008186920899743	True	"""Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	44	99	4	15719	0.0404040404040404	0.0909090909090909	query_1	['GO:0045860', 'GO:0050731', 'GO:0061097']	['SRC', 'DVL2', 'FCGR1A', 'DOCK3']
804	GO:BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0008188579958418	True	"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	247	99	8	15719	0.0808080808080808	0.0323886639676113	query_1	['GO:0007178', 'GO:0009966']	['SMURF2', 'SMAD7', 'TGFB3', 'TGFBR2', 'KDR', 'SMURF1', 'TGFBR1', 'SMAD3']
806	GO:BP	GO:0048661	positive regulation of smooth muscle cell proliferation	0.0008194829500169	True	"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	82	99	5	15719	0.0505050505050505	0.0609756097560975	query_1	['GO:0008284', 'GO:0048659', 'GO:0048660']	['SRC', 'FGFR2', 'ITGB3', 'TGFBR2', 'PIK3CA']
805	GO:BP	GO:0051279	regulation of release of sequestered calcium ion into cytosol	0.0008194829500169	True	"""Any process that modulates the frequency, rate or extent of the release into the cytosolic compartment of calcium ions sequestered in the endoplasmic reticulum or mitochondria."" [GOC:ai, GOC:tb]"	82	99	5	15719	0.0505050505050505	0.0609756097560975	query_1	['GO:0051209', 'GO:0051282', 'GO:1903169']	['ITGB3', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
807	GO:BP	GO:1904951	positive regulation of establishment of protein localization	0.0008746667415293	True	"""Any process that activates or increases the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]"	318	99	9	15719	0.0909090909090909	0.0283018867924528	query_1	['GO:0045184', 'GO:0070201', 'GO:1903829']	['PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PARD6A', 'FYN', 'ERBB2', 'PRKCZ', 'SMAD3']
808	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.0008766070445249	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	99	7	15719	0.0707070707070707	0.0374331550802139	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'CRK', 'HGF', 'EGFR', 'PTK2B', 'VEGFA', 'TRAF6']
809	GO:BP	GO:0035272	exocrine system development	0.0008876217408471	True	"""Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system."" [GOC:bf, Wikipedia:Exocrine_gland]"	45	99	4	15719	0.0404040404040404	0.0888888888888888	query_1	['GO:0048731']	['FGFR2', 'TGFB3', 'HGF', 'EGFR']
220	REAC	REAC:R-HSA-202424	Downstream TCR signaling	0.0008960436341271	True	Downstream TCR signaling	98	95	6	10022	0.0631578947368421	0.0612244897959183	query_1	['REAC:R-HSA-202403']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'TRAF6', 'LCK']
810	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0009046471218687	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	99	3	15719	0.0303030303030303	0.1666666666666666	query_1	['GO:0038127']	['SRC', 'EGFR', 'ERBB2']
814	GO:BP	GO:0002088	lens development in camera-type eye	0.0009079262071773	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	99	5	15719	0.0505050505050505	0.0595238095238095	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
815	GO:BP	GO:0033077	T cell differentiation in thymus	0.0009079262071773	True	"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"	84	99	5	15719	0.0505050505050505	0.0595238095238095	query_1	['GO:0030217']	['CTNNB1', 'SOS1', 'ZAP70', 'ERBB2', 'DOCK2']
813	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0009079262071773	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	99	9	15719	0.0909090909090909	0.028125	query_1	['GO:0052547']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'VEGFA', 'VTN', 'LCK', 'SMAD3']
812	GO:BP	GO:0032418	lysosome localization	0.0009079262071773	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	84	99	5	15719	0.0505050505050505	0.0595238095238095	query_1	['GO:1990849']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
811	GO:BP	GO:1990849	vacuolar localization	0.0009079262071773	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	84	99	5	15719	0.0505050505050505	0.0595238095238095	query_1	['GO:0051640']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
83	GO:CC	GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	0.0009221138027845	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to insulin-like growth factor-1 (IGF-1) and type I insulin-like growth factor receptor (IGF1R). IGF1R is a heterotetramer that consists of two alpha-subunits and two beta-subunits."" [GOC:BHF, GOC:ebc, PMID:19578119]"	4	98	2	16420	0.0204081632653061	0.5	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
221	REAC	REAC:R-HSA-373755	Semaphorin interactions	0.0009318525618113	True	Semaphorin interactions	64	95	5	10022	0.0526315789473684	0.078125	query_1	['REAC:R-HSA-422475']	['MET', 'ITGB1', 'FYN', 'ERBB2', 'TLN1']
223	REAC	REAC:R-HSA-75892	Platelet Adhesion to exposed collagen	0.0009459891820223	True	Platelet Adhesion to exposed collagen	15	95	3	10022	0.031578947368421	0.2	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FYN', 'LYN']
222	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0009459891820223	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	95	3	10022	0.031578947368421	0.2	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2', 'VEGFA']
824	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0009498948438898	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	99	4	15719	0.0404040404040404	0.0869565217391304	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
821	GO:BP	GO:0060443	mammary gland morphogenesis	0.0009498948438898	True	"""The process in which anatomical structures of the mammary gland are generated and organized. Morphogenesis refers to the creation of shape. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]"	46	99	4	15719	0.0404040404040404	0.0869565217391304	query_1	['GO:0022612', 'GO:0030879']	['SRC', 'FGFR2', 'TGFBR2', 'TGFB1']
823	GO:BP	GO:0007520	myoblast fusion	0.0009498948438898	True	"""A process in which non-proliferating myoblasts fuse to existing fibers or to myotubes to form new fibers. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:mtg_muscle]"	46	99	4	15719	0.0404040404040404	0.0869565217391304	query_1	['GO:0000768', 'GO:0014902']	['ITGB1', 'DOCK1', 'DOCK2', 'DOCK5']
822	GO:BP	GO:0055010	ventricular cardiac muscle tissue morphogenesis	0.0009498948438898	True	"""The process in which the anatomical structures of cardiac ventricle muscle is generated and organized."" [GOC:devbiol]"	46	99	4	15719	0.0404040404040404	0.0869565217391304	query_1	['GO:0003208', 'GO:0003229', 'GO:0055008']	['SMAD7', 'FGFR2', 'TGFB1', 'TGFBR1']
816	GO:BP	GO:1903202	negative regulation of oxidative stress-induced cell death	0.0009498948438898	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	46	99	4	15719	0.0404040404040404	0.0869565217391304	query_1	['GO:0036473', 'GO:0060548', 'GO:1903201']	['MET', 'HGF', 'CTNNB1', 'FYN']
817	GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	0.0009498948438898	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	85	99	5	15719	0.0505050505050505	0.0588235294117647	query_1	['GO:0042476']	['CTNNB1', 'TGFB1', 'TRAF6', 'ITGB6', 'PDGFRA']
818	GO:BP	GO:0060491	regulation of cell projection assembly	0.0009498948438898	True	"""Any process that modulates the rate, frequency, or extent of cell projection assembly."" [GOC:dph, GOC:tb]"	190	99	7	15719	0.0707070707070707	0.0368421052631578	query_1	['GO:0030031', 'GO:0031344', 'GO:0044087']	['SRC', 'TGFB3', 'PIK3R1', 'WASL', 'WAS', 'PIK3CA', 'TGFBR1']
819	GO:BP	GO:2000404	regulation of T cell migration	0.0009498948438898	True	"""Any process that modulates the frequency, rate or extent of T cell migration."" [GOC:mah]"	46	99	4	15719	0.0404040404040404	0.0869565217391304	query_1	['GO:0072678', 'GO:2000401']	['ITGB3', 'CRK', 'DOCK8', 'CRKL']
820	GO:BP	GO:1903035	negative regulation of response to wounding	0.0009498948438898	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	99	5	15719	0.0505050505050505	0.0588235294117647	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'CRK', 'VTN', 'SMAD3', 'PDGFRA']
224	REAC	REAC:R-HSA-1266695	Interleukin-7 signaling	0.0009638158302886	True	Interleukin-7 signaling	36	95	4	10022	0.0421052631578947	0.1111111111111111	query_1	['REAC:R-HSA-449147']	['PIK3R2', 'PIK3R1', 'HGF', 'PIK3R3']
84	GO:CC	GO:0014704	intercalated disc	0.000966348328529	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	50	98	4	16420	0.0408163265306122	0.08	query_1	['GO:0044291']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
825	GO:BP	GO:0002758	innate immune response-activating signaling pathway	0.000977897139863	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]"	191	99	7	15719	0.0707070707070707	0.0366492146596858	query_1	['GO:0002218', 'GO:0002757']	['SRC', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'SYK', 'TRAF6']
826	GO:BP	GO:0051254	positive regulation of RNA metabolic process	0.0009994135022955	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving RNA."" [GOC:ai]"	1773	99	24	15719	0.2424242424242424	0.0135363790186125	query_1	['GO:0010604', 'GO:0016070', 'GO:0045935', 'GO:0051252']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
827	GO:BP	GO:0060191	regulation of lipase activity	0.0009994135022955	True	"""Any process that modulates the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:dph, GOC:tb]"	86	99	5	15719	0.0505050505050505	0.0581395348837209	query_1	['GO:0051336']	['FGFR2', 'ITK', 'EGFR', 'PRKCZ', 'PDGFRA']
828	GO:BP	GO:0060537	muscle tissue development	0.0010123022908781	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	400	99	10	15719	0.101010101010101	0.025	query_1	['GO:0009888']	['ITGB1', 'SMAD7', 'FGFR2', 'CTNNB1', 'TGFBR2', 'TGFB1', 'VEGFA', 'TGFBR1', 'SMAD3', 'PDGFRA']
829	GO:BP	GO:0051924	regulation of calcium ion transport	0.0010137743117161	True	"""Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	256	99	8	15719	0.0808080808080808	0.03125	query_1	['GO:0006816', 'GO:0010959']	['ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
85	GO:CC	GO:0005768	endosome	0.0010159678190578	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	98	16	16420	0.1632653061224489	0.0161779575328614	query_1	['GO:0012505', 'GO:0031410']	['RAPGEF1', 'ITGB1', 'SRC', 'WIPF3', 'SQSTM1', 'FYN', 'PRKCI', 'GRB2', 'EGFR', 'KDR', 'FCGR1A', 'ERBB2', 'SH3GL2', 'TRAF6', 'TGFBR1', 'PRKCZ']
831	GO:BP	GO:1990089	response to nerve growth factor	0.0010221182828856	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	99	4	15719	0.0404040404040404	0.0851063829787234	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
832	GO:BP	GO:0070849	response to epidermal growth factor	0.0010221182828856	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	99	4	15719	0.0404040404040404	0.0851063829787234	query_1	['GO:0070848']	['EGFR', 'PLCG1', 'ERBB2', 'PTPN11']
830	GO:BP	GO:0070588	calcium ion transmembrane transport	0.0010221182828856	True	"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	326	99	9	15719	0.0909090909090909	0.0276073619631901	query_1	['GO:0006816', 'GO:0098655', 'GO:0098662']	['ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
833	GO:BP	GO:0010171	body morphogenesis	0.0010221182828856	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	99	4	15719	0.0404040404040404	0.0851063829787234	query_1	['GO:0009653']	['TGFB3', 'TGFB1', 'PTPN11', 'PDGFRA']
834	GO:BP	GO:0030879	mammary gland development	0.001036088212029	True	"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]"	136	99	6	15719	0.0606060606060606	0.0441176470588235	query_1	['GO:0048732']	['SRC', 'FGFR2', 'TGFB3', 'TGFBR2', 'TGFB1', 'VEGFA']
835	GO:BP	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	0.0010361479304076	True	"""Any process that increases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	19	99	3	15719	0.0303030303030303	0.1578947368421052	query_1	['GO:0002042', 'GO:0043536', 'GO:0090049']	['RHOJ', 'KDR', 'VEGFA']
836	GO:BP	GO:0035728	response to hepatocyte growth factor	0.0010361479304076	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	19	99	3	15719	0.0303030303030303	0.1578947368421052	query_1	['GO:0070848']	['BCAR1', 'CRK', 'HGF']
837	GO:BP	GO:0002520	immune system development	0.0010605062207846	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	99	7	15719	0.0707070707070707	0.0360824742268041	query_1	['GO:0002376', 'GO:0048731']	['CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'CRKL', 'TGFBR1', 'SMAD3']
86	GO:CC	GO:0031258	lamellipodium membrane	0.0010756160503142	True	"""The portion of the plasma membrane surrounding a lamellipodium."" [GOC:mah]"	21	98	3	16420	0.0306122448979591	0.1428571428571428	query_1	['GO:0030027', 'GO:0031253', 'GO:0031256']	['ITGAV', 'ITGB3', 'DOCK8']
838	GO:BP	GO:0032273	positive regulation of protein polymerization	0.0010985426864072	True	"""Any process that activates or increases the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	88	99	5	15719	0.0505050505050505	0.0568181818181818	query_1	['GO:0031334', 'GO:0032271', 'GO:0051258']	['MET', 'NCK1', 'GRB2', 'PTK2B', 'NCK2']
839	GO:BP	GO:1903995	regulation of non-membrane spanning protein tyrosine kinase activity	0.0010989582334721	True	"""Any process that modulates the frequency, rate or extent of non-membrane spanning protein tyrosine kinase activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:10518561]"	4	99	2	15719	0.0202020202020202	0.5	query_1	['GO:0061097']	['SRC', 'DOCK3']
840	GO:BP	GO:0007161	calcium-independent cell-matrix adhesion	0.0010989582334721	True	"""The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]"	4	99	2	15719	0.0202020202020202	0.5	query_1	['GO:0007160']	['ITGB1', 'FN1']
841	GO:BP	GO:0033031	positive regulation of neutrophil apoptotic process	0.0010989582334721	True	"""Any process that activates or increases the frequency, rate, or extent of neutrophil apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	4	99	2	15719	0.0202020202020202	0.5	query_1	['GO:0001781', 'GO:0002684', 'GO:0033029', 'GO:0033034', 'GO:2000108']	['PIK3CB', 'PIK3CD']
842	GO:BP	GO:0051489	regulation of filopodium assembly	0.0010989582334721	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	99	4	15719	0.0404040404040404	0.0833333333333333	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'WASL', 'TGFBR1']
843	GO:BP	GO:0060364	frontal suture morphogenesis	0.0010989582334721	True	"""The process in which the frontal suture is generated and organized."" [GOC:dph, GOC:sl]"	4	99	2	15719	0.0202020202020202	0.5	query_1	['GO:0060363']	['TGFB3', 'TGFB1']
844	GO:BP	GO:1990441	negative regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress	0.0010989582334721	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of an endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:21113145]"	4	99	2	15719	0.0202020202020202	0.5	query_1	['GO:0034976', 'GO:0097201']	['NCK1', 'NCK2']
845	GO:BP	GO:0062197	cellular response to chemical stress	0.0011004609111164	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	99	9	15719	0.0909090909090909	0.0272727272727272	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'EGFR', 'PIK3CA', 'PDGFRA']
227	REAC	REAC:R-HSA-5654720	PI-3K cascade:FGFR4	0.0011360270694231	True	PI-3K cascade:FGFR4	16	95	3	10022	0.031578947368421	0.1875	query_1	['REAC:R-HSA-5654716']	['PIK3R1', 'PIK3CA', 'PTPN11']
225	REAC	REAC:R-HSA-5218921	VEGFR2 mediated cell proliferation	0.0011360270694231	True	VEGFR2 mediated cell proliferation	16	95	3	10022	0.031578947368421	0.1875	query_1	['REAC:R-HSA-4420097']	['KDR', 'PLCG1', 'PRKCZ']
226	REAC	REAC:R-HSA-193639	p75NTR signals via NF-kB	0.0011360270694231	True	p75NTR signals via NF-kB	16	95	3	10022	0.031578947368421	0.1875	query_1	['REAC:R-HSA-193704']	['SQSTM1', 'PRKCI', 'TRAF6']
848	GO:BP	GO:1900180	regulation of protein localization to nucleus	0.0011468802575342	True	"""Any process that modulates the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	139	99	6	15719	0.0606060606060606	0.0431654676258992	query_1	['GO:0032880', 'GO:0034504']	['PIK3R2', 'SRC', 'PIK3R1', 'FYN', 'TGFB1', 'SMAD3']
847	GO:BP	GO:0072073	kidney epithelium development	0.0011468802575342	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	139	99	6	15719	0.0606060606060606	0.0431654676258992	query_1	['GO:0001822', 'GO:0060429']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
846	GO:BP	GO:0051781	positive regulation of cell division	0.0011468802575342	True	"""Any process that activates or increases the frequency, rate or extent of cell division."" [GOC:ai]"	89	99	5	15719	0.0505050505050505	0.0561797752808988	query_1	['GO:0048522', 'GO:0051301', 'GO:0051302']	['VEGFB', 'FGFR2', 'TGFB3', 'TGFB1', 'VEGFA']
849	GO:BP	GO:0019722	calcium-mediated signaling	0.0011483463219071	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]"	197	99	7	15719	0.0707070707070707	0.0355329949238578	query_1	['GO:0019932']	['PLCG2', 'LAT', 'ZAP70', 'KDR', 'SYK', 'PLCG1', 'PTK2B']
850	GO:BP	GO:0051962	positive regulation of nervous system development	0.0011568993906509	True	"""Any process that activates, maintains or increases the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	262	99	8	15719	0.0808080808080808	0.0305343511450381	query_1	['GO:0007399', 'GO:0051094', 'GO:0051240', 'GO:0051960']	['ITGB1', 'FN1', 'CTNNB1', 'PRKCI', 'LYN', 'TGFB1', 'SMURF1', 'VEGFA']
852	GO:BP	GO:0046633	alpha-beta T cell proliferation	0.0011729807630104	True	"""The expansion of an alpha-beta T cell population by cell division."" [GOC:ai]"	49	99	4	15719	0.0404040404040404	0.0816326530612244	query_1	['GO:0042098', 'GO:0046631']	['TGFBR2', 'ZAP70', 'SYK', 'DOCK2']
854	GO:BP	GO:0060324	face development	0.0011729807630104	True	"""The biological process whose specific outcome is the progression of a face from an initial condition to its mature state. The face is the ventral division of the head."" [GOC:dph]"	49	99	4	15719	0.0404040404040404	0.0816326530612244	query_1	['GO:0048856', 'GO:0060322']	['TGFB3', 'TGFB1', 'PTPN11', 'PDGFRA']
853	GO:BP	GO:0061028	establishment of endothelial barrier	0.0011729807630104	True	"""The establishment of a barrier between endothelial cell layers, such as those in the brain, lung or intestine, to exert specific and selective control over the passage of water and solutes, thus allowing formation and maintenance of compartments that differ in fluid and solute composition."" [GOC:dph]"	49	99	4	15719	0.0404040404040404	0.0816326530612244	query_1	['GO:0001885']	['RAPGEF1', 'VCL', 'VEGFA', 'F11R']
851	GO:BP	GO:0030838	positive regulation of actin filament polymerization	0.0011729807630104	True	"""Any process that activates or increases the frequency, rate or extent of actin polymerization."" [GOC:mah]"	49	99	4	15719	0.0404040404040404	0.0816326530612244	query_1	['GO:0030041', 'GO:0030833', 'GO:0032273', 'GO:0051495', 'GO:1902905']	['NCK1', 'GRB2', 'PTK2B', 'NCK2']
