Waardenburg-Shah syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
823	GO:BP	GO:1903035	negative regulation of response to wounding	7.451442007676271e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	104	6	17376	0.0576923076923076	0.0705882352941176	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'CRK', 'EDN1', 'VTN', 'THBS1', 'PDGFRA']
824	GO:BP	GO:0042063	gliogenesis	7.702675255836506e-05	True	"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]"	299	104	10	17376	0.0961538461538461	0.0334448160535117	query_1	['GO:0022008']	['SOX10', 'LYN', 'TGFB1', 'POU3F1', 'ERBB2', 'POU3F2', 'PTK2B', 'CRKL', 'VTN', 'PTPN11']
825	GO:BP	GO:0051208	sequestering of calcium ion	7.728363291003246e-05	True	"""The process of binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	129	104	7	17376	0.0673076923076923	0.0542635658914728	query_1	['GO:0006874', 'GO:0051651']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
826	GO:BP	GO:0033554	cellular response to stress	7.919667168637559e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1893	104	27	17376	0.2596153846153846	0.0142630744849445	query_1	['GO:0006950', 'GO:0051716']	['MET', 'RAPGEF1', 'PIK3R2', 'SRC', 'SPP1', 'EDNRA', 'PIK3R1', 'CRK', 'HGF', 'CLGN', 'PXN', 'FYN', 'NEK6', 'LYN', 'GRB2', 'TNC', 'PLK1', 'EGFR', 'TFEB', 'EDN1', 'PTK2B', 'VEGFA', 'CRKL', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA']
827	GO:BP	GO:0014812	muscle cell migration	7.919667168637559e-05	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	104	6	17376	0.0576923076923076	0.0697674418604651	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
828	GO:BP	GO:0031099	regeneration	8.109257122208132e-05	True	"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]"	181	104	8	17376	0.0769230769230769	0.0441988950276243	query_1	['GO:0048856']	['SPP1', 'HGF', 'TGFBR2', 'TNC', 'TGFB1', 'VTN', 'ADAM15', 'PGF']
829	GO:BP	GO:0099173	postsynapse organization	8.109257122208132e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]"	181	104	8	17376	0.0769230769230769	0.0441988950276243	query_1	['GO:0016043', 'GO:0050808']	['ITGB3', 'CRK', 'FYN', 'NRP2', 'PTK2B', 'CRKL', 'NRP1', 'ITGA3']
830	GO:BP	GO:0046578	regulation of Ras protein signal transduction	8.109257122208132e-05	True	"""Any process that modulates the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	181	104	8	17376	0.0769230769230769	0.0441988950276243	query_1	['GO:0007265', 'GO:0051056']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'CRK', 'NRP1', 'ITGA3', 'CBL']
831	GO:BP	GO:1902074	response to salt	8.501591867392487e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."" [GOC:mls, GOC:TermGenie, PMID:16666921]"	371	104	11	17376	0.1057692307692307	0.0296495956873315	query_1	['GO:0042221']	['EDNRA', 'PLCG2', 'FYN', 'NEK7', 'TGFB1', 'EDN1', 'CDH1', 'PTK2B', 'CRKL', 'EDNRB', 'THBS1']
832	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	8.523891608477465e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	444	104	12	17376	0.1153846153846153	0.027027027027027	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['KEL', 'ITGB1', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B']
833	GO:BP	GO:0018105	peptidyl-serine phosphorylation	8.523891608477465e-05	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	104	10	17376	0.0961538461538461	0.033003300330033	query_1	['GO:0006468', 'GO:0018209']	['SRC', 'HGF', 'TGFBR2', 'NEK6', 'NEK7', 'PLK1', 'EGFR', 'SYK', 'VEGFA', 'TGFBR1']
834	GO:BP	GO:0021854	hypothalamus development	8.556262278154268e-05	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	25	104	4	17376	0.0384615384615384	0.16	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['NRP2', 'POU3F2', 'NRP1', 'PLXNA1']
835	GO:BP	GO:0033622	integrin activation	8.556262278154268e-05	True	"""The aggregation, arrangement and bonding together of an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits, that lead to the increased affinity of the integrin for its extracellular ligands."" [GOC:add, PMID:12213832, PMID:14754902]"	25	104	4	17376	0.0384615384615384	0.16	query_1	['GO:0065003']	['FN1', 'SRC', 'JAM3', 'TLN1']
836	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	8.556262278154268e-05	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	104	4	17376	0.0384615384615384	0.16	query_1	['GO:0007169', 'GO:0038179']	['BCAR1', 'SRC', 'SOS1', 'PTPN11']
837	GO:BP	GO:0060021	roof of mouth development	8.888107300599973e-05	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	104	6	17376	0.0576923076923076	0.0681818181818181	query_1	['GO:0048856']	['TGFB3', 'SOS1', 'TGFBR2', 'TGFBR1', 'ITGB6', 'PDGFRA']
838	GO:BP	GO:0010761	fibroblast migration	8.888107300599973e-05	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	52	104	5	17376	0.048076923076923	0.0961538461538461	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'TGFB1', 'PTK2', 'THBS1']
839	GO:BP	GO:0002252	immune effector process	8.985992675992455e-05	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	605	104	14	17376	0.1346153846153846	0.0231404958677685	query_1	['GO:0002376']	['RAPGEF1', 'SRC', 'TGFB3', 'CRK', 'PLCG2', 'FYN', 'LAT', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'CBL']
840	GO:BP	GO:0030324	lung development	8.991180681304189e-05	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	184	104	8	17376	0.0769230769230769	0.0434782608695652	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']	['EDN2', 'TGFB3', 'TGFBR2', 'TGFB1', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
841	GO:BP	GO:0002683	negative regulation of immune system process	8.998031227265544e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	447	104	12	17376	0.1153846153846153	0.0268456375838926	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']	['FN1', 'SRC', 'TGFB3', 'PIK3R1', 'CRK', 'FYN', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'ERBB2', 'THBS1']
842	GO:BP	GO:0042692	muscle cell differentiation	9.002684875324898e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a muscle cell."" [CL:0000187, GOC:go_curators]"	374	104	11	17376	0.1057692307692307	0.0294117647058823	query_1	['GO:0030154', 'GO:0061061']	['KEL', 'ITGB1', 'EDNRA', 'TGFB1', 'EDN1', 'VEGFA', 'ADAM12', 'EDNRB', 'XK', 'JAM2', 'PDGFRA']
843	GO:BP	GO:0032368	regulation of lipid transport	9.162514973108896e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	104	7	17376	0.0673076923076923	0.0526315789473684	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'EDN1', 'THBS1', 'PTPN11']
844	GO:BP	GO:0046849	bone remodeling	9.387137786161652e-05	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	89	104	6	17376	0.0576923076923076	0.0674157303370786	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'MITF', 'SYK', 'PTK2B']
845	GO:BP	GO:0008150	biological_process	9.463991334538028e-05	True	"""A biological process is the execution of a genetically-encoded biological module or program. It consists of all the steps required to achieve the specific biological objective of the module. A biological process is accomplished by a particular set of molecular functions carried out by specific gene products (or macromolecular complexes), often in a highly regulated manner and in a particular temporal sequence."" [GOC:pdt]"	15627	104	104	17376	1.0	0.0066551481410379	query_1	[]	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'ITGA9', 'EDN2', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'NEK9', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'EML3', 'SOS1', 'CLGN', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'MADCAM1', 'SOX10', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'ECE1', 'EML4', 'MOGS', 'SH3GL2', 'ADAM12', 'EML2', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
846	GO:BP	GO:0010467	gene expression	9.4660078175422e-05	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5526	104	54	17376	0.5192307692307693	0.009771986970684	query_1	['GO:0043170']	['MET', 'KEL', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'SOS1', 'TGFBR2', 'PXN', 'FYN', 'LAT', 'ADAM19', 'SOX10', 'LYN', 'TNC', 'TGFB1', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'CRKL', 'EDNRB', 'ECE2', 'TGFBR1', 'ITGB6', 'THBS1', 'ITGA3', 'PTPN11', 'PDGFRA', 'SEMA4D']
847	GO:BP	GO:0048260	positive regulation of receptor-mediated endocytosis	9.598072968986788e-05	True	"""Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	53	104	5	17376	0.048076923076923	0.0943396226415094	query_1	['GO:0006898', 'GO:0045807', 'GO:0048259']	['PLCG2', 'SYK', 'VEGFA', 'VTN', 'CBL']
848	GO:BP	GO:0010518	positive regulation of phospholipase activity	9.598072968986788e-05	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	104	5	17376	0.048076923076923	0.0943396226415094	query_1	['GO:0010517', 'GO:0060193']	['EDNRA', 'ITK', 'EGFR', 'PDGFRA', 'FLT1']
849	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	9.598072968986788e-05	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	104	5	17376	0.048076923076923	0.0943396226415094	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['FN1', 'ITGB3', 'TGFB1', 'EGFR', 'PDGFRA']
850	GO:BP	GO:0071378	cellular response to growth hormone stimulus	9.78198775687189e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	26	104	4	17376	0.0384615384615384	0.1538461538461538	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
851	GO:BP	GO:1902105	regulation of leukocyte differentiation	9.78198775687189e-05	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	309	104	10	17376	0.0961538461538461	0.0323624595469255	query_1	['GO:0002521', 'GO:1903706']	['PIK3R1', 'MITF', 'TFE3', 'SOS1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2']
852	GO:BP	GO:0150146	cell junction disassembly	9.78198775687189e-05	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	26	104	4	17376	0.0384615384615384	0.1538461538461538	query_1	['GO:0022411', 'GO:0034330']	['ITGB1', 'TGFB3', 'PIK3R1', 'TGFBR1']
853	GO:BP	GO:0060396	growth hormone receptor signaling pathway	9.78198775687189e-05	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	26	104	4	17376	0.0384615384615384	0.1538461538461538	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
854	GO:BP	GO:2000209	regulation of anoikis	9.78198775687189e-05	True	"""Any process that modulates the frequency, rate or extent of anoikis."" [GOC:mah]"	26	104	4	17376	0.0384615384615384	0.1538461538461538	query_1	['GO:0042981', 'GO:0043276']	['ITGB1', 'SRC', 'ITGA5', 'PTK2']
855	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	9.83720069498372e-05	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	90	104	6	17376	0.0576923076923076	0.0666666666666666	query_1	['GO:0042127', 'GO:0061351']	['RAPGEF1', 'ITGB1', 'SOX10', 'LYN', 'TGFB1', 'VEGFA']
856	GO:CC	GO:0120025	plasma membrane bounded cell projection	9.845329572614736e-05	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	104	29	17376	0.2788461538461538	0.0136470588235294	query_1	['GO:0042995']	['ITGB1', 'ITGAV', 'BCAR1', 'CD2AP', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'CBL', 'PDGFRA']
857	GO:BP	GO:0030323	respiratory tube development	9.856422933785238e-05	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	104	8	17376	0.0769230769230769	0.0427807486631016	query_1	['GO:0035295', 'GO:0048513']	['EDN2', 'TGFB3', 'TGFBR2', 'TGFB1', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
858	REAC	REAC:R-HSA-182971	EGFR downregulation	0.0001004751553499	True	EGFR downregulation	30	104	4	17376	0.0384615384615384	0.1333333333333333	query_1	['REAC:R-HSA-177929']	['EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
859	GO:BP	GO:0060982	coronary artery morphogenesis	0.0001009748910667	True	"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"	9	104	3	17376	0.0288461538461538	0.3333333333333333	query_1	['GO:0048844', 'GO:0060977']	['VEGFA', 'TGFBR1', 'NRP1']
860	GO:BP	GO:1990314	cellular response to insulin-like growth factor stimulus	0.0001009748910667	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin-like growth factor stimulus."" [PMID:20042609]"	9	104	3	17376	0.0288461538461538	0.3333333333333333	query_1	['GO:0071375']	['ITGB3', 'CRK', 'TGFB1']
861	GO:BP	GO:0035635	entry of bacterium into host cell	0.0001009748910667	True	"""The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, PMID:21187937]"	9	104	3	17376	0.0288461538461538	0.3333333333333333	query_1	['GO:0044409']	['ITGAV', 'SRC', 'CBL']
862	GO:BP	GO:0008354	germ cell migration	0.0001009748910667	True	"""The orderly movement of a cell specialized to produce haploid gametes through the embryo from its site of production to the place where the gonads will form."" [GOC:bf, GOC:jl]"	9	104	3	17376	0.0288461538461538	0.3333333333333333	query_1	['GO:0007276', 'GO:0016477', 'GO:0022412']	['ITGB1', 'TGFB1', 'TGFBR1']
863	GO:BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	0.0001033189540107	True	"""Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	54	104	5	17376	0.048076923076923	0.0925925925925925	query_1	['GO:0001837', 'GO:0010717', 'GO:0045597', 'GO:0051240']	['TGFB3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'PTK2']
864	GO:BP	GO:0045216	cell-cell junction organization	0.0001054570567421	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	104	8	17376	0.0769230769230769	0.0423280423280423	query_1	['GO:0034330']	['SRC', 'TGFB3', 'JAM3', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'TGFBR1']
865	GO:BP	GO:0035270	endocrine system development	0.0001076653672835	True	"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]"	137	104	7	17376	0.0673076923076923	0.0510948905109489	query_1	['GO:0048731']	['EDNRA', 'POU3F2', 'EDN1', 'CDH1', 'CRKL', 'TGFBR1', 'PDGFRA']
866	GO:CC	GO:0070062	extracellular exosome	0.0001080127381892	True	"""A vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm."" [GOC:BHF, GOC:mah, GOC:vesicles, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"	2021	104	28	17376	0.2692307692307692	0.0138545274616526	query_1	['GO:0005615', 'GO:1903561']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'CD2AP', 'SRC', 'SPP1', 'ITGB3', 'CRK', 'PLCG2', 'ITGA2B', 'ITGA4', 'LYN', 'GRB2', 'VCL', 'CDH1', 'ECE1', 'MOGS', 'VTN', 'TUBB2A', 'TLN1', 'VCAM1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'PLXNA1']
867	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	0.000109215558392	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	104	8	17376	0.0769230769230769	0.0421052631578947	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'TGFB3', 'PXN', 'GRB2', 'EDN1', 'PTK2B', 'TGFBR1', 'NRP1']
868	GO:BP	GO:0035767	endothelial cell chemotaxis	0.0001120023655176	True	"""The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [CL:0000115, GOC:BHF]"	27	104	4	17376	0.0384615384615384	0.1481481481481481	query_1	['GO:0043542', 'GO:0060326']	['MET', 'VEGFA', 'NRP1', 'THBS1']
869	GO:BP	GO:0051058	negative regulation of small GTPase mediated signal transduction	0.0001120023655176	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	55	104	5	17376	0.048076923076923	0.0909090909090909	query_1	['GO:0007264', 'GO:0051056', 'GO:1902532']	['MET', 'RAPGEF1', 'ITGB1', 'CD2AP', 'ITGA3']
870	GO:BP	GO:0043113	receptor clustering	0.0001120023655176	True	"""The receptor metabolic process that results in grouping of a set of receptors at a cellular location, often to amplify the sensitivity of a signaling response."" [GOC:bf, GOC:jl, GOC:pr, PMID:19747931, PMID:21453460]"	55	104	5	17376	0.048076923076923	0.0909090909090909	query_1	['GO:0072657']	['ITGA4', 'MADCAM1', 'TGFB1', 'CRKL', 'ITGB7']
871	GO:BP	GO:0031644	regulation of nervous system process	0.0001120023655176	True	"""Any process that modulates the frequency, rate or extent of a neurophysiological process, an organ system process carried out by any of the organs or tissues of the nervous system."" [GOC:dph, GOC:mah, GOC:tb]"	138	104	7	17376	0.0673076923076923	0.0507246376811594	query_1	['GO:0044057', 'GO:0050877']	['SRC', 'HGF', 'SOX10', 'EDN1', 'PTK2B', 'EDNRB', 'JAM2']
872	REAC	REAC:R-HSA-389359	CD28 dependent Vav1 pathway	0.0001126168348925	True	CD28 dependent Vav1 pathway	11	104	3	17376	0.0288461538461538	0.2727272727272727	query_1	['REAC:R-HSA-389356']	['FYN', 'VAV1', 'LCK']
873	GO:BP	GO:0006996	organelle organization	0.000113619701895	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3431	104	39	17376	0.375	0.0113669484115418	query_1	['GO:0016043']	['MET', 'ITGB1', 'ITGB5', 'PLXNB1', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'EDN3', 'EML3', 'PXN', 'NEK6', 'NEK7', 'GRB2', 'TGFB1', 'PLK1', 'JAM3', 'TFEB', 'EML1', 'EDN1', 'SH3KBP1', 'PTK2B', 'NUDC', 'EML4', 'EML2', 'CRKL', 'TUBB2A', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'PDGFRA']
874	REAC	REAC:R-HSA-5654738	Signaling by FGFR2	0.0001160922806744	True	Signaling by FGFR2	62	104	5	17376	0.048076923076923	0.0806451612903225	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'CBL', 'PTPN11']
875	REAC	REAC:R-HSA-3642278	Loss of Function of TGFBR2 in Cancer	0.0001176686518563	True	Loss of Function of TGFBR2 in Cancer	2	104	2	17376	0.0192307692307692	1.0	query_1	['REAC:R-HSA-3304351']	['TGFBR2', 'TGFBR1']
876	REAC	REAC:R-HSA-9734091	Drug-mediated inhibition of MET activation	0.0001176686518563	True	Drug-mediated inhibition of MET activation	2	104	2	17376	0.0192307692307692	1.0	query_1	['REAC:R-HSA-6807004']	['MET', 'HGF']
877	REAC	REAC:R-HSA-3645790	TGFBR2 Kinase Domain Mutants in Cancer	0.0001176686518563	True	TGFBR2 Kinase Domain Mutants in Cancer	2	104	2	17376	0.0192307692307692	1.0	query_1	['REAC:R-HSA-3642278']	['TGFBR2', 'TGFBR1']
878	GO:BP	GO:0001817	regulation of cytokine production	0.0001186930159847	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	709	104	15	17376	0.1442307692307692	0.0211565585331452	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['FN1', 'ITGAV', 'CD2AP', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'LYN', 'TGFB1', 'SYK', 'ITGB6', 'THBS1', 'PTPN11']
879	GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.0001209701222764	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	193	104	8	17376	0.0769230769230769	0.0414507772020725	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']	['MET', 'SRC', 'PLCG2', 'NEK7', 'GRB2', 'SYK', 'PTK2B', 'VEGFA']
