Myoclonic-astatic epilepsy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
372	GO:BP	GO:0042157	lipoprotein metabolic process	5.906107892553438e-05	True	"""The chemical reactions and pathways involving any conjugated, water-soluble protein in which the covalently attached nonprotein group consists of a lipid or lipids."" [ISBN:0198506732]"	140	103	9	21110	0.087378640776699	0.0642857142857142	query_1	['GO:0019538']	['APOC3', 'ITGAV', 'ITGB3', 'APOE', 'LDLR', 'PCSK9', 'APOA1', 'APOA2', 'APOA4']
373	GO:BP	GO:0009966	regulation of signal transduction	6.433122816982035e-05	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	3003	103	37	21110	0.3592233009708738	0.0123210123210123	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['C3', 'ITGB1', 'APOC3', 'NTS', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'LOX', 'ITGA5', 'HFE', 'FYN', 'CDK14', 'PCSK9', 'SYNGAP1', 'AGT', 'NTSR1', 'APOA1', 'LRP1', 'FBN1', 'FGB', 'FBN2', 'FGR', 'FGG', 'DMTN', 'VTN', 'PTK2', 'APP', 'DAB2', 'HPX']
374	GO:CC	GO:0001726	ruffle	6.541016525860845e-05	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	182	104	9	22122	0.0865384615384615	0.0494505494505494	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'SNX9', 'ITGA5', 'MYO6', 'FGR', 'TLN1']
375	GO:BP	GO:0001775	cell activation	6.587718117969407e-05	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1157	103	22	21110	0.2135922330097087	0.0190146931719965	query_1	['GO:0009987', 'GO:0032501']	['ITGB1', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'TFRC', 'APOE', 'CD320', 'HFE', 'FYN', 'TPD52', 'LDLR', 'LRP1', 'FGB', 'FGR', 'FGG', 'CTSG', 'DMTN', 'TLN1', 'ITGB6', 'APP']
376	GO:BP	GO:0062013	positive regulation of small molecule metabolic process	6.681803130723663e-05	True	"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	142	103	9	21110	0.087378640776699	0.0633802816901408	query_1	['GO:0009893', 'GO:0044281', 'GO:0062012']	['SRC', 'APOE', 'LDLRAP1', 'NTSR1', 'APOA1', 'APOA4', 'APOC2', 'APP', 'DAB2']
377	KEGG	KEGG:04610	Complement and coagulation cascades	7.529740291599439e-05	True	Complement and coagulation cascades	86	73	8	8161	0.1095890410958904	0.0930232558139534	query_1	['KEGG:00000']	['C3', 'FGA', 'CFH', 'FGB', 'FGG', 'CFB', 'SERPINA1', 'VTN']
378	WP	WP:WP4549	Fragile X syndrome	7.564436527624137e-05	True	Fragile X syndrome	121	86	10	8133	0.1162790697674418	0.0826446280991735	query_1	['WP:000000']	['SLC6A1', 'SRC', 'CLTC', 'AP2M1', 'AP2B1', 'FYN', 'AP2S1', 'SYNGAP1', 'AP2A1', 'APP']
379	GO:BP	GO:0006812	monoatomic cation transport	7.612635555336505e-05	True	"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]"	1064	103	21	21110	0.203883495145631	0.0197368421052631	query_1	['GO:0006811']	['SLC6A1', 'ITGB1', 'TCN2', 'ITGAV', 'HEPH', 'ITGB3', 'LRP2', 'CLTC', 'TFRC', 'SCN1A', 'HFE', 'FYN', 'PCSK9', 'AGT', 'BIN1', 'NTSR1', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
380	GO:BP	GO:0046503	glycerolipid catabolic process	7.632177702750225e-05	True	"""The chemical reactions and pathways resulting in the breakdown of glycerolipids, any lipid with a glycerol backbone."" [GOC:ai]"	67	103	7	21110	0.0679611650485436	0.1044776119402985	query_1	['GO:0044242', 'GO:0046486']	['APOC3', 'LDLR', 'APOA1', 'APOA2', 'APOA4', 'APOC2', 'GDPD1']
381	GO:BP	GO:0051124	synaptic assembly at neuromuscular junction	7.678143745820849e-05	True	"""The assembly of a synapse at a neuromuscular junction."" [PMID:20215342]"	8	103	4	21110	0.0388349514563106	0.5	query_1	['GO:0007416', 'GO:0007528', 'GO:0048589']	['LRP4', 'MUSK', 'AGRN', 'APP']
382	GO:BP	GO:0031399	regulation of protein modification process	7.819896817432286e-05	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1494	103	25	21110	0.2427184466019417	0.0167336010709504	query_1	['GO:0036211', 'GO:0051246']	['C3', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'LOX', 'ITGA5', 'HFE', 'FYN', 'AGT', 'APOA1', 'LRP1', 'FGR', 'MUSK', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX']
383	GO:CC	GO:0098802	plasma membrane signaling receptor complex	7.906378139641636e-05	True	"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]"	310	104	11	22122	0.1057692307692307	0.0354838709677419	query_1	['GO:0043235', 'GO:0098797']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TFRC', 'ITGA2B', 'ITGA5', 'HFE', 'TF', 'TFR2', 'ITGB6']
384	GO:BP	GO:0032880	regulation of protein localization	8.201670406168391e-05	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	873	103	19	21110	0.1844660194174757	0.0217640320733104	query_1	['GO:0008104', 'GO:0060341']	['ITGB1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'CLTC', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'HFE', 'FYN', 'LDLRAP1', 'LRP1', 'FGB', 'FGG', 'DMTN', 'DAB2', 'NUMB']
385	GO:MF	GO:0070653	high-density lipoprotein particle receptor binding	8.259754080932503e-05	True	"""Binding to a high-density lipoprotein receptor."" [GOC:BHF, GOC:mah]"	3	103	3	20195	0.029126213592233	1.0	query_1	['GO:0070325']	['APOC3', 'APOA1', 'APOA2']
386	WP	WP:WP176	Folate metabolism	8.42341552506823e-05	True	Folate metabolism	69	86	8	8133	0.0930232558139534	0.1159420289855072	query_1	['WP:000000']	['HBB', 'FGA', 'LDLR', 'APOA1', 'FGB', 'FGG', 'MPO', 'ALB']
387	GO:BP	GO:0002252	immune effector process	8.458127583826546e-05	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	693	103	17	21110	0.1650485436893204	0.0245310245310245	query_1	['GO:0002376']	['C3', 'SRC', 'TGFB3', 'TFRC', 'HFE', 'FYN', 'CFH', 'APOA1', 'LRP1', 'APOA2', 'FGR', 'MPO', 'CFB', 'CTSG', 'PTK2', 'APP', 'HPX']
388	GO:BP	GO:0019222	regulation of metabolic process	8.52397497536434e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	7345	103	63	21110	0.6116504854368932	0.00857726344452	query_1	['GO:0008152', 'GO:0050789']	['C3', 'ITGB1', 'APOC3', 'CHD2', 'NTS', 'UBP1', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'LRP2', 'CLTC', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'LTBP1', 'CD320', 'LOX', 'ITGA5', 'HFE', 'FYN', 'MYO6', 'LDLR', 'CDK14', 'PCSK9', 'AGT', 'ITIH2', 'LDLRAP1', 'FBLN5', 'BIN1', 'PPP1R14B', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'ORM2', 'TFR2', 'AP2A1', 'HP', 'APOA2', 'FGR', 'APOA4', 'MUSK', 'AGRN', 'MFAP2', 'DMTN', 'NLN', 'SERPINA1', 'VTN', 'APOC2', 'SLC40A1', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'CP', 'HPX', 'ORM1']
389	GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	8.552553164535489e-05	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	251	103	11	21110	0.1067961165048543	0.0438247011952191	query_1	['GO:0001932', 'GO:0018108']	['SRC', 'ITGB3', 'LRP4', 'ITGA5', 'FYN', 'AGT', 'DMTN', 'VTN', 'LRP8', 'APP', 'HPX']
390	GO:BP	GO:0002682	regulation of immune system process	8.908527658858204e-05	True	"""Any process that modulates the frequency, rate, or extent of an immune system process."" [GOC:add]"	1504	103	25	21110	0.2427184466019417	0.0166223404255319	query_1	['GO:0002376', 'GO:0050789']	['C3', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'APOE', 'CD320', 'LOX', 'HFE', 'FYN', 'LDLR', 'CFH', 'APOA1', 'FBN1', 'ORM2', 'APOA2', 'FGR', 'CFB', 'CTSG', 'LRP8', 'PTK2', 'APP', 'HPX', 'ORM1']
391	GO:BP	GO:0016477	cell migration	9.024832253045576e-05	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1505	103	25	21110	0.2427184466019417	0.0166112956810631	query_1	['GO:0048870']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ADD2', 'ITGB3', 'APOE', 'LOX', 'ITGA5', 'SYNE2', 'FYN', 'AGT', 'APOA1', 'LRP1', 'FGR', 'CTSG', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2', 'NUMB']
392	WP	WP:WP5300	TROP2 regulatory signaling	9.067969473799466e-05	True	TROP2 regulatory signaling	48	86	7	8133	0.0813953488372093	0.1458333333333333	query_1	['WP:000000']	['ITGB1', 'FN1', 'SRC', 'ITGA5', 'TLN1', 'PTK2', 'NUMB']
393	HP	HP:0100545	Arterial stenosis	9.122521759374986e-05	True	Narrowing or constriction of the inner surface (lumen) of an artery.	107	62	11	4851	0.1774193548387097	0.102803738317757	query_1	['HP:0011004']	['TGFB3', 'APOE', 'LOX', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'FBN1', 'APOA2', 'MFAP5', 'ELN']
394	GO:BP	GO:0006909	phagocytosis	9.372516632107286e-05	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	315	103	12	21110	0.116504854368932	0.0380952380952381	query_1	['GO:0006897']	['C3', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'FYN', 'LDLR', 'APOA1', 'LRP1', 'APOA2', 'FGR', 'PTK2']
395	GO:CC	GO:0098796	membrane protein complex	9.40312475547051e-05	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1361	104	22	22122	0.2115384615384615	0.0161645848640705	query_1	['GO:0016020', 'GO:0032991']	['ITGB1', 'SYNE1', 'ITGB5', 'ITGAV', 'ITGB3', 'CLTC', 'AP2M1', 'TFRC', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'HFE', 'SYNE2', 'AP2S1', 'AP2A2', 'LRP1', 'TF', 'TFR2', 'AP2A1', 'VTN', 'ITGB6']
396	GO:BP	GO:0030335	positive regulation of cell migration	9.561521434731054e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	532	103	15	21110	0.145631067961165	0.0281954887218045	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	['ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'SYNE2', 'AGT', 'FGR', 'DMTN', 'VTN', 'PTK2', 'APP', 'DAB2', 'NUMB']
397	GO:CC	GO:0005774	vacuolar membrane	9.598960494262477e-05	True	"""The lipid bilayer surrounding the vacuole and separating its contents from the cytoplasm of the cell."" [GOC:ai]"	466	104	13	22122	0.125	0.0278969957081545	query_1	['GO:0005773', 'GO:0098588']	['LRP2', 'CLTC', 'AP2M1', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LRP1', 'AP2A1', 'DAB2', 'CP']
398	GO:BP	GO:0060341	regulation of cellular localization	9.8477076540182e-05	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	980	103	20	21110	0.1941747572815534	0.0204081632653061	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['ITGB1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'CLTC', 'AP2M1', 'TFRC', 'LRP4', 'APOE', 'HFE', 'FYN', 'PCSK9', 'LDLRAP1', 'LRP1', 'FGB', 'FGG', 'DMTN', 'DAB2', 'NUMB']
399	GO:MF	GO:1901681	sulfur compound binding	9.954339939569142e-05	True	"""Binding to a sulfur compound."" [GOC:pr, GOC:TermGenie]"	274	103	11	20195	0.1067961165048543	0.0401459854014598	query_1	['GO:0005488']	['FN1', 'APOE', 'CFH', 'LRP1', 'TF', 'FBN1', 'MPO', 'AGRN', 'CTSG', 'VTN', 'APP']
400	GO:BP	GO:0010984	regulation of lipoprotein particle clearance	9.989281390237482e-05	True	"""Any process that modulates the rate, frequency, or extent of lipoprotein particle clearance. Lipoprotein particle clearance is the process in which a lipoprotein particle is removed from the blood via receptor-mediated endocytosis and its constituent parts degraded."" [GOC:BHF, GOC:dph, GOC:tb]"	21	103	5	21110	0.0485436893203883	0.238095238095238	query_1	['GO:0034381', 'GO:0051239']	['APOC3', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOC2']
401	GO:BP	GO:0044403	biological process involved in symbiotic interaction	0.0001004488867875	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	317	103	12	21110	0.116504854368932	0.0378548895899053	query_1	['GO:0044419']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TFRC', 'APOE', 'ITGA5', 'LDLR', 'CTSG', 'ITGB6']
402	REAC	REAC:R-HSA-437239	Recycling pathway of L1	0.0001013323732035	True	Recycling pathway of L1	48	99	7	10790	0.0707070707070707	0.1458333333333333	query_1	['REAC:R-HSA-373760']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'NUMB']
403	GO:CC	GO:0030120	vesicle coat	0.0001019165035487	True	"""A membrane coat found on a coated vesicle."" [GOC:mah]"	58	104	6	22122	0.0576923076923076	0.1034482758620689	query_1	['GO:0030117', 'GO:0030662']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
404	GO:CC	GO:0048471	perinuclear region of cytoplasm	0.0001036255173816	True	"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]"	733	104	16	22122	0.1538461538461538	0.0218281036834924	query_1	['GO:0005737', 'GO:0110165']	['ITGB1', 'SRC', 'HEPH', 'SPP1', 'TFRC', 'HFE', 'FYN', 'MYO6', 'TPD52', 'PCSK9', 'TF', 'DMTN', 'GDPD1', 'PTK2', 'APP', 'DAB2']
405	WP	WP:WP4159	GABA receptor signaling	0.0001057919804287	True	GABA receptor signaling	31	86	6	8133	0.0697674418604651	0.1935483870967742	query_1	['WP:000000']	['SLC6A1', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
406	GO:BP	GO:0048598	embryonic morphogenesis	0.0001060326031719	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	618	103	16	21110	0.1553398058252427	0.0258899676375404	query_1	['GO:0009653', 'GO:0009790']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'LRP2', 'LRP4', 'ITGA5', 'MYO6', 'APOA1', 'FBN1', 'FBN2', 'MFAP2', 'MFAP5', 'VTN']
407	GO:BP	GO:0050890	cognition	0.0001076016692598	True	"""The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory."" [ISBN:0721619908]"	319	103	12	21110	0.116504854368932	0.0376175548589341	query_1	['GO:0050877']	['SLC6A1', 'ITGB1', 'SRC', 'APOE', 'ITGA5', 'FYN', 'LDLR', 'SYNGAP1', 'AGT', 'NTSR1', 'MUSK', 'APP']
408	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	0.0001076958902949	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1752	103	27	21110	0.2621359223300971	0.0154109589041095	query_1	['GO:0008150']	['C3', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TFRC', 'APOE', 'ITGA5', 'FYN', 'LDLR', 'CFH', 'PPP1R14B', 'TF', 'HP', 'FGB', 'FGR', 'MPO', 'APOA4', 'CFB', 'CTSG', 'LRP8', 'PTK2', 'ITGB6', 'HPX']
409	GO:BP	GO:0008219	cell death	0.0001172181891196	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2129	103	30	21110	0.2912621359223301	0.0140911225927665	query_1	['GO:0009987']	['ITGB1', 'ITGAV', 'HBB', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'HBD', 'LRP2', 'TFRC', 'APOE', 'LOX', 'ITGA5', 'FYN', 'PCSK9', 'SYNGAP1', 'AGT', 'BIN1', 'NTSR1', 'LRP1', 'HP', 'FGB', 'FGG', 'MPO', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'ALB']
410	REAC	REAC:R-HSA-3928665	EPH-ephrin mediated repulsion of cells	0.0001173400113255	True	EPH-ephrin mediated repulsion of cells	49	99	7	10790	0.0707070707070707	0.1428571428571428	query_1	['REAC:R-HSA-2682334']	['CLTC', 'AP2M1', 'AP2B1', 'FYN', 'AP2S1', 'AP2A2', 'AP2A1']
411	WP	WP:WP2572	Primary focal segmental glomerulosclerosis (FSGS)	0.00011751715653	True	Primary focal segmental glomerulosclerosis (FSGS)	72	86	8	8133	0.0930232558139534	0.1111111111111111	query_1	['WP:000000']	['ITGB1', 'ITGAV', 'ITGB3', 'FYN', 'AGRN', 'VTN', 'TLN1', 'PTK2']
412	GO:BP	GO:0051047	positive regulation of secretion	0.0001191880243153	True	"""Any process that activates or increases the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	322	103	12	21110	0.116504854368932	0.0372670807453416	query_1	['GO:0046903', 'GO:0051046', 'GO:0051050']	['SLC6A1', 'SPP1', 'FGA', 'TGFB3', 'HFE', 'AGT', 'NTSR1', 'TFR2', 'FGB', 'FGR', 'FGG', 'DAB2']
413	GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	0.000122482365618	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	260	103	11	21110	0.1067961165048543	0.0423076923076923	query_1	['GO:0071363', 'GO:0071559']	['ITGB5', 'SRC', 'TGFB3', 'LTBP1', 'LOX', 'FYN', 'FBN1', 'FBN2', 'PTK2', 'ITGB6', 'DAB2']
414	KEGG	KEGG:04611	Platelet activation	0.0001235324174206	True	Platelet activation	124	73	9	8161	0.1232876712328767	0.0725806451612903	query_1	['KEGG:00000']	['ITGB1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FYN', 'FGB', 'FGG', 'TLN1']
415	GO:BP	GO:1905954	positive regulation of lipid localization	0.0001285190159377	True	"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	109	103	8	21110	0.0776699029126213	0.073394495412844	query_1	['GO:0010876', 'GO:0048518', 'GO:1905952']	['C3', 'SPP1', 'APOE', 'LDLRAP1', 'NTSR1', 'APOA1', 'LRP1', 'DAB2']
416	GO:BP	GO:1902533	positive regulation of intracellular signal transduction	0.0001304617937683	True	"""Any process that activates or increases the frequency, rate or extent of intracellular signal transduction."" [GOC:BHF, GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	997	103	20	21110	0.1941747572815534	0.0200601805416248	query_1	['GO:0009967', 'GO:0035556', 'GO:1902531']	['ITGB1', 'NTS', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'FYN', 'AGT', 'APOA1', 'FGB', 'FGR', 'FGG', 'PTK2', 'APP', 'DAB2']
417	GO:BP	GO:0070371	ERK1 and ERK2 cascade	0.0001318795857313	True	"""An intracellular protein kinase cascade containing at least ERK1 or ERK2 (MAPKs), a MEK (a MAPKK) and a MAP3K. The cascade may involve 4 different kinases, as it can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:add, GOC:signaling, ISBN:0121245462, ISBN:0896039986, PMID:20811974, PMID:28903453]"	325	103	12	21110	0.116504854368932	0.0369230769230769	query_1	['GO:0000165']	['FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'APOE', 'AGT', 'TF', 'FGB', 'FGG', 'APP', 'DAB2']
418	GO:CC	GO:0034363	intermediate-density lipoprotein particle	0.0001323588589933	True	"""A triglyceride-rich lipoprotein particle that typically contains APOB100, APOE and APOCs and has a density of 1.006-1.019 g/ml and a diameter of between 25-30 nm. IDL particles are found in blood and are formed by the delipidation of very-low-density lipoprotein particles (VLDL). IDL particles are removed from blood by the liver, following binding to the APOE receptor, or are converted to low-density lipoprotein (LDL)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	4	104	3	22122	0.0288461538461538	0.75	query_1	['GO:0034385']	['APOC3', 'APOE', 'APOC2']
419	GO:BP	GO:0071281	cellular response to iron ion	0.0001376882131635	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."" [GOC:mah]"	9	103	4	21110	0.0388349514563106	0.4444444444444444	query_1	['GO:0010039', 'GO:0071248']	['HFE', 'TF', 'TFR2', 'SLC40A1']
420	GO:BP	GO:1990748	cellular detoxification	0.0001380448449768	True	"""Any process carried out at the cellular level that reduces or removes the toxicity of a toxic substance. These may include transport of the toxic substance away from sensitive areas and to compartments or complexes whose purpose is sequestration of the toxic substance."" [GOC:vw]"	110	103	8	21110	0.0776699029126213	0.0727272727272727	query_1	['GO:0009987', 'GO:0097237', 'GO:0098754']	['HBB', 'HBD', 'APOE', 'FBLN5', 'HP', 'MPO', 'APOA4', 'ALB']
421	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	0.0001405482597767	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	206	103	10	21110	0.0970873786407767	0.0485436893203883	query_1	['GO:0007178', 'GO:0071560']	['ITGB5', 'SRC', 'TGFB3', 'LTBP1', 'LOX', 'FBN1', 'FBN2', 'PTK2', 'ITGB6', 'DAB2']
422	GO:MF	GO:0016209	antioxidant activity	0.0001415016239833	True	"""Inhibition of the reactions brought about by dioxygen (O2) or peroxides. Usually the antioxidant is effective because it can itself be more easily oxidized than the substance protected. The term is often applied to components that can trap free radicals, thereby breaking the chain reaction that normally leads to extensive biological damage."" [ISBN:0198506732]"	83	103	7	20195	0.0679611650485436	0.0843373493975903	query_1	['GO:0003674']	['HBB', 'HBD', 'APOE', 'HP', 'MPO', 'APOA4', 'ALB']
423	HP	HP:0003107	Abnormal circulating cholesterol concentration	0.0001471038025468	True	Any deviation from the normal concentration of cholesterol in the blood circulation.	112	62	11	4851	0.1774193548387097	0.0982142857142857	query_1	['HP:0003119']	['APOC3', 'SYNE1', 'APOE', 'SYNE2', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'APOA2', 'APOC2', 'ALB']
424	GO:BP	GO:0060548	negative regulation of cell death	0.0001486150899156	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	1005	103	20	21110	0.1941747572815534	0.0199004975124378	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['ITGB1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'ITGA5', 'FYN', 'SYNGAP1', 'NTSR1', 'FGB', 'FGG', 'MPO', 'SLC40A1', 'PTK2', 'DAB2', 'ALB']
425	GO:BP	GO:0071559	response to transforming growth factor beta	0.0001544268276869	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	266	103	11	21110	0.1067961165048543	0.0413533834586466	query_1	['GO:0070848']	['ITGB5', 'SRC', 'TGFB3', 'LTBP1', 'LOX', 'FYN', 'FBN1', 'FBN2', 'PTK2', 'ITGB6', 'DAB2']
426	GO:BP	GO:0071705	nitrogen compound transport	0.0001633690422063	True	"""The directed movement of nitrogen-containing compounds into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	2290	103	31	21110	0.3009708737864077	0.0135371179039301	query_1	['GO:0006810']	['SLC6A1', 'ITGB1', 'TCN2', 'HBB', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'CD320', 'AP2B1', 'HFE', 'FYN', 'MYO6', 'AP2S1', 'AGT', 'AP2A2', 'NTSR1', 'LRP1', 'TFR2', 'AP2A1', 'FGB', 'FGG', 'DMTN', 'DAB2', 'HPX']
