Dyskeratosis congenita	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
451	GO:BP	GO:0000154	rRNA modification	2.004424617810046e-05	True	"""The covalent alteration of one or more nucleotides within an rRNA molecule to produce an rRNA molecule with a sequence that differs from that coded genetically."" [GOC:curators]"	33	112	5	17376	0.0446428571428571	0.1515151515151515	query_1	['GO:0006364', 'GO:0009451']	['NHP2', 'GAR1', 'DKC1', 'NAF1', 'NOP10']
452	GO:BP	GO:0035556	intracellular signal transduction	2.0857691241323983e-05	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2546	112	36	17376	0.3214285714285714	0.01413982717989	query_1	['GO:0007165']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'PAXIP1', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'AR', 'PARP1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'POLB', 'BARD1', 'TP53', 'MSH6']
453	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	2.2201986429202277e-05	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3619	112	45	17376	0.4017857142857143	0.0124343741365017	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['RBBP8', 'BRIP1', 'AKT1', 'STN1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'MLH1', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'KHSRP', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'RNF8']
454	REAC	REAC:R-HSA-110320	Translesion Synthesis by POLH	2.2465065532862248e-05	True	Translesion Synthesis by POLH	19	112	4	17376	0.0357142857142857	0.2105263157894736	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
455	GO:BP	GO:0002449	lymphocyte mediated immunity	2.263950654063956e-05	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	286	112	11	17376	0.0982142857142857	0.0384615384615384	query_1	['GO:0002443']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
456	GO:BP	GO:0009987	cellular process	2.370490590011843e-05	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	112	109	17376	0.9732142857142856	0.0075333471559886	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'TDP1', 'POLD4', 'H2AX', 'NHP2', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'WDR45B', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'RTEL1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'USB1', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
457	GO:BP	GO:0051106	positive regulation of DNA ligation	2.4319807837838133e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	5	112	3	17376	0.0267857142857142	0.6	query_1	['GO:0006266', 'GO:0051054', 'GO:0051105']	['APLF', 'RAD51', 'XRCC1']
458	GO:BP	GO:0051128	regulation of cellular component organization	2.575100138099159e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	112	34	17376	0.3035714285714285	0.0144865786109927	query_1	['GO:0016043', 'GO:0050794']	['AKT1', 'NBN', 'STN1', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'TEN1', 'DCP2', 'TINF2', 'RAD1', 'ATR', 'AR', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATM', 'MRE11', 'NAF1', 'SMG6', 'BRCA1', 'CDK2', 'XRCC1', 'RTEL1', 'KAT5', 'RMI2', 'NPM1', 'TP53', 'PNKP', 'PIF1', 'CTC1']
459	GO:BP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	2.645359967532398e-05	True	"""A mitotic cell cycle checkpoint that detects and negatively regulates progression through the G2/M transition of the cell cycle in response to DNA damage."" [GOC:mtg_cell_cycle, PMID:16299494]"	35	112	5	17376	0.0446428571428571	0.1428571428571428	query_1	['GO:0044773', 'GO:0044818']	['NBN', 'BLM', 'ATM', 'MRE11', 'BRCA1']
460	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2.7163480732834356e-05	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	292	112	11	17376	0.0982142857142857	0.0376712328767123	query_1	['GO:0002250']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
461	GO:BP	GO:0045132	meiotic chromosome segregation	3.031774830287072e-05	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets during M phase of the meiotic cell cycle."" [GOC:ai, GOC:mah]"	98	112	7	17376	0.0625	0.0714285714285714	query_1	['GO:0098813', 'GO:0140013', 'GO:1903046']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RMI1']
462	GO:BP	GO:0000280	nuclear division	3.350585700544813e-05	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	426	112	13	17376	0.1160714285714285	0.0305164319248826	query_1	['GO:0048285']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1']
463	GO:BP	GO:0000076	DNA replication checkpoint signaling	3.351084223542041e-05	True	"""A signal transduction process that contributes to a DNA replication checkpoint, that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome."" [GOC:curators, GOC:rn, PMID:11728327, PMID:12537518]"	17	112	4	17376	0.0357142857142857	0.2352941176470588	query_1	['GO:0031570']	['HUS1', 'RAD9B', 'RAD9A', 'HUS1B']
464	GO:BP	GO:0070200	establishment of protein localization to telomere	3.351084223542041e-05	True	"""The directed movement of a protein to a specific location in the telomeric region of a chromosome."" [GOC:BHF, GOC:mah]"	17	112	4	17376	0.0357142857142857	0.2352941176470588	query_1	['GO:0070198', 'GO:0070199']	['BRCA2', 'TERT', 'DKC1', 'WRAP53']
465	GO:BP	GO:0045191	regulation of isotype switching	3.441498299364819e-05	True	"""Any process that modulates the frequency, rate or extent of isotype switching."" [GOC:ai]"	37	112	5	17376	0.0446428571428571	0.1351351351351351	query_1	['GO:0000018', 'GO:0002637', 'GO:0002889', 'GO:0045190', 'GO:0050864']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
466	GO:BP	GO:0090501	RNA phosphodiester bond hydrolysis	3.64598316695592e-05	True	"""The RNA metabolic process in which the phosphodiester bonds between ribonucleotides are cleaved by hydrolysis."" [GOC:dph, GOC:tb]"	143	112	8	17376	0.0714285714285714	0.0559440559440559	query_1	['GO:0016070', 'GO:0090305']	['FEN1', 'NHP2', 'DCP2', 'PARN', 'SMG6', 'APEX1', 'EXO1', 'USB1']
467	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	4.004258772912647e-05	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1856	112	29	17376	0.2589285714285714	0.015625	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'NAF1', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'NPM1', 'TP53', 'WRAP53', 'PNKP']
468	REAC	REAC:R-HSA-113510	E2F mediated regulation of DNA replication	4.1393180113885634e-05	True	E2F mediated regulation of DNA replication	22	112	4	17376	0.0357142857142857	0.1818181818181818	query_1	['REAC:R-HSA-69206']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
469	GO:BP	GO:0031326	regulation of cellular biosynthetic process	4.436276175017509e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	3716	112	45	17376	0.4017857142857143	0.0121097954790096	query_1	['GO:0009889', 'GO:0031323', 'GO:0044249']	['RBBP8', 'BRIP1', 'AKT1', 'STN1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'MLH1', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'KHSRP', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'RNF8']
470	GO:BP	GO:0040031	snRNA modification	4.560204019561985e-05	True	"""The covalent alteration of one or more nucleotides within snRNA, resulting in a change in the properties of the snRNA."" [GOC:jl]"	6	112	3	17376	0.0267857142857142	0.5	query_1	['GO:0009451', 'GO:0016073']	['NHP2', 'DKC1', 'NOP10']
471	GO:BP	GO:0000019	regulation of mitotic recombination	4.560204019561985e-05	True	"""Any process that modulates the frequency, rate or extent of DNA recombination during mitosis."" [GOC:go_curators]"	6	112	3	17376	0.0267857142857142	0.5	query_1	['GO:0000018', 'GO:0006312']	['RAD50', 'MLH1', 'MRE11']
472	GO:BP	GO:1905323	telomerase holoenzyme complex assembly	4.560204019561985e-05	True	"""The aggregation, arrangement and bonding together of a set of components to form a telomerase holoenzyme complex."" [GO_REF:0000079, GOC:TermGenie, PMID:26305931]"	6	112	3	17376	0.0267857142857142	0.5	query_1	['GO:0022618']	['ATR', 'ATM', 'NAF1']
473	GO:BP	GO:0051105	regulation of DNA ligation	4.560204019561985e-05	True	"""Any process that modulates the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	6	112	3	17376	0.0267857142857142	0.5	query_1	['GO:0006266', 'GO:0051052']	['APLF', 'RAD51', 'XRCC1']
474	GO:BP	GO:0043504	mitochondrial DNA repair	4.560204019561985e-05	True	"""The process of restoring mitochondrial DNA after damage."" [PMID:12565799, PMID:15189144, PMID:16050976]"	6	112	3	17376	0.0267857142857142	0.5	query_1	['GO:0006281', 'GO:0032042']	['LIG3', 'PARP1', 'TP53']
475	GO:BP	GO:0043570	maintenance of DNA repeat elements	4.560204019561985e-05	True	"""Any process involved in sustaining the fidelity and copy number of DNA repeat elements."" [GOC:jl]"	6	112	3	17376	0.0267857142857142	0.5	query_1	['GO:0006259', 'GO:0051276']	['MSH2', 'MSH3', 'RMI2']
476	GO:BP	GO:0097190	apoptotic signaling pathway	4.89381279714899e-05	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	112	15	17376	0.1339285714285714	0.0255102040816326	query_1	['GO:0006915', 'GO:0007165']	['AKT1', 'NBN', 'MSH2', 'MLH1', 'BRCA2', 'AR', 'TERT', 'PARP1', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'POLB', 'TP53', 'MSH6']
477	GO:BP	GO:0044843	cell cycle G1/S phase transition	5.036735594424275e-05	True	"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]"	254	112	10	17376	0.0892857142857142	0.0393700787401574	query_1	['GO:0044770']	['RBBP8', 'AKT1', 'RPA2', 'TERT', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53', 'POLE']
478	GO:BP	GO:0035518	histone H2A monoubiquitination	5.148739446200088e-05	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	112	4	17376	0.0357142857142857	0.2105263157894736	query_1	['GO:0010390', 'GO:0033522']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
479	GO:BP	GO:1904505	regulation of telomere maintenance in response to DNA damage	5.148739446200088e-05	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	19	112	4	17376	0.0357142857142857	0.2105263157894736	query_1	['GO:0032204', 'GO:0043247', 'GO:0080135']	['ERCC1', 'ERCC4', 'XRCC1', 'RTEL1']
480	GO:BP	GO:0045321	leukocyte activation	5.719828818623207e-05	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	924	112	19	17376	0.1696428571428571	0.0205627705627705	query_1	['GO:0001775', 'GO:0002376']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
481	GO:CC	GO:0016363	nuclear matrix	6.273139632478051e-05	True	"""The dense fibrillar network lying on the inner side of the nuclear membrane."" [ISBN:0582227089]"	127	112	7	17376	0.0625	0.0551181102362204	query_1	['GO:0034399', 'GO:0110165']	['HLTF', 'PAXIP1', 'OGG1', 'TINF2', 'POLA1', 'BLM', 'TP53']
482	GO:BP	GO:0032069	regulation of nuclease activity	6.3399530763701e-05	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	112	4	17376	0.0357142857142857	0.2	query_1	['GO:0051336', 'GO:0060255']	['AKT1', 'PCNA', 'NPM1', 'NEIL1']
483	GO:BP	GO:0008340	determination of adult lifespan	6.3399530763701e-05	True	"""The pathways that regulate the duration of the adult phase of the life-cycle of an animal."" [PMID:25561524, PMID:273723695, PMID:3424805]"	20	112	4	17376	0.0357142857142857	0.2	query_1	['GO:0032501']	['MSH2', 'ATM', 'TP53', 'MSH6']
484	GO:BP	GO:0051096	positive regulation of helicase activity	7.6806954417553e-05	True	"""Any process that activates or increases the activity of a helicase."" [GOC:ai]"	7	112	3	17376	0.0267857142857142	0.4285714285714285	query_1	['GO:0032781', 'GO:0043085', 'GO:0051095']	['MSH2', 'MSH3', 'MSH6']
485	GO:BP	GO:0045002	double-strand break repair via single-strand annealing	7.6806954417553e-05	True	"""Repair of a DSB made between two repeated sequences oriented in the same direction occurs primarily by the single strand annealing pathway. The ends of the break are processed by a 5' to 3' exonuclease, exposing complementary single-strand regions of the direct repeats that can anneal, resulting in a deletion of the unique DNA between the direct repeats."" [PMID:11606529]"	7	112	3	17376	0.0267857142857142	0.4285714285714285	query_1	['GO:0006302']	['RBBP8', 'RAD52', 'OGG1']
486	GO:BP	GO:1904429	regulation of t-circle formation	7.6806954417553e-05	True	"""Any process that modulates the frequency, rate or extent of t-circle formation."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	7	112	3	17376	0.0267857142857142	0.4285714285714285	query_1	['GO:0032204', 'GO:0044087', 'GO:0090656']	['XRCC5', 'ERCC1', 'RTEL1']
487	GO:BP	GO:0032042	mitochondrial DNA metabolic process	7.69031919712301e-05	True	"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"	21	112	4	17376	0.0357142857142857	0.1904761904761904	query_1	['GO:0000002', 'GO:0006259']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
488	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	8.155532092922676e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1931	112	29	17376	0.2589285714285714	0.0150181253236664	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'NAF1', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'NPM1', 'TP53', 'WRAP53', 'PNKP']
489	GO:BP	GO:2000045	regulation of G1/S transition of mitotic cell cycle	8.919118259207873e-05	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	163	112	8	17376	0.0714285714285714	0.0490797546012269	query_1	['GO:0000082', 'GO:1901990', 'GO:1902806']	['AKT1', 'RPA2', 'TERT', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
490	GO:BP	GO:0009889	regulation of biosynthetic process	9.043588292168536e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	3823	112	45	17376	0.4017857142857143	0.0117708605806957	query_1	['GO:0009058', 'GO:0019222']	['RBBP8', 'BRIP1', 'AKT1', 'STN1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'MLH1', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'FANCD2', 'BLM', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'KHSRP', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'RNF8']
491	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	9.201323114404955e-05	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	112	4	17376	0.0357142857142857	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['RPA1', 'BLM', 'RAD51', 'WRN']
492	GO:BP	GO:0048285	organelle fission	9.201323114404955e-05	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	472	112	13	17376	0.1160714285714285	0.0275423728813559	query_1	['GO:0006996']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1']
493	REAC	REAC:R-HSA-69205	G1/S-Specific Transcription	9.6007486796029e-05	True	G1/S-Specific Transcription	27	112	4	17376	0.0357142857142857	0.1481481481481481	query_1	['REAC:R-HSA-69206']	['TYMS', 'DHFR', 'POLA1', 'PCNA']
494	GO:BP	GO:0010629	negative regulation of gene expression	9.744282529307386e-05	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	112	19	17376	0.1696428571428571	0.0197505197505197	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['BRIP1', 'AKT1', 'TYMS', 'MLH1', 'SHQ1', 'DHFR', 'DCP2', 'TERT', 'PARN', 'ATM', 'POLE3', 'SMG6', 'APEX1', 'CDK2', 'KAT5', 'KHSRP', 'NPM1', 'TP53', 'NEIL1']
495	GO:BP	GO:0016574	histone ubiquitination	0.000105066105367	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	112	5	17376	0.0446428571428571	0.1063829787234042	query_1	['GO:0016567', 'GO:0016570']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
496	GO:BP	GO:1901976	regulation of cell cycle checkpoint	0.0001163096637024	True	"""Any process that modulates the frequency, rate or extent of cell cycle checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]"	48	112	5	17376	0.0446428571428571	0.1041666666666666	query_1	['GO:0000075', 'GO:1901987', 'GO:1902531']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
497	GO:BP	GO:0033313	meiotic cell cycle checkpoint signaling	0.0001184056985904	True	"""A signaling process that contributes to a meiotic cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a meiotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	8	112	3	17376	0.0267857142857142	0.375	query_1	['GO:0000075', 'GO:1903046']	['HUS1', 'RAD1', 'HUS1B']
498	GO:BP	GO:0090329	regulation of DNA-templated DNA replication	0.0001280439244434	True	"""Any process that modulates the rate, frequency, or extent of DNA-templated DNA replication, the process in which new strands of DNA are synthesized."" [GOC:dph, GOC:tb]"	49	112	5	17376	0.0446428571428571	0.1020408163265306	query_1	['GO:0006261', 'GO:0006275']	['NBN', 'LIG3', 'PCNA', 'BLM', 'CDK2']
499	GO:CC	GO:0070310	ATR-ATRIP complex	0.0001352994952104	True	"""A protein complex that contains the protein kinase ATR and ATR-interacting protein (ATRIP) and binds single-stranded DNA; ssDNA binding affinity is increased in the presence of replication protein A."" [GOC:mah, PMID:14724280]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0140513']	['ATR', 'ATRIP']
500	GO:CC	GO:0032389	MutLalpha complex	0.0001352994952104	True	"""A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MLH1 and PMS2."" [GOC:vk]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0032300', 'GO:0140513']	['MLH1', 'PMS2']
501	GO:CC	GO:0032301	MutSalpha complex	0.0001352994952104	True	"""A heterodimer involved in the recognition and repair of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MSH2 and MSH6."" [PMID:11005803]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH6']
502	GO:CC	GO:0032302	MutSbeta complex	0.0001352994952104	True	"""A heterodimer involved in binding to and correcting insertion/deletion mutations. In human the complex consists of two subunits, MSH2 and MSH3."" [PMID:11005803]"	2	112	2	17376	0.0178571428571428	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH3']
503	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.000135441784303	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1986	112	29	17376	0.2589285714285714	0.0146022155085599	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'NAF1', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'NPM1', 'TP53', 'WRAP53', 'PNKP']
504	GO:BP	GO:0051130	positive regulation of cellular component organization	0.00013787520647	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	112	20	17376	0.1785714285714285	0.0185356811862835	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['NBN', 'RAD50', 'RAD51AP1', 'LIG4', 'FEN1', 'TINF2', 'ATR', 'AR', 'DKC1', 'PARN', 'XRCC5', 'ERCC1', 'ATM', 'MRE11', 'NAF1', 'CDK2', 'RTEL1', 'KAT5', 'TP53', 'PNKP']
