Vascular Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
557	REAC	REAC:R-HSA-373755	Semaphorin interactions	2.316362417340946e-06	True	Semaphorin interactions	64	98	9	10790	0.0918367346938775	0.140625	query_1	['REAC:R-HSA-422475']	['MET', 'ITGB1', 'PLXNB1', 'FYN', 'ERBB2', 'TLN1', 'NRP1', 'SEMA4D', 'PLXNA1']
558	GO:MF	GO:0019902	phosphatase binding	2.3843394171299327e-06	True	"""Binding to a phosphatase."" [GOC:jl]"	197	99	11	20195	0.1111111111111111	0.0558375634517766	query_1	['GO:0019899']	['MET', 'PIK3R1', 'FLT4', 'CTNNB1', 'PXN', 'GRB2', 'EGFR', 'SYK', 'ERBB2', 'PTK2', 'LCK']
559	REAC	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	2.40810507890666e-06	True	Signaling by Ligand-Responsive EGFR Variants in Cancer	17	98	6	10790	0.0612244897959183	0.3529411764705882	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
560	REAC	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	2.40810507890666e-06	True	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	17	98	6	10790	0.0612244897959183	0.3529411764705882	query_1	['REAC:R-HSA-5637815']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
561	WP	WP:WP5072	Modulators of TCR signaling and T cell activation	2.423890625386516e-06	True	Modulators of TCR signaling and T cell activation	61	89	9	8133	0.1011235955056179	0.1475409836065573	query_1	['WP:000000']	['PIK3R1', 'ITK', 'LAT', 'ZAP70', 'GRB2', 'LCP2', 'VAV1', 'PLCG1', 'LCK']
562	GO:MF	GO:0019903	protein phosphatase binding	2.4781153542586488e-06	True	"""Binding to a protein phosphatase."" [GOC:jl]"	151	99	10	20195	0.101010101010101	0.0662251655629139	query_1	['GO:0019902']	['MET', 'PIK3R1', 'FLT4', 'CTNNB1', 'PXN', 'GRB2', 'EGFR', 'ERBB2', 'PTK2', 'LCK']
563	GO:BP	GO:0050778	positive regulation of immune response	2.4926351573473017e-06	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	730	99	19	21110	0.1919191919191919	0.0260273972602739	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
564	GO:CC	GO:0031256	leading edge membrane	2.500321007978021e-06	True	"""The portion of the plasma membrane surrounding the leading edge of a motile cell."" [GOC:mah]"	180	99	10	22122	0.101010101010101	0.0555555555555555	query_1	['GO:0005886', 'GO:0031252', 'GO:0110165']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
565	GO:BP	GO:0016043	cellular component organization	2.591257814890864e-06	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	8138	99	68	21110	0.6868686868686869	0.0083558613910051	query_1	['GO:0071840']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'P4HA1', 'KDR', 'VCL', 'VAV1', 'SYK', 'COL10A1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'ELMO2', 'SEMA4D', 'ITGA2', 'PLXNA1']
566	GO:BP	GO:0036119	response to platelet-derived growth factor	2.606996444314289e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	99	6	21110	0.0606060606060606	0.25	query_1	['GO:0070848']	['PDGFB', 'SRC', 'ITGB3', 'FYN', 'PDGFRB', 'CBL']
567	GO:BP	GO:0038095	Fc-epsilon receptor signaling pathway	2.606996444314289e-06	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin E (IgE) to an Fc-epsilon receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:12413516, PMID:15048725]"	24	99	6	21110	0.0606060606060606	0.25	query_1	['GO:0038093']	['PLCG2', 'SOS1', 'LYN', 'VAV1', 'SYK', 'PLCG1']
568	GO:CC	GO:0120025	plasma membrane bounded cell projection	2.741606271090696e-06	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2286	99	31	22122	0.3131313131313131	0.0135608048993875	query_1	['GO:0042995']	['P4HB', 'ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'DOCK4', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'CBL', 'PDGFRA', 'ITGA2']
569	GO:BP	GO:0051249	regulation of lymphocyte activation	2.7463640303713645e-06	True	"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	570	99	17	21110	0.1717171717171717	0.0298245614035087	query_1	['GO:0002694', 'GO:0046649']	['NCK1', 'SRC', 'CTNNB1', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'VCAM1', 'LCK', 'PTPN11', 'NCK2']
570	GO:CC	GO:0098590	plasma membrane region	2.8047991930827523e-06	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1292	99	23	22122	0.2323232323232323	0.0178018575851393	query_1	['GO:0005886', 'GO:0016020']	['MET', 'ITGB1', 'ITGA9', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'ITGA5', 'PDGFRB', 'NRP2', 'LCP2', 'EGFR', 'PLCG1', 'ERBB2', 'CDH1', 'CRKL', 'TLN1', 'NRP1', 'ITGA3', 'CBL']
571	REAC	REAC:R-HSA-8941237	Invadopodia formation	2.8068134372723214e-06	True	Invadopodia formation	4	98	4	10790	0.0408163265306122	1.0	query_1	['REAC:R-HSA-1474244']	['SH3PXD2A', 'ADAM19', 'ADAM12', 'ADAM15']
572	REAC	REAC:R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	2.8068134372723214e-06	True	Neurophilin interactions with VEGF and VEGFR	4	98	4	10790	0.0408163265306122	1.0	query_1	['REAC:R-HSA-194138']	['NRP2', 'KDR', 'NRP1', 'FLT1']
573	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	2.9860875993174566e-06	True	Signaling by ERBB2	46	98	8	10790	0.0816326530612244	0.1739130434782608	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'PLCG1', 'ERBB2']
574	GO:BP	GO:0051050	positive regulation of transport	3.147436344752759e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	921	99	21	21110	0.2121212121212121	0.022801302931596	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['RAPGEF1', 'ITGB1', 'PDGFB', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'VEGFC', 'PLCG2', 'FYN', 'PDGFRB', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'VTN', 'CBL', 'PTPN11', 'ITGA2']
575	GO:BP	GO:0043434	response to peptide hormone	3.159945011440191e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	427	99	15	21110	0.1515151515151515	0.0351288056206089	query_1	['GO:0009725', 'GO:1901652']	['NCK1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'COL3A1', 'PXN', 'LYN', 'GRB2', 'COL1A1', 'PTK2', 'PTPN11']
576	GO:BP	GO:0030098	lymphocyte differentiation	3.2623440237073363e-06	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	428	99	15	21110	0.1515151515151515	0.0350467289719626	query_1	['GO:0046649', 'GO:1903131']	['ITGB1', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'ITGA4', 'ZAP70', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VCAM1', 'LCK']
577	GO:CC	GO:0019898	extrinsic component of membrane	3.52355918370445e-06	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	304	99	12	22122	0.1212121212121212	0.0394736842105263	query_1	['GO:0016020', 'GO:0110165']	['SRC', 'PIK3R1', 'CTNNB1', 'FYN', 'ZAP70', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'LCK']
578	GO:BP	GO:0071526	semaphorin-plexin signaling pathway	3.58599747433138e-06	True	"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]"	45	99	7	21110	0.0707070707070707	0.1555555555555555	query_1	['GO:0007166']	['MET', 'PLXNB1', 'NRP2', 'KDR', 'NRP1', 'SEMA4D', 'PLXNA1']
579	GO:BP	GO:0002551	mast cell chemotaxis	3.592217982612866e-06	True	"""The movement of a mast cell in response to an external stimulus."" [GOC:add, PMID:11292027, PMID:12789214, PMID:16448392]"	12	99	5	21110	0.0505050505050505	0.4166666666666667	query_1	['GO:0030595', 'GO:0097531']	['VEGFB', 'VEGFC', 'VEGFA', 'VEGFD', 'PGF']
580	WP	WP:WP4560	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	3.611432653574863e-06	True	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	18	89	6	8133	0.0674157303370786	0.3333333333333333	query_1	['WP:000000']	['ITGAV', 'ITGB3', 'PXN', 'VCL', 'PLCG1', 'PTK2']
581	GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	3.67694843016622e-06	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	364	99	14	21110	0.1414141414141414	0.0384615384615384	query_1	['GO:0007159', 'GO:0022407']	['NCK1', 'SRC', 'FYN', 'ITGA4', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11', 'NCK2']
582	GO:BP	GO:0001558	regulation of cell growth	3.7030903978994016e-06	True	"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	432	99	15	21110	0.1515151515151515	0.0347222222222222	query_1	['GO:0016049', 'GO:0040008', 'GO:0051128']	['FN1', 'BCAR1', 'SPP1', 'CRK', 'TNC', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'CRKL', 'L1CAM', 'NRP1', 'ADAM15', 'SEMA4D']
583	GO:CC	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	3.808839896991467e-06	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region."" [GOC:mah]"	97	99	8	22122	0.0808080808080808	0.0824742268041237	query_1	['GO:0009898', 'GO:0019897']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'PTK2', 'LCK']
584	GO:BP	GO:0048144	fibroblast proliferation	3.884189747566232e-06	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	99	9	21110	0.0909090909090909	0.0849056603773584	query_1	['GO:0008283']	['FN1', 'PDGFB', 'ITGB3', 'CTNNB1', 'COL3A1', 'PDGFRB', 'EGFR', 'VEGFD', 'PDGFRA']
585	GO:BP	GO:0009410	response to xenobiotic stimulus	3.943339587629327e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	434	99	15	21110	0.1515151515151515	0.0345622119815668	query_1	['GO:0042221']	['SRC', 'ITGB3', 'VEGFC', 'CTNNB1', 'LYN', 'VAV1', 'CDH1', 'PTK2B', 'COL1A1', 'CRKL', 'LCK', 'THBS1', 'ITGA3', 'ITGA2', 'PGF']
586	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	3.945564018416073e-06	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	366	99	14	21110	0.1414141414141414	0.0382513661202185	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['MET', 'NCK1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'PDGFRB', 'JAM3', 'PTK2B', 'NRP1', 'NCK2', 'PDGFRA']
587	GO:BP	GO:0050870	positive regulation of T cell activation	4.113925142869725e-06	True	"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]"	246	99	12	21110	0.1212121212121212	0.048780487804878	query_1	['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']	['NCK1', 'SRC', 'FYN', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'VCAM1', 'LCK', 'PTPN11', 'NCK2']
588	WP	WP:WP4534	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	4.145130065474754e-06	True	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	46	89	8	8133	0.0898876404494382	0.1739130434782608	query_1	['WP:000000']	['ITGB1', 'ITGB5', 'SRC', 'ITGB3', 'CTNNB1', 'CDH1', 'ITGB6', 'ITGB7']
589	GO:BP	GO:0000302	response to reactive oxygen species	4.210997457087998e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	194	99	11	21110	0.1111111111111111	0.056701030927835	query_1	['GO:0006979', 'GO:1901700']	['MET', 'SRC', 'CRK', 'HGF', 'PXN', 'FYN', 'PDGFRB', 'EGFR', 'PTK2B', 'COL1A1', 'PDGFRA']
590	WP	WP:WP2374	Oncostatin M signaling pathway	4.311607388191699e-06	True	Oncostatin M signaling pathway	65	89	9	8133	0.1011235955056179	0.1384615384615384	query_1	['WP:000000']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'PXN', 'GRB2', 'VEGFA', 'PTK2B', 'PTPN11']
591	GO:MF	GO:0016772	transferase activity, transferring phosphorus-containing groups	4.866648158634051e-06	True	"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]"	966	99	21	20195	0.2121212121212121	0.0217391304347826	query_1	['GO:0016740']	['MET', 'SRC', 'PIK3R1', 'ITK', 'FLT4', 'FYN', 'ZAP70', 'LYN', 'PDGFRB', 'NRP2', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PTK2', 'NRP1', 'LCK', 'PDGFRA', 'FLT1']
592	GO:BP	GO:0071375	cellular response to peptide hormone stimulus	5.015570526770847e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [GOC:mah]"	309	99	13	21110	0.1313131313131313	0.0420711974110032	query_1	['GO:0032870', 'GO:0043434', 'GO:1901653']	['NCK1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'LYN', 'GRB2', 'PTK2', 'PTPN11']
593	GO:BP	GO:0048871	multicellular organismal-level homeostasis	5.274984626065126e-06	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	764	99	19	21110	0.1919191919191919	0.0248691099476439	query_1	['GO:0032501', 'GO:0042592']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'CTNNB1', 'SOS1', 'COL3A1', 'LAT', 'LYN', 'JAM3', 'KDR', 'VCL', 'SYK', 'VEGFA', 'PTK2B', 'SH3GL2', 'ITGB6', 'JAM2', 'PTPN11']
594	GO:BP	GO:0045596	negative regulation of cell differentiation	5.4463234912752565e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	679	99	18	21110	0.1818181818181818	0.0265095729013254	query_1	['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']	['ITGB1', 'ITGAV', 'PDGFB', 'SPP1', 'ITGB3', 'PIK3R1', 'VEGFC', 'CTNNB1', 'LYN', 'SHB', 'EGFR', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'NRP1', 'PTPN11', 'SEMA4D']
595	KEGG	KEGG:05120	Epithelial cell signaling in Helicobacter pylori infection	5.479888874398032e-06	True	Epithelial cell signaling in Helicobacter pylori infection	70	91	9	8161	0.0989010989010989	0.1285714285714285	query_1	['KEGG:00000']	['MET', 'SRC', 'PLCG2', 'LYN', 'JAM3', 'EGFR', 'PLCG1', 'JAM2', 'PTPN11']
596	GO:MF	GO:0005168	neurotrophin TRKA receptor binding	5.617087888648517e-06	True	"""Binding to a neurotrophin TRKA receptor."" [GOC:ai]"	6	99	4	20195	0.0404040404040404	0.6666666666666666	query_1	['GO:0005167']	['PIK3R1', 'SHC1', 'GRB2', 'PLCG1']
597	GO:MF	GO:0005167	neurotrophin TRK receptor binding	5.617087888648517e-06	True	"""Binding to a neurotrophin TRK receptor."" [GOC:ai]"	6	99	4	20195	0.0404040404040404	0.6666666666666666	query_1	['GO:0005165']	['PIK3R1', 'SHC1', 'GRB2', 'PLCG1']
598	GO:BP	GO:0006929	substrate-dependent cell migration	5.668754733205469e-06	True	"""The orderly movement of a cell from one site to another along a substrate such as the extracellular matrix; the migrating cell forms a protrusion that attaches to the substrate."" [ISBN:0815316194, PMID:11944043, PMID:14657486]"	27	99	6	21110	0.0606060606060606	0.2222222222222222	query_1	['GO:0016477']	['NCK1', 'FN1', 'ITGA11', 'VEGFC', 'NRP1', 'ITGA2']
599	GO:BP	GO:0048519	negative regulation of biological process	5.879619031074396e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5932	99	56	21110	0.5656565656565656	0.00944032366824	query_1	['GO:0008150', 'GO:0050789']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'COL3A1', 'ITGA5', 'FYN', 'DOCK4', 'LYN', 'SHB', 'PDGFRB', 'JAM3', 'EGFR', 'KDR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'CRKL', 'VTN', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
600	GO:BP	GO:0048732	gland development	5.886848581694112e-06	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	447	99	15	21110	0.1515151515151515	0.0335570469798657	query_1	['GO:0048513']	['MET', 'SRC', 'TGFB3', 'HGF', 'CTNNB1', 'TNC', 'EGFR', 'CDH1', 'VEGFA', 'CRKL', 'VTN', 'NRP1', 'PDGFRA', 'ITGA2', 'PLXNA1']
601	REAC	REAC:R-HSA-8875555	MET activates RAP1 and RAC1	5.9460041899417865e-06	True	MET activates RAP1 and RAC1	10	98	5	10790	0.0510204081632653	0.5	query_1	['REAC:R-HSA-8875878']	['MET', 'RAPGEF1', 'CRK', 'HGF', 'CRKL']
602	GO:BP	GO:0031032	actomyosin structure organization	6.116323219408455e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	201	99	11	21110	0.1111111111111111	0.0547263681592039	query_1	['GO:0030036']	['MET', 'ITGB1', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PDGFRB', 'PTK2B', 'NRP1', 'PDGFRA']
603	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	6.358214748604627e-06	True	Cytokine Signaling in Immune system	714	98	24	10790	0.2448979591836734	0.0336134453781512	query_1	['REAC:R-HSA-168256']	['P4HB', 'RAPGEF1', 'ITGB1', 'FN1', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'FYN', 'LYN', 'GRB2', 'COL1A2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'VEGFA', 'PTK2B', 'CRKL', 'VCAM1', 'LCK', 'CBL', 'PTPN11']
604	GO:BP	GO:0006898	receptor-mediated endocytosis	6.456092774763262e-06	True	"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]"	256	99	12	21110	0.1212121212121212	0.046875	query_1	['GO:0006897']	['ITGB1', 'ITGAV', 'ITGB3', 'PLCG2', 'ITGA4', 'GRB2', 'EGFR', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL']
605	GO:BP	GO:0002009	morphogenesis of an epithelium	6.912960479090102e-06	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	527	99	16	21110	0.1616161616161616	0.0303605313092979	query_1	['GO:0048729', 'GO:0060429']	['MET', 'ITGB1', 'SRC', 'VEGFC', 'HGF', 'CTNNB1', 'SOS1', 'ITGA5', 'GRB2', 'TNC', 'EGFR', 'KDR', 'VCL', 'VEGFA', 'NRP1', 'PLXNA1']
606	KEGG	KEGG:05223	Non-small cell lung cancer	7.042458579743822e-06	True	Non-small cell lung cancer	72	91	9	8161	0.0989010989010989	0.125	query_1	['KEGG:00000']	['MET', 'PIK3R1', 'HGF', 'PLCG2', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2']
607	GO:BP	GO:0007015	actin filament organization	7.051104406380958e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	453	99	15	21110	0.1515151515151515	0.0331125827814569	query_1	['GO:0030036', 'GO:0097435']	['MET', 'NCK1', 'ITGB5', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'GRB2', 'SH3KBP1', 'PTK2B', 'NRP1', 'ELMO1', 'NCK2', 'ELMO2']
608	HP	HP:0011276	Vascular skin abnormality	7.37024756940793e-06	True	Vascular skin abnormality	544	51	22	4851	0.4313725490196078	0.0404411764705882	query_1	['HP:0002597', 'HP:0011354']	['PDGFB', 'ITGB3', 'TGFB3', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'PDGFRB', 'COL1A2', 'LCP2', 'EGFR', 'SYK', 'COL1A1', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'ELMO2', 'SEMA4D', 'ITGA2']
609	WP	WP:WP244	Alpha 6 beta 4 signaling pathway	7.490192531252633e-06	True	Alpha 6 beta 4 signaling pathway	33	89	7	8133	0.0786516853932584	0.2121212121212121	query_1	['WP:000000']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTK2', 'PTPN11']
610	GO:CC	GO:0030027	lamellipodium	7.875539390184758e-06	True	"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]"	203	99	10	22122	0.101010101010101	0.0492610837438423	query_1	['GO:0031252', 'GO:0120025']	['P4HB', 'ITGB1', 'ITGAV', 'BCAR1', 'ITGB3', 'CTNNB1', 'PXN', 'PLCG1', 'CDH1', 'PTK2B']
611	REAC	REAC:R-HSA-1500931	Cell-Cell communication	8.01682443119791e-06	True	Cell-Cell communication	127	98	11	10790	0.1122448979591836	0.0866141732283464	query_1	['REAC:0000000']	['ITGB1', 'NCK1', 'PIK3R1', 'CTNNB1', 'PXN', 'FYN', 'CDH1', 'PTK2B', 'PTK2', 'PTPN11', 'NCK2']
612	GO:BP	GO:0022604	regulation of cell morphogenesis	8.02907852222991e-06	True	"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]"	261	99	12	21110	0.1212121212121212	0.0459770114942528	query_1	['GO:0000902', 'GO:0022603']	['PLXNB1', 'FN1', 'SRC', 'CRK', 'FYN', 'KDR', 'SH3KBP1', 'VEGFA', 'PTK2B', 'PTK2', 'SEMA4D', 'PLXNA1']
