Dyskeratosis congenita	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
216	GO:BP	GO:0002285	lymphocyte activation involved in immune response	1.9206257186748805e-07	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	199	111	12	15719	0.1081081081081081	0.0603015075376884	query_1	['GO:0002366', 'GO:0046649']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
217	GO:BP	GO:0019985	translesion synthesis	2.047943403187273e-07	True	"""The replication of damaged DNA by synthesis across a lesion in the template strand; a specialized DNA polymerase or replication complex inserts a defined nucleotide across from the lesion which allows DNA synthesis to continue beyond the lesion. This process can be mutagenic depending on the damaged nucleotide and the inserted nucleotide."" [GOC:elh, GOC:vw, PMID:10535901]"	25	111	6	15719	0.054054054054054	0.24	query_1	['GO:0000731', 'GO:0006301']	['USP1', 'POLD3', 'PCNA', 'POLD1', 'POLE2', 'POLD2']
218	GO:BP	GO:0071840	cellular component organization or biogenesis	2.589475193492046e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	111	73	15719	0.6576576576576577	0.0117137355584082	query_1	['GO:0009987']	['HUS1', 'BRIP1', 'AKT1', 'XPA', 'NBN', 'STN1', 'MSH2', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'H2AX', 'NHP2', 'RPA2', 'MSH3', 'DHFR', 'TEN1', 'WDR45B', 'DCP2', 'TINF2', 'BRCA2', 'GAR1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'SMG6', 'APEX1', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'WRN', 'NOP10', 'RMI2', 'NPM1', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'RNF8']
219	GO:BP	GO:0090398	cellular senescence	3.162285624968588e-07	True	"""A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."" [GOC:BHF, PMID:28682291]"	97	111	9	15719	0.081081081081081	0.0927835051546391	query_1	['GO:0033554', 'GO:0044237']	['H2AX', 'BRCA2', 'TERT', 'ATM', 'CDK2', 'KAT5', 'WRN', 'NPM1', 'TP53']
220	GO:BP	GO:0001522	pseudouridine synthesis	3.588849802206559e-07	True	"""The intramolecular conversion of uridine to pseudouridine within an RNA molecule. This posttranscriptional base modification occurs in tRNA, rRNA, and snRNAs."" [GOC:hjd, GOC:mah]"	14	111	5	15719	0.045045045045045	0.3571428571428571	query_1	['GO:0009451']	['NHP2', 'GAR1', 'DKC1', 'NAF1', 'NOP10']
221	GO:BP	GO:0071139	resolution of recombination intermediates	4.072686486258923e-07	True	"""The cleavage and rejoining of intermediates, such as Holliday junctions, formed during DNA recombination to produce two intact molecules in which genetic material has been exchanged."" [GOC:elh, GOC:mah, GOC:vw]"	6	111	4	15719	0.036036036036036	0.6666666666666666	query_1	['GO:0006259', 'GO:0006310']	['BLM', 'TOP3A', 'RMI2', 'RMI1']
222	GO:BP	GO:0006269	DNA replication, synthesis of RNA primer	4.072686486258923e-07	True	"""The synthesis of a short RNA polymer, usually 4-15 nucleotides long, using one strand of unwound DNA as a template; the RNA then serves as a primer from which DNA polymerases extend synthesis."" [PMID:11395402]"	6	111	4	15719	0.036036036036036	0.6666666666666666	query_1	['GO:0006261', 'GO:0032774']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
92	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	5.002607896686275e-07	True	DNA Damage/Telomere Stress Induced Senescence	79	104	9	10022	0.0865384615384615	0.1139240506329113	query_1	['REAC:R-HSA-2559583']	['NBN', 'RAD50', 'H2AX', 'TINF2', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53']
223	GO:BP	GO:1904874	positive regulation of telomerase RNA localization to Cajal body	5.2813504762027e-07	True	"""Any process that activates or increases the frequency, rate or extent of telomerase RNA localization to Cajal body."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:25467444]"	15	111	5	15719	0.045045045045045	0.3333333333333333	query_1	['GO:0048518', 'GO:0090671', 'GO:1904872']	['SHQ1', 'NHP2', 'DKC1', 'NAF1', 'NOP10']
224	GO:BP	GO:0006401	RNA catabolic process	9.654236809234694e-07	True	"""The chemical reactions and pathways resulting in the breakdown of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage."" [ISBN:0198506732]"	279	111	13	15719	0.1171171171171171	0.046594982078853	query_1	['GO:0009057', 'GO:0016070', 'GO:0034655']	['AKT1', 'MLH1', 'FEN1', 'DCP2', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'POLB', 'KHSRP', 'NPM1']
93	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	1.1200496601532177e-06	True	Formation of Incision Complex in GG-NER	43	104	7	10022	0.0673076923076923	0.1627906976744186	query_1	['REAC:R-HSA-5696399']	['XPA', 'RPA2', 'RPA3', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4']
58	GO:CC	GO:1990879	CST complex	1.3248359036401283e-06	True	"""A complex formed by the association of Cdc13 (CTC1 in mammals) with Stn1 in yeast (OBFC1 in mammals) and Ten1 protein (also TEN1 in mammals) with single-stranded telomeric DNA. The CST complex plays a role in telomere protection."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:19854130, PMID:22965356]"	3	112	3	16420	0.0267857142857142	1.0	query_1	['GO:0000783']	['STN1', 'TEN1', 'CTC1']
57	GO:CC	GO:0032807	DNA ligase IV complex	1.3248359036401283e-06	True	"""A eukaryotically conserved protein complex that contains DNA ligase IV and is involved in DNA repair by non-homologous end joining; in addition to the ligase, the complex also contains XRCC4 or a homolog, e.g. Saccharomyces Lif1p."" [PMID:16314503]"	3	112	3	16420	0.0267857142857142	1.0	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'NHEJ1']
56	GO:CC	GO:0000110	nucleotide-excision repair factor 1 complex	1.3248359036401283e-06	True	"""One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and endodeoxynuclease activities. In S. cerevisiae, it is composed of Rad1p, Rad10p, and Rad14p; in human the subunits are ERCC4/XPF, ERCC1 and XPA, respectively."" [PMID:10915862]"	3	112	3	16420	0.0267857142857142	1.0	query_1	['GO:0000109']	['XPA', 'ERCC1', 'ERCC4']
225	GO:BP	GO:0009893	positive regulation of metabolic process	1.3285892799440577e-06	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	111	51	15719	0.4594594594594595	0.013953488372093	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['RBBP8', 'AKT1', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'NAF1', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'BARD1', 'WRN', 'KHSRP', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'CTC1', 'RNF8']
226	GO:BP	GO:0051973	positive regulation of telomerase activity	1.418415501107654e-06	True	"""Any process that activates or increases the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1)."" [GOC:ai]"	34	111	6	15719	0.054054054054054	0.1764705882352941	query_1	['GO:0051347', 'GO:0051972', 'GO:2000573']	['DKC1', 'PARN', 'XRCC5', 'NAF1', 'WRAP53', 'PNKP']
227	GO:BP	GO:0034655	nucleobase-containing compound catabolic process	1.420367623246839e-06	True	"""The chemical reactions and pathways resulting in the breakdown of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	397	111	15	15719	0.1351351351351351	0.0377833753148614	query_1	['GO:0006139', 'GO:0019439', 'GO:0044270', 'GO:0046700', 'GO:1901361']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'DCP2', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'POLB', 'KHSRP', 'NPM1', 'NEIL1']
94	REAC	REAC:R-HSA-164843	2-LTR circle formation	1.6534262377464405e-06	True	2-LTR circle formation	7	104	4	10022	0.0384615384615384	0.5714285714285714	query_1	['REAC:R-HSA-162592']	['XRCC6', 'LIG4', 'XRCC4', 'XRCC5']
228	GO:BP	GO:2000781	positive regulation of double-strand break repair	1.6667878801728762e-06	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	85	111	8	15719	0.072072072072072	0.0941176470588235	query_1	['GO:0006302', 'GO:0045739', 'GO:2000779']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'PRKDC', 'KAT5', 'WRAP53', 'PNKP']
229	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	1.7341684805001222e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	111	13	15719	0.1171171171171171	0.0442176870748299	query_1	['GO:0035556', 'GO:0097190']	['AKT1', 'NBN', 'MSH2', 'MLH1', 'BRCA2', 'PARP1', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'POLB', 'TP53', 'MSH6']
59	GO:CC	GO:0005732	sno(s)RNA-containing ribonucleoprotein complex	1.7361318971787324e-06	True	"""A ribonucleoprotein complex that contains an RNA molecule of the snoRNA family and associated proteins. Many are involved in a step of processing of rRNA molecules: cleavage, 2'-O-methylation, or pseudouridylation, but other RNA types can be targets as well. The majority fall into one of two classes, box C/D type or box H/ACA type, which are conserved across eukaryotes and archaea. Other members include the telomerase RNA and the ribonuclease MRP RNA."" [GOC:krc, GOC:mah, ISBN:0879695897, PMID:17284456]"	23	112	5	16420	0.0446428571428571	0.217391304347826	query_1	['GO:1990904']	['NHP2', 'GAR1', 'DKC1', 'NAF1', 'NOP10']
60	GO:CC	GO:0043073	germ cell nucleus	1.7956109542942043e-06	True	"""The nucleus of a germ cell, a reproductive cell in multicellular organisms."" [CL:0000586, GOC:go_curators]"	69	112	7	16420	0.0625	0.1014492753623188	query_1	['GO:0005634']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2', 'TP53']
230	GO:BP	GO:1905168	positive regulation of double-strand break repair via homologous recombination	2.7962967185922496e-06	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via homologous recombination."" [GO_REF:0000058, GOC:TermGenie, PMID:12023299]"	38	111	6	15719	0.054054054054054	0.1578947368421052	query_1	['GO:0000724', 'GO:0010569', 'GO:0045911', 'GO:2000781']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'KAT5', 'WRAP53']
95	REAC	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	3.0998187426716035e-06	True	SUMOylation of DNA damage response and repair proteins	72	104	8	10022	0.0769230769230769	0.1111111111111111	query_1	['REAC:R-HSA-3108232']	['RAD52', 'MDC1', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN']
231	GO:BP	GO:0051338	regulation of transferase activity	3.444946486313689e-06	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	111	21	15719	0.1891891891891892	0.0252403846153846	query_1	['GO:0050790']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'TEN1', 'TINF2', 'PCNA', 'DKC1', 'PARN', 'XRCC5', 'BLM', 'MRE11', 'NAF1', 'SMG6', 'PRIM2', 'XRCC1', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'PIF1']
232	GO:BP	GO:0070192	chromosome organization involved in meiotic cell cycle	3.5983815941425028e-06	True	"""A process of chromosome organization that is involved in a meiotic cell cycle."" [GOC:mah]"	64	111	7	15719	0.063063063063063	0.109375	query_1	['GO:0051276', 'GO:1903046']	['BRIP1', 'RAD50', 'MLH1', 'FANCD2', 'ATM', 'MRE11', 'RAD51']
237	GO:BP	GO:0000454	snoRNA guided rRNA pseudouridine synthesis	3.742653598068351e-06	True	"""The intramolecular conversion of uridine to pseudouridine in an rRNA molecule during ribosome biogenesis using a snoRNA guide that targets the position of pseudouridylation."" [GOC:curators, ISBN:1555811337]"	3	111	3	15719	0.027027027027027	1.0	query_1	['GO:0031118']	['NHP2', 'GAR1', 'NAF1']
233	GO:BP	GO:0031120	snRNA pseudouridine synthesis	3.742653598068351e-06	True	"""The intramolecular conversion of uridine to pseudouridine in an snRNA molecule."" [GOC:mah]"	3	111	3	15719	0.027027027027027	1.0	query_1	['GO:0001522', 'GO:0040031']	['NHP2', 'DKC1', 'NOP10']
236	GO:BP	GO:1905764	regulation of protection from non-homologous end joining at telomere	3.742653598068351e-06	True	"""Any process that modulates the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	111	3	15719	0.027027027027027	1.0	query_1	['GO:0031848', 'GO:1904353', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
234	GO:BP	GO:1905765	negative regulation of protection from non-homologous end joining at telomere	3.742653598068351e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	111	3	15719	0.027027027027027	1.0	query_1	['GO:0031848', 'GO:1904354', 'GO:1904506', 'GO:1905764']	['ERCC1', 'ERCC4', 'XRCC1']
235	GO:BP	GO:0061819	telomeric DNA-containing double minutes formation	3.742653598068351e-06	True	"""A telomere maintenance process that results in the formation of small fragments of circular extrachromosomal DNA elements which contain telomeric DNA. It is speculated that telomeric DNA-containing double minutes are formed through a recombination event between the telomere and chromosome-internal TTAGGG-like sequences. Telomeric DNA-containing double minutes appear as two closely positioned dots in metaphase."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:14690602, PMID:2397458]"	3	111	3	15719	0.027027027027027	1.0	query_1	['GO:0000722']	['ERCC1', 'ERCC4', 'XRCC1']
238	GO:BP	GO:0044270	cellular nitrogen compound catabolic process	4.254427574866274e-06	True	"""The chemical reactions and pathways resulting in the breakdown of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	434	111	15	15719	0.1351351351351351	0.0345622119815668	query_1	['GO:0034641', 'GO:0044248']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'DCP2', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'POLB', 'KHSRP', 'NPM1', 'NEIL1']
239	GO:BP	GO:0046700	heterocycle catabolic process	4.362508650573192e-06	True	"""The chemical reactions and pathways resulting in the breakdown of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [GOC:ai]"	435	111	15	15719	0.1351351351351351	0.0344827586206896	query_1	['GO:0044248', 'GO:0046483']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'DCP2', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'POLB', 'KHSRP', 'NPM1', 'NEIL1']
240	GO:BP	GO:0010608	post-transcriptional regulation of gene expression	4.695262547389213e-06	True	"""Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript."" [GOC:dph, GOC:tb]"	500	111	16	15719	0.1441441441441441	0.032	query_1	['GO:0010468']	['AKT1', 'TYMS', 'MLH1', 'DHFR', 'DCP2', 'TERT', 'DKC1', 'PARN', 'NAF1', 'APEX1', 'PRKDC', 'POLB', 'KHSRP', 'NPM1', 'TP53', 'NEIL1']
96	REAC	REAC:R-HSA-5632928	Defective Mismatch Repair Associated With MSH2	4.7012690888735306e-06	True	Defective Mismatch Repair Associated With MSH2	3	104	3	10022	0.0288461538461538	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3', 'MSH6']
62	GO:CC	GO:0070522	ERCC4-ERCC1 complex	4.8610054212147e-06	True	"""A heterodimeric nucleotide-excision repair complex that has endonuclease activity specific for bubble structures characteristic of certain DNA lesions. The subunits are known as XPF/ERCC4 and ERCC1 in mammals, and Rad1p and Rad10p in S. cerevisiae."" [PMID:14734547]"	4	112	3	16420	0.0267857142857142	0.75	query_1	['GO:0000109']	['ERCC1', 'ERCC4', 'XRCC1']
61	GO:CC	GO:0070532	BRCA1-B complex	4.8610054212147e-06	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites."" [GOC:mah, PMID:16391231]"	4	112	3	16420	0.0267857142857142	0.75	query_1	['GO:0140513']	['BRIP1', 'BRCA1', 'BARD1']
63	GO:CC	GO:0005958	DNA-dependent protein kinase-DNA ligase 4 complex	4.8610054212147e-06	True	"""A large protein complex which is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs), the DNA end-binding heterodimer Ku, the nuclear phosphoprotein XRCC4 or a homolog thereof, and DNA ligase IV."" [GOC:jl, GOC:mah, PMID:10854421, PMID:12235392, PMID:17072889]"	4	112	3	16420	0.0267857142857142	0.75	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'PRKDC']
241	GO:BP	GO:0043487	regulation of RNA stability	5.004119173228075e-06	True	"""Any process that modulates the propensity of RNA molecules to degradation. Includes processes that both stabilize and destabilize RNAs."" [GOC:jl]"	176	111	10	15719	0.09009009009009	0.0568181818181818	query_1	['GO:0006401', 'GO:0010608', 'GO:0031329', 'GO:0051252', 'GO:0065008']	['AKT1', 'MLH1', 'DCP2', 'DKC1', 'PARN', 'NAF1', 'APEX1', 'POLB', 'KHSRP', 'NPM1']
97	REAC	REAC:R-HSA-162592	Integration of provirus	5.6784131044408246e-06	True	Integration of provirus	9	104	4	10022	0.0384615384615384	0.4444444444444444	query_1	['REAC:R-HSA-162594']	['XRCC6', 'LIG4', 'XRCC4', 'XRCC5']
242	GO:BP	GO:0019439	aromatic compound catabolic process	6.43563445014724e-06	True	"""The chemical reactions and pathways resulting in the breakdown of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	449	111	15	15719	0.1351351351351351	0.0334075723830735	query_1	['GO:0006725', 'GO:0044248']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'DCP2', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'POLB', 'KHSRP', 'NPM1', 'NEIL1']
64	GO:CC	GO:0001673	male germ cell nucleus	6.777594622246663e-06	True	"""The nucleus of a male germ cell, a reproductive cell in males."" [CL:0000015, GOC:hjd, GOC:mtg_sensu]"	54	112	6	16420	0.0535714285714285	0.1111111111111111	query_1	['GO:0043073']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2']
244	GO:BP	GO:0009650	UV protection	7.935794379346012e-06	True	"""Any process in which an organism or cell protects itself from ultraviolet radiation (UV), which may also result in resistance to repeated exposure to UV."" [GOC:jl, GOC:ml]"	11	111	4	15719	0.036036036036036	0.3636363636363636	query_1	['GO:0009411']	['XPA', 'FEN1', 'ERCC1', 'ERCC4']
243	GO:BP	GO:0042276	error-prone translesion synthesis	7.935794379346012e-06	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication by using a specialized DNA polymerase or replication complex to insert a defined nucleotide across the lesion. This process does not remove the replication-blocking lesions and causes an increase in the endogenous mutation level. For example, in E. coli, a low fidelity DNA polymerase, pol V, copies lesions that block replication fork progress. This produces mutations specifically targeted to DNA template damage sites, but it can also produce mutations at undamaged sites."" [GOC:elh, GOC:jl, PMID:11485998]"	11	111	4	15719	0.036036036036036	0.3636363636363636	query_1	['GO:0019985']	['USP1', 'POLD3', 'POLE2', 'POLD2']
65	GO:CC	GO:0015030	Cajal body	8.298964043627268e-06	True	"""A class of nuclear body, first seen after silver staining by Ramon y Cajal in 1903, enriched in small nuclear ribonucleoproteins, and certain general RNA polymerase II transcription factors; ultrastructurally, they appear as a tangle of coiled, electron-dense threads roughly 0.5 micrometers in diameter; involved in aspects of snRNP biogenesis; the protein coilin serves as a marker for Cajal bodies. Some argue that Cajal bodies are the sites for preassembly of transcriptosomes, unitary particles involved in transcription and processing of RNA."" [NIF_Subcellular:nlx_subcell_090901, PMID:10944589, PMID:11031238, PMID:7559785]"	56	112	6	16420	0.0535714285714285	0.1071428571428571	query_1	['GO:0016604']	['NHP2', 'GAR1', 'DKC1', 'CDK2', 'NOP10', 'WRAP53']
245	GO:BP	GO:0002366	leukocyte activation involved in immune response	8.449810626704793e-06	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	285	111	12	15719	0.1081081081081081	0.0421052631578947	query_1	['GO:0002263', 'GO:0045321']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
246	GO:BP	GO:0002263	cell activation involved in immune response	9.748993814168337e-06	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	111	12	15719	0.1081081081081081	0.0415224913494809	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
247	GO:BP	GO:2000001	regulation of DNA damage checkpoint	9.821860435446855e-06	True	"""Any process that modulates the frequency, rate or extent of a DNA damage checkpoint."" [GOC:obol]"	26	111	5	15719	0.045045045045045	0.1923076923076923	query_1	['GO:0000077', 'GO:0080135', 'GO:1901976']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
66	GO:CC	GO:0000800	lateral element	9.977378636326122e-06	True	"""A proteinaceous core found between sister chromatids during meiotic prophase."" [GOC:elh]"	15	112	4	16420	0.0357142857142857	0.2666666666666666	query_1	['GO:0000795', 'GO:0110165']	['BRCA2', 'BLM', 'RAD51', 'BRCA1']
248	GO:BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator	1.1053815466693075e-05	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:go_curators]"	76	111	7	15719	0.063063063063063	0.0921052631578947	query_1	['GO:0042770', 'GO:0072331']	['NBN', 'PAXIP1', 'BRCA2', 'ATR', 'ATM', 'KAT5', 'TP53']
68	GO:CC	GO:0070418	DNA-dependent protein kinase complex	1.1215783152368304e-05	True	"""A protein complex that is involved in the repair of DNA double-strand breaks and, in mammals, V(D)J recombination events. It consists of the DNA-dependent protein kinase catalytic subunit (DNA-PKcs) and the DNA end-binding heterodimer Ku."" [GOC:mah, PMID:10854421, PMID:12235392]"	5	112	3	16420	0.0267857142857142	0.6	query_1	['GO:0140513', 'GO:1902554']	['XRCC6', 'XRCC5', 'PRKDC']
67	GO:CC	GO:0030870	Mre11 complex	1.1215783152368304e-05	True	"""Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins."" [GOC:mah, GOC:vw, PMID:11988766, PMID:17674145]"	5	112	3	16420	0.0267857142857142	0.6	query_1	['GO:0140513']	['NBN', 'RAD50', 'MRE11']
249	GO:BP	GO:0050790	regulation of catalytic activity	1.1383517997640672e-05	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	111	31	15719	0.2792792792792792	0.0175141242937853	query_1	['GO:0065009']	['AKT1', 'NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'DHFR', 'TEN1', 'TINF2', 'PCNA', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'BLM', 'MRE11', 'NAF1', 'SMG6', 'PRIM2', 'XRCC1', 'WRN', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'MSH6']
250	GO:BP	GO:0051095	regulation of helicase activity	1.1555929488101028e-05	True	"""Any process that modulates the frequency, rate or extent of helicase activity."" [GOC:ai]"	12	111	4	15719	0.036036036036036	0.3333333333333333	query_1	['GO:0043462', 'GO:0050790']	['MSH2', 'MSH3', 'TP53', 'MSH6']
251	GO:BP	GO:1901361	organic cyclic compound catabolic process	1.3593792781216153e-05	True	"""The chemical reactions and pathways resulting in the breakdown of organic cyclic compound."" [GOC:TermGenie]"	478	111	15	15719	0.1351351351351351	0.0313807531380753	query_1	['GO:1901360', 'GO:1901575']	['AKT1', 'MLH1', 'FEN1', 'OGG1', 'DCP2', 'DKC1', 'PARN', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'POLB', 'KHSRP', 'NPM1', 'NEIL1']
255	GO:BP	GO:0006979	response to oxidative stress	1.379238346742233e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	111	14	15719	0.1261261261261261	0.0336538461538461	query_1	['GO:0006950']	['AKT1', 'RAD52', 'OGG1', 'DHFR', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'APEX1', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1']
