Waardenburg syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
2046	GO:BP	GO:0071684	organism emergence from protective structure	0.0205674749952794	True	"""The developmental process in which an organism emerges from a surrounding protective structure such as an egg or pupa case."" [GOC:mah]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0032501']	['SMARCB1', 'TBL1XR1']
2047	GO:BP	GO:0035188	hatching	0.0205674749952794	True	"""The emergence of an immature organism from a protective structure."" [GOC:dgh, GOC:isa_complete, ISBN:0198612001]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0007275', 'GO:0071684']	['SMARCB1', 'TBL1XR1']
2048	GO:BP	GO:0001835	blastocyst hatching	0.0205674749952794	True	"""The hatching of the cellular blastocyst from the zona pellucida."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0001824', 'GO:0035188']	['SMARCB1', 'TBL1XR1']
2049	GO:BP	GO:0048332	mesoderm morphogenesis	0.0205674749952794	True	"""The process in which the anatomical structures of the mesoderm are generated and organized."" [GOC:go_curators]"	72	101	3	17376	0.0297029702970297	0.0416666666666666	query_1	['GO:0007498', 'GO:0048729']	['SMAD1', 'SMAD2', 'SMAD3']
2050	GO:BP	GO:2000773	negative regulation of cellular senescence	0.0205674749952794	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cellular senescence."" [GOC:BHF]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0031324', 'GO:0090398', 'GO:2000772']	['RBL1', 'CDK6']
2051	GO:BP	GO:0030539	male genitalia development	0.0205674749952794	True	"""The process whose specific outcome is the progression of the male genitalia over time, from its formation to the mature structure."" [GOC:ems, ISBN:0140512888]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0046661', 'GO:0048806', 'GO:0061458']	['CTNNB1', 'AR']
2052	GO:BP	GO:1903306	negative regulation of regulated secretory pathway	0.0205674749952794	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	24	101	2	17376	0.0198019801980198	0.0833333333333333	query_1	['GO:0045055', 'GO:0045920', 'GO:1903305']	['REST', 'NOTCH1']
2053	GO:BP	GO:0071356	cellular response to tumor necrosis factor	0.0206860365130013	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a tumor necrosis factor stimulus."" [GOC:mah]"	216	101	5	17376	0.0495049504950495	0.0231481481481481	query_1	['GO:0034612', 'GO:0071345']	['AKT1', 'FOXO3', 'GPS2', 'NR1H4', 'TP53']
2054	GO:BP	GO:0007272	ensheathment of neurons	0.020713528735339	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	138	101	4	17376	0.0396039603960396	0.0289855072463768	query_1	['GO:0007399', 'GO:0009987']	['AKT1', 'CTNNB1', 'SKI', 'RARA']
2055	GO:BP	GO:0008366	axon ensheathment	0.020713528735339	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	138	101	4	17376	0.0396039603960396	0.0289855072463768	query_1	['GO:0007272']	['AKT1', 'CTNNB1', 'SKI', 'RARA']
2056	GO:BP	GO:0034341	response to type II interferon	0.020713528735339	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon-gamma is also known as type II interferon."" [GOC:add, ISBN:0126896631, PMID:15546383]"	138	101	4	17376	0.0396039603960396	0.0289855072463768	query_1	['GO:0034097', 'GO:0045087']	['PPARG', 'NR1H2', 'NR1H3', 'TP53']
2057	GO:BP	GO:0010608	post-transcriptional regulation of gene expression	0.0207215639966763	True	"""Any process that modulates the frequency, rate or extent of gene expression after the production of an RNA transcript."" [GOC:dph, GOC:tb]"	499	101	8	17376	0.0792079207920792	0.0160320641282565	query_1	['GO:0010468']	['AKT1', 'STAT3', 'PPARG', 'FOXO3', 'E2F1', 'RARA', 'TP53', 'PML']
2058	REAC	REAC:R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	0.0209719575141405	True	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	77	101	3	17376	0.0297029702970297	0.0389610389610389	query_1	['REAC:R-HSA-5693606']	['UBE2I', 'SUMO1', 'TP53']
2059	REAC	REAC:R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	0.0209719575141405	True	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	77	101	3	17376	0.0297029702970297	0.0389610389610389	query_1	['REAC:R-HSA-5696398']	['CDK7', 'USP7', 'EP300']
2060	GO:BP	GO:0000375	RNA splicing, via transesterification reactions	0.021134940557741	True	"""Splicing of RNA via a series of two transesterification reactions."" [GOC:krc]"	305	101	6	17376	0.0594059405940594	0.0196721311475409	query_1	['GO:0008380']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
2061	GO:BP	GO:0034614	cellular response to reactive oxygen species	0.0211833470634836	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]"	139	101	4	17376	0.0396039603960396	0.0287769784172661	query_1	['GO:0000302', 'GO:0034599', 'GO:1901701']	['AKT1', 'FABP1', 'PDE8A', 'HDAC2']
2062	GO:BP	GO:0046328	regulation of JNK cascade	0.0211833470634836	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	139	101	4	17376	0.0396039603960396	0.0287769784172661	query_1	['GO:0007254', 'GO:0032872']	['GPS2', 'NCOR1', 'HDAC3', 'HIPK2']
2063	GO:CC	GO:0043235	receptor complex	0.0211947794546999	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	466	101	8	17376	0.0792079207920792	0.0171673819742489	query_1	['GO:0032991']	['RXRA', 'PPARG', 'NR1H3', 'NOTCH1', 'NOTCH2', 'NR1H4', 'SMAD3', 'VDR']
2064	GO:CC	GO:0097132	cyclin D2-CDK6 complex	0.0211947794546999	True	"""A protein complex consisting of cyclin D2 and cyclin-dependent kinase 6 (CDK6). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	1	101	1	17376	0.0099009900990099	1.0	query_1	['GO:0000307']	['CDK6']
2065	GO:BP	GO:0006635	fatty acid beta-oxidation	0.0212452546476204	True	"""A fatty acid oxidation process that results in the complete oxidation of a long-chain fatty acid. Fatty acid beta-oxidation begins with the addition of coenzyme A to a fatty acid, and occurs by successive cycles of reactions during each of which the fatty acid is shortened by a two-carbon fragment removed as acetyl coenzyme A; the cycle continues until only two or three carbons remain (as acetyl-CoA or propionyl-CoA respectively)."" [GOC:mah, ISBN:0198506732, MetaCyc:FAO-PWY]"	73	101	3	17376	0.0297029702970297	0.0410958904109589	query_1	['GO:0009062', 'GO:0019395']	['AKT1', 'PPARA', 'FABP1']
2066	REAC	REAC:R-HSA-5693606	DNA Double Strand Break Response	0.0215787630553621	True	DNA Double Strand Break Response	78	101	3	17376	0.0297029702970297	0.0384615384615384	query_1	['REAC:R-HSA-5693532']	['UBE2I', 'SUMO1', 'TP53']
2067	REAC	REAC:R-HSA-9759194	Nuclear events mediated by NFE2L2	0.0215787630553621	True	Nuclear events mediated by NFE2L2	78	101	3	17376	0.0297029702970297	0.0384615384615384	query_1	['REAC:R-HSA-9755511']	['CREBBP', 'NOTCH1', 'EP300']
2068	REAC	REAC:R-HSA-5218920	VEGFR2 mediated vascular permeability	0.0216403157142996	True	VEGFR2 mediated vascular permeability	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['REAC:R-HSA-4420097']	['AKT1', 'CTNNB1']
2069	REAC	REAC:R-HSA-9683701	Translation of Structural Proteins	0.0216403157142996	True	Translation of Structural Proteins	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['REAC:R-HSA-9678108']	['UBE2I', 'SUMO1']
2070	GO:BP	GO:0031349	positive regulation of defense response	0.0219315977599018	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	403	101	7	17376	0.0693069306930693	0.0173697270471464	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['CREBBP', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'NR1H4', 'ESR1']
2071	GO:BP	GO:0032967	positive regulation of collagen biosynthetic process	0.0219922801549694	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0009891', 'GO:0010714', 'GO:0032964', 'GO:0032965']	['RUNX1', 'HDAC2']
2072	GO:BP	GO:0034695	response to prostaglandin E	0.0219922801549694	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a prostagladin E stimulus."" [GOC:BHF, GOC:vk]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0034694', 'GO:0097305', 'GO:1901654']	['AKT1', 'PPARG']
2073	GO:BP	GO:0033233	regulation of protein sumoylation	0.0219922801549694	True	"""Any process that modulates the frequency, rate or extent of the addition of SUMO groups to a protein."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0016925', 'GO:1903320']	['UBE2I', 'CTNNB1']
2074	GO:BP	GO:0001702	gastrulation with mouth forming second	0.0219922801549694	True	"""A gastrulation process in which the initial invagination becomes the anus and the mouth forms second."" [GOC:go_curators, GOC:mtg_sensu]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0007369']	['CTNNB1', 'SMAD4']
2075	GO:BP	GO:0031065	positive regulation of histone deacetylation	0.0219922801549694	True	"""Any process that activates or increases the frequency, rate or extent of the removal of acetyl groups from histones."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0016575', 'GO:0031063', 'GO:0090312']	['TP53', 'PML']
2076	GO:BP	GO:1905207	regulation of cardiocyte differentiation	0.0219922801549694	True	"""Any process that modulates the frequency, rate or extent of cardiocyte differentiation."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0035051', 'GO:0045595']	['SMAD4', 'HDAC3']
2077	GO:BP	GO:0001759	organ induction	0.0219922801549694	True	"""The interaction of two or more cells or tissues that causes them to change their fates and specify the development of an organ."" [ISBN:0878932437]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0003156', 'GO:0010092', 'GO:0031128', 'GO:0110110']	['CTNNB1', 'AR']
2078	GO:BP	GO:0032925	regulation of activin receptor signaling pathway	0.0219922801549694	True	"""Any process that modulates the frequency, rate or extent of the activity of any activin receptor signaling pathway."" [GOC:BHF, GOC:rl]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0032924', 'GO:0090092']	['SMAD2', 'SKI']
2079	GO:BP	GO:0006346	DNA methylation-dependent heterochromatin formation	0.0219922801549694	True	"""Repression of transcription by methylation of DNA, leading to the formation of heterochromatin."" [GOC:mah]"	25	101	2	17376	0.0198019801980198	0.08	query_1	['GO:0140718']	['HDAC1', 'KDM1A']
2080	GO:BP	GO:0009914	hormone transport	0.022264788179945	True	"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]"	309	101	6	17376	0.0594059405940594	0.0194174757281553	query_1	['GO:0006810', 'GO:0010817']	['REST', 'PPARG', 'SMAD2', 'SMAD4', 'NR1H4', 'FOXO1']
2081	GO:BP	GO:0051641	cellular localization	0.0225158148467773	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3253	101	29	17376	0.2871287128712871	0.0089148478327697	query_1	['GO:0009987', 'GO:0051179']	['REST', 'UBE2I', 'AKT1', 'MDM2', 'STAT3', 'PPARG', 'NR1H2', 'CTNNB1', 'RB1', 'SIN3A', 'NR1H3', 'CDKN1A', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'NOTCH1', 'USP7', 'MECP2', 'HDAC3', 'NR1H4', 'KAT2B', 'ESR1', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'KDM1A']
2082	GO:BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.0226033592442116	True	"""Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol]"	142	101	4	17376	0.0396039603960396	0.028169014084507	query_1	['GO:0010950', 'GO:2000116']	['REST', 'PPARG', 'SMAD3', 'PML']
2083	GO:BP	GO:0034103	regulation of tissue remodeling	0.0226582961456022	True	"""Any process that modulates the frequency, rate, or extent of tissue remodeling."" [GOC:add]"	75	101	3	17376	0.0297029702970297	0.04	query_1	['GO:0048771', 'GO:0051239']	['PPARG', 'RUNX1', 'TP53']
2084	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	0.0226582961456022	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	101	3	17376	0.0297029702970297	0.04	query_1	['GO:0006954', 'GO:0006955']	['NOTCH1', 'RBPJ', 'NOTCH2']
2085	GO:BP	GO:0055013	cardiac muscle cell development	0.0226582961456022	True	"""The process whose specific outcome is the progression of a cardiac muscle cell over time, from its formation to the mature state."" [GOC:devbiol, GOC:mtg_heart]"	75	101	3	17376	0.0297029702970297	0.04	query_1	['GO:0055001', 'GO:0055006', 'GO:0055007']	['MAML1', 'PPARA', 'SMAD4']
2086	REAC	REAC:R-HSA-9006821	Alternative Lengthening of Telomeres (ALT)	0.0227474983244495	True	Alternative Lengthening of Telomeres (ALT)	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9673013']	['DAXX']
2087	REAC	REAC:R-HSA-933541	TRAF6 mediated IRF7 activation	0.0227474983244495	True	TRAF6 mediated IRF7 activation	28	101	2	17376	0.0198019801980198	0.0714285714285714	query_1	['REAC:R-HSA-168928']	['CREBBP', 'EP300']
2088	REAC	REAC:R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0227474983244495	True	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9632693']	['CDK4']
2089	REAC	REAC:R-HSA-6804754	Regulation of TP53 Expression	0.0227474983244495	True	Regulation of TP53 Expression	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-6806003']	['TP53']
2090	REAC	REAC:R-HSA-9670613	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	0.0227474983244495	True	Defective Inhibition of DNA Recombination at Telomere Due to DAXX Mutations	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9670621']	['DAXX']
2091	REAC	REAC:R-HSA-9670615	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	0.0227474983244495	True	Defective Inhibition of DNA Recombination at Telomere Due to ATRX Mutations	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9670621']	['DAXX']
2092	REAC	REAC:R-HSA-9673013	Diseases of Telomere Maintenance	0.0227474983244495	True	Diseases of Telomere Maintenance	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9675126']	['DAXX']
2093	REAC	REAC:R-HSA-9670621	Defective Inhibition of DNA Recombination at Telomere	0.0227474983244495	True	Defective Inhibition of DNA Recombination at Telomere	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9006821']	['DAXX']
2094	REAC	REAC:R-HSA-8951911	RUNX3 regulates RUNX1-mediated transcription	0.0227474983244495	True	RUNX3 regulates RUNX1-mediated transcription	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-8878159']	['CBFB']
2095	REAC	REAC:R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0227474983244495	True	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	2	101	1	17376	0.0099009900990099	0.5	query_1	['REAC:R-HSA-9630750']	['CDK4']
2096	GO:BP	GO:0010632	regulation of epithelial cell migration	0.0227774230161674	True	"""Any process that modulates the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	222	101	5	17376	0.0495049504950495	0.0225225225225225	query_1	['GO:0010631', 'GO:0030334', 'GO:0051239']	['AKT1', 'PPARG', 'NOTCH1', 'MECP2', 'SP1']
2097	GO:BP	GO:0007605	sensory perception of sound	0.0230567715248472	True	"""The series of events required for an organism to receive an auditory stimulus, convert it to a molecular signal, and recognize and characterize the signal. Sonic stimuli are detected in the form of vibrations and are processed to form a sound."" [GOC:ai]"	143	101	4	17376	0.0396039603960396	0.0279720279720279	query_1	['GO:0050954']	['TBL1X', 'PAX3', 'CDKN1B', 'THRB']
2098	GO:BP	GO:1903531	negative regulation of secretion by cell	0.0230567715248472	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	143	101	4	17376	0.0396039603960396	0.0279720279720279	query_1	['GO:0032940', 'GO:0048523', 'GO:0051048', 'GO:1903530']	['REST', 'NR1H3', 'NOTCH1', 'FOXO1']
2099	GO:BP	GO:0006997	nucleus organization	0.0230567715248472	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the nucleus."" [GOC:dph, GOC:ems, GOC:jl, GOC:mah]"	143	101	4	17376	0.0396039603960396	0.0279720279720279	query_1	['GO:0006996']	['UBE2I', 'SUMO1', 'PML', 'HIPK2']
2100	GO:BP	GO:0010817	regulation of hormone levels	0.0233655408669571	True	"""Any process that modulates the levels of hormone within an organism or a tissue. A hormone is any substance formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells in the same organism, upon which it has a specific regulatory action."" [GOC:BHF, GOC:dph, GOC:tb]"	511	101	8	17376	0.0792079207920792	0.0156555772994129	query_1	['GO:0065008']	['REST', 'PPARG', 'SIN3A', 'SMAD2', 'SMAD4', 'NR1H4', 'ESR1', 'FOXO1']
2101	GO:BP	GO:0007422	peripheral nervous system development	0.0234085859255931	True	"""The process whose specific outcome is the progression of the peripheral nervous system over time, from its formation to the mature structure. The peripheral nervous system is one of the two major divisions of the nervous system. Nerves in the PNS connect the central nervous system (CNS) with sensory organs, other organs, muscles, blood vessels and glands."" [GOC:go_curators, UBERON:0000010]"	76	101	3	17376	0.0297029702970297	0.0394736842105263	query_1	['GO:0007399', 'GO:0048731']	['AKT1', 'RUNX1', 'SKI']
2102	GO:BP	GO:0010714	positive regulation of collagen metabolic process	0.0234850921032641	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0009893', 'GO:0010712', 'GO:0032963']	['RUNX1', 'HDAC2']
2103	GO:BP	GO:0022011	myelination in peripheral nervous system	0.0234850921032641	True	"""The process in which neuronal axons and dendrites become coated with a segmented lipid-rich sheath (myelin) to enable faster and more energetically efficient conduction of electrical impulses. The sheath is formed by the cell membranes of Schwann cells in the peripheral nervous system. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0014044', 'GO:0032292', 'GO:0042552']	['AKT1', 'SKI']
2104	GO:BP	GO:0035116	embryonic hindlimb morphogenesis	0.0234850921032641	True	"""The process, occurring in the embryo, by which the anatomical structures of the hindlimbs are generated and organized. The hindlimbs are the posterior limbs of an animal."" [ISBN:0198612001]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0030326', 'GO:0035137']	['CTNNB1', 'NOTCH1']
2105	GO:BP	GO:0072012	glomerulus vasculature development	0.0234850921032641	True	"""The biological process whose specific outcome is the progression of a glomerulus vasculature from an initial condition to its mature state. This process begins with the formation of the glomerulus vasculature and ends with the mature structure. The glomerulus vasculature is composed of the tubule structures that carry blood or lymph in the glomerulus."" [GOC:mtg_kidney_jan10]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0001568', 'GO:0032835', 'GO:0061440']	['NOTCH1', 'NOTCH2']
2106	GO:BP	GO:0032292	peripheral nervous system axon ensheathment	0.0234850921032641	True	"""The process in which a Schwann cell membrane closes around an axon in the peripheral nervous system. This can be a myelinating or a non-myelinating neuron-glial interaction."" [GOC:dgh]"	26	101	2	17376	0.0198019801980198	0.0769230769230769	query_1	['GO:0008366']	['AKT1', 'SKI']
2107	GO:BP	GO:0048705	skeletal system morphogenesis	0.0234850921032641	True	"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]"	224	101	5	17376	0.0495049504950495	0.0223214285714285	query_1	['GO:0001501', 'GO:0009887']	['CTNNB1', 'SMAD2', 'SKI', 'RARA', 'SMAD3']
2108	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.0241428606258918	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	101	3	17376	0.0297029702970297	0.0389610389610389	query_1	['GO:0035710', 'GO:0046634']	['CBFB', 'RUNX1', 'RARA']
2109	GO:BP	GO:1903351	cellular response to dopamine	0.0241428606258918	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dopamine stimulus."" [GO_REF:0000071, GOC:mr, GOC:TermGenie, PMID:11118945]"	77	101	3	17376	0.0297029702970297	0.0389610389610389	query_1	['GO:0071870', 'GO:1903350']	['SIN3A', 'PRMT5', 'HDAC2']
2110	GO:BP	GO:0031023	microtubule organizing center organization	0.024588809393672	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a microtubule organizing center, a structure from which microtubules grow."" [GOC:dph, GOC:jl, GOC:mah]"	146	101	4	17376	0.0396039603960396	0.0273972602739726	query_1	['GO:0000226', 'GO:0007017', 'GO:0016043']	['E2F4', 'CTNNB1', 'CDK2', 'KAT2B']
2111	GO:BP	GO:0030030	cell projection organization	0.0248560553986905	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	101	16	17376	0.1584158415841584	0.0108843537414965	query_1	['GO:0016043']	['AKT1', 'E2F4', 'CTNNB1', 'RB1', 'FOXG1', 'SIN3A', 'E2F5', 'WWTR1', 'SMAD4', 'NOTCH1', 'EP300', 'MECP2', 'NOTCH2', 'HDAC2', 'KDM1A', 'SKIL']
2112	GO:BP	GO:1903350	response to dopamine	0.0249604920741659	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dopamine stimulus."" [GO_REF:0000071, GOC:mr, GOC:TermGenie, PMID:11118945]"	78	101	3	17376	0.0297029702970297	0.0384615384615384	query_1	['GO:0071869']	['SIN3A', 'PRMT5', 'HDAC2']
2113	GO:BP	GO:0021801	cerebral cortex radial glia-guided migration	0.0251213953399585	True	"""The radial migration of neuronal or glial precursor cells along radial glial cells during the development of the cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0021799', 'GO:0022030']	['CTNNB1', 'FOXG1']
2114	GO:BP	GO:0022030	telencephalon glial cell migration	0.0251213953399585	True	"""The orderly movement of glial cells through the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0008347', 'GO:0022029']	['CTNNB1', 'FOXG1']
2115	GO:BP	GO:0036037	CD8-positive, alpha-beta T cell activation	0.0251213953399585	True	"""The change in morphology and behavior of a CD8-positive, alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [CL:0000625, GOC:yaf]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0046631']	['CBFB', 'RUNX1']
2116	GO:BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	0.0251213953399585	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0045581', 'GO:0046632', 'GO:0046636', 'GO:0046637']	['CBFB', 'RUNX1']
2117	GO:BP	GO:0006541	glutamine metabolic process	0.0251213953399585	True	"""The chemical reactions and pathways involving glutamine, 2-amino-4-carbamoylbutanoic acid."" [GOC:ai]"	27	101	2	17376	0.0198019801980198	0.074074074074074	query_1	['GO:0009064']	['MECP2', 'NR1H4']
2118	GO:BP	GO:0006996	organelle organization	0.0251543449476585	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3431	101	30	17376	0.297029702970297	0.0087438064704167	query_1	['GO:0016043']	['UBE2I', 'AKT1', 'E2F4', 'PPARG', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'WWTR1', 'SUMO1', 'SMARCB1', 'SMAD4', 'NOTCH1', 'USP7', 'EP300', 'MECP2', 'PRMT5', 'NOTCH2', 'NCOR1', 'HDAC3', 'SMARCC2', 'CDK2', 'KAT2B', 'CDKN1B', 'TP53', 'SMAD3', 'PML', 'SMARCC1', 'HIPK2']
2119	GO:BP	GO:0031329	regulation of cellular catabolic process	0.0255016534267086	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	628	101	9	17376	0.0891089108910891	0.0143312101910828	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']	['AKT1', 'STAT3', 'FOXO3', 'PPARA', 'EP300', 'E2F1', 'FABP1', 'FOXO1', 'TP53']
2120	REAC	REAC:R-HSA-1251985	Nuclear signaling by ERBB4	0.0256066154601635	True	Nuclear signaling by ERBB4	30	101	2	17376	0.0198019801980198	0.0666666666666666	query_1	['REAC:R-HSA-1236394']	['NCOR1', 'ESR1']
