Autosomal recessive cerebellar ataxia due to STUB1 deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
422	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	0.0019462220409967	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	99	4	17376	0.0404040404040404	0.0869565217391304	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2']
423	GO:BP	GO:1901387	positive regulation of voltage-gated calcium channel activity	0.0019686945505287	True	"""Any process that activates or increases the frequency, rate or extent of voltage-gated calcium channel activity."" [GOC:BHF, GOC:TermGenie]"	18	99	3	17376	0.0303030303030303	0.1666666666666666	query_1	['GO:1901021', 'GO:1901385', 'GO:2001259']	['AKAP5', 'KCNE2', 'KCNE1']
424	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0019686945505287	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	99	3	17376	0.0303030303030303	0.1666666666666666	query_1	['GO:0038127']	['STUB1', 'EGFR', 'ERBB2']
425	REAC	REAC:R-HSA-2179392	EGFR Transactivation by Gastrin	0.0020202351880309	True	EGFR Transactivation by Gastrin	7	99	2	17376	0.0202020202020202	0.2857142857142857	query_1	['REAC:R-HSA-881907']	['SOS1', 'EGFR']
426	REAC	REAC:R-HSA-202403	TCR signaling	0.0020202351880309	True	TCR signaling	122	99	5	17376	0.0505050505050505	0.040983606557377	query_1	['REAC:R-HSA-1280218']	['PIK3R1', 'PLCG1', 'UBE2D2', 'UBE2N', 'GRAP2']
427	GO:BP	GO:0032273	positive regulation of protein polymerization	0.0020658461924288	True	"""Any process that activates or increases the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	88	99	5	17376	0.0505050505050505	0.0568181818181818	query_1	['GO:0031334', 'GO:0032271', 'GO:0051258']	['HSPA1A', 'CDK5RAP2', 'GRB2', 'HSP90AA1', 'AKAP9']
428	GO:BP	GO:1904063	negative regulation of cation transmembrane transport	0.0020658461924288	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cation transmembrane transport."" [GO_REF:0000058, GOC:TermGenie, PMID:15304482]"	88	99	5	17376	0.0505050505050505	0.0568181818181818	query_1	['GO:0034766', 'GO:0098655', 'GO:1904062']	['KCNE5', 'KCNH2', 'KCNE2', 'KCNQ1', 'KCNE1']
429	GO:BP	GO:0070849	response to epidermal growth factor	0.0020658461924288	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	99	4	17376	0.0404040404040404	0.0851063829787234	query_1	['GO:0070848']	['EGFR', 'PLCG1', 'ERBB2', 'GAREM1']
430	GO:CC	GO:0034702	monoatomic ion channel complex	0.0020806253777993	True	"""A protein complex that spans a membrane and forms a water-filled channel across the phospholipid bilayer allowing selective monoatomic ion transport down its electrochemical gradient."" [GOC:mah, ISBN:071673706X]"	284	99	8	17376	0.0808080808080808	0.028169014084507	query_1	['GO:1902495']	['KCNE5', 'KCNH2', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
431	GO:CC	GO:0098796	membrane protein complex	0.0020806253777993	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1247	99	18	17376	0.1818181818181818	0.0144346431435445	query_1	['GO:0016020', 'GO:0032991']	['KCNE5', 'PIK3R1', 'RET', 'SHC1', 'CLINT1', 'KCNH2', 'UQCRQ', 'KCNB1', 'GRB2', 'KCNE2', 'EGFR', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'CBL', 'KCNE1', 'PDCD6']
432	GO:CC	GO:0036477	somatodendritic compartment	0.0020840107831329	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	821	99	14	17376	0.1414141414141414	0.0170523751522533	query_1	['GO:0110165']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR2B', 'RET', 'SOS1', 'ENDOG', 'KCNB1', 'HSP90AA1', 'USP8', 'AKAP9', 'KCNQ1', 'PRKACA', 'HSPA8']
433	REAC	REAC:R-HSA-187687	Signalling to ERKs	0.0021735084061361	True	Signalling to ERKs	31	99	3	17376	0.0303030303030303	0.0967741935483871	query_1	['REAC:R-HSA-187037']	['SHC1', 'SOS1', 'SHC3']
434	GO:CC	GO:0005615	extracellular space	0.002186168975642	True	"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]"	3040	99	32	17376	0.3232323232323232	0.0105263157894736	query_1	['GO:0005576', 'GO:0110165']	['HSPA1A', 'LRRK2', 'DPP3', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PTPN23', 'PRKAR2B', 'DNAJA2', 'FKBP5', 'UBE2G1', 'UBE2D3', 'PRKACB', 'ANXA11', 'GRB2', 'FTL', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'OTUB1', 'FTH1', 'UBE2V2', 'UBE2D2', 'PRKACA', 'DNAJA1', 'TOM1L2', 'HSPA8', 'ARTN', 'DNAJC7', 'PDCD6', 'UBE2N', 'CDC37']
435	GO:BP	GO:0009896	positive regulation of catabolic process	0.0022633209606478	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	513	99	11	17376	0.1111111111111111	0.0214424951267056	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['HSPA1A', 'LRRK2', 'STUB1', 'RNF128', 'ENDOG', 'SH3D19', 'KCNE2', 'HSPB8', 'HSP90AA1', 'PUM1', 'BAG3']
436	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.0024039791747306	True	Extra-nuclear estrogen signaling	73	99	4	17376	0.0404040404040404	0.0547945205479452	query_1	['REAC:R-HSA-8939211']	['PIK3R1', 'EGFR', 'HSP90AA1', 'ESR1']
437	GO:BP	GO:1903747	regulation of establishment of protein localization to mitochondrion	0.0024089467483544	True	"""Any process that modulates the frequency, rate or extent of establishment of protein localization to mitochondrion."" [GO_REF:0000058, GOC:TermGenie, PMID:16857185]"	49	99	4	17376	0.0404040404040404	0.0816326530612244	query_1	['GO:0070201', 'GO:0072655']	['LRRK2', 'UBE2D3', 'DNAJA1', 'BAG3']
438	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.0024687021719124	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	99	25	17376	0.2525252525252525	0.0117647058823529	query_1	['GO:0042995']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'PRKACB', 'KCNB1', 'EGFR', 'PRKACG', 'PRKAR2A', 'HSP90AA1', 'GPR161', 'PLCG1', 'USP8', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'AKAP3', 'HSPA8', 'BAG3', 'CBL']
439	REAC	REAC:R-HSA-69275	G2/M Transition	0.0024773899164556	True	G2/M Transition	193	99	6	17376	0.0606060606060606	0.0310880829015544	query_1	['REAC:R-HSA-453274']	['HSP90AB1', 'CDK5RAP2', 'PRKAR2B', 'HSP90AA1', 'AKAP9', 'PRKACA']
440	GO:BP	GO:0051347	positive regulation of transferase activity	0.0024796531547055	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	519	99	11	17376	0.1111111111111111	0.0211946050096339	query_1	['GO:0043085', 'GO:0051338']	['UBE2I', 'DDR2', 'LRRK2', 'HSP90AB1', 'RET', 'STUB1', 'EGFR', 'HSP90AA1', 'ERBB2', 'PTGES3', 'UBE2N']
441	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	0.0025494238535848	True	FCERI mediated MAPK activation	33	99	3	17376	0.0303030303030303	0.0909090909090909	query_1	['REAC:R-HSA-2454202']	['SOS1', 'PLCG1', 'GRAP2']
442	REAC	REAC:R-HSA-8979227	Triglyceride metabolism	0.0025494238535848	True	Triglyceride metabolism	33	99	3	17376	0.0303030303030303	0.0909090909090909	query_1	['REAC:R-HSA-556833']	['PRKACB', 'PRKACG', 'PRKACA']
443	REAC	REAC:R-HSA-2871809	FCERI mediated Ca+2 mobilization	0.0025494238535848	True	FCERI mediated Ca+2 mobilization	33	99	3	17376	0.0303030303030303	0.0909090909090909	query_1	['REAC:R-HSA-2454202']	['SOS1', 'PLCG1', 'GRAP2']
444	REAC	REAC:R-HSA-453274	Mitotic G2-G2/M phases	0.0025603711654103	True	Mitotic G2-G2/M phases	195	99	6	17376	0.0606060606060606	0.0307692307692307	query_1	['REAC:R-HSA-69278']	['HSP90AB1', 'CDK5RAP2', 'PRKAR2B', 'HSP90AA1', 'AKAP9', 'PRKACA']
445	GO:CC	GO:1902495	transmembrane transporter complex	0.0025790136493942	True	"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]"	377	99	9	17376	0.0909090909090909	0.0238726790450928	query_1	['GO:0098796', 'GO:1990351']	['KCNE5', 'KCNH2', 'UQCRQ', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
446	GO:CC	GO:1990234	transferase complex	0.0025790136493942	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	846	99	14	17376	0.1414141414141414	0.0165484633569739	query_1	['GO:1902494']	['UBE2I', 'PIK3R1', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'STUB1', 'PRKACB', 'UBE4B', 'PRKAR2A', 'UBE2V2', 'UBE2D2', 'PRKACA', 'PDCD6', 'UBE2N']
447	GO:BP	GO:0050821	protein stabilization	0.0025830634696276	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	99	7	17376	0.0707070707070707	0.0336538461538461	query_1	['GO:0031647']	['HSPA1A', 'PIK3R1', 'HSP90AB1', 'HSP90AA1', 'PTGES3', 'BAG3', 'CDC37']
448	GO:BP	GO:0045732	positive regulation of protein catabolic process	0.0027261537427696	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]"	210	99	7	17376	0.0707070707070707	0.0333333333333333	query_1	['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']	['HSPA1A', 'LRRK2', 'STUB1', 'RNF128', 'SH3D19', 'KCNE2', 'HSP90AA1']
449	REAC	REAC:R-HSA-5621481	C-type lectin receptors (CLRs)	0.0027657647278019	True	C-type lectin receptors (CLRs)	132	99	5	17376	0.0505050505050505	0.0378787878787878	query_1	['REAC:R-HSA-168249']	['PRKACB', 'PRKACG', 'UBE2D2', 'PRKACA', 'UBE2N']
450	GO:BP	GO:0080090	regulation of primary metabolic process	0.002868663014901	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5398	99	48	17376	0.4848484848484848	0.0088921822897369	query_1	['GO:0019222', 'GO:0044238']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'STUB1', 'RNF128', 'SOS1', 'UBE2D3', 'PRKACB', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNE2', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'RADX', 'OTUB1', 'PUM1', 'CHORDC1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'GTF2IRD2', 'ESR1', 'PRKACA', 'GTF2IRD1', 'DNAJA1', 'HSPA8', 'PTGES3', 'UBL7', 'MYCBP', 'BAG3', 'CBL', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'CDC37']
451	REAC	REAC:R-HSA-9706574	RHOBTB GTPase Cycle	0.0029721975680955	True	RHOBTB GTPase Cycle	35	99	3	17376	0.0303030303030303	0.0857142857142857	query_1	['REAC:R-HSA-9012999']	['HSP90AB1', 'HSP90AA1', 'CDC37']
452	REAC	REAC:R-HSA-109704	PI3K Cascade	0.0029721975680955	True	PI3K Cascade	35	99	3	17376	0.0303030303030303	0.0857142857142857	query_1	['REAC:R-HSA-112399']	['PIK3R1', 'GAB1', 'GAB2']
453	GO:BP	GO:0034766	negative regulation of monoatomic ion transmembrane transport	0.002980380048792	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	96	99	5	17376	0.0505050505050505	0.0520833333333333	query_1	['GO:0034220', 'GO:0034763', 'GO:0034765', 'GO:0043271']	['KCNE5', 'KCNH2', 'KCNE2', 'KCNQ1', 'KCNE1']
454	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	0.002980380048792	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	444	99	10	17376	0.101010101010101	0.0225225225225225	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['KCNE5', 'AKAP5', 'KCNH2', 'KCNB1', 'KCNE2', 'PLCG1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
455	GO:BP	GO:0043086	negative regulation of catalytic activity	0.002980380048792	True	"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	624	99	12	17376	0.1212121212121212	0.0192307692307692	query_1	['GO:0044092', 'GO:0050790']	['DDR2', 'LRRK2', 'AKAP5', 'CDK5RAP2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKAR2A', 'CHORDC1', 'AKAP9', 'DNAJA1', 'CBL']
456	GO:BP	GO:0033365	protein localization to organelle	0.0030097727305005	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	99	15	17376	0.1515151515151515	0.0162337662337662	query_1	['GO:0008104']	['LRRK2', 'PIK3R1', 'PTPN23', 'RNF128', 'UBE2D3', 'CEP68', 'AKAP11', 'HSP90AA1', 'ERBB2', 'GTF2IRD2', 'ESR1', 'PRKACA', 'DNAJA1', 'HSPA8', 'BAG3']
457	REAC	REAC:R-HSA-418594	G alpha (i) signalling events	0.0031051266326479	True	G alpha (i) signalling events	279	99	7	17376	0.0707070707070707	0.025089605734767	query_1	['REAC:R-HSA-388396']	['PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PRKACB', 'PRKACG', 'PRKAR2A', 'PRKACA']
458	GO:BP	GO:0071417	cellular response to organonitrogen compound	0.0031307283889442	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	628	99	12	17376	0.1212121212121212	0.019108280254777	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['DDR2', 'LRRK2', 'PIK3R1', 'SHC1', 'SOS1', 'GAB1', 'GRB2', 'EGFR', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
459	REAC	REAC:R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.0031925601954739	True	EGFR interacts with phospholipase C-gamma	9	99	2	17376	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-177929']	['EGFR', 'PLCG1']
460	REAC	REAC:R-HSA-74749	Signal attenuation	0.0031925601954739	True	Signal attenuation	9	99	2	17376	0.0202020202020202	0.2222222222222222	query_1	['REAC:R-HSA-74751']	['SHC1', 'SOS1']
461	REAC	REAC:R-HSA-168928	DDX58/IFIH1-mediated induction of interferon-alpha/beta	0.0031925601954739	True	DDX58/IFIH1-mediated induction of interferon-alpha/beta	80	99	4	17376	0.0404040404040404	0.05	query_1	['REAC:R-HSA-168249']	['HSP90AB1', 'UBE2D3', 'HSP90AA1', 'UBE2D2']
462	GO:BP	GO:0006813	potassium ion transport	0.0034082386159405	True	"""The directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	219	99	7	17376	0.0707070707070707	0.0319634703196347	query_1	['GO:0030001']	['KCNE5', 'KCNH2', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
463	REAC	REAC:R-HSA-1296072	Voltage gated Potassium channels	0.0034137561937747	True	Voltage gated Potassium channels	37	99	3	17376	0.0303030303030303	0.081081081081081	query_1	['REAC:R-HSA-1296071']	['KCNH2', 'KCNB1', 'KCNQ1']
464	GO:CC	GO:0044853	plasma membrane raft	0.0034266028673219	True	"""A membrane raft that is part of the plasma membrane."" [GOC:jl]"	110	99	5	17376	0.0505050505050505	0.0454545454545454	query_1	['GO:0045121', 'GO:0098590']	['LRRK2', 'PRKAR1A', 'PRKAR2A', 'PRKACA', 'CBL']
465	GO:CC	GO:0098590	plasma membrane region	0.0034293521712153	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	99	17	17376	0.1717171717171717	0.0141313383208645	query_1	['GO:0005886', 'GO:0016020']	['DDR2', 'LRRK2', 'AKAP5', 'PRKAR1A', 'KCNB1', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'GPR161', 'PLCG1', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'HSPA8', 'CBL', 'KCNE1']
466	REAC	REAC:R-HSA-9006931	Signaling by Nuclear Receptors	0.0034955119714267	True	Signaling by Nuclear Receptors	286	99	7	17376	0.0707070707070707	0.0244755244755244	query_1	['REAC:R-HSA-162582']	['PIK3R1', 'HSP90AB1', 'FKBP5', 'EGFR', 'HSP90AA1', 'ESR1', 'PTGES3']
467	GO:BP	GO:0140962	multicellular organismal-level chemical homeostasis	0.0035852656505481	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]"	55	99	4	17376	0.0404040404040404	0.0727272727272727	query_1	['GO:0048871', 'GO:0048878']	['PRKACB', 'AKAP11', 'PRKACG', 'PRKACA']
468	GO:CC	GO:0043025	neuronal cell body	0.0036380329551329	True	"""The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."" [GOC:go_curators]"	491	99	10	17376	0.101010101010101	0.020366598778004	query_1	['GO:0036477', 'GO:0044297']	['LRRK2', 'HSP90AB1', 'PRKAR2B', 'RET', 'SOS1', 'ENDOG', 'KCNB1', 'HSP90AA1', 'AKAP9', 'KCNQ1']
469	GO:CC	GO:1990351	transporter complex	0.0036380329551329	True	"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]"	400	99	9	17376	0.0909090909090909	0.0225	query_1	['GO:0032991']	['KCNE5', 'KCNH2', 'UQCRQ', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
470	GO:CC	GO:0005771	multivesicular body	0.0036380329551329	True	"""A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."" [PMID:11566881, PMID:16533950]"	64	99	4	17376	0.0404040404040404	0.0625	query_1	['GO:0005770']	['LRRK2', 'PRKAR1B', 'PRKAR1A', 'EGFR']
471	GO:CC	GO:0097487	multivesicular body, internal vesicle	0.0036380329551329	True	"""A membrane-bounded vesicle wholly contained within a multivesicular body."" [GOC:pde, PMID:21183070]"	6	99	2	17376	0.0202020202020202	0.3333333333333333	query_1	['GO:0005771', 'GO:0031410']	['LRRK2', 'EGFR']
472	GO:BP	GO:0044057	regulation of system process	0.0036426489497185	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	546	99	11	17376	0.1111111111111111	0.0201465201465201	query_1	['GO:0003008', 'GO:0051239']	['KCNE5', 'LRRK2', 'PRKAR1B', 'KCNH2', 'KCNE2', 'HSP90AA1', 'AKAP9', 'KCNQ1', 'PRKACA', 'GTF2IRD1', 'KCNE1']
473	REAC	REAC:R-HSA-5689896	Ovarian tumor domain proteases	0.0036552907790634	True	Ovarian tumor domain proteases	38	99	3	17376	0.0303030303030303	0.0789473684210526	query_1	['REAC:R-HSA-5688426']	['RNF128', 'OTUB1', 'ESR1']
474	GO:CC	GO:0098978	glutamatergic synapse	0.0037065242565222	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	405	99	9	17376	0.0909090909090909	0.0222222222222222	query_1	['GO:0045202']	['LRRK2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PLCG1', 'USP8', 'AKAP9', 'PRKACA', 'HSPA8']
475	REAC	REAC:R-HSA-5653656	Vesicle-mediated transport	0.0037287438244177	True	Vesicle-mediated transport	661	99	11	17376	0.1111111111111111	0.0166414523449319	query_1	['REAC:0000000']	['SCARA5', 'HSPH1', 'CLINT1', 'SH3D19', 'FTL', 'EGFR', 'HSP90AA1', 'FTH1', 'PUM1', 'HSPA8', 'CBL']
476	REAC	REAC:R-HSA-9673770	Signaling by PDGFRA extracellular domain mutants	0.0037892293779401	True	Signaling by PDGFRA extracellular domain mutants	10	99	2	17376	0.0202020202020202	0.2	query_1	['REAC:R-HSA-9671555']	['PIK3R1', 'SOS1']
477	REAC	REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.0037892293779401	True	STAT5 activation downstream of FLT3 ITD mutants	10	99	2	17376	0.0202020202020202	0.2	query_1	['REAC:R-HSA-9703648']	['GRB2', 'GAB2']
478	REAC	REAC:R-HSA-9673767	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	0.0037892293779401	True	Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants	10	99	2	17376	0.0202020202020202	0.2	query_1	['REAC:R-HSA-9671555']	['PIK3R1', 'SOS1']
479	REAC	REAC:R-HSA-1250347	SHC1 events in ERBB4 signaling	0.0037892293779401	True	SHC1 events in ERBB4 signaling	10	99	2	17376	0.0202020202020202	0.2	query_1	['REAC:R-HSA-1236394']	['SHC1', 'SOS1']
480	REAC	REAC:R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.0037892293779401	True	ERBB2 Activates PTK6 Signaling	10	99	2	17376	0.0202020202020202	0.2	query_1	['REAC:R-HSA-1227986', 'REAC:R-HSA-8848021']	['EGFR', 'ERBB2']
481	REAC	REAC:R-HSA-388396	GPCR downstream signalling	0.0037892293779401	True	GPCR downstream signalling	564	99	10	17376	0.101010101010101	0.0177304964539007	query_1	['REAC:R-HSA-372790']	['PIK3R1', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'SOS1', 'PRKACB', 'EGFR', 'PRKACG', 'PRKAR2A', 'PRKACA']
482	GO:BP	GO:0021904	dorsal/ventral neural tube patterning	0.0038397073440179	True	"""The process in which the neural tube is regionalized in the dorsoventral axis."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:11262869]"	23	99	3	17376	0.0303030303030303	0.1304347826086956	query_1	['GO:0009953', 'GO:0021532']	['PRKACB', 'GPR161', 'PRKACA']
483	GO:BP	GO:0008104	protein localization	0.0040257842539533	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2400	99	27	17376	0.2727272727272727	0.01125	query_1	['GO:0070727']	['LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'PTPN23', 'PRKAR1A', 'RNF128', 'UBE2D3', 'CEP68', 'AKAP11', 'KCNB1', 'EGFR', 'AKAP10', 'HSP90AA1', 'USP8', 'ERBB2', 'GTF2IRD2', 'ESR1', 'PRKACA', 'AKAP3', 'DNAJA1', 'TOM1L2', 'HSPA8', 'BAG3', 'KCNE1', 'PDCD6', 'CDC37']
484	REAC	REAC:R-HSA-376176	Signaling by ROBO receptors	0.0040615737743572	True	Signaling by ROBO receptors	217	99	6	17376	0.0606060606060606	0.0276497695852534	query_1	['REAC:R-HSA-422475']	['AKAP5', 'SOS1', 'PRKACB', 'PRKACG', 'PRKAR2A', 'PRKACA']
485	GO:BP	GO:0006880	intracellular sequestering of iron ion	0.0041340643688005	True	"""The process of binding or confining iron ions in an intracellular area such that they are separated from other components of a biological system."" [GOC:ai]"	5	99	2	17376	0.0202020202020202	0.4	query_1	['GO:0097577']	['FTL', 'FTH1']
486	GO:BP	GO:1905477	positive regulation of protein localization to membrane	0.0041352859206329	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	104	99	5	17376	0.0505050505050505	0.048076923076923	query_1	['GO:0072657', 'GO:1903829', 'GO:1905475']	['AKAP5', 'PIK3R1', 'KCNB1', 'EGFR', 'ERBB2']
487	GO:BP	GO:0051054	positive regulation of DNA metabolic process	0.0041665449734952	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	301	99	8	17376	0.0808080808080808	0.0265780730897009	query_1	['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']	['HSP90AB1', 'ENDOG', 'EGFR', 'HSP90AA1', 'UBE2V2', 'PTGES3', 'CCDC117', 'UBE2N']
488	GO:CC	GO:0042995	cell projection	0.0041909592618321	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	99	25	17376	0.2525252525252525	0.0111957008508732	query_1	['GO:0110165']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'PRKACB', 'KCNB1', 'EGFR', 'PRKACG', 'PRKAR2A', 'HSP90AA1', 'GPR161', 'PLCG1', 'USP8', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'AKAP3', 'HSPA8', 'BAG3', 'CBL']
489	GO:CC	GO:0030425	dendrite	0.0041909592618321	True	"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]"	598	99	11	17376	0.1111111111111111	0.0183946488294314	query_1	['GO:0043005', 'GO:0097447']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR2B', 'RET', 'KCNB1', 'HSP90AA1', 'USP8', 'AKAP9', 'PRKACA', 'HSPA8']
