Transaldolase deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
193	GO:BP	GO:0009206	purine ribonucleoside triphosphate biosynthetic process	0.0006238094312968	True	"""The chemical reactions and pathways resulting in the formation of purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	109	95	6	15719	0.0631578947368421	0.055045871559633	query_1	['GO:0009145', 'GO:0009201', 'GO:0009205']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
194	GO:BP	GO:0009144	purine nucleoside triphosphate metabolic process	0.00063022320351	True	"""The chemical reactions and pathways involving purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	160	95	7	15719	0.0736842105263157	0.04375	query_1	['GO:0009141']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3', 'MFN1']
195	GO:BP	GO:0009145	purine nucleoside triphosphate biosynthetic process	0.0006499122285612	True	"""The chemical reactions and pathways resulting in the formation of purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	110	95	6	15719	0.0631578947368421	0.0545454545454545	query_1	['GO:0009142', 'GO:0009144']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
196	GO:BP	GO:0009199	ribonucleoside triphosphate metabolic process	0.0006749983707952	True	"""The chemical reactions and pathways involving a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	162	95	7	15719	0.0736842105263157	0.0432098765432098	query_1	['GO:0009141']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3', 'MFN1']
197	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	0.0006758866176723	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1482	95	22	15719	0.231578947368421	0.0148448043184885	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['RBBP8', 'SNX6', 'UBE2I', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF350', 'XRCC6', 'SETDB2', 'PHB2', 'SETDB1', 'SUMO1', 'BLM', 'PIAS1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'BARD1', 'PHB1']
198	GO:BP	GO:0006886	intracellular protein transport	0.0006758866176723	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	865	95	16	15719	0.1684210526315789	0.0184971098265895	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['SNX6', 'SNX1', 'MAIP1', 'HSPA9', 'UBAC2', 'PMPCA', 'PHB2', 'SIL1', 'SUMO1', 'HSPD1', 'HDAC6', 'FAF2', 'TRIM28', 'BARD1', 'PMPCB', 'UFM1']
199	GO:BP	GO:0030522	intracellular receptor signaling pathway	0.0007377197951215	True	"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]"	289	95	9	15719	0.0947368421052631	0.0311418685121107	query_1	['GO:0007165']	['DDRGK1', 'UFL1', 'PHB2', 'PDK3', 'HDAC6', 'BRCA1', 'UBA5', 'PHB1', 'UFM1']
200	GO:BP	GO:0032446	protein modification by small protein conjugation	0.0007377197951215	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	872	95	16	15719	0.1684210526315789	0.018348623853211	query_1	['GO:0070647']	['UBE2I', 'CDK5RAP3', 'PAXIP1', 'DDRGK1', 'UFL1', 'BRCA2', 'SUMO1', 'PIAS1', 'RAD51', 'HDAC6', 'MOCS3', 'BRCA1', 'TRIM28', 'BARD1', 'UBA5', 'UFM1']
66	GO:CC	GO:0000152	nuclear ubiquitin ligase complex	0.0007421844729306	True	"""A ubiquitin ligase complex found in the nucleus."" [GOC:mah]"	47	97	4	16420	0.0412371134020618	0.0851063829787234	query_1	['GO:0000151', 'GO:0140513']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
201	GO:BP	GO:0051052	regulation of DNA metabolic process	0.0007567034919483	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	517	95	12	15719	0.1263157894736842	0.02321083172147	query_1	['GO:0006259', 'GO:0019219', 'GO:0060255']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28', 'BARD1']
202	GO:BP	GO:0005975	carbohydrate metabolic process	0.0007919145765161	True	"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:mah, ISBN:0198506732]"	520	95	12	15719	0.1263157894736842	0.023076923076923	query_1	['GO:0044238', 'GO:0071704']	['PDK4', 'TALDO1', 'DLAT', 'PDHA2', 'PDHB', 'BCKDK', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'PDK2', 'OGDH']
203	GO:BP	GO:0009056	catabolic process	0.0007919145765161	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2443	95	30	15719	0.3157894736842105	0.0122799836266884	query_1	['GO:0008152']	['SNX6', 'UBE2I', 'GCSH', 'SNX1', 'CDK5RAP3', 'OTC', 'DLST', 'UBAC2', 'DDRGK1', 'UFL1', 'PHB2', 'MCAT', 'DBT', 'BCKDK', 'BCKDHB', 'SUMO1', 'PIAS1', 'VDAC1', 'HDAC6', 'GPD1', 'FAF2', 'DLD', 'BARD1', 'ABHD6', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
205	GO:BP	GO:0009201	ribonucleoside triphosphate biosynthetic process	0.0007929160494671	True	"""The chemical reactions and pathways resulting in the formation of a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	115	95	6	15719	0.0631578947368421	0.0521739130434782	query_1	['GO:0009142', 'GO:0009199']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
204	GO:BP	GO:0035967	cellular response to topologically incorrect protein	0.0007929160494671	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	115	95	6	15719	0.0631578947368421	0.0521739130434782	query_1	['GO:0033554', 'GO:0035966', 'GO:0071310']	['CDK5RAP3', 'HSPA9', 'DDRGK1', 'UFL1', 'HSPD1', 'HDAC6']
206	GO:BP	GO:0019538	protein metabolic process	0.00079363181617	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	95	49	15719	0.5157894736842106	0.0096723253059613	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['PPIF', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'CDK5RAP3', 'NBN', 'DLST', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'SETDB2', 'DDRGK1', 'UFL1', 'PMPCA', 'PHB2', 'METTL21C', 'BRCA2', 'SETDB1', 'BCKDK', 'SUMO1', 'HSPD1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'PDK1', 'FAF2', 'NFS1', 'NDUFAB1', 'BRCA1', 'DLD', 'PDK2', 'TRIM28', 'BARD1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1']
207	GO:BP	GO:1900371	regulation of purine nucleotide biosynthetic process	0.0008057246881589	True	"""Any process that modulates the frequency, rate or extent of purine nucleotide biosynthetic processes."" [GOC:go_curators, GOC:TermGenie]"	37	95	4	15719	0.0421052631578947	0.1081081081081081	query_1	['GO:0006164', 'GO:0030808', 'GO:1900542']	['PDK4', 'PDK3', 'PDK1', 'PDK2']
208	GO:BP	GO:0030808	regulation of nucleotide biosynthetic process	0.0008057246881589	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nucleotides."" [GOC:mah]"	37	95	4	15719	0.0421052631578947	0.1081081081081081	query_1	['GO:0006140', 'GO:0009165', 'GO:0031326']	['PDK4', 'PDK3', 'PDK1', 'PDK2']
209	GO:BP	GO:0000722	telomere maintenance via recombination	0.0008381616670127	True	"""Any recombinational process that contributes to the maintenance of proper telomeric length."" [GOC:elh, PMID:11850777]"	14	95	3	15719	0.031578947368421	0.2142857142857142	query_1	['GO:0000723', 'GO:0006312']	['RAD50', 'BRCA2', 'RAD51']
210	GO:BP	GO:0009628	response to abiotic stimulus	0.0008630090778833	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	95	18	15719	0.1894736842105263	0.0165745856353591	query_1	['GO:0050896']	['ADSL', 'TP53BP1', 'XRCC6', 'PAXIP1', 'H2AX', 'PHB2', 'SDHD', 'BRCA2', 'SUMO1', 'HSPD1', 'PDK3', 'BLM', 'RAD51', 'PDK1', 'BRCA1', 'MICU1', 'BARD1', 'GJA10']
69	GO:CC	GO:0031436	BRCA1-BARD1 complex	0.0008695842431871	True	"""A heterodimeric complex comprising BRCA1 and BARD1, which possesses ubiquitin ligase activity and is involved in genome maintenance, possibly by functioning in surveillance for DNA damage."" [PMID:12787778]"	4	97	2	16420	0.0206185567010309	0.5	query_1	['GO:0000152']	['BRCA1', 'BARD1']
68	GO:CC	GO:0070532	BRCA1-B complex	0.0008695842431871	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, BACH1 and TopBP1, and binds to DNA during S phase at DNA damage sites."" [GOC:mah, PMID:16391231]"	4	97	2	16420	0.0206185567010309	0.5	query_1	['GO:0140513']	['BRCA1', 'BARD1']
67	GO:CC	GO:0030905	retromer, tubulation complex	0.0008695842431871	True	"""The dimeric subcomplex of the retromer, believed to be peripherally associated with the membrane. This dimeric complex is responsible for remodelling endosomal membranes to form a tube-structure to which cargo molecules are selected for recycling. The budding yeast complex comprises Vps5p and Vps17p, and may contain multiple copies of a Vps5p/Vps17p dimer. The mammalian complex contains SNX1 or SNX2 dimerized with SNX5 or SNX6."" [GOC:bf, PMID:26220253, PMID:9700157]"	4	97	2	16420	0.0206185567010309	0.5	query_1	['GO:0030904', 'GO:0098796']	['SNX6', 'SNX1']
211	GO:BP	GO:0140718	facultative heterochromatin formation	0.0008836797136874	True	"""The compaction of chromatin into a conformation that is refactory to transcription but that be converted to euchromatin and allow transcription in specific contexts. These can be temporal (e.g., developmental states or specific cell-cycle stages), spatial (e.g., nuclear localization changes from the center to the periphery or vice versa due to exogenous factors/signals), or parental/heritable (e.g., monoallelic gene expression)."" [PMID:17936700]"	38	95	4	15719	0.0421052631578947	0.1052631578947368	query_1	['GO:0031507']	['ATF7IP', 'SETDB2', 'SETDB1', 'TRIM28']
212	GO:BP	GO:1901565	organonitrogen compound catabolic process	0.0009244340087788	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1302	95	20	15719	0.2105263157894736	0.0153609831029185	query_1	['GO:1901564', 'GO:1901575']	['UBE2I', 'GCSH', 'SNX1', 'CDK5RAP3', 'OTC', 'DLST', 'UBAC2', 'DDRGK1', 'UFL1', 'DBT', 'BCKDK', 'BCKDHB', 'SUMO1', 'PIAS1', 'HDAC6', 'FAF2', 'DLD', 'BARD1', 'PHB1', 'BCKDHA']
213	GO:BP	GO:0051276	chromosome organization	0.0009757825258005	True	"""A process that is carried out at the cellular level that results in the assembly, arrangement of constituent parts, or disassembly of chromosomes, structures composed of a very long molecule of DNA and associated proteins that carries hereditary information. This term covers covalent modifications at the molecular level as well as spatial relationships among the major components of a chromosome."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	620	95	13	15719	0.1368421052631579	0.0209677419354838	query_1	['GO:0006996']	['NBN', 'ATF7IP', 'RAD50', 'XRCC6', 'SETDB2', 'PHB2', 'BRCA2', 'SETDB1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'TRIM28']
70	GO:CC	GO:0005634	nucleus	0.0009992142399023	True	"""A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."" [GOC:go_curators]"	7181	97	60	16420	0.6185567010309279	0.0083553822587383	query_1	['GO:0043231']	['RBBP8', 'SNX6', 'UBE2I', 'LYRM4', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'PDHA2', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'METTL21C', 'BRCA2', 'SETDB1', 'BCKDHB', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'HDAC6', 'ISCU', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SMDT1', 'DLD', 'PDK2', 'MBD1', 'TRIM28', 'BARD1', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B']
56	REAC	REAC:R-HSA-8953750	Transcriptional Regulation by E2F6	0.001072006418061	True	Transcriptional Regulation by E2F6	34	83	4	10022	0.0481927710843373	0.1176470588235294	query_1	['REAC:R-HSA-212436']	['RBBP8', 'RAD51', 'CBX5', 'BRCA1']
214	GO:BP	GO:0009141	nucleoside triphosphate metabolic process	0.00108039111232	True	"""The chemical reactions and pathways involving a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	177	95	7	15719	0.0736842105263157	0.03954802259887	query_1	['GO:0006753']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3', 'MFN1']
57	REAC	REAC:R-HSA-611105	Respiratory electron transport	0.0010812196198071	True	Respiratory electron transport	100	83	6	10022	0.072289156626506	0.06	query_1	['REAC:R-HSA-163200']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
215	GO:BP	GO:0009142	nucleoside triphosphate biosynthetic process	0.0011489927122681	True	"""The chemical reactions and pathways resulting in the formation of a nucleoside triphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]"	124	95	6	15719	0.0631578947368421	0.0483870967741935	query_1	['GO:0009141', 'GO:1901293']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
216	GO:BP	GO:0010565	regulation of cellular ketone metabolic process	0.0013049124074058	True	"""Any process that modulates the chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:dph, GOC:tb]"	127	95	6	15719	0.0631578947368421	0.0472440944881889	query_1	['GO:0031323', 'GO:0042180', 'GO:0062012']	['PDK4', 'BCKDK', 'PDK3', 'PDK1', 'BRCA1', 'PDK2']
217	GO:BP	GO:0071407	cellular response to organic cyclic compound	0.001372837538196	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:mah]"	555	95	12	15719	0.1263157894736842	0.0216216216216216	query_1	['GO:0014070', 'GO:0071310']	['DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'BLM', 'RAD51', 'HDAC6', 'GPD1', 'BRCA1', 'UBA5', 'PHB1', 'UFM1']
218	GO:BP	GO:0090317	negative regulation of intracellular protein transport	0.0015302065004105	True	"""Any process that decreases the frequency, rate or extent of the directed movement of proteins within cells."" [GOC:tb]"	44	95	4	15719	0.0421052631578947	0.0909090909090909	query_1	['GO:0006886', 'GO:0032387', 'GO:0033157', 'GO:0051224']	['UBAC2', 'SUMO1', 'BARD1', 'UFM1']
71	GO:CC	GO:1902495	transmembrane transporter complex	0.0016611179819479	True	"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]"	379	97	9	16420	0.0927835051546391	0.0237467018469656	query_1	['GO:0098796', 'GO:1990351']	['MCUB', 'MCU', 'SUMO1', 'NDUFAB1', 'MICU1', 'SMDT1', 'NDUFV3', 'MICU2', 'ABHD6']
72	GO:CC	GO:0140513	nuclear protein-containing complex	0.0016700165958003	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together in the nucleus."" [GOC:pg]"	1270	97	18	16420	0.1855670103092783	0.0141732283464566	query_1	['GO:0005634', 'GO:0032991']	['RBBP8', 'UBE2I', 'NBN', 'RAD50', 'XRCC6', 'PAXIP1', 'BRCA2', 'SUMO1', 'RPA1', 'MRE11', 'RAD51', 'HDAC6', 'CBX5', 'BRCA1', 'STAT5A', 'TRIM28', 'BARD1', 'STAT5B']
219	GO:BP	GO:0009725	response to hormone	0.0016907200409122	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	845	95	15	15719	0.1578947368421052	0.0177514792899408	query_1	['GO:0009719', 'GO:0010033']	['PDK4', 'OTC', 'DDRGK1', 'UFL1', 'PHB2', 'METTL21C', 'BCKDHB', 'HDAC6', 'BRCA1', 'STAT5A', 'PDK2', 'UBA5', 'PHB1', 'UFM1', 'STAT5B']
220	GO:BP	GO:0046034	ATP metabolic process	0.0016969144640297	True	"""The chemical reactions and pathways involving ATP, adenosine triphosphate, a universally important coenzyme and enzyme regulator."" [GOC:go_curators]"	134	95	6	15719	0.0631578947368421	0.044776119402985	query_1	['GO:0009150', 'GO:0009205']	['SDHD', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'NDUFV3']
221	GO:BP	GO:0006986	response to unfolded protein	0.0016969144640297	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:jl]"	134	95	6	15719	0.0631578947368421	0.044776119402985	query_1	['GO:0035966']	['CDK5RAP3', 'HSPA9', 'DDRGK1', 'UFL1', 'HSPD1', 'FAF2']
222	GO:BP	GO:0071214	cellular response to abiotic stimulus	0.0016969144640297	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	327	95	9	15719	0.0947368421052631	0.0275229357798165	query_1	['GO:0009628', 'GO:0104004']	['TP53BP1', 'XRCC6', 'H2AX', 'BRCA2', 'BLM', 'RAD51', 'BRCA1', 'MICU1', 'BARD1']
223	GO:BP	GO:0104004	cellular response to environmental stimulus	0.0016969144640297	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	327	95	9	15719	0.0947368421052631	0.0275229357798165	query_1	['GO:0051716']	['TP53BP1', 'XRCC6', 'H2AX', 'BRCA2', 'BLM', 'RAD51', 'BRCA1', 'MICU1', 'BARD1']
225	GO:BP	GO:0050801	monoatomic ion homeostasis	0.001841951468828	True	"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	575	95	12	15719	0.1263157894736842	0.0208695652173913	query_1	['GO:0048878']	['PDK4', 'MAIP1', 'OTC', 'MCUB', 'METTL21C', 'MCU', 'AFG3L2', 'ISCU', 'MICU1', 'SMDT1', 'PDK2', 'MICU2']
224	GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	0.001841951468828	True	"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	331	95	9	15719	0.0947368421052631	0.0271903323262839	query_1	['GO:0007346', 'GO:0044772', 'GO:1901987']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'PHB2', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
73	GO:CC	GO:0046930	pore complex	0.0018831576566615	True	"""A protein complex providing a discrete opening in a membrane that allows the passage of gases and/or liquids."" [ISBN:0198506732]"	26	97	3	16420	0.0309278350515463	0.1153846153846153	query_1	['GO:0098796']	['PPIF', 'SPG7', 'VDAC1']
226	GO:BP	GO:0016574	histone ubiquitination	0.0019130287601044	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	95	4	15719	0.0421052631578947	0.0851063829787234	query_1	['GO:0016567', 'GO:0016570']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
227	GO:BP	GO:0019217	regulation of fatty acid metabolic process	0.0019900217666231	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."" [GOC:go_curators]"	88	95	5	15719	0.0526315789473684	0.0568181818181818	query_1	['GO:0006631', 'GO:0010565', 'GO:0019216']	['PDK4', 'PDK3', 'PDK1', 'BRCA1', 'PDK2']
228	GO:BP	GO:0098662	inorganic cation transmembrane transport	0.0020396339109416	True	"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	766	95	14	15719	0.1473684210526315	0.0182767624020887	query_1	['GO:0098660']	['PPIF', 'MAIP1', 'MCUB', 'PHB2', 'METTL21C', 'MCU', 'SUMO1', 'VDAC1', 'AFG3L2', 'ISCU', 'MICU1', 'SMDT1', 'MICU2', 'PMPCB']
229	GO:BP	GO:1901976	regulation of cell cycle checkpoint	0.0020502377450976	True	"""Any process that modulates the frequency, rate or extent of cell cycle checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]"	48	95	4	15719	0.0421052631578947	0.0833333333333333	query_1	['GO:0000075', 'GO:1901987', 'GO:1902531']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
230	GO:BP	GO:0031324	negative regulation of cellular metabolic process	0.0020673717137757	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2090	95	26	15719	0.2736842105263158	0.0124401913875598	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'CDK5RAP3', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF350', 'XRCC6', 'SETDB2', 'PHB2', 'SETDB1', 'BCKDK', 'SUMO1', 'BLM', 'PIAS1', 'VDAC1', 'HDAC6', 'CBX5', 'BRCA1', 'MBD1', 'TRIM28', 'BARD1', 'PHB1']
233	GO:BP	GO:0072757	cellular response to camptothecin	0.0021818756664802	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a camptothecin stimulus."" [GOC:mah]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0071312', 'GO:0071407', 'GO:0097306', 'GO:1901563']	['BLM', 'RAD51']
231	GO:BP	GO:0033600	negative regulation of mammary gland epithelial cell proliferation	0.0021818756664802	True	"""Any process that stops, prevents or reduces the rate or extent of mammary gland epithelial cell proliferation."" [GOC:mah]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0033598', 'GO:0033599', 'GO:0050680', 'GO:0051241']	['PHB2', 'BRCA2']
232	GO:BP	GO:0097411	hypoxia-inducible factor-1alpha signaling pathway	0.0021818756664802	True	"""The series of molecular signals mediated by hypoxia-inducible factor (HIF1) in response to lowered oxygen levels (hypoxia). Under hypoxic conditions, the oxygen-sensitive alpha-subunit of hypoxia-inducible factor (HIF)-1 dimerizes with a HIF1-beta subunit (also called ARNT or aryl-hydrocarbon-receptor nuclear translocator), translocates to the nucleus and activates transcription of genes whose products participate in responding to hypoxia."" [GOC:bf, GOC:jc, http://www.sabiosciences.com/pathway.php?sn=HIF1Alpha_Pathway]"	4	95	2	15719	0.0210526315789473	0.5	query_1	['GO:0007165', 'GO:0071456']	['PDK3', 'PDK1']
234	GO:BP	GO:0080135	regulation of cellular response to stress	0.0022513289467817	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	95	13	15719	0.1368421052631579	0.0190895741556534	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['RBBP8', 'TP53BP1', 'H2AX', 'DDRGK1', 'UFL1', 'BRCA2', 'VDAC1', 'RAD51', 'HDAC6', 'BRCA1', 'MICU1', 'TRIM28', 'BARD1']
74	GO:CC	GO:0005730	nucleolus	0.0023368337336476	True	"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]"	978	97	15	16420	0.1546391752577319	0.0153374233128834	query_1	['GO:0031981', 'GO:0043232']	['CDK5RAP3', 'NBN', 'HSPA9', 'XRCC6', 'PDHA2', 'DDRGK1', 'PHB2', 'BCKDHB', 'PDHA1', 'SUMO1', 'PDK3', 'ARL14EP', 'BLM', 'CBX5', 'SDHA']
235	GO:BP	GO:0006120	mitochondrial electron transport, NADH to ubiquinone	0.0023431980781801	True	"""The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."" [ISBN:0716731363]"	50	95	4	15719	0.0421052631578947	0.08	query_1	['GO:0019646', 'GO:0042775']	['ISCU', 'NDUFAB1', 'DLD', 'NDUFV3']
58	REAC	REAC:R-HSA-1640170	Cell Cycle	0.0023604726074522	True	Cell Cycle	676	83	15	10022	0.180722891566265	0.022189349112426	query_1	['REAC:0000000']	['RBBP8', 'UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'SUMO1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
59	REAC	REAC:R-HSA-6783984	Glycine degradation	0.0024402572325096	True	Glycine degradation	4	83	2	10022	0.0240963855421686	0.5	query_1	['REAC:R-HSA-389661']	['GCSH', 'DLD']
