Waardenburg syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1223	GO:BP	GO:0060056	mammary gland involution	0.0058537961263373	True	"""The tissue remodeling that removes differentiated mammary epithelia during weaning."" [GOC:dph, PMID:15282149]"	10	101	2	15719	0.0198019801980198	0.2	query_1	['GO:0048771', 'GO:0060443']	['PML', 'VDR']
1225	GO:BP	GO:0036124	histone H3-K9 trimethylation	0.0058537961263373	True	"""The modification of histone H3 by addition of three methyl groups to lysine at position 9 of the histone."" [GOC:vw]"	10	101	2	15719	0.0198019801980198	0.2	query_1	['GO:0018023', 'GO:0051567']	['SMARCB1', 'MECP2']
1226	GO:BP	GO:0001188	RNA polymerase I preinitiation complex assembly	0.0058537961263373	True	"""The aggregation, arrangement and bonding together of proteins on promoter DNA to form the transcriptional preinitiation complex (PIC), the formation of which is a prerequisite for transcription from an RNA polymerase I promoter."" [GOC:txnOH, PMID:12381659, PMID:14969726, PMID:8057832]"	10	101	2	15719	0.0198019801980198	0.2	query_1	['GO:0006361', 'GO:0070897']	['SMARCA4', 'SMARCB1']
1227	GO:BP	GO:0044703	multi-organism reproductive process	0.0058686324150887	True	"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]"	199	101	6	15719	0.0594059405940594	0.0301507537688442	query_1	['GO:0022414']	['AKT1', 'SMURF2', 'AR', 'ESR1', 'RARA', 'VDR']
1228	GO:BP	GO:0016567	protein ubiquitination	0.0058686324150887	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	799	101	13	15719	0.1287128712871287	0.016270337922403	query_1	['GO:0032446']	['AKT1', 'SMURF2', 'CBFB', 'MDM2', 'CTNNB1', 'WWTR1', 'DAXX', 'USP7', 'GPS2', 'HDAC3', 'CDKN1B', 'PML', 'KDM1A']
1229	GO:BP	GO:0055006	cardiac cell development	0.0060044187946944	True	"""The process whose specific outcome is the progression of a cardiac cell over time, from its formation to the mature state. A cardiac cell is a cell that will form part of the cardiac organ of an individual."" [GOC:devbiol]"	81	101	4	15719	0.0396039603960396	0.0493827160493827	query_1	['GO:0035051', 'GO:0048468']	['MAML1', 'PPARA', 'SMAD4', 'NOTCH1']
1230	GO:BP	GO:0050684	regulation of mRNA processing	0.0060220998246554	True	"""Any process that modulates the frequency, rate or extent of mRNA processing, those processes involved in the conversion of a primary mRNA transcript into a mature mRNA prior to its translation into polypeptide."" [GOC:ai]"	136	101	5	15719	0.0495049504950495	0.0367647058823529	query_1	['GO:0006397', 'GO:1903311']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A']
1232	GO:BP	GO:0003180	aortic valve morphogenesis	0.0060419001268453	True	"""The process in which the structure of the aortic valve is generated and organized."" [GOC:mtg_heart]"	38	101	3	15719	0.0297029702970297	0.0789473684210526	query_1	['GO:0003176', 'GO:0003179']	['RB1', 'SMAD2', 'NOTCH1']
1231	GO:BP	GO:1902742	apoptotic process involved in development	0.0060419001268453	True	"""Any apoptotic process that is involved in anatomical structure development."" [GO_REF:0000060, GOC:mtg_apoptosis, GOC:pg, GOC:TermGenie]"	38	101	3	15719	0.0297029702970297	0.0789473684210526	query_1	['GO:0006915', 'GO:0048856']	['NOTCH1', 'PML', 'VDR']
1233	GO:BP	GO:0005975	carbohydrate metabolic process	0.0061134894431834	True	"""The chemical reactions and pathways involving carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:mah, ISBN:0198506732]"	520	101	10	15719	0.099009900990099	0.0192307692307692	query_1	['GO:0044238', 'GO:0071704']	['AKT1', 'STAT3', 'NCOA2', 'PPARA', 'USP7', 'EP300', 'NCOR1', 'KAT2B', 'FOXO1', 'TP53']
1235	GO:BP	GO:0051216	cartilage development	0.0061376949270394	True	"""The process whose specific outcome is the progression of a cartilage element over time, from its formation to the mature structure. Cartilage elements are skeletal elements that consist of connective tissue dominated by extracellular matrix containing collagen type II and large amounts of proteoglycan, particularly chondroitin sulfate."" [GOC:cjm, PMID:23251424]"	201	101	6	15719	0.0594059405940594	0.0298507462686567	query_1	['GO:0001501', 'GO:0048513', 'GO:0061448']	['SMAD1', 'CTNNB1', 'RB1', 'RUNX1', 'RARA', 'SMAD3']
1234	GO:BP	GO:0043281	regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0061376949270394	True	"""Any process that modulates the activity of a cysteine-type endopeptidase involved in apoptosis."" [GOC:jl, GOC:mtg_apoptosis]"	201	101	6	15719	0.0594059405940594	0.0298507462686567	query_1	['GO:2000116']	['REST', 'AKT1', 'PPARG', 'FABP1', 'SMAD3', 'PML']
1236	GO:BP	GO:0034728	nucleosome organization	0.0061886607790513	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of one or more nucleosomes."" [GOC:mah]"	137	101	5	15719	0.0495049504950495	0.0364963503649635	query_1	['GO:0006338', 'GO:0071824']	['SMARCA4', 'DAXX', 'SMARCB1', 'SMARCC2', 'SMARCC1']
1237	GO:BP	GO:0050727	regulation of inflammatory response	0.0062009551814588	True	"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]"	351	101	8	15719	0.0792079207920792	0.0227920227920227	query_1	['GO:0006954', 'GO:0031347', 'GO:0032101']	['PPARG', 'RB1', 'PPARA', 'NR1H3', 'GPS2', 'NR1H4', 'ESR1', 'SMAD3']
1239	GO:BP	GO:0090207	regulation of triglyceride metabolic process	0.0064782904360918	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]"	39	101	3	15719	0.0297029702970297	0.0769230769230769	query_1	['GO:0006641', 'GO:0019216', 'GO:0031323']	['NR1H2', 'NR1H3', 'TBL1XR1']
1238	GO:BP	GO:0043516	regulation of DNA damage response, signal transduction by p53 class mediator	0.0064782904360918	True	"""Any process that modulates the frequency, rate or extent of the cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:jl]"	39	101	3	15719	0.0297029702970297	0.0769230769230769	query_1	['GO:0030330', 'GO:0080135', 'GO:1901796']	['MDM2', 'TP53', 'KDM1A']
227	REAC	REAC:R-HSA-9619665	EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.0065057480729046	True	EGR2 and SOX10-mediated initiation of Schwann cell myelination	27	100	3	10022	0.03	0.1111111111111111	query_1	['REAC:R-HSA-9675108']	['SMARCA4', 'WWTR1', 'HDAC2']
1240	GO:BP	GO:0006096	glycolytic process	0.0065092325548964	True	"""The chemical reactions and pathways resulting in the breakdown of a carbohydrate into pyruvate, with the concomitant production of a small amount of ATP and the reduction of NAD(P) to NAD(P)H. Glycolysis begins with the metabolism of a carbohydrate to generate products that can enter the pathway and ends with the production of pyruvate. Pyruvate may be converted to acetyl-coenzyme A, ethanol, lactate, or other small molecules."" [GOC:bf, GOC:dph, ISBN:0201090910, ISBN:0716720094, ISBN:0879010479, Wikipedia:Glycolysis]"	83	101	4	15719	0.0396039603960396	0.0481927710843373	query_1	['GO:0006090', 'GO:0016052']	['STAT3', 'PPARA', 'EP300', 'NCOR1']
228	REAC	REAC:R-HSA-1852241	Organelle biogenesis and maintenance	0.0065267125951773	True	Organelle biogenesis and maintenance	290	100	9	10022	0.09	0.0310344827586206	query_1	['REAC:0000000']	['RXRA', 'CREBBP', 'NCOA2', 'PPARA', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
1241	GO:BP	GO:0007548	sex differentiation	0.0065468878333268	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	101	7	15719	0.0693069306930693	0.0253623188405797	query_1	['GO:0003006']	['NRIP1', 'CTNNB1', 'AR', 'SMAD4', 'ESR1', 'RARA', 'CCND1']
1242	GO:BP	GO:0055123	digestive system development	0.0065623737284185	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	101	5	15719	0.0495049504950495	0.0359712230215827	query_1	['GO:0048731']	['CTNNB1', 'RB1', 'SMAD2', 'NOTCH1', 'SMAD3']
1243	GO:BP	GO:0019953	sexual reproduction	0.0065942081932115	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	101	15	15719	0.1485148514851485	0.0147783251231527	query_1	['GO:0000003']	['SMAD1', 'NRIP1', 'AKT1', 'WDR77', 'STAT3', 'CTNNB1', 'RB1', 'SMARCA2', 'AR', 'SMAD4', 'NOTCH1', 'E2F1', 'CDK2', 'RARA', 'SKIL']
1244	GO:BP	GO:0043523	regulation of neuron apoptotic process	0.0067288064093872	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	205	101	6	15719	0.0594059405940594	0.0292682926829268	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['FOXO3', 'CTNNB1', 'MECP2', 'TP53', 'HIPK2', 'CCND1']
1245	GO:BP	GO:0003139	secondary heart field specification	0.0069106881885677	True	"""The process that results in the delineation of a specific region of the lateral mesoderm into the area which will form the majority of the mesodermal component of the right ventricle, arterial pole (outflow tract) and venous pole (inflow tract)."" [GOC:mtg_heart, GOC:rl, PMID:17276708]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0003128']	['RBPJ', 'FOXH1']
1246	GO:BP	GO:0038183	bile acid signaling pathway	0.0069106881885677	True	"""The series of molecular signals initiated by bile acid binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, PMID:12016314]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0007165']	['NR1H4', 'VDR']
1247	GO:BP	GO:0072497	mesenchymal stem cell differentiation	0.0069106881885677	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal stem cell. A mesenchymal stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized mesenchymal cells."" [CL:0002452, GOC:BHF]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0048863']	['REST', 'CTNNB1']
1264	GO:BP	GO:0071322	cellular response to carbohydrate stimulus	0.0069106881885677	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:mah]"	141	101	5	15719	0.0495049504950495	0.0354609929078014	query_1	['GO:0009743', 'GO:0071310', 'GO:1901701']	['SMARCA4', 'SIN3A', 'SMARCB1', 'SMAD4', 'NR1H4']
1263	GO:BP	GO:0045089	positive regulation of innate immune response	0.0069106881885677	True	"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	279	101	7	15719	0.0693069306930693	0.025089605734767	query_1	['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']	['CREBBP', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'NR1H4', 'ESR1']
1262	GO:BP	GO:0097709	connective tissue replacement	0.0069106881885677	True	"""The series of events leading to growth of connective tissue when loss of tissues that are incapable of regeneration occurs, or when fibrinous exudate cannot be adequately cleared."" [GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:25590961]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0048771']	['PPARG', 'RUNX1']
1248	GO:BP	GO:0033197	response to vitamin E	0.0069106881885677	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin E stimulus."" [GOC:sl]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0014070', 'GO:0033273', 'GO:1901700']	['PPARG', 'CCND1']
1260	GO:BP	GO:0009950	dorsal/ventral axis specification	0.0069106881885677	True	"""The establishment, maintenance and elaboration of the dorsal/ventral axis. The dorsal/ventral axis is defined by a line that runs orthogonal to both the anterior/posterior and left/right axes. The dorsal end is defined by the upper or back side of an organism. The ventral end is defined by the lower or front side of an organism."" [GOC:dph, GOC:go_curators, GOC:tb]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0009798', 'GO:0009953']	['CTNNB1', 'SMAD2']
1249	GO:BP	GO:0035112	genitalia morphogenesis	0.0069106881885677	True	"""The process in which the anatomical structures of genitalia are generated and organized. The genitalia are the organs of reproduction or generation, external and internal."" [GOC:bf]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0003006', 'GO:0009887', 'GO:0048806']	['CTNNB1', 'AR']
1250	GO:BP	GO:0060736	prostate gland growth	0.0069106881885677	True	"""The increase in size or mass of the prostate gland where the increase in size or mass has the specific outcome of the progression of the gland, from its formation to its mature state."" [GOC:dph]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0003006', 'GO:0030850', 'GO:0035265']	['AR', 'ESR1']
1251	GO:BP	GO:0042670	retinal cone cell differentiation	0.0069106881885677	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a retinal cone cell."" [GOC:go_curators]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0060219']	['NOTCH1', 'THRB']
1252	GO:BP	GO:0045603	positive regulation of endothelial cell differentiation	0.0069106881885677	True	"""Any process that activates or increases the frequency, rate or extent of endothelial cell differentiation."" [GOC:go_curators]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0030858', 'GO:0045446', 'GO:0045601']	['CTNNB1', 'NOTCH1']
1253	GO:BP	GO:0061418	regulation of transcription from RNA polymerase II promoter in response to hypoxia	0.0069106881885677	True	"""Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a hypoxia stimulus."" [GOC:dph, PMID:12511571]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0043618', 'GO:0071456']	['RBPJ', 'TP53']
1254	GO:BP	GO:0048340	paraxial mesoderm morphogenesis	0.0069106881885677	True	"""The process in which the anatomical structures of the paraxial mesoderm are generated and organized."" [GOC:go_curators]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0048332', 'GO:0048339', 'GO:0072132']	['SMAD2', 'SMAD3']
1255	GO:BP	GO:0031061	negative regulation of histone methylation	0.0069106881885677	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0016571', 'GO:0031060', 'GO:0031400']	['SMARCB1', 'KDM1A']
1256	GO:BP	GO:0032000	positive regulation of fatty acid beta-oxidation	0.0069106881885677	True	"""Any process that activates or increases the frequency, rate or extent of fatty acid beta-oxidation."" [GOC:mah]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0006635', 'GO:0031331', 'GO:0031998', 'GO:0046321', 'GO:0050996']	['PPARA', 'FABP1']
1261	GO:BP	GO:0060837	blood vessel endothelial cell differentiation	0.0069106881885677	True	"""The process in which a relatively unspecialized cell acquires specialized features of a blood vessel endothelial cell, a thin flattened cell that lines the inside surfaces of blood vessels."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0001568', 'GO:0045446']	['NOTCH1', 'RBPJ']
1257	GO:BP	GO:0070344	regulation of fat cell proliferation	0.0069106881885677	True	"""Any process that modulates the frequency, rate or extent of fat cell proliferation."" [GOC:mah, GOC:sl]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0042127', 'GO:0070341']	['TFDP1', 'E2F1']
1258	GO:BP	GO:0048505	regulation of timing of cell differentiation	0.0069106881885677	True	"""The process controlling the activation and/or rate at which relatively unspecialized cells acquire specialized features. Any process that modulates the rate, frequency or extent of the XXX at a consistent predetermined time point during its development."" [GOC:bf, GOC:dph, GOC:jid, GOC:tb]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0040034', 'GO:0045595']	['NOTCH1', 'RBPJ']
1259	GO:BP	GO:0032966	negative regulation of collagen biosynthetic process	0.0069106881885677	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:mah]"	11	101	2	15719	0.0198019801980198	0.1818181818181818	query_1	['GO:0009890', 'GO:0010713', 'GO:0032964', 'GO:0032965']	['PPARG', 'NOTCH1']
71	GO:CC	GO:0001650	fibrillar center	0.0069421414518827	True	"""A structure found most metazoan nucleoli, but not usually found in lower eukaryotes; surrounded by the dense fibrillar component; the zone of transcription from multiple copies of the pre-rRNA genes is in the border region between these two structures."" [PMID:10754561]"	139	101	5	16420	0.0495049504950495	0.0359712230215827	query_1	['GO:0005730', 'GO:0110165']	['NRIP1', 'CDK7', 'SMARCA4', 'E2F5', 'SMARCB1']
1265	GO:BP	GO:0042475	odontogenesis of dentin-containing tooth	0.0069622211621863	True	"""The process whose specific outcome is the progression of a dentin-containing tooth over time, from its formation to the mature structure. A dentin-containing tooth is a hard, bony organ borne on the jaw or other bone of a vertebrate, and is composed mainly of dentin, a dense calcified substance, covered by a layer of enamel."" [GOC:cjm, GOC:mah, GOC:mtg_sensu, PMID:10333884, PMID:15355794]"	85	101	4	15719	0.0396039603960396	0.0470588235294117	query_1	['GO:0042476']	['CTNNB1', 'HDAC1', 'PPARA', 'HDAC2']
1266	GO:BP	GO:0043086	negative regulation of catalytic activity	0.0070144157210482	True	"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	624	101	11	15719	0.1089108910891089	0.0176282051282051	query_1	['GO:0044092', 'GO:0050790']	['AKT1', 'PPARG', 'RB1', 'CDKN1A', 'WWTR1', 'NOTCH1', 'FABP1', 'KAT2B', 'CDKN1B', 'TP53', 'PML']
1267	GO:BP	GO:0072006	nephron development	0.007061540442914	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	101	5	15719	0.0495049504950495	0.0352112676056338	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1', 'WWTR1', 'SMAD4', 'NOTCH1', 'NOTCH2']
230	REAC	REAC:R-HSA-8939242	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	0.0071924373014456	True	RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	8	100	2	10022	0.02	0.25	query_1	['REAC:R-HSA-8878171']	['CBFB', 'RUNX1']
229	REAC	REAC:R-HSA-8951430	RUNX3 regulates WNT signaling	0.0071924373014456	True	RUNX3 regulates WNT signaling	8	100	2	10022	0.02	0.25	query_1	['REAC:R-HSA-8878159']	['CTNNB1', 'CCND1']
1268	GO:BP	GO:2000243	positive regulation of reproductive process	0.0072490891279467	True	"""Any process that activates or increases the frequency, rate or extent of reproductive process."" [GOC:mah]"	86	101	4	15719	0.0396039603960396	0.0465116279069767	query_1	['GO:0022414', 'GO:0048518', 'GO:2000241']	['SMURF2', 'CTNNB1', 'AR', 'HDAC2']
1272	GO:BP	GO:0044706	multi-multicellular organism process	0.0072520797028657	True	"""A multicellular organism process which involves another multicellular organism of the same or different species."" [GOC:jl]"	209	101	6	15719	0.0594059405940594	0.0287081339712918	query_1	['GO:0032501']	['AKT1', 'SMURF2', 'AR', 'ESR1', 'RARA', 'VDR']
1271	GO:BP	GO:0031396	regulation of protein ubiquitination	0.0072520797028657	True	"""Any process that modulates the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	209	101	6	15719	0.0594059405940594	0.0287081339712918	query_1	['GO:0016567', 'GO:1903320']	['AKT1', 'DAXX', 'GPS2', 'HDAC3', 'CDKN1B', 'KDM1A']
1270	GO:BP	GO:0030534	adult behavior	0.0072520797028657	True	"""Behavior in a fully developed and mature organism."" [GOC:mah, ISBN:0877797099]"	143	101	5	15719	0.0495049504950495	0.0349650349650349	query_1	['GO:0007610']	['PPARA', 'MECP2', 'CCND2', 'HDAC2', 'HIPK2']
1269	GO:BP	GO:0045732	positive regulation of protein catabolic process	0.0072520797028657	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]"	209	101	6	15719	0.0594059405940594	0.0287081339712918	query_1	['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']	['AKT1', 'MDM2', 'SUMO1', 'SUMO2', 'FOXO1', 'CDKN1B']
1276	GO:BP	GO:0033365	protein localization to organelle	0.0072692654411058	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	101	14	15719	0.1386138613861386	0.0151515151515151	query_1	['GO:0008104']	['AKT1', 'MDM2', 'STAT3', 'RB1', 'SIN3A', 'CDKN1A', 'WWTR1', 'SUMO1', 'NOTCH1', 'HDAC3', 'ESR1', 'TP53', 'SMAD3', 'PML']
1273	GO:BP	GO:0000578	embryonic axis specification	0.0072692654411058	True	"""The establishment, maintenance and elaboration of a pattern along a line or a point in an embryo."" [GOC:dph, GOC:go_curators, GOC:sdb_2009, GOC:tb]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0009798', 'GO:0009880']	['CTNNB1', 'SMAD2', 'SMAD4']
1274	GO:BP	GO:0031063	regulation of histone deacetylation	0.0072692654411058	True	"""Any process that modulates the frequency, rate or extent of the removal of acetyl groups from histones."" [GOC:mah]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0016575', 'GO:0031056', 'GO:0090311']	['KAT2B', 'TP53', 'PML']
1275	GO:BP	GO:0060412	ventricular septum morphogenesis	0.0072692654411058	True	"""The developmental process in which a ventricular septum is generated and organized. A ventricular septum is an anatomical structure that separates the lower chambers (ventricles) of the heart from one another."" [GOC:dph]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0003281', 'GO:0060411']	['SMAD4', 'NOTCH1', 'RBPJ']
1277	GO:BP	GO:0048512	circadian behavior	0.0072692654411058	True	"""The specific behavior of an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators, GOC:pr]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0007622', 'GO:0007623']	['NCOA2', 'NCOR1', 'TP53']
231	REAC	REAC:R-HSA-3214847	HATs acetylate histones	0.0073268516943556	True	HATs acetylate histones	140	100	6	10022	0.06	0.0428571428571428	query_1	['REAC:R-HSA-3247509']	['CREBBP', 'NCOA2', 'PAX3', 'EP300', 'KAT2B', 'NCOA1']
1278	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0073383314096775	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	101	9	15719	0.0891089108910891	0.0201342281879194	query_1	['GO:0033365', 'GO:0045184']	['AKT1', 'STAT3', 'CDKN1A', 'SUMO1', 'NOTCH1', 'HDAC3', 'TP53', 'SMAD3', 'PML']
1279	GO:BP	GO:0008593	regulation of Notch signaling pathway	0.0074964487206579	True	"""Any process that modulates the frequency, rate or extent of the Notch signaling pathway."" [GOC:go_curators]"	87	101	4	15719	0.0396039603960396	0.0459770114942528	query_1	['GO:0007219', 'GO:0009966']	['AKT1', 'STAT3', 'NOTCH1', 'CCNC']
1280	GO:BP	GO:0010876	lipid localization	0.0075501426206018	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	449	101	9	15719	0.0891089108910891	0.0200445434298441	query_1	['GO:0033036']	['NRIP1', 'RXRA', 'AKT1', 'PPARG', 'NR1H2', 'PPARA', 'NR1H3', 'GPS2', 'FABP1']
1281	GO:BP	GO:0016052	carbohydrate catabolic process	0.0076373911726314	True	"""The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [ISBN:0198506732]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0005975', 'GO:1901575']	['STAT3', 'PPARA', 'EP300', 'NCOR1', 'TP53']
1282	GO:BP	GO:0008584	male gonad development	0.0076373911726314	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['AR', 'SMAD4', 'ESR1', 'RARA', 'CCND1']
1283	GO:BP	GO:0001959	regulation of cytokine-mediated signaling pathway	0.0076373911726314	True	"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0009966', 'GO:0019221', 'GO:0060759']	['PPARG', 'NR1H2', 'NR1H3', 'GPS2', 'NR1H4']
1284	GO:BP	GO:0000387	spliceosomal snRNP assembly	0.007726146890148	True	"""The aggregation, arrangement and bonding together of one or more snRNA and multiple protein components to form a ribonucleoprotein complex that is involved in formation of the spliceosome."" [GOC:krc, GOC:mah, ISBN:0879695897]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0000398', 'GO:0022618']	['WDR77', 'PRMT5', 'CLNS1A']
1285	GO:BP	GO:0042551	neuron maturation	0.007726146890148	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for a neuron to attain its fully functional state."" [GOC:dph, GOC:jl]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0048469', 'GO:0048666']	['RB1', 'MECP2', 'KDM1A']
1286	GO:BP	GO:0001709	cell fate determination	0.007726146890148	True	"""The cellular developmental process involved in cell fate commitment that occurs after cell fate specification,  in which a cell is irreversibly committed to a cellular developmental fate which is heritable on cell division."" [ISBN:0878932437]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0045165', 'GO:0048869']	['CTNNB1', 'FOXG1', 'NOTCH2']
1287	GO:BP	GO:0007595	lactation	0.007726146890148	True	"""The regulated release of milk from the mammary glands and the period of time that a mother lactates to feed her young."" [ISBN:0198506732]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0007589', 'GO:0030879']	['NCOR2', 'CCND1', 'VDR']
1288	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0077545914752307	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0006979', 'GO:0080134']	['REST', 'AKT1', 'CTNNB1', 'PDE8A']
1289	GO:BP	GO:0060021	roof of mouth development	0.0077545914752307	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0048856']	['SUMO1', 'SMAD2', 'SMAD4', 'SKI']
