Trichothiodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1351	GO:BP	GO:0034244	negative regulation of transcription elongation by RNA polymerase II	0.019396750084792	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of transcription elongation, the extension of an RNA molecule after transcription initiation and promoter clearance by the addition of ribonucleotides, catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]"	18	107	2	17376	0.0186915887850467	0.1111111111111111	query_1	['GO:0006368', 'GO:0032785', 'GO:0034243']	['SUPT4H1', 'HEXIM1']
1352	GO:BP	GO:0048339	paraxial mesoderm development	0.019396750084792	True	"""The process whose specific outcome is the progression of the paraxial mesoderm over time, from its formation to the mature structure. The paraxial mesoderm is the mesoderm located bilaterally adjacent to the notochord and neural tube."" [GOC:dgh]"	18	107	2	17376	0.0186915887850467	0.1111111111111111	query_1	['GO:0007498', 'GO:0060485']	['SMAD2', 'SMAD3']
1353	GO:BP	GO:0060438	trachea development	0.019396750084792	True	"""The process whose specific outcome is the progression of a trachea over time, from its formation to the mature structure. The trachea is the portion of the airway that attaches to the bronchi as it branches."" [GOC:dph]"	18	107	2	17376	0.0186915887850467	0.1111111111111111	query_1	['GO:0048513', 'GO:0060541']	['CTNNB1', 'RARA']
1354	GO:BP	GO:0010721	negative regulation of cell development	0.0195613576916255	True	"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	260	107	6	17376	0.0560747663551401	0.023076923076923	query_1	['GO:0045596', 'GO:0048468', 'GO:0060284']	['CBFB', 'CTNNB1', 'RUNX1', 'SKI', 'RARA', 'TP53']
1355	GO:BP	GO:0060135	maternal process involved in female pregnancy	0.019678778666691	True	"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]"	58	107	3	17376	0.02803738317757	0.0517241379310344	query_1	['GO:0007565', 'GO:0048609']	['AKT1', 'AR', 'ESR1']
1356	GO:BP	GO:0060341	regulation of cellular localization	0.0199251907304585	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	950	107	13	17376	0.1214953271028037	0.0136842105263157	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['AKT1', 'NR1H2', 'CTNNB1', 'SIN3A', 'CDK9', 'NR1H3', 'AR', 'SUMO1', 'HDAC3', 'FOXO1', 'SMAD3', 'PML', 'KDM1A']
1357	GO:BP	GO:0030282	bone mineralization	0.0199595424515543	True	"""The deposition of hydroxyapatite, a form of calcium phosphate with the formula Ca10(PO4)6(OH)2, in bone tissue."" [GOC:mah, PMID:22936354]"	115	107	4	17376	0.0373831775700934	0.0347826086956521	query_1	['GO:0001503', 'GO:0031214']	['RXRA', 'RXRB', 'SMAD3', 'ERCC2']
1358	REAC	REAC:R-HSA-6803529	FGFR2 alternative splicing	0.0200926207083334	True	FGFR2 alternative splicing	25	107	2	17376	0.0186915887850467	0.08	query_1	['REAC:R-HSA-5654738']	['GTF2F1', 'GTF2F2']
1359	GO:BP	GO:0009746	response to hexose	0.0205350888852986	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hexose stimulus."" [GOC:jl]"	185	107	5	17376	0.0467289719626168	0.027027027027027	query_1	['GO:0034284']	['SMARCA4', 'SIN3A', 'SMAD2', 'SMARCB1', 'SMAD4']
1360	GO:BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	0.0205350888852986	True	"""The process in which a relatively unspecialized cell acquires specialized features of a columnar/cuboidal epithelial cell. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube."" [GOC:dph]"	116	107	4	17376	0.0373831775700934	0.0344827586206896	query_1	['GO:0030855']	['AKT1', 'WDR77', 'CTNNB1', 'RARA']
1361	GO:BP	GO:0046686	response to cadmium ion	0.0205350888852986	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	107	3	17376	0.02803738317757	0.0508474576271186	query_1	['GO:0010038']	['AKT1', 'SUMO1', 'DAXX']
1362	GO:BP	GO:0060010	Sertoli cell fate commitment	0.0208241991998723	True	"""The process in which the cellular identity of Sertoli cells is acquired and determined."" [GOC:dph]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0003006', 'GO:0060008', 'GO:0072148']	['RARA']
1363	GO:BP	GO:0000717	nucleotide-excision repair, DNA duplex unwinding	0.0208241991998723	True	"""The unwinding, or local denaturation, of the DNA duplex to create a bubble around the site of the DNA damage."" [GOC:elh, PMID:10197977]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0006289', 'GO:0032508']	['ERCC3']
1364	GO:BP	GO:0060039	pericardium development	0.0208241991998723	True	"""The process whose specific outcome is the progression of the pericardium over time, from its formation to the mature structure. The pericardium is a double-walled sac that contains the heart and the roots of the aorta, vena cava and the pulmonary artery."" [GOC:dph, GOC:rph, PMID:15138308, PMID:16376438]"	19	107	2	17376	0.0186915887850467	0.1052631578947368	query_1	['GO:0007507', 'GO:0060429']	['SMAD2', 'SMAD3']
1365	GO:BP	GO:0000409	regulation of transcription by galactose	0.0208241991998723	True	"""Any process involving galactose that modulates the frequency, rate or extent or transcription."" [GOC:go_curators]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0006355']	['NCOA1']
1366	GO:BP	GO:1905305	negative regulation of cardiac myofibril assembly	0.0208241991998723	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0051494', 'GO:0055003', 'GO:1902116', 'GO:1902904', 'GO:1905304', 'GO:2000726']	['SMAD4']
1367	GO:BP	GO:1905304	regulation of cardiac myofibril assembly	0.0208241991998723	True	"""Any process that modulates the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0055003', 'GO:0060284', 'GO:0110020', 'GO:1902115', 'GO:1902903']	['SMAD4']
1368	GO:BP	GO:1990679	histone H4-K12 deacetylation	0.0208241991998723	True	"""The modification of histone H4 by the removal of an acetyl group from lysine at position 12 of the histone."" [PMID:17446861]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0070933']	['HDAC3']
1369	GO:BP	GO:1990114	RNA polymerase II core complex assembly	0.0208241991998723	True	"""The aggregation, arrangement and bonding together of a set of components to form the eukaryotic RNA polymerase II core complex."" [GOC:rb, PMID:23459708]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0065003']	['GTF2B']
1370	GO:BP	GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	0.0208241991998723	True	"""Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter."" [GOC:krc]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0000411', 'GO:0000431', 'GO:0000436']	['NCOA1']
1371	GO:BP	GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	0.0208241991998723	True	"""Any process involving galactose that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:krc]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0000409', 'GO:0000429']	['NCOA1']
1372	GO:BP	GO:1905856	negative regulation of pentose-phosphate shunt	0.0208241991998723	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of pentose-phosphate shunt."" [GO_REF:0000058, GOC:TermGenie, PMID:19015259]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0006098', 'GO:0043456', 'GO:1900543']	['TP53']
1373	GO:BP	GO:0000411	positive regulation of transcription by galactose	0.0208241991998723	True	"""Any process involving galactose that activates or increases the rate of transcription."" [GOC:go_curators]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0000409', 'GO:0045991']	['NCOA1']
1374	GO:BP	GO:0001113	transcription open complex formation at RNA polymerase II promoter	0.0208241991998723	True	"""Any process involved in the melting of the DNA hybrid of the core promoter region within the transcriptional closed complex of an RNA polymerase II preinitiation complex (PIC) to produce an open complex where the DNA duplex around the transcription initiation site is unwound to form the transcription bubble."" [GOC:txnOH, PMID:15020047, PMID:18280161]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0001112', 'GO:0006367']	['GTF2E1']
1375	GO:BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.0208241991998723	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, resulting in the induction of the transcription of p21 (also known as WAF1, CIP1 and SDI1) or any equivalent protein, in response to the detection of DNA damage."" [PMID:10967424]"	19	107	2	17376	0.0186915887850467	0.1052631578947368	query_1	['GO:0030330', 'GO:0042772']	['TP53', 'HIPK2']
1376	GO:BP	GO:0003251	positive regulation of cell proliferation involved in heart valve morphogenesis	0.0208241991998723	True	"""Any process that increases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0003249', 'GO:0003250', 'GO:2000138']	['SMAD4']
1377	GO:BP	GO:0036268	swimming	0.0208241991998723	True	"""Self-propelled movement of an organism from one location to another through water, often by means of active fin movement."" [GOC:cvs, PMID:22459995]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0040011']	['EP300']
1378	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0208241991998723	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
1379	GO:BP	GO:1904992	positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting dopamine receptor signaling pathway."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:26554819]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0007195', 'GO:0045745', 'GO:0060161', 'GO:1904990']	['PRMT5']
1380	GO:BP	GO:0032938	negative regulation of translation in response to oxidative stress	0.0208241991998723	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of translation as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0032057', 'GO:0043556', 'GO:0043558']	['PML']
1381	GO:BP	GO:0032916	positive regulation of transforming growth factor beta3 production	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0032907', 'GO:0032910', 'GO:0071636']	['SMAD3']
1382	GO:BP	GO:0019102	male somatic sex determination	0.0208241991998723	True	"""The determination of sex and sexual phenotypes in a male organism's soma."" [GOC:mah]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0018993', 'GO:0030238']	['AR']
1383	GO:BP	GO:0018276	isopeptide cross-linking via N6-glycyl-L-lysine	0.0208241991998723	True	"""The formation of an isopeptide cross-link between peptidyl-lysine and peptidyl-glycine to produce N6-glycyl-L-lysine. This is distinct from the formation of the thiolester intermediate, which occurs during ubiquitination."" [RESID:AA0125]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0016567', 'GO:0018201', 'GO:0018205', 'GO:0018262']	['RNF113A']
1384	GO:BP	GO:0010878	cholesterol storage	0.0208241991998723	True	"""The accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:BHF, GOC:dph, GOC:tb]"	19	107	2	17376	0.0186915887850467	0.1052631578947368	query_1	['GO:0019915']	['NR1H2', 'NR1H3']
1385	GO:BP	GO:0010866	regulation of triglyceride biosynthetic process	0.0208241991998723	True	"""Any process that modulates the rate, frequency, or extent of triglyceride biosynthesis. Triglyceride biosynthesis is the collection of chemical reactions and pathways resulting in the formation of triglyceride, any triester of glycerol."" [GOC:BHF, GOC:tb]"	19	107	2	17376	0.0186915887850467	0.1052631578947368	query_1	['GO:0019432', 'GO:0031326', 'GO:0046890', 'GO:0090207']	['NR1H2', 'NR1H3']
1386	GO:BP	GO:0045951	positive regulation of mitotic recombination	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate or extent of DNA recombination during mitosis."" [GOC:go_curators]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0000019', 'GO:0006312', 'GO:0045911']	['ERCC2']
1387	GO:BP	GO:0010639	negative regulation of organelle organization	0.0208241991998723	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	350	107	7	17376	0.0654205607476635	0.02	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']	['AKT1', 'SMAD4', 'MNAT1', 'BRCA1', 'KAT2B', 'TP53', 'PML']
1388	GO:BP	GO:0009301	snRNA transcription	0.0208241991998723	True	"""The synthesis of small nuclear RNA (snRNA) from a DNA template."" [GOC:jl, ISBN:0321000382]"	19	107	2	17376	0.0186915887850467	0.1052631578947368	query_1	['GO:0016073', 'GO:0098781']	['ZNF143', 'CDK7']
1389	GO:BP	GO:0007403	glial cell fate determination	0.0208241991998723	True	"""The cell fate determination process in which a cell becomes capable of differentiating autonomously into a glial cell regardless of its environment; upon determination, the cell fate cannot be reversed."" [GOC:go_curators, GOC:mtg_sensu]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0001709', 'GO:0021781']	['CTNNB1']
1390	GO:BP	GO:0043556	regulation of translation in response to oxidative stress	0.0208241991998723	True	"""Any process that modulates the frequency, rate or extent of translation as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0032055', 'GO:0034599']	['PML']
1391	GO:BP	GO:0006294	nucleotide-excision repair, preincision complex assembly	0.0208241991998723	True	"""The aggregation, arrangement and bonding together of proteins on DNA to form the multiprotein complex involved in damage recognition, DNA helix unwinding, and endonucleolytic cleavage at the site of DNA damage. This assembly occurs before the phosphodiester backbone of the damaged strand is cleaved 3' and 5' of the site of DNA damage."" [GOC:elh, PMID:10197977]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0006289', 'GO:0065004']	['GTF2H5']
1392	GO:BP	GO:0001543	ovarian follicle rupture	0.0208241991998723	True	"""Disruption of theca cell layer releasing follicular fluid and/or the oocyte."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0001542', 'GO:0022602']	['NRIP1']
1393	GO:BP	GO:1904990	regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	0.0208241991998723	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting dopamine receptor signaling pathway."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:26554819]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0007195', 'GO:0008277', 'GO:0060159']	['PRMT5']
1394	GO:BP	GO:0090341	negative regulation of secretion of lysosomal enzymes	0.0208241991998723	True	"""Any process that decreases the rate, frequency or extent of secretion of lysosomal enzymes, the controlled release of lysosomal enzymes by a cell."" [GOC:BHF]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0033299', 'GO:0050709', 'GO:0090182']	['NR1H3']
1395	GO:BP	GO:1903451	negative regulation of G1 to G0 transition	0.0208241991998723	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of G1 to G0 transition."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24088570]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0010948', 'GO:0070314', 'GO:1903450']	['TP53']
1396	GO:BP	GO:1903182	regulation of SUMO transferase activity	0.0208241991998723	True	"""Any process that modulates the frequency, rate or extent of SUMO ligase activity."" [GO_REF:0000059, GOC:bf, GOC:PARL, GOC:TermGenie]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0033233', 'GO:0051338']	['UBE2I']
1397	GO:BP	GO:0061323	cell proliferation involved in heart morphogenesis	0.0208241991998723	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population that contributes to the shaping of the heart."" [GOC:dph, GOC:mtg_heart]"	19	107	2	17376	0.0186915887850467	0.1052631578947368	query_1	['GO:0003007', 'GO:0008283']	['CTNNB1', 'SMAD4']
1398	GO:BP	GO:0060520	activation of prostate induction by androgen receptor signaling pathway	0.0208241991998723	True	"""The series of molecular signals initiated by androgen binding to its receptor in the urogenital sinus mesenchyme that initiates prostate induction. Prostate induction is the close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, GOC:tb, PMID:18977204]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0010647', 'GO:0023056', 'GO:0030521', 'GO:0042659', 'GO:0060514', 'GO:0060685', 'GO:0110110', 'GO:1905332', 'GO:2000243']	['AR']
1399	GO:BP	GO:0060515	prostate field specification	0.0208241991998723	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
1400	GO:BP	GO:0061040	female gonad morphogenesis	0.0208241991998723	True	"""The process in which a female gonad is generated and organized."" [GOC:BHF, GOC:dph]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0008585', 'GO:0035262']	['SMAD4']
1401	GO:BP	GO:1903755	positive regulation of SUMO transferase activity	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate or extent of SUMO transferase activity."" [GO_REF:0000059, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:19955185]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0051347', 'GO:1903182']	['UBE2I']
1402	GO:BP	GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.0208241991998723	True	"""The canonical Wnt signaling pathway that contributes to the modulation of the expansion of a population of cardiac outflow tract cells."" [GOC:dph, GOC:mtg_heart]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0044340', 'GO:0061316', 'GO:1901963']	['CTNNB1']
1403	GO:BP	GO:1904828	positive regulation of hydrogen sulfide biosynthetic process	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0031328', 'GO:0051176', 'GO:0070814', 'GO:1904826']	['SP1']
1404	GO:BP	GO:0090340	positive regulation of secretion of lysosomal enzymes	0.0208241991998723	True	"""Any process that increases the rate, frequency or extent of secretion of lysosomal enzymes, the controlled release of lysosomal enzymes by a cell."" [GOC:BHF]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0033299', 'GO:0050714', 'GO:0090182']	['NR1H2']
1405	GO:BP	GO:0061767	negative regulation of lung blood pressure	0.0208241991998723	True	"""The process that decreases the force with which blood travels through the lungs."" [GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:dph, PMID:22161164]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0014916']	['SMAD3']
1406	GO:BP	GO:0060514	prostate induction	0.0208241991998723	True	"""The close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, PMID:18977204]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0001759', 'GO:0060515', 'GO:0060685', 'GO:1905332', 'GO:2000243']	['AR']
1407	GO:BP	GO:1903839	positive regulation of mRNA 3'-UTR binding	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate or extent of mRNA 3'-UTR binding."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:19575011]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:1902416', 'GO:1903837']	['CDK9']
1408	GO:BP	GO:0061921	peptidyl-lysine propionylation	0.0208241991998723	True	"""The propionylation of peptidyl-lysine."" [PMID:17267393]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0043543']	['EP300']
1409	GO:BP	GO:1903837	regulation of mRNA 3'-UTR binding	0.0208241991998723	True	"""Any process that modulates the frequency, rate or extent of mRNA 3'-UTR binding."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:19575011]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:1902415']	['CDK9']
1410	GO:BP	GO:0070512	positive regulation of histone H4-K20 methylation	0.0208241991998723	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 20 of histone H4."" [GOC:mah]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0031062']	['BRCA1']
1411	GO:BP	GO:0140067	peptidyl-lysine butyrylation	0.0208241991998723	True	"""The butyrylation of a lysine residue in a protein. Butyryl is the univalent radical C3H7COO- derived from butyric acid."" [PMID:27105113, Wikipedia:butyryl]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0043543']	['EP300']
1412	GO:BP	GO:0070898	RNA polymerase III preinitiation complex assembly	0.0208241991998723	True	"""The aggregation, arrangement and bonding together of proteins on promoter DNA to form the transcriptional preinitiation complex (PIC), the formation of which is a prerequisite for transcription from an RNA polymerase III promoter."" [GOC:jp, GOC:txnOH, PMID:11387215, PMID:12381659]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0006384', 'GO:0070897']	['BDP1']
1413	GO:BP	GO:1901565	organonitrogen compound catabolic process	0.0208241991998723	True	"""The chemical reactions and pathways resulting in the breakdown of organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	1301	107	16	17376	0.1495327102803738	0.0122982321291314	query_1	['GO:1901564', 'GO:1901575']	['UBE2I', 'AKT1', 'SMURF2', 'CTNNB1', 'TBL1X', 'SUMO1', 'RNF26', 'SMAD4', 'SUMO2', 'FOXO1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PML', 'SMARCC1', 'HIPK2']
1414	GO:BP	GO:1904826	regulation of hydrogen sulfide biosynthetic process	0.0208241991998723	True	"""Any process that modulates the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0031326', 'GO:0042762', 'GO:0070814']	['SP1']
1415	GO:BP	GO:0071482	cellular response to light stimulus	0.0208241991998723	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:mah]"	118	107	4	17376	0.0373831775700934	0.0338983050847457	query_1	['GO:0009416', 'GO:0071478']	['CREBBP', 'EP300', 'TP53', 'KDM1A']
1416	GO:BP	GO:0060709	glycogen cell differentiation involved in embryonic placenta development	0.0208241991998723	True	"""The process in which a relatively unspecialized cell acquires specialized features of a glycogen cell of the placenta. A glycogen cell is a vacuolated glycogen-rich cell that appears in compact cell islets of the spongiotrophoblast layer."" [GOC:dph, PMID:16269175]"	1	107	1	17376	0.0093457943925233	1.0	query_1	['GO:0060706', 'GO:0060712']	['AKT1']
1417	GO:BP	GO:0007420	brain development	0.0210272629839127	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	746	107	11	17376	0.102803738317757	0.0147453083109919	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['CTNNB1', 'HDAC1', 'FOXG1', 'NCOR2', 'SIN3A', 'MECP2', 'MNAT1', 'SKI', 'RARA', 'TP53', 'KDM1A']
1418	GO:BP	GO:0031047	RNA-mediated gene silencing	0.0211897922057251	True	"""A process in which an RNA molecule reduces expression of target genes. This can occur pre-transcriptionally by assembly of heterochromatin and prevention of transcription or co- or post-transcriptionally by targeting RNAs for degradation or by interfering with splicing or translation. This process starts once the inhibitory RNA molecule has been transcribed, and includes processing of the RNA such as cleavage, modifications, transport from the nucleus to the cytoplasm, loading onto the RISC complex, and the effect on transcription or translation."" [PMID:15020054]"	119	107	4	17376	0.0373831775700934	0.0336134453781512	query_1	['GO:0010629']	['DDX5', 'SMAD2', 'TP53', 'SMAD3']
1419	GO:BP	GO:0070997	neuron death	0.0211982665872403	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	354	107	7	17376	0.0654205607476635	0.019774011299435	query_1	['GO:0008219']	['AKT1', 'FOXO3', 'CTNNB1', 'DAXX', 'MECP2', 'TP53', 'HIPK2']
1420	GO:BP	GO:0042306	regulation of protein import into nucleus	0.0212438166016021	True	"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]"	61	107	3	17376	0.02803738317757	0.0491803278688524	query_1	['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']	['SUMO1', 'HDAC3', 'SMAD3']
1421	GO:BP	GO:0051130	positive regulation of cellular component organization	0.0214656911982998	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	107	14	17376	0.1308411214953271	0.0129749768303985	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['NR1H2', 'CTNNB1', 'SIN3A', 'AR', 'SUMO1', 'RUNX1', 'EP300', 'MECP2', 'ESR1', 'TP53', 'SMAD3', 'PML', 'KDM1A', 'SKIL']
1422	GO:BP	GO:0002683	negative regulation of immune system process	0.0214926843846978	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune system process."" [GOC:add]"	447	107	8	17376	0.0747663551401869	0.017897091722595	query_1	['GO:0002376', 'GO:0002682', 'GO:0048519']	['AKT1', 'CBFB', 'NR1H2', 'CTNNB1', 'NR1H3', 'RUNX1', 'GPS2', 'RARA']
1423	GO:CC	GO:0015630	microtubule cytoskeleton	0.0214979583056652	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1324	107	16	17376	0.1495327102803738	0.0120845921450151	query_1	['GO:0005856']	['AKT1', 'MPLKIP', 'CTNNB1', 'TBL1X', 'CTDP1', 'SMAD4', 'MECP2', 'NCOR1', 'HDAC3', 'SKI', 'BRCA1', 'KAT2B', 'GTF2F2', 'TBL1XR1', 'TP53', 'ERCC2']
