Wiedemann-Rautenstrauch syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
567	GO:BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0010861251615088	True	"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	247	100	8	15719	0.08	0.0323886639676113	query_1	['GO:0007178', 'GO:0009966']	['TGFB3', 'LTBP1', 'LOX', 'FBN1', 'FBN2', 'EMILIN1', 'THBS1', 'ITGA3']
568	GO:BP	GO:0043933	protein-containing complex organization	0.0011024115626969	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1738	100	24	15719	0.24	0.0138089758342922	query_1	['GO:0016043']	['MET', 'FN1', 'SRC', 'FGA', 'PLCG2', 'PXN', 'GRB2', 'JAM3', 'APOA1', 'VBP1', 'HSP90AA1', 'FGB', 'SYK', 'FGG', 'PTK2B', 'VEGFA', 'VTN', 'PFDN6', 'TLN1', 'PTK2', 'DNAAF10', 'ELN', 'PTPN11', 'PIH1D1']
89	GO:CC	GO:0016020	membrane	0.0011487931358307	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8365	101	69	16420	0.6831683168316832	0.0082486551105797	query_1	['GO:0110165']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LAT', 'ADAM19', 'MADCAM1', 'LYN', 'LMNB2', 'GRB2', 'TNC', 'MFAP3', 'LCP2', 'JAM3', 'EGFR', 'APOA1', 'ITGAE', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PDGFRA']
569	GO:BP	GO:2000353	positive regulation of endothelial cell apoptotic process	0.0011551340284136	True	"""Any process that activates or increases the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0072577', 'GO:1904037', 'GO:2000351']	['ITGA4', 'PLCG1', 'THBS1']
570	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0011551340284136	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0038127']	['SRC', 'EGFR', 'ERBB2']
571	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	0.0011848445273492	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	84	100	5	15719	0.05	0.0595238095238095	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['TGFB3', 'LTBP1', 'FBN1', 'FBN2', 'EMILIN1']
160	REAC	REAC:R-HSA-75892	Platelet Adhesion to exposed collagen	0.0012139590050634	True	Platelet Adhesion to exposed collagen	15	93	3	10022	0.032258064516129	0.2	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FYN', 'LYN']
159	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0012139590050634	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	93	3	10022	0.032258064516129	0.2	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2', 'VEGFA']
572	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0012177073120611	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	100	9	15719	0.09	0.028125	query_1	['GO:0052547']	['SRC', 'FYN', 'LYN', 'SYK', 'VEGFA', 'VTN', 'LCK', 'THBS1', 'PIH1D1']
573	GO:BP	GO:0045216	cell-cell junction organization	0.0012253805177732	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	100	7	15719	0.07	0.037037037037037	query_1	['GO:0034330']	['SRC', 'TGFB3', 'JAM3', 'VCL', 'CDH1', 'VEGFA', 'TLN1']
574	GO:BP	GO:1904019	epithelial cell apoptotic process	0.0012288243528429	True	"""Any apoptotic process in an epithelial cell."" [GO_REF:0000085, GOC:TermGenie, PMID:19137015]"	133	100	6	15719	0.06	0.0451127819548872	query_1	['GO:0006915']	['FGA', 'ITGA4', 'FGB', 'PLCG1', 'FGG', 'THBS1']
576	GO:BP	GO:2000404	regulation of T cell migration	0.001229859612374	True	"""Any process that modulates the frequency, rate or extent of T cell migration."" [GOC:mah]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0072678', 'GO:2000401']	['ITGB3', 'CRK', 'ITGA4', 'CRKL']
575	GO:BP	GO:1905953	negative regulation of lipid localization	0.001229859612374	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['ITGAV', 'ITGB3', 'THBS1', 'PTPN11']
577	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	0.001229859612374	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2']
578	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	0.0012547758294799	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	100	7	15719	0.07	0.0368421052631578	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'TGFB3', 'PXN', 'GRB2', 'APOA1', 'PTK2B', 'PFDN2']
579	GO:BP	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0013331261372631	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	47	100	4	15719	0.04	0.0851063829787234	query_1	['GO:0008625', 'GO:2001236']	['FGA', 'FGB', 'FGG', 'THBS1']
580	GO:BP	GO:0007161	calcium-independent cell-matrix adhesion	0.0014207023024664	True	"""The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]"	4	100	2	15719	0.02	0.5	query_1	['GO:0007160']	['ITGB1', 'FN1']
581	GO:BP	GO:1904393	regulation of skeletal muscle acetylcholine-gated channel clustering	0.0014207023024664	True	"""Any process that modulates the frequency, rate or extent of skeletal muscle acetylcholine-gated channel clustering."" [GO_REF:0000058, GOC:TermGenie, PMID:7722643]"	4	100	2	15719	0.02	0.5	query_1	['GO:0071340', 'GO:1903909']	['LRP4', 'CRKL']
582	GO:BP	GO:0110053	regulation of actin filament organization	0.001423174155367	True	"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]"	258	100	8	15719	0.08	0.0310077519379844	query_1	['GO:0007015', 'GO:0032956', 'GO:1902903']	['MET', 'TGFB3', 'PIK3R1', 'PXN', 'GRB2', 'APOA1', 'PTK2B', 'ELN']
583	GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	0.0014373474224328	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	48	100	4	15719	0.04	0.0833333333333333	query_1	['GO:0007265', 'GO:0046578', 'GO:0051058']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA3']
90	GO:CC	GO:0097255	R2TP complex	0.0014520535656071	True	"""A highly conserved protein complex comprised of two ATP-dependent DNA helicases (Rvb1p and Rvb2p in yeast, Pontin52 and Reptin52 in humans), Pih1p in yeast or PIH1D1 in humans, and Tah1 in yeast or RPAP3 in humans. The complex associates with Hsp90 and is thought to have a role in assembly of large protein or protein/nucleic acid complexes. In this role it is involved in multiple processes such as box C/D snoRNP biogenesis, phosphatidylinositol-3 kinase-related protein kinase (PIKK) signaling, RNA polymerase II assembly, and others."" [GOC:mcc, PMID:15766533, PMID:21925213]"	5	101	2	16420	0.0198019801980198	0.4	query_1	['GO:0032991']	['RPAP3', 'PIH1D1']
161	REAC	REAC:R-HSA-9658195	Leishmania infection	0.0014658732739098	True	Leishmania infection	242	93	9	10022	0.0967741935483871	0.0371900826446281	query_1	['REAC:R-HSA-5663205']	['CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
162	REAC	REAC:R-HSA-5655332	Signaling by FGFR3 in disease	0.0014658732739098	True	Signaling by FGFR3 in disease	16	93	3	10022	0.032258064516129	0.1875	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
584	GO:BP	GO:0031349	positive regulation of defense response	0.0014728767704005	True	"""Any process that activates or increases the frequency, rate or extent of a defense response."" [GOC:mah]"	404	100	10	15719	0.1	0.0247524752475247	query_1	['GO:0006952', 'GO:0031347', 'GO:0048584']	['SRC', 'PLCG2', 'POLR3D', 'FYN', 'LYN', 'HSP90AA1', 'VAV1', 'SYK', 'FCGR1A', 'EMILIN1']
585	GO:BP	GO:0097581	lamellipodium organization	0.0015113416925824	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lamellipodium. A lamellipodium is a thin sheetlike process extended by the leading edge of a crawling fibroblast; contains a dense meshwork of actin filaments."" [GOC:als, PMID:16054028]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0120036']	['ITGB1', 'SRC', 'PIK3R1', 'HSP90AA1', 'VCL']
586	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0015113416925824	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['SRC', 'PIK3R1', 'FYN', 'HSP90AA1', 'CDH1']
587	GO:BP	GO:0046849	bone remodeling	0.0015113416925824	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'SYK', 'PTK2B']
588	GO:BP	GO:0010721	negative regulation of cell development	0.0015232141570278	True	"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	261	100	8	15719	0.08	0.0306513409961685	query_1	['GO:0045596', 'GO:0048468', 'GO:0060284']	['SPP1', 'PIK3R1', 'LRP4', 'LYN', 'FBN1', 'ERBB2', 'CDH1', 'VEGFA']
163	REAC	REAC:R-HSA-1236975	Antigen processing-Cross presentation	0.0015334983833076	True	Antigen processing-Cross presentation	105	93	6	10022	0.064516129032258	0.0571428571428571	query_1	['REAC:R-HSA-983169']	['ITGB5', 'ITGAV', 'FGA', 'FGB', 'FCGR1A', 'FGG']
589	GO:BP	GO:0048569	post-embryonic animal organ development	0.001547453141015	True	"""Development, taking place during the post-embryonic phase of an animal tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	20	100	3	15719	0.03	0.15	query_1	['GO:0048513']	['FBN1', 'VEGFA', 'MFAP2']
590	GO:BP	GO:0032868	response to insulin	0.0015577583664227	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	262	100	8	15719	0.08	0.0305343511450381	query_1	['GO:0043434']	['BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'LYN', 'GRB2', 'PTPN11']
91	GO:CC	GO:0097060	synaptic membrane	0.0015788866460299	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	101	9	16420	0.0891089108910891	0.0247252747252747	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'LRP4', 'ITGA5', 'ERBB2', 'MUSK', 'CRKL', 'ITGA3']
591	GO:BP	GO:0051492	regulation of stress fiber assembly	0.0015814900649908	True	"""Any process that modulates the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	90	100	5	15719	0.05	0.0555555555555555	query_1	['GO:0032231', 'GO:0043149', 'GO:0110020']	['MET', 'TGFB3', 'PIK3R1', 'PXN', 'APOA1']
164	REAC	REAC:R-HSA-9013420	RHOU GTPase cycle	0.001626459259706	True	RHOU GTPase cycle	39	93	4	10022	0.043010752688172	0.1025641025641025	query_1	['REAC:R-HSA-9012999']	['SRC', 'PIK3R1', 'IQGAP1', 'PTK2B']
592	GO:BP	GO:0030099	myeloid cell differentiation	0.0016319689450678	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	410	100	10	15719	0.1	0.024390243902439	query_1	['GO:0030097', 'GO:0030154']	['SRC', 'PIK3R1', 'LOX', 'SH3PXD2A', 'LYN', 'FBN1', 'PTK2B', 'VEGFA', 'ITGB6', 'PTPN11']
593	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0016319689450678	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	141	100	6	15719	0.06	0.0425531914893617	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SRC', 'FYN', 'LYN', 'APOA1', 'SYK', 'PLCG1']
175	REAC	REAC:R-HSA-5602498	MyD88 deficiency (TLR2/4)	0.0016983489860573	True	MyD88 deficiency (TLR2/4)	17	93	3	10022	0.032258064516129	0.1764705882352941	query_1	['REAC:R-HSA-5602358']	['FGA', 'FGB', 'FGG']
174	REAC	REAC:R-HSA-9665245	Resistance of ERBB2 KD mutants to tesevatinib	0.0016983489860573	True	Resistance of ERBB2 KD mutants to tesevatinib	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
173	REAC	REAC:R-HSA-8865999	MET activates PTPN11	0.0016983489860573	True	MET activates PTPN11	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-6806834']	['MET', 'PTPN11']
172	REAC	REAC:R-HSA-9665230	Drug resistance in ERBB2 KD mutants	0.0016983489860573	True	Drug resistance in ERBB2 KD mutants	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'ERBB2']
171	REAC	REAC:R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0.0016983489860573	True	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-446353']	['ITGB1', 'PXN']
166	REAC	REAC:R-HSA-9665251	Resistance of ERBB2 KD mutants to lapatinib	0.0016983489860573	True	Resistance of ERBB2 KD mutants to lapatinib	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
169	REAC	REAC:R-HSA-9665250	Resistance of ERBB2 KD mutants to AEE788	0.0016983489860573	True	Resistance of ERBB2 KD mutants to AEE788	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
168	REAC	REAC:R-HSA-9665247	Resistance of ERBB2 KD mutants to osimertinib	0.0016983489860573	True	Resistance of ERBB2 KD mutants to osimertinib	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
167	REAC	REAC:R-HSA-9665249	Resistance of ERBB2 KD mutants to afatinib	0.0016983489860573	True	Resistance of ERBB2 KD mutants to afatinib	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
177	REAC	REAC:R-HSA-9665244	Resistance of ERBB2 KD mutants to sapitinib	0.0016983489860573	True	Resistance of ERBB2 KD mutants to sapitinib	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
165	REAC	REAC:R-HSA-9665246	Resistance of ERBB2 KD mutants to neratinib	0.0016983489860573	True	Resistance of ERBB2 KD mutants to neratinib	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
170	REAC	REAC:R-HSA-9652282	Drug-mediated inhibition of ERBB2 signaling	0.0016983489860573	True	Drug-mediated inhibition of ERBB2 signaling	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-1227986']	['HSP90AA1', 'ERBB2']
178	REAC	REAC:R-HSA-9665737	Drug resistance in ERBB2 TMD/JMD mutants	0.0016983489860573	True	Drug resistance in ERBB2 TMD/JMD mutants	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-1227990']	['HSP90AA1', 'ERBB2']
176	REAC	REAC:R-HSA-9665233	Resistance of ERBB2 KD mutants to trastuzumab	0.0016983489860573	True	Resistance of ERBB2 KD mutants to trastuzumab	4	93	2	10022	0.021505376344086	0.5	query_1	['REAC:R-HSA-9665230']	['HSP90AA1', 'ERBB2']
179	REAC	REAC:R-HSA-190236	Signaling by FGFR	0.001769862280078	True	Signaling by FGFR	72	93	5	10022	0.053763440860215	0.0694444444444444	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PLCG1', 'CBL', 'PTPN11']
594	GO:BP	GO:2001026	regulation of endothelial cell chemotaxis	0.0017819409833985	True	"""Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0010594', 'GO:0035767', 'GO:0050920']	['MET', 'VEGFA', 'THBS1']
180	REAC	REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0017819642187703	True	Interleukin-4 and Interleukin-13 signaling	110	93	6	10022	0.064516129032258	0.0545454545454545	query_1	['REAC:R-HSA-449147']	['ITGB1', 'FN1', 'PIK3R1', 'HSP90AA1', 'VEGFA', 'VCAM1']
595	GO:BP	GO:0046850	regulation of bone remodeling	0.0017826205241188	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	100	4	15719	0.04	0.0784313725490196	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'SYK']
184	REAC	REAC:R-HSA-9671555	Signaling by PDGFR in disease	0.0018568329177759	True	Signaling by PDGFR in disease	18	93	3	10022	0.032258064516129	0.1666666666666666	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'PDGFRA']
183	REAC	REAC:R-HSA-5603041	IRAK4 deficiency (TLR2/4)	0.0018568329177759	True	IRAK4 deficiency (TLR2/4)	18	93	3	10022	0.032258064516129	0.1666666666666666	query_1	['REAC:R-HSA-5602358']	['FGA', 'FGB', 'FGG']
182	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.0018568329177759	True	Extra-nuclear estrogen signaling	73	93	5	10022	0.053763440860215	0.0684931506849315	query_1	['REAC:R-HSA-8939211']	['SRC', 'PIK3R1', 'EGFR', 'HSP90AA1', 'PTK2']
181	REAC	REAC:R-HSA-73780	RNA Polymerase III Chain Elongation	0.0018568329177759	True	RNA Polymerase III Chain Elongation	18	93	3	10022	0.032258064516129	0.1666666666666666	query_1	['REAC:R-HSA-74158']	['POLR3E', 'POLR3D', 'POLR3A']
596	GO:BP	GO:0051249	regulation of lymphocyte activation	0.0018686607430142	True	"""Any process that modulates the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	498	100	11	15719	0.11	0.0220883534136546	query_1	['GO:0002694', 'GO:0046649']	['SRC', 'SOS1', 'FYN', 'LAT', 'LYN', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11']
597	GO:BP	GO:0032869	cellular response to insulin stimulus	0.0018736545662765	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	100	7	15719	0.07	0.034313725490196	query_1	['GO:0032868', 'GO:0071375']	['BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTPN11']
598	GO:BP	GO:0043303	mast cell degranulation	0.0019121794495991	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	52	100	4	15719	0.04	0.0769230769230769	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['LAT', 'LYN', 'SYK', 'CBL']
599	GO:BP	GO:0010976	positive regulation of neuron projection development	0.001948514175347	True	"""Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	146	100	6	15719	0.06	0.0410958904109589	query_1	['GO:0010975', 'GO:0031175', 'GO:0031346']	['RAPGEF1', 'FYN', 'LYN', 'PTK2B', 'VEGFA', 'ITGA3']
600	GO:BP	GO:0051223	regulation of protein transport	0.0019533743318675	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	100	11	15719	0.11	0.0219560878243512	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['SRC', 'FGA', 'TGFB3', 'PIK3R1', 'FYN', 'HSP90AA1', 'FGB', 'FGG', 'ERBB2', 'CDH1', 'PTPN11']
601	GO:BP	GO:0008360	regulation of cell shape	0.0020143876819517	True	"""Any process that modulates the surface configuration of a cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	147	100	6	15719	0.06	0.0408163265306122	query_1	['GO:0022604', 'GO:0065008']	['FN1', 'CRK', 'FYN', 'PTK2B', 'VEGFA', 'PTK2']
602	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	0.0020445912474301	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	100	4	15719	0.04	0.0754716981132075	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
92	GO:CC	GO:0099503	secretory vesicle	0.0020471823281721	True	"""A cytoplasmic, membrane bound vesicle that is capable of fusing to the plasma membrane to release its contents into the extracellular space."" [GOC:dos]"	1031	101	16	16420	0.1584158415841584	0.0155189136760426	query_1	['GO:0031410']	['FN1', 'ITGAV', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'IQGAP1', 'LOXL1', 'APOA1', 'HSP90AA1', 'FGB', 'VCL', 'FGG', 'VEGFA', 'THBS1', 'ADAM15']
603	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0020920128165359	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	96	100	5	15719	0.05	0.0520833333333333	query_1	['GO:0002274', 'GO:0002366']	['PLCG2', 'LAT', 'LYN', 'SYK', 'CBL']
185	REAC	REAC:R-HSA-445355	Smooth Muscle Contraction	0.0021044331539356	True	Smooth Muscle Contraction	43	93	4	10022	0.043010752688172	0.0930232558139534	query_1	['REAC:R-HSA-397014']	['ITGB5', 'PXN', 'VCL', 'TLN1']
604	GO:BP	GO:1901564	organonitrogen compound metabolic process	0.0021398130694247	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	100	55	15719	0.55	0.0092266398255326	query_1	['GO:0006807', 'GO:0071704']	['MET', 'FN1', 'ITGAV', 'SRC', 'PSAT1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'PFDN1', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'ADAM19', 'LYN', 'LCP2', 'LOXL1', 'EGFR', 'APOA1', 'VBP1', 'PFDN5', 'PAPSS2', 'HSP90AA1', 'FGB', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'ADAM12', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'VCAM1', 'PTK2', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
605	GO:BP	GO:0045834	positive regulation of lipid metabolic process	0.002151116925004	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	149	100	6	15719	0.06	0.0402684563758389	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['SRC', 'LYN', 'APOA1', 'PTK2B', 'PTK2', 'PDGFRA']
606	GO:BP	GO:0002279	mast cell activation involved in immune response	0.0021829700439128	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	54	100	4	15719	0.04	0.074074074074074	query_1	['GO:0002275', 'GO:0045576']	['LAT', 'LYN', 'SYK', 'CBL']
