Autosomal dominant cutis laxa	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
889	GO:BP	GO:0045637	regulation of myeloid cell differentiation	0.0016539925041708	True	"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	206	102	7	15719	0.0686274509803921	0.0339805825242718	query_1	['GO:0030099', 'GO:1903706']	['PIK3R1', 'CTNNB1', 'LOX', 'LYN', 'TGFB1', 'FBN1', 'PTK2B']
890	GO:BP	GO:0001776	leukocyte homeostasis	0.0017034915670531	True	"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]"	96	102	5	15719	0.0490196078431372	0.0520833333333333	query_1	['GO:0002376', 'GO:0048872']	['SOS1', 'LAT', 'LYN', 'TGFB1', 'JAM3']
891	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0017034915670531	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	96	102	5	15719	0.0490196078431372	0.0520833333333333	query_1	['GO:0002274', 'GO:0002366']	['PLCG2', 'LAT', 'LYN', 'SYK', 'CBL']
892	GO:BP	GO:0030010	establishment of cell polarity	0.0017190459170836	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	102	6	15719	0.0588235294117647	0.0405405405405405	query_1	['GO:0007163']	['ITGB1', 'CRK', 'JAM3', 'PTK2B', 'CRKL', 'PTK2']
901	GO:BP	GO:0150147	cell-cell junction disassembly	0.001721195110723	True	"""The disaggregation of a cell-cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0045216', 'GO:0150146']	['TGFB3', 'TGFBR1']
909	GO:BP	GO:0035290	trunk segmentation	0.001721195110723	True	"""Partitioning of the blastoderm embryo into trunk segmental units. In Drosophila, the trunk segments include thoracic segments and abdominal segments A1 to A8."" [PMID:1360402]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0007350', 'GO:0035282']	['NRP2', 'NRP1']
908	GO:BP	GO:0038027	apolipoprotein A-I-mediated signaling pathway	0.001721195110723	True	"""The series of molecular signals initiated by apolipoprotein A-I binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, PMID:16443932]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0007166']	['ITGAV', 'ITGB3']
907	GO:BP	GO:0036484	trunk neural crest cell migration	0.001721195110723	True	"""The characteristic movement of trunk neural crest cells from the neural tube to other locations in the vertebrate embryo."" [GOC:bf, GOC:mat, GOC:PARL, PMID:2387238]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0001755', 'GO:0035290']	['NRP2', 'NRP1']
906	GO:BP	GO:0045619	regulation of lymphocyte differentiation	0.001721195110723	True	"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	208	102	7	15719	0.0686274509803921	0.0336538461538461	query_1	['GO:0030098', 'GO:0051249', 'GO:1902105']	['SMAD7', 'SOS1', 'TGFBR2', 'ZAP70', 'TGFB1', 'SYK', 'ERBB2']
905	GO:BP	GO:0002279	mast cell activation involved in immune response	0.001721195110723	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	54	102	4	15719	0.0392156862745098	0.074074074074074	query_1	['GO:0002275', 'GO:0045576']	['LAT', 'LYN', 'SYK', 'CBL']
900	GO:BP	GO:0071593	lymphocyte aggregation	0.001721195110723	True	"""The adhesion of one lymphocyte to one or more other lymphocytes via adhesion molecules."" [GOC:sl]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0070486']	['ZAP70', 'JAM2']
899	GO:BP	GO:1905007	positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0.001721195110723	True	"""Any process that activates or increases the frequency, rate or extent of epithelial to mesenchymal transition involved in endocardial cushion formation."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18718461]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0003198', 'GO:0062043', 'GO:1905005']	['TGFBR2', 'TGFBR1']
898	GO:BP	GO:1905598	negative regulation of low-density lipoprotein receptor activity	0.001721195110723	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of low-density lipoprotein receptor activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:22848640]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0044092', 'GO:0048261']	['ITGAV', 'ITGB3']
897	GO:BP	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	0.001721195110723	True	"""The series of molecular signals initiated by the binding of a vascular endothelial growth factor (VEGF) to its receptor on the surface of a cell, which activates or increases the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:bf, GOC:BHF, GOC:rl, PMID:21245381]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0038089', 'GO:0048010', 'GO:2001028']	['KDR', 'VEGFA']
896	GO:BP	GO:0060978	angiogenesis involved in coronary vascular morphogenesis	0.001721195110723	True	"""Blood vessel formation in the heart when new vessels emerge from the proliferation of pre-existing blood vessels."" [GOC:mtg_heart]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0001525', 'GO:0060977']	['TGFBR1', 'NRP1']
895	GO:BP	GO:0021545	cranial nerve development	0.001721195110723	True	"""The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	54	102	4	15719	0.0392156862745098	0.074074074074074	query_1	['GO:0021675']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
894	GO:BP	GO:0018057	peptidyl-lysine oxidation	0.001721195110723	True	"""The oxidation of the terminal amino-methylene groups of peptidyl-L-lysine or peptidyl-5-hydroxy-L-lysine to aldehyde groups to form allysine or hydroxyallysine residues, respectively; these are intermediates in the formation of covalent cross-links between adjacent polypeptide chains in proteins such as collagens."" [ISBN:0198547684, RESID:AA0121]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0018158', 'GO:0018205']	['LOX', 'LOXL1']
893	GO:BP	GO:1901165	positive regulation of trophoblast cell migration	0.001721195110723	True	"""Any process that activates or increases the frequency, rate or extent of trophoblast cell migration."" [GOC:BHF, GOC:TermGenie]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0030335', 'GO:0051094', 'GO:0051240', 'GO:0061450', 'GO:1901163', 'GO:2000243']	['SMURF2', 'VEGFA']
904	GO:BP	GO:0050748	negative regulation of lipoprotein metabolic process	0.001721195110723	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0031324', 'GO:0042157', 'GO:0050746', 'GO:0051248']	['ITGAV', 'ITGB3']
903	GO:BP	GO:0071681	cellular response to indole-3-methanol	0.001721195110723	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an indole-3-methanol stimulus."" [GOC:mah, GOC:yaf]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0071407', 'GO:0071417', 'GO:0071680', 'GO:0097306']	['CTNNB1', 'CDH1']
902	GO:BP	GO:0036324	vascular endothelial growth factor receptor-2 signaling pathway	0.001721195110723	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor-2 (VEGFR-2) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:12967471, Wikipedia:Kinase_insert_domain_receptor, Wikipedia:VEGF_receptors]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0048010']	['KDR', 'VEGFA']
910	GO:BP	GO:0097241	hematopoietic stem cell migration to bone marrow	0.001721195110723	True	"""The orderly movement of a hematopoietic stem cell into the bone marrow, and its subsequent positioning within defined functional compartments in that microenvironment. A hematopoietic stem cell is a cell from which all cells of the lymphoid and myeloid lineages develop, including blood cells and cells of the immune system."" [CL:0000037, GOC:yaf, PMID:17368745]"	5	102	2	15719	0.0196078431372549	0.4	query_1	['GO:0035701']	['JAM3', 'JAM2']
184	REAC	REAC:R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	0.0017319749556647	True	SMAD2/3 Phosphorylation Motif Mutants in Cancer	4	99	2	10022	0.0202020202020202	0.5	query_1	['REAC:R-HSA-3304349']	['TGFBR2', 'TGFBR1']
182	REAC	REAC:R-HSA-446343	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	0.0017319749556647	True	Localization of the PINCH-ILK-PARVIN complex to focal adhesions	4	99	2	10022	0.0202020202020202	0.5	query_1	['REAC:R-HSA-446353']	['ITGB1', 'PXN']
183	REAC	REAC:R-HSA-3656532	TGFBR1 KD Mutants in Cancer	0.0017319749556647	True	TGFBR1 KD Mutants in Cancer	4	99	2	10022	0.0202020202020202	0.5	query_1	['REAC:R-HSA-3656534']	['TGFBR2', 'TGFBR1']
911	GO:BP	GO:0045834	positive regulation of lipid metabolic process	0.0017447564606631	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	149	102	6	15719	0.0588235294117647	0.0402684563758389	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
913	GO:BP	GO:0050866	negative regulation of cell activation	0.0017567976645889	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	102	7	15719	0.0686274509803921	0.0334928229665071	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'SMAD7', 'LYN', 'TGFB1', 'ERBB2', 'EMILIN1', 'PDGFRA']
912	GO:BP	GO:0002064	epithelial cell development	0.0017567976645889	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	102	7	15719	0.0686274509803921	0.0334928229665071	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'SRC', 'TGFB1', 'KDR', 'VCL', 'VEGFA']
914	GO:BP	GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.001772334821415	True	"""Any process that modulates the frequency, rate or extent of the platelet-derived growth factor receptor signaling pathway."" [GOC:dph, GOC:hjd, GOC:tb]"	23	102	3	15719	0.0294117647058823	0.1304347826086956	query_1	['GO:0009966', 'GO:0048008']	['SRC', 'LOX', 'CBL']
916	GO:BP	GO:0036303	lymph vessel morphogenesis	0.001772334821415	True	"""The process in which the anatomical structures of lymph vessels are generated and organized. The lymph vessel is the vasculature carrying lymph."" [GOC:BHF, GOC:gr, PMID:18093989]"	23	102	3	15719	0.0294117647058823	0.1304347826086956	query_1	['GO:0001945', 'GO:0009653']	['VEGFC', 'FLT4', 'VEGFA']
915	GO:BP	GO:0035024	negative regulation of Rho protein signal transduction	0.001772334821415	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Rho protein signal transduction."" [GOC:bf]"	23	102	3	15719	0.0294117647058823	0.1304347826086956	query_1	['GO:0007266', 'GO:0035023', 'GO:0046580']	['MET', 'ITGB1', 'ITGA3']
917	GO:BP	GO:0021884	forebrain neuron development	0.001772334821415	True	"""The process whose specific outcome is the progression of a neuron that resides in the forebrain, from its initial commitment to its fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	23	102	3	15719	0.0294117647058823	0.1304347826086956	query_1	['GO:0021879', 'GO:0021954']	['NRP2', 'NRP1', 'PLXNA1']
918	GO:BP	GO:0051963	regulation of synapse assembly	0.0018183552469328	True	"""Any process that modulates the frequency, rate or extent of synapse assembly, the aggregation, arrangement and bonding together of a set of components to form a synapse."" [GOC:ai, GOC:pr]"	98	102	5	15719	0.0490196078431372	0.0510204081632653	query_1	['GO:0007416', 'GO:0050807', 'GO:1901888']	['CTNNB1', 'MUSK', 'PTK2B', 'AGRN', 'SEMA4D']
919	GO:BP	GO:0072577	endothelial cell apoptotic process	0.001822992821332	True	"""Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal."" [CL:0000115, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	55	102	4	15719	0.0392156862745098	0.0727272727272727	query_1	['GO:1904019']	['ITGA4', 'KDR', 'PLCG1', 'THBS1']
920	GO:BP	GO:0051058	negative regulation of small GTPase mediated signal transduction	0.001822992821332	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	55	102	4	15719	0.0392156862745098	0.0727272727272727	query_1	['GO:0007264', 'GO:0051056', 'GO:1902532']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA3']
921	GO:BP	GO:0002448	mast cell mediated immunity	0.001822992821332	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	55	102	4	15719	0.0392156862745098	0.0727272727272727	query_1	['GO:0002444']	['LAT', 'LYN', 'SYK', 'CBL']
922	GO:BP	GO:0140962	multicellular organismal-level chemical homeostasis	0.001822992821332	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]"	55	102	4	15719	0.0392156862745098	0.0727272727272727	query_1	['GO:0048871', 'GO:0048878']	['TGFB1', 'KDR', 'VEGFA', 'ITGB6']
923	GO:BP	GO:0010469	regulation of signaling receptor activity	0.0018487444347446	True	"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"	151	102	6	15719	0.0588235294117647	0.0397350993377483	query_1	['GO:0009966', 'GO:0065009']	['ITGB1', 'SRC', 'SHC1', 'PTK2B', 'NRP1', 'CBL']
924	GO:BP	GO:0030162	regulation of proteolysis	0.0018636998800274	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	681	102	13	15719	0.1274509803921568	0.0190895741556534	query_1	['GO:0006508', 'GO:0051246']	['SRC', 'SMAD7', 'HGF', 'FYN', 'LYN', 'SYK', 'SMURF1', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'LCK', 'THBS1']
925	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0018822556953625	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	867	102	15	15719	0.1470588235294117	0.0173010380622837	query_1	['GO:0022414', 'GO:0032504']	['ITGB1', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'SOS1', 'TGFB1', 'JAM3', 'PTK2B', 'CRKL', 'TGFBR1', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA']
926	GO:BP	GO:0050727	regulation of inflammatory response	0.0018852047964367	True	"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]"	351	102	9	15719	0.088235294117647	0.0256410256410256	query_1	['GO:0006954', 'GO:0031347', 'GO:0032101']	['SRC', 'HGF', 'PLCG2', 'FYN', 'LYN', 'TNC', 'SYK', 'PLCG1', 'FCGR1A']
927	GO:BP	GO:0045862	positive regulation of proteolysis	0.0018852047964367	True	"""Any process that activates or increases the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:go_curators]"	351	102	9	15719	0.088235294117647	0.0256410256410256	query_1	['GO:0006508', 'GO:0030162', 'GO:0051247']	['SRC', 'SMAD7', 'FYN', 'LYN', 'SYK', 'SMURF1', 'PTK2B', 'PTK2', 'LCK']
928	GO:BP	GO:0032760	positive regulation of tumor necrosis factor production	0.0018852047964367	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor production."" [GO_REF:0000058, GOC:TermGenie, PMID:10891884, PMID:15560120]"	99	102	5	15719	0.0490196078431372	0.0505050505050505	query_1	['GO:0032640', 'GO:0032680', 'GO:1903557']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
185	REAC	REAC:R-HSA-9658195	Leishmania infection	0.0018933710084134	True	Leishmania infection	242	99	9	10022	0.0909090909090909	0.0371900826446281	query_1	['REAC:R-HSA-5663205']	['CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
929	GO:BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.001902381588476	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	152	102	6	15719	0.0588235294117647	0.0394736842105263	query_1	['GO:0097191', 'GO:2001233']	['ITGAV', 'SRC', 'HGF', 'TGFBR1', 'NRP1', 'THBS1']
930	GO:BP	GO:0001755	neural crest cell migration	0.0019367238355478	True	"""The characteristic movement of cells from the dorsal ridge of the neural tube to a variety of locations in a vertebrate embryo."" [GOC:ascb_2009, GOC:dph, GOC:tb, ISBN:0878932437]"	56	102	4	15719	0.0392156862745098	0.0714285714285714	query_1	['GO:0014032', 'GO:0090497']	['FN1', 'NRP2', 'NRP1', 'SEMA4D']
931	GO:BP	GO:0062009	secondary palate development	0.0019772381549251	True	"""The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences."" [PMID:28784960]"	24	102	3	15719	0.0294117647058823	0.125	query_1	['GO:0060021']	['TGFB3', 'TGFBR2', 'ITGB6']
932	GO:BP	GO:0002053	positive regulation of mesenchymal cell proliferation	0.0019772381549251	True	"""The process of activating or increasing the rate or extent of mesenchymal cell proliferation. Mesenchymal cells are loosely organized embryonic cells."" [GOC:dph]"	24	102	3	15719	0.0294117647058823	0.125	query_1	['GO:0008284', 'GO:0010463', 'GO:0010464']	['CTNNB1', 'TGFBR2', 'KDR']
933	GO:BP	GO:0060384	innervation	0.0019772381549251	True	"""The process in which a nerve invades a tissue and makes functional synaptic connection within the tissue."" [GOC:dph, GOC:sart]"	24	102	3	15719	0.0294117647058823	0.125	query_1	['GO:0021675', 'GO:0032501']	['ITGA4', 'VCAM1', 'NRP1']
934	GO:BP	GO:0032331	negative regulation of chondrocyte differentiation	0.0019772381549251	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	24	102	3	15719	0.0294117647058823	0.125	query_1	['GO:0002062', 'GO:0032330', 'GO:0045596', 'GO:0061037']	['CTNNB1', 'TGFBR1', 'PTPN11']
935	GO:BP	GO:0035162	embryonic hemopoiesis	0.0019772381549251	True	"""The stages of blood cell formation that take place within the embryo."" [GOC:bf]"	24	102	3	15719	0.0294117647058823	0.125	query_1	['GO:0030097', 'GO:0048568']	['TGFBR2', 'KDR', 'VEGFA']
936	GO:BP	GO:0031347	regulation of defense response	0.0019988306448228	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	687	102	13	15719	0.1274509803921568	0.0189228529839883	query_1	['GO:0006952', 'GO:0080134']	['SRC', 'CRK', 'HGF', 'PLCG2', 'FYN', 'LYN', 'TNC', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EMILIN1', 'PTPN11']
937	GO:BP	GO:0009314	response to radiation	0.0020094247331094	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	432	102	10	15719	0.0980392156862745	0.0231481481481481	query_1	['GO:0009628']	['ITGB1', 'ITGB3', 'PIK3R1', 'GRB2', 'TGFB1', 'EGFR', 'VCAM1', 'ITGB6', 'CBL', 'MFAP4']
938	GO:BP	GO:0008285	negative regulation of cell population proliferation	0.0020221190564214	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	688	102	13	15719	0.1274509803921568	0.0188953488372093	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['RAPGEF1', 'PLXNB1', 'SMAD7', 'TGFB3', 'CTNNB1', 'TGFBR2', 'LYN', 'TGFB1', 'ERBB2', 'PTK2B', 'TGFBR1', 'THBS1', 'FLT1']
94	GO:CC	GO:0030426	growth cone	0.0020470410508071	True	"""The migrating motile tip of a growing neuron projection, where actin accumulates, and the actin cytoskeleton is the most dynamic."" [GOC:aruk, GOC:bc, ISBN:0815316194, PMID:10082468]"	162	103	6	16420	0.058252427184466	0.037037037037037	query_1	['GO:0030427', 'GO:0150034']	['SRC', 'ITGA4', 'PTK2B', 'L1CAM', 'ITGA3', 'CBL']
939	GO:BP	GO:0010812	negative regulation of cell-substrate adhesion	0.0020527445958437	True	"""Any process that decreases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	57	102	4	15719	0.0392156862745098	0.0701754385964912	query_1	['GO:0007162', 'GO:0010810', 'GO:0031589']	['SRC', 'PIK3R1', 'THBS1', 'ADAM15']
186	REAC	REAC:R-HSA-190236	Signaling by FGFR	0.0021095680796562	True	Signaling by FGFR	72	99	5	10022	0.0505050505050505	0.0694444444444444	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11', 'CBL']
940	GO:BP	GO:0002250	adaptive immune response	0.0021173683863758	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	517	102	11	15719	0.1078431372549019	0.0212765957446808	query_1	['GO:0006955']	['SMAD7', 'ITK', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'JAM3', 'SYK', 'FCGR1A', 'PTK2B']
95	GO:CC	GO:0097443	sorting endosome	0.0021323252875392	True	"""A multivesicular body surrounded by and connected with multiple tubular compartments with associated vesicles."" [NIF_Subcellular:sao1028571114]"	6	103	2	16420	0.0194174757281553	0.3333333333333333	query_1	['GO:0005768']	['KDR', 'NRP1']
943	GO:BP	GO:0090497	mesenchymal cell migration	0.002182287546297	True	"""The orderly movement of a mesenchymal cell from one site to another, often during the development of a multicellular organism."" [GOC:dph, GOC:tb]"	58	102	4	15719	0.0392156862745098	0.0689655172413793	query_1	['GO:0001667']	['FN1', 'NRP2', 'NRP1', 'SEMA4D']
942	GO:BP	GO:0045087	innate immune response	0.002182287546297	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	881	102	15	15719	0.1470588235294117	0.0170261066969353	query_1	['GO:0006955', 'GO:0098542']	['SRC', 'CRK', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'LCK', 'ADAM15', 'PTPN11', 'MFAP4']
941	GO:BP	GO:0000768	syncytium formation by plasma membrane fusion	0.002182287546297	True	"""The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane, by the fusion of the plasma membranes of two or more individual cells."" [GOC:mtg_muscle, GOC:tb]"	58	102	4	15719	0.0392156862745098	0.0689655172413793	query_1	['GO:0006949', 'GO:0140253']	['ITGB1', 'SH3PXD2A', 'ADAM12', 'JAM2']
944	GO:BP	GO:0140253	cell-cell fusion	0.002182287546297	True	"""A cellular process in which two or more cells combine together, their plasma membrane fusing, producing a single cell. In some cases, nuclei fuse, producing a polyploid cell, while in other cases, nuclei remain separate, producing a syncytium."" [Wikipedia:Cell_fusion]"	58	102	4	15719	0.0392156862745098	0.0689655172413793	query_1	['GO:0009987']	['ITGB1', 'SH3PXD2A', 'ADAM12', 'JAM2']
946	GO:BP	GO:0006929	substrate-dependent cell migration	0.0022033503105799	True	"""The orderly movement of a cell from one site to another along a substrate such as the extracellular matrix; the migrating cell forms a protrusion that attaches to the substrate."" [ISBN:0815316194, PMID:11944043, PMID:14657486]"	25	102	3	15719	0.0294117647058823	0.12	query_1	['GO:0016477']	['FN1', 'VEGFC', 'NRP1']
948	GO:BP	GO:0051894	positive regulation of focal adhesion assembly	0.0022033503105799	True	"""Any process that activates or increases the frequency, rate or extent of focal adhesion assembly, the establishment and maturation of focal adhesions."" [GOC:ai]"	25	102	3	15719	0.0294117647058823	0.12	query_1	['GO:0001954', 'GO:0048041', 'GO:0051893', 'GO:0150117', 'GO:1901890']	['KDR', 'VEGFA', 'NRP1']
949	GO:BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	0.0022033503105799	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	25	102	3	15719	0.0294117647058823	0.12	query_1	['GO:0042102', 'GO:0046633', 'GO:0046635', 'GO:0046640']	['TGFBR2', 'ZAP70', 'SYK']
947	GO:BP	GO:0003148	outflow tract septum morphogenesis	0.0022033503105799	True	"""The process in which the anatomical structures of the outflow tract septum are generated and organized. The outflow tract septum is a partition in the outflow tract."" [GOC:mtg_heart]"	25	102	3	15719	0.0294117647058823	0.12	query_1	['GO:0003151', 'GO:0060411']	['TGFBR2', 'NRP2', 'NRP1']
945	GO:BP	GO:0051450	myoblast proliferation	0.0022033503105799	True	"""The multiplication or reproduction of myoblasts, resulting in the expansion of a myoblast cell population. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:ai, GOC:mtg_muscle]"	25	102	3	15719	0.0294117647058823	0.12	query_1	['GO:0008283']	['SRC', 'HGF', 'CTNNB1']
950	GO:BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	0.0022079920514307	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	103	102	5	15719	0.0490196078431372	0.0485436893203883	query_1	['GO:0001819', 'GO:0071706', 'GO:1903555']	['PIK3R1', 'PLCG2', 'SYK', 'THBS1', 'PTPN11']
187	REAC	REAC:R-HSA-6785807	Interleukin-4 and Interleukin-13 signaling	0.0022248006054719	True	Interleukin-4 and Interleukin-13 signaling	110	99	6	10022	0.0606060606060606	0.0545454545454545	query_1	['REAC:R-HSA-449147']	['ITGB1', 'FN1', 'PIK3R1', 'HGF', 'VEGFA', 'VCAM1']
