Rabson-Mendenhall syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
758	REAC	REAC:R-HSA-8941237	Invadopodia formation	2.765013126844101e-06	True	Invadopodia formation	4	97	4	10790	0.0412371134020618	1.0	query_1	['REAC:R-HSA-1474244']	['SH3PXD2A', 'ADAM19', 'ADAM12', 'ADAM15']
759	REAC	REAC:R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	2.765013126844101e-06	True	Neurophilin interactions with VEGF and VEGFR	4	97	4	10790	0.0412371134020618	1.0	query_1	['REAC:R-HSA-194138']	['NRP2', 'KDR', 'NRP1', 'FLT1']
760	GO:BP	GO:0022414	reproductive process	2.778344533625955e-06	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1521	100	27	21110	0.27	0.0177514792899408	query_1	['GO:0000003', 'GO:0008150']	['C3', 'ITGB1', 'SMURF2', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'INSR', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'TGFB1', 'TNC', 'KDR', 'IGF1R', 'PTK2B', 'VEGFA', 'CRKL', 'ESR1', 'TGFBR1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'PGF']
761	REAC	REAC:R-HSA-198203	PI3K/AKT activation	2.9194399318592057e-06	True	PI3K/AKT activation	9	97	5	10790	0.0515463917525773	0.5555555555555556	query_1	['REAC:R-HSA-187037']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'IRS1']
762	GO:BP	GO:0000003	reproduction	3.159727934327789e-06	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1530	100	27	21110	0.27	0.0176470588235294	query_1	['GO:0008150']	['C3', 'ITGB1', 'SMURF2', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'INSR', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'TGFB1', 'TNC', 'KDR', 'IGF1R', 'PTK2B', 'VEGFA', 'CRKL', 'ESR1', 'TGFBR1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'PGF']
763	KEGG	KEGG:05167	Kaposi sarcoma-associated herpesvirus infection	3.3018993735776013e-06	True	Kaposi sarcoma-associated herpesvirus infection	194	94	14	8161	0.1489361702127659	0.0721649484536082	query_1	['KEGG:00000']	['C3', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'PLCG2', 'CTNNB1', 'PIK3CD', 'LYN', 'PIK3CA', 'SYK', 'PLCG1', 'VEGFA', 'PIK3R3']
764	GO:BP	GO:0030595	leukocyte chemotaxis	3.34510899920444e-06	True	"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]"	240	100	12	21110	0.12	0.05	query_1	['GO:0050900', 'GO:0060326']	['ITGA9', 'VEGFB', 'VEGFC', 'PIK3CD', 'LYN', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'PTK2', 'FLT1', 'PGF']
765	GO:BP	GO:0032231	regulation of actin filament bundle assembly	3.42830804734998e-06	True	"""Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	104	100	9	21110	0.09	0.0865384615384615	query_1	['GO:0044087', 'GO:0051017', 'GO:0110053']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'APOA1', 'TGFBR1', 'NRP1', 'SMAD3']
766	GO:MF	GO:0005161	platelet-derived growth factor receptor binding	3.4319037728047883e-06	True	"""Binding to a platelet-derived growth factor receptor."" [GOC:ai]"	14	99	5	20195	0.0505050505050505	0.3571428571428571	query_1	['GO:0070851']	['ITGB3', 'ITGA5', 'LYN', 'VEGFA', 'PDGFRA']
767	GO:MF	GO:0070411	I-SMAD binding	3.4319037728047883e-06	True	"""Binding to an inhibitory SMAD signaling protein."" [GOC:BHF, GOC:vk, PMID:19114992]"	14	99	5	20195	0.0505050505050505	0.3571428571428571	query_1	['GO:0046332']	['SMAD7', 'CTNNB1', 'SMURF1', 'TGFBR1', 'SMAD3']
768	GO:BP	GO:0050921	positive regulation of chemotaxis	3.549451595204873e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	144	100	10	21110	0.1	0.0694444444444444	query_1	['GO:0006935', 'GO:0032103', 'GO:0040017', 'GO:0050920']	['MET', 'VEGFB', 'VEGFC', 'KDR', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'SMAD3', 'PGF']
769	REAC	REAC:R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	3.557260122985119e-06	True	Fc epsilon receptor (FCERI) signaling	182	97	13	10790	0.134020618556701	0.0714285714285714	query_1	['REAC:R-HSA-168249']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1']
770	GO:BP	GO:0002551	mast cell chemotaxis	3.615875748369625e-06	True	"""The movement of a mast cell in response to an external stimulus."" [GOC:add, PMID:11292027, PMID:12789214, PMID:16448392]"	12	100	5	21110	0.05	0.4166666666666667	query_1	['GO:0030595', 'GO:0097531']	['VEGFB', 'VEGFC', 'PIK3CD', 'VEGFA', 'PGF']
771	KEGG	KEGG:04930	Type II diabetes mellitus	3.6435558905618793e-06	True	Type II diabetes mellitus	46	94	8	8161	0.0851063829787234	0.1739130434782608	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'INSR', 'PIK3CD', 'PIK3CA', 'PIK3R3', 'IRS1']
772	GO:BP	GO:0035272	exocrine system development	3.682442796886e-06	True	"""Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system."" [GOC:bf, Wikipedia:Exocrine_gland]"	45	100	7	21110	0.07	0.1555555555555555	query_1	['GO:0048731']	['FGFR2', 'TGFB3', 'INSR', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
773	GO:BP	GO:0071526	semaphorin-plexin signaling pathway	3.682442796886e-06	True	"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]"	45	100	7	21110	0.07	0.1555555555555555	query_1	['GO:0007166']	['MET', 'PLXNB1', 'NRP2', 'KDR', 'NRP1', 'SEMA4D', 'PLXNA1']
774	REAC	REAC:R-HSA-373760	L1CAM interactions	3.711414665360283e-06	True	L1CAM interactions	119	97	11	10790	0.1134020618556701	0.0924369747899159	query_1	['REAC:R-HSA-422475']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'NRP2', 'EGFR', 'SH3GL2', 'L1CAM', 'NRP1']
775	KEGG	KEGG:04915	Estrogen signaling pathway	3.975594421229705e-06	True	Estrogen signaling pathway	137	94	12	8161	0.1276595744680851	0.0875912408759124	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'GRB2', 'EGFR', 'PIK3CA', 'PIK3R3', 'ESR1']
776	GO:CC	GO:0072562	blood microparticle	4.04176518854737e-06	True	"""A phospholipid microvesicle that is derived from any of several cell types, such as platelets, blood cells, endothelial cells, or others, and contains membrane receptors as well as other proteins characteristic of the parental cell. Microparticles are heterogeneous in size, and are characterized as microvesicles free of nucleic acids."" [GOC:BHF, GOC:mah, PMID:16373184]"	137	101	9	22122	0.0891089108910891	0.0656934306569343	query_1	['GO:0005615', 'GO:0110165']	['C3', 'FN1', 'FGA', 'ITGA2B', 'APOA1', 'FGB', 'FGG', 'IGHM', 'VTN']
777	GO:MF	GO:0097367	carbohydrate derivative binding	4.105335164174018e-06	True	"""Binding to a carbohydrate derivative."" [GOC:pr]"	2301	99	33	20195	0.3333333333333333	0.014341590612777	query_1	['GO:0005488']	['MET', 'PIK3CB', 'VEGFB', 'FN1', 'SRC', 'FGFR2', 'INSR', 'ITK', 'FLT4', 'TGFBR2', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'TNC', 'NRP2', 'EGFR', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'ERBB2', 'PTK2B', 'IGHM', 'VEGFA', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'PDGFRA', 'FLT1', 'PGF']
778	KEGG	KEGG:05171	Coronavirus disease - COVID-19	4.237385693785615e-06	True	Coronavirus disease - COVID-19	231	94	15	8161	0.1595744680851064	0.0649350649350649	query_1	['KEGG:00000']	['C3', 'PIK3CB', 'PIK3R2', 'FGA', 'PIK3R1', 'PLCG2', 'PIK3CD', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'PLCG1', 'FGG', 'PIK3R3', 'NRP1']
779	REAC	REAC:R-HSA-74752	Signaling by Insulin receptor	4.304633209888959e-06	True	Signaling by Insulin receptor	69	97	9	10790	0.0927835051546391	0.1304347826086956	query_1	['REAC:R-HSA-9006934']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'INSR', 'SHC1', 'SOS1', 'PIK3CA', 'IRS1', 'PTPN11']
780	REAC	REAC:R-HSA-388841	Costimulation by the CD28 family	4.304633209888959e-06	True	Costimulation by the CD28 family	69	97	9	10790	0.0927835051546391	0.1304347826086956	query_1	['REAC:R-HSA-1280218']	['PIK3R2', 'PIK3R1', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'PIK3R3', 'LCK', 'PTPN11']
781	GO:CC	GO:0031234	extrinsic component of cytoplasmic side of plasma membrane	4.491300942775712e-06	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region."" [GOC:mah]"	97	101	8	22122	0.0792079207920792	0.0824742268041237	query_1	['GO:0009898', 'GO:0019897']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'PTK2', 'LCK']
782	GO:BP	GO:2000209	regulation of anoikis	4.499857235471476e-06	True	"""Any process that modulates the frequency, rate or extent of anoikis."" [GOC:mah]"	26	100	6	21110	0.06	0.2307692307692307	query_1	['GO:0042981', 'GO:0043276']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
783	GO:BP	GO:0050927	positive regulation of positive chemotaxis	4.499857235471476e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]"	26	100	6	21110	0.06	0.2307692307692307	query_1	['GO:0050918', 'GO:0050921', 'GO:0050926']	['VEGFB', 'VEGFC', 'KDR', 'VEGFA', 'SMAD3', 'PGF']
784	GO:CC	GO:0120025	plasma membrane bounded cell projection	4.69008910249322e-06	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2286	101	31	22122	0.3069306930693069	0.0135608048993875	query_1	['GO:0042995']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'INSR', 'PLCG2', 'CTNNB1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'TGFB1', 'NRP2', 'EGFR', 'PIK3CA', 'IGF1R', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ADAM15', 'CBL', 'PDGFRA']
785	GO:BP	GO:0045123	cellular extravasation	4.830973705568688e-06	True	"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]"	74	100	8	21110	0.08	0.1081081081081081	query_1	['GO:0050900']	['ITGB1', 'CRK', 'PIK3CD', 'ITGA4', 'MADCAM1', 'CRKL', 'VCAM1', 'ITGB7']
786	REAC	REAC:R-HSA-202403	TCR signaling	4.83201095767122e-06	True	TCR signaling	122	97	11	10790	0.1134020618556701	0.0901639344262295	query_1	['REAC:R-HSA-1280218']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'ITK', 'PLCG2', 'LAT', 'ZAP70', 'LCP2', 'PIK3CA', 'PLCG1', 'LCK']
787	WP	WP:WP4560	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	4.896444077577685e-06	True	MFAP5 effect on permeability and motility of endothelial cells via cytoskeleton rearrangement	18	94	6	8133	0.0638297872340425	0.3333333333333333	query_1	['WP:000000']	['ITGAV', 'ITGB3', 'PXN', 'VCL', 'PLCG1', 'PTK2']
788	GO:BP	GO:0090066	regulation of anatomical structure size	4.956764724597353e-06	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	511	100	16	21110	0.16	0.0313111545988258	query_1	['GO:0065008']	['FN1', 'PIK3R2', 'SPP1', 'FGA', 'GRB2', 'PIK3CA', 'FGB', 'VAV1', 'FGG', 'SMURF1', 'CDH1', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
789	KEGG	KEGG:05221	Acute myeloid leukemia	5.212527301935489e-06	True	Acute myeloid leukemia	67	94	9	8161	0.0957446808510638	0.1343283582089552	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CD', 'GRB2', 'PIK3CA', 'FCGR1A', 'PIK3R3']
790	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	5.386859237668436e-06	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	100	8	21110	0.08	0.1066666666666666	query_1	['GO:0006954', 'GO:0006955']	['C3', 'SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A', 'CD81']
791	GO:BP	GO:0051223	regulation of protein transport	5.540719835369919e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	515	100	16	21110	0.16	0.0310679611650485	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'VEGFC', 'FYN', 'TGFB1', 'FGB', 'FGG', 'ERBB2', 'CDH1', 'IRS1', 'CD81', 'SMAD3', 'PTPN11']
792	GO:MF	GO:0005167	neurotrophin TRK receptor binding	5.617087888648517e-06	True	"""Binding to a neurotrophin TRK receptor."" [GOC:ai]"	6	99	4	20195	0.0404040404040404	0.6666666666666666	query_1	['GO:0005165']	['PIK3R1', 'SHC1', 'GRB2', 'PLCG1']
793	GO:MF	GO:0005168	neurotrophin TRKA receptor binding	5.617087888648517e-06	True	"""Binding to a neurotrophin TRKA receptor."" [GOC:ai]"	6	99	4	20195	0.0404040404040404	0.6666666666666666	query_1	['GO:0005167']	['PIK3R1', 'SHC1', 'GRB2', 'PLCG1']
794	GO:BP	GO:0050727	regulation of inflammatory response	5.701325968938911e-06	True	"""Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents."" [GOC:ai]"	374	100	14	21110	0.14	0.0374331550802139	query_1	['GO:0006954', 'GO:0031347', 'GO:0032101']	['C3', 'SRC', 'HGF', 'PLCG2', 'FYN', 'LYN', 'TNC', 'APOA1', 'SYK', 'PLCG1', 'FCGR1A', 'ESR1', 'CD81', 'SMAD3']
795	GO:BP	GO:0050926	regulation of positive chemotaxis	5.763459839085314e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]"	27	100	6	21110	0.06	0.2222222222222222	query_1	['GO:0050918', 'GO:0050920']	['VEGFB', 'VEGFC', 'KDR', 'VEGFA', 'SMAD3', 'PGF']
796	REAC	REAC:R-HSA-8875555	MET activates RAP1 and RAC1	5.797394252955832e-06	True	MET activates RAP1 and RAC1	10	97	5	10790	0.0515463917525773	0.5	query_1	['REAC:R-HSA-8875878']	['MET', 'RAPGEF1', 'CRK', 'HGF', 'CRKL']
797	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	5.906017595163313e-06	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	48	100	7	21110	0.07	0.1458333333333333	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA', 'IGF1R', 'IRS1']
798	HP	HP:0012647	Abnormal inflammatory response	6.211801948231483e-06	True	Any anomaly of the inflammatory response, a response to injury or infection characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages.	1150	59	35	4851	0.5932203389830508	0.0304347826086956	query_1	['HP:0010978']	['MET', 'C3', 'SPP1', 'FGFR2', 'FGA', 'TGFB3', 'PIK3R1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'LAT', 'ZAP70', 'MS4A1', 'TGFB1', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'SYK', 'SH3KBP1', 'CDH1', 'ESR1', 'CD81', 'TGFBR1', 'LCK', 'CD19', 'BLNK', 'SMAD3', 'CBL', 'PDGFRA', 'SEMA4D', 'CR2']
799	HP	HP:0012649	Increased inflammatory response	6.211801948231483e-06	True	A abnormal increase in the inflammatory response to injury or infection.	1150	59	35	4851	0.5932203389830508	0.0304347826086956	query_1	['HP:0012647']	['MET', 'C3', 'SPP1', 'FGFR2', 'FGA', 'TGFB3', 'PIK3R1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'LAT', 'ZAP70', 'MS4A1', 'TGFB1', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'SYK', 'SH3KBP1', 'CDH1', 'ESR1', 'CD81', 'TGFBR1', 'LCK', 'CD19', 'BLNK', 'SMAD3', 'CBL', 'PDGFRA', 'SEMA4D', 'CR2']
800	WP	WP:WP4534	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	6.230595312885857e-06	True	Mechanoregulation and pathology of YAP/TAZ via Hippo and non-Hippo mechanisms	46	94	8	8133	0.0851063829787234	0.1739130434782608	query_1	['WP:000000']	['ITGB1', 'ITGB5', 'SRC', 'ITGB3', 'CTNNB1', 'CDH1', 'ITGB6', 'ITGB7']
801	GO:BP	GO:0002696	positive regulation of leukocyte activation	6.303884413717786e-06	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	446	100	15	21110	0.15	0.0336322869955156	query_1	['GO:0002684', 'GO:0002694', 'GO:0045321', 'GO:0050867']	['SRC', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'SH3KBP1', 'IGHM', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
802	GO:BP	GO:0051222	positive regulation of protein transport	6.35565453898824e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	313	100	13	21110	0.13	0.0415335463258785	query_1	['GO:0015031', 'GO:0051050', 'GO:0051223', 'GO:1904951']	['PIK3R2', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'VEGFC', 'FYN', 'FGB', 'FGG', 'ERBB2', 'CDH1', 'CD81', 'SMAD3']
803	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	6.533111393536276e-06	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	378	100	14	21110	0.14	0.037037037037037	query_1	['GO:0007167']	['SMURF2', 'ITGB5', 'SRC', 'SMAD7', 'TGFB3', 'TGFBR2', 'PXN', 'TGFB1', 'KDR', 'SMURF1', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3']
804	WP	WP:WP2263	Androgen receptor network in prostate cancer	6.562722108125902e-06	True	Androgen receptor network in prostate cancer	110	94	11	8133	0.1170212765957446	0.1	query_1	['WP:000000']	['RAPGEF1', 'CRK', 'HGF', 'SOS1', 'PXN', 'GRB2', 'PIK3CA', 'PTK2B', 'CRKL', 'SMAD3', 'PTPN11']
805	KEGG	KEGG:04020	Calcium signaling pathway	6.660701198607035e-06	True	Calcium signaling pathway	239	94	15	8161	0.1595744680851064	0.0627615062761506	query_1	['KEGG:00000']	['MET', 'VEGFB', 'FGFR2', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'PDGFRA', 'FLT1']
806	HP	HP:0410151	Eosinophilic infiltration of the esophagus	6.7928510988643735e-06	True	Infiltration of numerous eosinophils (usually greater than 15 per high power field) into the squamous epithelium of the esophagus, and layering of eosinophils on the surface layer of the esophagus.	7	59	5	4851	0.0847457627118644	0.7142857142857143	query_1	['HP:0032064', 'HP:0100633']	['TGFB3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
807	GO:BP	GO:0033628	regulation of cell adhesion mediated by integrin	6.863806260088111e-06	True	"""Any process that modulates the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	49	100	7	21110	0.07	0.1428571428571428	query_1	['GO:0030155', 'GO:0033627']	['ITGB3', 'CRK', 'LYN', 'SYK', 'CRKL', 'PTK2', 'PTPN11']
808	HP	HP:0011276	Vascular skin abnormality	6.902603978091867e-06	True	Vascular skin abnormality	544	59	24	4851	0.4067796610169492	0.0441176470588235	query_1	['HP:0002597', 'HP:0011354']	['FGA', 'ITGB3', 'TGFB3', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA2B', 'MS4A1', 'LCP2', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'CD81', 'TGFBR1', 'CD19', 'SMAD3', 'PTPN11', 'CBL', 'SEMA4D', 'CR2']
809	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	7.1596535917926205e-06	True	Extra-nuclear estrogen signaling	73	97	9	10790	0.0927835051546391	0.1232876712328767	query_1	['REAC:R-HSA-8939211']	['PIK3R2', 'SRC', 'PIK3R1', 'EGFR', 'PIK3CA', 'IGF1R', 'PIK3R3', 'ESR1', 'PTK2']
810	GO:BP	GO:0045807	positive regulation of endocytosis	7.266564088548219e-06	True	"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	155	100	10	21110	0.1	0.064516129032258	query_1	['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']	['RAPGEF1', 'C3', 'INSR', 'PLCG2', 'APOA1', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL']
811	GO:BP	GO:0033688	regulation of osteoblast proliferation	7.30733057137675e-06	True	"""Any process that modulates the frequency, rate or extent of osteoblast proliferation."" [GOC:mah]"	28	100	6	21110	0.06	0.2142857142857142	query_1	['GO:0033687', 'GO:0042127']	['PLXNB1', 'ITGAV', 'FGFR2', 'ITGB3', 'IGF1R', 'SMAD3']
812	GO:MF	GO:0005159	insulin-like growth factor receptor binding	7.42983849499217e-06	True	"""Binding to an insulin-like growth factor receptor."" [GOC:jl]"	16	99	5	20195	0.0505050505050505	0.3125	query_1	['GO:0005102']	['PIK3R1', 'CRK', 'INSR', 'SHC1', 'IRS1']
813	HP	HP:0002597	Abnormality of the vasculature	7.749197840924692e-06	True	An abnormality of the vasculature.	1810	59	44	4851	0.7457627118644068	0.0243093922651933	query_1	['HP:0001626']	['C3', 'FN1', 'PIK3R2', 'SPP1', 'FGFR2', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'LAT', 'ZAP70', 'MS4A1', 'TGFB1', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'SYK', 'FGG', 'CRKL', 'ESR1', 'CD81', 'TGFBR1', 'CD19', 'BLNK', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'CR2', 'PLXNA1']
814	GO:CC	GO:0034774	secretory granule lumen	7.863137608109954e-06	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	320	101	12	22122	0.1188118811881188	0.0375	query_1	['GO:0030141', 'GO:0060205']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'VEGFC', 'HGF', 'APOA1', 'FGB', 'VCL', 'FGG', 'VEGFA']
815	WP	WP:WP5098	T-cell activation SARS-CoV-2	8.175086315788532e-06	True	T-cell activation SARS-CoV-2	88	94	10	8133	0.1063829787234042	0.1136363636363636	query_1	['WP:000000']	['PIK3R1', 'SOS1', 'PIK3CD', 'FYN', 'LAT', 'ZAP70', 'GRB2', 'LCP2', 'PLCG1', 'LCK']
816	GO:BP	GO:0048754	branching morphogenesis of an epithelial tube	8.228182976837673e-06	True	"""The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."" [GOC:dgh, GOC:dph, GOC:jid]"	157	100	10	21110	0.1	0.0636942675159235	query_1	['GO:0035239', 'GO:0060562', 'GO:0061138']	['MET', 'SRC', 'FGFR2', 'CTNNB1', 'TGFBR2', 'TGFB1', 'KDR', 'VEGFA', 'ESR1', 'NRP1']
817	GO:MF	GO:0050840	extracellular matrix binding	8.244067943984588e-06	True	"""Binding to a component of the extracellular matrix."" [GOC:ai]"	57	99	7	20195	0.0707070707070707	0.1228070175438596	query_1	['GO:0005488']	['ITGB1', 'ITGAV', 'SPP1', 'ITGB3', 'ITGA2B', 'VEGFA', 'VTN']
818	GO:BP	GO:0002443	leukocyte mediated immunity	8.257481790101582e-06	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	455	100	15	21110	0.15	0.0329670329670329	query_1	['GO:0002252']	['C3', 'SMAD7', 'CRK', 'PLCG2', 'PIK3CD', 'LAT', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'IGHM', 'CD81', 'CD19', 'CBL', 'CR2']
819	GO:BP	GO:0043534	blood vessel endothelial cell migration	8.407173387935675e-06	True	"""The orderly movement of an endothelial cell into the extracellular matrix in order to form new blood vessels during angiogenesis."" [PMID:11166264]"	115	100	9	21110	0.09	0.0782608695652174	query_1	['GO:0043542']	['ITGB1', 'VEGFC', 'APOA1', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PIK3R3', 'NRP1']
820	GO:CC	GO:0005577	fibrinogen complex	8.612367630362557e-06	True	"""A highly soluble, elongated protein complex found in blood plasma and involved in clot formation. It is converted into fibrin monomer by the action of thrombin. In the mouse, fibrinogen is a hexamer, 46 nm long and 9 nm maximal diameter, containing two sets of nonidentical chains (alpha, beta, and gamma) linked together by disulfide bonds."" [ISBN:0198547684]"	8	101	4	22122	0.0396039603960396	0.5	query_1	['GO:0005615', 'GO:0032991']	['FN1', 'FGA', 'FGB', 'FGG']
