Acral peeling skin syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
986	GO:BP	GO:0071929	alpha-tubulin acetylation	0.001072070827941	True	"""The addition of an acetyl group to the lysine 40 residue of alpha-tubulin."" [GOC:kmv, PMID:17786050]"	4	101	2	15719	0.0198019801980198	0.5	query_1	['GO:0018393']	['KAT2A', 'SHH']
991	GO:BP	GO:0009912	auditory receptor cell fate commitment	0.001072070827941	True	"""The process in which the cellular identity of auditory hair cells is acquired and determined."" [GOC:lr]"	4	101	2	15719	0.0198019801980198	0.5	query_1	['GO:0042491', 'GO:0060120']	['NOTCH1', 'RBPJ']
993	GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.0010798135039825	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	193	101	7	15719	0.0693069306930693	0.0362694300518134	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']	['SRC', 'VCP', 'NR1H2', 'SUMO1', 'MECP2', 'ESR1', 'TP53']
995	GO:BP	GO:0021795	cerebral cortex cell migration	0.0011050771053812	True	"""The orderly movement of cells from one site to another in the cerebral cortex."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	48	101	4	15719	0.0396039603960396	0.0833333333333333	query_1	['GO:0021987', 'GO:0022029']	['PSEN1', 'CTNNB1', 'FOXG1', 'EGFR']
994	GO:BP	GO:0048538	thymus development	0.0011050771053812	True	"""The process whose specific outcome is the progression of the thymus over time, from its formation to the mature structure. The thymus is a symmetric bi-lobed organ involved primarily in the differentiation of immature to mature T cells, with unique vascular, nervous, epithelial, and lymphoid cell components."" [GOC:add, ISBN:0781735149]"	48	101	4	15719	0.0396039603960396	0.0833333333333333	query_1	['GO:0048534', 'GO:0048732']	['PSEN1', 'CTNNB1', 'ABL1', 'SHH']
996	GO:BP	GO:0072175	epithelial tube formation	0.0011089110781548	True	"""The developmental process pertaining to the initial formation of an epithelial tube."" [GOC:mtg_kidney_jan10]"	137	101	6	15719	0.0594059405940594	0.0437956204379562	query_1	['GO:0035148', 'GO:0060562']	['PTCH1', 'KAT2A', 'CTNNB1', 'ABL1', 'SKI', 'RARA']
997	GO:BP	GO:0002520	immune system development	0.0011099432456295	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	101	7	15719	0.0693069306930693	0.0360824742268041	query_1	['GO:0002376', 'GO:0048731']	['PSEN1', 'CTNNB1', 'ADAM17', 'ABL1', 'SHH', 'TP53', 'SMAD3']
1001	GO:BP	GO:0001656	metanephros development	0.0011122011069195	True	"""The process whose specific outcome is the progression of the metanephros over time, from its formation to the mature structure. In mammals, the metanephros is the excretory organ of the fetus, which develops into the mature kidney and is formed from the rear portion of the nephrogenic cord. The metanephros is an endocrine and metabolic organ that filters the blood and excretes the end products of body metabolism in the form of urine."" [GOC:bf, ISBN:0192800752]"	88	101	5	15719	0.0495049504950495	0.0568181818181818	query_1	['GO:0001822']	['PTCH1', 'CTNNB1', 'SMAD4', 'SHH', 'APH1A']
998	GO:BP	GO:0060021	roof of mouth development	0.0011122011069195	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	101	5	15719	0.0495049504950495	0.0568181818181818	query_1	['GO:0048856']	['SUMO1', 'SMAD2', 'SMAD4', 'SHH', 'SKI']
999	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0011122011069195	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	101	5	15719	0.0495049504950495	0.0568181818181818	query_1	['GO:0006979', 'GO:0080134']	['AKT1', 'CTNNB1', 'ABL1', 'SIRT1', 'PDE8A']
1000	GO:BP	GO:0019217	regulation of fatty acid metabolic process	0.0011122011069195	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving fatty acids."" [GOC:go_curators]"	88	101	5	15719	0.0495049504950495	0.0568181818181818	query_1	['GO:0006631', 'GO:0010565', 'GO:0019216']	['AKT1', 'NR1H2', 'NR1H3', 'SIRT1', 'NCOR1']
1002	GO:BP	GO:0007051	spindle organization	0.0011395760197349	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the spindle, the array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during DNA segregation and serves to move the duplicated chromosomes apart."" [GOC:go_curators, GOC:mah]"	195	101	7	15719	0.0693069306930693	0.0358974358974358	query_1	['GO:0000226', 'GO:0022402']	['VCP', 'TACC3', 'CENPJ', 'PLK2', 'MECP2', 'NCOR1', 'HDAC3']
1003	GO:BP	GO:0034644	cellular response to UV	0.0011701183012287	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	89	101	5	15719	0.0495049504950495	0.0561797752808988	query_1	['GO:0009411', 'GO:0071482']	['CREBBP', 'SIRT1', 'EP300', 'TP53', 'KDM1A']
1004	GO:BP	GO:0071248	cellular response to metal ion	0.0011732990146872	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:mah]"	196	101	7	15719	0.0693069306930693	0.0357142857142857	query_1	['GO:0010038', 'GO:0071241']	['AKT1', 'NCSTN', 'SUMO1', 'EGFR', 'SHH', 'CDH1', 'APP']
1005	GO:BP	GO:1990840	response to lectin	0.0011771977079044	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	101	3	15719	0.0297029702970297	0.15	query_1	['GO:0009607']	['CREBBP', 'SRC', 'EP300']
1007	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.0011771977079044	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	101	3	15719	0.0297029702970297	0.15	query_1	['GO:0002220', 'GO:1990858']	['CREBBP', 'SRC', 'EP300']
1006	GO:BP	GO:1990858	cellular response to lectin	0.0011771977079044	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	101	3	15719	0.0297029702970297	0.15	query_1	['GO:1990840']	['CREBBP', 'SRC', 'EP300']
1008	GO:BP	GO:0060038	cardiac muscle cell proliferation	0.0011819786249417	True	"""The expansion of a cardiac muscle cell population by cell division."" [GOC:dph, GOC:rph, PMID:11161571]"	49	101	4	15719	0.0396039603960396	0.0816326530612244	query_1	['GO:0014855', 'GO:0055017']	['ABL1', 'NOTCH1', 'RBPJ', 'SKI']
156	REAC	REAC:R-HSA-1368071	NR1D1 (REV-ERBA) represses gene expression	0.0011914742107092	True	NR1D1 (REV-ERBA) represses gene expression	3	98	2	10022	0.0204081632653061	0.6666666666666666	query_1	['REAC:R-HSA-400253']	['NCOR1', 'HDAC3']
1009	GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	0.0012074237200701	True	"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	331	101	9	15719	0.0891089108910891	0.0271903323262839	query_1	['GO:0007346', 'GO:0044772', 'GO:1901987']	['AKT1', 'ADAM17', 'CENPJ', 'SIN3A', 'PLK2', 'EGFR', 'MECP2', 'APP', 'TP53']
1010	GO:BP	GO:0050790	regulation of catalytic activity	0.0012136184649118	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	101	24	15719	0.2376237623762376	0.0135593220338983	query_1	['GO:0065009']	['UBE2I', 'AKT1', 'SRC', 'PSEN1', 'VCP', 'APH1B', 'NR1H2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'NR1H3', 'PSENEN', 'EGFR', 'SIRT1', 'NOTCH1', 'CSTA', 'APH1A', 'KAT2B', 'ESR1', 'APP', 'TP53', 'SMAD3']
1011	GO:BP	GO:0032868	response to insulin	0.0012292580687856	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	262	101	8	15719	0.0792079207920792	0.0305343511450381	query_1	['GO:0043434']	['AKT1', 'SRC', 'NCOA2', 'SIRT1', 'SP1', 'KAT2B', 'FOXO1', 'NCOA1']
1012	GO:BP	GO:0006955	immune response	0.001246778322491	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	101	23	15719	0.2277227722772277	0.0138387484957882	query_1	['GO:0002376', 'GO:0050896']	['CREBBP', 'SRC', 'PSEN1', 'NR1H2', 'ADAM17', 'ABL1', 'UBE2J1', 'SIN3A', 'DLL1', 'PLK2', 'NR1H3', 'SIRT1', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'ESR1', 'RARA', 'APP', 'JAG1', 'TP53', 'SMAD3']
157	REAC	REAC:R-HSA-9609690	HCMV Early Events	0.0012582615074301	True	HCMV Early Events	132	98	7	10022	0.0714285714285714	0.053030303030303	query_1	['REAC:R-HSA-9609646']	['TBL1X', 'NCOR2', 'EGFR', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1']
1013	GO:BP	GO:0031648	protein destabilization	0.0012709035122999	True	"""Any process that decreases the stability of a protein, making it more vulnerable to degradative processes or aggregation."" [GOC:mah]"	50	101	4	15719	0.0396039603960396	0.08	query_1	['GO:0031647']	['CREBBP', 'SRC', 'SIRT1', 'EP300']
1014	GO:BP	GO:0060612	adipose tissue development	0.0012709035122999	True	"""The process whose specific outcome is the progression of adipose tissue over time, from its formation to the mature structure. Adipose tissue is specialized tissue that is used to store fat."" [GOC:dph]"	50	101	4	15719	0.0396039603960396	0.08	query_1	['GO:0048513', 'GO:0061448']	['NCOA2', 'SIRT1', 'TBL1XR1', 'NCOA1']
1015	GO:BP	GO:0001889	liver development	0.0012709353545021	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	101	6	15719	0.0594059405940594	0.0425531914893617	query_1	['GO:0048732', 'GO:0061008']	['PTCH1', 'IHH', 'NOTCH1', 'NOTCH2', 'RARA', 'SMAD3']
158	REAC	REAC:R-HSA-193807	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	0.0012727043645201	True	Synthesis of bile acids and bile salts via 27-hydroxycholesterol	14	98	3	10022	0.0306122448979591	0.2142857142857142	query_1	['REAC:R-HSA-192105']	['RXRA', 'NCOA2', 'NCOA1']
159	REAC	REAC:R-HSA-5678895	Defective CFTR causes cystic fibrosis	0.0012897105438602	True	Defective CFTR causes cystic fibrosis	61	98	5	10022	0.0510204081632653	0.081967213114754	query_1	['REAC:R-HSA-5619084']	['DERL2', 'VCP', 'OS9', 'SEL1L', 'ERLEC1']
59	GO:CC	GO:0048786	presynaptic active zone	0.0013069962882235	True	"""A specialized region of the plasma membrane and cell cortex of a presynaptic neuron; encompasses a region of the plasma membrane where synaptic vesicles dock and fuse, and a specialized cortical cytoskeletal matrix."" [GOC:dh, GOC:dl, GOC:ef, GOC:jid, GOC:pr, PMID:3152289]"	87	101	5	16420	0.0495049504950495	0.057471264367816	query_1	['GO:0098793', 'GO:0110165']	['CTNNB1', 'CDH2', 'APP', 'CTNND1', 'CDH10']
1016	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.0013108981090928	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	200	101	7	15719	0.0693069306930693	0.035	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['SRC', 'ABL1', 'EGFR', 'NOTCH1', 'NOTCH2', 'PDE8A', 'APP']
60	GO:CC	GO:0015629	actin cytoskeleton	0.0013251765047329	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]"	488	101	11	16420	0.1089108910891089	0.0225409836065573	query_1	['GO:0005856']	['NOTCH3', 'SRC', 'ADAM17', 'ABL1', 'CTNNA1', 'CDH2', 'CDH1', 'KAT2B', 'CTNNA2', 'RARA', 'JUP']
1017	GO:BP	GO:0022402	cell cycle process	0.0013353166043821	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1241	101	19	15719	0.1881188118811881	0.0153102336825141	query_1	['GO:0007049', 'GO:0009987']	['UBE2I', 'AKT1', 'KAT2A', 'VCP', 'TACC3', 'CTNNB1', 'ADAM17', 'CENPJ', 'SIN3A', 'PLK2', 'EGFR', 'SIRT1', 'MECP2', 'NCOR1', 'HDAC3', 'KAT2B', 'APP', 'TP53', 'CCNC']
1018	GO:BP	GO:0051567	histone H3-K9 methylation	0.0013430207642722	True	"""The modification of histone H3 by addition of one or more methyl groups to lysine at position 9 of the histone."" [GOC:ai, GOC:pr]"	21	101	3	15719	0.0297029702970297	0.1428571428571428	query_1	['GO:0034968', 'GO:0061647']	['SIRT1', 'MECP2', 'KDM1A']
1019	GO:BP	GO:0090043	regulation of tubulin deacetylation	0.0013430207642722	True	"""Any process that modulates the frequency, rate or extent of tubulin deacetylation. Tubulin deacetylation is the removal of an acetyl group from a protein amino acid."" [GOC:BHF, GOC:dph, GOC:tb]"	21	101	3	15719	0.0297029702970297	0.1428571428571428	query_1	['GO:0090042', 'GO:0090311']	['KAT2A', 'EP300', 'KAT2B']
1020	GO:BP	GO:0071870	cellular response to catecholamine stimulus	0.0013430207642722	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a catecholamine stimulus. A catecholamine is any of a group of biogenic amines that includes 4-(2-aminoethyl)pyrocatechol [4-(2-aminoethyl)benzene-1,2-diol] and derivatives formed by substitution."" [GOC:BHF, GOC:mah]"	92	101	5	15719	0.0495049504950495	0.0543478260869565	query_1	['GO:0071407', 'GO:0071868', 'GO:0071869', 'GO:1901701']	['NCSTN', 'ABL1', 'SIN3A', 'APP', 'HDAC2']
1021	GO:BP	GO:0051571	positive regulation of histone H3-K4 methylation	0.0013430207642722	True	"""Any process that activates or increases the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:mah]"	21	101	3	15719	0.0297029702970297	0.1428571428571428	query_1	['GO:0031062', 'GO:0051568', 'GO:0051569']	['CTNNB1', 'SMAD4', 'SNW1']
1022	GO:BP	GO:0071305	cellular response to vitamin D	0.0013430207642722	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin D stimulus."" [GOC:mah]"	21	101	3	15719	0.0297029702970297	0.1428571428571428	query_1	['GO:0033280', 'GO:0071295', 'GO:0071396', 'GO:0071407', 'GO:1901701']	['RXRA', 'RXRB', 'SNW1']
1023	GO:BP	GO:0071868	cellular response to monoamine stimulus	0.0013430207642722	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monoamine stimulus. A monoamine is any of a group of molecular messengers that contain one amino group that is connected to an aromatic ring by ethylene group (-CH2-CH2-). Monoamines are derived from the aromatic amino acids phenylalanine, tyrosine, histidine and tryptophan."" [GOC:mah]"	92	101	5	15719	0.0495049504950495	0.0543478260869565	query_1	['GO:0071417', 'GO:0071867']	['NCSTN', 'ABL1', 'SIN3A', 'APP', 'HDAC2']
1024	GO:BP	GO:0044085	cellular component biogenesis	0.0013430207642722	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]"	3106	101	35	15719	0.3465346534653465	0.0112685125563425	query_1	['GO:0071840']	['UBE2I', 'IHH', 'CREBBP', 'ADAM10', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'NR1H2', 'CTNNB1', 'ITGB3BP', 'CENPJ', 'ABL1', 'SIN3A', 'PLK2', 'AMIGO1', 'CTNNA1', 'SUMO1', 'SMAD2', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'MECP2', 'NCOR1', 'HDAC3', 'CDH1', 'KAT2B', 'ESR1', 'APP', 'CTNND1', 'TP53', 'SMAD3', 'CDH10', 'JUP']
1025	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0013430207642722	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	101	3	15719	0.0297029702970297	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['PSEN1', 'RBPJ', 'NOTCH2']
1026	GO:BP	GO:0022602	ovulation cycle process	0.0013536350286954	True	"""A process involved in the sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [GOC:isa_complete]"	51	101	4	15719	0.0396039603960396	0.0784313725490196	query_1	['GO:0022414', 'GO:0042698', 'GO:0048511']	['NRIP1', 'SRC', 'SIRT1', 'ESR1']
1027	GO:BP	GO:0036294	cellular response to decreased oxygen levels	0.0013536350286954	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	143	101	6	15719	0.0594059405940594	0.0419580419580419	query_1	['GO:0036293', 'GO:0071453']	['AKT1', 'SRC', 'SIRT1', 'NOTCH1', 'RBPJ', 'TP53']
1028	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	0.0013536350286954	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	101	4	15719	0.0396039603960396	0.0784313725490196	query_1	['GO:0002040', 'GO:0043534']	['AKT1', 'ABL1', 'PLK2', 'NOTCH1']
1029	GO:BP	GO:0007276	gamete generation	0.001367017135451	True	"""The generation and maintenance of gametes in a multicellular organism. A gamete is a haploid reproductive cell."" [GOC:ems, GOC:mtg_sensu]"	754	101	14	15719	0.1386138613861386	0.0185676392572944	query_1	['GO:0019953', 'GO:0048609']	['NRIP1', 'PTCH1', 'IHH', 'AKT1', 'DHH', 'SRC', 'CTNNB1', 'UBE2J1', 'AR', 'SIRT1', 'SMAD4', 'NOTCH1', 'RARA', 'SKIL']
61	GO:CC	GO:0030027	lamellipodium	0.0013677338860371	True	"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]"	197	101	7	16420	0.0693069306930693	0.0355329949238578	query_1	['GO:0031252', 'GO:0120025']	['AKT1', 'CTNNB1', 'CTNNA1', 'CDH2', 'CDH1', 'APP', 'CTNND1']
1030	GO:BP	GO:0061008	hepaticobiliary system development	0.0014024739914513	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	101	6	15719	0.0594059405940594	0.0416666666666666	query_1	['GO:0048731']	['PTCH1', 'IHH', 'NOTCH1', 'NOTCH2', 'RARA', 'SMAD3']
62	GO:CC	GO:0071664	catenin-TCF7L2 complex	0.0014050920758533	True	"""A protein complex that contains a catenin and TCF7L2 (TCF4), binds to the TCF DNA motif within a promoter element, and is involved in the regulation of WNT target gene transcription."" [GOC:BHF, GOC:rl, GOC:vk, PMID:14661054]"	4	101	2	16420	0.0198019801980198	0.5	query_1	['GO:0140513']	['CTNNB1', 'JUP']
1033	GO:BP	GO:2000677	regulation of transcription regulatory region DNA binding	0.001452194889592	True	"""Any process that modulates the frequency, rate or extent of transcription regulatory region DNA binding."" [GOC:obol]"	52	101	4	15719	0.0396039603960396	0.0769230769230769	query_1	['GO:0051101']	['PSEN1', 'CTNNB1', 'SIN3A', 'EP300']
1031	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	0.001452194889592	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	101	4	15719	0.0396039603960396	0.0769230769230769	query_1	['GO:0030518']	['SRC', 'AR', 'ESR1', 'FOXH1']
1032	GO:BP	GO:0008584	male gonad development	0.001452194889592	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	101	6	15719	0.0594059405940594	0.0413793103448275	query_1	['GO:0008406', 'GO:0046546']	['DHH', 'AR', 'CTNNA1', 'SMAD4', 'ESR1', 'RARA']
1034	GO:BP	GO:0001843	neural tube closure	0.0014621406586871	True	"""The last step in the formation of the neural tube, where the paired neural folds are brought together and fuse at the dorsal midline."" [GOC:dph, ISBN:0878932437]"	94	101	5	15719	0.0495049504950495	0.0531914893617021	query_1	['GO:0014020', 'GO:0060606']	['PTCH1', 'KAT2A', 'ABL1', 'SKI', 'RARA']
1035	GO:BP	GO:0046364	monosaccharide biosynthetic process	0.0014621406586871	True	"""The chemical reactions and pathways resulting in the formation of monosaccharides, polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms."" [ISBN:0198506732]"	94	101	5	15719	0.0495049504950495	0.0531914893617021	query_1	['GO:0005996', 'GO:0016051', 'GO:0044283']	['KAT2A', 'SIRT1', 'EP300', 'KAT2B', 'FOXO1']
1036	GO:BP	GO:0006974	DNA damage response	0.0014791708413743	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]"	854	101	15	15719	0.1485148514851485	0.0175644028103044	query_1	['GO:0033554']	['PSEN1', 'KAT2A', 'VCP', 'ABL1', 'PLK2', 'SUMO1', 'EGFR', 'SIRT1', 'EP300', 'SNW1', 'KAT2B', 'FOXO1', 'TP53', 'KDM1A', 'SKIL']
1037	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0014998930794634	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	101	6	15719	0.0594059405940594	0.0410958904109589	query_1	['GO:0045137', 'GO:0046661']	['DHH', 'AR', 'CTNNA1', 'SMAD4', 'ESR1', 'RARA']
1038	GO:BP	GO:0015850	organic hydroxy compound transport	0.0015017692620778	True	"""The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom."" [GOC:ai]"	271	101	8	15719	0.0792079207920792	0.029520295202952	query_1	['GO:0071702']	['RXRA', 'PTCH1', 'NR1H2', 'NR1H3', 'SIRT1', 'SHH', 'MECP2', 'GPS2']
1045	GO:BP	GO:0071867	response to monoamine	0.0015209028890563	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a monoamine stimulus. A monoamine is any of a group of molecular messengers that contain one amino group that is connected to an aromatic ring by ethylene group (-CH2-CH2-). Monoamines are derived from the aromatic amino acids phenylalanine, tyrosine, histidine and tryptophan."" [GOC:mah]"	95	101	5	15719	0.0495049504950495	0.0526315789473684	query_1	['GO:0010243']	['NCSTN', 'ABL1', 'SIN3A', 'APP', 'HDAC2']
1044	GO:BP	GO:0060606	tube closure	0.0015209028890563	True	"""Creation of the central hole of a tube in an anatomical structure by sealing the edges of an epithelial fold."" [GOC:dph]"	95	101	5	15719	0.0495049504950495	0.0526315789473684	query_1	['GO:0035148']	['PTCH1', 'KAT2A', 'ABL1', 'SKI', 'RARA']
1043	GO:BP	GO:0071869	response to catecholamine	0.0015209028890563	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a catecholamine stimulus. A catecholamine is any of a group of biogenic amines that includes 4-(2-aminoethyl)pyrocatechol [4-(2-aminoethyl)benzene-1,2-diol] and derivatives formed by substitution."" [GOC:BHF, GOC:mah]"	95	101	5	15719	0.0495049504950495	0.0526315789473684	query_1	['GO:0014070', 'GO:0071867', 'GO:1901700']	['NCSTN', 'ABL1', 'SIN3A', 'APP', 'HDAC2']
1041	GO:BP	GO:0003323	type B pancreatic cell development	0.0015209028890563	True	"""The process whose specific outcome is the progression of a type B pancreatic cell over time, from its formation to the mature structure. A type B pancreatic cell is a cell located towards center of the islets of Langerhans that secretes insulin."" [CL:0000169, GOC:dph]"	22	101	3	15719	0.0297029702970297	0.1363636363636363	query_1	['GO:0002068', 'GO:0003309']	['AKT1', 'DLL1', 'CDH2']
1040	GO:BP	GO:2000647	negative regulation of stem cell proliferation	0.0015209028890563	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell proliferation."" [GOC:dph]"	22	101	3	15719	0.0297029702970297	0.1363636363636363	query_1	['GO:0008285', 'GO:0072089', 'GO:0072091']	['PTCH1', 'RBPJ', 'TP53']
1039	GO:BP	GO:0034620	cellular response to unfolded protein	0.0015209028890563	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an unfolded protein stimulus."" [GOC:mah]"	95	101	5	15719	0.0495049504950495	0.0526315789473684	query_1	['GO:0006986', 'GO:0035967']	['YOD1', 'DERL2', 'VCP', 'OS9', 'ERLEC1']
1042	GO:BP	GO:0090288	negative regulation of cellular response to growth factor stimulus	0.0015209028890563	True	"""Any process that decreases the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:BHF]"	95	101	5	15719	0.0495049504950495	0.0526315789473684	query_1	['GO:0048585', 'GO:0071363', 'GO:0090287']	['SMURF2', 'ABL1', 'NOTCH1', 'SKI', 'SKIL']
1046	GO:BP	GO:0045637	regulation of myeloid cell differentiation	0.0015225917964457	True	"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	206	101	7	15719	0.0693069306930693	0.0339805825242718	query_1	['GO:0030099', 'GO:1903706']	['FOXO3', 'CTNNB1', 'DLL1', 'NOTCH2', 'RCOR1', 'RARA', 'JAG1']
