Autosomal dominant cutis laxa	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
785	REAC	REAC:R-HSA-168249	Innate Immune System	2.9945242434626325e-05	True	Innate Immune System	1023	103	19	17376	0.1844660194174757	0.0185728250244379	query_1	['REAC:R-HSA-168256']	['ITGAV', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'LCP2', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'VTN', 'PTK2', 'LCK', 'PTPN11']
786	REAC	REAC:R-HSA-5621480	Dectin-2 family	2.9945242434626325e-05	True	Dectin-2 family	22	103	4	17376	0.0388349514563106	0.1818181818181818	query_1	['REAC:R-HSA-5621481']	['PLCG2', 'FYN', 'LYN', 'SYK']
787	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	2.9945242434626325e-05	True	Oncogenic MAPK signaling	80	103	6	17376	0.058252427184466	0.075	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'VCL', 'TLN1']
788	REAC	REAC:R-HSA-5654696	Downstream signaling of activated FGFR2	2.9945242434626325e-05	True	Downstream signaling of activated FGFR2	22	103	4	17376	0.0388349514563106	0.1818181818181818	query_1	['REAC:R-HSA-5654738']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11']
789	GO:BP	GO:0014909	smooth muscle cell migration	3.033910923216771e-05	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	103	6	17376	0.058252427184466	0.0821917808219178	query_1	['GO:0014812']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
790	GO:BP	GO:2000403	positive regulation of lymphocyte migration	3.107019648467881e-05	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte migration."" [GOC:mah]"	42	103	5	17376	0.0485436893203883	0.119047619047619	query_1	['GO:0071677', 'GO:0072676', 'GO:2000401']	['ITGB3', 'ITGA4', 'MADCAM1', 'PTK2B', 'JAM2']
791	GO:BP	GO:0071677	positive regulation of mononuclear cell migration	3.274570686692384e-05	True	"""Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	74	103	6	17376	0.058252427184466	0.081081081081081	query_1	['GO:0002687', 'GO:0071674', 'GO:0071675']	['ITGB3', 'ITGA4', 'MADCAM1', 'TGFB1', 'PTK2B', 'JAM2']
792	GO:BP	GO:0048569	post-embryonic animal organ development	3.423622389772308e-05	True	"""Development, taking place during the post-embryonic phase of an animal tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	20	103	4	17376	0.0388349514563106	0.2	query_1	['GO:0048513']	['FBN1', 'KDR', 'VEGFA', 'MFAP2']
793	GO:BP	GO:1902692	regulation of neuroblast proliferation	3.475435808464898e-05	True	"""Any process that modulates the frequency, rate or extent of neuroblast proliferation."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:21168496]"	43	103	5	17376	0.0485436893203883	0.1162790697674418	query_1	['GO:0007405', 'GO:2000177']	['ITGB1', 'VEGFC', 'CTNNB1', 'TGFB1', 'VEGFA']
794	GO:BP	GO:0070661	leukocyte proliferation	3.475435808464898e-05	True	"""The expansion of a leukocyte population by cell division."" [GOC:add]"	339	103	11	17376	0.1067961165048543	0.0324483775811209	query_1	['GO:0008283']	['CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1', 'PTK2']
795	GO:BP	GO:0002437	inflammatory response to antigenic stimulus	3.518161401951773e-05	True	"""An inflammatory response to an antigenic stimulus, which can be include any number of T cell or B cell epitopes."" [GOC:add, ISBN:0781735149]"	75	103	6	17376	0.058252427184466	0.08	query_1	['GO:0006954', 'GO:0006955']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
796	GO:BP	GO:0007548	sex differentiation	3.624268469820938e-05	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	103	10	17376	0.0970873786407767	0.036231884057971	query_1	['GO:0003006']	['SRC', 'CTNNB1', 'KDR', 'VEGFA', 'CRKL', 'TGFBR1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA']
797	GO:BP	GO:0008543	fibroblast growth factor receptor signaling pathway	3.7885722239540656e-05	True	"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands."" [GOC:ceb]"	76	103	6	17376	0.058252427184466	0.0789473684210526	query_1	['GO:0007169', 'GO:0044344']	['CTNNB1', 'SOS1', 'GRB2', 'CRKL', 'THBS1', 'PTPN11']
798	GO:CC	GO:0005912	adherens junction	3.810041888908988e-05	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	167	103	8	17376	0.0776699029126213	0.0479041916167664	query_1	['GO:0005911']	['SMAD7', 'CTNNB1', 'LYN', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'ADAM15']
799	GO:BP	GO:0050807	regulation of synapse organization	3.959628804745137e-05	True	"""Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:dph, GOC:tb]"	219	103	9	17376	0.087378640776699	0.0410958904109589	query_1	['GO:0050803', 'GO:0050808', 'GO:0051128']	['ITGB1', 'CTNNB1', 'LRP4', 'FYN', 'NRP2', 'MUSK', 'PTK2B', 'AGRN', 'SEMA4D']
800	REAC	REAC:R-HSA-8851805	MET activates RAS signaling	4.1388441749819176e-05	True	MET activates RAS signaling	8	103	3	17376	0.029126213592233	0.375	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'SOS1']
801	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	4.1388441749819176e-05	True	Sema4D mediated inhibition of cell attachment and migration	8	103	3	17376	0.029126213592233	0.375	query_1	['REAC:R-HSA-400685']	['MET', 'PLXNB1', 'SEMA4D']
802	GO:BP	GO:2001026	regulation of endothelial cell chemotaxis	4.159995640338342e-05	True	"""Any process that modulates the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:BHF]"	21	103	4	17376	0.0388349514563106	0.1904761904761904	query_1	['GO:0010594', 'GO:0035767', 'GO:0050920']	['MET', 'KDR', 'VEGFA', 'THBS1']
803	REAC	REAC:R-HSA-400685	Sema4D in semaphorin signaling	4.188465036914111e-05	True	Sema4D in semaphorin signaling	24	103	4	17376	0.0388349514563106	0.1666666666666666	query_1	['REAC:R-HSA-373755']	['MET', 'PLXNB1', 'ERBB2', 'SEMA4D']
804	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	4.296637560259176e-05	True	RHO GTPase cycle	441	103	12	17376	0.116504854368932	0.0272108843537414	query_1	['REAC:R-HSA-194315']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'SRC', 'PIK3R1', 'SOS1', 'SH3PXD2A', 'ZAP70', 'VAV1', 'PTK2B', 'LCK', 'PLXNA1']
805	GO:BP	GO:0035272	exocrine system development	4.325527780595259e-05	True	"""Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system."" [GOC:bf, Wikipedia:Exocrine_gland]"	45	103	5	17376	0.0485436893203883	0.1111111111111111	query_1	['GO:0048731']	['TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
806	GO:BP	GO:1990791	dorsal root ganglion development	4.45883864383536e-05	True	"""The process whose specific outcome is the progression of a dorsal root ganglion over time, from its formation to the mature structure."" [PMID:18583150]"	7	103	3	17376	0.029126213592233	0.4285714285714285	query_1	['GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
807	GO:BP	GO:0021855	hypothalamus cell migration	4.45883864383536e-05	True	"""The directed movement of a cell into the hypothalamus region of the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	7	103	3	17376	0.029126213592233	0.4285714285714285	query_1	['GO:0016477', 'GO:0021854']	['NRP2', 'NRP1', 'PLXNA1']
808	GO:BP	GO:0050904	diapedesis	4.45883864383536e-05	True	"""The passage of a leukocyte between the tight junctions of endothelial cells lining blood vessels, typically the fourth and final step of cellular extravasation."" [ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	7	103	3	17376	0.029126213592233	0.4285714285714285	query_1	['GO:0045123', 'GO:0050900']	['CRK', 'ITGA4', 'CRKL']
809	GO:BP	GO:0010942	positive regulation of cell death	4.6325958077042256e-05	True	"""Any process that increases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	574	103	14	17376	0.1359223300970873	0.024390243902439	query_1	['GO:0008219', 'GO:0010941', 'GO:0048522']	['ITGB1', 'SRC', 'TGFB3', 'CTNNB1', 'FYN', 'ITGA4', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'TGFBR1', 'LCK', 'EMILIN1', 'THBS1']
810	GO:BP	GO:0021675	nerve development	4.6846590029147175e-05	True	"""The process whose specific outcome is the progression of a nerve over time, from its formation to the mature structure."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	79	103	6	17376	0.058252427184466	0.0759493670886076	query_1	['GO:0007399', 'GO:0048856']	['CTNNB1', 'ITGA4', 'NRP2', 'VCAM1', 'NRP1', 'PLXNA1']
811	GO:BP	GO:0050803	regulation of synapse structure or activity	4.688861325434579e-05	True	"""Any process that modulates the physical form or the activity of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai]"	224	103	9	17376	0.087378640776699	0.0401785714285714	query_1	['GO:0065008']	['ITGB1', 'CTNNB1', 'LRP4', 'FYN', 'NRP2', 'MUSK', 'PTK2B', 'AGRN', 'SEMA4D']
812	REAC	REAC:R-HSA-194315	Signaling by Rho GTPases	4.728188068047785e-05	True	Signaling by Rho GTPases	689	103	15	17376	0.145631067961165	0.0217706821480406	query_1	['REAC:R-HSA-9716542']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'SRC', 'PIK3R1', 'CTNNB1', 'SOS1', 'SH3PXD2A', 'ZAP70', 'VAV1', 'CDH1', 'PTK2B', 'PTK2', 'LCK', 'PLXNA1']
813	GO:BP	GO:0048483	autonomic nervous system development	4.765785046496227e-05	True	"""The process whose specific outcome is the progression of the autonomic nervous system over time, from its formation to the mature structure. The autonomic nervous system is composed of neurons that are not under conscious control, and is comprised of two antagonistic components, the sympathetic and parasympathetic nervous systems. The autonomic nervous system regulates key functions including the activity of the cardiac (heart) muscle, smooth muscles (e.g. of the gut), and glands."" [FMA:9905, GOC:jid, GOC:sr]"	46	103	5	17376	0.0485436893203883	0.108695652173913	query_1	['GO:0007399', 'GO:0048731']	['FN1', 'CTNNB1', 'NRP2', 'VCAM1', 'NRP1']
814	GO:BP	GO:0061383	trabecula morphogenesis	4.765785046496227e-05	True	"""The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	46	103	5	17376	0.0485436893203883	0.108695652173913	query_1	['GO:0009653']	['PLXNB1', 'SOS1', 'FBN2', 'TGFBR1', 'SEMA4D']
815	GO:BP	GO:0003206	cardiac chamber morphogenesis	4.814435823929359e-05	True	"""The process in which a cardiac chamber is generated and organized. A cardiac chamber is an enclosed cavity within the heart."" [GOC:mtg_heart]"	121	103	7	17376	0.0679611650485436	0.0578512396694214	query_1	['GO:0003007', 'GO:0003205', 'GO:0009653']	['SMAD7', 'SOS1', 'TGFBR2', 'TGFB1', 'NRP2', 'TGFBR1', 'NRP1']
816	GO:BP	GO:0045667	regulation of osteoblast differentiation	4.814435823929359e-05	True	"""Any process that modulates the frequency, rate or extent of osteoblast differentiation."" [GOC:go_curators]"	121	103	7	17376	0.0679611650485436	0.0578512396694214	query_1	['GO:0001649', 'GO:0045595']	['VEGFC', 'HGF', 'CTNNB1', 'RANBP3L', 'FBN2', 'PTK2', 'SEMA4D']
817	GO:BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	4.960425875771034e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	22	103	4	17376	0.0388349514563106	0.1818181818181818	query_1	['GO:0036119', 'GO:0071363']	['SRC', 'ITGB3', 'FYN', 'CBL']
818	REAC	REAC:R-HSA-9658195	Leishmania infection	4.971828977009627e-05	True	Leishmania infection	242	103	9	17376	0.087378640776699	0.0371900826446281	query_1	['REAC:R-HSA-5663205']	['CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
819	GO:BP	GO:0007417	central nervous system development	4.995201291315978e-05	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1023	103	19	17376	0.1844660194174757	0.0185728250244379	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'LYN', 'TGFB1', 'NRP2', 'EGFR', 'ERBB2', 'CDH1', 'SH3GL2', 'CRKL', 'VTN', 'NRP1', 'PTPN11', 'PLXNA1']
820	GO:BP	GO:0097553	calcium ion transmembrane import into cytosol	5.0409362288120224e-05	True	"""A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore."" [GOC:vw]"	171	103	8	17376	0.0776699029126213	0.0467836257309941	query_1	['GO:0070588']	['ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
821	GO:BP	GO:0008286	insulin receptor signaling pathway	5.0409362288120224e-05	True	"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]"	122	103	7	17376	0.0679611650485436	0.0573770491803278	query_1	['GO:0007169', 'GO:0032869']	['BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTPN11']
822	GO:BP	GO:0051209	release of sequestered calcium ion into cytosol	5.0409362288120224e-05	True	"""The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment."" [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]"	122	103	7	17376	0.0679611650485436	0.0573770491803278	query_1	['GO:0051283', 'GO:0097553']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
823	GO:BP	GO:0042113	B cell activation	5.093784473072935e-05	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	288	103	10	17376	0.0970873786407767	0.0347222222222222	query_1	['GO:0046649']	['ITGB1', 'PIK3R1', 'PLCG2', 'ITGA4', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'SH3KBP1', 'VCAM1']
824	REAC	REAC:R-HSA-1474228	Degradation of the extracellular matrix	5.106723546226286e-05	True	Degradation of the extracellular matrix	133	103	7	17376	0.0679611650485436	0.0526315789473684	query_1	['REAC:R-HSA-1474244']	['FN1', 'SPP1', 'FBN1', 'FBN2', 'CDH1', 'ADAM15', 'ELN']
825	GO:BP	GO:0051707	response to other organism	5.14900429823654e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1430	103	23	17376	0.2233009708737864	0.016083916083916	query_1	['GO:0043207', 'GO:0044419']	['SRC', 'CRK', 'SHC1', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'LOXL1', 'VAV1', 'SYK', 'FCGR1A', 'CDH1', 'PTK2B', 'VEGFD', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'EMILIN1', 'ADAM15', 'PTPN11', 'MFAP4']
826	GO:BP	GO:0051283	negative regulation of sequestering of calcium ion	5.293168213834724e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	123	103	7	17376	0.0679611650485436	0.056910569105691	query_1	['GO:0048523', 'GO:0051208', 'GO:0051282']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
827	GO:BP	GO:0043207	response to external biotic stimulus	5.3117781378994975e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1433	103	23	17376	0.2233009708737864	0.0160502442428471	query_1	['GO:0009605', 'GO:0009607']	['SRC', 'CRK', 'SHC1', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'LOXL1', 'VAV1', 'SYK', 'FCGR1A', 'CDH1', 'PTK2B', 'VEGFD', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'EMILIN1', 'ADAM15', 'PTPN11', 'MFAP4']
828	REAC	REAC:R-HSA-1236394	Signaling by ERBB4	5.385529647902477e-05	True	Signaling by ERBB4	53	103	5	17376	0.0485436893203883	0.0943396226415094	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'EGFR']
829	REAC	REAC:R-HSA-9725370	Signaling by ALK fusions and activated point mutants	5.385529647902477e-05	True	Signaling by ALK fusions and activated point mutants	53	103	5	17376	0.0485436893203883	0.0943396226415094	query_1	['REAC:R-HSA-9700206']	['FN1', 'PIK3R1', 'GRB2', 'VCL', 'PLCG1']
830	REAC	REAC:R-HSA-9700206	Signaling by ALK in cancer	5.385529647902477e-05	True	Signaling by ALK in cancer	53	103	5	17376	0.0485436893203883	0.0943396226415094	query_1	['REAC:R-HSA-5663202']	['FN1', 'PIK3R1', 'GRB2', 'VCL', 'PLCG1']
831	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	5.753216185171425e-05	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1', 'CDH1']
832	REAC	REAC:R-HSA-9634285	Constitutive Signaling by Overexpressed ERBB2	5.753216185171425e-05	True	Constitutive Signaling by Overexpressed ERBB2	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['REAC:R-HSA-1227990']	['SHC1', 'SOS1', 'ERBB2']
833	REAC	REAC:R-HSA-5655291	Signaling by FGFR4 in disease	5.753216185171425e-05	True	Signaling by FGFR4 in disease	9	103	3	17376	0.029126213592233	0.3333333333333333	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
834	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	5.753216185171425e-05	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	704	103	15	17376	0.145631067961165	0.0213068181818181	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'SRC', 'PIK3R1', 'CTNNB1', 'SOS1', 'SH3PXD2A', 'ZAP70', 'VAV1', 'CDH1', 'PTK2B', 'PTK2', 'LCK', 'PLXNA1']
835	GO:BP	GO:0048286	lung alveolus development	5.772357085540254e-05	True	"""The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways."" [GOC:mtg_lung, PMID:9751757]"	48	103	5	17376	0.0485436893203883	0.1041666666666666	query_1	['GO:0030324', 'GO:0048856']	['TGFB3', 'FLT4', 'TGFB1', 'KDR', 'ITGB6']
836	GO:BP	GO:0051489	regulation of filopodium assembly	5.772357085540254e-05	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	103	5	17376	0.0485436893203883	0.1041666666666666	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'AGRN', 'TGFBR1', 'NRP1']
837	GO:BP	GO:0071621	granulocyte chemotaxis	5.831502749512608e-05	True	"""The movement of a granulocyte in response to an external stimulus."" [GOC:rph]"	125	103	7	17376	0.0679611650485436	0.056	query_1	['GO:0030595', 'GO:0097530']	['ITGA9', 'JAM3', 'VAV1', 'SYK', 'VEGFA', 'PTK2', 'THBS1']
838	GO:BP	GO:0051282	regulation of sequestering of calcium ion	5.831502749512608e-05	True	"""Any process that modulates the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	125	103	7	17376	0.0679611650485436	0.056	query_1	['GO:0032879', 'GO:0050794', 'GO:0051208']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
839	GO:BP	GO:0051098	regulation of binding	5.831502749512608e-05	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	360	103	11	17376	0.1067961165048543	0.0305555555555555	query_1	['GO:0065009']	['MET', 'SRC', 'CRK', 'CTNNB1', 'LOX', 'ITGA4', 'TGFB1', 'VTN', 'TGFBR1', 'NRP1', 'ADAM15']
840	GO:BP	GO:0043068	positive regulation of programmed cell death	6.114423854419233e-05	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	510	103	13	17376	0.1262135922330097	0.0254901960784313	query_1	['GO:0010942', 'GO:0012501', 'GO:0043067']	['ITGB1', 'SRC', 'TGFB3', 'CTNNB1', 'ITGA4', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'TGFBR1', 'LCK', 'EMILIN1', 'THBS1']
841	GO:BP	GO:0042476	odontogenesis	6.12127383955723e-05	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	126	103	7	17376	0.0679611650485436	0.0555555555555555	query_1	['GO:0009887']	['SRC', 'TGFB3', 'CTNNB1', 'LRP4', 'TGFB1', 'ITGB6', 'PDGFRA']
842	GO:BP	GO:0050777	negative regulation of immune response	6.6272755156388e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	178	103	8	17376	0.0776699029126213	0.0449438202247191	query_1	['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']	['SRC', 'SMAD7', 'CRK', 'FYN', 'LYN', 'TGFB1', 'SYK', 'PLCG1']
843	GO:BP	GO:0060341	regulation of cellular localization	6.674570602052131e-05	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	950	103	18	17376	0.174757281553398	0.0189473684210526	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CTNNB1', 'LRP4', 'FYN', 'TGFB1', 'EGFR', 'VCL', 'ERBB2', 'CDH1', 'VEGFA', 'CRKL', 'ITGA3', 'PTPN11']
844	GO:BP	GO:0046651	lymphocyte proliferation	6.71688642855583e-05	True	"""The expansion of a lymphocyte population by cell division."" [GOC:ai]"	298	103	10	17376	0.0970873786407767	0.0335570469798657	query_1	['GO:0032943', 'GO:0046649']	['CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
845	GO:BP	GO:0051124	synaptic assembly at neuromuscular junction	6.718795892564766e-05	True	"""The assembly of a synapse at a neuromuscular junction."" [PMID:20215342]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0007416', 'GO:0007528', 'GO:0048589']	['LRP4', 'MUSK', 'AGRN']
846	GO:BP	GO:0021888	hypothalamus gonadotrophin-releasing hormone neuron development	6.718795892564766e-05	True	"""The process whose specific outcome is the progression of a hypothalamus gonadotrophin-releasing hormone neuron over time, from initial commitment of its fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0021884', 'GO:0021886']	['NRP2', 'NRP1', 'PLXNA1']
847	GO:BP	GO:0003158	endothelium development	6.718795892564766e-05	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	103	7	17376	0.0679611650485436	0.0546875	query_1	['GO:0060429']	['MET', 'RAPGEF1', 'CTNNB1', 'KDR', 'VCL', 'VEGFA', 'NRP1']
848	GO:BP	GO:0021886	hypothalamus gonadotrophin-releasing hormone neuron differentiation	6.718795892564766e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron located in the hypothalamus. These neurons release gonadotrophin-releasing hormone as a neural transmitter."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0021979']	['NRP2', 'NRP1', 'PLXNA1']
849	GO:BP	GO:0061549	sympathetic ganglion development	6.718795892564766e-05	True	"""The process whose specific outcome is the progression of a sympathetic ganglion over time, from its formation to the mature structure."" [GOC:BHF, GOC:rl]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0048485', 'GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
850	GO:BP	GO:0048050	post-embryonic eye morphogenesis	6.718795892564766e-05	True	"""The process, occurring after embryonic development, by which the anatomical structures of the eye are generated and organized. The eye is the organ of sight."" [GOC:jid, GOC:sensu]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0048563', 'GO:0048592']	['FBN1', 'KDR', 'MFAP2']
851	GO:BP	GO:0035581	sequestering of extracellular ligand from receptor	6.718795892564766e-05	True	"""The process of binding or confining an extracellular signaling ligand, such that the ligand is unable to bind to its cell surface receptor."" [GOC:BHF, GOC:signaling]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:1900116']	['LTBP1', 'FBN1', 'FBN2']
