Autosomal recessive cerebellar ataxia due to STUB1 deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
181	GO:BP	GO:0007166	cell surface receptor signaling pathway	0.0041247112869599	True	"""The series of molecular signals initiated by activation of a receptor on the surface of a cell. The pathway begins with binding of an extracellular ligand to a cell surface receptor, or for receptors that signal in the absence of a ligand, by ligand-withdrawal or the activity of a constitutively active receptor. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:mah, GOC:pr, GOC:signaling]"	2638	99	31	15719	0.3131313131313131	0.011751326762699	query_1	['GO:0007165']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'PRKAR1B', 'RET', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'UBE2D3', 'PRKACB', 'KCNB1', 'GFRA3', 'GRB2', 'EGFR', 'GPR161', 'PLCG1', 'USP8', 'ERBB2', 'PRKACA', 'GAB2', 'AKAP3', 'SHC3', 'GAREM1', 'BAG3', 'CBL', 'PDCD6', 'UBE2N', 'CDC37']
181	REAC	REAC:R-HSA-8939211	ESR-mediated signaling	0.0041468092000243	True	ESR-mediated signaling	216	77	7	10022	0.0909090909090909	0.0324074074074074	query_1	['REAC:R-HSA-9006931']	['PIK3R1', 'HSP90AB1', 'FKBP5', 'EGFR', 'HSP90AA1', 'ESR1', 'PTGES3']
39	GO:CC	GO:1902495	transmembrane transporter complex	0.0041532492332211	True	"""A transmembrane protein complex which enables the transfer of a substance from one side of a membrane to the other."" [GOC:bhm, GOC:TermGenie, PMID:18024586]"	379	98	9	16420	0.0918367346938775	0.0237467018469656	query_1	['GO:0098796', 'GO:1990351']	['KCNE5', 'KCNH2', 'UQCRQ', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
182	GO:BP	GO:0048522	positive regulation of cellular process	0.0043208914851292	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	99	50	15719	0.5050505050505051	0.0095675468809797	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['UBE2I', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'STUB1', 'DNAJA2', 'SOS1', 'GAB1', 'UBE2D3', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNB1', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'HSP90AA1', 'PLCG1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'DNAJA1', 'HSPA8', 'PTGES3', 'MYCBP', 'GAREM1', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'CCDC117', 'UBE2N']
40	GO:CC	GO:0012505	endomembrane system	0.0045420591674293	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4431	98	42	16420	0.4285714285714285	0.0094786729857819	query_1	['GO:0110165']	['UBE2I', 'STIP1', 'HSPA1A', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'CDK5RAP2', 'PRKAR1B', 'SELENOI', 'PTPN23', 'PRKAR1A', 'RET', 'OSBPL11', 'STUB1', 'RNF128', 'CLINT1', 'UBE2D3', 'ANXA11', 'KCNB1', 'GRB2', 'KCNE2', 'FTL', 'EGFR', 'HSP90AA1', 'FTH1', 'GPR161', 'USP8', 'AKAP9', 'ERBB2', 'OSBPL9', 'KCNQ1', 'ESR1', 'PRKACA', 'AKAP3', 'DNAJA1', 'TOM1L2', 'HSPA8', 'CBL', 'KCNE1', 'PDCD6', 'GRAP2']
43	GO:CC	GO:0005622	intracellular anatomical structure	0.004554701431076	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	98	93	16420	0.9489795918367347	0.006787330316742	query_1	['GO:0110165']	['UBE2I', 'STIP1', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'DPP3', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'SELENOI', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'RNF128', 'CLINT1', 'DNAJA2', 'PPAT', 'FKBP5', 'SOS1', 'GAB1', 'UBE2G1', 'UBE2D3', 'PIR', 'ANKRD26', 'PRKACB', 'UBE4B', 'CEP68', 'AKAP11', 'ANXA11', 'KCNH2', 'ENDOG', 'SH3D19', 'UQCRQ', 'KCNB1', 'GFRA3', 'GRB2', 'KCNE2', 'HSPB8', 'FTL', 'EGFR', 'AKAP10', 'PRKACG', 'PRKAR2A', 'DNAJA4', 'HSP90AA1', 'RADX', 'OTUB1', 'FTH1', 'GPR161', 'PLCG1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'OSBPL9', 'GTF2IRD2', 'UBE2D2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'NPEPL1', 'AKAP3', 'SHC3', 'GTF2IRD1', 'SIRT5', 'DNAJA1', 'TOM1L2', 'HSPA8', 'PTGES3', 'UBL7', 'DNAJC7', 'MYCBP', 'BAG3', 'HELZ', 'ECHDC1', 'CBL', 'KCNE1', 'PDCD6', 'GTF2IRD2B', 'CCDC117', 'UBE2N', 'AKAP1', 'GRAP2', 'CDC37']
41	GO:CC	GO:0097487	multivesicular body, internal vesicle	0.004554701431076	True	"""A membrane-bounded vesicle wholly contained within a multivesicular body."" [GOC:pde, PMID:21183070]"	6	98	2	16420	0.0204081632653061	0.3333333333333333	query_1	['GO:0005771', 'GO:0031410']	['LRRK2', 'EGFR']
42	GO:CC	GO:1990234	transferase complex	0.004554701431076	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	854	98	14	16420	0.1428571428571428	0.0163934426229508	query_1	['GO:1902494']	['UBE2I', 'PIK3R1', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'STUB1', 'PRKACB', 'UBE4B', 'PRKAR2A', 'UBE2V2', 'UBE2D2', 'PRKACA', 'PDCD6', 'UBE2N']
44	GO:CC	GO:0044853	plasma membrane raft	0.004554701431076	True	"""A membrane raft that is part of the plasma membrane."" [GOC:jl]"	110	98	5	16420	0.0510204081632653	0.0454545454545454	query_1	['GO:0045121', 'GO:0098590']	['LRRK2', 'PRKAR1A', 'PRKAR2A', 'PRKACA', 'CBL']
46	GO:CC	GO:0005615	extracellular space	0.004573478802325	True	"""That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid."" [ISBN:0198547684]"	3044	98	32	16420	0.3265306122448979	0.0105124835742444	query_1	['GO:0005576', 'GO:0110165']	['HSPA1A', 'LRRK2', 'DPP3', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PTPN23', 'PRKAR2B', 'DNAJA2', 'FKBP5', 'UBE2G1', 'UBE2D3', 'PRKACB', 'ANXA11', 'GRB2', 'FTL', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'OTUB1', 'FTH1', 'UBE2V2', 'UBE2D2', 'PRKACA', 'DNAJA1', 'TOM1L2', 'HSPA8', 'ARTN', 'DNAJC7', 'PDCD6', 'UBE2N', 'CDC37']
47	GO:CC	GO:0005771	multivesicular body	0.004573478802325	True	"""A type of endosome in which regions of the limiting endosomal membrane invaginate to form internal vesicles; membrane proteins that enter the internal vesicles are sequestered from the cytoplasm."" [PMID:11566881, PMID:16533950]"	64	98	4	16420	0.0408163265306122	0.0625	query_1	['GO:0005770']	['LRRK2', 'PRKAR1B', 'PRKAR1A', 'EGFR']
45	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.004573478802325	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	98	25	16420	0.2551020408163265	0.0117647058823529	query_1	['GO:0042995']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'PRKAR2B', 'RET', 'PRKACB', 'KCNB1', 'EGFR', 'PRKACG', 'PRKAR2A', 'HSP90AA1', 'GPR161', 'PLCG1', 'USP8', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'AKAP3', 'HSPA8', 'BAG3', 'CBL']
182	REAC	REAC:R-HSA-187037	Signaling by NTRK1 (TRKA)	0.0048190718208511	True	Signaling by NTRK1 (TRKA)	110	77	5	10022	0.0649350649350649	0.0454545454545454	query_1	['REAC:R-HSA-166520']	['PIK3R1', 'SHC1', 'SOS1', 'PLCG1', 'SHC3']
183	GO:BP	GO:0006886	intracellular protein transport	0.0050032368559489	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	865	99	15	15719	0.1515151515151515	0.0173410404624277	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['LRRK2', 'AKAP5', 'PIK3R1', 'PTPN23', 'UBE2D3', 'KCNB1', 'HSP90AA1', 'ERBB2', 'GTF2IRD2', 'PRKACA', 'HSPA8', 'BAG3', 'KCNE1', 'PDCD6', 'CDC37']
184	GO:BP	GO:0080134	regulation of response to stress	0.005070186194992	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	99	20	15719	0.202020202020202	0.0144927536231884	query_1	['GO:0006950', 'GO:0048583']	['HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'PRKAR1B', 'ENDOG', 'EGFR', 'HSP90AA1', 'RADX', 'OTUB1', 'PLCG1', 'PUM1', 'CHORDC1', 'UBE2V2', 'ESR1', 'DNAJA1', 'DNAJC7', 'CCDC117', 'UBE2N', 'CDC37']
183	REAC	REAC:R-HSA-168249	Innate Immune System	0.0050742696638165	True	Innate Immune System	1022	77	17	10022	0.2207792207792207	0.0166340508806262	query_1	['REAC:R-HSA-168256']	['HSPA1A', 'PIK3R1', 'HSP90AB1', 'SOS1', 'UBE2D3', 'PRKACB', 'FTL', 'PRKACG', 'HSP90AA1', 'FTH1', 'PLCG1', 'UBE2D2', 'PRKACA', 'GAB2', 'HSPA8', 'UBE2N', 'GRAP2']
50	GO:CC	GO:0043025	neuronal cell body	0.0051863349152875	True	"""The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."" [GOC:go_curators]"	491	98	10	16420	0.1020408163265306	0.020366598778004	query_1	['GO:0036477', 'GO:0044297']	['LRRK2', 'HSP90AB1', 'PRKAR2B', 'RET', 'SOS1', 'ENDOG', 'KCNB1', 'HSP90AA1', 'AKAP9', 'KCNQ1']
48	GO:CC	GO:0098978	glutamatergic synapse	0.0051863349152875	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	404	98	9	16420	0.0918367346938775	0.0222772277227722	query_1	['GO:0045202']	['LRRK2', 'PRKAR1B', 'PRKAR1A', 'PRKAR2B', 'PLCG1', 'USP8', 'AKAP9', 'PRKACA', 'HSPA8']
49	GO:CC	GO:1990351	transporter complex	0.0051863349152875	True	"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]"	403	98	9	16420	0.0918367346938775	0.0223325062034739	query_1	['GO:0032991']	['KCNE5', 'KCNH2', 'UQCRQ', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
51	GO:CC	GO:0098590	plasma membrane region	0.0052137285427015	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	98	17	16420	0.173469387755102	0.0141313383208645	query_1	['GO:0005886', 'GO:0016020']	['DDR2', 'LRRK2', 'AKAP5', 'PRKAR1A', 'KCNB1', 'EGFR', 'PRKAR2A', 'HSP90AA1', 'GPR161', 'PLCG1', 'AKAP9', 'ERBB2', 'KCNQ1', 'PRKACA', 'HSPA8', 'CBL', 'KCNE1']
184	REAC	REAC:R-HSA-187687	Signalling to ERKs	0.0052189241494621	True	Signalling to ERKs	31	77	3	10022	0.0389610389610389	0.0967741935483871	query_1	['REAC:R-HSA-187037']	['SHC1', 'SOS1', 'SHC3']
185	GO:BP	GO:0050821	protein stabilization	0.0052569054277641	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	99	7	15719	0.0707070707070707	0.0336538461538461	query_1	['GO:0031647']	['HSPA1A', 'PIK3R1', 'HSP90AB1', 'HSP90AA1', 'PTGES3', 'BAG3', 'CDC37']
186	GO:BP	GO:0034766	negative regulation of monoatomic ion transmembrane transport	0.0053230003201698	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	96	99	5	15719	0.0505050505050505	0.0520833333333333	query_1	['GO:0034220', 'GO:0034763', 'GO:0034765', 'GO:0043271']	['KCNE5', 'KCNH2', 'KCNE2', 'KCNQ1', 'KCNE1']
187	GO:BP	GO:0045732	positive regulation of protein catabolic process	0.0053538367497258	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]"	209	99	7	15719	0.0707070707070707	0.0334928229665071	query_1	['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']	['HSPA1A', 'LRRK2', 'STUB1', 'RNF128', 'SH3D19', 'KCNE2', 'HSP90AA1']
188	GO:BP	GO:0009896	positive regulation of catabolic process	0.0056440994342983	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	512	99	11	15719	0.1111111111111111	0.021484375	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['HSPA1A', 'LRRK2', 'STUB1', 'RNF128', 'ENDOG', 'SH3D19', 'KCNE2', 'HSPB8', 'HSP90AA1', 'PUM1', 'BAG3']
189	GO:BP	GO:0009056	catabolic process	0.0057006525677453	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2443	99	29	15719	0.2929292929292929	0.0118706508391322	query_1	['GO:0008152']	['UBE2I', 'HSPA1A', 'LRRK2', 'DPP3', 'HSP90AB1', 'PTPN23', 'STUB1', 'RNF128', 'UBE2G1', 'UBE2D3', 'UBE4B', 'ENDOG', 'SH3D19', 'KCNE2', 'HSPB8', 'EGFR', 'HSP90AA1', 'PLCG1', 'PUM1', 'USP8', 'UBE2D2', 'PRKACA', 'HSPA8', 'UBL7', 'BAG3', 'ECHDC1', 'CBL', 'UBE2N', 'CDC37']
190	GO:BP	GO:0006880	intracellular sequestering of iron ion	0.0058117398166444	True	"""The process of binding or confining iron ions in an intracellular area such that they are separated from other components of a biological system."" [GOC:ai]"	5	99	2	15719	0.0202020202020202	0.4	query_1	['GO:0097577']	['FTL', 'FTH1']
191	GO:BP	GO:0021904	dorsal/ventral neural tube patterning	0.0058223845964833	True	"""The process in which the neural tube is regionalized in the dorsoventral axis."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:11262869]"	23	99	3	15719	0.0303030303030303	0.1304347826086956	query_1	['GO:0009953', 'GO:0021532']	['PRKACB', 'GPR161', 'PRKACA']
192	GO:BP	GO:0140962	multicellular organismal-level chemical homeostasis	0.0058223845964833	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within extracellular body fluids, such as blood, xylem or phloem, of a multicellular organism. This is distinct from maintenance of cellular homeostasis, which occurs within a cell."" [GOC:curators]"	55	99	4	15719	0.0404040404040404	0.0727272727272727	query_1	['GO:0048871', 'GO:0048878']	['PRKACB', 'AKAP11', 'PRKACG', 'PRKACA']
193	GO:BP	GO:1901698	response to nitrogen compound	0.0058223845964833	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	99	17	15719	0.1717171717171717	0.0157116451016635	query_1	['GO:0042221']	['DDR2', 'LRRK2', 'PIK3R1', 'PRKAR2B', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'UBE4B', 'KCNB1', 'GRB2', 'EGFR', 'HSP90AA1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
195	GO:BP	GO:0070887	cellular response to chemical stimulus	0.0060014990732348	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]"	2579	99	30	15719	0.303030303030303	0.0116324156649864	query_1	['GO:0042221', 'GO:0051716']	['STIP1', 'HSPA1A', 'DDR2', 'LRRK2', 'PIK3R1', 'HSP90AB1', 'RET', 'SHC1', 'STUB1', 'SOS1', 'GAB1', 'KCNH2', 'ENDOG', 'KCNB1', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'USP8', 'AKAP9', 'KCNQ1', 'ESR1', 'PRKACA', 'DNAJA1', 'HSPA8', 'PTGES3', 'BAG3', 'CBL', 'KCNE1', 'CDC37']
194	GO:BP	GO:0048518	positive regulation of biological process	0.0060014990732348	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5899	99	54	15719	0.5454545454545454	0.0091540939142227	query_1	['GO:0008150', 'GO:0050789']	['UBE2I', 'KCNE5', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'HSPH1', 'CDK5RAP2', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'OSBPL11', 'STUB1', 'RNF128', 'DNAJA2', 'SOS1', 'GAB1', 'UBE2D3', 'KCNH2', 'ENDOG', 'SH3D19', 'KCNB1', 'GRB2', 'KCNE2', 'HSPB8', 'EGFR', 'DNAJA4', 'HSP90AA1', 'PLCG1', 'PUM1', 'USP8', 'AKAP9', 'ERBB2', 'UBE2V2', 'KCNQ1', 'ESR1', 'PRKACA', 'GAB2', 'DNAJA1', 'HSPA8', 'PTGES3', 'ARTN', 'MYCBP', 'GAREM1', 'BAG3', 'CBL', 'KCNE1', 'PDCD6', 'CCDC117', 'UBE2N']
52	GO:CC	GO:1904813	ficolin-1-rich granule lumen	0.0060886098346962	True	"""Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]"	123	98	5	16420	0.0510204081632653	0.040650406504065	query_1	['GO:0070013', 'GO:0101002']	['HSPA1A', 'HSP90AB1', 'HSP90AA1', 'FTH1', 'HSPA8']
53	GO:CC	GO:0030425	dendrite	0.0061088907860717	True	"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]"	598	98	11	16420	0.1122448979591836	0.0183946488294314	query_1	['GO:0043005', 'GO:0097447']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR2B', 'RET', 'KCNB1', 'HSP90AA1', 'USP8', 'AKAP9', 'PRKACA', 'HSPA8']
185	REAC	REAC:R-HSA-2871809	FCERI mediated Ca+2 mobilization	0.0061301765108861	True	FCERI mediated Ca+2 mobilization	33	77	3	10022	0.0389610389610389	0.0909090909090909	query_1	['REAC:R-HSA-2454202']	['SOS1', 'PLCG1', 'GRAP2']
186	REAC	REAC:R-HSA-74749	Signal attenuation	0.0061301765108861	True	Signal attenuation	9	77	2	10022	0.0259740259740259	0.2222222222222222	query_1	['REAC:R-HSA-74751']	['SHC1', 'SOS1']
187	REAC	REAC:R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.0061301765108861	True	EGFR interacts with phospholipase C-gamma	9	77	2	10022	0.0259740259740259	0.2222222222222222	query_1	['REAC:R-HSA-177929']	['EGFR', 'PLCG1']
188	REAC	REAC:R-HSA-8979227	Triglyceride metabolism	0.0061301765108861	True	Triglyceride metabolism	33	77	3	10022	0.0389610389610389	0.0909090909090909	query_1	['REAC:R-HSA-556833']	['PRKACB', 'PRKACG', 'PRKACA']
189	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	0.0061301765108861	True	FCERI mediated MAPK activation	33	77	3	10022	0.0389610389610389	0.0909090909090909	query_1	['REAC:R-HSA-2454202']	['SOS1', 'PLCG1', 'GRAP2']
54	GO:CC	GO:0097447	dendritic tree	0.0061633451937904	True	"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]"	600	98	11	16420	0.1122448979591836	0.0183333333333333	query_1	['GO:0036477', 'GO:0043005']	['LRRK2', 'AKAP5', 'HSP90AB1', 'PRKAR2B', 'RET', 'KCNB1', 'HSP90AA1', 'USP8', 'AKAP9', 'PRKACA', 'HSPA8']
196	GO:BP	GO:0051347	positive regulation of transferase activity	0.0062717853200113	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	521	99	11	15719	0.1111111111111111	0.0211132437619961	query_1	['GO:0043085', 'GO:0051338']	['UBE2I', 'DDR2', 'LRRK2', 'HSP90AB1', 'RET', 'STUB1', 'EGFR', 'HSP90AA1', 'ERBB2', 'PTGES3', 'UBE2N']
197	GO:BP	GO:1903205	regulation of hydrogen peroxide-induced cell death	0.0064400036255143	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	24	99	3	15719	0.0303030303030303	0.125	query_1	['GO:0036474', 'GO:1901031', 'GO:1903201']	['DDR2', 'LRRK2', 'ENDOG']
199	GO:BP	GO:0023056	positive regulation of signaling	0.0066650243525845	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	99	22	15719	0.2222222222222222	0.0134064594759293	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PUM1', 'USP8', 'ERBB2', 'PRKACA', 'GAREM1', 'CBL', 'UBE2N']
198	GO:BP	GO:0006813	potassium ion transport	0.0066650243525845	True	"""The directed movement of potassium ions (K+) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	219	99	7	15719	0.0707070707070707	0.0319634703196347	query_1	['GO:0030001']	['KCNE5', 'KCNH2', 'KCNB1', 'KCNE2', 'AKAP9', 'KCNQ1', 'KCNE1']
201	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	0.0067226909438263	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	443	99	10	15719	0.101010101010101	0.0225733634311512	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['KCNE5', 'AKAP5', 'KCNH2', 'KCNB1', 'KCNE2', 'PLCG1', 'AKAP9', 'KCNQ1', 'PRKACA', 'KCNE1']
200	GO:BP	GO:0010647	positive regulation of cell communication	0.0067226909438263	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	99	22	15719	0.2222222222222222	0.0133901399878271	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['UBE2I', 'HSPA1A', 'DDR2', 'LRRK2', 'AKAP5', 'PIK3R1', 'HSP90AB1', 'PRKAR1B', 'PTPN23', 'PRKAR1A', 'RET', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PUM1', 'USP8', 'ERBB2', 'PRKACA', 'GAREM1', 'CBL', 'UBE2N']
190	REAC	REAC:R-HSA-202403	TCR signaling	0.0067749114798213	True	TCR signaling	120	77	5	10022	0.0649350649350649	0.0416666666666666	query_1	['REAC:R-HSA-1280218']	['PIK3R1', 'PLCG1', 'UBE2D2', 'UBE2N', 'GRAP2']
55	GO:CC	GO:0016234	inclusion body	0.0067835111308168	True	"""A discrete intracellular part formed of aggregated molecules such as proteins or other biopolymers."" [GOC:mah, PMID:11121744]"	74	98	4	16420	0.0408163265306122	0.054054054054054	query_1	['GO:0005622']	['HSPA1A', 'LRRK2', 'STUB1', 'BAG3']
191	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	0.0070311151763486	True	Extra-nuclear estrogen signaling	73	77	4	10022	0.0519480519480519	0.0547945205479452	query_1	['REAC:R-HSA-8939211']	['PIK3R1', 'EGFR', 'HSP90AA1', 'ESR1']
204	GO:BP	GO:1905477	positive regulation of protein localization to membrane	0.0070360912609	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	104	99	5	15719	0.0505050505050505	0.048076923076923	query_1	['GO:0072657', 'GO:1903829', 'GO:1905475']	['AKAP5', 'PIK3R1', 'KCNB1', 'EGFR', 'ERBB2']
203	GO:BP	GO:0070841	inclusion body assembly	0.0070360912609	True	"""The aggregation, arrangement and bonding together of a set of components to form an inclusion body."" [GOC:BHF, GOC:mah]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0022607']	['HSPA1A', 'DNAJA4', 'BAG3']
202	GO:BP	GO:0034377	plasma lipoprotein particle assembly	0.0070360912609	True	"""The non-covalent aggregation and arrangement of proteins and lipids to form a plasma lipoprotein particle."" [GOC:BHF, GOC:mah]"	25	99	3	15719	0.0303030303030303	0.12	query_1	['GO:0065005', 'GO:0071827', 'GO:0097006']	['PRKACB', 'PRKACG', 'PRKACA']
193	REAC	REAC:R-HSA-9706574	RHOBTB GTPase Cycle	0.0070887035917346	True	RHOBTB GTPase Cycle	35	77	3	10022	0.0389610389610389	0.0857142857142857	query_1	['REAC:R-HSA-9012999']	['HSP90AB1', 'HSP90AA1', 'CDC37']
192	REAC	REAC:R-HSA-109704	PI3K Cascade	0.0070887035917346	True	PI3K Cascade	35	77	3	10022	0.0389610389610389	0.0857142857142857	query_1	['REAC:R-HSA-112399']	['PIK3R1', 'GAB1', 'GAB2']
