Trichothiodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
929	GO:BP	GO:1905304	regulation of cardiac myofibril assembly	0.0240742163575701	True	"""Any process that modulates the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0055003', 'GO:0060284', 'GO:0110020', 'GO:1902115', 'GO:1902903']	['SMAD4']
935	GO:BP	GO:0006294	nucleotide-excision repair, preincision complex assembly	0.0240742163575701	True	"""The aggregation, arrangement and bonding together of proteins on DNA to form the multiprotein complex involved in damage recognition, DNA helix unwinding, and endonucleolytic cleavage at the site of DNA damage. This assembly occurs before the phosphodiester backbone of the damaged strand is cleaved 3' and 5' of the site of DNA damage."" [GOC:elh, PMID:10197977]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0006289', 'GO:0065004']	['GTF2H5']
928	GO:BP	GO:1904992	positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	0.0240742163575701	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting dopamine receptor signaling pathway."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:26554819]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0007195', 'GO:0045745', 'GO:0060161', 'GO:1904990']	['PRMT5']
925	GO:BP	GO:1904826	regulation of hydrogen sulfide biosynthetic process	0.0240742163575701	True	"""Any process that modulates the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0031326', 'GO:0042762', 'GO:0070814']	['SP1']
924	GO:BP	GO:0036268	swimming	0.0240742163575701	True	"""Self-propelled movement of an organism from one location to another through water, often by means of active fin movement."" [GOC:cvs, PMID:22459995]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0040011']	['EP300']
922	GO:BP	GO:0043556	regulation of translation in response to oxidative stress	0.0240742163575701	True	"""Any process that modulates the frequency, rate or extent of translation as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0032055', 'GO:0034599']	['PML']
921	GO:BP	GO:0051004	regulation of lipoprotein lipase activity	0.0240742163575701	True	"""Any process that modulates the activity of the enzyme lipoprotein lipase."" [GOC:ai]"	18	107	2	15719	0.0186915887850467	0.1111111111111111	query_1	['GO:0060191']	['NR1H2', 'NR1H3']
920	GO:BP	GO:0045951	positive regulation of mitotic recombination	0.0240742163575701	True	"""Any process that activates or increases the frequency, rate or extent of DNA recombination during mitosis."" [GOC:go_curators]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0000019', 'GO:0006312', 'GO:0045911']	['ERCC2']
919	GO:BP	GO:0009948	anterior/posterior axis specification	0.0240742163575701	True	"""The establishment, maintenance and elaboration of the anterior/posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism."" [GOC:dph, GOC:go_curators, GOC:tb]"	56	107	3	15719	0.02803738317757	0.0535714285714285	query_1	['GO:0009798', 'GO:0009952']	['CTNNB1', 'SMAD4', 'SKI']
927	GO:BP	GO:1904990	regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	0.0240742163575701	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting dopamine receptor signaling pathway."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:26554819]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0007195', 'GO:0008277', 'GO:0060159']	['PRMT5']
936	GO:BP	GO:0071496	cellular response to external stimulus	0.0240742163575701	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external stimulus."" [GOC:mah]"	322	107	7	15719	0.0654205607476635	0.0217391304347826	query_1	['GO:0009605']	['RXRA', 'FOXO3', 'RXRB', 'SP1', 'FOXO1', 'TP53', 'NCOA1']
934	GO:BP	GO:0032526	response to retinoic acid	0.0240742163575701	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus."" [GOC:sl]"	109	107	4	15719	0.0373831775700934	0.036697247706422	query_1	['GO:0033993', 'GO:1901700']	['RXRA', 'RXRB', 'RARA', 'HDAC2']
938	GO:BP	GO:1903755	positive regulation of SUMO transferase activity	0.0240742163575701	True	"""Any process that activates or increases the frequency, rate or extent of SUMO transferase activity."" [GO_REF:0000059, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:19955185]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0051347', 'GO:1903182']	['UBE2I']
952	GO:BP	GO:0000409	regulation of transcription by galactose	0.0240742163575701	True	"""Any process involving galactose that modulates the frequency, rate or extent or transcription."" [GOC:go_curators]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0006355']	['NCOA1']
951	GO:BP	GO:0055007	cardiac muscle cell differentiation	0.0240742163575701	True	"""The process in which a cardiac muscle precursor cell acquires specialized features of a cardiac muscle cell. Cardiac muscle cells are striated muscle cells that are responsible for heart contraction."" [GOC:devbiol, GOC:mtg_heart]"	110	107	4	15719	0.0373831775700934	0.0363636363636363	query_1	['GO:0035051', 'GO:0048738', 'GO:0051146']	['CTDP1', 'SMAD4', 'HDAC3', 'RARA']
950	GO:BP	GO:0001113	transcription open complex formation at RNA polymerase II promoter	0.0240742163575701	True	"""Any process involved in the melting of the DNA hybrid of the core promoter region within the transcriptional closed complex of an RNA polymerase II preinitiation complex (PIC) to produce an open complex where the DNA duplex around the transcription initiation site is unwound to form the transcription bubble."" [GOC:txnOH, PMID:15020047, PMID:18280161]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0001112', 'GO:0006367']	['GTF2E1']
949	GO:BP	GO:0090340	positive regulation of secretion of lysosomal enzymes	0.0240742163575701	True	"""Any process that increases the rate, frequency or extent of secretion of lysosomal enzymes, the controlled release of lysosomal enzymes by a cell."" [GOC:BHF]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0033299', 'GO:0050714', 'GO:0090182']	['NR1H2']
937	GO:BP	GO:0043065	positive regulation of apoptotic process	0.0240742163575701	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	496	107	9	15719	0.0841121495327102	0.0181451612903225	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']	['FOXO3', 'CTNNB1', 'ERCC3', 'SMAD4', 'FOXO1', 'TP53', 'PML', 'SKIL', 'NCOA1']
947	GO:BP	GO:0000411	positive regulation of transcription by galactose	0.0240742163575701	True	"""Any process involving galactose that activates or increases the rate of transcription."" [GOC:go_curators]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0000409', 'GO:0045991']	['NCOA1']
946	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0240742163575701	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
948	GO:BP	GO:0090341	negative regulation of secretion of lysosomal enzymes	0.0240742163575701	True	"""Any process that decreases the rate, frequency or extent of secretion of lysosomal enzymes, the controlled release of lysosomal enzymes by a cell."" [GOC:BHF]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0033299', 'GO:0050709', 'GO:0090182']	['NR1H3']
944	GO:BP	GO:0140067	peptidyl-lysine butyrylation	0.0240742163575701	True	"""The butyrylation of a lysine residue in a protein. Butyryl is the univalent radical C3H7COO- derived from butyric acid."" [PMID:27105113, Wikipedia:butyryl]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0043543']	['EP300']
943	GO:BP	GO:0019102	male somatic sex determination	0.0240742163575701	True	"""The determination of sex and sexual phenotypes in a male organism's soma."" [GOC:mah]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0018993', 'GO:0030238']	['AR']
942	GO:BP	GO:0043484	regulation of RNA splicing	0.0240742163575701	True	"""Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."" [GOC:jl]"	174	107	5	15719	0.0467289719626168	0.028735632183908	query_1	['GO:0008380', 'GO:0010468', 'GO:0051252']	['WDR77', 'DDX5', 'PRMT5', 'KAT2B', 'CLNS1A']
941	GO:BP	GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	0.0240742163575701	True	"""Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter."" [GOC:krc]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0000411', 'GO:0000431', 'GO:0000436']	['NCOA1']
940	GO:BP	GO:0000717	nucleotide-excision repair, DNA duplex unwinding	0.0240742163575701	True	"""The unwinding, or local denaturation, of the DNA duplex to create a bubble around the site of the DNA damage."" [GOC:elh, PMID:10197977]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0006289', 'GO:0032508']	['ERCC3']
939	GO:BP	GO:1903837	regulation of mRNA 3'-UTR binding	0.0240742163575701	True	"""Any process that modulates the frequency, rate or extent of mRNA 3'-UTR binding."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:19575011]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:1902415']	['CDK9']
945	GO:BP	GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	0.0240742163575701	True	"""Any process involving galactose that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:krc]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0000409', 'GO:0000429']	['NCOA1']
923	GO:BP	GO:0001543	ovarian follicle rupture	0.0240742163575701	True	"""Disruption of theca cell layer releasing follicular fluid and/or the oocyte."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	1	107	1	15719	0.0093457943925233	1.0	query_1	['GO:0001542', 'GO:0022602']	['NRIP1']
982	GO:BP	GO:0005996	monosaccharide metabolic process	0.0241784339958602	True	"""The chemical reactions and pathways involving monosaccharides, the simplest carbohydrates. They are polyhydric alcohols containing either an aldehyde or a keto group and between three to ten or more carbon atoms. They form the constitutional repeating units of oligo- and polysaccharides."" [ISBN:0198506732]"	247	107	6	15719	0.0560747663551401	0.0242914979757085	query_1	['GO:0005975', 'GO:0044281']	['AKT1', 'NCOA2', 'EP300', 'KAT2B', 'FOXO1', 'TP53']
983	GO:BP	GO:0003012	muscle system process	0.0243773467793195	True	"""A organ system process carried out at the level of a muscle. Muscle tissue is composed of contractile cells or fibers."" [GOC:mtg_cardio]"	410	107	8	15719	0.0747663551401869	0.0195121951219512	query_1	['GO:0003008']	['FOXO3', 'CDK9', 'SUMO1', 'CTDP1', 'SMAD4', 'FOXO1', 'SMAD3', 'HDAC2']
985	GO:BP	GO:0006913	nucleocytoplasmic transport	0.0246541681894541	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	327	107	7	15719	0.0654205607476635	0.0214067278287461	query_1	['GO:0051169']	['UBE2I', 'AKT1', 'SUMO1', 'HDAC3', 'TP53', 'SMAD3', 'PML']
984	GO:BP	GO:0051169	nuclear transport	0.0246541681894541	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	327	107	7	15719	0.0654205607476635	0.0214067278287461	query_1	['GO:0046907']	['UBE2I', 'AKT1', 'SUMO1', 'HDAC3', 'TP53', 'SMAD3', 'PML']
986	GO:BP	GO:0031347	regulation of defense response	0.0248511794580914	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	687	107	11	15719	0.102803738317757	0.0160116448326055	query_1	['GO:0006952', 'GO:0080134']	['CREBBP', 'NR1H2', 'SIN3A', 'NR1H3', 'RNF26', 'EP300', 'GPS2', 'ESR1', 'SMAD3', 'PML', 'HEXIM1']
987	GO:BP	GO:0060135	maternal process involved in female pregnancy	0.0253548838445756	True	"""A reproductive process occurring in the mother that allows an embryo or fetus to develop within it."" [GOC:dph]"	58	107	3	15719	0.02803738317757	0.0517241379310344	query_1	['GO:0007565', 'GO:0048609']	['AKT1', 'AR', 'ESR1']
250	REAC	REAC:R-HSA-8866427	VLDLR internalisation and degradation	0.0253566362196764	True	VLDLR internalisation and degradation	16	102	2	10022	0.0196078431372549	0.125	query_1	['REAC:R-HSA-8964043']	['NR1H2', 'NR1H3']
251	REAC	REAC:R-HSA-69231	Cyclin D associated events in G1	0.0253566362196764	True	Cyclin D associated events in G1	46	102	3	10022	0.0294117647058823	0.0652173913043478	query_1	['REAC:R-HSA-69236']	['CDK7', 'CCNH', 'MNAT1']
252	REAC	REAC:R-HSA-9012852	Signaling by NOTCH3	0.0253566362196764	True	Signaling by NOTCH3	46	102	3	10022	0.0294117647058823	0.0652173913043478	query_1	['REAC:R-HSA-157118']	['CREBBP', 'EP300', 'KAT2B']
253	REAC	REAC:R-HSA-69236	G1 Phase	0.0253566362196764	True	G1 Phase	46	102	3	10022	0.0294117647058823	0.0652173913043478	query_1	['REAC:R-HSA-453279']	['CDK7', 'CCNH', 'MNAT1']
988	GO:BP	GO:0021543	pallium development	0.025358615207212	True	"""The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	177	107	5	15719	0.0467289719626168	0.0282485875706214	query_1	['GO:0021537', 'GO:0048856']	['CTNNB1', 'HDAC1', 'FOXG1', 'RARA', 'KDM1A']
992	GO:BP	GO:0060039	pericardium development	0.0253798643742662	True	"""The process whose specific outcome is the progression of the pericardium over time, from its formation to the mature structure. The pericardium is a double-walled sac that contains the heart and the roots of the aorta, vena cava and the pulmonary artery."" [GOC:dph, GOC:rph, PMID:15138308, PMID:16376438]"	19	107	2	15719	0.0186915887850467	0.1052631578947368	query_1	['GO:0007507', 'GO:0060429']	['SMAD2', 'SMAD3']
989	GO:BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.0253798643742662	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, resulting in the induction of the transcription of p21 (also known as WAF1, CIP1 and SDI1) or any equivalent protein, in response to the detection of DNA damage."" [PMID:10967424]"	19	107	2	15719	0.0186915887850467	0.1052631578947368	query_1	['GO:0030330', 'GO:0042772']	['TP53', 'HIPK2']
993	GO:BP	GO:0097305	response to alcohol	0.0253798643742662	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	107	6	15719	0.0560747663551401	0.024	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'CTNNB1', 'SMAD2', 'BRCA1', 'RARA', 'HDAC2']
994	GO:BP	GO:0061323	cell proliferation involved in heart morphogenesis	0.0253798643742662	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population that contributes to the shaping of the heart."" [GOC:dph, GOC:mtg_heart]"	19	107	2	15719	0.0186915887850467	0.1052631578947368	query_1	['GO:0003007', 'GO:0008283']	['CTNNB1', 'SMAD4']
995	GO:BP	GO:0010878	cholesterol storage	0.0253798643742662	True	"""The accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:BHF, GOC:dph, GOC:tb]"	19	107	2	15719	0.0186915887850467	0.1052631578947368	query_1	['GO:0019915']	['NR1H2', 'NR1H3']
991	GO:BP	GO:0010866	regulation of triglyceride biosynthetic process	0.0253798643742662	True	"""Any process that modulates the rate, frequency, or extent of triglyceride biosynthesis. Triglyceride biosynthesis is the collection of chemical reactions and pathways resulting in the formation of triglyceride, any triester of glycerol."" [GOC:BHF, GOC:tb]"	19	107	2	15719	0.0186915887850467	0.1052631578947368	query_1	['GO:0019432', 'GO:0031326', 'GO:0046890', 'GO:0090207']	['NR1H2', 'NR1H3']
990	GO:BP	GO:0009301	snRNA transcription	0.0253798643742662	True	"""The synthesis of small nuclear RNA (snRNA) from a DNA template."" [GOC:jl, ISBN:0321000382]"	19	107	2	15719	0.0186915887850467	0.1052631578947368	query_1	['GO:0016073', 'GO:0098781']	['ZNF143', 'CDK7']
254	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0256843771470914	True	SARS-CoV Infections	363	102	9	10022	0.088235294117647	0.024793388429752	query_1	['REAC:R-HSA-5663205']	['UBE2I', 'AKT1', 'CREBBP', 'DDX5', 'HDAC1', 'SUMO1', 'PRMT1', 'HDAC2', 'KDM1A']
996	GO:BP	GO:0007565	female pregnancy	0.0257450472908877	True	"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]"	178	107	5	15719	0.0467289719626168	0.0280898876404494	query_1	['GO:0044703', 'GO:0044706']	['AKT1', 'SMURF2', 'AR', 'ESR1', 'RARA']
997	GO:BP	GO:0051707	response to other organism	0.0260019287383622	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1426	107	18	15719	0.1682242990654205	0.0126227208976157	query_1	['GO:0043207', 'GO:0044419']	['AKT1', 'CREBBP', 'NR1H2', 'SIN3A', 'NR1H3', 'RNF26', 'EP300', 'MECP2', 'GPS2', 'GTF2F1', 'ESR1', 'RARA', 'POU2F2', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'HEXIM1']
255	REAC	REAC:R-HSA-9006934	Signaling by Receptor Tyrosine Kinases	0.0260268698333486	True	Signaling by Receptor Tyrosine Kinases	495	102	11	10022	0.1078431372549019	0.0222222222222222	query_1	['REAC:R-HSA-162582']	['AKT1', 'CTNNB1', 'HDAC1', 'SIN3A', 'EP300', 'NCOR1', 'HDAC3', 'GTF2F1', 'ESR1', 'GTF2F2', 'HDAC2']
998	GO:BP	GO:0060322	head development	0.026034133110894	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	107	12	15719	0.1121495327102803	0.0151706700379266	query_1	['GO:0048856']	['CTNNB1', 'HDAC1', 'FOXG1', 'NCOR2', 'SIN3A', 'EP300', 'MECP2', 'MNAT1', 'SKI', 'RARA', 'TP53', 'KDM1A']
999	GO:BP	GO:0034470	ncRNA processing	0.0260882528257651	True	"""Any process that results in the conversion of one or more primary non-coding RNA (ncRNA) transcripts into one or more mature ncRNA molecules."" [GOC:mah, PMID:27573892]"	416	107	8	15719	0.0747663551401869	0.0192307692307692	query_1	['GO:0006396', 'GO:0034660']	['DDX5', 'SMAD2', 'RNF113A', 'GTF2H5', 'KAT2B', 'TP53', 'SMAD3', 'ERCC2']
1001	GO:BP	GO:0046686	response to cadmium ion	0.0262130992785257	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:ai]"	59	107	3	15719	0.02803738317757	0.0508474576271186	query_1	['GO:0010038']	['AKT1', 'SUMO1', 'DAXX']
1000	GO:BP	GO:0061138	morphogenesis of a branching epithelium	0.0262130992785257	True	"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]"	179	107	5	15719	0.0467289719626168	0.0279329608938547	query_1	['GO:0001763', 'GO:0002009']	['CTNNB1', 'AR', 'SMAD4', 'ESR1', 'PML']
1002	GO:BP	GO:0043207	response to external biotic stimulus	0.0264231047139496	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1429	107	18	15719	0.1682242990654205	0.0125962211336599	query_1	['GO:0009605', 'GO:0009607']	['AKT1', 'CREBBP', 'NR1H2', 'SIN3A', 'NR1H3', 'RNF26', 'EP300', 'MECP2', 'GPS2', 'GTF2F1', 'ESR1', 'RARA', 'POU2F2', 'TP53', 'SMAD3', 'PML', 'HDAC2', 'HEXIM1']
1003	GO:BP	GO:0009749	response to glucose	0.0267658246371511	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucose stimulus."" [GOC:jl]"	180	107	5	15719	0.0467289719626168	0.0277777777777777	query_1	['GO:0009746']	['SMARCA4', 'SIN3A', 'SMAD2', 'SMARCB1', 'SMAD4']
1004	GO:BP	GO:0003007	heart morphogenesis	0.026971488146131	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	107	6	15719	0.0560747663551401	0.0236220472440944	query_1	['GO:0007507', 'GO:0009887']	['CTNNB1', 'SMAD2', 'SMAD4', 'FOXH1', 'TP53', 'SMAD3']
1005	GO:BP	GO:0043549	regulation of kinase activity	0.027049345780444	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	697	107	11	15719	0.102803738317757	0.0157819225251076	query_1	['GO:0042325', 'GO:0051338']	['CCNT1', 'AKT1', 'CDK7', 'CCNT2', 'GTF2H1', 'CCNK', 'CCNH', 'DAXX', 'MNAT1', 'KAT2B', 'HEXIM1']
1006	GO:BP	GO:0030282	bone mineralization	0.0271516494005079	True	"""The deposition of hydroxyapatite, a form of calcium phosphate with the formula Ca10(PO4)6(OH)2, in bone tissue."" [GOC:mah, PMID:22936354]"	115	107	4	15719	0.0373831775700934	0.0347826086956521	query_1	['GO:0001503', 'GO:0031214']	['RXRA', 'RXRB', 'SMAD3', 'ERCC2']
1007	GO:BP	GO:0045787	positive regulation of cell cycle	0.0273770161967571	True	"""Any process that activates or increases the rate or extent of progression through the cell cycle."" [GOC:go_curators]"	335	107	7	15719	0.0654205607476635	0.0208955223880597	query_1	['GO:0007049', 'GO:0048522', 'GO:0051726']	['AKT1', 'FOXG1', 'SIN3A', 'MECP2', 'MNAT1', 'KAT2B', 'RARA']
1018	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.0274416633331618	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0002220', 'GO:1990858']	['CREBBP', 'EP300']
1017	GO:BP	GO:0010498	proteasomal protein catabolic process	0.0274416633331618	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:tb]"	510	107	9	15719	0.0841121495327102	0.0176470588235294	query_1	['GO:0030163', 'GO:0051603']	['AKT1', 'SMURF2', 'CTNNB1', 'TBL1X', 'SUMO1', 'SUMO2', 'TBL1XR1', 'PML', 'SMARCC1']
1008	GO:BP	GO:0060749	mammary gland alveolus development	0.0274416633331618	True	"""The progression of the mammary gland alveolus over time, from its formation to its mature state. The mammary gland alveolus is a sac-like structure that is found in the mature gland."" [GOC:dph]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0048856', 'GO:0061377']	['AR', 'ESR1']
1009	GO:BP	GO:1990840	response to lectin	0.0274416633331618	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0009607']	['CREBBP', 'EP300']
1016	GO:BP	GO:0043068	positive regulation of programmed cell death	0.0274416633331618	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	510	107	9	15719	0.0841121495327102	0.0176470588235294	query_1	['GO:0010942', 'GO:0012501', 'GO:0043067']	['FOXO3', 'CTNNB1', 'ERCC3', 'SMAD4', 'FOXO1', 'TP53', 'PML', 'SKIL', 'NCOA1']
1015	GO:BP	GO:0061377	mammary gland lobule development	0.0274416633331618	True	"""The progression of the mammary gland lobule over time, from its formation to the mature structure. A mammary gland lobule is a small rounded projection of the mammary gland."" [GOC:dph, GOC:yaf]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0030879', 'GO:0048856']	['AR', 'ESR1']
1014	GO:BP	GO:1901984	negative regulation of protein acetylation	0.0274416633331618	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0006473', 'GO:0031400', 'GO:1901983']	['BRCA1', 'HDAC2']
1013	GO:BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	0.0274416633331618	True	"""A cascade of processes initiated in response to the detection of DNA damage, and resulting in the induction of transcription."" [GOC:go_curators]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0042770']	['TP53', 'HIPK2']
1010	GO:BP	GO:1990858	cellular response to lectin	0.0274416633331618	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:1990840']	['CREBBP', 'EP300']
1011	GO:BP	GO:0045723	positive regulation of fatty acid biosynthetic process	0.0274416633331618	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of fatty acids."" [GOC:go_curators]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0006633', 'GO:0031328', 'GO:0042304', 'GO:0045923', 'GO:0046889']	['NR1H2', 'NR1H3']
1012	GO:BP	GO:0006977	DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest	0.0274416633331618	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage and resulting in the stopping or reduction in rate of the cell cycle."" [GOC:go_curators]"	20	107	2	15719	0.0186915887850467	0.1	query_1	['GO:0030330', 'GO:0031571']	['TP53', 'PML']
1019	GO:BP	GO:0016567	protein ubiquitination	0.0275238012327658	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	799	107	12	15719	0.1121495327102803	0.0150187734668335	query_1	['GO:0032446']	['AKT1', 'SMURF2', 'CBFB', 'CTNNB1', 'DAXX', 'RNF113A', 'RNF26', 'GPS2', 'HDAC3', 'BRCA1', 'PML', 'KDM1A']
1020	GO:BP	GO:0007369	gastrulation	0.0275385587261359	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	182	107	5	15719	0.0467289719626168	0.0274725274725274	query_1	['GO:0048598']	['CTNNB1', 'SMAD2', 'SMAD4', 'TP53', 'SMAD3']
