Thanatophoric dysplasia type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
483	GO:BP	GO:0045936	negative regulation of phosphate metabolic process	0.0040628500214496	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	391	96	9	15719	0.09375	0.0230179028132992	query_1	['GO:0006796', 'GO:0010563', 'GO:0019220']	['LATS1', 'NCK1', 'HGF', 'LYN', 'SHB', 'SH3GL2', 'CRKL', 'CBL', 'NCK2']
484	GO:BP	GO:0007254	JNK cascade	0.004083361481881	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	172	96	6	15719	0.0625	0.0348837209302325	query_1	['GO:0051403']	['RAPGEF1', 'CRK', 'EGFR', 'PTK2B', 'CRKL', 'XIAP']
485	GO:BP	GO:0051497	negative regulation of stress fiber assembly	0.004083361481881	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	28	96	3	15719	0.03125	0.1071428571428571	query_1	['GO:0032232', 'GO:0043149', 'GO:0051492']	['MET', 'PIK3R1', 'WAS']
486	GO:BP	GO:0034315	regulation of Arp2/3 complex-mediated actin nucleation	0.004083361481881	True	"""Any process that modulates the frequency, rate or extent of actin nucleation mediated by the Arp2/3 complex and interacting proteins."" [GOC:mah]"	28	96	3	15719	0.03125	0.1071428571428571	query_1	['GO:0034314', 'GO:0051125']	['WASL', 'WAS', 'CORO1B']
487	GO:BP	GO:0060429	epithelium development	0.004090826138221	True	"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]"	1168	96	17	15719	0.1770833333333333	0.0145547945205479	query_1	['GO:0009888']	['MET', 'RAPGEF1', 'LATS1', 'SRC', 'TMEM231', 'APAF1', 'HGF', 'SOS1', 'RPGRIP1L', 'NPHP1', 'B9D1', 'GSTK1', 'GRB2', 'DVL2', 'EGFR', 'AHI1', 'PKD1']
488	GO:BP	GO:0060828	regulation of canonical Wnt signaling pathway	0.004090826138221	True	"""Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	239	96	7	15719	0.0729166666666666	0.0292887029288702	query_1	['GO:0030111', 'GO:0060070']	['RAPGEF1', 'LATS1', 'SRC', 'NPHP4', 'EGFR', 'XIAP', 'INVS']
489	GO:BP	GO:0010563	negative regulation of phosphorus metabolic process	0.004090826138221	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	392	96	9	15719	0.09375	0.0229591836734693	query_1	['GO:0006793', 'GO:0031324', 'GO:0051174']	['LATS1', 'NCK1', 'HGF', 'LYN', 'SHB', 'SH3GL2', 'CRKL', 'CBL', 'NCK2']
490	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0041515712883595	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	96	12	15719	0.125	0.0182094081942336	query_1	['GO:0009790']	['LATS1', 'TMEM231', 'APAF1', 'RPGRIP1L', 'B9D1', 'GRB2', 'DVL2', 'EGFR', 'PLCG1', 'PKD1', 'PDGFRA', 'ANKS6']
491	GO:BP	GO:0060193	positive regulation of lipase activity	0.0041527047427998	True	"""Any process that increases the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	65	96	4	15719	0.0416666666666666	0.0615384615384615	query_1	['GO:0051345', 'GO:0060191']	['ITK', 'FGFR3', 'EGFR', 'PDGFRA']
492	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0041542988427905	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	240	96	7	15719	0.0729166666666666	0.0291666666666666	query_1	['GO:0032943', 'GO:0070663']	['NCK1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'NCK2']
184	REAC	REAC:R-HSA-2179392	EGFR Transactivation by Gastrin	0.0041866557383928	True	EGFR Transactivation by Gastrin	7	84	2	10022	0.0238095238095238	0.2857142857142857	query_1	['REAC:R-HSA-881907']	['SOS1', 'EGFR']
50	GO:CC	GO:0060170	ciliary membrane	0.0042167646498961	True	"""The portion of the plasma membrane surrounding a cilium."" [GOC:cilia, GOC:dph, GOC:rph]"	67	97	4	16420	0.0412371134020618	0.0597014925373134	query_1	['GO:0005929', 'GO:0031253', 'GO:0098588']	['CYS1', 'TMEM231', 'GNAT1', 'PKD1']
493	GO:BP	GO:0010648	negative regulation of cell communication	0.004413410515478	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	96	18	15719	0.1875	0.0139860139860139	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'SRC', 'NPHP4', 'HGF', 'RPGRIP1L', 'UACA', 'LYN', 'EGFR', 'PTK2B', 'HTRA2', 'XIAP', 'CBL', 'PTPN11', 'NCK2', 'INVS']
494	GO:BP	GO:0023057	negative regulation of signaling	0.0044447558974308	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1288	96	18	15719	0.1875	0.0139751552795031	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'SRC', 'NPHP4', 'HGF', 'RPGRIP1L', 'UACA', 'LYN', 'EGFR', 'PTK2B', 'HTRA2', 'XIAP', 'CBL', 'PTPN11', 'NCK2', 'INVS']
495	GO:BP	GO:0036492	eiF2alpha phosphorylation in response to endoplasmic reticulum stress	0.0046498819716121	True	"""The addition of a phosphate group on to the translation initiation factor eIF2alpha, as a result of endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:14676213, PMID:16835242]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0010998', 'GO:0036491']	['NCK1', 'NCK2']
496	GO:BP	GO:2000394	positive regulation of lamellipodium morphogenesis	0.0046498819716121	True	"""Any process that activates or increases the frequency, rate or extent of lamellipodium morphogenesis."" [GOC:BHF, GOC:mah]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0051094', 'GO:0072673', 'GO:1902745', 'GO:2000392']	['SRC', 'CORO1B']
497	GO:BP	GO:1904491	protein localization to ciliary transition zone	0.0046498819716121	True	"""A process in which a protein is transported to, or maintained in, a location within a ciliary transition zone."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:21422230]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0061512']	['NPHP4', 'SPATA7']
498	GO:BP	GO:0035790	platelet-derived growth factor receptor-alpha signaling pathway	0.0046498819716121	True	"""The series of molecular signals initiated a ligand binding to an alpha-type platelet-derived growth factor receptor (PDGFalpha) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:yaf, PMID:10372961]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0048008']	['CBL', 'PDGFRA']
499	GO:BP	GO:0050904	diapedesis	0.0046498819716121	True	"""The passage of a leukocyte between the tight junctions of endothelial cells lining blood vessels, typically the fourth and final step of cellular extravasation."" [ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0045123', 'GO:0050900']	['CRK', 'CRKL']
501	GO:BP	GO:0001878	response to yeast	0.0046498819716121	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a yeast species."" [PMID:14707091]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0009620']	['CRK', 'PLCG2']
500	GO:BP	GO:1903348	positive regulation of bicellular tight junction assembly	0.0046498819716121	True	"""Any process that activates or increases the frequency, rate or extent of tight junction assembly."" [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25050009]"	7	96	2	15719	0.0208333333333333	0.2857142857142857	query_1	['GO:0070830', 'GO:1901890', 'GO:2000810']	['NPHP4', 'NPHP1']
503	GO:BP	GO:0050777	negative regulation of immune response	0.0047164135325184	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	178	96	6	15719	0.0625	0.0337078651685393	query_1	['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']	['SRC', 'CRK', 'FYN', 'LYN', 'SYK', 'PLCG1']
502	GO:BP	GO:0018209	peptidyl-serine modification	0.0047164135325184	True	"""The modification of peptidyl-serine."" [GOC:go_curators]"	321	96	8	15719	0.0833333333333333	0.0249221183800623	query_1	['GO:0018193']	['LATS1', 'NCK1', 'SRC', 'HGF', 'EGFR', 'SYK', 'PKD1', 'NCK2']
505	GO:BP	GO:1903201	regulation of oxidative stress-induced cell death	0.0047896311768003	True	"""Any process that modulates the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	68	96	4	15719	0.0416666666666666	0.0588235294117647	query_1	['GO:0010941', 'GO:0036473', 'GO:1900407']	['MET', 'HGF', 'FYN', 'HTRA2']
504	GO:BP	GO:0046626	regulation of insulin receptor signaling pathway	0.0047896311768003	True	"""Any process that modulates the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"	68	96	4	15719	0.0416666666666666	0.0588235294117647	query_1	['GO:0008286', 'GO:0009966']	['NCK1', 'SRC', 'PIK3R1', 'PTPN11']
506	GO:BP	GO:0007176	regulation of epidermal growth factor-activated receptor activity	0.0048080901284198	True	"""Any process that modulates the frequency, rate or extent of EGF-activated receptor activity."" [GOC:dph, GOC:go_curators]"	30	96	3	15719	0.03125	0.1	query_1	['GO:0010469', 'GO:0061097']	['SHC1', 'CBL', 'NCK2']
507	GO:BP	GO:1900101	regulation of endoplasmic reticulum unfolded protein response	0.0048080901284198	True	"""Any process that modulates the frequency, rate or extent of endoplasmic reticulum unfolded protein response."" [GOC:TermGenie]"	30	96	3	15719	0.03125	0.1	query_1	['GO:0009966', 'GO:0030968', 'GO:1905897']	['NCK1', 'PIK3R1', 'NCK2']
508	GO:BP	GO:0042129	regulation of T cell proliferation	0.0048080901284198	True	"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]"	179	96	6	15719	0.0625	0.0335195530726257	query_1	['GO:0042098', 'GO:0050670', 'GO:0050863']	['NCK1', 'SOS1', 'ZAP70', 'SYK', 'ERBB2', 'NCK2']
185	REAC	REAC:R-HSA-9013148	CDC42 GTPase cycle	0.0048087095437809	True	CDC42 GTPase cycle	151	84	6	10022	0.0714285714285714	0.0397350993377483	query_1	['REAC:R-HSA-9012999']	['PIK3R1', 'WIPF3', 'WASL', 'WIPF1', 'WIPF2', 'WAS']
509	GO:BP	GO:0099173	postsynapse organization	0.0049400068469612	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]"	180	96	6	15719	0.0625	0.0333333333333333	query_1	['GO:0016043', 'GO:0050808']	['CRK', 'WASL', 'ASAP1', 'FYN', 'PTK2B', 'CRKL']
51	GO:CC	GO:0098802	plasma membrane signaling receptor complex	0.0049455054053313	True	"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]"	256	97	7	16420	0.0721649484536082	0.02734375	query_1	['GO:0043235', 'GO:0098797']	['ZAP70', 'LYN', 'SYK', 'ERBB2', 'PTK2B', 'HTRA2', 'DIABLO']
52	GO:CC	GO:0002102	podosome	0.0049455054053313	True	"""An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."" [PMID:12837608, PMID:15890982]"	31	97	3	16420	0.0309278350515463	0.0967741935483871	query_1	['GO:0015629', 'GO:0043232']	['SRC', 'ASAP1', 'DOCK5']
510	GO:BP	GO:0002699	positive regulation of immune effector process	0.0049770602852665	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	249	96	7	15719	0.0729166666666666	0.0281124497991967	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['RAPGEF1', 'PLCG2', 'LYN', 'SHB', 'VAV1', 'SYK', 'FCGR1A']
511	GO:BP	GO:0050766	positive regulation of phagocytosis	0.0050014892817771	True	"""Any process that activates or increases the frequency, rate or extent of phagocytosis."" [GOC:ai]"	69	96	4	15719	0.0416666666666666	0.0579710144927536	query_1	['GO:0006909', 'GO:0045807', 'GO:0050764']	['RAPGEF1', 'PLCG2', 'FCGR1A', 'DOCK2']
512	GO:BP	GO:0010811	positive regulation of cell-substrate adhesion	0.0050184249681578	True	"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	120	96	5	15719	0.0520833333333333	0.0416666666666666	query_1	['GO:0010810', 'GO:0031589', 'GO:0045785']	['DOCK1', 'CRK', 'PTK2B', 'CRKL', 'DOCK5']
513	GO:BP	GO:0009628	response to abiotic stimulus	0.0050341000629611	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	96	16	15719	0.1666666666666666	0.0147329650092081	query_1	['GO:0050896']	['SRC', 'PIK3R1', 'APAF1', 'NPHP4', 'NPHP1', 'FYN', 'LYN', 'GRB2', 'CASP9', 'EGFR', 'PTK2B', 'HTRA2', 'GNAT1', 'PKD1', 'PTK2', 'CBL']
53	GO:CC	GO:0030666	endocytic vesicle membrane	0.0050937847633296	True	"""The lipid bilayer surrounding an endocytic vesicle."" [GOC:mah]"	187	97	6	16420	0.0618556701030927	0.0320855614973262	query_1	['GO:0030139', 'GO:0030659', 'GO:0098588']	['RAPGEF1', 'WASL', 'LYN', 'EGFR', 'FCGR1A', 'SH3GL2']
514	GO:BP	GO:0070588	calcium ion transmembrane transport	0.0051020425374632	True	"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	326	96	8	15719	0.0833333333333333	0.0245398773006134	query_1	['GO:0006816', 'GO:0098655', 'GO:0098662']	['PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B', 'HAP1', 'PKD1', 'LCK']
515	GO:BP	GO:0032232	negative regulation of actin filament bundle assembly	0.0052182576639649	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	31	96	3	15719	0.03125	0.0967741935483871	query_1	['GO:0032231', 'GO:0051017', 'GO:0051494', 'GO:1902904']	['MET', 'PIK3R1', 'WAS']
516	GO:BP	GO:0008104	protein localization	0.0052736134166404	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	96	27	15719	0.28125	0.0112546894539391	query_1	['GO:0070727']	['LATS1', 'TBC1D13', 'SRC', 'PIK3R1', 'TMEM231', 'UNC119B', 'CRK', 'NPHP4', 'WASL', 'NPHP1', 'FYN', 'B9D1', 'DVL2', 'CORO1B', 'ARL3', 'EGFR', 'SPATA7', 'AHI1', 'SYK', 'ERBB2', 'HTRA2', 'CRKL', 'RP2', 'HAP1', 'PKD1', 'PTPN11', 'SNX11']
517	GO:BP	GO:1903169	regulation of calcium ion transmembrane transport	0.0053002725014841	True	"""Any process that modulates the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24125847]"	183	96	6	15719	0.0625	0.0327868852459016	query_1	['GO:0051924', 'GO:0070588', 'GO:1904062']	['PLCG2', 'FYN', 'LYN', 'PLCG1', 'PTK2B', 'HAP1']
187	REAC	REAC:R-HSA-196836	Vitamin C (ascorbate) metabolism	0.0054632525564174	True	Vitamin C (ascorbate) metabolism	8	84	2	10022	0.0238095238095238	0.25	query_1	['REAC:R-HSA-196849']	['CYB5R3', 'CYB5A']
186	REAC	REAC:R-HSA-418886	Netrin mediated repulsion signals	0.0054632525564174	True	Netrin mediated repulsion signals	8	84	2	10022	0.0238095238095238	0.25	query_1	['REAC:R-HSA-373752']	['SRC', 'PTPN11']
519	GO:BP	GO:0030032	lamellipodium assembly	0.0054836098491444	True	"""Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:mah, ISBN:0815316194]"	71	96	4	15719	0.0416666666666666	0.056338028169014	query_1	['GO:0097581', 'GO:0120031']	['NCK1', 'PIK3R1', 'WAS', 'NCK2']
518	GO:BP	GO:0042058	regulation of epidermal growth factor receptor signaling pathway	0.0054836098491444	True	"""Any process that modulates the frequency, rate or extent of epidermal growth factor receptor signaling pathway activity."" [GOC:go_curators]"	71	96	4	15719	0.0416666666666666	0.056338028169014	query_1	['GO:0007173', 'GO:1901184']	['SOS1', 'EGFR', 'HAP1', 'CBL']
520	GO:BP	GO:0070727	cellular macromolecule localization	0.0055755470175188	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	96	27	15719	0.28125	0.0112079701120797	query_1	['GO:0033036', 'GO:0051641']	['LATS1', 'TBC1D13', 'SRC', 'PIK3R1', 'TMEM231', 'UNC119B', 'CRK', 'NPHP4', 'WASL', 'NPHP1', 'FYN', 'B9D1', 'DVL2', 'CORO1B', 'ARL3', 'EGFR', 'SPATA7', 'AHI1', 'SYK', 'ERBB2', 'HTRA2', 'CRKL', 'RP2', 'HAP1', 'PKD1', 'PTPN11', 'SNX11']
521	GO:BP	GO:0009888	tissue development	0.0055755470175188	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	1908	96	23	15719	0.2395833333333333	0.0120545073375262	query_1	['GO:0048856']	['MET', 'RAPGEF1', 'LATS1', 'SRC', 'TMEM231', 'APAF1', 'HGF', 'SOS1', 'RPGRIP1L', 'NPHP1', 'B9D1', 'WAS', 'GSTK1', 'FGFR3', 'GRB2', 'DVL2', 'EGFR', 'AHI1', 'PTK2B', 'PKD1', 'PTK2', 'PTPN11', 'PDGFRA']
522	GO:BP	GO:0031347	regulation of defense response	0.0056033835801575	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	687	96	12	15719	0.125	0.0174672489082969	query_1	['GO:0006952', 'GO:0080134']	['SRC', 'CRK', 'HGF', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'XIAP', 'PTPN11']
523	GO:BP	GO:0010033	response to organic substance	0.0056796022988123	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2672	96	29	15719	0.3020833333333333	0.0108532934131736	query_1	['GO:0042221']	['MET', 'RAPGEF1', 'LATS1', 'NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'PXN', 'FYN', 'WAS', 'LYN', 'GRB2', 'CASP9', 'EGFR', 'SYK', 'PTK2B', 'HTRA2', 'CRKL', 'XIAP', 'PTK2', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
524	GO:BP	GO:0038134	ERBB2-EGFR signaling pathway	0.00583792794757	True	"""The series of molecular signals initiated by binding of a ligand to an epidermal growth factor receptor (EGFR/ERBB1) on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and EGFR. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as EGFR."" [GOC:signaling, PMID:16460914, Reactome:R-HSA-1963589]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0007173', 'GO:0038128']	['EGFR', 'ERBB2']
525	GO:BP	GO:0002576	platelet degranulation	0.00583792794757	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet."" [GOC:add]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0045055', 'GO:0051649']	['LYN', 'SYK']
526	GO:BP	GO:0032056	positive regulation of translation in response to stress	0.00583792794757	True	"""Any process that activates or increases the frequency, rate or extent of translation as a result of a stimulus indicating the organism is under stress."" [GOC:mah]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0043555', 'GO:0045727']	['NCK1', 'NCK2']
527	GO:BP	GO:0007368	determination of left/right symmetry	0.00583792794757	True	"""The establishment of an organism's body plan or part of an organism with respect to the left and right halves. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry."" [GOC:dph, GOC:jid]"	125	96	5	15719	0.0520833333333333	0.04	query_1	['GO:0009855', 'GO:0060972']	['RPGRIP1L', 'DVL2', 'AHI1', 'NEK8', 'ANKS6']
529	GO:BP	GO:0036491	regulation of translation initiation in response to endoplasmic reticulum stress	0.00583792794757	True	"""Any process that modulates the frequency, rate or extent of translation initiation, as a result of endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:14676213, PMID:16835242]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0036490', 'GO:0043558']	['NCK1', 'NCK2']
530	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.00583792794757	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	96	6	15719	0.0625	0.0320855614973262	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'CRK', 'HGF', 'EGFR', 'PTK2B', 'XIAP']
528	GO:BP	GO:0045906	negative regulation of vasoconstriction	0.00583792794757	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of vasoconstriction."" [GOC:go_curators]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0019229', 'GO:0042310', 'GO:0051241']	['DOCK4', 'DOCK5']
531	GO:BP	GO:0060322	head development	0.005869970666933	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	96	13	15719	0.1354166666666666	0.0164348925410872	query_1	['GO:0048856']	['SRC', 'CRK', 'APAF1', 'SOS1', 'RPGRIP1L', 'FYN', 'EGFR', 'AHI1', 'HTRA2', 'CRKL', 'HAP1', 'PTPN11', 'PDGFRA']
532	GO:BP	GO:0099024	plasma membrane invagination	0.0059375089708983	True	"""An infolding of the plasma membrane."" [GOC:dos, GOC:vw]"	73	96	4	15719	0.0416666666666666	0.0547945205479452	query_1	['GO:0010324']	['DOCK1', 'PLCG2', 'FCGR1A', 'ELMO1']
54	GO:CC	GO:0005815	microtubule organizing center	0.0060737250442619	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	818	97	13	16420	0.134020618556701	0.0158924205378973	query_1	['GO:0015630', 'GO:0110165']	['LATS1', 'NPHP4', 'RPGRIP1L', 'B9D1', 'ARL3', 'SPATA7', 'AHI1', 'NEK8', 'RP2', 'HAP1', 'B9D2', 'PTK2', 'LCK']
55	GO:CC	GO:0008180	COP9 signalosome	0.0060956346943404	True	"""A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome."" [PMID:11019806, PMID:12186635, PMID:14570571]"	34	97	3	16420	0.0309278350515463	0.088235294117647	query_1	['GO:0140513']	['LAT', 'GRB2', 'PLCG1']
189	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0061165739213288	True	Leishmania parasite growth and survival	159	84	6	10022	0.0714285714285714	0.0377358490566037	query_1	['REAC:R-HSA-9658195']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
188	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0061165739213288	True	Anti-inflammatory response favouring Leishmania parasite infection	159	84	6	10022	0.0714285714285714	0.0377358490566037	query_1	['REAC:R-HSA-9664433']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
190	REAC	REAC:R-HSA-5655302	Signaling by FGFR1 in disease	0.0061617311582632	True	Signaling by FGFR1 in disease	31	84	3	10022	0.0357142857142857	0.0967741935483871	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
533	GO:BP	GO:0032271	regulation of protein polymerization	0.0062436080544047	True	"""Any process that modulates the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	190	96	6	15719	0.0625	0.031578947368421	query_1	['GO:0043254', 'GO:0051258']	['MET', 'LATS1', 'NCK1', 'GRB2', 'PTK2B', 'NCK2']
534	GO:BP	GO:0051240	positive regulation of multicellular organismal process	0.0062677294897787	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1567	96	20	15719	0.2083333333333333	0.0127632418634333	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['NCK1', 'SRC', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'FYN', 'ZAP70', 'LYN', 'SHB', 'VAV1', 'SYK', 'PLCG1', 'SH3KBP1', 'PTK2B', 'HAP1', 'PTK2', 'LCK', 'PTPN11', 'NCK2']
56	GO:CC	GO:0030027	lamellipodium	0.0063189196192621	True	"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]"	197	97	6	16420	0.0618556701030927	0.0304568527918781	query_1	['GO:0031252', 'GO:0120025']	['BCAR1', 'WASL', 'PXN', 'CORO1B', 'PLCG1', 'PTK2B']
535	GO:BP	GO:0002758	innate immune response-activating signaling pathway	0.0063908627001959	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an innate immune response."" [GOC:jy, GOC:mah, PMID:11418339, PMID:28105028]"	191	96	6	15719	0.0625	0.031413612565445	query_1	['GO:0002218', 'GO:0002757']	['SRC', 'PLCG2', 'FYN', 'LYN', 'SYK', 'XIAP']
