B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
61	GO:CC	GO:0043227	membrane-bounded organelle	0.0004808106325225	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	94	85	16420	0.9042553191489362	0.0069563794091169	query_1	['GO:0043226']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
63	GO:CC	GO:0020016	ciliary pocket	0.0005390844158036	True	"""Invagination of the plasma membrane from which a cilium (also called flagellum) protrudes."" [GOC:cilia, GOC:mb]"	3	94	2	16420	0.0212765957446808	0.6666666666666666	query_1	['GO:0005929', 'GO:0110165']	['EHD3', 'EHD1']
62	GO:CC	GO:0020018	ciliary pocket membrane	0.0005390844158036	True	"""That part of the plasma membrane found in the ciliary pocket (also called flagellar pocket)."" [GOC:cilia, GOC:mb]"	3	94	2	16420	0.0212765957446808	0.6666666666666666	query_1	['GO:0020016', 'GO:0060170']	['EHD3', 'EHD1']
24	REAC	REAC:R-HSA-3928665	EPH-ephrin mediated repulsion of cells	0.0005409631633599	True	EPH-ephrin mediated repulsion of cells	48	82	5	10022	0.0609756097560975	0.1041666666666666	query_1	['REAC:R-HSA-2682334']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
101	GO:BP	GO:0007040	lysosome organization	0.00054131279677	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lysosome. A lysosome is a cytoplasmic, membrane-bounded organelle that is found in most animal cells and that contains a variety of hydrolases."" [GOC:mah]"	95	94	6	15719	0.0638297872340425	0.0631578947368421	query_1	['GO:0080171']	['RAB14', 'RAB34', 'RAB7A', 'RAB39A', 'HPS4', 'HPS1']
100	GO:BP	GO:0080171	lytic vacuole organization	0.00054131279677	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a lytic vacuole."" [PMID:20729380]"	95	94	6	15719	0.0638297872340425	0.0631578947368421	query_1	['GO:0007033']	['RAB14', 'RAB34', 'RAB7A', 'RAB39A', 'HPS4', 'HPS1']
64	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.000586668410602	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	94	26	16420	0.2765957446808511	0.012235294117647	query_1	['GO:0042995']	['RAB34', 'TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BMX', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'GDI1', 'AURKA', 'NGF', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB22A']
65	GO:CC	GO:0043025	neuronal cell body	0.0006066845668235	True	"""The portion of a neuron that includes the nucleus, but excludes cell projections such as axons and dendrites."" [GOC:go_curators]"	491	94	11	16420	0.1170212765957446	0.0224032586558044	query_1	['GO:0036477', 'GO:0044297']	['TPX2', 'RAB8A', 'PSEN1', 'BACE1', 'RIN3', 'RAB5A', 'NGFR', 'GDI1', 'AURKA', 'SIRT2', 'APP']
102	GO:BP	GO:0051128	regulation of cellular component organization	0.0006100592224392	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	94	30	15719	0.3191489361702128	0.0127822752449936	query_1	['GO:0016043', 'GO:0050794']	['RBSN', 'RAB1B', 'TPX2', 'RAB7A', 'RUFY1', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'RAB8B', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5C', 'RAB5A', 'RAB4A', 'EHD3', 'RAB3GAP2', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'SIRT2', 'APP', 'EHD1', 'RAB3GAP1', 'RAB3A']
103	GO:BP	GO:0007030	Golgi organization	0.0006200965174034	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the Golgi apparatus."" [GOC:dph, GOC:jl, GOC:mah]"	145	94	7	15719	0.0744680851063829	0.0482758620689655	query_1	['GO:0006996', 'GO:0010256']	['RBSN', 'RAB1B', 'OPTN', 'RAB8A', 'HTT', 'EHD3', 'RAB1A']
66	GO:CC	GO:0005795	Golgi stack	0.0006343604874514	True	"""The set of thin, flattened membrane-bounded compartments, called cisternae, that form the central portion of the Golgi complex. The stack usually comprises cis, medial, and trans cisternae; the cis- and trans-Golgi networks are not considered part of the stack."" [GOC:mah, ISBN:0815316194]"	134	94	6	16420	0.0638297872340425	0.044776119402985	query_1	['GO:0098791']	['RAB14', 'RAB34', 'SORT1', 'B4GALT7', 'PSENEN', 'APH1A']
25	REAC	REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	0.0007000253001262	True	Synthesis of PIPs at the plasma membrane	51	82	5	10022	0.0609756097560975	0.0980392156862745	query_1	['REAC:R-HSA-1483255']	['RAB14', 'RUFY1', 'BMX', 'RAB5A', 'RAB4A']
67	GO:CC	GO:0000139	Golgi membrane	0.0007736554279227	True	"""The lipid bilayer surrounding any of the compartments of the Golgi apparatus."" [GOC:mah]"	596	94	12	16420	0.1276595744680851	0.0201342281879194	query_1	['GO:0005794', 'GO:0098588']	['RAB14', 'RAB1B', 'OPTN', 'RAB39A', 'RAB8A', 'PSEN1', 'VPS45', 'B4GALT7', 'RAB1A', 'RAB10', 'GOLGA7B', 'RAB6A']
26	REAC	REAC:R-HSA-1236394	Signaling by ERBB4	0.0007839978050222	True	Signaling by ERBB4	53	82	5	10022	0.0609756097560975	0.0943396226415094	query_1	['REAC:R-HSA-9006934']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
27	REAC	REAC:R-HSA-205017	NFG and proNGF binds to p75NTR	0.0007839978050222	True	NFG and proNGF binds to p75NTR	2	82	2	10022	0.024390243902439	1.0	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
104	GO:BP	GO:0090160	Golgi to lysosome transport	0.0007870957022644	True	"""The directed movement of substances from the Golgi to lysosomes."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	11	94	3	15719	0.0319148936170212	0.2727272727272727	query_1	['GO:0006896', 'GO:0007041', 'GO:0016482']	['RBSN', 'SORT1', 'EHD3']
32	REAC	REAC:R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.0007961524781105	True	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2644603']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
31	REAC	REAC:R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.0007961524781105	True	Constitutive Signaling by NOTCH1 PEST Domain Mutants	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2644602']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
28	REAC	REAC:R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.0007961524781105	True	Signaling by NOTCH1 PEST Domain Mutants in Cancer	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2644603']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
29	REAC	REAC:R-HSA-2644603	Signaling by NOTCH1 in Cancer	0.0007961524781105	True	Signaling by NOTCH1 in Cancer	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-5663202']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
30	REAC	REAC:R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.0007961524781105	True	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	55	82	5	10022	0.0609756097560975	0.0909090909090909	query_1	['REAC:R-HSA-2894858']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
105	GO:BP	GO:0051563	smooth endoplasmic reticulum calcium ion homeostasis	0.0008358282833882	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within the smooth endoplasmic reticulum of a cell or between the smooth endoplasmic reticulum and its surroundings."" [GOC:ai, GOC:mah]"	2	94	2	15719	0.0212765957446808	1.0	query_1	['GO:0032469']	['PSEN1', 'APP']
106	GO:BP	GO:0061512	protein localization to cilium	0.0009276201389706	True	"""A process in which a protein is transported to, or maintained in, a location within a cilium."" [GOC:dph]"	64	94	5	15719	0.0531914893617021	0.078125	query_1	['GO:0033365']	['RAB8A', 'RABEP1', 'GGA1', 'GDI2', 'EHD1']
70	GO:CC	GO:0090741	pigment granule membrane	0.0009677314831424	True	"""Any membrane that is part of a pigment granule."" [PMID:11294610]"	20	94	3	16420	0.0319148936170212	0.15	query_1	['GO:0030659', 'GO:0048770', 'GO:0098588']	['RAB7A', 'RAB32', 'RAB38']
68	GO:CC	GO:0045009	chitosome	0.0009677314831424	True	"""An intracellular membrane-bounded particle found in fungi and containing chitin synthase; it synthesizes chitin microfibrils. Chitin synthase activity exists in chitosomes and they are proposed to act as a reservoir for regulated transport of chitin synthase enzymes to the division septum."" [ISBN:0198506732, PMID:8970154]"	20	94	3	16420	0.0319148936170212	0.15	query_1	['GO:0031410']	['RAB7A', 'RAB32', 'RAB38']
69	GO:CC	GO:0033162	melanosome membrane	0.0009677314831424	True	"""The lipid bilayer surrounding a melanosome."" [GOC:mah]"	20	94	3	16420	0.0319148936170212	0.15	query_1	['GO:0042470', 'GO:0045009', 'GO:0090741']	['RAB7A', 'RAB32', 'RAB38']
107	GO:BP	GO:0043482	cellular pigment accumulation	0.0009974162166102	True	"""The aggregation of coloring matter in a particular location in a cell, occurring in response to some external stimulus."" [GOC:jl]"	12	94	3	15719	0.0319148936170212	0.25	query_1	['GO:0033059', 'GO:0043476', 'GO:0051716']	['RAB32', 'RAB38', 'SHROOM3']
108	GO:BP	GO:0043476	pigment accumulation	0.0009974162166102	True	"""The aggregation of coloring matter in a particular location in an organism, tissue or cell, occurring in response to some external stimulus."" [GOC:jl]"	12	94	3	15719	0.0319148936170212	0.25	query_1	['GO:0009605', 'GO:0043473']	['RAB32', 'RAB38', 'SHROOM3']
109	GO:BP	GO:0090385	phagosome-lysosome fusion	0.0009974162166102	True	"""The creation of a phagolysosome from a phagosome and a lysosome."" [GOC:kmv, GOC:tb]"	12	94	3	15719	0.0319148936170212	0.25	query_1	['GO:0001845', 'GO:0006906']	['RAB34', 'RAB7A', 'RAB39A']
71	GO:CC	GO:0005811	lipid droplet	0.0010029909687383	True	"""An intracellular non-membrane-bounded organelle comprising a matrix of coalesced lipids surrounded by a phospholipid monolayer. May include associated proteins."" [GOC:mah, GOC:tb]"	94	94	5	16420	0.0531914893617021	0.0531914893617021	query_1	['GO:0043232']	['RAB7A', 'RAB5C', 'RAB18', 'EHD1', 'RAB3GAP1']
110	GO:BP	GO:0043473	pigmentation	0.0010290950568688	True	"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]"	108	94	6	15719	0.0638297872340425	0.0555555555555555	query_1	['GO:0008150']	['HPS4', 'RAB32', 'RAB38', 'RAB1A', 'SHROOM3', 'HPS1']
72	GO:CC	GO:0005770	late endosome	0.0010886055495055	True	"""A prelysosomal endocytic organelle differentiated from early endosomes by lower lumenal pH and different protein composition. Late endosomes are more spherical than early endosomes and are mostly juxtanuclear, being concentrated near the microtubule organizing center."" [NIF_Subcellular:nlx_subcell_20090702, PMID:11964142, PMID:2557062]"	284	94	8	16420	0.0851063829787234	0.028169014084507	query_1	['GO:0005768']	['RAB14', 'RAB7A', 'MICALL1', 'HTT', 'OSBPL1A', 'BACE1', 'RILP', 'RAB22A']
73	GO:CC	GO:0042995	cell projection	0.0011610890114665	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	94	26	16420	0.2765957446808511	0.0116435288849081	query_1	['GO:0110165']	['RAB34', 'TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BMX', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'GDI1', 'AURKA', 'NGF', 'RAB10', 'SIRT2', 'APP', 'RAB35', 'EHD1', 'RAB3A', 'RAB22A']
74	GO:CC	GO:0098794	postsynapse	0.0011710461532341	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	94	12	16420	0.1276595744680851	0.019047619047619	query_1	['GO:0045202', 'GO:0110165']	['EEA1', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB4A', 'NGFR', 'MECP2', 'AURKA', 'APP', 'RAB3GAP1', 'RAB3A']
75	GO:CC	GO:0043226	organelle	0.0014291429185366	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	94	87	16420	0.925531914893617	0.006708304418228	query_1	['GO:0110165']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
111	GO:BP	GO:0045055	regulated exocytosis	0.0014318856352334	True	"""A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand."" [GOC:mah, ISBN:0716731363]"	227	94	8	15719	0.0851063829787234	0.0352422907488986	query_1	['GO:0006887']	['PSEN1', 'RAB31', 'RABGEF1', 'RAB5A', 'PPFIA3', 'RAB10', 'RAB3GAP1', 'RAB3A']
76	GO:CC	GO:0031985	Golgi cisterna	0.0014364466222174	True	"""Any of the thin, flattened membrane-bounded compartments that form the central portion of the Golgi complex."" [GOC:mah]"	103	94	5	16420	0.0531914893617021	0.0485436893203883	query_1	['GO:0005795', 'GO:0098791']	['RAB34', 'SORT1', 'B4GALT7', 'PSENEN', 'APH1A']
112	GO:BP	GO:0022607	cellular component assembly	0.0014491090869549	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2852	94	33	15719	0.351063829787234	0.011570827489481	query_1	['GO:0016043', 'GO:0044085']	['RAB14', 'RAB34', 'RAB1B', 'TPX2', 'ANKLE2', 'RAB7A', 'PAWR', 'RAB39A', 'RAB8A', 'PSEN1', 'HTT', 'HPS4', 'RAB32', 'RAB3IP', 'RAB38', 'RAB5A', 'RAB13', 'RILP', 'EHD3', 'RAB1A', 'RAB3GAP2', 'EHD2', 'MECP2', 'AURKA', 'GDI2', 'SIRT2', 'APP', 'EHD1', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A']
113	GO:BP	GO:0048172	regulation of short-term neuronal synaptic plasticity	0.0015785974921858	True	"""A process that modulates short-term neuronal synaptic plasticity, the ability of neuronal synapses to change in the short-term as circumstances require. Short-term neuronal synaptic plasticity generally involves increasing or decreasing synaptic sensitivity."" [GOC:jid, PMID:11891290]"	14	94	3	15719	0.0319148936170212	0.2142857142857142	query_1	['GO:0048168']	['PPFIA3', 'RAB3GAP1', 'RAB3A']
114	GO:BP	GO:0007219	Notch signaling pathway	0.0016047654881579	True	"""The series of molecular signals initiated by an extracellular ligand binding to the receptor Notch on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:go_curators, GOC:signaling]"	171	94	7	15719	0.0744680851063829	0.0409356725146198	query_1	['GO:0007166']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'MECP2', 'APH1A', 'APP']
115	GO:BP	GO:1904646	cellular response to amyloid-beta	0.0016352269764443	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	38	94	4	15719	0.0425531914893617	0.1052631578947368	query_1	['GO:1901653', 'GO:1904645']	['PSEN1', 'BACE1', 'NGFR', 'APP']
116	GO:BP	GO:0044782	cilium organization	0.0016885700996425	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cilium, a specialized eukaryotic organelle that consists of a filiform extrusion of the cell surface. Each cilium is bounded by an extrusion of the cytoplasmic membrane, and contains a regular longitudinal array of microtubules, anchored basally in a centriole."" [GOC:cilia, GOC:jl]"	374	94	10	15719	0.1063829787234042	0.0267379679144385	query_1	['GO:0006996', 'GO:0120036']	['RAB8A', 'HTT', 'RAB3IP', 'RILP', 'EHD3', 'EHD2', 'AURKA', 'GDI2', 'EHD1', 'RAB23']
33	REAC	REAC:R-HSA-6803205	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	0.0017001731701469	True	TP53 regulates transcription of several additional cell death genes whose specific roles in p53-dependent apoptosis remain uncertain	14	82	3	10022	0.0365853658536585	0.2142857142857142	query_1	['REAC:R-HSA-5633008']	['RABGGTB', 'RABGGTA', 'CHM']
77	GO:CC	GO:0043005	neuron projection	0.0017018654420455	True	"""A prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	1302	94	18	16420	0.1914893617021276	0.0138248847926267	query_1	['GO:0120025']	['TPX2', 'EEA1', 'RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'NGFR', 'GDI1', 'AURKA', 'NGF', 'SIRT2', 'APP', 'RAB3A']
117	GO:BP	GO:0032438	melanosome organization	0.0017830599616257	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a melanosome. A melanosome is a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GOC:vk]"	39	94	4	15719	0.0425531914893617	0.1025641025641025	query_1	['GO:0048753']	['HPS4', 'RAB32', 'RAB38', 'HPS1']
34	REAC	REAC:R-HSA-193681	Ceramide signalling	0.0018099803732693	True	Ceramide signalling	3	82	2	10022	0.024390243902439	0.6666666666666666	query_1	['REAC:R-HSA-193704']	['NGFR', 'NGF']
35	REAC	REAC:R-HSA-6811442	Intra-Golgi and retrograde Golgi-to-ER traffic	0.0018968515734674	True	Intra-Golgi and retrograde Golgi-to-ER traffic	199	82	8	10022	0.0975609756097561	0.0402010050251256	query_1	['REAC:R-HSA-199991']	['RAB1B', 'RAB39A', 'VPS45', 'RAB1A', 'RAB3GAP2', 'RAB18', 'RAB3GAP1', 'RAB6A']
119	GO:BP	GO:1990000	amyloid fibril formation	0.001923249949665	True	"""The generation of amyloid fibrils, insoluble fibrous protein aggregates exhibiting beta sheet structure, from proteins."" [GOC:cvs, GOC:jj, GOC:ppm, GOC:sj, PMID:21148556, PMID:22817896, PMID:28937655, PMID:29654159]"	40	94	4	15719	0.0425531914893617	0.1	query_1	['GO:0019538', 'GO:0097435']	['PSEN1', 'BACE1', 'NAT8', 'APP']
120	GO:BP	GO:0045022	early endosome to late endosome transport	0.001923249949665	True	"""The directed movement of substances, in membrane-bounded vesicles, from the early sorting endosomes to the late sorting endosomes; transport occurs along microtubules and can be experimentally blocked with microtubule-depolymerizing drugs."" [ISBN:0815316194]"	40	94	4	15719	0.0425531914893617	0.1	query_1	['GO:0016482', 'GO:0098927']	['RAB7A', 'EEA1', 'RAB5A', 'RILP']
118	GO:BP	GO:0048753	pigment granule organization	0.001923249949665	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a pigment granule."" [GOC:rc]"	40	94	4	15719	0.0425531914893617	0.1	query_1	['GO:0016050', 'GO:0033059']	['HPS4', 'RAB32', 'RAB38', 'HPS1']
121	GO:BP	GO:0007041	lysosomal transport	0.0019352377765125	True	"""The directed movement of substances into, out of or within a lysosome."" [GOC:ai]"	123	94	6	15719	0.0638297872340425	0.048780487804878	query_1	['GO:0007034']	['RBSN', 'SORT1', 'RAB7A', 'RILP', 'EHD3', 'GGA3']
122	GO:BP	GO:0046903	secretion	0.0019631552213987	True	"""The controlled release of a substance by a cell or a tissue."" [GOC:ai]"	915	94	16	15719	0.1702127659574468	0.0174863387978142	query_1	['GO:0006810']	['RAB7A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'RABGEF1', 'RAB3IP', 'RAB5A', 'RAB13', 'RAB1A', 'PPFIA3', 'MECP2', 'RAB10', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
78	GO:CC	GO:0005776	autophagosome	0.0020606163614873	True	"""A double-membrane-bounded compartment that engulfs endogenous cellular material as well as invading microorganisms to target them to the lytic vacuole/lysosome for degradation as part of macroautophagy."" [GOC:autophagy, ISBN:0198547684, PMID:11099404]"	112	94	5	16420	0.0531914893617021	0.0446428571428571	query_1	['GO:0005773']	['RAB7A', 'OPTN', 'HTT', 'TBC1D17', 'RAB23']
123	GO:BP	GO:1900195	positive regulation of oocyte maturation	0.002101239473033	True	"""Any process that activates or increases the frequency, rate or extent of oocyte maturation."" [GOC:kmv, GOC:TermGenie]"	3	94	2	15719	0.0212765957446808	0.6666666666666666	query_1	['GO:0001556', 'GO:1900193', 'GO:1903431', 'GO:2000243']	['AURKA', 'SIRT2']
125	GO:BP	GO:1903061	positive regulation of protein lipidation	0.002101239473033	True	"""Any process that activates or increases the frequency, rate or extent of protein lipidation."" [GO_REF:0000058, GOC:rph, GOC:TermGenie, PMID:21909394]"	3	94	2	15719	0.0212765957446808	0.6666666666666666	query_1	['GO:0006497', 'GO:0031401', 'GO:0050747', 'GO:1903059']	['RAB3GAP2', 'RAB3GAP1']
124	GO:BP	GO:0050747	positive regulation of lipoprotein metabolic process	0.002101239473033	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	3	94	2	15719	0.0212765957446808	0.6666666666666666	query_1	['GO:0031328', 'GO:0042157', 'GO:0050746', 'GO:0051247']	['RAB3GAP2', 'RAB3GAP1']
126	GO:BP	GO:2000785	regulation of autophagosome assembly	0.0022238085558496	True	"""Any process that modulates the frequency, rate or extent of autophagosome assembly."" [GOC:autophagy, GOC:BHF]"	42	94	4	15719	0.0425531914893617	0.0952380952380952	query_1	['GO:0000045', 'GO:0044088', 'GO:1902115']	['RAB1B', 'RAB5A', 'RAB3GAP2', 'RAB3GAP1']
36	REAC	REAC:R-HSA-1980143	Signaling by NOTCH1	0.002244764671331	True	Signaling by NOTCH1	70	82	5	10022	0.0609756097560975	0.0714285714285714	query_1	['REAC:R-HSA-157118']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
79	GO:CC	GO:0071782	endoplasmic reticulum tubular network	0.0023875778153505	True	"""A subcompartment of the endoplasmic reticulum consisting of tubules having membranes with high curvature in cross-section."" [GOC:vw, PMID:16469703, PMID:20434336]"	28	94	3	16420	0.0319148936170212	0.1071428571428571	query_1	['GO:0098827']	['RAB10', 'RAB18', 'RAB3GAP1']
127	GO:BP	GO:0098927	vesicle-mediated transport between endosomal compartments	0.0024216508912296	True	"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles between endosomal compartments, e.g, between early endosome and sorting endosome."" [GOC:dos, PMID:10930469]"	43	94	4	15719	0.0425531914893617	0.0930232558139534	query_1	['GO:0016192']	['RAB7A', 'EEA1', 'RAB5A', 'RILP']
80	GO:CC	GO:0030425	dendrite	0.0026560195253088	True	"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]"	598	94	11	16420	0.1170212765957446	0.0183946488294314	query_1	['GO:0043005', 'GO:0097447']	['RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'NGFR', 'NGF', 'APP']
81	GO:CC	GO:0099501	exocytic vesicle membrane	0.0026560195253088	True	"""The lipid bilayer surrounding an exocytic vesicle."" [GOC:dos]"	120	94	5	16420	0.0531914893617021	0.0416666666666666	query_1	['GO:0030658', 'GO:0070382']	['RAB7A', 'RAB5B', 'RAB5A', 'RAB35', 'RAB3A']
82	GO:CC	GO:0097447	dendritic tree	0.0026560195253088	True	"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]"	600	94	11	16420	0.1170212765957446	0.0183333333333333	query_1	['GO:0036477', 'GO:0043005']	['RAB8A', 'PSEN1', 'HTT', 'BACE1', 'RIN3', 'RABGEF1', 'RAB3IP', 'RAB5A', 'NGFR', 'NGF', 'APP']
