Nicolaides-Baraitser syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1366	GO:BP	GO:0007159	leukocyte cell-cell adhesion	0.0070307037838812	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	402	100	11	21110	0.11	0.0273631840796019	query_1	['GO:0098609']	['AKT1', 'CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'RARA', 'SMARCC1']
1367	HP	HP:0004325	Decreased body weight	0.0071348753989357	True	Abnormally low body weight.	1443	45	28	4851	0.6222222222222222	0.0194040194040194	query_1	['HP:0004323']	['REST', 'CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'PPARG', 'CTNNB1', 'RB1', 'SMARCA2', 'SIN3A', 'CDKN1A', 'AR', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'SMARCC2', 'SKI', 'CDKN2C', 'CDKN2A', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'THRB', 'CCND1']
1368	TF	TF:M01175_1	Factor: CKROX; motif: SCCCTCCCC; match class: 1	0.0071451143755761	True	Factor: CKROX; motif: SCCCTCCCC; match class: 1	2745	101	32	20011	0.3168316831683168	0.0116575591985428	query_1	['TF:M01175']	['REST', 'TGIF1', 'FOXO3', 'TFDP1', 'NCOA2', 'HDAC1', 'SMARCA4', 'CCNE1', 'TBL1X', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'CCND2', 'HDAC3', 'SMARCC2', 'RCOR1', 'KAT2B', 'FOXO1', 'CCND3', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'SMAD3', 'KDM1A', 'SKIL', 'HIPK2', 'CCND1', 'CCNC']
1369	GO:BP	GO:0097305	response to alcohol	0.0073156611641869	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	254	100	9	21110	0.09	0.0354330708661417	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'PPARG', 'CTNNB1', 'SMAD2', 'CDK1', 'RARA', 'CDK4', 'HDAC2', 'CCND1']
1370	HP	HP:0030012	Abnormal female reproductive system physiology	0.007336063140346	True	Abnormal female reproductive system physiology	334	45	13	4851	0.2888888888888888	0.0389221556886227	query_1	['HP:0000080']	['CDKN2B', 'AKT1', 'PPARG', 'TBL1X', 'CDKN1A', 'AR', 'SMARCB1', 'CDKN2C', 'ESR1', 'RARA', 'CDKN1B', 'TBL1XR1', 'TP53']
1371	GO:BP	GO:0001654	eye development	0.0073726639344894	True	"""The process whose specific outcome is the progression of the eye over time, from its formation to the mature structure. The eye is the organ of sight."" [GOC:jid, GOC:jl]"	404	100	11	21110	0.11	0.0272277227722772	query_1	['GO:0007423', 'GO:0150063']	['CTNNB1', 'HDAC1', 'SMARCA4', 'SKI', 'RARA', 'CDKN1B', 'SMAD3', 'HDAC2', 'THRB', 'SKIL', 'HIPK2']
1372	HP	HP:0032860	Generalized non-convulsive status epilepticus without coma	0.0073746531266788	True	Generalized non-convulsive status epilepticus without coma is a type of status epilepticus without prominent motor signs, which is electrographically generalized. It is a prolonged absence seizure.	14	45	4	4851	0.0888888888888888	0.2857142857142857	query_1	['HP:0032671']	['CDKN2B', 'CDKN1A', 'CDKN2C', 'CDKN1B']
1373	HP	HP:0011151	Atypical absence status epilepticus	0.0073746531266788	True	Atypical absence status epilepticus is a type of generalized non-convulsive status epilepticus without coma that is semiologically a prolonged atypical absence seizure.	14	45	4	4851	0.0888888888888888	0.2857142857142857	query_1	['HP:0032860']	['CDKN2B', 'CDKN1A', 'CDKN2C', 'CDKN1B']
1374	GO:BP	GO:0009416	response to light stimulus	0.0074014444271015	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	326	100	10	21110	0.1	0.0306748466257668	query_1	['GO:0009314']	['AKT1', 'CREBBP', 'CDK5', 'CDKN2D', 'CDKN1A', 'EP300', 'MECP2', 'TP53', 'KDM1A', 'CCND1']
1375	GO:BP	GO:0030111	regulation of Wnt signaling pathway	0.0074014444271015	True	"""Any process that modulates the frequency, rate or extent of the activity of the Wnt signal transduction pathway."" [GOC:dph, GOC:mah, GOC:tb]"	326	100	10	21110	0.1	0.0306748466257668	query_1	['GO:0009966', 'GO:0016055']	['CTNNB1', 'HDAC1', 'SMARCA4', 'TBL1X', 'WWTR1', 'RBPJ', 'SKI', 'FOXO1', 'TBL1XR1', 'SMAD3']
1376	GO:BP	GO:0030900	forebrain development	0.0075490471687386	True	"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]"	405	100	11	21110	0.11	0.0271604938271604	query_1	['GO:0007420', 'GO:0048856']	['CDK5', 'CTNNB1', 'HDAC1', 'FOXG1', 'SIN3A', 'RBPJ', 'E2F1', 'SKI', 'RARA', 'KDM1A', 'CDK6']
1377	GO:BP	GO:0045598	regulation of fat cell differentiation	0.0075565066961788	True	"""Any process that modulates the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	134	100	7	21110	0.07	0.0522388059701492	query_1	['GO:0045444', 'GO:0045595']	['AKT1', 'PPARG', 'WWTR1', 'E2F1', 'GPS2', 'FOXO1', 'SMAD3']
1378	GO:BP	GO:0031099	regeneration	0.0077094107747664	True	"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]"	191	100	8	21110	0.08	0.0418848167539267	query_1	['GO:0048856']	['PPARG', 'CDKN1A', 'CCNA2', 'RUNX1', 'PRMT5', 'CDK1', 'CDKN1B', 'CCND1']
1379	TF	TF:M08205	Factor: E2F-1:Elk-1; motif: SGCGCSNNAMCGGAAGT	0.0077148612431139	True	Factor: E2F-1:Elk-1; motif: SGCGCSNNAMCGGAAGT	14764	101	93	20011	0.9207920792079208	0.0062991059333513	query_1	['TF:M00000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'OGFRL1', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'COPRS', 'CCNB1', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'SIN3A', 'CDKN2D', 'RXRB', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
1380	GO:BP	GO:0065008	regulation of biological quality	0.0077215650513536	True	"""Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	2964	100	32	21110	0.32	0.0107962213225371	query_1	['GO:0065007']	['REST', 'AKT1', 'CREBBP', 'CDK5', 'E2F4', 'PPARG', 'CDK7', 'NR1H2', 'CTNNB1', 'TBL1X', 'NCOR2', 'SIN3A', 'NR1H3', 'AR', 'SUMO1', 'CCNH', 'SMAD2', 'SMAD4', 'EP300', 'MECP2', 'E2F1', 'HDAC3', 'CDKN2A', 'ESR1', 'FOXO1', 'RARA', 'CLNS1A', 'TP53', 'SMAD3', 'KDM1A', 'THRB', 'CCND1']
1381	GO:BP	GO:0070933	histone H4 deacetylation	0.007740559036327	True	"""The modification of histone H4 by the removal of one or more acetyl groups."" [GOC:BHF, GOC:rl]"	7	100	3	21110	0.03	0.4285714285714285	query_1	['GO:0016575']	['HDAC1', 'HDAC3', 'HDAC2']
1382	GO:BP	GO:0010616	negative regulation of cardiac muscle adaptation	0.007740559036327	True	"""Any process that decreases the rate, extent or frequency of the process in which cardiac muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors."" [GOC:BHF, GOC:dph, GOC:tb]"	7	100	3	21110	0.03	0.4285714285714285	query_1	['GO:0010612', 'GO:0014745', 'GO:0014887']	['PPARG', 'FOXO1', 'SMAD3']
1383	GO:BP	GO:1903243	negative regulation of cardiac muscle hypertrophy in response to stress	0.007740559036327	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiac muscle hypertrophy in response to stress."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19287093]"	7	100	3	21110	0.03	0.4285714285714285	query_1	['GO:0010614', 'GO:0010616', 'GO:0014898', 'GO:1903242']	['PPARG', 'FOXO1', 'SMAD3']
1384	GO:BP	GO:0002154	thyroid hormone mediated signaling pathway	0.007740559036327	True	"""The series of molecular signals mediated by the detection of a thyroid hormone."" [GOC:hjd]"	7	100	3	21110	0.03	0.4285714285714285	query_1	['GO:0009755', 'GO:0030522']	['RXRA', 'THRB', 'NCOA1']
1385	GO:MF	GO:0004674	protein serine/threonine kinase activity	0.0077538705796026	True	"""Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate, and ATP + protein threonine = ADP + protein threonine phosphate."" [GOC:bf, PMID:2956925]"	436	101	11	20195	0.1089108910891089	0.0252293577981651	query_1	['GO:0004672']	['AKT1', 'CDK8', 'CDK5', 'CDK7', 'RIOK1', 'CDK1', 'CDK2', 'CCND3', 'CDK4', 'CDK6', 'HIPK2']
1386	TF	TF:M03893	Factor: WT1; motif: GNGGGGGCGGGG	0.0077762227285557	True	Factor: WT1; motif: GNGGGGGCGGGG	8506	101	66	20011	0.6534653465346535	0.0077592287796849	query_1	['TF:M00000']	['UBE2I', 'CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'CKS1B', 'CBFB', 'E2F4', 'PPARG', 'COPRS', 'RBL1', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'SIN3A', 'CDKN2D', 'RXRB', 'E2F5', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'E2F1', 'HDAC3', 'CDK1', 'SMARCC2', 'SKI', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CUL1', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'KDM1A', 'SMARCC1', 'SKIL', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
1387	WP	WP:WP1742	TP53 network	0.0077795918451281	True	TP53 network	19	93	4	8133	0.043010752688172	0.2105263157894736	query_1	['WP:000000']	['CDKN1A', 'SUMO1', 'CDKN2A', 'TP53']
1388	GO:BP	GO:0051402	neuron apoptotic process	0.0077987294607971	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	256	100	9	21110	0.09	0.03515625	query_1	['GO:0006915', 'GO:0070997']	['CDK5', 'FOXO3', 'CTNNB1', 'RB1', 'MECP2', 'TP53', 'THRB', 'HIPK2', 'CCND1']
1389	REAC	REAC:R-HSA-3232118	SUMOylation of transcription factors	0.007833179672332	True	SUMOylation of transcription factors	18	99	4	10790	0.0404040404040404	0.2222222222222222	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'SUMO1', 'CDKN2A', 'TP53']
1390	MIRNA	MIRNA:hsa-miR-98-5p	hsa-miR-98-5p	0.0078485372020592	True	hsa-miR-98-5p	775	99	17	14850	0.1717171717171717	0.0219354838709677	query_1	['MIRNA:000000']	['CDKN2B', 'NCOA3', 'E2F4', 'CDK7', 'SMARCA4', 'E2F5', 'CDKN1A', 'CCNA2', 'E2F2', 'SUMO1', 'E2F6', 'CCND2', 'E2F1', 'FOXO1', 'CDKN1B', 'SMARCC1', 'CCND1']
1391	MIRNA	MIRNA:hsa-miR-125b-5p	hsa-miR-125b-5p	0.0078944320106724	True	hsa-miR-125b-5p	467	99	13	14850	0.1313131313131313	0.0278372591006423	query_1	['MIRNA:000000']	['REST', 'UBE2I', 'AKT1', 'CREBBP', 'CBFB', 'CCNE1', 'NCOR2', 'CDKN2D', 'E2F2', 'SMAD4', 'CDKN2A', 'TP53', 'CDK6']
1392	HP	HP:0012093	Abnormality of endocrine pancreas physiology	0.0079984622801862	True	A function abnormality of the endocrine pancreas.	30	45	5	4851	0.1111111111111111	0.1666666666666666	query_1	['HP:0000818', 'HP:0012091']	['CDKN2B', 'CDKN1A', 'CDKN2C', 'CDKN1B', 'CCND1']
1393	HP	HP:0001012	Multiple lipomas	0.0079984622801862	True	The presence of multiple lipomas (a type of benign tissue made of fatty tissue).	30	45	5	4851	0.1111111111111111	0.1666666666666666	query_1	['HP:0012031']	['CDKN2B', 'AKT1', 'CDKN1A', 'CDKN2C', 'CDKN1B']
1394	GO:BP	GO:0150063	visual system development	0.0081005884193475	True	"""The process whose specific outcome is the progression of the visual system over time, from its formation to the mature structure, including the eye, parts of the central nervous system (CNS) involved in processing of visual inputs, and connecting nerve pathways."" [GOC:aruk, GOC:bc, GOC:krc, PMID:15004427, PMID:20647017, PMID:22632727]"	408	100	11	21110	0.11	0.0269607843137254	query_1	['GO:0048880']	['CTNNB1', 'HDAC1', 'SMARCA4', 'SKI', 'RARA', 'CDKN1B', 'SMAD3', 'HDAC2', 'THRB', 'SKIL', 'HIPK2']
1395	HP	HP:0100763	Abnormality of the lymphatic system	0.0081398273737395	True	An anomaly of the lymphatic system, a network of lymphatic vessels that carry a clear fluid called lymph unidirectionally towards either the right lymphatic duct or the thoracic duct, which in turn drain into the right and left subclavian veins respectively.	713	45	19	4851	0.4222222222222222	0.0266479663394109	query_1	['HP:0002597', 'HP:0002715']	['REST', 'CDKN2B', 'AKT1', 'CREBBP', 'PPARG', 'CDKN1A', 'SMAD2', 'SMAD4', 'RUNX1', 'EP300', 'SKI', 'CDKN2C', 'CDKN2A', 'RARA', 'CDK4', 'CDKN1B', 'TBL1XR1', 'TP53', 'CCND1']
1396	HP	HP:0000802	Impotence	0.0081489350230771	True	Inability to develop or maintain an erection of the penis.	52	45	6	4851	0.1333333333333333	0.1153846153846153	query_1	['HP:0100639']	['CDKN2B', 'AKT1', 'CDKN1A', 'SMARCB1', 'CDKN2C', 'CDKN1B']
1397	GO:BP	GO:0000075	cell cycle checkpoint signaling	0.0083276703370892	True	"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]"	193	100	8	21110	0.08	0.0414507772020725	query_1	['GO:0035556', 'GO:1901988']	['CCNB1', 'CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
1398	GO:BP	GO:0031570	DNA integrity checkpoint signaling	0.008337732851946	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]"	136	100	7	21110	0.07	0.0514705882352941	query_1	['GO:0000075']	['CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
1399	GO:BP	GO:0072091	regulation of stem cell proliferation	0.0083597849343207	True	"""Any process that modulates the frequency, rate or extent of stem cell proliferation. A stem cell is a cell that retains the ability to divide and proliferate throughout life to provide progenitor cells that can differentiate into specialized cells."" [GOC:mtg_kidney_jan10]"	88	100	6	21110	0.06	0.0681818181818181	query_1	['GO:0042127', 'GO:0072089']	['CTNNB1', 'CCNE1', 'RBPJ', 'CDKN2C', 'TP53', 'KDM1A']
1400	HP	HP:0011843	Abnormal musculoskeletal physiology	0.008393462450781	True	An abnormality of the function of the skeletal system.	1549	45	29	4851	0.6444444444444445	0.0187217559715945	query_1	['HP:0000924']	['CDKN2B', 'TGIF1', 'AKT1', 'CREBBP', 'CDK5', 'PPARG', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN1A', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'SMARCC2', 'SKI', 'CDKN2C', 'ESR1', 'RARA', 'FOXH1', 'CDKN1B', 'TBL1XR1', 'TP53', 'SMAD3', 'KDM1A', 'CCND1']
1401	HPA	HPA:0461411	skin 1; cells in spinous layer[≥Low]	0.0084877407688494	True	skin 1; cells in spinous layer[≥Low]	760	82	17	11006	0.2073170731707317	0.0223684210526315	query_1	['HPA:0460000']	['CCNB1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'SMARCA2', 'CDKN1A', 'CCNA2', 'SUMO1', 'CDK1', 'SNW1', 'KAT2B', 'TBL1XR1', 'TFDP2', 'HDAC2', 'HIPK2']
1402	TF	TF:M07329	Factor: Osx; motif: CCNCCCCCNNN	0.0086485076970045	True	Factor: Osx; motif: CCNCCCCCNNN	7003	101	58	20011	0.5742574257425742	0.00828216478652	query_1	['TF:M00000']	['REST', 'UBE2I', 'NRIP1', 'NCOA3', 'TGIF1', 'WDR77', 'CREBBP', 'CBFB', 'E2F4', 'PPARG', 'FOXO3', 'RBL2', 'NR1H2', 'NCOA2', 'RB1', 'HDAC1', 'SMARCA2', 'CCNE1', 'FOXG1', 'SIN3A', 'CDKN2D', 'RXRB', 'E2F5', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'SMAD2', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'RIOK1', 'HDAC3', 'CDK1', 'SMARCC2', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'CCND3', 'DRAP1', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1']
1403	REAC	REAC:R-HSA-69052	Switching of origins to a post-replicative state	0.0086781847045447	True	Switching of origins to a post-replicative state	92	99	7	10790	0.0707070707070707	0.0760869565217391	query_1	['REAC:R-HSA-69239']	['CCNE2', 'CCNE1', 'CCNA2', 'SKP1', 'CDK2', 'SKP2', 'CUL1']
1404	GO:MF	GO:0106310	protein serine kinase activity	0.0086924100670785	True	"""Catalysis of the reactions: ATP + protein serine = ADP + protein serine phosphate."" [RHEA:17989]"	360	101	10	20195	0.099009900990099	0.0277777777777777	query_1	['GO:0004672']	['AKT1', 'CDK8', 'CDK5', 'CDK7', 'RIOK1', 'CDK1', 'CDK2', 'CDK4', 'CDK6', 'HIPK2']
1405	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0089299993537147	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	89	100	6	21110	0.06	0.0674157303370786	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['AKT1', 'WWTR1', 'HDAC3', 'CDK1', 'CDKN2A', 'SMAD3']
1406	GO:BP	GO:0002088	lens development in camera-type eye	0.0089299993537147	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	89	100	6	21110	0.06	0.0674157303370786	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'SKI', 'CDKN1B', 'SMAD3', 'SKIL', 'HIPK2']
1407	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	0.0089299993537147	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	100	6	21110	0.06	0.0674157303370786	query_1	['GO:0007093', 'GO:0031570']	['CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
1408	HPA	HPA:0270361	kidney; cells in tubules[≥Low]	0.0089715897281419	True	kidney; cells in tubules[≥Low]	7018	82	69	11006	0.8414634146341463	0.0098318609290396	query_1	['HPA:0270000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'CCND2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'NCOA1', 'HIPK2']
1409	HP	HP:0009715	Papillary cystadenoma of the epididymis	0.0089832456058216	True	A cystadenoma, an epithelial tumor, that originates within the head of the epididymis.	5	45	3	4851	0.0666666666666666	0.6	query_1	['HP:0009714', 'HP:0030421']	['CREBBP', 'EP300', 'CCND1']
1410	HP	HP:0030392	Choroid plexus carcinoma	0.0089832456058216	True	Intraventricular papillary neoplasm derived from choroid plexus epithelium. Plexus tumors are most common in the lateral and fourth ventricles; while 80% of lateral ventricle tumors present in children, fourth ventricle tumors are evenly distributed in all age groups. Clinically, choroid plexus tumors tend to cause hydrocephalus and increased intracranial pressure. Histologically, choroid plexus papillomas correspond to WHO grade I, choroid plexus carcinomas to WHO grade III.	5	45	3	4851	0.0666666666666666	0.6	query_1	['HP:0007376', 'HP:0100836']	['SMARCB1', 'CDKN2A', 'TP53']
1411	HP	HP:0030421	Epididymal neoplasm	0.0089832456058216	True	A tumor (abnormal growth of tissue) of the epididymis, an duct that transports spermatozoa from the testis to the vas deferens.	5	45	3	4851	0.0666666666666666	0.6	query_1	['HP:0010785']	['CREBBP', 'EP300', 'CCND1']
1412	GO:MF	GO:0001098	basal transcription machinery binding	0.0089939539340932	True	"""Binding to a component of the basal transcription machinery which is composed of the RNA polymerase core enzyme and the basal transcription factor(s), the minimal set of factors required for formation of the preinitiation complex (PIC) by the RNA polymerase."" [GOC:txnOH]"	61	101	5	20195	0.0495049504950495	0.081967213114754	query_1	['GO:0005515']	['NCOA3', 'AR', 'ESR1', 'DRAP1', 'TP53']
1413	GO:MF	GO:0001099	basal RNA polymerase II transcription machinery binding	0.0089939539340932	True	"""Binding to a component of the basal transcription machinery for RNA polymerase II which is composed of the RNA polymerase II core enzyme, a multisubunit eukaryotic nuclear RNA polymerase typically composed of twelve subunits, and the basal RNA polymerase II transcription factors, the minimal set of factors required for formation of the preinitiation complex (PIC) by the RNA polymerase."" [GOC:txnOH]"	61	101	5	20195	0.0495049504950495	0.081967213114754	query_1	['GO:0001098']	['NCOA3', 'AR', 'ESR1', 'DRAP1', 'TP53']
1414	TF	TF:M00333	Factor: ZF5; motif: NRNGNGCGCGCWN	0.0091212042256909	True	Factor: ZF5; motif: NRNGNGCGCGCWN	15395	101	95	20011	0.9405940594059404	0.0061708346865865	query_1	['TF:M00000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'CDKN2B', 'NCOA3', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'OGFRL1', 'CBFB', 'CDK5', 'E2F4', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'NR1H2', 'TFDP1', 'NCOA2', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'FOXG1', 'TBL1X', 'SIN3A', 'CDKN2D', 'NR1H3', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'WWTR1', 'SUMO1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'E2F6', 'RUNX1', 'EP300', 'RBPJ', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'DRAP1', 'RARA', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'SKIL', 'CDK6', 'NCOA1', 'HIPK2', 'CCND1', 'CCNC']
1415	HP	HP:0040307	Male sexual dysfunction	0.0092437768775229	True	A problem occurring during any phase of the male sexual response cycle that prevents the individual from experiencing satisfaction from the sexual activity	81	45	7	4851	0.1555555555555555	0.0864197530864197	query_1	['HP:0012874']	['CDKN2B', 'AKT1', 'CDKN1A', 'AR', 'SMARCB1', 'CDKN2C', 'CDKN1B']
1416	GO:BP	GO:0043392	negative regulation of DNA binding	0.0092649397924533	True	"""Any process that stops or reduces the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid)."" [GOC:dph, GOC:jl, GOC:tb]"	51	100	5	21110	0.05	0.0980392156862745	query_1	['GO:0051100', 'GO:0051101']	['SIN3A', 'SUMO1', 'E2F1', 'HDAC2', 'KDM1A']
1417	GO:BP	GO:0060612	adipose tissue development	0.0092649397924533	True	"""The process whose specific outcome is the progression of adipose tissue over time, from its formation to the mature structure. Adipose tissue is specialized tissue that is used to store fat."" [GOC:dph]"	51	100	5	21110	0.05	0.0980392156862745	query_1	['GO:0048513', 'GO:0061448']	['PPARG', 'NCOA2', 'CDK4', 'TBL1XR1', 'NCOA1']
