GAPO syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
114	GO:BP	GO:0140331	aminophospholipid translocation	3.8657965520967214e-05	True	"""The movement of an aminophospholipid molecule from one leaflet of a membrane bilayer to the opposite leaflet."" [GOC:pg]"	5	98	3	15719	0.0306122448979591	0.6	query_1	['GO:0015917', 'GO:0045332']	['ATP8B1', 'TMEM30A', 'ATP11A']
115	GO:BP	GO:0006891	intra-Golgi vesicle-mediated transport	3.9145210287516416e-05	True	"""The directed movement of substances within the Golgi, mediated by small transport vesicles. These either fuse with the cis-Golgi or with each other to form the membrane stacks known as the cis-Golgi reticulum (network)."" [ISBN:0716731363]"	35	98	5	15719	0.0510204081632653	0.1428571428571428	query_1	['GO:0048193']	['GOSR1', 'VTI1B', 'VTI1A', 'GOSR2', 'NAPA']
116	GO:BP	GO:0098969	neurotransmitter receptor transport to postsynaptic membrane	3.982652152002631e-05	True	"""The directed movement of neurotransmitter receptor to the postsynaptic membrane in transport vesicles."" [GOC:dos]"	16	98	4	15719	0.0408163265306122	0.25	query_1	['GO:0097120', 'GO:0098877', 'GO:0099072', 'GO:1903540']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
117	GO:BP	GO:0033059	cellular pigmentation	4.151328401287583e-05	True	"""The deposition or aggregation of coloring matter in a cell."" [GOC:mtg_MIT_16mar07]"	63	98	6	15719	0.0612244897959183	0.0952380952380952	query_1	['GO:0009987', 'GO:0043473']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
118	GO:BP	GO:0051656	establishment of organelle localization	4.290775316727002e-05	True	"""The directed movement of an organelle to a specific location."" [GOC:ai]"	431	98	13	15719	0.1326530612244898	0.0301624129930394	query_1	['GO:0051234', 'GO:0051640']	['VAMP7', 'CHMP2A', 'HGS', 'PICALM', 'AP1AR', 'AP1M2', 'STAM', 'DNM2', 'SNAP23', 'STXBP1', 'VAMP8', 'SNAP29', 'RAB3A']
120	GO:BP	GO:0098877	neurotransmitter receptor transport to plasma membrane	4.970779682344509e-05	True	"""The directed movement of neurotransmitter receptor to the plasma membrane in transport vesicles."" [GOC:dos]"	17	98	4	15719	0.0408163265306122	0.2352941176470588	query_1	['GO:0090150', 'GO:0098876', 'GO:0099637', 'GO:1990778']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
121	GO:BP	GO:1903540	establishment of protein localization to postsynaptic membrane	4.970779682344509e-05	True	"""The directed movement of a protein to a specific location in a postsynaptic membrane."" [GO_REF:0000087, GOC:kmv, GOC:TermGenie, PMID:9753322]"	17	98	4	15719	0.0408163265306122	0.2352941176470588	query_1	['GO:0090150', 'GO:1903539']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
119	GO:BP	GO:1903729	regulation of plasma membrane organization	4.970779682344509e-05	True	"""Any process that modulates the frequency, rate or extent of plasma membrane organization."" [GO_REF:0000058, GOC:TermGenie, PMID:24514900]"	17	98	4	15719	0.0408163265306122	0.2352941176470588	query_1	['GO:0007009', 'GO:0051128']	['ATP10A', 'ATP8B1', 'DNM2', 'RAB3A']
95	GO:CC	GO:0097060	synaptic membrane	5.59677948086407e-05	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	101	11	16420	0.1089108910891089	0.0302197802197802	query_1	['GO:0045202', 'GO:0098590']	['SYT1', 'PICALM', 'STX1A', 'LRRTM4', 'STX3', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'HSPA8', 'STXBP1']
122	GO:BP	GO:0032880	regulation of protein localization	6.508338030750345e-05	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	846	98	18	15719	0.1836734693877551	0.0212765957446808	query_1	['GO:0008104', 'GO:0060341']	['VTI1B', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'TMEM30A', 'STX1A', 'STX6', 'STX10', 'STX3', 'STXBP5', 'STX4', 'SNAP25', 'RAB9A', 'HSPA8', 'VAMP8', 'EIPR1', 'STX8']
96	GO:CC	GO:0036452	ESCRT complex	6.892311857249833e-05	True	"""An endosomal sorting complex involved in membrane fission processes related to sorting of multivesicular bodies (MVB) in the endocytic pathway, cytokinesis and viral budding among other processes."" [PMID:16689637, VZ:1536]"	26	101	4	16420	0.0396039603960396	0.1538461538461538	query_1	['GO:0005768', 'GO:0032991']	['CHMP2A', 'HGS', 'STAM2', 'STAM']
124	GO:BP	GO:0002278	eosinophil activation involved in immune response	7.024637106440843e-05	True	"""The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	6	98	3	15719	0.0306122448979591	0.5	query_1	['GO:0002275', 'GO:0043307']	['VAMP7', 'VAMP2', 'STX4']
125	GO:BP	GO:0043308	eosinophil degranulation	7.024637106440843e-05	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as major basic protein, eosinophil peroxidase, and eosinophil cationic protein by an eosinophil."" [ISBN:0781735149]"	6	98	3	15719	0.0306122448979591	0.5	query_1	['GO:0002278', 'GO:0002447', 'GO:0043299']	['VAMP7', 'VAMP2', 'STX4']
123	GO:BP	GO:0099525	presynaptic dense core vesicle exocytosis	7.024637106440843e-05	True	"""The secretion of molecules (e.g. neuropeptides and neuromodulators such as serotonin and dopamine) contained within a membrane-bounced dense in response to increased presynaptic cytosolic calcium levels."" [PMID:17553987, PMID:24653208]"	6	98	3	15719	0.0306122448979591	0.5	query_1	['GO:0048791', 'GO:0099011']	['SNAP25', 'STXBP1', 'RAB3A']
28	REAC	REAC:R-HSA-162909	Host Interactions of HIV factors	7.648952169119532e-05	True	Host Interactions of HIV factors	125	82	8	10022	0.0975609756097561	0.064	query_1	['REAC:R-HSA-162906']	['AP1B1', 'PACS1', 'AP1S1', 'AP1M2', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
97	GO:CC	GO:0012507	ER to Golgi transport vesicle membrane	0.0001058897889814	True	"""The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi."" [GOC:ai, GOC:ascb_2009, GOC:dph, GOC:tb]"	58	101	5	16420	0.0495049504950495	0.0862068965517241	query_1	['GO:0030134', 'GO:0030658', 'GO:0030662']	['VTI1B', 'VTI1A', 'GOSR2', 'SEC22B', 'STX5']
126	GO:BP	GO:0006869	lipid transport	0.0001173437433394	True	"""The directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Lipids are compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent."" [ISBN:0198506732]"	404	98	12	15719	0.1224489795918367	0.0297029702970297	query_1	['GO:0010876', 'GO:0071702']	['ATP10D', 'ATP10A', 'VPS52', 'ATP8B1', 'TMEM30A', 'ATP11A', 'VPS54', 'ATP10B', 'VPS53', 'STX12', 'FURIN', 'VPS51']
130	GO:BP	GO:0099011	neuronal dense core vesicle exocytosis	0.0001177034794431	True	"""The secretion of molecules (e.g. neuropeptides, insulin-related peptides or neuromodulators such as serotonin and dopamine) contained within a neuronal dense core vesicle by fusion of the granule with the plasma membrane of a neuron in response to increased cytosolic calcium levels."" [GOC:kmv, PMID:17553987, PMID:24653208]"	7	98	3	15719	0.0306122448979591	0.4285714285714285	query_1	['GO:1990504']	['SNAP25', 'STXBP1', 'RAB3A']
129	GO:BP	GO:0002447	eosinophil mediated immunity	0.0001177034794431	True	"""Any process involved in the carrying out of an immune response by an eosinophil."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	7	98	3	15719	0.0306122448979591	0.4285714285714285	query_1	['GO:0002444']	['VAMP7', 'VAMP2', 'STX4']
128	GO:BP	GO:0043307	eosinophil activation	0.0001177034794431	True	"""The change in morphology and behavior of a eosinophil resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:add, ISBN:0781735149]"	7	98	3	15719	0.0306122448979591	0.4285714285714285	query_1	['GO:0036230']	['VAMP7', 'VAMP2', 'STX4']
127	GO:BP	GO:0015917	aminophospholipid transport	0.0001177034794431	True	"""The directed movement of aminophospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Aminophospholipids contain phosphoric acid as a mono- or diester and an amino (NH2) group."" [GOC:ai]"	7	98	3	15719	0.0306122448979591	0.4285714285714285	query_1	['GO:0015914', 'GO:0071705']	['ATP8B1', 'TMEM30A', 'ATP11A']
99	GO:CC	GO:0042582	azurophil granule	0.0001252375365067	True	"""Primary lysosomal granule found in neutrophil granulocytes. Contains a wide range of hydrolytic enzymes and is released into the extracellular fluid."" [GOC:jl, PMID:17152095]"	147	101	7	16420	0.0693069306930693	0.0476190476190476	query_1	['GO:0005766', 'GO:0030141']	['VAMP7', 'STX7', 'TMEM30A', 'STX3', 'SNAP23', 'VAMP8', 'SNAP29']
98	GO:CC	GO:0005766	primary lysosome	0.0001252375365067	True	"""A lysosome before it has fused with a vesicle or vacuole."" [GOC:jl, ISBN:0815316194]"	147	101	7	16420	0.0693069306930693	0.0476190476190476	query_1	['GO:0005764']	['VAMP7', 'STX7', 'TMEM30A', 'STX3', 'SNAP23', 'VAMP8', 'SNAP29']
29	REAC	REAC:R-HSA-162906	HIV Infection	0.0001280107504989	True	HIV Infection	224	82	10	10022	0.1219512195121951	0.0446428571428571	query_1	['REAC:R-HSA-5663205']	['AP1B1', 'CHMP2A', 'PACS1', 'AP1S1', 'AP1M2', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1', 'FURIN']
131	GO:BP	GO:0072665	protein localization to vacuole	0.0001301228138524	True	"""A process in which a protein is transported to, or maintained at, a location in a vacuole."" [GOC:ecd]"	78	98	6	15719	0.0612244897959183	0.0769230769230769	query_1	['GO:0033365']	['HGS', 'STAM2', 'VPS54', 'STAM', 'VPS53', 'HSPA8']
100	GO:CC	GO:1990351	transporter complex	0.0001357543042572	True	"""A protein complex facilitating transport of molecules (proteins, small molecules, nucleic acids) into, out of or within a cell, or between cells."" [GOC:bhm, PMID:15449578]"	403	101	11	16420	0.1089108910891089	0.0272952853598014	query_1	['GO:0032991']	['ATP10D', 'ATP10A', 'VAMP2', 'ATP8B1', 'TMEM30A', 'ATP11A', 'STX1A', 'SLC17A7', 'ATP10B', 'STXBP5', 'SNAP25']
101	GO:CC	GO:0070820	tertiary granule	0.0001868799991608	True	"""A secretory granule that contains cathepsin and gelatinase and is readily exocytosed upon cell activation; found primarily in mature neutrophil cells."" [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]"	157	101	7	16420	0.0693069306930693	0.0445859872611464	query_1	['GO:0030141']	['DOK3', 'STX7', 'ATP11A', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP8']
132	GO:BP	GO:0043300	regulation of leukocyte degranulation	0.0001871787109977	True	"""Any process that modulates the frequency, rate, or extent of leukocyte degranulation."" [GOC:add, ISBN:0781735149]"	49	98	5	15719	0.0510204081632653	0.1020408163265306	query_1	['GO:0002697', 'GO:0043299', 'GO:1903305']	['VAMP7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
133	GO:BP	GO:0099637	neurotransmitter receptor transport	0.0001954001955045	True	"""The directed movement of neurotransmitter receptors."" [GOC:dos]"	24	98	4	15719	0.0408163265306122	0.1666666666666666	query_1	['GO:0015031', 'GO:0031503']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
134	GO:BP	GO:1905475	regulation of protein localization to membrane	0.0002072530177411	True	"""Any process that modulates the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	177	98	8	15719	0.0816326530612244	0.0451977401129943	query_1	['GO:0032880', 'GO:0072657']	['VTI1B', 'PICALM', 'CLTC', 'STX7', 'STX3', 'STX4', 'VAMP8', 'STX8']
135	GO:BP	GO:0060291	long-term synaptic potentiation	0.000207637541866	True	"""A process that modulates synaptic plasticity such that synapses are changed resulting in the increase in the rate, or frequency of synaptic transmission at the synapse."" [GOC:dgh, GOC:dph]"	85	98	6	15719	0.0612244897959183	0.0705882352941176	query_1	['GO:0048167', 'GO:0050806']	['VAMP2', 'STX3', 'SLC18A3', 'STX4', 'SNAP25', 'SNAP47']
102	GO:CC	GO:0070821	tertiary granule membrane	0.0002183295079594	True	"""The lipid bilayer surrounding a tertiary granule."" [GOC:BHF, GOC:mah, GOC:rl, PMID:12070036]"	68	101	5	16420	0.0495049504950495	0.0735294117647058	query_1	['GO:0030667', 'GO:0070820']	['ATP11A', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP8']
137	GO:BP	GO:0002441	histamine secretion involved in inflammatory response	0.0002638242821325	True	"""The regulated release of histamine by a cell as part of an inflammatory response."" [GOC:add, ISBN:0781735149]"	9	98	3	15719	0.0306122448979591	0.3333333333333333	query_1	['GO:0001821', 'GO:0002349', 'GO:0046879']	['VAMP7', 'SNAP23', 'VAMP8']
138	GO:BP	GO:0002553	histamine secretion by mast cell	0.0002638242821325	True	"""The regulated release of histamine by a mast cell or group of mast cells."" [GOC:add, ISBN:0781735149]"	9	98	3	15719	0.0306122448979591	0.3333333333333333	query_1	['GO:0002441', 'GO:0043303', 'GO:0051649', 'GO:0140029']	['VAMP7', 'SNAP23', 'VAMP8']
136	GO:BP	GO:0002349	histamine production involved in inflammatory response	0.0002638242821325	True	"""The synthesis or release of histamine following a stimulus as part of an inflammatory response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:16730260]"	9	98	3	15719	0.0306122448979591	0.3333333333333333	query_1	['GO:0002532']	['VAMP7', 'SNAP23', 'VAMP8']
139	GO:BP	GO:0048167	regulation of synaptic plasticity	0.0002646464678327	True	"""A process that modulates synaptic plasticity, the ability of synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:dph, GOC:jid, GOC:tb, PMID:11891290]"	184	98	8	15719	0.0816326530612244	0.0434782608695652	query_1	['GO:0050804', 'GO:0065008']	['VAMP2', 'STX3', 'SLC18A3', 'STX4', 'SNAP25', 'STXBP1', 'SNAP47', 'RAB3A']
30	REAC	REAC:R-HSA-5663205	Infectious disease	0.0002700953571363	True	Infectious disease	983	82	21	10022	0.2560975609756097	0.0213631739572736	query_1	['REAC:R-HSA-1643685']	['AP1B1', 'CHMP2A', 'SYT1', 'HGS', 'STAM2', 'CLTC', 'VAMP2', 'STX1A', 'PACS1', 'AP1S1', 'AP1M2', 'STAM', 'AP1G1', 'STX1B', 'SNAP25', 'AP1S3', 'AP1S2', 'HSPG2', 'VAMP1', 'AP1M1', 'FURIN']
140	GO:BP	GO:0050804	modulation of chemical synaptic transmission	0.0002775551698898	True	"""Any process that modulates the frequency or amplitude of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse. Amplitude, in this case, refers to the change in postsynaptic membrane potential due to a single instance of synaptic transmission."" [GOC:ai]"	445	98	12	15719	0.1224489795918367	0.0269662921348314	query_1	['GO:0007268', 'GO:0099177']	['SYT1', 'VAMP2', 'STX1A', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'STXBP1', 'SNAP47', 'RAB3A']
141	GO:BP	GO:0060341	regulation of cellular localization	0.0002787247519538	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	951	98	18	15719	0.1836734693877551	0.0189274447949526	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['VTI1B', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'TMEM30A', 'STX1A', 'STX6', 'STX10', 'STX3', 'STXBP5', 'STX4', 'SNAP25', 'RAB9A', 'HSPA8', 'VAMP8', 'EIPR1', 'STX8']
142	GO:BP	GO:0099177	regulation of trans-synaptic signaling	0.0002798046173238	True	"""Any process that modulates the frequency, rate or extent of trans-synaptic signaling."" [GOC:dos]"	446	98	12	15719	0.1224489795918367	0.0269058295964125	query_1	['GO:0010646', 'GO:0023051', 'GO:0099537']	['SYT1', 'VAMP2', 'STX1A', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'STXBP1', 'SNAP47', 'RAB3A']
143	GO:BP	GO:0010876	lipid localization	0.0002968485666284	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	449	98	12	15719	0.1224489795918367	0.0267260579064587	query_1	['GO:0033036']	['ATP10D', 'ATP10A', 'VPS52', 'ATP8B1', 'TMEM30A', 'ATP11A', 'VPS54', 'ATP10B', 'VPS53', 'STX12', 'FURIN', 'VPS51']
144	GO:BP	GO:0016236	macroautophagy	0.0003327098565034	True	"""The major inducible pathway for the general turnover of cytoplasmic constituents in eukaryotic cells, it is also responsible for the degradation of active cytoplasmic enzymes and organelles during nutrient starvation. Macroautophagy involves the formation of double-membrane-bounded autophagosomes which enclose the cytoplasmic constituent targeted for degradation in a membrane-bounded structure. Autophagosomes then fuse with a lysosome (or vacuole) releasing single-membrane-bounded autophagic bodies that are then degraded within the lysosome (or vacuole). Some types of macroautophagy, e.g. pexophagy, mitophagy, involve selective targeting of the targets to be degraded."" [PMID:11099404, PMID:12914914, PMID:15798367, PMID:16973210, PMID:20159618, PMID:9412464]"	313	98	10	15719	0.1020408163265306	0.0319488817891373	query_1	['GO:0006914']	['VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'STAM2', 'STAM', 'SEC22B', 'STX12', 'VAMP8', 'SNAP29']
145	GO:BP	GO:0007032	endosome organization	0.0003442099597331	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of endosomes."" [GOC:dph, GOC:jl, GOC:mah]"	94	98	6	15719	0.0612244897959183	0.0638297872340425	query_1	['GO:0010256', 'GO:0016050']	['CHMP2A', 'HGS', 'STAM2', 'STX6', 'STAM', 'VAMP4']
103	GO:CC	GO:0031083	BLOC-1 complex	0.0003446593783638	True	"""A protein complex required for the biogenesis of specialized organelles of the endosomal-lysosomal system, such as melanosomes and platelet dense granules. Many of the protein subunits are conserved between mouse and human; the mouse complex contains the Pallidin, Muted, Cappuccino, Dysbindin, Snapin, BLOS1, BLOS2, AND BLOS3 proteins."" [PMID:15102850]"	15	101	3	16420	0.0297029702970297	0.2	query_1	['GO:0031082']	['SNAP25', 'STX12', 'SNAP47']
146	GO:BP	GO:1990504	dense core granule exocytosis	0.0003547674849654	True	"""The secretion of molecules (e.g. neuropeptides, insulin-related peptides or neuromodulators such as serotonin and dopamine) contained within a membrane-bounced dense core granule by fusion of the granule with the plasma membrane of a cell in response to increased cytosolic calcium levels."" [GOC:kmv, PMID:17553987, PMID:24653208]"	10	98	3	15719	0.0306122448979591	0.3	query_1	['GO:0017156']	['SNAP25', 'STXBP1', 'RAB3A']
147	GO:BP	GO:0015914	phospholipid transport	0.0003606398679865	True	"""The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester."" [GOC:ai]"	95	98	6	15719	0.0612244897959183	0.0631578947368421	query_1	['GO:0006869', 'GO:0015748']	['ATP10D', 'ATP10A', 'ATP8B1', 'TMEM30A', 'ATP11A', 'ATP10B']
148	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0003801925505705	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	96	98	6	15719	0.0612244897959183	0.0625	query_1	['GO:0002274', 'GO:0002366']	['VAMP7', 'VAMP2', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
106	GO:CC	GO:0044306	neuron projection terminus	0.0003874243390194	True	"""The specialized, terminal region of a neuron projection such as an axon or a dendrite."" [GOC:jl]"	123	101	6	16420	0.0594059405940594	0.048780487804878	query_1	['GO:0043005', 'GO:0110165']	['VTI1A', 'SYT1', 'VAMP2', 'SLC18A3', 'HSPA8', 'RAB3A']
105	GO:CC	GO:0043231	intracellular membrane-bounded organelle	0.0003874243390194	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	101	86	16420	0.8514851485148515	0.0076274944567627	query_1	['GO:0043227', 'GO:0043229']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'BHLHE41', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'TPP2', 'ATP10B', 'AP1M2', 'STX10', 'STX3', 'SYNRG', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'NFIL3', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
104	GO:CC	GO:0070033	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin II complex	0.0003874243390194	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, syntaxin 1a, and complexin II (or orthologs thereof)."" [PMID:7553862]"	3	101	2	16420	0.0198019801980198	0.6666666666666666	query_1	['GO:0031201']	['VAMP2', 'STX1A']
107	GO:CC	GO:0030132	clathrin coat of coated pit	0.0004066619299692	True	"""The coat found on coated pits and the coated vesicles derived from coated pits; comprises clathrin and the AP-2 adaptor complex."" [GOC:mah]"	16	101	3	16420	0.0297029702970297	0.1875	query_1	['GO:0005905', 'GO:0030118', 'GO:0098797']	['PICALM', 'CLTC', 'SLC18A3']
108	GO:CC	GO:0098794	postsynapse	0.0004271818647671	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	101	13	16420	0.1287128712871287	0.0206349206349206	query_1	['GO:0045202', 'GO:0110165']	['APBA3', 'PICALM', 'STX1A', 'LRRTM4', 'STX3', 'DNM2', 'STX4', 'SNAP25', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'RAB3A']
149	GO:BP	GO:0006622	protein targeting to lysosome	0.0004374633906778	True	"""The process of directing proteins towards the lysosome using signals contained within the protein."" [GOC:curators]"	30	98	4	15719	0.0408163265306122	0.1333333333333333	query_1	['GO:0006623', 'GO:0007041', 'GO:0061462']	['HGS', 'VPS54', 'VPS53', 'HSPA8']
31	REAC	REAC:R-HSA-936837	Ion transport by P-type ATPases	0.0004632227216855	True	Ion transport by P-type ATPases	50	82	5	10022	0.0609756097560975	0.1	query_1	['REAC:R-HSA-983712']	['ATP10D', 'ATP10A', 'ATP8B1', 'ATP11A', 'ATP10B']
153	GO:BP	GO:0061919	process utilizing autophagic mechanism	0.0004642282897816	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	552	98	13	15719	0.1326530612244898	0.0235507246376811	query_1	['GO:0009987']	['VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'STAM2', 'CLTC', 'STAM', 'SEC22B', 'STX12', 'HSPA8', 'VAMP8', 'SNAP29', 'VPS51']
150	GO:BP	GO:0006914	autophagy	0.0004642282897816	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	552	98	13	15719	0.1326530612244898	0.0235507246376811	query_1	['GO:0044248', 'GO:0061919']	['VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'STAM2', 'CLTC', 'STAM', 'SEC22B', 'STX12', 'HSPA8', 'VAMP8', 'SNAP29', 'VPS51']
151	GO:BP	GO:0016081	synaptic vesicle docking	0.0004642282897816	True	"""The initial (indirect) attachment of a synaptic vesicle membrane to the presynaptic active zone membrane, mediated by proteins protruding from the membrane and proteins of the presynaptic active zone cytoplasmic component. Synaptic vesicle tethering is the first step in this process."" [PMID:15217342]"	11	98	3	15719	0.0306122448979591	0.2727272727272727	query_1	['GO:0006904', 'GO:0016079']	['STX1A', 'STX1B', 'SNAP25']
152	GO:BP	GO:0001821	histamine secretion	0.0004642282897816	True	"""The regulated release of histamine by a cell or tissue. It is formed by decarboxylation of histidine and it acts through receptors in smooth muscle and in secretory systems."" [GOC:mah, ISBN:0198506732, ISBN:0781735149]"	11	98	3	15719	0.0306122448979591	0.2727272727272727	query_1	['GO:0046903', 'GO:0051608']	['VAMP7', 'SNAP23', 'VAMP8']
154	GO:BP	GO:0032367	intracellular cholesterol transport	0.0004837535786587	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, within cells."" [GOC:mah]"	31	98	4	15719	0.0408163265306122	0.1290322580645161	query_1	['GO:0030301', 'GO:0032366']	['VPS52', 'VPS54', 'VPS53', 'VPS51']
32	REAC	REAC:R-HSA-6794361	Neurexins and neuroligins	0.0004948352164019	True	Neurexins and neuroligins	51	82	5	10022	0.0609756097560975	0.0980392156862745	query_1	['REAC:R-HSA-6794362']	['APBA3', 'SYT1', 'STX1A', 'LRRTM4', 'STXBP1']
109	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.0004995375304483	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	101	27	16420	0.2673267326732673	0.0127058823529411	query_1	['GO:0042995']	['VAMP7', 'APBA3', 'MLF1', 'VTI1A', 'SYT1', 'VAMP2', 'ATP8B1', 'STX1A', 'SH3BP1', 'SLC17A7', 'SDCCAG8', 'STX3', 'SLC18A3', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'ANTXR1', 'VAMP3', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'SNAP29', 'RAB3A']
155	GO:BP	GO:0070925	organelle assembly	0.0005323807071415	True	"""The aggregation, arrangement and bonding together of a set of components to form an organelle. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	911	98	17	15719	0.173469387755102	0.0186608122941822	query_1	['GO:0006996', 'GO:0022607']	['AP1B1', 'AGFG1', 'CHMP2A', 'HGS', 'STAM2', 'STX7', 'AP1S1', 'SDCCAG8', 'STAM', 'AP1G1', 'DNM2', 'AP1S3', 'AP1S2', 'AP1M1', 'SEC22B', 'STX12', 'SNAP29']
