Cockayne syndrome type 3	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
59	GO:CC	GO:0016604	nuclear body	4.298145079902535e-05	True	"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]"	808	102	17	16420	0.1666666666666666	0.021039603960396	query_1	['GO:0005654', 'GO:0110165']	['BMI1', 'CREBBP', 'EHMT2', 'MAX', 'RING1', 'RB1', 'CDT1', 'PCNA', 'CDKN1A', 'ORC3', 'ERCC6', 'EHMT1', 'CDKN2A', 'CDK2', 'PCGF2', 'RNF2', 'TP53']
242	GO:BP	GO:0000209	protein polyubiquitination	4.722460691918948e-05	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	244	101	10	15719	0.099009900990099	0.040983606557377	query_1	['GO:0016567']	['CUL3', 'DDB2', 'RBX1', 'BTRC', 'SKP1', 'CDKN2A', 'UBE2W', 'ERCC8', 'SKP2', 'CUL1']
139	REAC	REAC:R-HSA-156711	Polo-like kinase mediated events	4.813284288950052e-05	True	Polo-like kinase mediated events	15	99	4	10022	0.0404040404040404	0.2666666666666666	query_1	['REAC:R-HSA-69275']	['PKMYT1', 'CCNB1', 'CCNB2', 'EP300']
243	GO:BP	GO:1901698	response to nitrogen compound	5.193542720738858e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	101	21	15719	0.2079207920792079	0.0194085027726432	query_1	['GO:0042221']	['AKT1', 'CDK5', 'EHMT2', 'VCP', 'MAX', 'RB1', 'CDC6', 'CDK5R1', 'PCNA', 'CCNA2', 'UFD1', 'CDK1', 'CDK2', 'SP1', 'FOXO1', 'CCND3', 'NPLOC4', 'CDK4', 'CDKN1B', 'TP53', 'CCND1']
244	GO:BP	GO:0006352	DNA-templated transcription initiation	5.541766664028737e-05	True	"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]"	146	101	8	15719	0.0792079207920792	0.0547945205479452	query_1	['GO:0006351', 'GO:0032774']	['CDK7', 'E2F2', 'CCNH', 'ERCC6', 'CAND1', 'ESR1', 'CDK4', 'TP53']
140	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	5.5489912253485e-05	True	Signaling by NOTCH4	80	99	7	10022	0.0707070707070707	0.0875	query_1	['REAC:R-HSA-157118']	['AKT1', 'CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1', 'SMAD3']
60	GO:CC	GO:0071144	heteromeric SMAD protein complex	5.754366595788937e-05	True	"""A protein complex composed of SMAD family proteins, a transcription factor complex which binds to the promoters of target genes and recruits co-activators and histone acetyltransferases, facilitating transcription. Phosphorylation of the non-SMAD4 subunit(s) enables binding of SMAD4 to form heteromeric complexes that enter the nucleus to initiate gene transcription. DNA-binding specificity is conferred by other transcription factors binding to SMAD complexes. Interactions with coactivators or corepressors modulate their transcriptional activity. Can be heterotrimeric or heterodimeric."" [GOC:bhm, GOC:mah, PMID:11779505, PMID:15350224, PMID:16322555, PMID:9389648, PMID:9670020]"	8	102	3	16420	0.0294117647058823	0.375	query_1	['GO:0071141', 'GO:0090575']	['SMAD2', 'SMAD4', 'SMAD3']
61	GO:CC	GO:0034098	VCP-NPL4-UFD1 AAA ATPase complex	5.754366595788937e-05	True	"""A multiprotein ATPase complex required for the efficient dislocation of ER-lumenal degradation substrates, and their subsequent proteolysis by the proteasome. In budding yeast, this complex includes Cdc48p, Npl4p and Ufd1p proteins. In mammals, this complex includes a hexamer of VCP/p97 (a cytosolic ATPase) and trimers of each of its cofactors UFD1L and NPL4 (NPLOC4) (e.g. a 6:3:3 stoichiometry)."" [PMID:11813000, PMID:16179952]"	8	102	3	16420	0.0294117647058823	0.375	query_1	['GO:0005789', 'GO:0098796', 'GO:0140534']	['VCP', 'UFD1', 'NPLOC4']
141	REAC	REAC:R-HSA-69190	DNA strand elongation	5.841844481797768e-05	True	DNA strand elongation	32	99	5	10022	0.0505050505050505	0.15625	query_1	['REAC:R-HSA-69239']	['MCM6', 'MCM7', 'PCNA', 'MCM4', 'MCM2']
142	REAC	REAC:R-HSA-109606	Intrinsic Pathway for Apoptosis	5.8831278310728365e-05	True	Intrinsic Pathway for Apoptosis	54	99	6	10022	0.0606060606060606	0.1111111111111111	query_1	['REAC:R-HSA-109581']	['AKT1', 'TFDP1', 'E2F1', 'CDKN2A', 'TP53', 'TFDP2']
245	GO:BP	GO:0070936	protein K48-linked ubiquitination	6.482028154845097e-05	True	"""A protein ubiquitination process in which a polymer of ubiquitin, formed by linkages between lysine residues at position 48 of the ubiquitin monomers, is added to a protein. K48-linked ubiquitination targets the substrate protein for degradation."" [GOC:cvs, PMID:15556404]"	69	101	6	15719	0.0594059405940594	0.0869565217391304	query_1	['GO:0000209']	['CUL3', 'RBX1', 'BTRC', 'SKP1', 'SKP2', 'CUL1']
246	GO:BP	GO:0010243	response to organonitrogen compound	7.13958531854603e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	101	20	15719	0.198019801980198	0.019723865877712	query_1	['GO:0010033', 'GO:1901698']	['AKT1', 'CDK5', 'EHMT2', 'VCP', 'MAX', 'RB1', 'CDC6', 'CDK5R1', 'PCNA', 'CCNA2', 'UFD1', 'CDK1', 'SP1', 'FOXO1', 'CCND3', 'NPLOC4', 'CDK4', 'CDKN1B', 'TP53', 'CCND1']
247	GO:BP	GO:0070482	response to oxygen levels	7.328769027604075e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	317	101	11	15719	0.1089108910891089	0.0347003154574132	query_1	['GO:0009628']	['AKT1', 'MYC', 'CREBBP', 'CCNA2', 'SMAD4', 'EP300', 'E2F1', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3']
62	GO:CC	GO:0015630	microtubule cytoskeleton	7.480219357193452e-05	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1325	102	22	16420	0.2156862745098039	0.0166037735849056	query_1	['GO:0005856']	['CUL3', 'CDC25B', 'AKT1', 'CDK5', 'CBX3', 'CCNB1', 'CCNA1', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDC6', 'PCNA', 'SKP1', 'SMAD4', 'E2F1', 'CDK1', 'CDK2', 'TP53', 'TFDP2', 'CDK6', 'ORC2']
248	GO:BP	GO:0051716	cellular response to stimulus	7.502647221227576e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6649	101	65	15719	0.6435643564356436	0.0097759061513009	query_1	['GO:0009987', 'GO:0050896']	['CUL3', 'MCM6', 'CDKN2B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'DDB2', 'CREBBP', 'CDK5', 'EHMT2', 'MCM7', 'CBX3', 'VCP', 'CCNB1', 'CDK7', 'MAX', 'RBL1', 'RB1', 'HDAC1', 'CCNE1', 'DDB1', 'CDT1', 'RBX1', 'CDKN2D', 'UBD', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'CCNA2', 'E2F2', 'SMAD2', 'SMAD4', 'EP300', 'UFD1', 'CCND2', 'E2F1', 'ERCC6', 'MCM4', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'ORC1', 'SP1', 'MCM2', 'PCGF2', 'UBE2W', 'ESR1', 'ERCC8', 'FOXO1', 'COPS5', 'CCND3', 'SKP2', 'NPLOC4', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'CUL4A', 'CDK6', 'CCND1']
143	REAC	REAC:R-HSA-3304351	Signaling by TGF-beta Receptor Complex in Cancer	7.613794924468704e-05	True	Signaling by TGF-beta Receptor Complex in Cancer	6	99	3	10022	0.0303030303030303	0.5	query_1	['REAC:R-HSA-5663202']	['SMAD2', 'SMAD4', 'SMAD3']
144	REAC	REAC:R-HSA-8934593	Regulation of RUNX1 Expression and Activity	7.98085748058625e-05	True	Regulation of RUNX1 Expression and Activity	17	99	4	10022	0.0404040404040404	0.2352941176470588	query_1	['REAC:R-HSA-8878171']	['CCND2', 'CCND3', 'CDK6', 'CCND1']
63	GO:CC	GO:0071141	SMAD protein complex	8.324043772556544e-05	True	"""A protein complex that consists of only SMAD proteins; may be homomeric or heteromeric. Heteromeric complexes act as transcription factors while homomeric complexes exist but are transcriptionally inactive. Hetero- versus homotrimerization is largely enthalpy driven."" [GOC:bhm, GOC:mah, PMID:9670020]"	9	102	3	16420	0.0294117647058823	0.3333333333333333	query_1	['GO:0032991']	['SMAD2', 'SMAD4', 'SMAD3']
249	GO:BP	GO:0040008	regulation of growth	8.913034081373223e-05	True	"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]"	607	101	15	15719	0.1485148514851485	0.0247116968698517	query_1	['GO:0040007', 'GO:0050789']	['AKT1', 'SERTAD1', 'CDK5', 'RB1', 'CCNB2', 'CDKN2D', 'CDKN1A', 'SMAD4', 'CDK1', 'CDKN2A', 'CDKN2C', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3']
250	GO:BP	GO:0008285	negative regulation of cell population proliferation	9.180316409080114e-05	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	688	101	16	15719	0.1584158415841584	0.0232558139534883	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['CDKN2B', 'MYC', 'TFDP1', 'RB1', 'CDKN2D', 'CDC6', 'CDKN1A', 'SMAD2', 'SMAD4', 'E2F1', 'CDKN2A', 'CDKN2C', 'CDKN1B', 'TP53', 'SMAD3', 'CDK6']
251	GO:BP	GO:0009952	anterior/posterior pattern specification	9.22396733104501e-05	True	"""The regionalization process in which specific areas of cell differentiation are determined along the anterior-posterior axis. The anterior-posterior axis is defined by a line that runs from the head or mouth of an organism to the tail or opposite end of the organism."" [GOC:dph, GOC:go_curators, GOC:isa_complete, GOC:tb]"	208	101	9	15719	0.0891089108910891	0.0432692307692307	query_1	['GO:0003002']	['BMI1', 'RING1', 'SMAD2', 'SMAD4', 'EP300', 'PCGF2', 'RNF2', 'TP53', 'SMAD3']
145	REAC	REAC:R-HSA-9006925	Intracellular signaling by second messengers	0.000102676653951	True	Intracellular signaling by second messengers	288	99	12	10022	0.1212121212121212	0.0416666666666666	query_1	['REAC:R-HSA-162582']	['BMI1', 'AKT1', 'RING1', 'HDAC1', 'PHC1', 'CDKN1A', 'ESR1', 'FOXO1', 'RNF2', 'CDKN1B', 'TP53', 'PHC3']
252	GO:BP	GO:0060548	negative regulation of cell death	0.0001035070706734	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	951	101	19	15719	0.1881188118811881	0.0199789695057833	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['BMI1', 'AKT1', 'MYC', 'CDK5', 'RB1', 'HDAC1', 'DDB1', 'CDKN2D', 'SMAD4', 'CCND2', 'MNAT1', 'CDK1', 'PCGF2', 'FOXO1', 'COPS5', 'CDKN1B', 'TP53', 'SMAD3', 'CCND1']
253	GO:BP	GO:0051093	negative regulation of developmental process	0.0001045916573345	True	"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	864	101	18	15719	0.1782178217821782	0.0208333333333333	query_1	['GO:0032502', 'GO:0048519', 'GO:0050793']	['CDKN2B', 'MYC', 'CDK5', 'RB1', 'HDAC1', 'DDB1', 'CDKN1A', 'E2F2', 'SMAD4', 'E2F1', 'CDKN2A', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3', 'CUL4A', 'CDK6', 'CCND1']
146	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	0.0001174686312752	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	99	5	10022	0.0505050505050505	0.1351351351351351	query_1	['REAC:R-HSA-212436']	['MYC', 'CREBBP', 'CDKN1A', 'EP300', 'ESR1']
254	GO:BP	GO:0010629	negative regulation of gene expression	0.0001209394741672	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	101	19	15719	0.1881188118811881	0.0197505197505197	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['BMI1', 'AKT1', 'CBX3', 'MAX', 'RBL1', 'RBL2', 'RB1', 'HDAC1', 'CDKN1A', 'SMAD2', 'UFD1', 'E2F1', 'EHMT1', 'CDK1', 'CDK2', 'ESR1', 'NPLOC4', 'TP53', 'SMAD3']
255	GO:BP	GO:0048285	organelle fission	0.0001223685919633	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	473	101	13	15719	0.1287128712871287	0.0274841437632135	query_1	['GO:0006996']	['CUL3', 'PKMYT1', 'CDC25B', 'EHMT2', 'CCNB1', 'CCNA1', 'CCNE2', 'RB1', 'CCNE1', 'CDT1', 'CCNB2', 'CDKN1B', 'ORC4']
148	REAC	REAC:R-HSA-110320	Translesion Synthesis by POLH	0.0001245790554509	True	Translesion Synthesis by POLH	19	99	4	10022	0.0404040404040404	0.2105263157894736	query_1	['REAC:R-HSA-110313']	['VCP', 'PCNA', 'UFD1', 'NPLOC4']
147	REAC	REAC:R-HSA-6804760	Regulation of TP53 Activity through Methylation	0.0001245790554509	True	Regulation of TP53 Activity through Methylation	19	99	4	10022	0.0404040404040404	0.2105263157894736	query_1	['REAC:R-HSA-5633007']	['EHMT2', 'EP300', 'EHMT1', 'TP53']
149	REAC	REAC:R-HSA-2980767	Activation of NIMA Kinases NEK9, NEK6, NEK7	0.0001269936502823	True	Activation of NIMA Kinases NEK9, NEK6, NEK7	7	99	3	10022	0.0303030303030303	0.4285714285714285	query_1	['REAC:R-HSA-2980766']	['CCNB1', 'CCNB2', 'CDK1']
256	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	0.0001273543993772	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	101	4	15719	0.0396039603960396	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['MCM6', 'MCM7', 'MCM4', 'MCM2']
64	GO:CC	GO:0000803	sex chromosome	0.000127428572739	True	"""A chromosome involved in sex determination."" [GOC:elh]"	29	102	4	16420	0.0392156862745098	0.1379310344827586	query_1	['GO:0005694']	['RING1', 'CDK2', 'PCGF2', 'RNF2']
150	REAC	REAC:R-HSA-1912408	Pre-NOTCH Transcription and Translation	0.000129751655881	True	Pre-NOTCH Transcription and Translation	92	99	7	10022	0.0707070707070707	0.0760869565217391	query_1	['REAC:R-HSA-1912422']	['CREBBP', 'TFDP1', 'EP300', 'E2F1', 'TP53', 'TFDP2', 'CCND1']
257	GO:BP	GO:0031398	positive regulation of protein ubiquitination	0.0001346250786835	True	"""Any process that activates or increases the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	119	101	7	15719	0.0693069306930693	0.0588235294117647	query_1	['GO:0016567', 'GO:0031396', 'GO:1903322']	['CUL3', 'BMI1', 'RBX1', 'BTRC', 'SKP1', 'SKP2', 'CDKN1B']
69	GO:CC	GO:0097130	cyclin D3-CDK4 complex	0.0001445865854312	True	"""A protein complex consisting of cyclin D3 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0000307']	['CCND3', 'CDK4']
65	GO:CC	GO:0097128	cyclin D1-CDK4 complex	0.0001445865854312	True	"""A protein complex consisting of cyclin D1 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0000307']	['CDK4', 'CCND1']
66	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.0001445865854312	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0000307']	['CCNA1', 'CDK2']
67	GO:CC	GO:0070557	PCNA-p21 complex	0.0001445865854312	True	"""A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."" [GOC:mah, PMID:7911228, PMID:7915843]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0140513']	['PCNA', 'CDKN1A']
68	GO:CC	GO:0071943	Myc-Max complex	0.0001445865854312	True	"""A transcription factor complex that consists of a heterodimer of the bHLH-ZIP proteins Myc and Max."" [GOC:cna, PMID:16620027, PMID:16620031, PMID:20170194]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0090575']	['MYC', 'MAX']
70	GO:CC	GO:0097125	cyclin B1-CDK1 complex	0.0001445865854312	True	"""A protein complex consisting of cyclin B1 and cyclin-dependent kinase 1 (CDK1). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0000307']	['CCNB1', 'CDK1']
71	GO:CC	GO:0036501	UFD1-NPL4 complex	0.0001445865854312	True	"""A dimeric protein complex that contains the co-factors for the ATPase VCP/p97 (Cdc48p in budding yeast). In mammals, this complex consists of UFD1L (UFD1) and NPLOC4 (NPL4). In budding yeast, the complex is a dimer of Ufd1p and Npl4p."" [GOC:bf, GOC:PARL, PMID:10811609, PMID:17289586]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0005737', 'GO:0032991']	['UFD1', 'NPLOC4']
72	GO:CC	GO:0000439	transcription factor TFIIH core complex	0.0001445865854312	True	"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"	11	102	3	16420	0.0294117647058823	0.2727272727272727	query_1	['GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
73	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.0001445865854312	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	102	2	16420	0.0196078431372549	1.0	query_1	['GO:0000307']	['CCNE2', 'CDK2']
74	GO:CC	GO:0071339	MLL1 complex	0.0001449181471512	True	"""A protein complex that can methylate lysine-4 of histone H3. MLL1/MLL is the catalytic methyltransferase subunit, and the complex also contains the core components ASH2L, HCFC1/HCF1 WDR5 and RBBP5."" [GOC:sp, PMID:15960975]"	31	102	4	16420	0.0392156862745098	0.1290322580645161	query_1	['GO:0044665']	['MAX', 'E2F6', 'MGA', 'RNF2']
151	REAC	REAC:R-HSA-8853884	Transcriptional Regulation by VENTX	0.00014772859608	True	Transcriptional Regulation by VENTX	39	99	5	10022	0.0505050505050505	0.1282051282051282	query_1	['REAC:R-HSA-212436']	['EHMT2', 'EHMT1', 'CDKN2A', 'TP53', 'CCND1']
258	GO:BP	GO:0071218	cellular response to misfolded protein	0.0001522221187172	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a misfolded protein stimulus."" [GOC:mah]"	23	101	4	15719	0.0396039603960396	0.1739130434782608	query_1	['GO:0035967', 'GO:0051788']	['CUL3', 'VCP', 'UFD1', 'UBE2W']
259	GO:BP	GO:0032502	developmental process	0.0001533547070615	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6018	101	60	15719	0.594059405940594	0.0099700897308075	query_1	['GO:0008150']	['CUL3', 'CDKN2B', 'CDC25B', 'BMI1', 'AKT1', 'CUL4B', 'MYC', 'CREBBP', 'GMNN', 'CDK5', 'EHMT2', 'E2F4', 'CCNB1', 'CCNA1', 'MAX', 'RBL1', 'RBL2', 'TFDP1', 'RING1', 'RB1', 'HDAC1', 'DDB1', 'CCNB2', 'UBD', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'CCNA2', 'E2F2', 'SMAD2', 'NEDD8', 'SMAD4', 'ORC3', 'EP300', 'UFD1', 'E2F1', 'ERCC6', 'MGA', 'EHMT1', 'MNAT1', 'CDK1', 'CAND1', 'CDKN2A', 'CDKN2C', 'SP1', 'MCM2', 'PCGF2', 'ESR1', 'FOXO1', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'CUL4A', 'CDK6', 'CCND1']
75	GO:CC	GO:0005815	microtubule organizing center	0.000155807711653	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	818	102	16	16420	0.1568627450980392	0.0195599022004889	query_1	['GO:0015630', 'GO:0110165']	['CUL3', 'CDC25B', 'AKT1', 'CCNB1', 'CCNE2', 'CCNE1', 'CCNB2', 'PCNA', 'SKP1', 'SMAD4', 'E2F1', 'CDK1', 'CDK2', 'TP53', 'CDK6', 'ORC2']
260	GO:BP	GO:0014070	response to organic cyclic compound	0.0001582628453772	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	101	18	15719	0.1782178217821782	0.0201567749160134	query_1	['GO:0010033']	['CDKN2B', 'BMI1', 'CDK5', 'EHMT2', 'HDAC1', 'CDKN2D', 'BTRC', 'PCNA', 'CCNA2', 'SMAD2', 'EP300', 'CDK1', 'SP1', 'ESR1', 'SKP2', 'CDK4', 'CDKN1B', 'CCND1']
262	GO:BP	GO:0009056	catabolic process	0.0001582628453772	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2443	101	33	15719	0.3267326732673267	0.0135079819893573	query_1	['GO:0008152']	['CUL3', 'AKT1', 'CUL4B', 'CDK5', 'EHMT2', 'VCP', 'DDB1', 'RBX1', 'UBD', 'BTRC', 'CDK5R1', 'USP24', 'SKP1', 'RYBP', 'NEDD8', 'SMAD4', 'EP300', 'UFD1', 'E2F1', 'CDKN2A', 'CDK2', 'UBE2W', 'ERCC8', 'FOXO1', 'SKP2', 'NPLOC4', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'CUL4A', 'NUB1']
261	GO:BP	GO:0043433	negative regulation of DNA-binding transcription factor activity	0.0001582628453772	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of a transcription factor, any factor involved in the initiation or regulation of transcription."" [GOC:jl]"	170	101	8	15719	0.0792079207920792	0.0470588235294117	query_1	['GO:0044092', 'GO:0051090']	['TFDP1', 'RB1', 'BTRC', 'E2F2', 'E2F1', 'CDKN2A', 'ESR1', 'RNF2']
76	GO:CC	GO:0044665	MLL1/2 complex	0.0001605516440309	True	"""A protein complex that can methylate lysine-4 of histone H3, and which contains either of the protein subunits MLL1 or MLL2 in human, or equivalent in other species."" [GOC:sart, PMID:21875999]"	32	102	4	16420	0.0392156862745098	0.125	query_1	['GO:0035097']	['MAX', 'E2F6', 'MGA', 'RNF2']
263	GO:BP	GO:0045898	regulation of RNA polymerase II transcription preinitiation complex assembly	0.0001625192452471	True	"""Any process that modulates the frequency, rate or extent of RNA polymerase II transcriptional preinitiation complex assembly."" [GOC:go_curators]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0043254', 'GO:0051123', 'GO:0060260']	['CAND1', 'ESR1', 'TP53']
265	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0001639971737542	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	101	20	15719	0.198019801980198	0.0185528756957328	query_1	['GO:0044093', 'GO:0050790']	['CDC25B', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'VCP', 'CDC6', 'BTRC', 'CDK5R1', 'PCNA', 'CDKN1A', 'SKP1', 'CCND2', 'MNAT1', 'CDKN2A', 'ESR1', 'CCND3', 'CDKN1B', 'SMAD3', 'CCND1']
264	GO:BP	GO:0001558	regulation of cell growth	0.0001639971737542	True	"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	416	101	12	15719	0.1188118811881188	0.0288461538461538	query_1	['GO:0016049', 'GO:0040008', 'GO:0051128']	['AKT1', 'SERTAD1', 'CDK5', 'RB1', 'CDKN2D', 'CDKN1A', 'SMAD4', 'CDKN2A', 'CDKN2C', 'CDKN1B', 'TP53', 'SMAD3']
77	GO:CC	GO:0090734	site of DNA damage	0.0001650250503566	True	"""A region of a chromosome at which DNA damage has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:pg]"	104	102	6	16420	0.0588235294117647	0.0576923076923076	query_1	['GO:0005694', 'GO:0110165']	['DDB2', 'CBX3', 'VCP', 'DDB1', 'ERCC6', 'TP53']
78	GO:CC	GO:0005675	transcription factor TFIIH holo complex	0.0001742349323998	True	"""A complex that is capable of kinase activity directed towards the C-terminal Domain (CTD) of the largest subunit of RNA polymerase II and is essential for initiation at RNA polymerase II promoters in vitro. It is composed of the core TFIIH complex and the TFIIK complex."" [GOC:ew, GOC:krc, PMID:14500720, PMID:22308316, PMID:22572993, PMID:7813015]"	12	102	3	16420	0.0294117647058823	0.25	query_1	['GO:0016591', 'GO:0032806', 'GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
