COG5-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
674	REAC	REAC:R-HSA-5676590	NIK-->noncanonical NF-kB signaling	1.5114150810799509e-05	True	NIK-->noncanonical NF-kB signaling	59	94	8	10790	0.0851063829787234	0.135593220338983	query_1	['REAC:R-HSA-5668541']	['MAP3K14', 'CHUK', 'BTRC', 'SKP1', 'NFKB2', 'FBXW11', 'RELB', 'CUL1']
675	GO:BP	GO:0001934	positive regulation of protein phosphorylation	1.5240802876188918e-05	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	712	101	18	21110	0.1782178217821782	0.0252808988764044	query_1	['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']	['AKT1', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'TBK1', 'TNF', 'FAS', 'RIPK1', 'MALT1', 'HSP90AA1', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'APP', 'FBXW7', 'TP53']
676	GO:CC	GO:0072559	NLRP3 inflammasome complex	1.54478965223555e-05	True	"""An inflammasome complex that consists of three components, NLRP3 (NALP3), PYCARD and caspase-1. It is activated upon exposure to whole pathogens, as well as a number of structurally diverse pathogen- and danger-associated molecular patterns (PAMPs and DAMPs) and environmental irritants. Whole pathogens demonstrated to activate the NLRP3 inflammasome complex include the fungi Candida albicans and Saccharomyces cerevisiae, bacteria that produce pore-forming toxins, including Listeria monocytogenes and Staphylococcus aureus, and viruses such as Sendai virus, adenovirus, and influenza virus."" [GOC:add, GOC:BHF, GOC:vp, PMID:20303873]"	9	101	4	22122	0.0396039603960396	0.4444444444444444	query_1	['GO:0061702']	['CARD8', 'NLRP3', 'PYCARD', 'CASP1']
677	GO:BP	GO:0043523	regulation of neuron apoptotic process	1.615667357012878e-05	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process in neurons."" [GOC:go_curators, GOC:mtg_apoptosis]"	217	101	11	21110	0.1089108910891089	0.0506912442396313	query_1	['GO:0042981', 'GO:0051402', 'GO:1901214']	['BCL2L11', 'BAX', 'BCL2', 'FOXO3', 'FASLG', 'MCL1', 'TNF', 'BBC3', 'BCL2L1', 'FBXW7', 'TP53']
678	GO:BP	GO:0050865	regulation of cell activation	1.6622341889408664e-05	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	716	101	18	21110	0.1782178217821782	0.0251396648044692	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['CARD11', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'FOXO3', 'TNF', 'FADD', 'TNIP2', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'BCL10', 'BAD']
679	GO:BP	GO:0045785	positive regulation of cell adhesion	1.7922570641326386e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell adhesion."" [GOC:go_curators]"	477	101	15	21110	0.1485148514851485	0.0314465408805031	query_1	['GO:0007155', 'GO:0030155', 'GO:0048522']	['CARD11', 'MAP3K8', 'GSK3B', 'AKT1', 'FOXO3', 'RELA', 'TNF', 'FADD', 'NLRP3', 'TNFSF14', 'MALT1', 'PYCARD', 'TRAF6', 'BCL10', 'BAD']
680	WP	WP:WP5115	Network map of SARS-CoV-2 signaling pathway	1.7935999897311444e-05	True	Network map of SARS-CoV-2 signaling pathway	217	92	14	8133	0.1521739130434782	0.064516129032258	query_1	['WP:000000']	['CARD11', 'AKT1', 'TRAF3', 'CASP5', 'TBK1', 'TNF', 'BID', 'NLRP3', 'NFKB2', 'IKBKG', 'TRAF2', 'NLRP1', 'TRAF6', 'CASP8']
681	HP	HP:0002721	Immunodeficiency	1.835991287959625e-05	True	Failure of the immune system to protect the body adequately from infection, due to the absence or insufficiency of some component process or substance.	211	50	14	4851	0.28	0.0663507109004739	query_1	['HP:0010978']	['CARD11', 'AKT1', 'TNFRSF1B', 'CREBBP', 'TRAF3', 'IKBKB', 'RBCK1', 'TBK1', 'NFKB1', 'MALT1', 'NFKB2', 'IKBKG', 'TP53', 'BCL10']
682	GO:BP	GO:0006970	response to osmotic stress	1.927621103170656e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell."" [GOC:jl]"	87	101	8	21110	0.0792079207920792	0.0919540229885057	query_1	['GO:0006950', 'GO:0009628']	['BAX', 'TNF', 'HSP90AA1', 'RELB', 'PYCARD', 'CASP1', 'TP53', 'BAD']
683	GO:BP	GO:0008152	metabolic process	1.9460123091190012e-05	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	14409	101	93	21110	0.9207920792079208	0.0064542993962107	query_1	['GO:0008150']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'NLRP3', 'LTA', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'COG5', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'COG7', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
684	GO:BP	GO:0034599	cellular response to oxidative stress	1.963975633898602e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	278	101	12	21110	0.1188118811881188	0.0431654676258992	query_1	['GO:0006979', 'GO:0062197']	['HSPA1A', 'AKT1', 'BCL2', 'CHUK', 'FOXO3', 'RELA', 'MCL1', 'TNF', 'RIPK1', 'TNFAIP3', 'FBXW7', 'TP53']
685	GO:MF	GO:0016505	peptidase activator activity involved in apoptotic process	2.0760399908499383e-05	True	"""Binds to and increases the activity of a peptidase that is involved in the apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis, GOC:rl]"	19	101	5	20195	0.0495049504950495	0.2631578947368421	query_1	['GO:0016504']	['CARD8', 'PYCARD', 'NLRP1', 'CASP1', 'BAD']
686	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	2.196096041185795e-05	True	NF-kB is activated and signals survival	13	94	5	10790	0.0531914893617021	0.3846153846153846	query_1	['REAC:R-HSA-193639']	['RELA', 'IKBKB', 'NFKB1', 'TRAF6', 'NFKBIA']
687	GO:BP	GO:0001782	B cell homeostasis	2.238254771580506e-05	True	"""The process of regulating the proliferation and elimination of B cells such that the total number of B cells within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149, PMID:12956429]"	33	101	6	21110	0.0594059405940594	0.1818181818181818	query_1	['GO:0002260']	['BCL2L11', 'BAX', 'BCL2', 'TNFAIP3', 'BAK1', 'BCL10']
688	WP	WP:WP712	Estrogen signaling pathway	2.2600559408552196e-05	True	Estrogen signaling pathway	23	92	6	8133	0.0652173913043478	0.2608695652173913	query_1	['WP:000000']	['AKT1', 'BCL2', 'CHUK', 'IKBKB', 'NFKB1', 'IKBKG']
689	GO:BP	GO:0007254	JNK cascade	2.443034540338996e-05	True	"""An intracellular protein kinase cascade containing at least a JNK (a MAPK), a JNKK (a MAPKK) and a JUN3K (a MAP3K). The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:signaling, PMID:11790549, PMID:20811974]"	174	101	10	21110	0.099009900990099	0.057471264367816	query_1	['GO:0051403']	['TRAF3', 'TNF', 'NFKB1', 'RIPK1', 'TRAF2', 'MAP3K7', 'LTBR', 'PYCARD', 'TRAF6', 'APP']
690	GO:BP	GO:0001961	positive regulation of cytokine-mediated signaling pathway	2.4880062574867016e-05	True	"""Any process that activates or increases the frequency, rate or extent of a cytokine mediated signaling pathway."" [GOC:hjd]"	58	101	7	21110	0.0693069306930693	0.1206896551724138	query_1	['GO:0001959', 'GO:0009967', 'GO:0019221', 'GO:0060760']	['HSPA1A', 'IKBKE', 'TBK1', 'FADD', 'RIPK1', 'TRAF2', 'CASP1']
691	GO:BP	GO:0044238	primary metabolic process	2.539521905855492e-05	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	12729	101	87	21110	0.8613861386138614	0.0068347867075182	query_1	['GO:0008152']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'FASLG', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'COG7', 'NLRP1', 'TRAF6', 'BIRC2', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
692	WP	WP:WP5124	Alzheimer's disease	2.642939286175284e-05	True	Alzheimer's disease	260	92	15	8133	0.1630434782608695	0.0576923076923076	query_1	['WP:000000']	['GSK3B', 'AKT1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'BID', 'TRAF2', 'CASP8', 'APP', 'BAD']
693	HP	HP:0002583	Colitis	2.679737285488556e-05	True	Colitis refers to an inflammation of the colon and is often used to describe an inflammation of the large intestine (colon, cecum and rectum). Colitides may be acute and self-limited or chronic, and broadly fit into the category of digestive diseases.	68	50	9	4851	0.18	0.1323529411764706	query_1	['HP:0002037']	['CASP10', 'CARD8', 'NLRC4', 'FASLG', 'FAS', 'PSTPIP1', 'MAP3K7', 'TNFAIP3', 'BCL10']
694	GO:BP	GO:0044546	NLRP3 inflammasome complex assembly	2.707405391042771e-05	True	"""The aggregation, arrangement and bonding together of a set of components to form the NLRP3 inflammasome complex, occurring at the level of an individual cell."" [GOC:jl, PMID:21048113]"	34	101	6	21110	0.0594059405940594	0.1764705882352941	query_1	['GO:0140632']	['PYDC2', 'CARD8', 'NLRP3', 'AIM2', 'MEFV', 'PYCARD']
695	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	2.7256569110432128e-05	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	176	101	10	21110	0.099009900990099	0.0568181818181818	query_1	['GO:0002460', 'GO:0002819']	['TNFRSF1B', 'TNF', 'FADD', 'NLRP3', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'TRAF6']
696	HP	HP:0031404	Impaired antigen-specific response	2.7290040501699384e-05	True	An impaired immune response mediated by cells expressing specific receptors for antigen produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory).	48	50	8	4851	0.16	0.1666666666666666	query_1	['HP:0010978']	['CARD11', 'CASP10', 'FASLG', 'FAS', 'RIPK1', 'IKBKG', 'REL', 'CASP8']
697	KEGG	KEGG:04659	Th17 cell differentiation	2.887213672216732e-05	True	Th17 cell differentiation	105	95	10	8161	0.1052631578947368	0.0952380952380952	query_1	['KEGG:00000']	['NFKBIE', 'NFKBIB', 'HSP90AB1', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'HSP90AA1', 'IKBKG', 'NFKBIA']
698	WP	WP:WP1434	Osteopontin signaling	2.9253745199686293e-05	True	Osteopontin signaling	13	92	5	8133	0.0543478260869565	0.3846153846153846	query_1	['WP:000000']	['MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'NFKB1']
699	WP	WP:WP4925	Unfolded protein response	2.9861156107900902e-05	True	Unfolded protein response	24	92	6	8133	0.0652173913043478	0.25	query_1	['WP:000000']	['BCL2L11', 'BCL2', 'BID', 'BBC3', 'CASP1', 'TP53']
700	WP	WP:WP5272	LDL- influence on CD14 and TLR4	2.9861156107900902e-05	True	LDL- influence on CD14 and TLR4	24	92	6	8133	0.0652173913043478	0.25	query_1	['WP:000000']	['AKT1', 'RELA', 'NFKB1', 'NFKB2', 'RELB', 'REL']
701	WP	WP:WP366	TGF-beta signaling pathway	3.2413452151180113e-05	True	TGF-beta signaling pathway	131	92	11	8133	0.1195652173913043	0.0839694656488549	query_1	['WP:000000']	['AKT1', 'CREBBP', 'RBX1', 'BTRC', 'SKP1', 'TAB1', 'MAP3K7', 'TRAF6', 'APP', 'CUL1', 'TP53']
702	CORUM	CORUM:1052	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	3.242816912401968e-05	True	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'FBXW11', 'CUL1']
703	CORUM	CORUM:6347	TNF-R1 signaling complex	3.242816912401968e-05	True	TNF-R1 signaling complex	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['TNF', 'RIPK1', 'TRADD', 'TRAF2']
704	CORUM	CORUM:2054	CASP8-FADD-MALT1-BCL10 complex	3.242816912401968e-05	True	CASP8-FADD-MALT1-BCL10 complex	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['FADD', 'MALT1', 'CASP8', 'BCL10']
705	CORUM	CORUM:2084	NFKB1-NFKB2-REL-RELA-RELB complex	3.242816912401968e-05	True	NFKB1-NFKB2-REL-RELA-RELB complex	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['RELA', 'NFKB2', 'RELB', 'REL']
706	CORUM	CORUM:1253	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	3.242816912401968e-05	True	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'CUL1', 'FBXW7']
707	CORUM	CORUM:2881	Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	3.242816912401968e-05	True	Ubiquitin E3 ligase (BTRC, CUL1, RBX1, SKP1)	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['RBX1', 'BTRC', 'SKP1', 'CUL1']
708	CORUM	CORUM:2753	FYB-CARMA1-BCL-10-MALT1 complex	3.242816912401968e-05	True	FYB-CARMA1-BCL-10-MALT1 complex	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['CARD11', 'FYB1', 'MALT1', 'BCL10']
709	CORUM	CORUM:1215	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	3.242816912401968e-05	True	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	4	75	4	3383	0.0533333333333333	1.0	query_1	['CORUM:0000000']	['RBX1', 'SKP1', 'CUL1', 'FBXW7']
710	GO:BP	GO:2000106	regulation of leukocyte apoptotic process	3.2814256034660454e-05	True	"""Any process that modulates the frequency, rate or extent of leukocyte apoptotic process."" [GOC:BHF, GOC:mtg_apoptosis]"	93	101	8	21110	0.0792079207920792	0.086021505376344	query_1	['GO:0042981', 'GO:0071887']	['BCL2L11', 'BAX', 'BCL2', 'FADD', 'BBC3', 'BCL2L1', 'TP53', 'BCL10']
711	KEGG	KEGG:05022	Pathways of neurodegeneration - multiple diseases	3.285684567367129e-05	True	Pathways of neurodegeneration - multiple diseases	474	95	20	8161	0.2105263157894736	0.0421940928270042	query_1	['KEGG:00000']	['BAX', 'TANK', 'GSK3B', 'TNFRSF1B', 'BCL2', 'TNFRSF1A', 'RELA', 'FASLG', 'TBK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'BID', 'TRAF2', 'BCL2L1', 'BAK1', 'CASP8', 'APP', 'BAD']
712	GO:BP	GO:0070555	response to interleukin-1	3.312462065672494e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus."" [GOC:BHF, GOC:mah]"	133	101	9	21110	0.0891089108910891	0.0676691729323308	query_1	['GO:0034097']	['TANK', 'RELA', 'IKBKB', 'NFKB1', 'TNIP2', 'MAP3K7', 'PYCARD', 'TRAF6', 'APP']
713	WP	WP:WP1544	MicroRNAs in cardiomyocyte hypertrophy	3.34853219653981e-05	True	MicroRNAs in cardiomyocyte hypertrophy	104	92	10	8133	0.108695652173913	0.0961538461538461	query_1	['WP:000000']	['GSK3B', 'AKT1', 'MAP3K14', 'CHUK', 'IKBKB', 'IKBKE', 'TNF', 'NFKB1', 'IKBKG', 'TAB1']
714	HP	HP:0004313	Decreased circulating antibody level	3.618683149302451e-05	True	An abnormally decreased level of immunoglobulin in blood.	186	50	13	4851	0.26	0.0698924731182795	query_1	['HP:0010701']	['CARD11', 'CASP10', 'IKBKB', 'FASLG', 'FAS', 'NFKB1', 'RIPK1', 'NFKB2', 'IKBKG', 'REL', 'CASP8', 'TP53', 'BCL10']
715	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	3.817668829879485e-05	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	360	101	13	21110	0.1287128712871287	0.0361111111111111	query_1	['GO:0002250']	['TNFRSF1B', 'TNF', 'FADD', 'NLRP3', 'LTA', 'MALT1', 'NFKB2', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'RELB', 'TRAF6', 'BCL10']
716	GO:BP	GO:0043276	anoikis	3.890904391823374e-05	True	"""Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix."" [GOC:jl, http://www.copewithcytokines.de/]"	36	101	6	21110	0.0594059405940594	0.1666666666666666	query_1	['GO:0006915']	['AKT1', 'BCL2', 'MCL1', 'IKBKG', 'MAP3K7', 'BCL2L1']
717	GO:BP	GO:0045597	positive regulation of cell differentiation	3.939216936508652e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	849	101	19	21110	0.1881188118811881	0.022379269729093	query_1	['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']	['HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'HSP90AB1', 'FOXO3', 'TNF', 'FADD', 'NFKB1', 'NLRP3', 'LTA', 'RIPK1', 'TNFSF14', 'MALT1', 'TRAF6', 'SFN', 'CASP8', 'BAD']
718	HP	HP:0011123	Inflammatory abnormality of the skin	4.122320929082517e-05	True	The presence of inflammation of the skin. That is, an abnormality of the skin resulting from the local accumulation of fluid, plasma proteins, and leukocytes.	447	50	19	4851	0.38	0.0425055928411633	query_1	['HP:0011122', 'HP:0012649']	['CARD11', 'TNFRSF1B', 'CASP10', 'TNFRSF1A', 'IKBKB', 'NLRC4', 'RBCK1', 'FAS', 'NFKB1', 'PSTPIP1', 'NLRP3', 'RIPK1', 'NFKB2', 'IKBKG', 'TNFAIP3', 'MEFV', 'TRAF6', 'CASP8', 'TP53']
719	GO:CC	GO:0005622	intracellular anatomical structure	4.205680226446465e-05	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	17883	101	99	22122	0.9801980198019802	0.0055359838953195	query_1	['GO:0110165']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'COG5', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'COG7', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
720	GO:BP	GO:0046330	positive regulation of JNK cascade	4.222546624137208e-05	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	96	101	8	21110	0.0792079207920792	0.0833333333333333	query_1	['GO:0007254', 'GO:0032874', 'GO:0046328']	['TRAF3', 'TNF', 'RIPK1', 'TRAF2', 'LTBR', 'PYCARD', 'TRAF6', 'APP']
721	HP	HP:0012191	B-cell lymphoma	4.249754645792415e-05	True	A type of lymphoma that originates in B-cells.	20	50	6	4851	0.12	0.3	query_1	['HP:0012539']	['CASP10', 'FASLG', 'FAS', 'MALT1', 'BIRC3', 'BCL10']
722	GO:BP	GO:0045944	positive regulation of transcription by RNA polymerase II	4.307800254186666e-05	True	"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]"	1257	101	23	21110	0.2277227722772277	0.0182975338106603	query_1	['GO:0006357', 'GO:0006366', 'GO:0045893']	['AKT1', 'CREBBP', 'CHUK', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'TBK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'TNIP1', 'NFKB2', 'IKBKG', 'RELB', 'REL', 'TRAF6', 'NFKBIA', 'APP', 'TP53']
723	HP	HP:0032101	Unusual infection	4.479353611639394e-05	True	A type of infection that is regarded as a sign of a pathological susceptibility to infection. There are five general subtypes. (i) Opportunistic infection, meaning infection by a pathogen that is not normally able to cause infection in a healthy host (e.g., pneumonia by Pneumocystis jirovecii or CMV); (ii) Unusual location (focus) of an infection (e.g., an aspergillus brain abscess); (iii) a protracted course or lack of adequate response to treatment (e.g., chronic rhinosinusitis); (iv) Unusual severity or intensity of an infection; and (v) unusual recurrence of infections.	996	50	28	4851	0.56	0.0281124497991967	query_1	['HP:0010978']	['CARD11', 'AKT1', 'CREBBP', 'BCL2', 'TNFRSF1A', 'IKBKB', 'NLRC4', 'RBCK1', 'TBK1', 'FAS', 'FADD', 'NFKB1', 'NLRP3', 'RIPK1', 'MALT1', 'NFKB2', 'IKBKG', 'BIRC3', 'MAP3K7', 'MEFV', 'RELB', 'REL', 'COG7', 'NFKBIA', 'CASP8', 'FBXW7', 'TP53', 'BCL10']
724	HP	HP:0010975	Abnormal B cell count	4.487878866968818e-05	True	A deviation from the normal count of B cells, i.e., the cells that are formed in the bone marrow, migrate to the peripheral lymphatic system, and mature into plasma cells or memory cells.	72	50	9	4851	0.18	0.125	query_1	['HP:0002846', 'HP:0040088']	['CARD11', 'CASP10', 'IKBKB', 'FASLG', 'FAS', 'RIPK1', 'NFKB2', 'IKBKG', 'REL']
725	GO:BP	GO:0070228	regulation of lymphocyte apoptotic process	4.48975649579678e-05	True	"""Any process that modulates the occurrence or rate of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	63	101	7	21110	0.0693069306930693	0.1111111111111111	query_1	['GO:0070227', 'GO:2000106']	['BCL2L11', 'BAX', 'BCL2', 'FADD', 'BBC3', 'TP53', 'BCL10']
726	GO:BP	GO:0042176	regulation of protein catabolic process	4.791498800090457e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators, GOC:jl]"	367	101	13	21110	0.1287128712871287	0.0354223433242506	query_1	['GO:0009894', 'GO:0030163', 'GO:0051246']	['HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'HSP90AB1', 'RELA', 'RBX1', 'BTRC', 'TNF', 'HSP90AA1', 'SNX33', 'TNFAIP3', 'FBXW7']
