Geroderma osteodysplastica	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1300	GO:BP	GO:1903205	regulation of hydrogen peroxide-induced cell death	0.0014297989098634	True	"""Any process that modulates the frequency, rate or extent of hydrogen peroxide-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	24	100	3	17376	0.03	0.125	query_1	['GO:0036474', 'GO:1901031', 'GO:1903201']	['MET', 'HGF', 'PYCR1']
1301	GO:BP	GO:0099633	protein localization to postsynaptic specialization membrane	0.0014297989098634	True	"""A process in which a protein is transported to, or maintained in, a location within the membrane adjacent to a postsynaptic specialization (e.g. post synaptic density)."" [GOC:dos]"	24	100	3	17376	0.03	0.125	query_1	['GO:0033365', 'GO:1903539']	['HRAS', 'ERBB2', 'PRKCZ']
1302	GO:BP	GO:0062009	secondary palate development	0.0014297989098634	True	"""The biological process whose specific outcome is the progression of the secondary palate from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The secondary palate is the part of the palate formed from the fusion of the two palatine shelves, extensions of the maxillary prominences."" [PMID:28784960]"	24	100	3	17376	0.03	0.125	query_1	['GO:0060021']	['TGFB3', 'TGFBR2', 'ITGB6']
1303	GO:BP	GO:0000768	syncytium formation by plasma membrane fusion	0.0014366187737251	True	"""The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane, by the fusion of the plasma membranes of two or more individual cells."" [GOC:mtg_muscle, GOC:tb]"	58	100	4	17376	0.04	0.0689655172413793	query_1	['GO:0006949', 'GO:0140253']	['ITGB1', 'DOCK1', 'DOCK2', 'DOCK5']
1304	GO:BP	GO:0140253	cell-cell fusion	0.0014366187737251	True	"""A cellular process in which two or more cells combine together, their plasma membrane fusing, producing a single cell. In some cases, nuclei fuse, producing a polyploid cell, while in other cases, nuclei remain separate, producing a syncytium."" [Wikipedia:Cell_fusion]"	58	100	4	17376	0.04	0.0689655172413793	query_1	['GO:0009987']	['ITGB1', 'DOCK1', 'DOCK2', 'DOCK5']
1305	GO:BP	GO:0031214	biomineral tissue development	0.0014402894781118	True	"""Formation of hard tissues that consist mainly of inorganic compounds, and also contain a small amounts of organic matrices that are believed to play important roles in their formation."" [PMID:15132736]"	162	100	6	17376	0.06	0.037037037037037	query_1	['GO:0009888', 'GO:0048513']	['SPP1', 'FGFR2', 'TGFB1', 'PTK2B', 'ITGB6', 'SMAD3']
1306	GO:BP	GO:1903707	negative regulation of hemopoiesis	0.001452087046695	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	105	100	5	17376	0.05	0.0476190476190476	query_1	['GO:0002683', 'GO:0010721', 'GO:0030097', 'GO:0051241', 'GO:1903706']	['SMAD7', 'PIK3R1', 'CTNNB1', 'LYN', 'ERBB2']
1307	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0014678518084649	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	302	100	8	17376	0.08	0.0264900662251655	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'TRAF6']
1308	GO:CC	GO:0012506	vesicle membrane	0.0014780948684165	True	"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]"	1174	100	17	17376	0.17	0.014480408858603	query_1	['GO:0031090', 'GO:0031982']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'ITGB3', 'WASL', 'ITGA2B', 'WAS', 'LYN', 'GRB2', 'EGFR', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'TRAF6', 'NCK2']
1309	GO:BP	GO:0045137	development of primary sexual characteristics	0.0014789373523535	True	"""The process whose specific outcome is the progression of the primary sexual characteristics over time, from their formation to the mature structures. The primary sexual characteristics are the testes in males and the ovaries in females and they develop in response to sex hormone secretion."" [GOC:ai]"	229	100	7	17376	0.07	0.0305676855895196	query_1	['GO:0003006', 'GO:0007275', 'GO:0007548']	['KITLG', 'SRC', 'KDR', 'CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1310	GO:CC	GO:0030175	filopodium	0.0014814328927987	True	"""Thin, stiff, actin-based protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal or dendritic growth cone, or a dendritic shaft."" [GOC:mah, GOC:pr, ISBN:0815316194]"	106	100	5	17376	0.05	0.0471698113207547	query_1	['GO:0098858']	['ITGB1', 'ITGAV', 'KITLG', 'SRC', 'ITGB3']
1311	GO:BP	GO:0019058	viral life cycle	0.001497424402878	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	303	100	8	17376	0.08	0.0264026402640264	query_1	['GO:0016032']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'F11R']
1312	GO:BP	GO:0043506	regulation of JUN kinase activity	0.0015214189090692	True	"""Any process that modulates the frequency, rate or extent of JUN kinase activity."" [GOC:jl]"	59	100	4	17376	0.04	0.0677966101694915	query_1	['GO:0043405']	['DVL2', 'SYK', 'PTK2B', 'TRAF6']
1313	GO:BP	GO:0090303	positive regulation of wound healing	0.0015214189090692	True	"""Any process that increases the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF]"	59	100	4	17376	0.04	0.0677966101694915	query_1	['GO:0042060', 'GO:0061041', 'GO:1903036']	['ITGB1', 'HRAS', 'VTN', 'PTK2']
1314	GO:BP	GO:0055008	cardiac muscle tissue morphogenesis	0.0015214189090692	True	"""The process in which the anatomical structures of cardiac muscle tissue are generated and organized."" [GOC:devbiol]"	59	100	4	17376	0.04	0.0677966101694915	query_1	['GO:0003007', 'GO:0048738', 'GO:0060415']	['SMAD7', 'FGFR2', 'TGFB1', 'TGFBR1']
1315	GO:BP	GO:0072001	renal system development	0.0015242512088435	True	"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, http://en.wikibooks.org/wiki/Human_Physiology/The_Urinary_System]"	304	100	8	17376	0.08	0.0263157894736842	query_1	['GO:0048731']	['SMAD7', 'FGFR2', 'ITGB3', 'CTNNB1', 'TGFB1', 'TGFBR1', 'SMAD3', 'PDGFRA']
1316	REAC	REAC:R-HSA-9706377	FLT3 signaling by CBL mutants	0.0015358655982957	True	FLT3 signaling by CBL mutants	7	100	2	17376	0.02	0.2857142857142857	query_1	['REAC:R-HSA-9682385']	['FLT3LG', 'CBL']
1317	GO:BP	GO:0006606	protein import into nucleus	0.0015719017029544	True	"""The directed movement of a protein from the cytoplasm to the nucleus."" [GOC:jl]"	165	100	6	17376	0.06	0.0363636363636363	query_1	['GO:0006886', 'GO:0034504', 'GO:0051170', 'GO:0072594']	['PIK3R2', 'PIK3R1', 'SQSTM1', 'TGFB1', 'SYK', 'SMAD3']
1318	GO:BP	GO:0003205	cardiac chamber development	0.0015719017029544	True	"""The progression of a cardiac chamber over time, from its formation to the mature structure. A cardiac chamber is an enclosed cavity within the heart."" [GOC:mtg_heart]"	165	100	6	17376	0.06	0.0363636363636363	query_1	['GO:0007507', 'GO:0048856']	['SMAD7', 'FGFR2', 'SOS1', 'TGFBR2', 'TGFB1', 'TGFBR1']
1319	GO:BP	GO:0034762	regulation of transmembrane transport	0.0015835527373281	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a solute from one side of a membrane to the other."" [GOC:mah]"	562	100	11	17376	0.11	0.0195729537366548	query_1	['GO:0050794', 'GO:0051049', 'GO:0055085']	['ITGB1', 'ITGB3', 'PIK3R1', 'PLCG2', 'FYN', 'PRKCI', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'PTPN11']
1320	GO:BP	GO:0046628	positive regulation of insulin receptor signaling pathway	0.0015876007845475	True	"""Any process that increases the frequency, rate or extent of insulin receptor signaling."" [GOC:bf]"	25	100	3	17376	0.03	0.12	query_1	['GO:0008286', 'GO:0009967', 'GO:0046626', 'GO:1900078']	['SRC', 'PRKCZ', 'PTPN11']
1321	GO:BP	GO:0046641	positive regulation of alpha-beta T cell proliferation	0.0015876007845475	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell proliferation."" [GOC:ai]"	25	100	3	17376	0.03	0.12	query_1	['GO:0042102', 'GO:0046633', 'GO:0046635', 'GO:0046640']	['TGFBR2', 'ZAP70', 'SYK']
1322	GO:BP	GO:0051450	myoblast proliferation	0.0015876007845475	True	"""The multiplication or reproduction of myoblasts, resulting in the expansion of a myoblast cell population. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:ai, GOC:mtg_muscle]"	25	100	3	17376	0.03	0.12	query_1	['GO:0008283']	['SRC', 'HGF', 'CTNNB1']
1323	GO:BP	GO:0033622	integrin activation	0.0015876007845475	True	"""The aggregation, arrangement and bonding together of an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits, that lead to the increased affinity of the integrin for its extracellular ligands."" [GOC:add, PMID:12213832, PMID:14754902]"	25	100	3	17376	0.03	0.12	query_1	['GO:0065003']	['FN1', 'SRC', 'TLN1']
1324	GO:BP	GO:0010959	regulation of metal ion transport	0.0016032055108989	True	"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	387	100	9	17376	0.09	0.0232558139534883	query_1	['GO:0030001', 'GO:0043269']	['ITGB1', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
1325	GO:CC	GO:0005912	adherens junction	0.0016343571229333	True	"""A cell-cell junction composed of the epithelial cadherin-catenin complex. The epithelial cadherins, or E-cadherins, of each interacting cell extend through the plasma membrane into the extracellular space and bind to each other. The E-cadherins bind to catenins on the cytoplasmic side of the membrane, where the E-cadherin-catenin complex binds to cytoskeletal components and regulatory and signaling molecules."" [GOC:aruk, GOC:bc, GOC:mah, ISBN:0198506732, PMID:17854762, PMID:20571587, PMID:21422226, PMID:28096264]"	167	100	6	17376	0.06	0.0359281437125748	query_1	['GO:0005911']	['SMAD7', 'CTNNB1', 'PARD3', 'LYN', 'VCL', 'TLN1']
1326	GO:BP	GO:0034504	protein localization to nucleus	0.0016830824228514	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	309	100	8	17376	0.08	0.0258899676375404	query_1	['GO:0033365']	['PIK3R2', 'SRC', 'PIK3R1', 'SQSTM1', 'FYN', 'TGFB1', 'SYK', 'SMAD3']
1327	GO:BP	GO:0071704	organic substance metabolic process	0.0016902144672976	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	9976	100	74	17376	0.74	0.0074178027265437	query_1	['GO:0008152']	['MET', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGAV', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'ZNF398', 'PRAG1', 'WASL', 'SOS1', 'PYCR1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ABL2', 'ITGA5', 'SQSTM1', 'PXN', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'ITGB6', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
1328	GO:BP	GO:0032233	positive regulation of actin filament bundle assembly	0.0017058722258914	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	61	100	4	17376	0.04	0.0655737704918032	query_1	['GO:0032231', 'GO:0044089', 'GO:0051017', 'GO:0051495', 'GO:1902905']	['TGFB3', 'PXN', 'TGFBR1', 'SMAD3']
1329	GO:BP	GO:0042306	regulation of protein import into nucleus	0.0017058722258914	True	"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]"	61	100	4	17376	0.04	0.0655737704918032	query_1	['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']	['PIK3R2', 'PIK3R1', 'TGFB1', 'SMAD3']
1330	GO:BP	GO:0046661	male sex differentiation	0.0017104511300485	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	100	6	17376	0.06	0.0357142857142857	query_1	['GO:0007275', 'GO:0007548']	['KITLG', 'CTNNB1', 'CRKL', 'TGFBR1', 'CBL', 'PDGFRA']
1331	GO:BP	GO:0048638	regulation of developmental growth	0.0017106639210718	True	"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	310	100	8	17376	0.08	0.0258064516129032	query_1	['GO:0040008', 'GO:0048589', 'GO:0050793']	['FN1', 'SPP1', 'SMAD7', 'FGFR2', 'TGFBR2', 'PIK3CA', 'SMURF1', 'TGFBR1']
1332	GO:CC	GO:0044853	plasma membrane raft	0.0017192728310585	True	"""A membrane raft that is part of the plasma membrane."" [GOC:jl]"	110	100	5	17376	0.05	0.0454545454545454	query_1	['GO:0045121', 'GO:0098590']	['SRC', 'CTNNB1', 'TGFBR2', 'LCP2', 'CBL']
1333	GO:BP	GO:0042303	molting cycle	0.0017547372373701	True	"""The periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin, etc."" [GOC:jl, ISBN:0198506732]"	110	100	5	17376	0.05	0.0454545454545454	query_1	['GO:0032501']	['FGFR2', 'CTNNB1', 'SOS1', 'GORAB', 'EGFR']
1334	GO:BP	GO:0042633	hair cycle	0.0017547372373701	True	"""The cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:go_curators, PMID:12230507]"	110	100	5	17376	0.05	0.0454545454545454	query_1	['GO:0042303']	['FGFR2', 'CTNNB1', 'SOS1', 'GORAB', 'EGFR']
1335	GO:BP	GO:0046822	regulation of nucleocytoplasmic transport	0.0017547372373701	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances between the nucleus and the cytoplasm."" [GOC:bf]"	110	100	5	17376	0.05	0.0454545454545454	query_1	['GO:0006913', 'GO:0032386']	['PIK3R2', 'PIK3R1', 'TGFB1', 'SMAD3', 'PTPN11']
1336	GO:BP	GO:0044238	primary metabolic process	0.0017552288553378	True	"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators, http://www.metacyc.org]"	9425	100	71	17376	0.71	0.0075331564986737	query_1	['GO:0008152']	['MET', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGAV', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'ZNF398', 'PRAG1', 'WASL', 'SOS1', 'PYCR1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ABL2', 'ITGA5', 'SQSTM1', 'PXN', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
1337	GO:BP	GO:0009894	regulation of catabolic process	0.0017552288553378	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	973	100	15	17376	0.15	0.0154162384378211	query_1	['GO:0009056', 'GO:0019222']	['MET', 'ITGB1', 'PIK3CB', 'PIK3R2', 'SMAD7', 'HGF', 'ABL2', 'FYN', 'EGFR', 'PIK3CA', 'KDR', 'SMURF1', 'PTK2B', 'PTK2', 'SMAD3']
1338	GO:BP	GO:0098698	postsynaptic specialization assembly	0.0017614615685071	True	"""The aggregation, arrangement and bonding together of a set of components to form a postsynaptic specialization, a region that lies adjacent to the cytoplasmic face of the postsynaptic membrane."" [GOC:dos]"	26	100	3	17376	0.03	0.1153846153846153	query_1	['GO:0070925', 'GO:0099068', 'GO:0099084']	['CRK', 'PTK2B', 'CRKL']
1339	GO:BP	GO:0035994	response to muscle stretch	0.0017614615685071	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a myofibril being extended beyond its slack length."" [GOC:BHF, GOC:vk, PMID:14583192]"	26	100	3	17376	0.03	0.1153846153846153	query_1	['GO:0009612']	['CTNNB1', 'PIK3CA', 'PTK2']
1340	GO:BP	GO:0045017	glycerolipid biosynthetic process	0.001765416082883	True	"""The chemical reactions and pathways resulting in the formation of glycerolipids, any lipid with a glycerol backbone."" [GOC:ai]"	237	100	7	17376	0.07	0.0295358649789029	query_1	['GO:0008610', 'GO:0044249', 'GO:0046486']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1341	GO:BP	GO:0048609	multicellular organismal reproductive process	0.001765416082883	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	868	100	14	17376	0.14	0.0161290322580645	query_1	['GO:0022414', 'GO:0032504']	['ITGB1', 'SRC', 'SPP1', 'TGFB3', 'WIPF3', 'CTNNB1', 'SOS1', 'SHB', 'TGFB1', 'PTK2B', 'CRKL', 'TGFBR1', 'PTPN11', 'PDGFRA']
1342	GO:BP	GO:0050918	positive chemotaxis	0.0017913406445088	True	"""The directed movement of a motile cell or organism towards a higher concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]"	62	100	4	17376	0.04	0.064516129032258	query_1	['GO:0006935']	['MET', 'HGF', 'KDR', 'SMAD3']
1343	GO:BP	GO:0006949	syncytium formation	0.0017913406445088	True	"""The formation of a syncytium, a mass of cytoplasm containing several nuclei enclosed within a single plasma membrane. Syncytia are normally derived from single cells that fuse or fail to complete cell division."" [ISBN:0198506732]"	62	100	4	17376	0.04	0.064516129032258	query_1	['GO:0009987', 'GO:0048646']	['ITGB1', 'DOCK1', 'DOCK2', 'DOCK5']
1344	GO:BP	GO:0051170	import into nucleus	0.0017971966784347	True	"""The directed movement of substances into the nucleus."" [GOC:ai]"	170	100	6	17376	0.06	0.0352941176470588	query_1	['GO:0006913']	['PIK3R2', 'PIK3R1', 'SQSTM1', 'TGFB1', 'SYK', 'SMAD3']
1345	GO:BP	GO:0060828	regulation of canonical Wnt signaling pathway	0.0018488183938426	True	"""Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	239	100	7	17376	0.07	0.0292887029288702	query_1	['GO:0030111', 'GO:0060070']	['RAPGEF1', 'SMURF2', 'SRC', 'FGFR2', 'CTNNB1', 'EGFR', 'SMAD3']
1346	GO:BP	GO:0034097	response to cytokine	0.0018584869510596	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cytokine stimulus."" [GOC:sl]"	873	100	14	17376	0.14	0.0160366552119129	query_1	['GO:0010033']	['SRC', 'SPP1', 'SMAD7', 'SOS1', 'DOCK8', 'PRKCI', 'WAS', 'LYN', 'SYK', 'PTK2B', 'TRAF6', 'CRKL', 'PTPN11', 'CBL']
1347	GO:BP	GO:0006351	DNA-templated transcription	0.0018591693419104	True	"""The synthesis of an RNA transcript from a DNA template."" [GOC:jl, GOC:txnOH]"	3256	100	33	17376	0.33	0.0101351351351351	query_1	['GO:0097659']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PXN', 'PRKCI', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'HRAS', 'SYK', 'ERBB2', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
1348	GO:BP	GO:0097659	nucleic acid-templated transcription	0.0018679095139206	True	"""The synthesis of an RNA transcript from a nucleic acid template (DNA or RNA)."" [GOC:pr, GOC:txnOH, GOC:vw]"	3257	100	33	17376	0.33	0.0101320233343567	query_1	['GO:0010467', 'GO:0032774']	['MET', 'NCK1', 'SMURF2', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'SQSTM1', 'PXN', 'PRKCI', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'HRAS', 'SYK', 'ERBB2', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'NCK2']
1349	GO:CC	GO:0012505	endomembrane system	0.0018738048418631	True	"""A collection of membranous structures involved in transport within the cell. The main components of the endomembrane system are endoplasmic reticulum, Golgi bodies, vesicles, cell membrane and nuclear envelope. Members of the endomembrane system pass materials through each other or though the use of vesicles."" [GOC:lh]"	4428	100	41	17376	0.41	0.0092592592592592	query_1	['GO:0110165']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'HGF', 'ITGA2B', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'GORAB', 'PARD3', 'LAT', 'DOCK4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'HRAS', 'FCGR1A', 'ERBB2', 'SH3GL2', 'TRAF6', 'VTN', 'TGFBR1', 'DOCK2', 'PRKCZ', 'SMAD3', 'CBL', 'NCK2', 'PDGFRA']
1350	GO:CC	GO:0035748	myelin sheath abaxonal region	0.0018819756572223	True	"""The region of the myelin sheath furthest from the axon."" [GOC:BHF, PMID:20237282]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0043209', 'GO:0110165']	['ITGB1', 'PRKCZ']
1351	GO:BP	GO:1905330	regulation of morphogenesis of an epithelium	0.0018927656798307	True	"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	63	100	4	17376	0.04	0.0634920634920634	query_1	['GO:0002009', 'GO:0022603']	['HGF', 'CTNNB1', 'PIK3CD', 'TGFB1']
1352	GO:BP	GO:0070482	response to oxygen levels	0.0019066174229985	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	316	100	8	17376	0.08	0.0253164556962025	query_1	['GO:0009628']	['PIK3CB', 'SRC', 'TGFB3', 'TGFBR2', 'TGFB1', 'PTK2B', 'SMAD3', 'CBL']
1353	GO:BP	GO:0030579	ubiquitin-dependent SMAD protein catabolic process	0.0019088606576231	True	"""The chemical reactions and pathways resulting in the breakdown of SMAD signaling proteins by ubiquitination and targeting to the proteasome."" [GOC:go_curators]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0006511', 'GO:0007178']	['SMURF2', 'SMURF1']
1354	GO:BP	GO:1905005	regulation of epithelial to mesenchymal transition involved in endocardial cushion formation	0.0019088606576231	True	"""Any process that modulates the frequency, rate or extent of epithelial to mesenchymal transition involved in endocardial cushion formation."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:18718461]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0003198', 'GO:0062042']	['TGFBR2', 'TGFBR1']
1355	GO:BP	GO:0003415	chondrocyte hypertrophy	0.0019088606576231	True	"""The growth of a chondrocyte, where growth contributes to the progression of the chondrocyte over time."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0002063', 'GO:0048588']	['SMAD7', 'TGFBR2']
1356	GO:BP	GO:0060463	lung lobe morphogenesis	0.0019088606576231	True	"""The process in which the anatomical structures of a lung lobe are generated and organized. A lung lobe is a projection that extends from the lung."" [GOC:dph]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0009653', 'GO:0060425', 'GO:0060462']	['FGFR2', 'TGFBR2']
1357	GO:BP	GO:0060916	mesenchymal cell proliferation involved in lung development	0.0019088606576231	True	"""The multiplication or reproduction of cells, resulting in the expansion of a mesenchymal cell population that contributes to the progression of the lung over time. A mesenchymal cell is a cell that normally gives rise to other cells that are organized as three-dimensional masses, rather than sheets."" [GOC:dph]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0010463', 'GO:0030324']	['FGFR2', 'CTNNB1']
1358	GO:BP	GO:1901299	negative regulation of hydrogen peroxide-mediated programmed cell death	0.0019088606576231	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0010421', 'GO:0043069', 'GO:1901298', 'GO:1903206']	['MET', 'HGF']
1359	GO:BP	GO:0060435	bronchiole development	0.0019088606576231	True	"""The biological process whose specific outcome is the progression of a bronchiole from an initial condition to its mature state. This process begins with the formation of the bronchiole and ends with the mature structure. A bronchiole is the first airway branch that no longer contains cartilage; it is a branch of the bronchi."" [GOC:dph, GOC:mtg_lung]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0030323', 'GO:0030324']	['TGFB1', 'ITGB6']
1360	GO:BP	GO:0044340	canonical Wnt signaling pathway involved in regulation of cell proliferation	0.0019088606576231	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes that contributes to modulating the rate or frequency of cell proliferation."" [GOC:BHF, GOC:jl]"	6	100	2	17376	0.02	0.3333333333333333	query_1	['GO:0008283', 'GO:0042127', 'GO:0060070']	['CTNNB1', 'DVL2']
