Myoclonic-astatic epilepsy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
547	GO:BP	GO:0046849	bone remodeling	0.0018117059479962	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	89	103	5	15719	0.0485436893203883	0.0561797752808988	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF']
549	GO:BP	GO:0032892	positive regulation of organic acid transport	0.0018117059479962	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of organic acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	49	103	4	15719	0.0388349514563106	0.0816326530612244	query_1	['GO:0015849', 'GO:0032890', 'GO:0051050']	['SLC6A1', 'ITGB1', 'AGT', 'NTSR1']
137	GO:CC	GO:0120025	plasma membrane bounded cell projection	0.001816989185613	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	104	26	16420	0.25	0.012235294117647	query_1	['GO:0042995']	['SLC6A1', 'ITGB1', 'NTS', 'ITGAV', 'SRC', 'ITGB3', 'LRP2', 'SNX9', 'LRP4', 'APOE', 'SCN1A', 'ITGA5', 'SYNE2', 'FYN', 'MYO6', 'SYNGAP1', 'LDLRAP1', 'BIN1', 'NTSR1', 'AP2A1', 'FGR', 'DMTN', 'TLN1', 'LRP8', 'PTK2', 'APP']
138	GO:CC	GO:0016323	basolateral plasma membrane	0.0018217423077909	True	"""The region of the plasma membrane that includes the basal end and sides of the cell. Often used in reference to animal polarized epithelial membranes, where the basal membrane is the part attached to the extracellular matrix, or in plant cells, where the basal membrane is defined with respect to the zygotic axis."" [GOC:go_curators]"	228	104	7	16420	0.0673076923076923	0.0307017543859649	query_1	['GO:0009925', 'GO:0098590']	['HEPH', 'SLC2A1', 'TFRC', 'LDLR', 'LRP1', 'SLC40A1', 'NUMB']
139	GO:CC	GO:0099080	supramolecular complex	0.001824939089894	True	"""A cellular component that consists of an indeterminate number of proteins or macromolecular complexes, organized into a regular, higher-order structure such as a polymer, sheet, network or a fiber."" [GOC:dos]"	1329	104	19	16420	0.1826923076923076	0.0142964635063957	query_1	['GO:0110165']	['SYNE1', 'SRC', 'CLTC', 'SLC2A1', 'LTBP1', 'SCN1A', 'SYNE2', 'FYN', 'MYO6', 'LDLRAP1', 'FBLN5', 'BIN1', 'FBN1', 'FBN2', 'CTSG', 'MFAP2', 'DMTN', 'MFAP5', 'ELN']
550	GO:BP	GO:0071248	cellular response to metal ion	0.0018669844574993	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metal ion stimulus."" [GOC:mah]"	196	103	7	15719	0.0679611650485436	0.0357142857142857	query_1	['GO:0010038', 'GO:0071241']	['HFE', 'TF', 'TFR2', 'DMTN', 'SLC40A1', 'APP', 'ADD1']
551	GO:BP	GO:0043254	regulation of protein-containing complex assembly	0.0018669844574993	True	"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"	402	103	10	15719	0.0970873786407767	0.0248756218905472	query_1	['GO:0044087', 'GO:0051128', 'GO:0065003']	['SRC', 'ADD2', 'ADD3', 'SNX9', 'TFRC', 'APOE', 'BIN1', 'DMTN', 'ADD1', 'ELN']
552	GO:BP	GO:0015031	protein transport	0.0018816687335294	True	"""The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1527	103	22	15719	0.2135922330097087	0.014407334643091	query_1	['GO:0045184', 'GO:0071702', 'GO:0071705']	['SRC', 'FGA', 'TGFB3', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'FYN', 'MYO6', 'AP2S1', 'AGT', 'AP2A2', 'LRP1', 'TFR2', 'AP2A1', 'FGB', 'FGG', 'DMTN', 'DAB2']
141	GO:CC	GO:0098793	presynapse	0.0019360314212431	True	"""The part of a synapse that is part of the presynaptic cell."" [GOC:dos]"	545	104	11	16420	0.1057692307692307	0.0201834862385321	query_1	['GO:0045202', 'GO:0110165']	['SLC6A1', 'NTS', 'AMPH', 'SLC2A1', 'AP2M1', 'AP2B1', 'AP2S1', 'BIN1', 'NTSR1', 'SLC40A1', 'APP']
140	GO:CC	GO:0044853	plasma membrane raft	0.0019360314212431	True	"""A membrane raft that is part of the plasma membrane."" [GOC:jl]"	110	104	5	16420	0.048076923076923	0.0454545454545454	query_1	['GO:0045121', 'GO:0098590']	['SRC', 'ADD2', 'SLC2A1', 'LRP4', 'LRP8']
553	GO:BP	GO:0098542	defense response to other organism	0.0019365779626947	True	"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]"	1117	103	18	15719	0.174757281553398	0.0161145926589077	query_1	['GO:0006952', 'GO:0051707']	['C3', 'SRC', 'FGA', 'APOE', 'FYN', 'CFH', 'PPP1R14B', 'TF', 'HP', 'FGB', 'FGR', 'MPO', 'APOA4', 'CFB', 'CTSG', 'LRP8', 'PTK2', 'HPX']
554	GO:BP	GO:0019218	regulation of steroid metabolic process	0.001990845591702	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving steroids."" [GOC:go_curators]"	91	103	5	15719	0.0485436893203883	0.0549450549450549	query_1	['GO:0008202', 'GO:0019216']	['APOE', 'LDLR', 'LDLRAP1', 'APOA1', 'DAB2']
555	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0019993105010991	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	141	103	6	15719	0.058252427184466	0.0425531914893617	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SRC', 'APOE', 'FYN', 'LDLR', 'APOA1', 'FGR']
556	GO:BP	GO:1901701	cellular response to oxygen-containing compound	0.0020183326575735	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1222	103	19	15719	0.1844660194174757	0.0155482815057283	query_1	['GO:0070887', 'GO:1901700']	['SRC', 'SPP1', 'ITGB3', 'FYN', 'LDLR', 'PCSK9', 'AGT', 'FBLN5', 'LRP1', 'FBN1', 'MPO', 'APOA4', 'AGRN', 'CTSG', 'DMTN', 'LRP8', 'PTK2', 'APP', 'ADD1']
557	GO:BP	GO:0071450	cellular response to oxygen radical	0.0020183356657198	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen radical stimulus. An oxygen radical is any oxygen species that carries a free electron; examples include hydroxyl radicals and the superoxide anion."" [GOC:mah]"	21	103	3	15719	0.029126213592233	0.1428571428571428	query_1	['GO:0000305', 'GO:0034614']	['FBLN5', 'MPO', 'APOA4']
558	GO:BP	GO:0007039	protein catabolic process in the vacuole	0.0020183356657198	True	"""The chemical reactions and pathways resulting in the breakdown of a protein in the vacuole, usually by the action of vacuolar proteases."" [GOC:mah, GOC:vw]"	21	103	3	15719	0.029126213592233	0.1428571428571428	query_1	['GO:0030163']	['LRP2', 'LDLR', 'LRP1']
559	GO:BP	GO:0071451	cellular response to superoxide	0.0020183356657198	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a superoxide stimulus. Superoxide is the anion, oxygen-, formed by addition of one electron to dioxygen (O2) or any compound containing the superoxide anion."" [GOC:mah]"	21	103	3	15719	0.029126213592233	0.1428571428571428	query_1	['GO:0000303', 'GO:0071450']	['FBLN5', 'MPO', 'APOA4']
560	GO:BP	GO:0031175	neuron projection development	0.0020434725326942	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	928	103	16	15719	0.1553398058252427	0.0172413793103448	query_1	['GO:0048666', 'GO:0120036']	['ITGB1', 'FN1', 'SPP1', 'LRP2', 'LRP4', 'APOE', 'FYN', 'SYNGAP1', 'AGT', 'APOA4', 'MUSK', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB']
563	GO:BP	GO:0030834	regulation of actin filament depolymerization	0.0020602151726591	True	"""Any process that modulates the frequency, rate or extent of the disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]"	51	103	4	15719	0.0388349514563106	0.0784313725490196	query_1	['GO:0008064', 'GO:0030042', 'GO:1901879']	['ADD2', 'ADD3', 'DMTN', 'ADD1']
564	GO:BP	GO:0010543	regulation of platelet activation	0.0020602151726591	True	"""Any process that modulates the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	51	103	4	15719	0.0388349514563106	0.0784313725490196	query_1	['GO:0030168', 'GO:0050865']	['APOE', 'FGG', 'CTSG', 'DMTN']
562	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	0.0020602151726591	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	200	103	7	15719	0.0679611650485436	0.035	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'APP']
561	GO:BP	GO:0016032	viral process	0.0020602151726591	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	103	10	15719	0.0970873786407767	0.0245098039215686	query_1	['GO:0008150']	['ITGB1', 'UBP1', 'ITGB5', 'ITGAV', 'ITGB3', 'TFRC', 'APOE', 'ITGA5', 'LDLR', 'ITGB6']
142	GO:CC	GO:0005775	vacuolar lumen	0.0020639697559784	True	"""The volume enclosed within the vacuolar membrane."" [ISBN:0198506732]"	169	104	6	16420	0.0576923076923076	0.0355029585798816	query_1	['GO:0005773', 'GO:0070013']	['C3', 'TCN2', 'ORM2', 'MPO', 'AGRN', 'CTSG']
565	GO:BP	GO:0000165	MAPK cascade	0.0020678658717718	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	103	14	15719	0.1359223300970873	0.0188172043010752	query_1	['GO:0035556']	['FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'APOE', 'SYNGAP1', 'AGT', 'TF', 'FGB', 'FGG', 'APP', 'DAB2']
143	GO:CC	GO:0005737	cytoplasm	0.002081633353668	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	104	86	16420	0.8269230769230769	0.0076560135315588	query_1	['GO:0005622', 'GO:0110165']	['C3', 'ITGB1', 'APOC3', 'NTS', 'UBP1', 'SYNE1', 'TCN2', 'ITGB5', 'FN1', 'ITGAV', 'HBB', 'SRC', 'HEPH', 'SPP1', 'ADD2', 'FGA', 'ITGB3', 'TGFB3', 'AMPH', 'ADD3', 'HBD', 'LRP2', 'CLTC', 'SLC2A1', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'LTBP1', 'CD320', 'AP2B1', 'SCN1A', 'ITGA2B', 'ITGA5', 'HFE', 'SYNE2', 'FYN', 'MYO6', 'TPD52', 'LDLR', 'CDK14', 'AP2S1', 'PCSK9', 'SYNGAP1', 'AGT', 'AP2A2', 'ITIH2', 'LDLRAP1', 'BIN1', 'PPP1R14B', 'NTSR1', 'APOA1', 'LRP1', 'TF', 'GALNT12', 'FBN1', 'ORM2', 'TFR2', 'AP2A1', 'HP', 'FGB', 'APOA2', 'FGR', 'FGG', 'MPO', 'APOA4', 'AGRN', 'CTSG', 'DMTN', 'NLN', 'SERPINA1', 'VTN', 'APOC2', 'SLC40A1', 'GDPD1', 'TLN1', 'PTK2', 'APP', 'DAB2', 'CP', 'NUMB', 'A1BG', 'ADD1', 'ALB', 'HPX', 'ORM1']
566	GO:BP	GO:0120036	plasma membrane bounded cell projection organization	0.0020947982116045	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1435	103	21	15719	0.203883495145631	0.0146341463414634	query_1	['GO:0030030']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'LRP2', 'LRP4', 'APOE', 'SYNE2', 'FYN', 'SYNGAP1', 'AGT', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB']
567	GO:BP	GO:0033002	muscle cell proliferation	0.0021120127424567	True	"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]"	201	103	7	15719	0.0679611650485436	0.0348258706467661	query_1	['GO:0008283']	['SRC', 'ITGB3', 'TGFB3', 'APOE', 'AGT', 'LDLRAP1', 'ELN']
568	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.0021672499168208	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1654	103	23	15719	0.2233009708737864	0.0139056831922611	query_1	['GO:0009966', 'GO:0035556']	['ITGB1', 'APOC3', 'NTS', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'FYN', 'SYNGAP1', 'AGT', 'APOA1', 'LRP1', 'FGB', 'FGR', 'FGG', 'PTK2', 'APP', 'DAB2']
569	GO:BP	GO:0048168	regulation of neuronal synaptic plasticity	0.0021979999058003	True	"""A process that modulates neuronal synaptic plasticity, the ability of neuronal synapses to change as circumstances require. They may alter function, such as increasing or decreasing their sensitivity, or they may increase or decrease in actual numbers."" [GOC:jid, PMID:11891290]"	52	103	4	15719	0.0388349514563106	0.0769230769230769	query_1	['GO:0048167']	['APOE', 'SYNGAP1', 'AGT', 'APP']
570	GO:BP	GO:0010942	positive regulation of cell death	0.0022007297622041	True	"""Any process that increases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	574	103	12	15719	0.116504854368932	0.0209059233449477	query_1	['GO:0008219', 'GO:0010941', 'GO:0048522']	['ITGB1', 'HBB', 'SRC', 'TGFB3', 'HBD', 'FYN', 'PCSK9', 'AGT', 'BIN1', 'NTSR1', 'LRP1', 'HP']
85	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0022355544960721	True	Potential therapeutics for SARS	99	99	6	10022	0.0606060606060606	0.0606060606060606	query_1	['REAC:R-HSA-9679506']	['ITGB1', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
575	GO:BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	0.0022631257095545	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	22	103	3	15719	0.029126213592233	0.1363636363636363	query_1	['GO:0036119', 'GO:0071363']	['SRC', 'ITGB3', 'FYN']
573	GO:BP	GO:0048169	regulation of long-term neuronal synaptic plasticity	0.0022631257095545	True	"""A process that modulates long-term neuronal synaptic plasticity, the ability of neuronal synapses to change long-term as circumstances require. Long-term neuronal synaptic plasticity generally involves increase or decrease in actual synapse numbers."" [GOC:jid, PMID:11891290]"	22	103	3	15719	0.029126213592233	0.1363636363636363	query_1	['GO:0048168']	['SYNGAP1', 'AGT', 'APP']
572	GO:BP	GO:0032989	cellular component morphogenesis	0.0022631257095545	True	"""The process in which cellular structures, including whole cells or cell parts, are generated and organized."" [GOC:dph, GOC:mah, GOC:tb]"	752	103	14	15719	0.1359223300970873	0.0186170212765957	query_1	['GO:0009653', 'GO:0016043', 'GO:0048869']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'LRP2', 'LRP4', 'APOE', 'FYN', 'SYNGAP1', 'MUSK', 'LRP8', 'PTK2', 'APP', 'NUMB']
571	GO:BP	GO:0048143	astrocyte activation	0.0022631257095545	True	"""A change in morphology and behavior of an astrocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, PMID:10526094, PMID:10695728, PMID:12529254, PMID:12580336, PMID:9585813]"	22	103	3	15719	0.029126213592233	0.1363636363636363	query_1	['GO:0014002', 'GO:0061900']	['LDLR', 'LRP1', 'APP']
574	GO:BP	GO:2000831	regulation of steroid hormone secretion	0.0022631257095545	True	"""Any process that modulates the frequency, rate or extent of steroid hormone secretion."" [GOC:sl]"	22	103	3	15719	0.029126213592233	0.1363636363636363	query_1	['GO:0032368', 'GO:0035929', 'GO:0044060', 'GO:0046883']	['SPP1', 'AGT', 'DAB2']
576	GO:BP	GO:0051094	positive regulation of developmental process	0.0022705734906584	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1237	103	19	15719	0.1844660194174757	0.01535974130962	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	['C3', 'ITGB1', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'ITGA5', 'AGT', 'BIN1', 'FBN2', 'AGRN', 'LRP8', 'PTK2', 'DAB2', 'NUMB', 'ADD1']
577	GO:BP	GO:0051592	response to calcium ion	0.0023175857398217	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a calcium ion stimulus."" [GOC:ai]"	146	103	6	15719	0.058252427184466	0.0410958904109589	query_1	['GO:0010033', 'GO:0010038', 'GO:1901700', 'GO:1902074']	['SLC6A1', 'FGA', 'FGB', 'FGG', 'DMTN', 'ADD1']
578	GO:BP	GO:0055082	intracellular chemical homeostasis	0.0023247563446853	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]"	665	103	13	15719	0.1262135922330097	0.0195488721804511	query_1	['GO:0019725', 'GO:0048878']	['HEPH', 'ITGB3', 'TFRC', 'APOE', 'HFE', 'AGT', 'NTSR1', 'TF', 'TFR2', 'SLC40A1', 'APP', 'CP', 'HPX']
579	GO:BP	GO:0010761	fibroblast migration	0.0023247563446853	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	53	103	4	15719	0.0388349514563106	0.0754716981132075	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'DMTN', 'PTK2']
584	GO:BP	GO:0038027	apolipoprotein A-I-mediated signaling pathway	0.0024318678161533	True	"""The series of molecular signals initiated by apolipoprotein A-I binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, PMID:16443932]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0007166']	['ITGAV', 'ITGB3']
581	GO:BP	GO:0050748	negative regulation of lipoprotein metabolic process	0.0024318678161533	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0031324', 'GO:0042157', 'GO:0050746', 'GO:0051248']	['ITGAV', 'ITGB3']
582	GO:BP	GO:2001237	negative regulation of extrinsic apoptotic signaling pathway	0.0024318678161533	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	96	103	5	15719	0.0485436893203883	0.0520833333333333	query_1	['GO:0097191', 'GO:2001234', 'GO:2001236']	['ITGAV', 'SRC', 'FGA', 'FGB', 'FGG']
583	GO:BP	GO:0001920	negative regulation of receptor recycling	0.0024318678161533	True	"""Any process that stops, prevents, or reduces the rate of receptor recycling."" [GOC:add]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0001881', 'GO:0001919', 'GO:0010605', 'GO:0023057']	['LDLR', 'PCSK9']
580	GO:BP	GO:1905908	positive regulation of amyloid fibril formation	0.0024318678161533	True	"""Any process that activates or increases the frequency, rate or extent of amyloid fibril formation."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:23106396]"	5	103	2	15719	0.0194174757281553	0.4	query_1	['GO:0051247', 'GO:1902905', 'GO:1905906', 'GO:1990000']	['APOE', 'APP']
585	GO:BP	GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.0025439976968645	True	"""Any process that modulates the frequency, rate or extent of the platelet-derived growth factor receptor signaling pathway."" [GOC:dph, GOC:hjd, GOC:tb]"	23	103	3	15719	0.029126213592233	0.1304347826086956	query_1	['GO:0009966', 'GO:0048008']	['SRC', 'LOX', 'LRP1']
588	GO:BP	GO:0044242	cellular lipid catabolic process	0.0025755853845928	True	"""The chemical reactions and pathways resulting in the breakdown of lipids, as carried out by individual cells."" [GOC:jl]"	209	103	7	15719	0.0679611650485436	0.0334928229665071	query_1	['GO:0016042', 'GO:0044248', 'GO:0044255']	['APOC3', 'LDLR', 'APOA1', 'APOA2', 'APOA4', 'APOC2', 'GDPD1']
586	GO:BP	GO:0045732	positive regulation of protein catabolic process	0.0025755853845928	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]"	209	103	7	15719	0.0679611650485436	0.0334928229665071	query_1	['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']	['LRP2', 'SNX9', 'APOE', 'LDLR', 'PCSK9', 'LRP1', 'DAB2']
587	GO:BP	GO:0050866	negative regulation of cell activation	0.0025755853845928	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	103	7	15719	0.0679611650485436	0.0334928229665071	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'APOE', 'HFE', 'LDLR', 'FGR', 'FGG', 'CTSG']
589	GO:BP	GO:0050764	regulation of phagocytosis	0.0026377216955628	True	"""Any process that modulates the frequency, rate or extent of phagocytosis, the process in which phagocytes engulf external particulate material."" [GOC:ai]"	98	103	5	15719	0.0485436893203883	0.0510204081632653	query_1	['GO:0006909', 'GO:0030100']	['C3', 'ITGAV', 'APOA1', 'APOA2', 'FGR']
590	GO:BP	GO:0051051	negative regulation of transport	0.0027528833380008	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	426	103	10	15719	0.0970873786407767	0.0234741784037558	query_1	['GO:0006810', 'GO:0048519', 'GO:0051049']	['APOC3', 'ITGAV', 'ITGB3', 'APOE', 'PCSK9', 'BIN1', 'NTSR1', 'APOA2', 'DMTN', 'APOC2']
591	GO:BP	GO:0030030	cell projection organization	0.0027703100257843	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	103	21	15719	0.203883495145631	0.0142857142857142	query_1	['GO:0016043']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'LRP2', 'LRP4', 'APOE', 'SYNE2', 'FYN', 'SYNGAP1', 'AGT', 'APOA4', 'MUSK', 'AGRN', 'DMTN', 'LRP8', 'PTK2', 'APP', 'DAB2', 'NUMB']
593	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	0.0027755700895877	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3362	103	37	15719	0.3592233009708738	0.0110053539559785	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['C3', 'NTS', 'UBP1', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'LRP2', 'SNX9', 'TFRC', 'LRP4', 'APOE', 'ITGA5', 'HFE', 'FYN', 'MYO6', 'LDLR', 'PCSK9', 'AGT', 'NTSR1', 'LRP1', 'TF', 'ORM2', 'TFR2', 'APOA2', 'FGR', 'MUSK', 'AGRN', 'VTN', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX', 'ORM1']
592	GO:BP	GO:0006915	apoptotic process	0.0027755700895877	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	103	24	15719	0.233009708737864	0.0133407448582545	query_1	['GO:0012501']	['ITGB1', 'ITGAV', 'SRC', 'FGA', 'TGFB3', 'LRP2', 'TFRC', 'APOE', 'LOX', 'ITGA5', 'PCSK9', 'SYNGAP1', 'AGT', 'BIN1', 'NTSR1', 'FGB', 'FGG', 'MPO', 'SLC40A1', 'LRP8', 'PTK2', 'APP', 'DAB2', 'ALB']
594	GO:BP	GO:2001236	regulation of extrinsic apoptotic signaling pathway	0.0027893400363569	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	152	103	6	15719	0.058252427184466	0.0394736842105263	query_1	['GO:0097191', 'GO:2001233']	['ITGAV', 'SRC', 'FGA', 'AGT', 'FGB', 'FGG']
596	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	0.002790639188796	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	103	4	15719	0.0388349514563106	0.0714285714285714	query_1	['GO:0007169']	['SRC', 'ITGB3', 'LOX', 'LRP1']
595	GO:BP	GO:0030042	actin filament depolymerization	0.002790639188796	True	"""Disassembly of actin filaments by the removal of actin monomers from a filament."" [GOC:mah]"	56	103	4	15719	0.0388349514563106	0.0714285714285714	query_1	['GO:0008154', 'GO:0051261']	['ADD2', 'ADD3', 'DMTN', 'ADD1']
