Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
466	GO:BP	GO:1902298	cell cycle DNA replication maintenance of fidelity	0.0002672755180398	True	"""Any maintenance of fidelity that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0022402', 'GO:0044786', 'GO:0045005']	['BRCA2', 'RAD51']
467	GO:BP	GO:1903518	positive regulation of single strand break repair	0.0002672755180398	True	"""Any process that activates or increases the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0000012', 'GO:0045739', 'GO:1903516']	['PARP1', 'XRCC1']
468	GO:BP	GO:0000710	meiotic mismatch repair	0.0002672755180398	True	"""A system for the identification and correction of base-base mismatches, small insertion-deletion loops, and regions of heterology that are present in duplex DNA formed with strands from two recombining molecules. Correction of the mismatch can result in non-Mendelian segregation of alleles following meiosis."" [GOC:elh, PMID:10357855]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0006298', 'GO:0061982']	['ERCC1', 'MSH6']
469	GO:BP	GO:1990426	mitotic recombination-dependent replication fork processing	0.0002672755180398	True	"""Replication fork processing that includes recombination between DNA near the arrested fork and homologous sequences. Proteins involved in homologous recombination are required for replication restart."" [GOC:mah, PMID:23093942]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0031297', 'GO:1990505']	['BRCA2', 'RAD51']
470	GO:BP	GO:1990505	mitotic DNA replication maintenance of fidelity	0.0002672755180398	True	"""Any maintenance of fidelity that is involved in mitotic cell cycle DNA replication."" [PMID:19185548]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:1902298', 'GO:1902969', 'GO:1903047']	['BRCA2', 'RAD51']
471	GO:BP	GO:0045004	DNA replication proofreading	0.0002672755180398	True	"""Correction of replication errors by DNA polymerase using a 3'-5' exonuclease activity."" [GOC:ai]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0006281', 'GO:0045005']	['POLD1', 'POLE']
472	GO:BP	GO:1901255	nucleotide-excision repair involved in interstrand cross-link repair	0.0002672755180398	True	"""Any nucleotide-excision repair that is involved in interstrand cross-link repair."" [GOC:TermGenie, PMID:22064477]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0006289', 'GO:0036297']	['XPA', 'ERCC4']
473	GO:BP	GO:0044778	meiotic DNA integrity checkpoint signaling	0.0002672755180398	True	"""A signal transduction process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during meiosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	2	102	2	17376	0.0196078431372549	1.0	query_1	['GO:0031570', 'GO:0033313']	['HUS1', 'HUS1B']
474	GO:CC	GO:0043564	Ku70:Ku80 complex	0.0003071423870175	True	"""Heterodimeric protein complex composed of a 70 kDa and a 80 kDa subunit, binds DNA through a channel formed by the heterodimer. Functions in DNA double stranded break repair, chromosome maintenance, transcription regulation, V(D)J recombination, and activation of DNA-PK."" [PMID:12518983]"	3	102	2	17376	0.0196078431372549	0.6666666666666666	query_1	['GO:0140513']	['XRCC6', 'XRCC5']
475	GO:BP	GO:0045143	homologous chromosome segregation	0.0003078463304003	True	"""The cell cycle process in which replicated homologous chromosomes are organized and then physically separated and apportioned to two sets during the first division of the meiotic cell cycle. Each replicated chromosome, composed of two sister chromatids, aligns at the cell equator, paired with its homologous partner; this pairing off, referred to as synapsis, permits genetic recombination. One homolog (both sister chromatids) of each morphologic type goes into each of the resulting chromosome sets."" [GOC:ai, ISBN:0815316194]"	65	102	5	17376	0.0490196078431372	0.0769230769230769	query_1	['GO:0007127', 'GO:0045132']	['BRIP1', 'MLH1', 'FANCD2', 'ATM', 'MRE11']
476	REAC	REAC:R-HSA-2995383	Initiation of Nuclear Envelope (NE) Reformation	0.0003087284975945	True	Initiation of Nuclear Envelope (NE) Reformation	16	102	3	17376	0.0294117647058823	0.1875	query_1	['REAC:R-HSA-2995410']	['VRK1', 'EMD', 'BANF1']
477	GO:BP	GO:0048519	negative regulation of biological process	0.0003101918150135	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5057	102	49	17376	0.4803921568627451	0.0096895392525212	query_1	['GO:0008150', 'GO:0050789']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'LIG4', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'HUS1B', 'CARD19', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'EMD', 'RMI2', 'TP53', 'NEIL1', 'BANF1', 'RNF8', 'MSH6']
478	GO:BP	GO:0051340	regulation of ligase activity	0.0003220629099547	True	"""Any process that modulates the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate. Ligase is the systematic name for any enzyme of EC class 6."" [GOC:ai]"	12	102	3	17376	0.0294117647058823	0.25	query_1	['GO:0050790']	['XRCC4', 'NHEJ1', 'XRCC1']
479	GO:BP	GO:0001775	cell activation	0.0003266170304714	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1063	102	18	17376	0.1764705882352941	0.0169332079021636	query_1	['GO:0009987', 'GO:0032501']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'TP53', 'RNF8', 'MSH6']
480	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	0.0003390373303572	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3356	102	37	17376	0.3627450980392157	0.0110250297973778	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'WRN', 'TP53', 'CHCHD10', 'PNKP', 'RNF8']
481	GO:BP	GO:0080090	regulation of primary metabolic process	0.0003757168255145	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5398	102	51	17376	0.5	0.0094479436828454	query_1	['GO:0019222', 'GO:0044238']	['RBBP8', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'RNF8', 'MSH6']
482	GO:BP	GO:0009892	negative regulation of metabolic process	0.0003896278170302	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2845	102	33	17376	0.3235294117647059	0.0115992970123022	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['RBBP8', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'VDAC1', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'BANF1', 'RNF8', 'MSH6']
483	REAC	REAC:R-HSA-2559583	Cellular Senescence	0.0004044293672799	True	Cellular Senescence	192	102	7	17376	0.0686274509803921	0.0364583333333333	query_1	['REAC:R-HSA-2262752']	['NBN', 'RAD50', 'H2AX', 'ATM', 'MRE11', 'CDK2', 'TP53']
484	GO:BP	GO:0070914	UV-damage excision repair	0.0004078985178791	True	"""A DNA repair process that is initiated by an endonuclease that introduces a single-strand incision immediately 5' of a UV-induced damage site. UV-damage excision repair acts on both cyclobutane pyrimidine dimers (CPDs) and pyrimidine-pyrimidone 6-4 photoproducts (6-4PPs)."" [GOC:mah, PMID:9619100]"	13	102	3	17376	0.0294117647058823	0.2307692307692307	query_1	['GO:0006281', 'GO:0034644']	['XPA', 'POLD3', 'ERCC1']
485	GO:BP	GO:0010225	response to UV-C	0.0004078985178791	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-C radiation stimulus. UV-C radiation (UV-C light) spans the wavelengths 100 to 280 nm."" [GOC:tb]"	13	102	3	17376	0.0294117647058823	0.2307692307692307	query_1	['GO:0009411']	['BRCA2', 'WRN', 'TP53']
486	GO:BP	GO:0002250	adaptive immune response	0.0004090430577661	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	521	102	12	17376	0.1176470588235294	0.0230326295585412	query_1	['GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
487	GO:BP	GO:0000082	G1/S transition of mitotic cell cycle	0.0004179911588624	True	"""The mitotic cell cycle transition by which a cell in G1 commits to S phase. The process begins with the build up of G1 cyclin-dependent kinase (G1 CDK), resulting in the activation of transcription of G1 cyclins. The process ends with the positive feedback of the G1 cyclins on the G1 CDK which commits the cell to S phase, in which DNA replication is initiated."" [GOC:mtg_cell_cycle]"	226	102	8	17376	0.0784313725490196	0.0353982300884955	query_1	['GO:0044772', 'GO:0044843']	['RBBP8', 'RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53', 'POLE']
488	GO:BP	GO:0060255	regulation of macromolecule metabolic process	0.0004335925273876	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5738	102	53	17376	0.5196078431372549	0.0092366678285116	query_1	['GO:0019222', 'GO:0043170']	['RBBP8', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'BANF1', 'RNF8', 'MSH6']
489	GO:CC	GO:0000152	nuclear ubiquitin ligase complex	0.000489446460412	True	"""A ubiquitin ligase complex found in the nucleus."" [GOC:mah]"	47	102	4	17376	0.0392156862745098	0.0851063829787234	query_1	['GO:0000151', 'GO:0140513']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
490	GO:BP	GO:0048302	regulation of isotype switching to IgG isotypes	0.00050959783346	True	"""Any process that modulates the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	14	102	3	17376	0.0294117647058823	0.2142857142857142	query_1	['GO:0045191', 'GO:0048291']	['MSH2', 'PAXIP1', 'MLH1']
491	GO:BP	GO:1905168	positive regulation of double-strand break repair via homologous recombination	0.0005275924958741	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via homologous recombination."" [GO_REF:0000058, GOC:TermGenie, PMID:12023299]"	38	102	4	17376	0.0392156862745098	0.1052631578947368	query_1	['GO:0000724', 'GO:0010569', 'GO:0045911', 'GO:2000781']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1']
492	GO:BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.0005455248792899	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	74	102	5	17376	0.0490196078431372	0.0675675675675675	query_1	['GO:0000082', 'GO:1901991', 'GO:1902807', 'GO:2000045']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
493	GO:BP	GO:0002637	regulation of immunoglobulin production	0.0005455248792899	True	"""Any process that modulates the frequency, rate, or extent of immunoglobulin production."" [GOC:add]"	74	102	5	17376	0.0490196078431372	0.0675675675675675	query_1	['GO:0002377', 'GO:0002700']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
494	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	0.0005713279588852	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	102	28	17376	0.2745098039215686	0.0123674911660777	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['RBBP8', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'RNF8', 'MSH6']
495	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	0.0005777336548773	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	102	5	17376	0.0490196078431372	0.0666666666666666	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['USP1', 'PCNA', 'XRCC5', 'ATM', 'PNKP']
496	GO:CC	GO:0016035	zeta DNA polymerase complex	0.0005908277139951	True	"""A heterodimeric DNA polymerase complex that catalyzes error-prone DNA synthesis in contexts such as translesion synthesis and double-stranded break repair. First characterized in Saccharomyces, in which the subunits are Rev3p and Rev7p; a third protein, Rev1p, is often associated with the polymerase dimer."" [PMID:16631579, PMID:16971464]"	4	102	2	17376	0.0196078431372549	0.5	query_1	['GO:0042575']	['POLD3', 'POLD2']
497	GO:CC	GO:0031436	BRCA1-BARD1 complex	0.0005908277139951	True	"""A heterodimeric complex comprising BRCA1 and BARD1, which possesses ubiquitin ligase activity and is involved in genome maintenance, possibly by functioning in surveillance for DNA damage."" [PMID:12787778]"	4	102	2	17376	0.0196078431372549	0.5	query_1	['GO:0000152']	['BRCA1', 'BARD1']
498	REAC	REAC:R-HSA-9605308	Diseases of Base Excision Repair	0.0005932564128985	True	Diseases of Base Excision Repair	4	102	2	17376	0.0196078431372549	0.5	query_1	['REAC:R-HSA-9675135']	['OGG1', 'NEIL1']
499	GO:BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator	0.0006134221195115	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:go_curators]"	76	102	5	17376	0.0490196078431372	0.0657894736842105	query_1	['GO:0042770', 'GO:0072331']	['NBN', 'PAXIP1', 'BRCA2', 'ATM', 'TP53']
500	GO:BP	GO:0045040	protein insertion into mitochondrial outer membrane	0.0006146651165132	True	"""The process comprising the insertion of proteins from outside the organelle into the mitochondrial outer membrane, mediated by large outer membrane translocase complexes."" [GOC:mcc, GOC:vw, PMID:18672008]"	15	102	3	17376	0.0294117647058823	0.2	query_1	['GO:0006626', 'GO:0007008', 'GO:0051204']	['MTX2', 'MTX1', 'SAMM50']
501	GO:BP	GO:0048291	isotype switching to IgG isotypes	0.0006146651165132	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of an IgG isotype, accomplished through a recombination process involving an intrachromosomal deletion between switch regions that reside 5' of the IgM and one of the IgG constant region gene segments in the immunoglobulin heavy chain locus."" [ISBN:0781735149, PMID:12370374, PMID:2113175, PMID:9186655]"	15	102	3	17376	0.0294117647058823	0.2	query_1	['GO:0045190']	['MSH2', 'PAXIP1', 'MLH1']
502	GO:BP	GO:0007008	outer mitochondrial membrane organization	0.0006146651165132	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the mitochondrial outer membrane."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	15	102	3	17376	0.0294117647058823	0.2	query_1	['GO:0007006']	['MTX2', 'MTX1', 'SAMM50']
503	GO:BP	GO:2000278	regulation of DNA biosynthetic process	0.0006498217444191	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	124	102	6	17376	0.0588235294117647	0.0483870967741935	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['USP1', 'PCNA', 'XRCC5', 'ATM', 'TP53', 'PNKP']
504	GO:BP	GO:0002714	positive regulation of B cell mediated immunity	0.0006874017136745	True	"""Any process that activates or increases the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	41	102	4	17376	0.0392156862745098	0.0975609756097561	query_1	['GO:0002708', 'GO:0002712', 'GO:0002824', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
505	GO:BP	GO:0002891	positive regulation of immunoglobulin mediated immune response	0.0006874017136745	True	"""Any process that activates or increases the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	41	102	4	17376	0.0392156862745098	0.0975609756097561	query_1	['GO:0002714', 'GO:0002889', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
506	GO:BP	GO:1903516	regulation of single strand break repair	0.0007258908876384	True	"""Any process that modulates the frequency, rate or extent of single strand break repair."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:17395247]"	3	102	2	17376	0.0196078431372549	0.6666666666666666	query_1	['GO:0000012', 'GO:0006282']	['PARP1', 'XRCC1']
507	GO:BP	GO:0034462	small-subunit processome assembly	0.0007258908876384	True	"""The aggregation, arrangement and bonding together of proteins and RNA molecules to form a small-subunit processome."" [GOC:mah]"	3	102	2	17376	0.0196078431372549	0.6666666666666666	query_1	['GO:0000028', 'GO:0022618']	['XRCC5', 'PRKDC']
508	GO:BP	GO:0000712	resolution of meiotic recombination intermediates	0.000738069149625	True	"""The cleavage and rejoining of intermediates, such as Holliday junctions, formed during meiotic recombination to produce two intact molecules in which genetic material has been exchanged."" [GOC:elh, PMID:11733053]"	16	102	3	17376	0.0294117647058823	0.1875	query_1	['GO:0007131', 'GO:0045132', 'GO:0061982']	['MLH1', 'ERCC4', 'RMI1']
509	REAC	REAC:R-HSA-5688426	Deubiquitination	0.0007409719463304	True	Deubiquitination	282	102	8	17376	0.0784313725490196	0.0283687943262411	query_1	['REAC:R-HSA-597592']	['WDR48', 'WDR20', 'USP12', 'VDAC1', 'BRCA1', 'BARD1', 'POLB', 'TP53']
510	REAC	REAC:R-HSA-597592	Post-translational protein modification	0.0007457941279147	True	Post-translational protein modification	1338	102	19	17376	0.1862745098039215	0.0142002989536621	query_1	['REAC:R-HSA-392499']	['TP53BP1', 'RAD52', 'HLTF', 'WDR48', 'WDR20', 'MDC1', 'PCNA', 'USP12', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'VDAC1', 'BRCA1', 'PRKDC', 'BARD1', 'POLB', 'WRN', 'TP53']
511	GO:BP	GO:0016570	histone modification	0.0007898145752638	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	477	102	11	17376	0.1078431372549019	0.0230607966457023	query_1	['GO:0036211']	['LMNA', 'PAXIP1', 'BRCA2', 'POLE3', 'RAD51', 'VRK1', 'BRCA1', 'CDK2', 'BARD1', 'TP53', 'RNF8']
512	GO:BP	GO:0006513	protein monoubiquitination	0.0007979848289403	True	"""Addition of a single ubiquitin group to a protein."" [GOC:ai]"	81	102	5	17376	0.0490196078431372	0.0617283950617283	query_1	['GO:0016567']	['WDR48', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
513	GO:BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	0.0007979848289403	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	81	102	5	17376	0.0490196078431372	0.0617283950617283	query_1	['GO:0044843', 'GO:1901988', 'GO:1902806']	['RPA2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
514	GO:BP	GO:0009893	positive regulation of metabolic process	0.0008223908417293	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3648	102	38	17376	0.3725490196078431	0.0104166666666666	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['RBBP8', 'LMNA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'FANCI', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'VDAC1', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'BARD1', 'WRN', 'TP53', 'CHCHD10', 'PNKP', 'RNF8']
515	GO:BP	GO:0051865	protein autoubiquitination	0.000840272894465	True	"""The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink."" [GOC:ai]"	82	102	5	17376	0.0490196078431372	0.0609756097560975	query_1	['GO:0016567']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
516	GO:BP	GO:0044843	cell cycle G1/S phase transition	0.0008716012091151	True	"""The cell cycle process by which a cell in G1 phase commits to S phase."" [GOC:mtg_cell_cycle]"	254	102	8	17376	0.0784313725490196	0.0314960629921259	query_1	['GO:0044770']	['RBBP8', 'RPA2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53', 'POLE']
517	REAC	REAC:R-HSA-162906	HIV Infection	0.0010055288700111	True	HIV Infection	224	102	7	17376	0.0686274509803921	0.03125	query_1	['REAC:R-HSA-5663205']	['XRCC6', 'LIG4', 'FEN1', 'LIG1', 'XRCC4', 'XRCC5', 'BANF1']
518	GO:BP	GO:1904505	regulation of telomere maintenance in response to DNA damage	0.0012318401351348	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance in response to DNA damage."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:22579284]"	19	102	3	17376	0.0294117647058823	0.1578947368421052	query_1	['GO:0032204', 'GO:0043247', 'GO:0080135']	['ERCC1', 'ERCC4', 'XRCC1']
519	GO:BP	GO:0000730	DNA recombinase assembly	0.0013898675302183	True	"""The aggregation, arrangement and bonding together of strand exchange proteins (recombinases) into higher order oligomers on single-stranded DNA."" [PMID:10357855]"	4	102	2	17376	0.0196078431372549	0.5	query_1	['GO:0045003', 'GO:0065004', 'GO:0090735']	['RAD52', 'RAD51']
520	GO:BP	GO:0090735	DNA repair complex assembly	0.0013898675302183	True	"""The aggregation, arrangement and bonding together of a set of components to form a DNA repair complex."" [GOC:pg, PMID:27113759, PMID:27233470]"	4	102	2	17376	0.0196078431372549	0.5	query_1	['GO:0065003']	['RAD52', 'RAD51']
521	GO:BP	GO:0072757	cellular response to camptothecin	0.0013898675302183	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a camptothecin stimulus."" [GOC:mah]"	4	102	2	17376	0.0196078431372549	0.5	query_1	['GO:0071312', 'GO:0071407', 'GO:0097306', 'GO:1901563']	['BLM', 'RAD51']
522	GO:BP	GO:0048298	positive regulation of isotype switching to IgA isotypes	0.0013898675302183	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgA isotypes."" [GOC:jid]"	4	102	2	17376	0.0196078431372549	0.5	query_1	['GO:0045830', 'GO:0048290', 'GO:0048296']	['MSH2', 'MLH1']
523	REAC	REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	0.001446112073746	True	Cytosolic sensors of pathogen-associated DNA 	63	102	4	17376	0.0392156862745098	0.0634920634920634	query_1	['REAC:R-HSA-168249']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
524	GO:BP	GO:0002252	immune effector process	0.0015047705928036	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	605	102	12	17376	0.1176470588235294	0.0198347107438016	query_1	['GO:0002376']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
525	GO:BP	GO:0050864	regulation of B cell activation	0.0015543653325814	True	"""Any process that modulates the frequency, rate or extent of B cell activation."" [GOC:ai]"	147	102	6	17376	0.0588235294117647	0.0408163265306122	query_1	['GO:0042113', 'GO:0051249']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1', 'ATM']
526	GO:BP	GO:0002639	positive regulation of immunoglobulin production	0.0016533663195979	True	"""Any process that activates or increases the frequency, rate, or extent of immunoglobulin production."" [GOC:add]"	52	102	4	17376	0.0392156862745098	0.0769230769230769	query_1	['GO:0002377', 'GO:0002637', 'GO:0002702']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
