Williams syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
692	GO:BP	GO:1900120	regulation of receptor binding	0.0022345101321655	True	"""Any process that modulates the frequency, rate or extent of a protein or other molecule binding to a receptor."" [GOC:signaling, GOC:TermGenie]"	20	118	3	15719	0.0254237288135593	0.15	query_1	['GO:0043393']	['LOX', 'NRP1', 'ADAM15']
693	GO:BP	GO:0061042	vascular wound healing	0.0022345101321655	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	118	3	15719	0.0254237288135593	0.15	query_1	['GO:0060055']	['VEGFB', 'KDR', 'VEGFA']
80	GO:CC	GO:0005902	microvillus	0.0022601832601885	True	"""Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."" [ISBN:0815316194]"	90	118	5	16420	0.0423728813559322	0.0555555555555555	query_1	['GO:0098858']	['ITGAV', 'ITGB3', 'JAM3', 'VCAM1', 'PDGFRA']
694	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	0.0022962142268272	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	130	118	6	15719	0.0508474576271186	0.0461538461538461	query_1	['GO:0030097', 'GO:0030154']	['SOS1', 'LYN', 'JAM3', 'KDR', 'PDGFRA', 'FLT1']
695	GO:BP	GO:1903035	negative regulation of response to wounding	0.0023152337942648	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	118	5	15719	0.0423728813559322	0.0588235294117647	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'CRK', 'VTN', 'THBS1', 'PDGFRA']
696	GO:BP	GO:0051489	regulation of filopodium assembly	0.0023605344406138	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	118	4	15719	0.0338983050847457	0.0833333333333333	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'AGRN', 'NRP1']
697	GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	0.0023605344406138	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	48	118	4	15719	0.0338983050847457	0.0833333333333333	query_1	['GO:0007265', 'GO:0046578', 'GO:0051058']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA3']
197	REAC	REAC:R-HSA-9703465	Signaling by FLT3 fusion proteins	0.002366485676243	True	Signaling by FLT3 fusion proteins	17	108	3	10022	0.0277777777777777	0.1764705882352941	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'GAB2']
196	REAC	REAC:R-HSA-167044	Signalling to RAS	0.002366485676243	True	Signalling to RAS	17	108	3	10022	0.0277777777777777	0.1764705882352941	query_1	['REAC:R-HSA-187687']	['SHC1', 'SOS1', 'SHC3']
195	REAC	REAC:R-HSA-5654695	PI-3K cascade:FGFR2	0.002366485676243	True	PI-3K cascade:FGFR2	17	108	3	10022	0.0277777777777777	0.1764705882352941	query_1	['REAC:R-HSA-5654696']	['PIK3R1', 'GAB1', 'PTPN11']
698	GO:BP	GO:0031345	negative regulation of cell projection organization	0.002381210195219	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	183	118	7	15719	0.059322033898305	0.0382513661202185	query_1	['GO:0030030', 'GO:0031344', 'GO:0051129']	['SPP1', 'LRP4', 'FYN', 'CDH1', 'NRP1', 'ITGA3', 'SEMA4D']
699	GO:BP	GO:0048864	stem cell development	0.0024296065107536	True	"""The process whose specific outcome is the progression of the stem cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to its specific fate."" [CL:0000034, GOC:isa_complete]"	86	118	5	15719	0.0423728813559322	0.0581395348837209	query_1	['GO:0048468', 'GO:0048863']	['FN1', 'RET', 'NRP2', 'NRP1', 'SEMA4D']
700	GO:BP	GO:0030324	lung development	0.0024532080772547	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	184	118	7	15719	0.059322033898305	0.0380434782608695	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']	['TGFB3', 'LOX', 'KDR', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
81	GO:CC	GO:0045211	postsynaptic membrane	0.0024559156453002	True	"""A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]"	256	118	8	16420	0.0677966101694915	0.03125	query_1	['GO:0097060', 'GO:0098794']	['ITGB3', 'STX1A', 'ITGA5', 'NRP2', 'MUSK', 'CRKL', 'NRP1', 'ITGA3']
701	GO:BP	GO:0006968	cellular defense response	0.0025410113941272	True	"""A defense response that is mediated by cells."" [GOC:ebc]"	49	118	4	15719	0.0338983050847457	0.0816326530612244	query_1	['GO:0006952']	['ITGB1', 'ITK', 'NCF1', 'PTK2B']
702	GO:BP	GO:0043535	regulation of blood vessel endothelial cell migration	0.0025515311766498	True	"""Any process that modulates the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	87	118	5	15719	0.0423728813559322	0.057471264367816	query_1	['GO:0010594', 'GO:0043534']	['KDR', 'PLCG1', 'VEGFA', 'NRP1', 'THBS1']
704	GO:BP	GO:0060445	branching involved in salivary gland morphogenesis	0.0025557616866939	True	"""The process in which the branching structure of the salivary gland is generated and organized."" [GOC:dph]"	21	118	3	15719	0.0254237288135593	0.1428571428571428	query_1	['GO:0007435', 'GO:0061138']	['HGF', 'NRP1', 'PLXNA1']
703	GO:BP	GO:0032368	regulation of lipid transport	0.0025557616866939	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	118	6	15719	0.0508474576271186	0.0451127819548872	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'THBS1', 'PTPN11']
706	GO:BP	GO:0030323	respiratory tube development	0.0026792525216276	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	118	7	15719	0.059322033898305	0.0374331550802139	query_1	['GO:0035295', 'GO:0048513']	['TGFB3', 'LOX', 'KDR', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
705	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.0026792525216276	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	118	7	15719	0.059322033898305	0.0374331550802139	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'CRK', 'HGF', 'NCF1', 'EGFR', 'PTK2B', 'VEGFA']
707	GO:BP	GO:2000351	regulation of endothelial cell apoptotic process	0.0027228113852459	True	"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	50	118	4	15719	0.0338983050847457	0.08	query_1	['GO:0072577', 'GO:1904035']	['ITGA4', 'KDR', 'PLCG1', 'THBS1']
198	REAC	REAC:R-HSA-3928662	EPHB-mediated forward signaling	0.002746304934223	True	EPHB-mediated forward signaling	40	108	4	10022	0.037037037037037	0.1	query_1	['REAC:R-HSA-2682334']	['LIMK1', 'FYN', 'LYN', 'PTK2']
718	GO:BP	GO:0038027	apolipoprotein A-I-mediated signaling pathway	0.0027689741034945	True	"""The series of molecular signals initiated by apolipoprotein A-I binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, PMID:16443932]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0007166']	['ITGAV', 'ITGB3']
719	GO:BP	GO:0050748	negative regulation of lipoprotein metabolic process	0.0027689741034945	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0031324', 'GO:0042157', 'GO:0050746', 'GO:0051248']	['ITGAV', 'ITGB3']
717	GO:BP	GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	0.0027689741034945	True	"""The series of molecular signals initiated by the binding of a vascular endothelial growth factor (VEGF) to its receptor on the surface of a cell, which activates or increases the frequency, rate or extent of endothelial cell chemotaxis."" [GOC:bf, GOC:BHF, GOC:rl, PMID:21245381]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0038089', 'GO:0048010', 'GO:2001028']	['KDR', 'VEGFA']
716	GO:BP	GO:0061550	cranial ganglion development	0.0027689741034945	True	"""The process whose specific outcome is the progression of a cranial ganglion over time, from its formation to the mature structure."" [GOC:dph]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0021545', 'GO:0061548']	['NRP2', 'NRP1']
715	GO:BP	GO:0071593	lymphocyte aggregation	0.0027689741034945	True	"""The adhesion of one lymphocyte to one or more other lymphocytes via adhesion molecules."" [GOC:sl]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0070486']	['ZAP70', 'JAM2']
714	GO:BP	GO:0036324	vascular endothelial growth factor receptor-2 signaling pathway	0.0027689741034945	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor-2 (VEGFR-2) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:uh, PMID:12967471, Wikipedia:Kinase_insert_domain_receptor, Wikipedia:VEGF_receptors]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0048010']	['KDR', 'VEGFA']
712	GO:BP	GO:1905598	negative regulation of low-density lipoprotein receptor activity	0.0027689741034945	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of low-density lipoprotein receptor activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:22848640]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0044092', 'GO:0048261']	['ITGAV', 'ITGB3']
713	GO:BP	GO:0097241	hematopoietic stem cell migration to bone marrow	0.0027689741034945	True	"""The orderly movement of a hematopoietic stem cell into the bone marrow, and its subsequent positioning within defined functional compartments in that microenvironment. A hematopoietic stem cell is a cell from which all cells of the lymphoid and myeloid lineages develop, including blood cells and cells of the immune system."" [CL:0000037, GOC:yaf, PMID:17368745]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0035701']	['JAM3', 'JAM2']
710	GO:BP	GO:0018057	peptidyl-lysine oxidation	0.0027689741034945	True	"""The oxidation of the terminal amino-methylene groups of peptidyl-L-lysine or peptidyl-5-hydroxy-L-lysine to aldehyde groups to form allysine or hydroxyallysine residues, respectively; these are intermediates in the formation of covalent cross-links between adjacent polypeptide chains in proteins such as collagens."" [ISBN:0198547684, RESID:AA0121]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0018158', 'GO:0018205']	['LOX', 'LOXL1']
709	GO:BP	GO:0046849	bone remodeling	0.0027689741034945	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	89	118	5	15719	0.0423728813559322	0.0561797752808988	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'SYK', 'PTK2B']
708	GO:BP	GO:0036484	trunk neural crest cell migration	0.0027689741034945	True	"""The characteristic movement of trunk neural crest cells from the neural tube to other locations in the vertebrate embryo."" [GOC:bf, GOC:mat, GOC:PARL, PMID:2387238]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0001755', 'GO:0035290']	['NRP2', 'NRP1']
711	GO:BP	GO:0035290	trunk segmentation	0.0027689741034945	True	"""Partitioning of the blastoderm embryo into trunk segmental units. In Drosophila, the trunk segments include thoracic segments and abdominal segments A1 to A8."" [PMID:1360402]"	5	118	2	15719	0.0169491525423728	0.4	query_1	['GO:0007350', 'GO:0035282']	['NRP2', 'NRP1']
199	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	0.0027902303346575	True	RHO GTPase cycle	441	108	13	10022	0.1203703703703703	0.0294784580498866	query_1	['REAC:R-HSA-194315']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'SRC', 'PIK3R1', 'SOS1', 'NCF1', 'SH3PXD2A', 'ZAP70', 'VAV1', 'PTK2B', 'LCK', 'PLXNA1']
720	GO:BP	GO:0010628	positive regulation of gene expression	0.0027953300278162	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	118	19	15719	0.1610169491525423	0.0171945701357466	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'RET', 'ITK', 'PLCG2', 'ADAM19', 'TNC', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11']
721	GO:BP	GO:0045216	cell-cell junction organization	0.0027953300278162	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	118	7	15719	0.059322033898305	0.037037037037037	query_1	['GO:0034330']	['SRC', 'TGFB3', 'JAM3', 'VCL', 'CDH1', 'VEGFA', 'TLN1']
722	GO:BP	GO:0033630	positive regulation of cell adhesion mediated by integrin	0.0028659351771833	True	"""Any process that activates or increases the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	22	118	3	15719	0.0254237288135593	0.1363636363636363	query_1	['GO:0033627', 'GO:0033628', 'GO:0045785']	['ITGB3', 'RET', 'SYK']
725	GO:BP	GO:0010543	regulation of platelet activation	0.0028686015163512	True	"""Any process that modulates the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	51	118	4	15719	0.0338983050847457	0.0784313725490196	query_1	['GO:0030168', 'GO:0050865']	['LYN', 'SYK', 'EMILIN1', 'PDGFRA']
723	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	0.0028686015163512	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	118	7	15719	0.059322033898305	0.0368421052631578	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['LIMK1', 'MET', 'TGFB3', 'PXN', 'GRB2', 'PTK2B', 'NRP1']
724	GO:BP	GO:0046850	regulation of bone remodeling	0.0028686015163512	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	118	4	15719	0.0338983050847457	0.0784313725490196	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'SYK']
726	GO:BP	GO:0032880	regulation of protein localization	0.002880112075518	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	846	118	16	15719	0.135593220338983	0.0189125295508274	query_1	['GO:0008104', 'GO:0060341']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'LRP4', 'STX1A', 'FYN', 'EGFR', 'VCL', 'ERBB2', 'CDH1', 'VEGFA', 'CRKL', 'ITGA3', 'PTPN11']
727	GO:BP	GO:0080135	regulation of cellular response to stress	0.0028900791075621	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	118	14	15719	0.1186440677966101	0.0205580029368575	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['MET', 'RAPGEF1', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'FYN', 'NCF1', 'BCL7B', 'LYN', 'FBLN5', 'EGFR', 'PTK2B', 'VEGFA']
728	GO:BP	GO:0007417	central nervous system development	0.0029329293522367	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1021	118	18	15719	0.1525423728813559	0.0176297747306562	query_1	['GO:0007399', 'GO:0048731']	['ITGB1', 'DNAJC30', 'SRC', 'CRK', 'SOS1', 'FYN', 'LYN', 'NRP2', 'EGFR', 'ERBB2', 'CDH1', 'SH3GL2', 'CRKL', 'VTN', 'SHC3', 'NRP1', 'PTPN11', 'PLXNA1']
82	GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	0.0029647057498943	True	"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]"	96	118	5	16420	0.0423728813559322	0.0520833333333333	query_1	['GO:0045202']	['ITGB1', 'STX1A', 'FYN', 'PLCG1', 'PTK2B']
729	GO:BP	GO:0014033	neural crest cell differentiation	0.0030157239688581	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neural crest cell."" [GOC:dh, GOC:ef]"	91	118	5	15719	0.0423728813559322	0.0549450549450549	query_1	['GO:0048762', 'GO:0048863']	['FN1', 'RET', 'NRP2', 'NRP1', 'SEMA4D']
730	GO:BP	GO:1901890	positive regulation of cell junction assembly	0.0030157239688581	True	"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	91	118	5	15719	0.0423728813559322	0.0549450549450549	query_1	['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']	['KDR', 'VEGFA', 'AGRN', 'NRP1', 'SEMA4D']
731	GO:BP	GO:0051496	positive regulation of stress fiber assembly	0.0030603110548652	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	52	118	4	15719	0.0338983050847457	0.0769230769230769	query_1	['GO:0032233', 'GO:0043149', 'GO:0051492']	['LIMK1', 'TGFB3', 'PXN', 'NRP1']
732	GO:BP	GO:0055123	digestive system development	0.0031043013308224	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	118	6	15719	0.0508474576271186	0.0431654676258992	query_1	['GO:0048731']	['SRC', 'TGFB3', 'RET', 'EGFR', 'CRKL', 'PDGFRA']
733	GO:BP	GO:0008104	protein localization	0.0031047993753607	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	118	32	15719	0.2711864406779661	0.0133388912046686	query_1	['GO:0070727']	['ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VPS37D', 'CRK', 'LRP4', 'LTBP1', 'STX1A', 'FYN', 'ITGA4', 'NCF1', 'MADCAM1', 'FBLN5', 'JAM3', 'EGFR', 'FBN1', 'VCL', 'FBN2', 'SYK', 'ERBB2', 'MUSK', 'CDH1', 'VEGFA', 'AGRN', 'GTF2IRD2', 'CRKL', 'NRP1', 'ITGB7', 'ITGA3', 'PTPN11']
734	GO:BP	GO:0031334	positive regulation of protein-containing complex assembly	0.0031096547253704	True	"""Any process that activates or increases the frequency, rate or extent of protein complex assembly."" [GOC:mah]"	193	118	7	15719	0.059322033898305	0.0362694300518134	query_1	['GO:0043254', 'GO:0044089', 'GO:0051130', 'GO:0065003']	['MET', 'SRC', 'PLCG2', 'GRB2', 'SYK', 'PTK2B', 'VEGFA']
735	GO:BP	GO:0031347	regulation of defense response	0.0031161449587783	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	687	118	14	15719	0.1186440677966101	0.0203784570596797	query_1	['GO:0006952', 'GO:0080134']	['SRC', 'CRK', 'HGF', 'PLCG2', 'FYN', 'NCF1', 'LYN', 'TNC', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EMILIN1', 'PTPN11']
83	GO:CC	GO:0005768	endosome	0.0031826181500301	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	118	17	16420	0.1440677966101695	0.0171890798786653	query_1	['GO:0012505', 'GO:0031410']	['RAPGEF1', 'ITGB1', 'SRC', 'VPS37D', 'RET', 'FYN', 'GRB2', 'EGFR', 'KDR', 'FCGR1A', 'ERBB2', 'CDH1', 'SH3GL2', 'VCAM1', 'NRP1', 'FLT1', 'GRAP2']
738	GO:BP	GO:0010640	regulation of platelet-derived growth factor receptor signaling pathway	0.0032068801733463	True	"""Any process that modulates the frequency, rate or extent of the platelet-derived growth factor receptor signaling pathway."" [GOC:dph, GOC:hjd, GOC:tb]"	23	118	3	15719	0.0254237288135593	0.1304347826086956	query_1	['GO:0009966', 'GO:0048008']	['SRC', 'LOX', 'CBL']
737	GO:BP	GO:0035024	negative regulation of Rho protein signal transduction	0.0032068801733463	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Rho protein signal transduction."" [GOC:bf]"	23	118	3	15719	0.0254237288135593	0.1304347826086956	query_1	['GO:0007266', 'GO:0035023', 'GO:0046580']	['MET', 'ITGB1', 'ITGA3']
736	GO:BP	GO:0021884	forebrain neuron development	0.0032068801733463	True	"""The process whose specific outcome is the progression of a neuron that resides in the forebrain, from its initial commitment to its fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	23	118	3	15719	0.0254237288135593	0.1304347826086956	query_1	['GO:0021879', 'GO:0021954']	['NRP2', 'NRP1', 'PLXNA1']
739	GO:BP	GO:0003007	heart morphogenesis	0.0032282037739803	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	118	8	15719	0.0677966101694915	0.0314960629921259	query_1	['GO:0007507', 'GO:0009887']	['SOS1', 'NRP2', 'VEGFA', 'CRKL', 'PTK2', 'NRP1', 'ADAM15', 'ELN']
740	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.0032380235417161	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	118	4	15719	0.0338983050847457	0.0754716981132075	query_1	['GO:0010517', 'GO:0060193']	['ITK', 'EGFR', 'PDGFRA', 'FLT1']
741	GO:BP	GO:0051049	regulation of transport	0.0032380235417161	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	118	25	15719	0.211864406779661	0.014792899408284	query_1	['GO:0006810', 'GO:0032879']	['RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'STX1A', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'VTN', 'GAB2', 'NRP1', 'THBS1', 'CBL', 'PTPN11']
742	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	0.0032380235417161	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	118	4	15719	0.0338983050847457	0.0754716981132075	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['FN1', 'ITGB3', 'EGFR', 'PDGFRA']
743	GO:BP	GO:0010761	fibroblast migration	0.0032380235417161	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	53	118	4	15719	0.0338983050847457	0.0754716981132075	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'PTK2', 'THBS1']
744	GO:BP	GO:0043393	regulation of protein binding	0.0032609932255641	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	118	7	15719	0.059322033898305	0.0358974358974358	query_1	['GO:0051098']	['SRC', 'CRK', 'LOX', 'ITGA4', 'VTN', 'NRP1', 'ADAM15']
745	GO:BP	GO:0033554	cellular response to stress	0.0032641768964254	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1891	118	27	15719	0.2288135593220339	0.0142781597038603	query_1	['GO:0006950', 'GO:0051716']	['MET', 'RAPGEF1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'PXN', 'FYN', 'NCF1', 'BCL7B', 'SMARCA5', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'EGFR', 'RFC2', 'PTK2B', 'VEGFA', 'CRKL', 'BAZ1B', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'TBL2']
200	REAC	REAC:R-HSA-416700	Other semaphorin interactions	0.0032702371582785	True	Other semaphorin interactions	19	108	3	10022	0.0277777777777777	0.1578947368421052	query_1	['REAC:R-HSA-373755']	['ITGB1', 'SEMA4D', 'PLXNA1']
747	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0032795357238875	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	141	118	6	15719	0.0508474576271186	0.0425531914893617	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1']
