Wiedemann-Rautenstrauch syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1047	GO:BP	GO:0022408	negative regulation of cell-cell adhesion	0.0034656047426389	True	"""Any process that stops, prevents or reduces the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	184	101	6	17376	0.0594059405940594	0.0326086956521739	query_1	['GO:0007162', 'GO:0022407', 'GO:0098609']	['APOA1', 'FGG', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2']
1048	GO:CC	GO:0005737	cytoplasm	0.0034684199408114	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11219	101	80	17376	0.7920792079207921	0.0071307603173188	query_1	['GO:0005622', 'GO:0110165']	['RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'PSAT1', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'LTBP1', 'SOS1', 'POLR3D', 'ITGA2B', 'PFDN1', 'ITGA5', 'PXN', 'FYN', 'IQGAP1', 'PDRG1', 'LAT', 'SH3PXD2A', 'ADAM19', 'LYN', 'GRB2', 'TNC', 'MFAP3', 'LCP2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'PAPSS2', 'FBN1', 'AOX1', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'LRCH3', 'TLN1', 'VCAM1', 'UXT', 'PTK2', 'RPAP3', 'LCK', 'POLR3A', 'THBS1', 'DNAAF10', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
1049	GO:CC	GO:0008180	COP9 signalosome	0.0034684199408114	True	"""A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome."" [PMID:11019806, PMID:12186635, PMID:14570571]"	34	101	3	17376	0.0297029702970297	0.088235294117647	query_1	['GO:0140513']	['LAT', 'GRB2', 'PLCG1']
1050	GO:BP	GO:0043170	macromolecule metabolic process	0.0034979572837254	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8540	101	66	17376	0.6534653465346535	0.0077283372365339	query_1	['GO:0071704']	['MET', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'PFDN1', 'ITGA5', 'PXN', 'FYN', 'IQGAP1', 'LAT', 'ADAM19', 'LYN', 'LMNB2', 'TNC', 'LCP2', 'LOXL1', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'HSP90AA1', 'FGB', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'UXT', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
1051	GO:BP	GO:0031323	regulation of cellular metabolic process	0.0035012001918737	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5073	101	45	17376	0.4455445544554455	0.0088704908338261	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['MET', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'FYN', 'IQGAP1', 'LAT', 'LYN', 'FBLN5', 'GRB2', 'LCP2', 'EGFR', 'URI1', 'APOA1', 'PFDN5', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'UXT', 'PTK2', 'EMILIN1', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
1052	GO:BP	GO:0042542	response to hydrogen peroxide	0.0035029735797189	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [GOC:jl]"	122	101	5	17376	0.0495049504950495	0.040983606557377	query_1	['GO:0000302', 'GO:0010033', 'GO:0010035']	['MET', 'SRC', 'CRK', 'FYN', 'PTK2B']
1053	GO:BP	GO:0051094	positive regulation of developmental process	0.0035750685598321	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1238	101	17	17376	0.1683168316831683	0.0137318255250403	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	['ITGB1', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'ITGA5', 'LYN', 'FBN2', 'SYK', 'PLCG1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'PTK2', 'EMILIN1', 'THBS1']
1054	GO:CC	GO:0110165	cellular anatomical entity	0.0035942583464377	True	"""A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex."" [GOC:kmv]"	16238	101	101	17376	1.0	0.0062199778297819	query_1	['GO:0005575']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'PSAT1', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA2B', 'PFDN1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'PDRG1', 'LAT', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'TNC', 'MFAP3', 'LCP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'PAPSS2', 'FBN1', 'AOX1', 'ITGAE', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'PFDN4', 'MFAP5', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'LRCH3', 'TLN1', 'VCAM1', 'UXT', 'PTK2', 'RPAP3', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'DNAAF10', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PTPN11', 'PDGFRA', 'PIH1D1', 'MFAP4']
1055	REAC	REAC:R-HSA-112399	IRS-mediated signalling	0.0036151245306227	True	IRS-mediated signalling	38	101	3	17376	0.0297029702970297	0.0789473684210526	query_1	['REAC:R-HSA-2428928', 'REAC:R-HSA-74751']	['PIK3R1', 'SOS1', 'PTPN11']
1056	GO:BP	GO:2000352	negative regulation of endothelial cell apoptotic process	0.0036565007315727	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	31	101	3	17376	0.0297029702970297	0.0967741935483871	query_1	['GO:0072577', 'GO:1904036', 'GO:2000351']	['FGA', 'FGB', 'FGG']
1057	GO:BP	GO:0051251	positive regulation of lymphocyte activation	0.0036632420284364	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	336	101	8	17376	0.0792079207920792	0.0238095238095238	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'VCAM1', 'LCK', 'PTPN11']
1058	GO:BP	GO:0043068	positive regulation of programmed cell death	0.0036649957926824	True	"""Any process that activates or increases the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	510	101	10	17376	0.099009900990099	0.0196078431372549	query_1	['GO:0010942', 'GO:0012501', 'GO:0043067']	['ITGB1', 'SRC', 'TGFB3', 'ITGA4', 'LYN', 'SYK', 'PLCG1', 'LCK', 'EMILIN1', 'THBS1']
1059	GO:BP	GO:0007611	learning or memory	0.0036848785665068	True	"""The acquisition and processing of information and/or the storage and retrieval of this information over time."" [GOC:jid, PMID:8938125]"	258	101	7	17376	0.0693069306930693	0.0271317829457364	query_1	['GO:0007610', 'GO:0050890']	['ITGB1', 'SRC', 'ITGA5', 'FYN', 'EGFR', 'MUSK', 'ITGA3']
1060	GO:BP	GO:0030032	lamellipodium assembly	0.0037027930743914	True	"""Formation of a lamellipodium, a thin sheetlike extension of the surface of a migrating cell."" [GOC:mah, ISBN:0815316194]"	71	101	4	17376	0.0396039603960396	0.056338028169014	query_1	['GO:0097581', 'GO:0120031']	['ITGB1', 'PIK3R1', 'HSP90AA1', 'VCL']
1061	GO:BP	GO:0030323	respiratory tube development	0.0037190109195071	True	"""The process whose specific outcome is the progression of the respiratory tube over time, from its formation to the mature structure. The respiratory tube is assumed to mean any tube in the respiratory tract."" [GOC:jid]"	187	101	6	17376	0.0594059405940594	0.0320855614973262	query_1	['GO:0035295', 'GO:0048513']	['TGFB3', 'LOX', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
1062	REAC	REAC:R-HSA-1250347	SHC1 events in ERBB4 signaling	0.003756960266561	True	SHC1 events in ERBB4 signaling	10	101	2	17376	0.0198019801980198	0.2	query_1	['REAC:R-HSA-1236394']	['SHC1', 'SOS1']
1063	REAC	REAC:R-HSA-8847993	ERBB2 Activates PTK6 Signaling	0.003756960266561	True	ERBB2 Activates PTK6 Signaling	10	101	2	17376	0.0198019801980198	0.2	query_1	['REAC:R-HSA-1227986', 'REAC:R-HSA-8848021']	['EGFR', 'ERBB2']
1064	REAC	REAC:R-HSA-9702518	STAT5 activation downstream of FLT3 ITD mutants	0.003756960266561	True	STAT5 activation downstream of FLT3 ITD mutants	10	101	2	17376	0.0198019801980198	0.2	query_1	['REAC:R-HSA-9703648']	['GRB2', 'PTPN11']
1065	REAC	REAC:R-HSA-166016	Toll Like Receptor 4 (TLR4) Cascade	0.0037918281291115	True	Toll Like Receptor 4 (TLR4) Cascade	143	101	5	17376	0.0495049504950495	0.0349650349650349	query_1	['REAC:R-HSA-168898']	['FGA', 'PLCG2', 'FGB', 'FGG', 'PTPN11']
1066	REAC	REAC:R-HSA-140877	Formation of Fibrin Clot (Clotting Cascade)	0.0038173304821839	True	Formation of Fibrin Clot (Clotting Cascade)	39	101	3	17376	0.0297029702970297	0.0769230769230769	query_1	['REAC:R-HSA-109582']	['FGA', 'FGB', 'FGG']
1067	REAC	REAC:R-HSA-9013404	RAC2 GTPase cycle	0.0038564314993661	True	RAC2 GTPase cycle	85	101	4	17376	0.0396039603960396	0.0470588235294117	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R1', 'IQGAP1', 'VAV1']
1068	GO:CC	GO:0045178	basal part of cell	0.0038794088817924	True	"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"	276	101	7	17376	0.0693069306930693	0.0253623188405797	query_1	['GO:0110165']	['MET', 'ITGA9', 'IQGAP1', 'EGFR', 'HSP90AA1', 'ERBB2', 'ITGA3']
1069	GO:CC	GO:0016600	flotillin complex	0.0039127156029944	True	"""A protein complex that contains flotillin-1 and flotillin-2, and may contain associated proteins. Flotillins associate into membrane microdomains resembling caveolae."" [PMID:17206938, PMID:17600709]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0005901', 'GO:0098797']	['CDH1', 'CBL']
1070	GO:CC	GO:0044294	dendritic growth cone	0.0039127156029944	True	"""The migrating motile tip of a growing nerve cell dendrite."" [GOC:jl]"	9	101	2	17376	0.0198019801980198	0.2222222222222222	query_1	['GO:0030426', 'GO:0044292']	['SRC', 'HSP90AA1']
1071	GO:BP	GO:0048333	mesodermal cell differentiation	0.0039737743406915	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mesoderm cell."" [GOC:dgh]"	32	101	3	17376	0.0297029702970297	0.09375	query_1	['GO:0001707', 'GO:0030154']	['ITGB1', 'ITGB3', 'ITGA3']
1072	GO:BP	GO:0001941	postsynaptic membrane organization	0.0039737743406915	True	"""A process which results in the assembly, arrangement of constituent parts, or disassembly of a postsynaptic membrane, the specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft)."" [GOC:dph, GOC:pr]"	32	101	3	17376	0.0297029702970297	0.09375	query_1	['GO:0061024', 'GO:0099173']	['LRP4', 'MUSK', 'CRKL']
1073	GO:BP	GO:1903670	regulation of sprouting angiogenesis	0.0039737743406915	True	"""Any process that modulates the frequency, rate or extent of sprouting angiogenesis."" [GO_REF:0000058, GOC:TermGenie, PMID:16756958]"	32	101	3	17376	0.0297029702970297	0.09375	query_1	['GO:0002040', 'GO:0045765']	['ITGA5', 'VEGFA', 'THBS1']
1074	GO:BP	GO:0051960	regulation of nervous system development	0.0039815790570109	True	"""Any process that modulates the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]"	426	101	9	17376	0.0891089108910891	0.0211267605633802	query_1	['GO:0007399', 'GO:2000026']	['ITGB1', 'FN1', 'SPP1', 'LRP4', 'LYN', 'CDH1', 'VEGFA', 'AGRN', 'JAM2']
1075	GO:BP	GO:0042476	odontogenesis	0.0039860154811761	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	126	101	5	17376	0.0495049504950495	0.0396825396825396	query_1	['GO:0009887']	['SRC', 'TGFB3', 'LRP4', 'ITGB6', 'PDGFRA']
1076	GO:BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.0040071317800541	True	"""Any process that modulates the frequency, rate or extent of signaling via a stress-activated protein kinase signaling cascade."" [GOC:mah]"	190	101	6	17376	0.0594059405940594	0.031578947368421	query_1	['GO:0031098', 'GO:0080135', 'GO:1902531']	['RAPGEF1', 'CRK', 'LYN', 'EGFR', 'PTK2B', 'VEGFA']
1077	GO:BP	GO:0014909	smooth muscle cell migration	0.0040664670704195	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	101	4	17376	0.0396039603960396	0.0547945205479452	query_1	['GO:0014812']	['SRC', 'ITGB3', 'CRK', 'VTN']
1078	REAC	REAC:R-HSA-3928662	EPHB-mediated forward signaling	0.0040750031378984	True	EPHB-mediated forward signaling	40	101	3	17376	0.0297029702970297	0.075	query_1	['REAC:R-HSA-2682334']	['FYN', 'LYN', 'PTK2']
1079	GO:BP	GO:0090101	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0042440270850724	True	"""Any process that decreases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	128	101	5	17376	0.0495049504950495	0.0390625	query_1	['GO:0007178', 'GO:0009968', 'GO:0090092']	['TGFB3', 'LTBP1', 'FBN1', 'FBN2', 'EMILIN1']
1080	GO:BP	GO:0002250	adaptive immune response	0.0042440270850724	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	521	101	10	17376	0.099009900990099	0.019193857965451	query_1	['GO:0006955']	['FGA', 'ITK', 'FYN', 'LAT', 'LYN', 'JAM3', 'FGB', 'SYK', 'FCGR1A', 'PTK2B']
1081	GO:BP	GO:0048565	digestive tract development	0.0042440270850724	True	"""The process whose specific outcome is the progression of the digestive tract over time, from its formation to the mature structure. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	128	101	5	17376	0.0495049504950495	0.0390625	query_1	['GO:0035295', 'GO:0055123']	['SRC', 'TGFB3', 'EGFR', 'CRKL', 'PDGFRA']
1082	GO:BP	GO:0001101	response to acid chemical	0.0042440270850724	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	101	5	17376	0.0495049504950495	0.0390625	query_1	['GO:0042221']	['FYN', 'LYN', 'EGFR', 'VEGFA', 'PDGFRA']
1083	GO:BP	GO:0048050	post-embryonic eye morphogenesis	0.0042735447951867	True	"""The process, occurring after embryonic development, by which the anatomical structures of the eye are generated and organized. The eye is the organ of sight."" [GOC:jid, GOC:sensu]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0048563', 'GO:0048592']	['FBN1', 'MFAP2']
1084	GO:BP	GO:0038134	ERBB2-EGFR signaling pathway	0.0042735447951867	True	"""The series of molecular signals initiated by binding of a ligand to an epidermal growth factor receptor (EGFR/ERBB1) on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and EGFR. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as EGFR."" [GOC:signaling, PMID:16460914, Reactome:R-HSA-1963589]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0007173', 'GO:0038128']	['EGFR', 'ERBB2']
1085	GO:BP	GO:2000586	regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0042735447951867	True	"""Any process that modulates the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0010640', 'GO:0035791']	['SRC', 'LOX']
1086	GO:BP	GO:1904396	regulation of neuromuscular junction development	0.0042735447951867	True	"""Any process that modulates the frequency, rate or extent of neuromuscular junction development."" [GO_REF:0000058, GOC:TermGenie, PMID:7722643]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0007528', 'GO:0050807']	['MUSK', 'AGRN']
1087	GO:BP	GO:0002576	platelet degranulation	0.0042735447951867	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet."" [GOC:add]"	8	101	2	17376	0.0198019801980198	0.25	query_1	['GO:0045055', 'GO:0051649']	['LYN', 'SYK']
1088	REAC	REAC:R-HSA-749476	RNA Polymerase III Abortive And Retractive Initiation	0.0043417944253921	True	RNA Polymerase III Abortive And Retractive Initiation	41	101	3	17376	0.0297029702970297	0.073170731707317	query_1	['REAC:R-HSA-74158']	['POLR3E', 'POLR3D', 'POLR3A']
1089	REAC	REAC:R-HSA-74158	RNA Polymerase III Transcription	0.0043417944253921	True	RNA Polymerase III Transcription	41	101	3	17376	0.0297029702970297	0.073170731707317	query_1	['REAC:R-HSA-74160']	['POLR3E', 'POLR3D', 'POLR3A']
1090	GO:BP	GO:0009314	response to radiation	0.0043875062562676	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	433	101	9	17376	0.0891089108910891	0.0207852193995381	query_1	['GO:0009628']	['ITGB1', 'ITGB3', 'PIK3R1', 'GRB2', 'EGFR', 'VCAM1', 'ITGB6', 'CBL', 'MFAP4']
1091	GO:BP	GO:0006810	transport	0.0043918307515137	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4220	101	39	17376	0.3861386138613861	0.0092417061611374	query_1	['GO:0051234']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'LRP4', 'FYN', 'ITGA4', 'LAT', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'VTN', 'UXT', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11']
1092	REAC	REAC:R-HSA-1059683	Interleukin-6 signaling	0.0044050333038718	True	Interleukin-6 signaling	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['REAC:R-HSA-6783589']	['CBL', 'PTPN11']
1093	REAC	REAC:R-HSA-179812	GRB2 events in EGFR signaling	0.0044050333038718	True	GRB2 events in EGFR signaling	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['REAC:R-HSA-177929']	['SOS1', 'EGFR']
1094	REAC	REAC:R-HSA-170968	Frs2-mediated activation	0.0044050333038718	True	Frs2-mediated activation	11	101	2	17376	0.0198019801980198	0.1818181818181818	query_1	['REAC:R-HSA-169893']	['RAPGEF1', 'CRKL']
1095	GO:BP	GO:0034103	regulation of tissue remodeling	0.0044226280862716	True	"""Any process that modulates the frequency, rate, or extent of tissue remodeling."" [GOC:add]"	75	101	4	17376	0.0396039603960396	0.0533333333333333	query_1	['GO:0048771', 'GO:0051239']	['SRC', 'SPP1', 'ITGB3', 'SYK']
1096	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	0.0044226280862716	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	101	4	17376	0.0396039603960396	0.0533333333333333	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['SRC', 'HSP90AA1', 'PTK2B', 'VEGFA']
1097	GO:BP	GO:0043393	regulation of protein binding	0.004474942456264	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	195	101	6	17376	0.0594059405940594	0.0307692307692307	query_1	['GO:0051098']	['SRC', 'CRK', 'LOX', 'ITGA4', 'VTN', 'ADAM15']
1098	GO:BP	GO:0051234	establishment of localization	0.004474942456264	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4374	101	40	17376	0.396039603960396	0.0091449474165523	query_1	['GO:0051179']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'LRP4', 'FYN', 'ITGA4', 'LAT', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'EGFR', 'APOA1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'VTN', 'UXT', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PIH1D1']
1099	GO:BP	GO:0033043	regulation of organelle organization	0.004474942456264	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	101	16	17376	0.1584158415841584	0.0138768430182133	query_1	['GO:0006996', 'GO:0051128']	['MET', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'IQGAP1', 'GRB2', 'JAM3', 'APOA1', 'PTK2B', 'PFDN2', 'PTK2', 'ELN', 'PDGFRA']
1100	GO:BP	GO:0046887	positive regulation of hormone secretion	0.004474942456264	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	130	101	5	17376	0.0495049504950495	0.0384615384615384	query_1	['GO:0010647', 'GO:0023056', 'GO:0046879', 'GO:0046883', 'GO:1903532']	['SPP1', 'FGA', 'FGB', 'FGG', 'PTPN11']
1101	GO:BP	GO:0048568	embryonic organ development	0.0044834696962917	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	435	101	9	17376	0.0891089108910891	0.0206896551724137	query_1	['GO:0009790', 'GO:0048513']	['TGFB3', 'GRB2', 'EGFR', 'FBN1', 'FBN2', 'VEGFA', 'MFAP2', 'MFAP5', 'PDGFRA']
1102	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	0.004542614352408	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	42	101	3	17376	0.0297029702970297	0.0714285714285714	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'PTPN11']
1103	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	0.004542614352408	True	IGF1R signaling cascade	42	101	3	17376	0.0297029702970297	0.0714285714285714	query_1	['REAC:R-HSA-2404192']	['PIK3R1', 'SOS1', 'PTPN11']
1104	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	0.004542614352408	True	IRS-related events triggered by IGF1R	42	101	3	17376	0.0297029702970297	0.0714285714285714	query_1	['REAC:R-HSA-2428924']	['PIK3R1', 'SOS1', 'PTPN11']
1105	GO:BP	GO:1902075	cellular response to salt	0.0045826512823858	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a salt stimulus."" [GOC:mls, GOC:TermGenie, PMID:16666921]"	196	101	6	17376	0.0594059405940594	0.0306122448979591	query_1	['GO:0070887', 'GO:1902074']	['PLCG2', 'FYN', 'IQGAP1', 'CDH1', 'AGRN', 'CRKL']
1106	GO:BP	GO:0034405	response to fluid shear stress	0.0045984468589817	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fluid shear stress stimulus. Fluid shear stress is the force acting on an object in a system where the fluid is moving across a solid surface."" [GOC:sl]"	34	101	3	17376	0.0297029702970297	0.088235294117647	query_1	['GO:0006950']	['SRC', 'TGFB3', 'PTK2B']
1107	GO:BP	GO:0043154	negative regulation of cysteine-type endopeptidase activity involved in apoptotic process	0.0045984468589817	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cysteine-type endopeptidase activity involved in the apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	76	101	4	17376	0.0396039603960396	0.0526315789473684	query_1	['GO:0043066', 'GO:0043281', 'GO:2000117']	['SRC', 'VEGFA', 'THBS1', 'PIH1D1']
