COG7-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
607	GO:BP	GO:0014070	response to organic cyclic compound	0.0002913054581994	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	101	17	15719	0.1683168316831683	0.019036954087346	query_1	['GO:0010033']	['BCL2L11', 'HSPA1A', 'GSK3B', 'BCL2', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'CFLAR', 'HSP90AA1', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'APP', 'BAD']
608	GO:BP	GO:0070663	regulation of leukocyte proliferation	0.0002913054581994	True	"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	264	101	9	15719	0.0891089108910891	0.034090909090909	query_1	['GO:0042127', 'GO:0070661']	['CARD11', 'TNFRSF1B', 'BCL2', 'FADD', 'BID', 'TNFAIP3', 'PYCARD', 'TRAF6', 'BCL2L1']
609	GO:BP	GO:0034605	cellular response to heat	0.0002990479407994	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:mah]"	63	101	5	15719	0.0495049504950495	0.0793650793650793	query_1	['GO:0009408', 'GO:0033554']	['HSPA1A', 'GSK3B', 'CREBBP', 'HSP90AB1', 'HSP90AA1']
610	GO:BP	GO:1901215	negative regulation of neuron death	0.0003008912515168	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	205	101	8	15719	0.0792079207920792	0.0390243902439024	query_1	['GO:0060548', 'GO:0070997', 'GO:1901214']	['BAX', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'IKBKG', 'TRAF2', 'BCL2L1']
612	GO:BP	GO:0032688	negative regulation of interferon-beta production	0.0003106738901455	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of interferon-beta production."" [GOC:mah, PMID:15546383]"	12	101	3	15719	0.0297029702970297	0.25	query_1	['GO:0032480', 'GO:0032608', 'GO:0032648']	['RELB', 'PYCARD', 'REL']
613	GO:BP	GO:0048563	post-embryonic animal organ morphogenesis	0.0003106738901455	True	"""Morphogenesis, during the post-embryonic phase, of an animal tissue or tissues that work together to perform a specific function or functions. Morphogenesis pertains to process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	12	101	3	15719	0.0297029702970297	0.25	query_1	['GO:0009886', 'GO:0009887', 'GO:0048569']	['BCL2L11', 'BAX', 'BAK1']
614	GO:BP	GO:0097264	self proteolysis	0.0003106738901455	True	"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their own peptide bonds."" [GOC:yaf, PMID:18676612, PMID:19144634]"	12	101	3	15719	0.0297029702970297	0.25	query_1	['GO:0006508']	['CARD8', 'NLRP1', 'CASP8']
611	GO:BP	GO:0006983	ER overload response	0.0003106738901455	True	"""The series of molecular signals initiated by the accumulation of normal or misfolded proteins in the endoplasmic reticulum and leading to activation of transcription by NF-kappaB."" [PMID:10390516]"	12	101	3	15719	0.0297029702970297	0.25	query_1	['GO:0006984', 'GO:0034976', 'GO:0071216']	['BCL2L11', 'GSK3B', 'TP53']
615	GO:BP	GO:0009408	response to heat	0.000315777598387	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]"	104	101	6	15719	0.0594059405940594	0.0576923076923076	query_1	['GO:0006950', 'GO:0009266']	['HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'HSP90AB1', 'HSP90AA1']
616	GO:BP	GO:0030183	B cell differentiation	0.0003157933818799	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	101	7	15719	0.0693069306930693	0.0460526315789473	query_1	['GO:0030098', 'GO:0042113']	['CARD11', 'BAX', 'BCL2', 'MALT1', 'BAK1', 'TP53', 'BAD']
617	GO:BP	GO:2000401	regulation of lymphocyte migration	0.0003185708346131	True	"""Any process that modulates the frequency, rate or extent of lymphocyte migration."" [GOC:mah]"	64	101	5	15719	0.0495049504950495	0.078125	query_1	['GO:0071675', 'GO:0072676']	['AKT1', 'FADD', 'TNFSF14', 'PYCARD', 'APP']
618	GO:BP	GO:0051726	regulation of cell cycle	0.0003201744568672	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1089	101	19	15719	0.1881188118811881	0.017447199265381	query_1	['GO:0007049', 'GO:0050794']	['BCL2L11', 'BAX', 'HSPA1A', 'AKT1', 'BCL2', 'HSP90AB1', 'BTRC', 'TNF', 'BID', 'BIRC3', 'TNFAIP3', 'BIRC2', 'BCL2L1', 'SFN', 'BAK1', 'APP', 'FBXW7', 'TP53', 'CDC37']
619	GO:BP	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	0.0003230575563096	True	"""Any process that modulates the frequency, rate or extent of an endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:rl, GOC:TermGenie, PMID:20160352]"	33	101	4	15719	0.0396039603960396	0.1212121212121212	query_1	['GO:0070059', 'GO:1905897', 'GO:2001242']	['BCL2L11', 'HSPA1A', 'BBC3', 'BCL2L1']
620	GO:BP	GO:0050821	protein stabilization	0.0003279900132148	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	101	8	15719	0.0792079207920792	0.0384615384615384	query_1	['GO:0031647']	['HSPA1A', 'HSP90AB1', 'TNIP2', 'HSP90AA1', 'COG7', 'FBXW7', 'TP53', 'CDC37']
621	GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.0003285515633805	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	725	101	15	15719	0.1485148514851485	0.0206896551724137	query_1	['GO:0032501', 'GO:0042592']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'AKT1', 'BCL2', 'FOXO3', 'TNF', 'FAS', 'FADD', 'TNFSF14', 'TNFAIP3', 'TRAF6', 'BAK1', 'BCL10']
622	GO:BP	GO:0043408	regulation of MAPK cascade	0.0003500164379258	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	101	14	15719	0.1386138613861386	0.0217391304347826	query_1	['GO:0000165', 'GO:1902531']	['TRAF3', 'TNF', 'FAS', 'RIPK1', 'CFLAR', 'TNIP1', 'TAB1', 'TRAF2', 'MAP3K7', 'LTBR', 'PYCARD', 'TRAF6', 'APP', 'FBXW7']
141	REAC	REAC:R-HSA-114294	Activation, translocation and oligomerization of BAX	0.000350616045842	True	Activation, translocation and oligomerization of BAX	2	94	2	10022	0.0212765957446808	1.0	query_1	['REAC:R-HSA-109606']	['BAX', 'BID']
140	REAC	REAC:R-HSA-111452	Activation and oligomerization of BAK protein	0.000350616045842	True	Activation and oligomerization of BAK protein	2	94	2	10022	0.0212765957446808	1.0	query_1	['REAC:R-HSA-109606']	['BID', 'BAK1']
142	REAC	REAC:R-HSA-844623	The IPAF inflammasome	0.000350616045842	True	The IPAF inflammasome	2	94	2	10022	0.0212765957446808	1.0	query_1	['REAC:R-HSA-622312']	['NLRC4', 'CASP1']
139	REAC	REAC:R-HSA-9759194	Nuclear events mediated by NFE2L2	0.000350616045842	True	Nuclear events mediated by NFE2L2	78	94	6	10022	0.0638297872340425	0.0769230769230769	query_1	['REAC:R-HSA-9755511']	['GSK3B', 'CREBBP', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
623	GO:BP	GO:2000406	positive regulation of T cell migration	0.0003614175597584	True	"""Any process that activates or increases the frequency, rate or extent of T cell migration."" [GOC:mah]"	34	101	4	15719	0.0396039603960396	0.1176470588235294	query_1	['GO:0072678', 'GO:2000403', 'GO:2000404']	['FADD', 'TNFSF14', 'PYCARD', 'APP']
624	GO:BP	GO:0051443	positive regulation of ubiquitin-protein transferase activity	0.0003614175597584	True	"""Any process that activates, maintains or increases the rate of ubiquitin transferase activity."" [GOC:ai, GOC:tb]"	34	101	4	15719	0.0396039603960396	0.1176470588235294	query_1	['GO:0031398', 'GO:0051347', 'GO:0051438']	['BTRC', 'SKP1', 'FBXW7', 'UBE2N']
625	GO:BP	GO:0035966	response to topologically incorrect protein	0.0003669376796681	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a protein that is not folded in its correct three-dimensional structure."" [GOC:bf]"	156	101	7	15719	0.0693069306930693	0.0448717948717948	query_1	['GO:0006950', 'GO:0010033']	['BCL2L11', 'BAX', 'HSPA1A', 'HSP90AB1', 'BBC3', 'HSP90AA1', 'BAK1']
626	GO:BP	GO:1904748	regulation of apoptotic process involved in development	0.0003917985793236	True	"""Any process that modulates the frequency, rate or extent of apoptotic process involved in development."" [GO_REF:0000058, GOC:TermGenie, PMID:22801495]"	13	101	3	15719	0.0297029702970297	0.2307692307692307	query_1	['GO:0042981', 'GO:0050793', 'GO:1902742']	['BAX', 'TNFRSF1B', 'TNFRSF1A']
630	GO:BP	GO:1901030	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	0.0003917985793236	True	"""Any process that activates or increases the frequency, rate or extent of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:TermGenie]"	13	101	3	15719	0.0297029702970297	0.2307692307692307	query_1	['GO:0010822', 'GO:0035794', 'GO:0051050', 'GO:0097345', 'GO:1901028']	['GSK3B', 'BBC3', 'BAK1']
629	GO:BP	GO:0120305	regulation of pigmentation	0.0003917985793236	True	"""Any process that modulates the frequency, rate or extent of the deposition or modulates the distribution of coloring matter in an organism."" [GOC:krc]"	13	101	3	15719	0.0297029702970297	0.2307692307692307	query_1	['GO:0043473', 'GO:0050789']	['BCL2L11', 'BAX', 'BCL2']
628	GO:BP	GO:0048070	regulation of developmental pigmentation	0.0003917985793236	True	"""Any process that modulates the frequency, rate or extent of the developmental process that results in the deposition of coloring matter in an organism."" [GOC:dph, GOC:jid, GOC:tb]"	13	101	3	15719	0.0297029702970297	0.2307692307692307	query_1	['GO:0048066', 'GO:0120305']	['BCL2L11', 'BAX', 'BCL2']
627	GO:BP	GO:1902337	regulation of apoptotic process involved in morphogenesis	0.0003917985793236	True	"""Any process that modulates the frequency, rate or extent of apoptotic process involved in morphogenesis."" [GOC:sart, GOC:TermGenie, PMID:12202035]"	13	101	3	15719	0.0297029702970297	0.2307692307692307	query_1	['GO:0060561', 'GO:1904748']	['BAX', 'TNFRSF1B', 'TNFRSF1A']
631	GO:BP	GO:1901652	response to peptide	0.0004015117157617	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	491	101	12	15719	0.1188118811881188	0.0244399185336048	query_1	['GO:0010243', 'GO:1901700']	['BCL2L11', 'GSK3B', 'AKT1', 'RELA', 'TNF', 'NFKB1', 'CFLAR', 'TNFAIP3', 'NLRP1', 'NFKBIA', 'APP', 'TP53']
632	GO:BP	GO:0010466	negative regulation of peptidase activity	0.0004059897489253	True	"""Any process that stops or reduces the rate of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:dph, GOC:tb]"	215	101	8	15719	0.0792079207920792	0.0372093023255813	query_1	['GO:0045861', 'GO:0051346', 'GO:0052547']	['AKT1', 'CARD8', 'TNF', 'TNFSF14', 'BIRC3', 'BIRC2', 'SFN', 'APP']
633	GO:BP	GO:0071453	cellular response to oxygen levels	0.0004086171649983	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	159	101	7	15719	0.0693069306930693	0.0440251572327044	query_1	['GO:0070482', 'GO:0070887']	['AKT1', 'BCL2', 'FAS', 'BBC3', 'CFLAR', 'TP53', 'BAD']
636	GO:BP	GO:1903201	regulation of oxidative stress-induced cell death	0.0004143906310218	True	"""Any process that modulates the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	68	101	5	15719	0.0495049504950495	0.0735294117647058	query_1	['GO:0010941', 'GO:0036473', 'GO:1900407']	['AKT1', 'MCL1', 'TNF', 'RIPK1', 'FBXW7']
634	GO:BP	GO:0001666	response to hypoxia	0.0004143906310218	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	101	9	15719	0.0891089108910891	0.0323741007194244	query_1	['GO:0006950', 'GO:0036293']	['CREBBP', 'BCL2', 'TNF', 'LTA', 'BBC3', 'CFLAR', 'BIRC2', 'TP53', 'BAD']
635	GO:BP	GO:0030098	lymphocyte differentiation	0.0004143906310218	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	417	101	11	15719	0.1089108910891089	0.026378896882494	query_1	['GO:0046649', 'GO:1903131']	['CARD11', 'BAX', 'BCL2', 'FOXO3', 'FADD', 'NLRP3', 'MALT1', 'RELB', 'BAK1', 'TP53', 'BAD']
143	REAC	REAC:R-HSA-5663202	Diseases of signal transduction by growth factor receptors and second messengers	0.0004381258620799	True	Diseases of signal transduction by growth factor receptors and second messengers	410	94	13	10022	0.1382978723404255	0.0317073170731707	query_1	['REAC:R-HSA-1643685']	['BCL2L11', 'GSK3B', 'AKT1', 'CREBBP', 'CHUK', 'FOXO3', 'RBX1', 'SKP1', 'HSP90AA1', 'BCL2L1', 'CUL1', 'BAD', 'CDC37']
637	GO:BP	GO:1905898	positive regulation of response to endoplasmic reticulum stress	0.0004452957288664	True	"""Any process that activates or increases the frequency, rate or extent of response to endoplasmic reticulum stress."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:21803450]"	36	101	4	15719	0.0396039603960396	0.1111111111111111	query_1	['GO:0034976', 'GO:0048522', 'GO:0048584', 'GO:1905897']	['BCL2L11', 'BAX', 'BBC3', 'BAK1']
638	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	0.0004621874660829	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	101	10	15719	0.099009900990099	0.0285714285714285	query_1	['GO:0045859']	['AKT1', 'TNF', 'TAB1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'PYCARD', 'TRAF6', 'SFN', 'CDC37']
144	REAC	REAC:R-HSA-9762114	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	0.0004753059897574	True	GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	52	94	5	10022	0.0531914893617021	0.0961538461538461	query_1	['REAC:R-HSA-9759194']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
146	REAC	REAC:R-HSA-9708530	Regulation of BACH1 activity	0.0004859519227211	True	Regulation of BACH1 activity	11	94	3	10022	0.0319148936170212	0.2727272727272727	query_1	['REAC:R-HSA-9755511']	['RBX1', 'SKP1', 'CUL1']
147	REAC	REAC:R-HSA-193692	Regulated proteolysis of p75NTR	0.0004859519227211	True	Regulated proteolysis of p75NTR	11	94	3	10022	0.0319148936170212	0.2727272727272727	query_1	['REAC:R-HSA-193704']	['RELA', 'NFKB1', 'TRAF6']
145	REAC	REAC:R-HSA-9614399	Regulation of localization of FOXO transcription factors	0.0004859519227211	True	Regulation of localization of FOXO transcription factors	11	94	3	10022	0.0319148936170212	0.2727272727272727	query_1	['REAC:R-HSA-9614085']	['AKT1', 'FOXO3', 'SFN']
639	GO:BP	GO:1901029	negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway	0.0004893472229878	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:TermGenie]"	14	101	3	15719	0.0297029702970297	0.2142857142857142	query_1	['GO:0010823', 'GO:0035795', 'GO:0097345', 'GO:1901028', 'GO:2001234']	['HSPA1A', 'BCL2L1', 'BAK1']
640	GO:BP	GO:0048536	spleen development	0.000494492855953	True	"""The process whose specific outcome is the progression of the spleen over time, from its formation to the mature structure. The spleen is a large vascular lymphatic organ composed of white and red pulp, involved both in hemopoietic and immune system functions."" [GOC:add, ISBN:0781735149]"	37	101	4	15719	0.0396039603960396	0.1081081081081081	query_1	['GO:0048534']	['BCL2L11', 'BCL2', 'FADD', 'NFKB2']
641	GO:BP	GO:0098586	cellular response to virus	0.0005403663680241	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a virus."" [GOC:dos]"	72	101	5	15719	0.0495049504950495	0.0694444444444444	query_1	['GO:0009615']	['BAX', 'CHUK', 'IKBKE', 'NFKB1', 'HSP90AA1']
642	GO:BP	GO:1904646	cellular response to amyloid-beta	0.0005482430903732	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:23555824]"	38	101	4	15719	0.0396039603960396	0.1052631578947368	query_1	['GO:1901653', 'GO:1904645']	['BCL2L11', 'GSK3B', 'TNF', 'APP']
643	GO:BP	GO:0002761	regulation of myeloid leukocyte differentiation	0.0005543010684557	True	"""Any process that modulates the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	116	101	6	15719	0.0594059405940594	0.0517241379310344	query_1	['GO:0002573', 'GO:0045637', 'GO:1902105']	['TNF', 'FADD', 'RIPK1', 'TRAF6', 'CASP8', 'FBXW7']
644	GO:BP	GO:0071675	regulation of mononuclear cell migration	0.0005543010684557	True	"""Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	116	101	6	15719	0.0594059405940594	0.0517241379310344	query_1	['GO:0002685', 'GO:0071674']	['AKT1', 'TNF', 'FADD', 'TNFSF14', 'PYCARD', 'APP']
645	GO:BP	GO:0046907	intracellular transport	0.0005736643335015	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	101	23	15719	0.2277227722772277	0.0148100450740502	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'RNF31', 'BID', 'BBC3', 'MALT1', 'HSP90AA1', 'FBXW11', 'SNX33', 'COG7', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'APP', 'FBXW7', 'TP53', 'BAD', 'CDC37']
646	GO:BP	GO:1900044	regulation of protein K63-linked ubiquitination	0.0006013152086333	True	"""Any process that modulates the frequency, rate or extent of protein K63-linked ubiquitination."" [GOC:TermGenie]"	15	101	3	15719	0.0297029702970297	0.2	query_1	['GO:0070534', 'GO:1902914']	['UBE2V1', 'BIRC2', 'UBE2N']
647	GO:BP	GO:0035821	modulation of process of another organism	0.0006013152086333	True	"""The process in which an organism effects a change in the structure or processes of another organism."" [GOC:bf]"	15	101	3	15719	0.0297029702970297	0.2	query_1	['GO:0044419']	['BCL2L11', 'BCL2L1', 'BAD']
648	GO:BP	GO:2000008	regulation of protein localization to cell surface	0.0006022790625208	True	"""Any process that modulates the frequency, rate or extent of protein localization to the cell surface."" [GOC:obol]"	39	101	4	15719	0.0396039603960396	0.1025641025641025	query_1	['GO:0032880', 'GO:0034394']	['AKT1', 'HSP90AB1', 'TNF', 'SNX33']
148	REAC	REAC:R-HSA-3371497	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	0.0006055660503599	True	HSP90 chaperone cycle for steroid hormone receptors (SHR) in the presence of ligand	55	94	5	10022	0.0531914893617021	0.0909090909090909	query_1	['REAC:R-HSA-2262752']	['STIP1', 'HSPA1A', 'HSP90AB1', 'FKBP5', 'HSP90AA1']
649	GO:BP	GO:0071677	positive regulation of mononuclear cell migration	0.000608278806605	True	"""Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	74	101	5	15719	0.0495049504950495	0.0675675675675675	query_1	['GO:0002687', 'GO:0071674', 'GO:0071675']	['TNF', 'FADD', 'TNFSF14', 'PYCARD', 'APP']
650	GO:BP	GO:0048511	rhythmic process	0.0006210584754481	True	"""Any process pertinent to the generation and maintenance of rhythms in the physiology of an organism."" [GOC:jid]"	294	101	9	15719	0.0891089108910891	0.0306122448979591	query_1	['GO:0008150']	['GSK3B', 'CREBBP', 'BTRC', 'TNF', 'NFKB2', 'FBXW11', 'RELB', 'FBXW7', 'TP53']
651	GO:BP	GO:0030217	T cell differentiation	0.0006527502590657	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	101	9	15719	0.0891089108910891	0.0304054054054054	query_1	['GO:0030098', 'GO:0042110']	['CARD11', 'BCL2', 'FOXO3', 'FADD', 'NLRP3', 'MALT1', 'RELB', 'TP53', 'BAD']
652	GO:BP	GO:0002439	chronic inflammatory response to antigenic stimulus	0.0006549148893541	True	"""A chronic inflammatory response to an antigenic stimulus. A chronic inflammatory response persists indefinitely during days, weeks, or months in the life of an individual."" [GOC:add, ISBN:0781735149]"	3	101	2	15719	0.0198019801980198	0.6666666666666666	query_1	['GO:0002437', 'GO:0002544']	['TNF', 'LTA']
653	GO:BP	GO:1902263	apoptotic process involved in embryonic digit morphogenesis	0.0006549148893541	True	"""Any apoptotic process that is involved in embryonic digit morphogenesis."" [GOC:dph, GOC:mtg_apoptosis, GOC:TermGenie, PMID:15967824]"	3	101	2	15719	0.0198019801980198	0.6666666666666666	query_1	['GO:0042733', 'GO:0060561']	['BCL2L11', 'BAX']
654	GO:BP	GO:0002874	regulation of chronic inflammatory response to antigenic stimulus	0.0006549148893541	True	"""Any process that modulates the frequency, rate, or extent of a chronic inflammatory response to an antigenic stimulus."" [GOC:add]"	3	101	2	15719	0.0198019801980198	0.6666666666666666	query_1	['GO:0002439', 'GO:0002676', 'GO:0002861']	['TNF', 'LTA']
655	GO:BP	GO:0006808	regulation of nitrogen utilization	0.0006549148893541	True	"""Any process that modulates the frequency, rate or extent of nitrogen utilization."" [GOC:go_curators]"	3	101	2	15719	0.0198019801980198	0.6666666666666666	query_1	['GO:0019740', 'GO:0032107']	['BAX', 'BCL2']
656	GO:BP	GO:0060338	regulation of type I interferon-mediated signaling pathway	0.0006578042804017	True	"""Any process that modulates the rate, frequency or extent of a type I interferon-mediated signaling pathway."" [GOC:dph]"	40	101	4	15719	0.0396039603960396	0.1	query_1	['GO:0001959', 'GO:0045088', 'GO:0060337']	['IKBKE', 'TBK1', 'FADD', 'CDC37']
657	GO:BP	GO:0098609	cell-cell adhesion	0.0007165305968904	True	"""The attachment of one cell to another cell via adhesion molecules."" [GOC:dos]"	873	101	16	15719	0.1584158415841584	0.0183276059564719	query_1	['GO:0007155']	['CARD11', 'MAP3K8', 'AKT1', 'BCL2', 'FOXO3', 'RELA', 'TNF', 'FADD', 'NLRP3', 'TNFSF14', 'MALT1', 'TNIP1', 'PYCARD', 'TRAF6', 'BCL10', 'BAD']
658	GO:BP	GO:0042542	response to hydrogen peroxide	0.0007165305968904	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hydrogen peroxide (H2O2) stimulus."" [GOC:jl]"	122	101	6	15719	0.0594059405940594	0.0491803278688524	query_1	['GO:0000302', 'GO:0010033', 'GO:0010035']	['BCL2', 'RELA', 'RIPK1', 'TNFAIP3', 'BAK1', 'BAD']
665	GO:BP	GO:0042994	cytoplasmic sequestering of transcription factor	0.0007167211475519	True	"""The selective interaction of a transcription factor with specific molecules in the cytoplasm, thereby inhibiting its translocation into the nucleus."" [GOC:jl]"	16	101	3	15719	0.0297029702970297	0.1875	query_1	['GO:0043433', 'GO:0051220']	['NFKBIE', 'NFKBIB', 'NFKBIA']
664	GO:BP	GO:0043507	positive regulation of JUN kinase activity	0.0007167211475519	True	"""Any process that activates or increases the frequency, rate or extent of JUN kinase activity."" [GOC:jl]"	41	101	4	15719	0.0396039603960396	0.0975609756097561	query_1	['GO:0043406', 'GO:0043506']	['TNF', 'TRAF2', 'MAP3K7', 'TRAF6']
663	GO:BP	GO:0045429	positive regulation of nitric oxide biosynthetic process	0.0007167211475519	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide."" [GOC:go_curators]"	41	101	4	15719	0.0396039603960396	0.0975609756097561	query_1	['GO:0006809', 'GO:0031328', 'GO:0045428', 'GO:1904407']	['AKT1', 'HSP90AB1', 'TNF', 'HSP90AA1']
661	GO:BP	GO:0070234	positive regulation of T cell apoptotic process	0.0007167211475519	True	"""Any process that activates or increases the frequency, rate or extent of T cell death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	16	101	3	15719	0.0297029702970297	0.1875	query_1	['GO:0070230', 'GO:0070231', 'GO:0070232']	['BCL2L11', 'BBC3', 'TP53']
660	GO:BP	GO:0045838	positive regulation of membrane potential	0.0007167211475519	True	"""Any process that activates or increases the frequency, rate or extent of establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:go_curators]"	16	101	3	15719	0.0297029702970297	0.1875	query_1	['GO:0042391']	['AKT1', 'BID', 'BAD']
662	GO:BP	GO:0051044	positive regulation of membrane protein ectodomain proteolysis	0.0007167211475519	True	"""Any process that activates or increases the frequency, rate or extent of membrane protein ectodomain peptidolysis."" [GOC:ai]"	16	101	3	15719	0.0297029702970297	0.1875	query_1	['GO:0006509', 'GO:0031331', 'GO:0045732', 'GO:0045862', 'GO:0051043']	['TNFRSF1B', 'TNF', 'SNX33']
659	GO:BP	GO:0045651	positive regulation of macrophage differentiation	0.0007167211475519	True	"""Any process that activates or increases the frequency, rate or extent of macrophage differentiation."" [GOC:go_curators]"	16	101	3	15719	0.0297029702970297	0.1875	query_1	['GO:0002763', 'GO:0030225', 'GO:0045649']	['FADD', 'RIPK1', 'CASP8']
