Autosomal recessive cutis laxa type 2, classic type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
204	GO:BP	GO:0002003	angiotensin maturation	0.0002459605556372	True	"""The process leading to the attainment of the full functional capacity of angiotensin by conversion of angiotensinogen into mature angiotensin in the blood."" [ISBN:0721643949]"	9	97	3	15719	0.0309278350515463	0.3333333333333333	query_1	['GO:0002002', 'GO:0016486']	['ATP6AP2', 'REN', 'ACE']
205	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0002523524090638	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	97	12	15719	0.1237113402061855	0.0268456375838926	query_1	['GO:0033365', 'GO:0045184']	['HGS', 'VPS4A', 'CHMP4B', 'STAM2', 'TSG101', 'CHMP4A', 'AGT', 'STAM', 'CD68', 'VPS37C', 'VPS28', 'TP53']
206	GO:BP	GO:0050886	endocrine process	0.0002523524090638	True	"""The process that involves the secretion of or response to endocrine hormones. An endocrine hormone is a hormone released into the circulatory system."" [ISBN:0721662544]"	90	97	6	15719	0.0618556701030927	0.0666666666666666	query_1	['GO:0003008']	['AGTR1', 'AGTR2', 'ATP6AP2', 'AGT', 'REN', 'ACE']
207	GO:BP	GO:0003073	regulation of systemic arterial blood pressure	0.0003014761430923	True	"""The process that modulates the force with which blood travels through the systemic arterial circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure."" [GOC:mtg_cardio]"	93	97	6	15719	0.0618556701030927	0.064516129032258	query_1	['GO:0008217']	['AGTR1', 'AGTR2', 'ATP6AP2', 'AGT', 'REN', 'ACE']
208	GO:BP	GO:0098655	monoatomic cation transmembrane transport	0.0003014761430923	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	786	97	16	15719	0.1649484536082474	0.0203562340966921	query_1	['GO:0006812', 'GO:0034220']	['ATP6V0A2', 'TRPC4AP', 'ATP6V0A1', 'HSPA2', 'ATP6AP2', 'SLN', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ATP6V0D2']
209	GO:BP	GO:0051650	establishment of vesicle localization	0.0003026088132794	True	"""The directed movement of a vesicle to a specific location."" [GOC:ai]"	191	97	8	15719	0.0824742268041237	0.0418848167539267	query_1	['GO:0051648', 'GO:0051649', 'GO:0051656']	['CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'TFG', 'STAM', 'TCIRG1']
210	GO:BP	GO:0042592	homeostatic process	0.0003202571329118	True	"""Any biological process involved in the maintenance of an internal steady state."" [GOC:jl, ISBN:0395825172]"	1586	97	24	15719	0.2474226804123711	0.0151324085750315	query_1	['GO:0008150']	['ATP6V0A2', 'AGTR1', 'CHMP2B', 'TMEM199', 'ATP6V0A1', 'CHMP4B', 'CCDC115', 'ATP6AP2', 'DMPK', 'AGT', 'SLN', 'TCIRG1', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ACE', 'GCNT2', 'ATP6V0D2']
80	GO:CC	GO:0070382	exocytic vesicle	0.0003261086346821	True	"""A transport vesicle that mediates transport from an intracellular compartment to the plasma membrane, and fuses with the plasma membrane to release various cargo molecules, such as proteins or hormones, by exocytosis."" [GOC:kad, GOC:mah]"	226	100	8	16420	0.08	0.0353982300884955	query_1	['GO:0030133', 'GO:0099503']	['ATP6V0A1', 'ATP6AP2', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C']
211	GO:BP	GO:0070482	response to oxygen levels	0.0003274890428323	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	317	97	10	15719	0.1030927835051546	0.0315457413249211	query_1	['GO:0009628']	['ATP6V0A2', 'TMEM199', 'CCDC115', 'CASP3', 'ATP6V0D1', 'ATP6V1A', 'ATP6AP1', 'ACE', 'TP53', 'CBL']
212	GO:BP	GO:0090281	negative regulation of calcium ion import	0.0003338607846186	True	"""Any process that decreases the rate, frequency, or extent of the directed movement of calcium ions into a cell or organelle."" [GOC:BHF]"	10	97	3	15719	0.0309278350515463	0.3	query_1	['GO:0051926', 'GO:0070509', 'GO:0090279']	['SLN', 'PLN', 'ACE']
213	GO:BP	GO:0002002	regulation of angiotensin levels in blood	0.0003338607846186	True	"""The process that modulates the level of any of the various angiotensinogen proteolytic products in the blood. This occurs by the proteolytic cleavage of angiotensinogen, and its proteolytic products, to create a variety of active peptide hormones, such as angiotensin I and angiotensin II, as well as through the removal of these peptides from the circulation."" [GOC:rl, PMID:21951628, Wikipedia:Angiotensin]"	10	97	3	15719	0.0309278350515463	0.3	query_1	['GO:0001991', 'GO:0010817']	['ATP6AP2', 'REN', 'ACE']
214	GO:BP	GO:0099504	synaptic vesicle cycle	0.0003429760193132	True	"""A biological process in which synaptic vesicles are loaded with neurotransmitters, move to the active zone, exocytose and are then recycled via endocytosis, ultimately leading to reloading with neurotransmitters."" [GOC:aruk, GOC:bc, PMID:15217342]"	195	97	8	15719	0.0824742268041237	0.041025641025641	query_1	['GO:0051649', 'GO:0099003']	['ATP6V0A1', 'ATP6AP2', 'TBC1D24', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1']
215	GO:BP	GO:0000226	microtubule cytoskeleton organization	0.0003472635974142	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."" [GOC:mah]"	624	97	14	15719	0.1443298969072164	0.0224358974358974	query_1	['GO:0007010', 'GO:0007017']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'CYLD', 'SPAST']
216	GO:BP	GO:0007017	microtubule-based process	0.0003881076372238	True	"""Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins."" [GOC:mah]"	897	97	17	15719	0.1752577319587628	0.0189520624303233	query_1	['GO:0009987']	['KIF7', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'FLOT2', 'CHMP5', 'CHMP3', 'CHMP4C', 'CYLD', 'SPAST']
217	GO:BP	GO:0097254	renal tubular secretion	0.0004084400287333	True	"""The elimination of substances from peritubular capillaries (or surrounding hemolymph in invertebrates) into the renal tubules to be incorporated subsequently into the urine. Substances that are secreted include organic anions, ammonia, potassium and drugs."" [GOC:rph, PMID:25287933, Wikipedia:Renal_secretion#Secretion]"	30	97	4	15719	0.0412371134020618	0.1333333333333333	query_1	['GO:0003014', 'GO:0007588']	['AGTR1', 'AGT', 'ATP6V0A4', 'ACE']
81	GO:CC	GO:0031975	envelope	0.000446478925672	True	"""A multilayered structure surrounding all or part of a cell; encompasses one or more lipid bilayers, and may include a cell wall layer; also includes the space between layers."" [GOC:mah, GOC:pz]"	1200	100	19	16420	0.19	0.0158333333333333	query_1	['GO:0110165']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CHMP3', 'PLN', 'CHMP4C', 'CC2D1B', 'SPAST']
82	GO:CC	GO:0031967	organelle envelope	0.000446478925672	True	"""A double membrane structure enclosing an organelle, including two lipid bilayers and the region between them. In some cases, an organelle envelope may have more than two membranes."" [GOC:mah, GOC:pz]"	1200	100	19	16420	0.19	0.0158333333333333	query_1	['GO:0031975', 'GO:0043227', 'GO:0043229']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CHMP3', 'PLN', 'CHMP4C', 'CC2D1B', 'SPAST']
221	GO:BP	GO:0007199	G protein-coupled receptor signaling pathway coupled to cGMP nucleotide second messenger	0.0004578769074881	True	"""The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand, followed by activation of guanylyl cyclase (GC) activity and a subsequent increase in the concentration of cyclic GMP (cGMP)."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	2	97	2	15719	0.0206185567010309	1.0	query_1	['GO:0007187']	['AGTR2', 'AGT']
220	GO:BP	GO:2000397	positive regulation of ubiquitin-dependent endocytosis	0.0004578769074881	True	"""Any process that activates or increases the frequency, rate or extent of ubiquitin-dependent endocytosis."" [GOC:mah]"	2	97	2	15719	0.0206185567010309	1.0	query_1	['GO:0045807', 'GO:0051222', 'GO:0070086', 'GO:2000395']	['TSG101', 'VPS28']
219	GO:BP	GO:0061764	late endosome to lysosome transport via multivesicular body sorting pathway	0.0004578769074881	True	"""The directed movement of substances from late endosomes to lysosomes by a pathway in which molecules are sorted into multivesicular bodies, which then fuse with the lysosome."" [GOC:dph]"	2	97	2	15719	0.0206185567010309	1.0	query_1	['GO:0032510', 'GO:0045324', 'GO:1902774']	['VPS4A', 'VPS4B']
218	GO:BP	GO:2000395	regulation of ubiquitin-dependent endocytosis	0.0004578769074881	True	"""Any process that modulates the frequency, rate or extent of ubiquitin-dependent endocytosis."" [GOC:mah]"	2	97	2	15719	0.0206185567010309	1.0	query_1	['GO:0030100', 'GO:0051223', 'GO:0070086']	['TSG101', 'VPS28']
83	GO:CC	GO:0101002	ficolin-1-rich granule	0.0004889503763166	True	"""Highly exocytosable gelatinase-poor granules found in neutrophils and rich in ficolin-1. Ficolin-1 is released from neutrophil granules by stimulation with fMLP or PMA, and the majority becomes associated with the surface membrane of the cells and can be detected by flow cytometry."" [GOC:mec, PMID:19741154]"	179	100	7	16420	0.07	0.0391061452513966	query_1	['GO:0030141']	['PRG2', 'ATP6V0A1', 'FGL2', 'ARL8A', 'ATP6AP2', 'TCIRG1', 'ATP6V0C']
84	GO:CC	GO:0005737	cytoplasm	0.0005003220634113	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	100	85	16420	0.85	0.0075669901184011	query_1	['GO:0005622', 'GO:0110165']	['AP1G2', 'PIP4P1', 'C3', 'ANPEP', 'ATP6V0A2', 'KIF7', 'CSNK1G1', 'PRG2', 'CHMP2A', 'CHMP2B', 'TRPC4AP', 'MOCOS', 'TMEM199', 'HGS', 'MIB2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'SPATA2', 'AIDA', 'VTA1', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TM9SF1', 'TSG101', 'HSPA2', 'SMYD2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'TFG', 'STAM', 'CAPN7', 'REN', 'SLN', 'TBC1D24', 'PDIA6', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'VPS37C', 'TIMP3', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'ATP6AP1', 'ATL1', 'ATP2A1', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'VPS9D1', 'TP53', 'CYLD', 'SPAST', 'ATP6V0D2', 'VMA21', 'CBL', 'MITD1', 'ZFYVE19', 'SARAF']
222	GO:BP	GO:0010458	exit from mitosis	0.0005189961148969	True	"""The cell cycle transition where a cell leaves M phase and enters a new G1 phase. M phase is the part of the mitotic cell cycle during which mitosis and cytokinesis take place."" [GOC:dph, GOC:tb]"	32	97	4	15719	0.0412371134020618	0.125	query_1	['GO:0044772', 'GO:0140014']	['CHMP2A', 'CHMP4B', 'CHMP7', 'SPAST']
85	GO:CC	GO:0033017	sarcoplasmic reticulum membrane	0.00052212236872	True	"""The lipid bilayer surrounding the sarcoplasmic reticulum."" [GOC:rph]"	42	100	4	16420	0.04	0.0952380952380952	query_1	['GO:0005789', 'GO:0016529', 'GO:0098588']	['DMPK', 'SLN', 'PLN', 'ATP2A1']
223	GO:BP	GO:0051648	vesicle localization	0.0005580781983416	True	"""Any process in which a vesicle or vesicles are transported to, and/or maintained in, a specific location."" [GOC:ai]"	210	97	8	15719	0.0824742268041237	0.0380952380952381	query_1	['GO:0051640']	['CHMP2A', 'HGS', 'VPS4A', 'VPS4B', 'TSG101', 'TFG', 'STAM', 'TCIRG1']
38	REAC	REAC:R-HSA-69278	Cell Cycle, Mitotic	0.0006023641572838	True	Cell Cycle, Mitotic	546	78	14	10022	0.1794871794871795	0.0256410256410256	query_1	['REAC:R-HSA-1640170']	['CHMP2A', 'CHMP2B', 'VPS4A', 'CHMP4B', 'CHMP4A', 'LEMD2', 'CHMP6', 'CHMP7', 'IST1', 'CHMP3', 'CHMP4C', 'CC2D1B', 'TP53', 'SPAST']
86	GO:CC	GO:0099513	polymeric cytoskeletal fiber	0.0006681488655036	True	"""A component of the cytoskeleton consisting of a homo or heteropolymeric fiber constructed from an indeterminate number of protein subunits."" [GOC:dos]"	742	100	14	16420	0.14	0.0188679245283018	query_1	['GO:0005856', 'GO:0099512']	['KIF7', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'CYLD', 'SPAST']
39	REAC	REAC:R-HSA-182971	EGFR downregulation	0.0006742261259198	True	EGFR downregulation	30	78	4	10022	0.0512820512820512	0.1333333333333333	query_1	['REAC:R-HSA-177929']	['HGS', 'STAM2', 'STAM', 'CBL']
224	GO:BP	GO:1901564	organonitrogen compound metabolic process	0.0006820355719914	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	97	56	15719	0.5773195876288659	0.0093943969132695	query_1	['GO:0006807', 'GO:0071704']	['C3', 'ANPEP', 'CSNK1G1', 'AGTR1', 'CHMP2A', 'PAPPA', 'CHMP2B', 'TRPC4AP', 'MOCOS', 'TMEM199', 'HGS', 'MIB2', 'AGTR2', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'STAM2', 'SPATA2', 'AIDA', 'CCDC115', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'SMYD2', 'ATP6AP2', 'CHMP4A', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'STAM', 'CAPN7', 'REN', 'TBC1D24', 'FLOT2', 'CHMP5', 'TCIRG1', 'VPS37C', 'TIMP3', 'CASP3', 'CHMP3', 'VPS28', 'ATP6V1A', 'CHMP4C', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'VPS9D1', 'TP53', 'CYLD', 'ELOF1', 'CBL']
225	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	0.0006842641441057	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	109	97	6	15719	0.0618556701030927	0.055045871559633	query_1	['GO:0044839', 'GO:1901987']	['VPS4A', 'VPS4B', 'HSPA2', 'CHMP4C', 'TP53', 'ZFYVE19']
226	GO:BP	GO:0022402	cell cycle process	0.0006884838164517	True	"""The cellular process that ensures successive accurate and complete genome replication and chromosome segregation."" [GOC:isa_complete, GOC:mtg_cell_cycle]"	1241	97	20	15719	0.2061855670103092	0.016116035455278	query_1	['GO:0007049', 'GO:0009987']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'HSPA2', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CHMP3', 'CHMP4C', 'TP53', 'SPAST', 'MITD1', 'ZFYVE19']
227	GO:BP	GO:0098660	inorganic ion transmembrane transport	0.0006968942094813	True	"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]"	849	97	16	15719	0.1649484536082474	0.0188457008244994	query_1	['GO:0055085']	['ATP6V0A2', 'TRPC4AP', 'ATP6V0A1', 'HSPA2', 'ATP6AP2', 'SLN', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ATP6V0D2']
228	GO:BP	GO:0099003	vesicle-mediated transport in synapse	0.0007107056053712	True	"""Any vesicle-mediated transport that occurs in a synapse."" [GOC:dos]"	218	97	8	15719	0.0824742268041237	0.036697247706422	query_1	['GO:0016192']	['ATP6V0A1', 'ATP6AP2', 'TBC1D24', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1']
229	GO:BP	GO:0033043	regulation of organelle organization	0.000809758743234	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	97	19	15719	0.1958762886597938	0.0164644714038128	query_1	['GO:0006996', 'GO:0051128']	['CGNL1', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'TSG101', 'SH3BP1', 'CHMP4A', 'CHMP6', 'CHMP7', 'STAM', 'CHMP5', 'CHMP3', 'CHMP4C', 'TP53', 'CYLD', 'SPAST']
230	GO:BP	GO:0007175	negative regulation of epidermal growth factor-activated receptor activity	0.0009214966236947	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of EGF-activated receptor activity."" [GOC:go_curators]"	14	97	3	15719	0.0309278350515463	0.2142857142857142	query_1	['GO:0007176', 'GO:0042059', 'GO:0061099', 'GO:2000272']	['TSG101', 'CHMP6', 'CBL']
87	GO:CC	GO:0030141	secretory granule	0.0009742089150816	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	867	100	15	16420	0.15	0.0173010380622837	query_1	['GO:0012505', 'GO:0099503']	['C3', 'ANPEP', 'ATP6V0A2', 'PRG2', 'ATP6V0A1', 'FGL2', 'ARL8A', 'ATP6AP2', 'IST1', 'FLOT2', 'CD68', 'TCIRG1', 'TIMP3', 'ATP6V1A', 'ATP6V0C']
231	GO:BP	GO:0007588	excretion	0.0009953971365495	True	"""The elimination by an organism of the waste products that arise as a result of metabolic activity. These products include water, carbon dioxide (CO2), and nitrogenous compounds."" [ISBN:0192801023]"	38	97	4	15719	0.0412371134020618	0.1052631578947368	query_1	['GO:0003008']	['AGTR1', 'AGT', 'ATP6V0A4', 'ACE']
89	GO:CC	GO:0030117	membrane coat	0.0010592440539519	True	"""Any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes, and possibly others. They are found associated with membranes on many vesicles as well as other membrane features such as pits and perhaps tubules."" [GOC:mah]"	93	100	5	16420	0.05	0.053763440860215	query_1	['GO:0005737', 'GO:0048475', 'GO:0098796']	['AP1G2', 'CHMP2A', 'CHMP1B', 'CHMP4B', 'CHMP4A']
88	GO:CC	GO:0048475	coated membrane	0.0010592440539519	True	"""A single or double lipid bilayer with any of several different proteinaceous coats that can associate with membranes. Membrane coats include those formed by clathrin plus an adaptor complex, the COPI and COPII complexes."" [GOC:jid]"	93	100	5	16420	0.05	0.053763440860215	query_1	['GO:0016020']	['AP1G2', 'CHMP2A', 'CHMP1B', 'CHMP4B', 'CHMP4A']
40	REAC	REAC:R-HSA-174495	Synthesis And Processing Of GAG, GAGPOL Polyproteins	0.0012490453464037	True	Synthesis And Processing Of GAG, GAGPOL Polyproteins	14	78	3	10022	0.0384615384615384	0.2142857142857142	query_1	['REAC:R-HSA-175474']	['TSG101', 'VPS37C', 'VPS28']
41	REAC	REAC:R-HSA-174490	Membrane binding and targetting of GAG proteins	0.0012490453464037	True	Membrane binding and targetting of GAG proteins	14	78	3	10022	0.0384615384615384	0.2142857142857142	query_1	['REAC:R-HSA-174495']	['TSG101', 'VPS37C', 'VPS28']
235	GO:BP	GO:0002019	regulation of renal output by angiotensin	0.0012815072057658	True	"""The process in which angiotensin directly modulates the rate of urine output by the kidney."" [GOC:dph, GOC:mtg_cardio, GOC:tb, ISBN:0721643949]"	3	97	2	15719	0.0206185567010309	0.6666666666666666	query_1	['GO:0002016']	['AGT', 'ACE']
233	GO:BP	GO:1990108	protein linear deubiquitination	0.0012815072057658	True	"""A protein deubiquitination process in which a linear polymer of ubiquitin, formed by the amino-terminal methionine (M1) of one ubiquitin molecule and by the carboxy-terminal glycine (G76) of the next, is removed from a protein."" [PMID:23708998]"	3	97	2	15719	0.0206185567010309	0.6666666666666666	query_1	['GO:0016579']	['SPATA2', 'CYLD']
236	GO:BP	GO:0003014	renal system process	0.0012815072057658	True	"""A organ system process carried out by any of the organs or tissues of the renal system. The renal system maintains fluid balance, and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels; in other species, the renal system may comprise related structures (e.g., nephrocytes and malpighian tubules in Drosophila)."" [GOC:cjm, GOC:mtg_cardio, GOC:mtg_kidney_jan10]"	123	97	6	15719	0.0618556701030927	0.048780487804878	query_1	['GO:0003008']	['AGTR1', 'AGTR2', 'AGT', 'REN', 'ATP6V0A4', 'ACE']
232	GO:BP	GO:0061738	late endosomal microautophagy	0.0012815072057658	True	"""The autophagy process by which cytosolic proteins targeted for degradation are tagged with a chaperone and are directly transferred into and degraded in a late endosomal compartment."" [GOC:autophagy, GOC:dph, GOC:pad, GOC:PARL, PMID:21238931]"	3	97	2	15719	0.0206185567010309	0.6666666666666666	query_1	['GO:0006914']	['VPS4A', 'VPS4B']
234	GO:BP	GO:1903774	positive regulation of viral budding via host ESCRT complex	0.0012815072057658	True	"""Any process that activates or increases the frequency, rate or extent of viral budding via host ESCRT complex."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24878737]"	3	97	2	15719	0.0206185567010309	0.6666666666666666	query_1	['GO:0039702', 'GO:1903772', 'GO:1903902']	['VPS4A', 'TSG101']
237	GO:BP	GO:2000846	regulation of corticosteroid hormone secretion	0.0013580027381597	True	"""Any process that modulates the frequency, rate or extent of corticosteroid hormone secretion."" [GOC:sl]"	16	97	3	15719	0.0309278350515463	0.1875	query_1	['GO:0035930', 'GO:2000831']	['AGTR1', 'AGT', 'REN']
238	GO:BP	GO:0051782	negative regulation of cell division	0.0013580027381597	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell division."" [GOC:ai]"	16	97	3	15719	0.0309278350515463	0.1875	query_1	['GO:0048523', 'GO:0051301', 'GO:0051302']	['VPS4A', 'CHMP4C', 'ZFYVE19']
239	GO:BP	GO:0061097	regulation of protein tyrosine kinase activity	0.0014237741603251	True	"""Any process that modulates the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	79	97	5	15719	0.0515463917525773	0.0632911392405063	query_1	['GO:0045859', 'GO:0050730']	['TSG101', 'CHMP6', 'AGT', 'ACE', 'CBL']
42	REAC	REAC:R-HSA-1640170	Cell Cycle	0.0014787902805416	True	Cell Cycle	676	78	15	10022	0.1923076923076923	0.022189349112426	query_1	['REAC:0000000']	['CHMP2A', 'CHMP2B', 'VPS4A', 'CHMP4B', 'HSPA2', 'CHMP4A', 'LEMD2', 'CHMP6', 'CHMP7', 'IST1', 'CHMP3', 'CHMP4C', 'CC2D1B', 'TP53', 'SPAST']
240	GO:BP	GO:0010324	membrane invagination	0.0015050622795548	True	"""The infolding of a membrane."" [GOC:tb]"	80	97	5	15719	0.0515463917525773	0.0625	query_1	['GO:0061024']	['C3', 'CHMP2A', 'HGS', 'SH3BP1', 'CHMP4A']
241	GO:BP	GO:0008217	regulation of blood pressure	0.0016936181265579	True	"""Any process that modulates the force with which blood travels through the circulatory system. The process is controlled by a balance of processes that increase pressure and decrease pressure."" [GOC:dph, GOC:mtg_cardio, ISBN:0721643949]"	186	97	7	15719	0.0721649484536082	0.0376344086021505	query_1	['GO:0008015', 'GO:0065008']	['ANPEP', 'AGTR1', 'AGTR2', 'ATP6AP2', 'AGT', 'REN', 'ACE']
242	GO:BP	GO:0065007	biological regulation	0.0016941531850133	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	97	83	15719	0.8556701030927835	0.0076328857826006	query_1	['GO:0008150']	['CGNL1', 'PIP4P1', 'LRFN3', 'ZNF460', 'C3', 'ANPEP', 'ATP6V0A2', 'KIF7', 'CSNK1G1', 'PRG2', 'AGTR1', 'CHMP2A', 'PAPPA', 'CHMP2B', 'TMEM199', 'HGS', 'MIB2', 'AGTR2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'SPATA2', 'AIDA', 'CCDC115', 'FGL2', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'SMYD2', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'TFG', 'STAM', 'CAPN7', 'REN', 'SLN', 'TBC1D24', 'FLOT2', 'ZNF282', 'CHMP5', 'CD68', 'TCIRG1', 'TIMP3', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'LITAF', 'TMEM79', 'CHMP4C', 'CC2D1B', 'ATP6AP1', 'ATP2A1', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'GCNT2', 'TP53', 'CYLD', 'SPAST', 'ATP6V0D2', 'VMA21', 'CBL', 'MITD1', 'ZFYVE19', 'SARAF']
90	GO:CC	GO:0005815	microtubule organizing center	0.001729159347078	True	"""An intracellular structure that can catalyze gamma-tubulin-dependent microtubule nucleation and that can anchor microtubules by interacting with their minus ends, plus ends or sides."" [GOC:vw, ISBN:0815316194, PMID:17072892, PMID:17245416, Wikipedia:Microtubule_organizing_center]"	818	100	14	16420	0.14	0.0171149144254278	query_1	['GO:0015630', 'GO:0110165']	['KIF7', 'CHMP1A', 'VPS4A', 'VPS4B', 'FLOT1', 'TSG101', 'IST1', 'CAPN7', 'ATP6V0D1', 'SORBS1', 'TP53', 'CYLD', 'SPAST', 'ZFYVE19']
44	REAC	REAC:R-HSA-175474	Assembly Of The HIV Virion	0.0017826924272859	True	Assembly Of The HIV Virion	16	78	3	10022	0.0384615384615384	0.1875	query_1	['REAC:R-HSA-162599']	['TSG101', 'VPS37C', 'VPS28']
