Waardenburg syndrome type 2	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
499	WP	WP:WP2374	Oncostatin M signaling pathway	4.311607388191699e-06	True	Oncostatin M signaling pathway	65	89	9	8133	0.1011235955056179	0.1384615384615384	query_1	['WP:000000']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'PXN', 'GRB2', 'PTK2B', 'VEGFA', 'PTPN11']
500	GO:BP	GO:0001936	regulation of endothelial cell proliferation	4.410892718597715e-06	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	140	106	10	21110	0.0943396226415094	0.0714285714285714	query_1	['GO:0001935', 'GO:0050678']	['VEGFB', 'ITGB3', 'ITGA4', 'NRP2', 'PLCG1', 'VEGFA', 'TGFBR1', 'THBS1', 'FLT1', 'PGF']
501	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	4.5514394480226455e-06	True	Listeria monocytogenes entry into host cells	19	96	6	10790	0.0625	0.3157894736842105	query_1	['REAC:R-HSA-5663205']	['MET', 'SRC', 'SH3KBP1', 'CDH1', 'SH3GL2', 'CBL']
502	GO:BP	GO:0040008	regulation of growth	4.637987907385241e-06	True	"""Any process that modulates the frequency, rate or extent of the growth of all or part of an organism so that it occurs at its proper speed, either globally or in a specific part of the organism's development."" [GOC:ems, GOC:mah]"	630	106	18	21110	0.1698113207547169	0.0285714285714285	query_1	['GO:0040007', 'GO:0050789']	['FN1', 'BCAR1', 'SPP1', 'CRK', 'TGFBR2', 'TNC', 'TGFB1', 'EGFR', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'TGFBR1', 'L1CAM', 'ADAM15']
503	GO:MF	GO:0140272	exogenous protein binding	4.649377278610515e-06	True	"""Binding to a protein or protein complex from a different species, for example a pathogen molecule binding to a host protein."" [PMID:28861068]"	78	106	8	20195	0.0754716981132075	0.1025641025641025	query_1	['GO:0005488']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'ITGB7']
504	KEGG	KEGG:04611	Platelet activation	4.703034091042062e-06	True	Platelet activation	124	85	11	8161	0.1294117647058823	0.0887096774193548	query_1	['KEGG:00000']	['ITGB1', 'SRC', 'ITGB3', 'PIK3R1', 'PLCG2', 'ITGA2B', 'FYN', 'LYN', 'LCP2', 'SYK', 'TLN1']
505	HP	HP:0001100	Heterochromia iridis	4.812983441546854e-06	True	Heterochromia iridis is a difference in the color of the iris in the two eyes.	23	55	7	4851	0.1272727272727272	0.3043478260869565	query_1	['HP:0200064']	['KITLG', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'EDNRB']
506	HP	HP:0200064	Asymmetry of iris pigmentation	4.812983441546854e-06	True	Asymmetry between the two irides or asymmetry between different parts of one iris.	23	55	7	4851	0.1272727272727272	0.3043478260869565	query_1	['HP:0008034']	['KITLG', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'EDNRB']
507	GO:BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	5.109047994879828e-06	True	"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to an inositol lipid at the 3' position of the inositol ring."" [GOC:bf]"	45	106	7	21110	0.0660377358490566	0.1555555555555555	query_1	['GO:0043550']	['SRC', 'PIK3R1', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
508	GO:CC	GO:0031256	leading edge membrane	5.181743079574469e-06	True	"""The portion of the plasma membrane surrounding the leading edge of a motile cell."" [GOC:mah]"	180	106	10	22122	0.0943396226415094	0.0555555555555555	query_1	['GO:0005886', 'GO:0031252', 'GO:0110165']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
509	REAC	REAC:R-HSA-8875555	MET activates RAP1 and RAC1	5.309369307499591e-06	True	MET activates RAP1 and RAC1	10	96	5	10790	0.0520833333333333	0.5	query_1	['REAC:R-HSA-8875878']	['MET', 'RAPGEF1', 'CRK', 'HGF', 'CRKL']
510	GO:BP	GO:0031346	positive regulation of cell projection organization	5.4524556451791685e-06	True	"""Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	353	106	14	21110	0.1320754716981132	0.0396600566572237	query_1	['GO:0030030', 'GO:0031344', 'GO:0051130']	['RAPGEF1', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'FYN', 'LYN', 'PTK2B', 'VEGFA', 'TGFBR1', 'L1CAM', 'ITGA3', 'PLXNA1']
511	GO:BP	GO:0007267	cell-cell signaling	5.571780814927521e-06	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1696	106	29	21110	0.2735849056603773	0.0170990566037735	query_1	['GO:0007154', 'GO:0023052']	['RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'EDNRA', 'MITF', 'HGF', 'PLCG2', 'EDN3', 'FYN', 'SNAI2', 'SOX10', 'LYN', 'TNC', 'EGFR', 'SYK', 'PLCG1', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'CRKL', 'EDNRB', 'ECE2', 'ITGB6', 'ITGA3', 'PTPN11', 'PGF']
512	GO:BP	GO:0010595	positive regulation of endothelial cell migration	5.787979854267931e-06	True	"""Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	105	106	9	21110	0.0849056603773584	0.0857142857142857	query_1	['GO:0010594', 'GO:0010634', 'GO:0043542']	['MET', 'BCAR1', 'ITGB3', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'THBS1']
513	GO:BP	GO:0042552	myelination	5.803953230356534e-06	True	"""The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GOC:dgh, GOC:mah]"	144	106	10	21110	0.0943396226415094	0.0694444444444444	query_1	['GO:0008366']	['KEL', 'HGF', 'SOX10', 'TGFB1', 'JAM3', 'POU3F1', 'ERBB2', 'POU3F2', 'XK', 'JAM2']
514	GO:BP	GO:0050921	positive regulation of chemotaxis	5.803953230356534e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	144	106	10	21110	0.0943396226415094	0.0694444444444444	query_1	['GO:0006935', 'GO:0032103', 'GO:0040017', 'GO:0050920']	['MET', 'EDN2', 'VEGFB', 'EDN3', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PGF']
515	GO:BP	GO:0002274	myeloid leukocyte activation	6.072062190487151e-06	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	240	106	12	21110	0.1132075471698113	0.05	query_1	['GO:0045321']	['EDN2', 'FN1', 'PLCG2', 'TGFBR2', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'SYK', 'ITGB6', 'THBS1', 'CBL']
516	GO:MF	GO:0005167	neurotrophin TRK receptor binding	6.505033545096599e-06	True	"""Binding to a neurotrophin TRK receptor."" [GOC:ai]"	6	106	4	20195	0.0377358490566037	0.6666666666666666	query_1	['GO:0005165']	['PIK3R1', 'SHC1', 'GRB2', 'PLCG1']
517	GO:MF	GO:0005168	neurotrophin TRKA receptor binding	6.505033545096599e-06	True	"""Binding to a neurotrophin TRKA receptor."" [GOC:ai]"	6	106	4	20195	0.0377358490566037	0.6666666666666666	query_1	['GO:0005167']	['PIK3R1', 'SHC1', 'GRB2', 'PLCG1']
518	GO:BP	GO:0008366	axon ensheathment	6.636950393156525e-06	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	146	106	10	21110	0.0943396226415094	0.0684931506849315	query_1	['GO:0007272']	['KEL', 'HGF', 'SOX10', 'TGFB1', 'JAM3', 'POU3F1', 'ERBB2', 'POU3F2', 'XK', 'JAM2']
519	GO:BP	GO:0007272	ensheathment of neurons	6.636950393156525e-06	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	146	106	10	21110	0.0943396226415094	0.0684931506849315	query_1	['GO:0007399', 'GO:0009987']	['KEL', 'HGF', 'SOX10', 'TGFB1', 'JAM3', 'POU3F1', 'ERBB2', 'POU3F2', 'XK', 'JAM2']
520	GO:BP	GO:0006952	defense response	6.708707296724943e-06	True	"""Reactions, triggered in response to the presence of a foreign body or the occurrence of an injury, which result in restriction of damage to the organism attacked or prevention/recovery from the infection caused by the attack."" [GOC:go_curators]"	1823	106	30	21110	0.2830188679245283	0.0164563905650027	query_1	['GO:0006950']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FYN', 'LAT', 'LYN', 'TNC', 'TGFB1', 'JAM3', 'TFEB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EDN1', 'PTK2B', 'EDNRB', 'VCAM1', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'PTPN11']
521	GO:BP	GO:0007369	gastrulation	6.932511252962731e-06	True	"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]"	192	106	11	21110	0.1037735849056603	0.0572916666666666	query_1	['GO:0048598']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFBR2', 'ITGA5', 'ITGA4', 'GRB2', 'VTN', 'ITGA3']
522	GO:MF	GO:0019199	transmembrane receptor protein kinase activity	6.94638559136949e-06	True	"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP."" [GOC:mah]"	82	106	8	20195	0.0754716981132075	0.0975609756097561	query_1	['GO:0004672', 'GO:0004888']	['MET', 'TGFBR2', 'NRP2', 'EGFR', 'ERBB2', 'TGFBR1', 'PDGFRA', 'FLT1']
523	WP	WP:WP244	Alpha 6 beta 4 signaling pathway	7.490192531252633e-06	True	Alpha 6 beta 4 signaling pathway	33	89	7	8133	0.0786516853932584	0.2121212121212121	query_1	['WP:000000']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTK2', 'PTPN11']
524	GO:BP	GO:0000302	response to reactive oxygen species	7.729052889344964e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	194	106	11	21110	0.1037735849056603	0.056701030927835	query_1	['GO:0006979', 'GO:1901700']	['MET', 'SRC', 'CRK', 'HGF', 'PYCR1', 'PXN', 'FYN', 'EGFR', 'EDN1', 'PTK2B', 'PDGFRA']
525	GO:BP	GO:0006874	intracellular calcium ion homeostasis	7.869459567859063e-06	True	"""A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell."" [GOC:ceb, GOC:mah]"	302	106	13	21110	0.1226415094339622	0.043046357615894	query_1	['GO:0030003', 'GO:0055074']	['KEL', 'EDN2', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'XK', 'LCK']
526	GO:BP	GO:0033043	regulation of organelle organization	8.010623879176273e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1193	106	24	21110	0.2264150943396226	0.0201173512154233	query_1	['GO:0006996', 'GO:0051128']	['MET', 'CD2AP', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'EDN3', 'EML3', 'PXN', 'NEK6', 'NEK7', 'GRB2', 'TGFB1', 'PLK1', 'JAM3', 'EDN1', 'PTK2B', 'EML2', 'GPR143', 'TGFBR1', 'PTK2', 'PDGFRA']
527	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	8.157228072256353e-06	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	195	106	11	21110	0.1037735849056603	0.0564102564102564	query_1	['GO:0045860', 'GO:0071900']	['KITLG', 'SRC', 'EDN3', 'EGFR', 'SYK', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'THBS1', 'FLT1']
528	GO:BP	GO:0035987	endodermal cell differentiation	8.18793529625048e-06	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	48	106	7	21110	0.0660377358490566	0.1458333333333333	query_1	['GO:0001706', 'GO:0030154']	['ITGB5', 'FN1', 'ITGAV', 'ITGA5', 'ITGA4', 'GRB2', 'VTN']
529	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	8.35962476339071e-06	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	365	106	14	21110	0.1320754716981132	0.0383561643835616	query_1	['GO:0045859']	['KITLG', 'SRC', 'EDN3', 'SOS1', 'LYN', 'PLK1', 'EGFR', 'SYK', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'THBS1', 'FLT1']
530	KEGG	KEGG:04660	T cell receptor signaling pathway	8.40585161519217e-06	True	T cell receptor signaling pathway	103	85	10	8161	0.1176470588235294	0.0970873786407767	query_1	['KEGG:00000']	['PIK3R1', 'ITK', 'SOS1', 'FYN', 'LAT', 'GRB2', 'LCP2', 'VAV1', 'PLCG1', 'LCK']
531	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	8.656426923176066e-06	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	366	106	14	21110	0.1320754716981132	0.0382513661202185	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['MET', 'CD2AP', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'EDN1', 'PTK2B', 'TGFBR1', 'PDGFRA']
532	GO:BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	8.759979925794148e-06	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade."" [GOC:ef]"	110	106	9	21110	0.0849056603773584	0.0818181818181818	query_1	['GO:0014065', 'GO:1902531']	['FN1', 'SRC', 'HGF', 'EGFR', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA', 'FLT1']
533	REAC	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	8.973233953807343e-06	True	Signaling by ERBB2 KD Mutants	21	96	6	10790	0.0625	0.2857142857142857	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
534	GO:BP	GO:0009410	response to xenobiotic stimulus	9.164007022768034e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	434	106	15	21110	0.1415094339622641	0.0345622119815668	query_1	['GO:0042221']	['SRC', 'ITGB3', 'TGFBR2', 'SOX10', 'LYN', 'TGFB1', 'VAV1', 'EDN1', 'CDH1', 'PTK2B', 'CRKL', 'LCK', 'THBS1', 'ITGA3', 'PGF']
535	GO:BP	GO:0007411	axon guidance	9.193408623888764e-06	True	"""The chemotaxis process that directs the migration of an axon growth cone to a specific target site in response to a combination of attractive and repulsive cues."" [ISBN:0878932437]"	249	106	12	21110	0.1132075471698113	0.0481927710843373	query_1	['GO:0007409', 'GO:0097485']	['EDNRA', 'EDN3', 'SOS1', 'FYN', 'NRP2', 'ERBB2', 'EDN1', 'VEGFA', 'ECE1', 'L1CAM', 'PTK2', 'PLXNA1']
536	GO:BP	GO:0097485	neuron projection guidance	9.617060726246832e-06	True	"""The process in which the migration of a neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]"	250	106	12	21110	0.1132075471698113	0.048	query_1	['GO:0006935', 'GO:0031175', 'GO:0048812']	['EDNRA', 'EDN3', 'SOS1', 'FYN', 'NRP2', 'ERBB2', 'EDN1', 'VEGFA', 'ECE1', 'L1CAM', 'PTK2', 'PLXNA1']
537	GO:BP	GO:0051897	positive regulation of protein kinase B signaling	1.02803027085897e-05	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	112	106	9	21110	0.0849056603773584	0.0803571428571428	query_1	['GO:0043491', 'GO:0051896', 'GO:1902533']	['MET', 'ITGB1', 'VEGFB', 'SRC', 'EGFR', 'VEGFA', 'TGFBR1', 'PTK2', 'THBS1']
538	GO:BP	GO:0050863	regulation of T cell activation	1.0648044557580892e-05	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	372	106	14	21110	0.1320754716981132	0.0376344086021505	query_1	['GO:0042110', 'GO:0051249']	['KITLG', 'SRC', 'SOS1', 'TGFBR2', 'FYN', 'LAT', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11']
539	CORUM	CORUM:2955	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	1.07098688211776e-05	True	LCK-SLP76-PLC-gamma-1-LAT complex, pervanadate-activated	4	52	4	3383	0.0769230769230769	1.0	query_1	['CORUM:0000000']	['LAT', 'LCP2', 'PLCG1', 'LCK']
540	CORUM	CORUM:2363	ITGAV-ITGB3-PXN-PTK2b complex	1.07098688211776e-05	True	ITGAV-ITGB3-PXN-PTK2b complex	4	52	4	3383	0.0769230769230769	1.0	query_1	['CORUM:0000000']	['ITGAV', 'ITGB3', 'PXN', 'PTK2B']
541	CORUM	CORUM:2547	PLC-gamma-1-SLP-76-SOS1-LAT complex	1.07098688211776e-05	True	PLC-gamma-1-SLP-76-SOS1-LAT complex	4	52	4	3383	0.0769230769230769	1.0	query_1	['CORUM:0000000']	['SOS1', 'LAT', 'LCP2', 'PLCG1']
542	GO:BP	GO:0090066	regulation of anatomical structure size	1.093308236967829e-05	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	511	106	16	21110	0.1509433962264151	0.0313111545988258	query_1	['GO:0065008']	['KEL', 'EDN2', 'FN1', 'SPP1', 'EDNRA', 'EDN3', 'GRB2', 'VAV1', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'EDNRB', 'L1CAM', 'XK']
543	GO:BP	GO:0050851	antigen receptor-mediated signaling pathway	1.09956021724982e-05	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]"	253	106	12	21110	0.1132075471698113	0.0474308300395256	query_1	['GO:0002429']	['BCAR1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'SYK', 'PLCG1', 'CRKL', 'LCK']
544	GO:BP	GO:0043473	pigmentation	1.1123734299544445e-05	True	"""The accumulation of pigment in an organism, tissue or cell, either by increased deposition or by increased number of cells."" [GOC:jl]"	113	106	9	21110	0.0849056603773584	0.079646017699115	query_1	['GO:0008150']	['KITLG', 'EDNRA', 'MITF', 'EDN3', 'TYR', 'SNAI2', 'SOX10', 'GPR143', 'EDNRB']
545	GO:BP	GO:0031032	actomyosin structure organization	1.1202281999386894e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	201	106	11	21110	0.1037735849056603	0.0547263681592039	query_1	['GO:0030036']	['MET', 'ITGB1', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'EDN1', 'PTK2B', 'TGFBR1', 'PDGFRA']
546	REAC	REAC:R-HSA-1227990	Signaling by ERBB2 in Cancer	1.2250029728300143e-05	True	Signaling by ERBB2 in Cancer	22	96	6	10790	0.0625	0.2727272727272727	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
547	GO:BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	1.3290198212167792e-05	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade."" [GOC:ef]"	80	106	8	21110	0.0754716981132075	0.1	query_1	['GO:0014065', 'GO:0014066', 'GO:1902533']	['FN1', 'SRC', 'HGF', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA', 'FLT1']
548	REAC	REAC:R-HSA-1643685	Disease	1.373345347274383e-05	True	Disease	1830	96	39	10790	0.40625	0.021311475409836	query_1	['REAC:0000000']	['MET', 'ITGB1', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'TGFBR2', 'ITGA2B', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'EML4', 'MOGS', 'SH3GL2', 'TUBB2A', 'TLN1', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA']
549	GO:BP	GO:0022409	positive regulation of cell-cell adhesion	1.4066658069094545e-05	True	"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	317	106	13	21110	0.1226415094339622	0.0410094637223974	query_1	['GO:0022407', 'GO:0045785', 'GO:0098609']	['KITLG', 'SRC', 'TGFBR2', 'FYN', 'ITGA4', 'ADAM19', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'VCAM1', 'LCK', 'PTPN11']
550	GO:BP	GO:0060322	head development	1.4250524800208658e-05	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	848	106	20	21110	0.1886792452830188	0.0235849056603773	query_1	['GO:0048856']	['ITGB1', 'SRC', 'EDNRA', 'TGFB3', 'CRK', 'SOS1', 'TGFBR2', 'FYN', 'TGFB1', 'NRP2', 'EGFR', 'POU3F1', 'EML1', 'POU3F2', 'CDH1', 'CRKL', 'TUBB2A', 'PTPN11', 'PDGFRA', 'PLXNA1']
551	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	1.4476838099509214e-05	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	206	106	11	21110	0.1037735849056603	0.0533980582524271	query_1	['GO:0007178', 'GO:0071560']	['ITGB5', 'SRC', 'TGFB3', 'TGFBR2', 'PXN', 'TGFB1', 'TGFBR1', 'ITGB6', 'PTK2', 'THBS1', 'ITGA3']
552	GO:CC	GO:0042995	cell projection	1.4591251286704332e-05	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2400	106	32	22122	0.3018867924528302	0.0133333333333333	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'ITGB3', 'PLCG2', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SH3PXD2A', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'SH3GL2', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ADAM15', 'ITGA3', 'CBL', 'PDGFRA']
553	GO:BP	GO:0003007	heart morphogenesis	1.4928472492007278e-05	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	260	106	12	21110	0.1132075471698113	0.0461538461538461	query_1	['GO:0007507', 'GO:0009887']	['EDNRA', 'SOS1', 'TGFBR2', 'SNAI2', 'TGFB1', 'NRP2', 'EDN1', 'VEGFA', 'CRKL', 'TGFBR1', 'PTK2', 'ADAM15']
554	GO:BP	GO:0001935	endothelial cell proliferation	1.5149893940176086e-05	True	"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]"	159	106	10	21110	0.0943396226415094	0.0628930817610062	query_1	['GO:0050673']	['VEGFB', 'ITGB3', 'ITGA4', 'NRP2', 'PLCG1', 'VEGFA', 'TGFBR1', 'THBS1', 'FLT1', 'PGF']
555	GO:BP	GO:0044409	entry into host	1.5149893940176086e-05	True	"""Entry of a symbiont into the body, tissues, or cells of a host organism as part of the symbiont life cycle. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:vw]"	159	106	10	21110	0.0943396226415094	0.0628930817610062	query_1	['GO:0044000']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'ITGB7', 'CBL']
556	GO:BP	GO:0097530	granulocyte migration	1.6092978292690625e-05	True	"""The movement of a granulocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:24163421, PMID:24193336]"	160	106	10	21110	0.0943396226415094	0.0625	query_1	['GO:0097529']	['ITGA9', 'EDN2', 'EDN3', 'JAM3', 'VAV1', 'SYK', 'EDN1', 'VEGFA', 'PTK2', 'THBS1']
557	REAC	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	1.645514595590667e-05	True	Signaling by EGFR in Cancer	23	96	6	10790	0.0625	0.2608695652173913	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
558	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	1.689657382283286e-05	True	Non-integrin membrane-ECM interactions	58	96	8	10790	0.0833333333333333	0.1379310344827586	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TNC', 'VTN', 'THBS1']
559	GO:BP	GO:0001837	epithelial to mesenchymal transition	1.7087693863973034e-05	True	"""A transition where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:dph, PMID:14701881]"	161	106	10	21110	0.0943396226415094	0.062111801242236	query_1	['GO:0048762']	['EDNRA', 'TGFB3', 'HGF', 'TGFBR2', 'SNAI2', 'TGFB1', 'EDN1', 'TGFBR1', 'PTK2', 'ADAM15']
