Xeroderma pigmentosum-Cockayne syndrome complex	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
120	REAC	REAC:R-HSA-8849470	PTK6 Regulates Cell Cycle	6.4996412322849e-05	True	PTK6 Regulates Cell Cycle	6	98	3	10022	0.0306122448979591	0.5	query_1	['REAC:R-HSA-8848021']	['CDK2', 'CDK4', 'CCND1']
264	GO:BP	GO:0051338	regulation of transferase activity	6.68074089439909e-05	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	103	18	15719	0.174757281553398	0.0216346153846153	query_1	['GO:0050790']	['AKT1', 'NBN', 'RAD50', 'CDK7', 'XRCC6', 'PCNA', 'CDKN1A', 'CCNH', 'XRCC5', 'BLM', 'MRE11', 'CCND2', 'MNAT1', 'PRIM2', 'XRCC1', 'TP53', 'PNKP', 'CCND1']
121	REAC	REAC:R-HSA-5656121	Translesion synthesis by POLI	6.6839087592254e-05	True	Translesion synthesis by POLI	17	98	4	10022	0.0408163265306122	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
122	REAC	REAC:R-HSA-5655862	Translesion synthesis by POLK	6.6839087592254e-05	True	Translesion synthesis by POLK	17	98	4	10022	0.0408163265306122	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
265	GO:BP	GO:0042772	DNA damage response, signal transduction resulting in transcription	7.487197161580075e-05	True	"""A cascade of processes initiated in response to the detection of DNA damage, and resulting in the induction of transcription."" [GOC:go_curators]"	20	103	4	15719	0.0388349514563106	0.2	query_1	['GO:0042770']	['BRCA2', 'CDKN1A', 'KAT5', 'TP53']
266	GO:BP	GO:0045002	double-strand break repair via single-strand annealing	8.973092018140129e-05	True	"""Repair of a DSB made between two repeated sequences oriented in the same direction occurs primarily by the single strand annealing pathway. The ends of the break are processed by a 5' to 3' exonuclease, exposing complementary single-strand regions of the direct repeats that can anneal, resulting in a deletion of the unique DNA between the direct repeats."" [PMID:11606529]"	7	103	3	15719	0.029126213592233	0.4285714285714285	query_1	['GO:0006302']	['RBBP8', 'RAD52', 'OGG1']
267	GO:BP	GO:0051096	positive regulation of helicase activity	8.973092018140129e-05	True	"""Any process that activates or increases the activity of a helicase."" [GOC:ai]"	7	103	3	15719	0.029126213592233	0.4285714285714285	query_1	['GO:0032781', 'GO:0043085', 'GO:0051095']	['MSH2', 'MSH3', 'MSH6']
269	GO:BP	GO:0032042	mitochondrial DNA metabolic process	9.066065981693114e-05	True	"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"	21	103	4	15719	0.0388349514563106	0.1904761904761904	query_1	['GO:0000002', 'GO:0006259']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
268	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	9.066065981693114e-05	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	103	6	15719	0.058252427184466	0.08	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['USP1', 'PCNA', 'ATR', 'XRCC5', 'ATM', 'PNKP']
270	GO:BP	GO:0007275	multicellular organism development	9.721037430515551e-05	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	103	49	15719	0.4757281553398058	0.0113478462251042	query_1	['GO:0032501', 'GO:0048856']	['RBBP8', 'HUS1', 'USP45', 'BRIP1', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'H2AX', 'ERCC3', 'MSH3', 'BRCA2', 'PHLPP1', 'RAD1', 'PCNA', 'CDKN1A', 'AR', 'PMS2', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'MNAT1', 'EXO1', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'POLB', 'WRN', 'TP53', 'PHLPP2', 'ERCC2', 'KDM1A', 'POLE', 'CDK6', 'CCND1', 'RNF8', 'MSH6']
271	GO:BP	GO:0065009	regulation of molecular function	0.0001037968570379	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	103	34	15719	0.3300970873786408	0.0137096774193548	query_1	['GO:0065007']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'CDK7', 'XRCC6', 'PAXIP1', 'MSH3', 'PCNA', 'CDKN1A', 'AR', 'CCNH', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'MRE11', 'CCND2', 'MNAT1', 'PRIM2', 'ERCC5', 'XRCC1', 'WRN', 'TP53', 'ERCC2', 'PNKP', 'NEIL1', 'KDM1A', 'CCND1', 'MSH6']
123	REAC	REAC:R-HSA-110320	Translesion Synthesis by POLH	0.0001063645822917	True	Translesion Synthesis by POLH	19	98	4	10022	0.0408163265306122	0.2105263157894736	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
272	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	0.0001090390065607	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	103	4	15719	0.0388349514563106	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['RPA1', 'BLM', 'RAD51', 'WRN']
273	GO:BP	GO:0034502	protein localization to chromosome	0.0001148252761139	True	"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]"	118	103	7	15719	0.0679611650485436	0.059322033898305	query_1	['GO:0033365']	['MSH2', 'RPA2', 'BRCA2', 'ATR', 'XRCC4', 'XRCC5', 'RPA1']
274	GO:BP	GO:0048285	organelle fission	0.0001190380731045	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	473	103	13	15719	0.1262135922330097	0.0274841437632135	query_1	['GO:0006996']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1']
275	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	0.0001249595016873	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	103	5	15719	0.0485436893203883	0.1063829787234042	query_1	['GO:0008630', 'GO:0072332']	['MSH2', 'BRCA2', 'CDKN1A', 'TP53', 'KDM1A']
276	GO:BP	GO:0016574	histone ubiquitination	0.0001249595016873	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	103	5	15719	0.0485436893203883	0.1063829787234042	query_1	['GO:0016567', 'GO:0016570']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
75	GO:CC	GO:0070557	PCNA-p21 complex	0.0001282518969799	True	"""A protein complex that contains the cyclin-dependent protein kinase inhibitor p21WAF1/CIP1 bound to PCNA; formation of the complex inhibits DNA replication."" [GOC:mah, PMID:7911228, PMID:7915843]"	2	104	2	16420	0.0192307692307692	1.0	query_1	['GO:0140513']	['PCNA', 'CDKN1A']
76	GO:CC	GO:0032389	MutLalpha complex	0.0001282518969799	True	"""A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MLH1 and PMS2."" [GOC:vk]"	2	104	2	16420	0.0192307692307692	1.0	query_1	['GO:0032300', 'GO:0140513']	['MLH1', 'PMS2']
77	GO:CC	GO:0032301	MutSalpha complex	0.0001282518969799	True	"""A heterodimer involved in the recognition and repair of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MSH2 and MSH6."" [PMID:11005803]"	2	104	2	16420	0.0192307692307692	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH6']
78	GO:CC	GO:0097128	cyclin D1-CDK4 complex	0.0001282518969799	True	"""A protein complex consisting of cyclin D1 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	104	2	16420	0.0192307692307692	1.0	query_1	['GO:0000307']	['CDK4', 'CCND1']
74	GO:CC	GO:0032302	MutSbeta complex	0.0001282518969799	True	"""A heterodimer involved in binding to and correcting insertion/deletion mutations. In human the complex consists of two subunits, MSH2 and MSH3."" [PMID:11005803]"	2	104	2	16420	0.0192307692307692	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH3']
73	GO:CC	GO:0070310	ATR-ATRIP complex	0.0001282518969799	True	"""A protein complex that contains the protein kinase ATR and ATR-interacting protein (ATRIP) and binds single-stranded DNA; ssDNA binding affinity is increased in the presence of replication protein A."" [GOC:mah, PMID:14724280]"	2	104	2	16420	0.0192307692307692	1.0	query_1	['GO:0140513']	['ATR', 'ATRIP']
277	GO:BP	GO:0033313	meiotic cell cycle checkpoint signaling	0.0001377453169694	True	"""A signaling process that contributes to a meiotic cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a meiotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	8	103	3	15719	0.029126213592233	0.375	query_1	['GO:0000075', 'GO:1903046']	['HUS1', 'RAD1', 'HUS1B']
278	GO:BP	GO:1901976	regulation of cell cycle checkpoint	0.0001377729962007	True	"""Any process that modulates the frequency, rate or extent of cell cycle checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]"	48	103	5	15719	0.0485436893203883	0.1041666666666666	query_1	['GO:0000075', 'GO:1901987', 'GO:1902531']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
79	GO:CC	GO:0000785	chromatin	0.000138792011167	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1279	104	21	16420	0.2019230769230769	0.016419077404222	query_1	['GO:0005694', 'GO:0110165']	['FANCI', 'RAD51AP1', 'H2AX', 'RPA2', 'POLE4', 'POLA1', 'PCNA', 'AR', 'PARP1', 'APTX', 'FANCD2', 'POLE3', 'RAD51', 'CCND2', 'CHRAC1', 'XRCC1', 'KAT5', 'CDK4', 'TP53', 'KDM1A', 'MSH6']
279	GO:BP	GO:0007059	chromosome segregation	0.0001422127421274	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	411	103	12	15719	0.116504854368932	0.0291970802919708	query_1	['GO:0022402']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'TOP3A', 'BRCA1', 'KAT5', 'RMI2', 'RMI1', 'ERCC2']
80	GO:CC	GO:0034399	nuclear periphery	0.0001472071501936	True	"""The portion of the nuclear lumen proximal to the inner nuclear membrane."" [GOC:krc, GOC:mah]"	150	104	7	16420	0.0673076923076923	0.0466666666666666	query_1	['GO:0031981', 'GO:0110165']	['HLTF', 'PAXIP1', 'OGG1', 'POLA1', 'PCNA', 'BLM', 'TP53']
280	GO:BP	GO:0090329	regulation of DNA-templated DNA replication	0.0001515486580275	True	"""Any process that modulates the rate, frequency, or extent of DNA-templated DNA replication, the process in which new strands of DNA are synthesized."" [GOC:dph, GOC:tb]"	49	103	5	15719	0.0485436893203883	0.1020408163265306	query_1	['GO:0006261', 'GO:0006275']	['NBN', 'LIG3', 'PCNA', 'BLM', 'CDK2']
81	GO:CC	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	0.0001620025527052	True	"""Cyclin-dependent protein kinase (CDK) complex found in the nucleus."" [GOC:krc]"	12	104	3	16420	0.0288461538461538	0.25	query_1	['GO:0000307', 'GO:0140513']	['CDK7', 'CCNH', 'MNAT1']
281	GO:BP	GO:0051301	cell division	0.0001647516398929	True	"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]"	642	103	15	15719	0.145631067961165	0.0233644859813084	query_1	['GO:0009987']	['RBBP8', 'BRIP1', 'LIG3', 'CDK7', 'LIG4', 'LIG1', 'BRCA2', 'BLM', 'CCND2', 'CDK2', 'CDK4', 'ERCC2', 'CDK6', 'CCND1', 'RNF8']
282	GO:BP	GO:0050790	regulation of catalytic activity	0.0001718658370933	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	103	27	15719	0.2621359223300971	0.0152542372881355	query_1	['GO:0065009']	['AKT1', 'NBN', 'MSH2', 'RAD50', 'CDK7', 'XRCC6', 'MSH3', 'PCNA', 'CDKN1A', 'CCNH', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'BLM', 'MRE11', 'CCND2', 'MNAT1', 'PRIM2', 'ERCC5', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1', 'CCND1', 'MSH6']
283	GO:BP	GO:0043085	positive regulation of catalytic activity	0.0001748108939305	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1078	103	20	15719	0.1941747572815534	0.0185528756957328	query_1	['GO:0044093', 'GO:0050790']	['AKT1', 'NBN', 'MSH2', 'RAD50', 'XRCC6', 'MSH3', 'PCNA', 'CDKN1A', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'CCND2', 'MNAT1', 'PRIM2', 'XRCC1', 'WRN', 'PNKP', 'CCND1', 'MSH6']
124	REAC	REAC:R-HSA-167169	HIV Transcription Elongation	0.0001797451814988	True	HIV Transcription Elongation	42	98	5	10022	0.0510204081632653	0.119047619047619	query_1	['REAC:R-HSA-167172']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
125	REAC	REAC:R-HSA-167200	Formation of HIV-1 elongation complex containing HIV-1 Tat	0.0001797451814988	True	Formation of HIV-1 elongation complex containing HIV-1 Tat	42	98	5	10022	0.0510204081632653	0.119047619047619	query_1	['REAC:R-HSA-167246']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
126	REAC	REAC:R-HSA-167246	Tat-mediated elongation of the HIV-1 transcript	0.0001797451814988	True	Tat-mediated elongation of the HIV-1 transcript	42	98	5	10022	0.0510204081632653	0.119047619047619	query_1	['REAC:R-HSA-167169']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
127	REAC	REAC:R-HSA-113510	E2F mediated regulation of DNA replication	0.0001901339592198	True	E2F mediated regulation of DNA replication	22	98	4	10022	0.0408163265306122	0.1818181818181818	query_1	['REAC:R-HSA-69206']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
284	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	0.0002074644858086	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	130	103	7	15719	0.0679611650485436	0.0538461538461538	query_1	['GO:0030097', 'GO:0030154']	['LIG4', 'XRCC5', 'PRKDC', 'KAT5', 'TP53', 'ERCC2', 'CDK6']
286	GO:BP	GO:0008219	cell death	0.0002201268559956	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	103	29	15719	0.2815533980582524	0.0144206862257583	query_1	['GO:0009987']	['AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'ERCC3', 'OGG1', 'BRCA2', 'PHLPP1', 'CDKN1A', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'CCND2', 'APEX1', 'MNAT1', 'BRCA1', 'ERCC5', 'PRKDC', 'KAT5', 'BARD1', 'POLB', 'TP53', 'ERCC2', 'KDM1A', 'CCND1', 'MSH6']
285	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0002201268559956	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	103	15	15719	0.145631067961165	0.0227617602427921	query_1	['GO:0009790']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'ATM', 'BRCA1', 'PRKDC', 'KAT5', 'POLB', 'TP53', 'ERCC2']
128	REAC	REAC:R-HSA-167152	Formation of HIV elongation complex in the absence of HIV Tat	0.0002224512489242	True	Formation of HIV elongation complex in the absence of HIV Tat	44	98	5	10022	0.0510204081632653	0.1136363636363636	query_1	['REAC:R-HSA-167172']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
287	GO:BP	GO:0045830	positive regulation of isotype switching	0.0002418125361594	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]"	27	103	4	15719	0.0388349514563106	0.1481481481481481	query_1	['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
288	GO:BP	GO:1901700	response to oxygen-containing compound	0.0002583598694356	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	103	26	15719	0.2524271844660194	0.0152314001171646	query_1	['GO:0042221']	['BRIP1', 'AKT1', 'LIG4', 'OGG1', 'PCNA', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD51', 'APEX1', 'MNAT1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'POLB', 'CDK4', 'RMI1', 'TP53', 'KDM1A', 'CCND1']
134	REAC	REAC:R-HSA-167161	HIV Transcription Initiation	0.0002641861402755	True	HIV Transcription Initiation	46	98	5	10022	0.0510204081632653	0.108695652173913	query_1	['REAC:R-HSA-167172']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
133	REAC	REAC:R-HSA-76042	RNA Polymerase II Transcription Initiation And Promoter Clearance	0.0002641861402755	True	RNA Polymerase II Transcription Initiation And Promoter Clearance	46	98	5	10022	0.0510204081632653	0.108695652173913	query_1	['REAC:R-HSA-73857']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
132	REAC	REAC:R-HSA-73779	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	0.0002641861402755	True	RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	46	98	5	10022	0.0510204081632653	0.108695652173913	query_1	['REAC:R-HSA-73857']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
131	REAC	REAC:R-HSA-167162	RNA Polymerase II HIV Promoter Escape	0.0002641861402755	True	RNA Polymerase II HIV Promoter Escape	46	98	5	10022	0.0510204081632653	0.108695652173913	query_1	['REAC:R-HSA-167172']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
130	REAC	REAC:R-HSA-73776	RNA Polymerase II Promoter Escape	0.0002641861402755	True	RNA Polymerase II Promoter Escape	46	98	5	10022	0.0510204081632653	0.108695652173913	query_1	['REAC:R-HSA-76042']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
129	REAC	REAC:R-HSA-75953	RNA Polymerase II Transcription Initiation	0.0002641861402755	True	RNA Polymerase II Transcription Initiation	46	98	5	10022	0.0510204081632653	0.108695652173913	query_1	['REAC:R-HSA-76042']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
289	GO:BP	GO:0043067	regulation of programmed cell death	0.0002731500838314	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1405	103	23	15719	0.2233009708737864	0.0163701067615658	query_1	['GO:0010941', 'GO:0012501']	['AKT1', 'MSH2', 'LIG4', 'ERCC3', 'OGG1', 'PHLPP1', 'CDKN1A', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'CCND2', 'APEX1', 'MNAT1', 'BRCA1', 'ERCC5', 'PRKDC', 'KAT5', 'BARD1', 'TP53', 'KDM1A', 'CCND1']
290	GO:BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	0.0002764513399312	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	10	103	3	15719	0.029126213592233	0.3	query_1	['GO:0045830', 'GO:0048291', 'GO:0048302']	['MSH2', 'PAXIP1', 'MLH1']
291	GO:BP	GO:0031848	protection from non-homologous end joining at telomere	0.0002764513399312	True	"""A process that prevents non-homologous end joining at telomere, thereby ensuring that telomeres do not fuse."" [GOC:mah]"	10	103	3	15719	0.029126213592233	0.3	query_1	['GO:0016233', 'GO:0043247']	['ERCC1', 'ERCC4', 'XRCC1']
292	GO:BP	GO:0006283	transcription-coupled nucleotide-excision repair	0.0002764513399312	True	"""The nucleotide-excision repair process that carries out preferential repair of DNA lesions on the actively transcribed strand of the DNA duplex. In addition, the transcription-coupled nucleotide-excision repair pathway is required for the recognition and repair of a small subset of lesions that are not recognized by the global genome nucleotide excision repair pathway."" [PMID:10197977, PMID:11900249]"	10	103	3	15719	0.029126213592233	0.3	query_1	['GO:0006289']	['ERCC3', 'ERCC5', 'ERCC2']
293	GO:BP	GO:0051351	positive regulation of ligase activity	0.0002764513399312	True	"""Any process that activates or increases the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate."" [GOC:ai]"	10	103	3	15719	0.029126213592233	0.3	query_1	['GO:0043085', 'GO:0051340']	['XRCC4', 'NHEJ1', 'XRCC1']
143	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0002911880737716	True	Defective DNA double strand break response due to BRCA1 loss of function	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
135	REAC	REAC:R-HSA-5632927	Defective Mismatch Repair Associated With MSH3	0.0002911880737716	True	Defective Mismatch Repair Associated With MSH3	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3']
136	REAC	REAC:R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	0.0002911880737716	True	Defective Mismatch Repair Associated With MLH1	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
137	REAC	REAC:R-HSA-73762	RNA Polymerase I Transcription Initiation	0.0002911880737716	True	RNA Polymerase I Transcription Initiation	47	98	5	10022	0.0510204081632653	0.1063829787234042	query_1	['REAC:R-HSA-73854']	['CDK7', 'ERCC3', 'CCNH', 'MNAT1', 'ERCC2']
138	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0002911880737716	True	Defective DNA double strand break response due to BARD1 loss of function	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
139	REAC	REAC:R-HSA-5632968	Defective Mismatch Repair Associated With MSH6	0.0002911880737716	True	Defective Mismatch Repair Associated With MSH6	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH6']
140	REAC	REAC:R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.0002911880737716	True	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-110381']	['APEX1', 'POLB']
141	REAC	REAC:R-HSA-5632987	Defective Mismatch Repair Associated With PMS2	0.0002911880737716	True	Defective Mismatch Repair Associated With PMS2	2	98	2	10022	0.0204081632653061	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
142	REAC	REAC:R-HSA-69273	Cyclin A/B1/B2 associated events during G2/M transition	0.0002911880737716	True	Cyclin A/B1/B2 associated events during G2/M transition	25	98	4	10022	0.0408163265306122	0.16	query_1	['REAC:R-HSA-69275']	['CDK7', 'CCNH', 'MNAT1', 'CDK2']
294	GO:BP	GO:0051347	positive regulation of transferase activity	0.0003054721999207	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	521	103	13	15719	0.1262135922330097	0.0249520153550863	query_1	['GO:0043085', 'GO:0051338']	['AKT1', 'NBN', 'RAD50', 'XRCC6', 'PCNA', 'CDKN1A', 'XRCC5', 'MRE11', 'CCND2', 'MNAT1', 'PRIM2', 'PNKP', 'CCND1']
295	GO:BP	GO:0000002	mitochondrial genome maintenance	0.0003152190704946	True	"""The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome."" [GOC:ai, GOC:vw]"	29	103	4	15719	0.0388349514563106	0.1379310344827586	query_1	['GO:0007005']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
296	GO:BP	GO:0043412	macromolecule modification	0.0003207408477008	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3600	103	42	15719	0.4077669902912621	0.0116666666666666	query_1	['GO:0043170']	['HUS1', 'USP45', 'AKT1', 'NBN', 'USP1', 'RAD50', 'FANCI', 'CDK7', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'OGG1', 'BRCA2', 'CDKN1A', 'USP12', 'ATR', 'CCNH', 'PARP1', 'XRCC5', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'CCND2', 'APEX1', 'MNAT1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'CDK4', 'TP53', 'PHLPP2', 'NEIL1', 'KDM1A', 'CDK6', 'CCND1', 'RNF8']
