Ablepharon macrostomia syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1274	GO:BP	GO:0002076	osteoblast development	0.0171372701505955	True	"""The process whose specific outcome is the progression of an osteoblast over time, from its formation to the mature structure. Osteoblast development does not include the steps involved in committing a cranial neural crest cell or an osteoprogenitor cell to an osteoblast fate. An osteoblast is a cell that gives rise to bone."" [GOC:dph]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0001649', 'GO:0048468']	['RUNX2', 'SMAD3']
1275	GO:BP	GO:2001185	regulation of CD8-positive, alpha-beta T cell activation	0.0171372701505955	True	"""Any process that modulates the frequency, rate or extent of CD8-positive, alpha-beta T cell activation."" [GOC:obol]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0036037', 'GO:0046634']	['CBFB', 'RUNX1']
1276	GO:BP	GO:0051004	regulation of lipoprotein lipase activity	0.0171372701505955	True	"""Any process that modulates the activity of the enzyme lipoprotein lipase."" [GOC:ai]"	18	99	2	15719	0.0202020202020202	0.1111111111111111	query_1	['GO:0060191']	['NR1H2', 'NR1H3']
1277	GO:BP	GO:0031401	positive regulation of protein modification process	0.0171566850557282	True	"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	933	99	13	15719	0.1313131313131313	0.0139335476956055	query_1	['GO:0031399', 'GO:0036211', 'GO:0051247']	['SOX9', 'AKT1', 'CTNNB1', 'SMARCB1', 'SMAD4', 'MECP2', 'HDAC3', 'SENP2', 'PDE8A', 'TP53', 'HDAC2', 'KDM1A', 'HIPK2']
1278	GO:BP	GO:0010506	regulation of autophagy	0.0175099758645468	True	"""Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]"	341	99	7	15719	0.0707070707070707	0.0205278592375366	query_1	['GO:0006914', 'GO:0031329']	['AKT1', 'FOXO3', 'EP300', 'GATA4', 'FOXO1', 'TP53', 'PSAP']
59	GO:CC	GO:0005819	spindle	0.0177767283703735	True	"""The array of microtubules and associated molecules that forms between opposite poles of a eukaryotic cell during mitosis or meiosis and serves to move the duplicated chromosomes apart."" [ISBN:0198547684]"	420	99	8	16420	0.0808080808080808	0.019047619047619	query_1	['GO:0015630', 'GO:0043232']	['AKT1', 'CTNNB1', 'TBL1X', 'NCOR1', 'HDAC3', 'KAT2B', 'TBL1XR1', 'RANGAP1']
1279	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0179452974645443	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	99	9	15719	0.0909090909090909	0.0171102661596958	query_1	['GO:0032880', 'GO:0045184']	['REST', 'NR1H2', 'NR1H3', 'SUMO1', 'HDAC3', 'NR1H4', 'FOXO1', 'SMAD3', 'RANGAP1']
1280	GO:BP	GO:0009314	response to radiation	0.0179474096755715	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:jl, Wikipedia:Electromagnetic_radiation]"	432	99	8	15719	0.0808080808080808	0.0185185185185185	query_1	['GO:0009628']	['AKT1', 'CREBBP', 'ELK1', 'EP300', 'MECP2', 'TP53', 'YAP1', 'KDM1A']
191	REAC	REAC:R-HSA-5362517	Signaling by Retinoic Acid	0.0180390630928585	True	Signaling by Retinoic Acid	42	91	3	10022	0.0329670329670329	0.0714285714285714	query_1	['REAC:R-HSA-9006931']	['RXRA', 'RXRB', 'RARA']
1321	GO:BP	GO:2001250	positive regulation of ammonia assimilation cycle	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of ammonia assimilation cycle."" [GOC:BHF]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0019676', 'GO:0045848', 'GO:2000213', 'GO:2001248']	['NR1H4']
1335	GO:BP	GO:0060515	prostate field specification	0.0181076497449865	True	"""The process that results in the delineation of a specific region of the urogenital sinus epithelium into the area in which the prostate gland will develop."" [GOC:dph, PMID:18977204]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003006', 'GO:0010092', 'GO:0060513']	['AR']
1333	GO:BP	GO:0060520	activation of prostate induction by androgen receptor signaling pathway	0.0181076497449865	True	"""The series of molecular signals initiated by androgen binding to its receptor in the urogenital sinus mesenchyme that initiates prostate induction. Prostate induction is the close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, GOC:tb, PMID:18977204]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0010647', 'GO:0023056', 'GO:0030521', 'GO:0042659', 'GO:0060514', 'GO:0060685', 'GO:0110110', 'GO:1905332', 'GO:2000243']	['AR']
1332	GO:BP	GO:0045848	positive regulation of nitrogen utilization	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of nitrogen utilization."" [GOC:go_curators]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006808', 'GO:0019740', 'GO:0032109']	['NR1H4']
1331	GO:BP	GO:0000431	regulation of transcription from RNA polymerase II promoter by galactose	0.0181076497449865	True	"""Any process involving galactose that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:krc]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0000409', 'GO:0000429']	['NCOA1']
1320	GO:BP	GO:0003168	Purkinje myocyte differentiation	0.0181076497449865	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a Purkinje myocyte (also known as cardiac Purkinje fiber cell). These cells are specialized cardiomyocytes that receive signals from the bundle of His and innervate the ventricular cardiac muscle."" [GOC:mtg_cardiac_conduct_nov11, GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003165', 'GO:0060932']	['NKX2-5']
1330	GO:BP	GO:0060980	cell migration involved in coronary vasculogenesis	0.0181076497449865	True	"""The orderly movement of a cell from one site to another that will contribute to the differentiation of an endothelial cell that will form the blood vessels of the heart."" [GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0035441', 'GO:0060973', 'GO:0060979']	['TBX5']
1328	GO:BP	GO:0032916	positive regulation of transforming growth factor beta3 production	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0032907', 'GO:0032910', 'GO:0071636']	['SMAD3']
1327	GO:BP	GO:0060709	glycogen cell differentiation involved in embryonic placenta development	0.0181076497449865	True	"""The process in which a relatively unspecialized cell acquires specialized features of a glycogen cell of the placenta. A glycogen cell is a vacuolated glycogen-rich cell that appears in compact cell islets of the spongiotrophoblast layer."" [GOC:dph, PMID:16269175]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0060706', 'GO:0060712']	['AKT1']
1325	GO:BP	GO:0034255	regulation of urea metabolic process	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving urea."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0019627', 'GO:0034248', 'GO:0062012', 'GO:1903314']	['NR1H4']
1324	GO:BP	GO:0060784	regulation of cell proliferation involved in tissue homeostasis	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of cell proliferation resulting in the maintenance of a steady-state number of cells within a tissue."" [GOC:dph]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0042127', 'GO:0048873']	['SOX9']
1323	GO:BP	GO:0061040	female gonad morphogenesis	0.0181076497449865	True	"""The process in which a female gonad is generated and organized."" [GOC:BHF, GOC:dph]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0008585', 'GO:0035262']	['SMAD4']
1322	GO:BP	GO:1903755	positive regulation of SUMO transferase activity	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of SUMO transferase activity."" [GO_REF:0000059, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:19955185]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051347', 'GO:1903182']	['UBE2I']
1329	GO:BP	GO:0000411	positive regulation of transcription by galactose	0.0181076497449865	True	"""Any process involving galactose that activates or increases the rate of transcription."" [GOC:go_curators]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0000409', 'GO:0045991']	['NCOA1']
1336	GO:BP	GO:0060514	prostate induction	0.0181076497449865	True	"""The close range interaction of the urogenital sinus mesenchyme and the urogenital sinus epithelium that causes the cells of the urogenital sinus epithelium to change their fates and specify the development of the prostate gland."" [GOC:dph, PMID:18977204]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001759', 'GO:0060515', 'GO:0060685', 'GO:1905332', 'GO:2000243']	['AR']
1345	GO:BP	GO:0036268	swimming	0.0181076497449865	True	"""Self-propelled movement of an organism from one location to another through water, often by means of active fin movement."" [GOC:cvs, PMID:22459995]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0040011']	['EP300']
1338	GO:BP	GO:0036076	ligamentous ossification	0.0181076497449865	True	"""Ossification wherein bone tissue forms within ligamentous tissue."" [GO_REF:0000034]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001503']	['RUNX2']
1352	GO:BP	GO:0044336	canonical Wnt signaling pathway involved in negative regulation of apoptotic process	0.0181076497449865	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the negative regulation of apoptotic process."" [GOC:BHF, GOC:jl, GOC:mtg_apoptosis]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043066', 'GO:0060070']	['CTNNB1']
1351	GO:BP	GO:0000435	positive regulation of transcription from RNA polymerase II promoter by galactose	0.0181076497449865	True	"""Any process involving galactose that activates or increases the rate of transcription from an RNA polymerase II promoter."" [GOC:krc]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0000411', 'GO:0000431', 'GO:0000436']	['NCOA1']
1350	GO:BP	GO:0038185	intracellular bile acid receptor signaling pathway	0.0181076497449865	True	"""The series of molecular signals initiated by a bile acid binding to an receptor located within a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:10334992]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0030522', 'GO:0038183']	['NR1H4']
1349	GO:BP	GO:2000798	negative regulation of amniotic stem cell differentiation	0.0181076497449865	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of amniotic stem cell differentiation."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0097086', 'GO:2000740', 'GO:2000797']	['REST']
1348	GO:BP	GO:2001248	regulation of ammonia assimilation cycle	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of ammonia assimilation cycle."" [GOC:BHF]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006808', 'GO:0019676', 'GO:2000211']	['NR1H4']
1347	GO:BP	GO:2000797	regulation of amniotic stem cell differentiation	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of amniotic stem cell differentiation."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0097086', 'GO:2000739']	['REST']
1337	GO:BP	GO:2000213	positive regulation of glutamate metabolic process	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of glutamate metabolic process."" [GOC:sl]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006536', 'GO:0034250', 'GO:0045764', 'GO:2000211']	['NR1H4']
1346	GO:BP	GO:0033189	response to vitamin A	0.0181076497449865	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin A stimulus."" [GOC:sl]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0033273', 'GO:0033993']	['GATA4', 'RARA']
1344	GO:BP	GO:0001079	nitrogen catabolite regulation of transcription from RNA polymerase II promoter	0.0181076497449865	True	"""A transcription regulation process in which the presence of one nitrogen source leads to the modulation of the frequency, rate, or extent of transcription, from an RNA polymerase II promoter, of specific genes involved in the metabolism of other nitrogen sources."" [GOC:mah, GOC:txnOH, PMID:19104072]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006357', 'GO:0090293']	['NR1H4']
1343	GO:BP	GO:0001080	nitrogen catabolite activation of transcription from RNA polymerase II promoter	0.0181076497449865	True	"""A transcription regulation process in which the presence of one nitrogen source leads to an increase in the frequency, rate, or extent of transcription, from an RNA polymerase II promoter, of specific genes involved in the metabolism of other nitrogen sources."" [GOC:mah, GOC:txnOH, PMID:19104072]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001079', 'GO:0090294']	['NR1H4']
1342	GO:BP	GO:0001543	ovarian follicle rupture	0.0181076497449865	True	"""Disruption of theca cell layer releasing follicular fluid and/or the oocyte."" [https://www.ncbi.nlm.nih.gov/books/NBK279054/]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001542', 'GO:0022602']	['NRIP1']
1341	GO:BP	GO:2000706	negative regulation of dense core granule biogenesis	0.0181076497449865	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of dense core granule biogenesis."" [GOC:obol]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0048523', 'GO:0061110', 'GO:2000705']	['REST']
1340	GO:BP	GO:0060010	Sertoli cell fate commitment	0.0181076497449865	True	"""The process in which the cellular identity of Sertoli cells is acquired and determined."" [GOC:dph]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003006', 'GO:0060008', 'GO:0072148']	['RARA']
1339	GO:BP	GO:0001830	trophectodermal cell fate commitment	0.0181076497449865	True	"""The cell fate commitment of precursor cells that will become trophectoderm cells."" [GOC:dph, ISBN:0124020607, ISBN:0198542771]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001829', 'GO:0045165']	['TEAD4']
1319	GO:BP	GO:0090341	negative regulation of secretion of lysosomal enzymes	0.0181076497449865	True	"""Any process that decreases the rate, frequency or extent of secretion of lysosomal enzymes, the controlled release of lysosomal enzymes by a cell."" [GOC:BHF]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0033299', 'GO:0050709', 'GO:0090182']	['NR1H3']
1318	GO:BP	GO:0090340	positive regulation of secretion of lysosomal enzymes	0.0181076497449865	True	"""Any process that increases the rate, frequency or extent of secretion of lysosomal enzymes, the controlled release of lysosomal enzymes by a cell."" [GOC:BHF]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0033299', 'GO:0050714', 'GO:0090182']	['NR1H2']
1334	GO:BP	GO:0060517	epithelial cell proliferation involved in prostatic bud elongation	0.0181076497449865	True	"""The multiplication of epithelial cells, contributing to the expansion of the primary prostatic bud."" [GOC:dph, PMID:18977204]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0060516', 'GO:0060767']	['SOX9']
1316	GO:BP	GO:0090294	nitrogen catabolite activation of transcription	0.0181076497449865	True	"""A transcription regulation process in which the presence of one nitrogen source leads to an increase in the frequency, rate, or extent of transcription of specific genes involved in the metabolism of other nitrogen sources."" [GOC:mah, GOC:rb, PMID:19104072]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0045893', 'GO:0090293']	['NR1H4']
1296	GO:BP	GO:0090311	regulation of protein deacetylation	0.0181076497449865	True	"""Any process that modulates the rate, frequency, or extent of protein deacetylation, the removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:tb]"	59	99	3	15719	0.0303030303030303	0.0508474576271186	query_1	['GO:0006476', 'GO:0031399']	['EP300', 'KAT2B', 'TP53']
1295	GO:BP	GO:1904826	regulation of hydrogen sulfide biosynthetic process	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0031326', 'GO:0042762', 'GO:0070814']	['SP1']
1294	GO:BP	GO:0061921	peptidyl-lysine propionylation	0.0181076497449865	True	"""The propionylation of peptidyl-lysine."" [PMID:17267393]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043543']	['EP300']
1293	GO:BP	GO:0006978	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator	0.0181076497449865	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, resulting in the induction of the transcription of p21 (also known as WAF1, CIP1 and SDI1) or any equivalent protein, in response to the detection of DNA damage."" [PMID:10967424]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0030330', 'GO:0042772']	['TP53', 'HIPK2']
1292	GO:BP	GO:1903781	positive regulation of cardiac conduction	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of cardiac conduction."" [GO_REF:0000058, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, GOC:rph, GOC:TermGenie, PMID:12967627]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0048518', 'GO:0061337', 'GO:1903779']	['TBX5']
1291	GO:BP	GO:1903182	regulation of SUMO transferase activity	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of SUMO ligase activity."" [GO_REF:0000059, GOC:bf, GOC:PARL, GOC:TermGenie]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0033233', 'GO:0051338']	['UBE2I']
1290	GO:BP	GO:1903314	regulation of nitrogen cycle metabolic process	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of nitrogen cycle metabolic process."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051171', 'GO:0071941']	['NR1H4']
1297	GO:BP	GO:0097086	amniotic stem cell differentiation	0.0181076497449865	True	"""The process whereby a relatively unspecialized cell acquires specialized features of an amniotic stem cell. An amniotic stem cell is a mesenchymal stem cell extracted from amniotic fluid. Amniotic stem cells are able to differentiate into various tissue types such as skin, cartilage, cardiac tissue, nerves, muscle, and bone."" [CL:0002639, GOC:yaf, PMID:20942606, Wikipedia:Amniotic_stem_cells]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0072497']	['REST']
1289	GO:BP	GO:0007403	glial cell fate determination	0.0181076497449865	True	"""The cell fate determination process in which a cell becomes capable of differentiating autonomously into a glial cell regardless of its environment; upon determination, the cell fate cannot be reversed."" [GOC:go_curators, GOC:mtg_sensu]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0001709', 'GO:0021781']	['CTNNB1']
1287	GO:BP	GO:0061767	negative regulation of lung blood pressure	0.0181076497449865	True	"""The process that decreases the force with which blood travels through the lungs."" [GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:dph, PMID:22161164]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0014916']	['SMAD3']
1286	GO:BP	GO:0061324	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation	0.0181076497449865	True	"""The canonical Wnt signaling pathway that contributes to the modulation of the expansion of a population of cardiac outflow tract cells."" [GOC:dph, GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0044340', 'GO:0061316', 'GO:1901963']	['CTNNB1']
1285	GO:BP	GO:1904828	positive regulation of hydrogen sulfide biosynthetic process	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of hydrogen sulfide biosynthetic process."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22034194]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0031328', 'GO:0051176', 'GO:0070814', 'GO:1904826']	['SP1']
1317	GO:BP	GO:0019102	male somatic sex determination	0.0181076497449865	True	"""The determination of sex and sexual phenotypes in a male organism's soma."" [GOC:mah]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0018993', 'GO:0030238']	['AR']
1283	GO:BP	GO:0140067	peptidyl-lysine butyrylation	0.0181076497449865	True	"""The butyrylation of a lysine residue in a protein. Butyryl is the univalent radical C3H7COO- derived from butyric acid."" [PMID:27105113, Wikipedia:butyryl]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0043543']	['EP300']
1282	GO:BP	GO:1903703	enterocyte differentiation	0.0181076497449865	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an enterocyte."" [GO_REF:0000086, GOC:TermGenie, PMID:16782882, Wikipedia:List_of_intestinal_epithelial_differentiation_genes]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0060575']	['YAP1']
1281	GO:BP	GO:0003251	positive regulation of cell proliferation involved in heart valve morphogenesis	0.0181076497449865	True	"""Any process that increases the rate, frequency or extent of cell proliferation that contributes to the shaping of a heart valve."" [GOC:mtg_heart]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0003249', 'GO:0003250', 'GO:2000138']	['SMAD4']
1288	GO:BP	GO:1903451	negative regulation of G1 to G0 transition	0.0181076497449865	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of G1 to G0 transition."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:24088570]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0010948', 'GO:0070314', 'GO:1903450']	['TP53']
1298	GO:BP	GO:0071840	cellular component organization or biogenesis	0.0181076497449865	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	99	52	15719	0.5252525252525253	0.0083440308087291	query_1	['GO:0009987']	['REST', 'UBE2I', 'SOX9', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'COPRS', 'NR1H2', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBX5', 'SIN3A', 'NR1H3', 'TEAD2', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD4', 'VGLL4', 'RUNX1', 'EP300', 'MECP2', 'TEAD1', 'PRMT5', 'NCOR1', 'HDAC3', 'ESR2', 'GPR37', 'SMARCC2', 'RCOR1', 'NR1H4', 'KAT2B', 'ESR1', 'WT1', 'HIPK1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'YAP1', 'KDM1A', 'SMARCC1', 'SRF', 'SKIL', 'HIPK2']
1284	GO:BP	GO:1903771	positive regulation of beta-galactosidase activity	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of beta-galactosidase activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:11927518]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051345']	['PSAP']
1300	GO:BP	GO:0014036	neural crest cell fate specification	0.0181076497449865	True	"""The process in which a cell becomes capable of differentiating autonomously into a neural crest cell in an environment that is neutral with respect to the developmental pathway; upon specification, the cell fate can be reversed."" [GOC:dh, GOC:ef]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0014034', 'GO:0048866']	['SOX9']
1299	GO:BP	GO:0002831	regulation of response to biotic stimulus	0.0181076497449865	True	"""Any process that modulates the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	436	99	8	15719	0.0808080808080808	0.018348623853211	query_1	['GO:0009607', 'GO:0048583']	['CREBBP', 'NR1H2', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'NR1H4', 'ESR1']
1315	GO:BP	GO:0090293	nitrogen catabolite regulation of transcription	0.0181076497449865	True	"""A transcription regulation process in which the presence of one nitrogen source leads to the modulation of the frequency, rate, or extent of transcription of specific genes involved in the metabolism of other nitrogen sources."" [GOC:mah, GOC:rb, PMID:19104072]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006355', 'GO:0006808', 'GO:0031670', 'GO:0071417']	['NR1H4']
1314	GO:BP	GO:1904990	regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase-inhibiting dopamine receptor signaling pathway."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:26554819]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007195', 'GO:0008277', 'GO:0060159']	['PRMT5']
1313	GO:BP	GO:1904992	positive regulation of adenylate cyclase-inhibiting dopamine receptor signaling pathway	0.0181076497449865	True	"""Any process that activates or increases the frequency, rate or extent of adenylate cyclase-inhibiting dopamine receptor signaling pathway."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:26554819]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0007195', 'GO:0045745', 'GO:0060161', 'GO:1904990']	['PRMT5']
1312	GO:BP	GO:1905304	regulation of cardiac myofibril assembly	0.0181076497449865	True	"""Any process that modulates the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0055003', 'GO:0060284', 'GO:0110020', 'GO:1902115', 'GO:1902903']	['SMAD4']
1311	GO:BP	GO:0072302	negative regulation of metanephric glomerular mesangial cell proliferation	0.0181076497449865	True	"""Any process that decreases the frequency, rate or extent of metanephric glomerular mesangial cell proliferation."" [GOC:mtg_kidney_jan10]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0072125', 'GO:0072262', 'GO:0072301']	['WT1']
1310	GO:BP	GO:1905305	negative regulation of cardiac myofibril assembly	0.0181076497449865	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiac myofibril assembly."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:16151019]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051494', 'GO:0055003', 'GO:1902116', 'GO:1902904', 'GO:1905304', 'GO:2000726']	['SMAD4']
1309	GO:BP	GO:0010866	regulation of triglyceride biosynthetic process	0.0181076497449865	True	"""Any process that modulates the rate, frequency, or extent of triglyceride biosynthesis. Triglyceride biosynthesis is the collection of chemical reactions and pathways resulting in the formation of triglyceride, any triester of glycerol."" [GOC:BHF, GOC:tb]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0019432', 'GO:0031326', 'GO:0046890', 'GO:0090207']	['NR1H2', 'NR1H3']
1308	GO:BP	GO:0097474	retinal cone cell apoptotic process	0.0181076497449865	True	"""Any apoptotic process in a retinal cone cell, one of the two photoreceptor cell types of the vertebrate retina."" [CL:0000573, GOC:jc]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0051402', 'GO:1990009']	['THRB']
1307	GO:BP	GO:0010878	cholesterol storage	0.0181076497449865	True	"""The accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:BHF, GOC:dph, GOC:tb]"	19	99	2	15719	0.0202020202020202	0.1052631578947368	query_1	['GO:0019915']	['NR1H2', 'NR1H3']
1326	GO:BP	GO:0000409	regulation of transcription by galactose	0.0181076497449865	True	"""Any process involving galactose that modulates the frequency, rate or extent or transcription."" [GOC:go_curators]"	1	99	1	15719	0.0101010101010101	1.0	query_1	['GO:0006355']	['NCOA1']
