Waardenburg-Shah syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
141	REAC	REAC:R-HSA-6802952	Signaling by BRAF and RAF1 fusions	0.0001190229143435	True	Signaling by BRAF and RAF1 fusions	63	96	6	10022	0.0625	0.0952380952380952	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'VCL', 'TLN1']
140	REAC	REAC:R-HSA-9664417	Leishmania phagocytosis	0.0001190229143435	True	Leishmania phagocytosis	63	96	6	10022	0.0625	0.0952380952380952	query_1	['REAC:R-HSA-9664407']	['CRK', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
139	REAC	REAC:R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	0.0001190229143435	True	Erythropoietin activates Phospholipase C gamma (PLCG)	7	96	3	10022	0.03125	0.4285714285714285	query_1	['REAC:R-HSA-9006335']	['PLCG2', 'LYN', 'PLCG1']
138	REAC	REAC:R-HSA-9664422	FCGR3A-mediated phagocytosis	0.0001190229143435	True	FCGR3A-mediated phagocytosis	63	96	6	10022	0.0625	0.0952380952380952	query_1	['REAC:R-HSA-9664417']	['CRK', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
586	GO:BP	GO:0051282	regulation of sequestering of calcium ion	0.0001240067147742	True	"""Any process that modulates the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	125	104	7	15719	0.0673076923076923	0.056	query_1	['GO:0032879', 'GO:0050794', 'GO:0051208']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
587	GO:BP	GO:1990266	neutrophil migration	0.0001303728477037	True	"""The movement of a neutrophil within or between different tissues and organs of the body."" [PMID:1826836]"	126	104	7	15719	0.0673076923076923	0.0555555555555555	query_1	['GO:0097530']	['ITGA9', 'EDN2', 'EDN3', 'JAM3', 'VAV1', 'SYK', 'EDN1']
588	GO:BP	GO:0006816	calcium ion transport	0.0001315336707014	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	418	104	12	15719	0.1153846153846153	0.0287081339712918	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'EDNRA', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'EDNRB', 'LCK']
589	GO:BP	GO:0055080	monoatomic cation homeostasis	0.0001315858568153	True	"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]"	564	104	14	15719	0.1346153846153846	0.0248226950354609	query_1	['GO:0050801']	['KEL', 'EDN2', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'EDNRB', 'XK', 'LCK']
143	REAC	REAC:R-HSA-5654736	Signaling by FGFR1	0.0001317084011223	True	Signaling by FGFR1	39	96	5	10022	0.0520833333333333	0.1282051282051282	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'CBL', 'PTPN11']
590	GO:BP	GO:0033622	integrin activation	0.0001324342249328	True	"""The aggregation, arrangement and bonding together of an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits, that lead to the increased affinity of the integrin for its extracellular ligands."" [GOC:add, PMID:12213832, PMID:14754902]"	25	104	4	15719	0.0384615384615384	0.16	query_1	['GO:0065003']	['FN1', 'SRC', 'JAM3', 'TLN1']
591	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	0.0001324342249328	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	104	4	15719	0.0384615384615384	0.16	query_1	['GO:0007169', 'GO:0038179']	['BCAR1', 'SRC', 'SOS1', 'PTPN11']
592	GO:BP	GO:0021854	hypothalamus development	0.0001324342249328	True	"""The progression of the hypothalamus region of the forebrain, from its initial formation to its mature state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	25	104	4	15719	0.0384615384615384	0.16	query_1	['GO:0021536', 'GO:0021761', 'GO:0048856']	['NRP2', 'POU3F2', 'NRP1', 'PLXNA1']
593	GO:BP	GO:0030003	intracellular monoatomic cation homeostasis	0.0001325457622874	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]"	490	104	13	15719	0.125	0.0265306122448979	query_1	['GO:0006873', 'GO:0055080']	['KEL', 'EDN2', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'XK', 'LCK']
594	GO:BP	GO:1903035	negative regulation of response to wounding	0.0001334475743979	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	104	6	15719	0.0576923076923076	0.0705882352941176	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'CRK', 'EDN1', 'VTN', 'THBS1', 'PDGFRA']
44	GO:CC	GO:0098590	plasma membrane region	0.000137763903797	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	104	21	16420	0.2019230769230769	0.0174563591022443	query_1	['GO:0005886', 'GO:0016020']	['MET', 'ITGB1', 'ITGA9', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'ITGA5', 'NRP2', 'LCP2', 'EGFR', 'PLCG1', 'ERBB2', 'CDH1', 'CRKL', 'TLN1', 'NRP1', 'ITGA3', 'CBL']
144	REAC	REAC:R-HSA-389513	CTLA4 inhibitory signaling	0.0001378671810909	True	CTLA4 inhibitory signaling	20	96	4	10022	0.0416666666666666	0.2	query_1	['REAC:R-HSA-388841']	['FYN', 'LYN', 'LCK', 'PTPN11']
595	GO:BP	GO:0014812	muscle cell migration	0.000142217389635	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	104	6	15719	0.0576923076923076	0.0697674418604651	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
596	GO:BP	GO:0003158	endothelium development	0.000142217389635	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	104	7	15719	0.0673076923076923	0.0546875	query_1	['GO:0060429']	['MET', 'RAPGEF1', 'EDNRA', 'VCL', 'VEGFA', 'EDNRB', 'NRP1']
597	GO:BP	GO:0060982	coronary artery morphogenesis	0.000145975294809	True	"""The process in which the anatomical structures of coronary arteries are generated and organized. Coronary arteries are blood vessels that transport blood to the heart muscle."" [GOC:mtg_heart]"	9	104	3	15719	0.0288461538461538	0.3333333333333333	query_1	['GO:0048844', 'GO:0060977']	['VEGFA', 'TGFBR1', 'NRP1']
598	GO:BP	GO:1990314	cellular response to insulin-like growth factor stimulus	0.000145975294809	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin-like growth factor stimulus."" [PMID:20042609]"	9	104	3	15719	0.0288461538461538	0.3333333333333333	query_1	['GO:0071375']	['ITGB3', 'CRK', 'TGFB1']
600	GO:BP	GO:0035635	entry of bacterium into host cell	0.000145975294809	True	"""The process in which a bacterium enters a host cell. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:bf, PMID:21187937]"	9	104	3	15719	0.0288461538461538	0.3333333333333333	query_1	['GO:0044409']	['ITGAV', 'SRC', 'CBL']
599	GO:BP	GO:0008354	germ cell migration	0.000145975294809	True	"""The orderly movement of a cell specialized to produce haploid gametes through the embryo from its site of production to the place where the gonads will form."" [GOC:bf, GOC:jl]"	9	104	3	15719	0.0288461538461538	0.3333333333333333	query_1	['GO:0007276', 'GO:0016477', 'GO:0022412']	['ITGB1', 'TGFB1', 'TGFBR1']
601	GO:BP	GO:0051208	sequestering of calcium ion	0.0001483263515472	True	"""The process of binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	129	104	7	15719	0.0673076923076923	0.0542635658914728	query_1	['GO:0006874', 'GO:0051651']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
602	GO:BP	GO:0051641	cellular localization	0.0001493379751769	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3251	104	40	15719	0.3846153846153846	0.0123039064903106	query_1	['GO:0009987', 'GO:0051179']	['KEL', 'ITGB1', 'PIK3R2', 'CD2AP', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PLCG2', 'EDN3', 'EML3', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'LYN', 'TGFB1', 'PLK1', 'JAM3', 'EGFR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'EML4', 'SH3GL2', 'CRKL', 'EDNRB', 'NRP1', 'LCK', 'ITGB7', 'ITGA3', 'CBL', 'PTPN11']
606	GO:BP	GO:0071378	cellular response to growth hormone stimulus	0.0001521276005507	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	26	104	4	15719	0.0384615384615384	0.1538461538461538	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
605	GO:BP	GO:0150146	cell junction disassembly	0.0001521276005507	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	26	104	4	15719	0.0384615384615384	0.1538461538461538	query_1	['GO:0022411', 'GO:0034330']	['ITGB1', 'TGFB3', 'PIK3R1', 'TGFBR1']
604	GO:BP	GO:0060396	growth hormone receptor signaling pathway	0.0001521276005507	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	26	104	4	15719	0.0384615384615384	0.1538461538461538	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
603	GO:BP	GO:2000209	regulation of anoikis	0.0001521276005507	True	"""Any process that modulates the frequency, rate or extent of anoikis."" [GOC:mah]"	26	104	4	15719	0.0384615384615384	0.1538461538461538	query_1	['GO:0042981', 'GO:0043276']	['ITGB1', 'SRC', 'ITGA5', 'PTK2']
607	GO:BP	GO:0006873	intracellular monoatomic ion homeostasis	0.0001566487488117	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	499	104	13	15719	0.125	0.0260521042084168	query_1	['GO:0050801', 'GO:0055082']	['KEL', 'EDN2', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'XK', 'LCK']
610	GO:BP	GO:0050801	monoatomic ion homeostasis	0.0001573162082754	True	"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	575	104	14	15719	0.1346153846153846	0.0243478260869565	query_1	['GO:0048878']	['KEL', 'EDN2', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'EDNRB', 'XK', 'LCK']
609	GO:BP	GO:0072657	protein localization to membrane	0.0001573162082754	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	575	104	14	15719	0.1346153846153846	0.0243478260869565	query_1	['GO:0008104', 'GO:0051668']	['ITGB1', 'PIK3R2', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'MADCAM1', 'TGFB1', 'EGFR', 'ERBB2', 'CDH1', 'CRKL', 'ITGB7', 'ITGA3']
608	GO:BP	GO:0032504	multicellular organism reproduction	0.0001573162082754	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	906	104	18	15719	0.173076923076923	0.0198675496688741	query_1	['GO:0000003', 'GO:0032501']	['ITGB1', 'SRC', 'SPP1', 'EDNRA', 'TGFB3', 'SOS1', 'TGFB1', 'PLK1', 'JAM3', 'EDN1', 'PTK2B', 'CRKL', 'EDNRB', 'TGFBR1', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA']
611	GO:BP	GO:0060021	roof of mouth development	0.0001582117408474	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	104	6	15719	0.0576923076923076	0.0681818181818181	query_1	['GO:0048856']	['TGFB3', 'SOS1', 'TGFBR2', 'TGFBR1', 'ITGB6', 'PDGFRA']
614	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.0001589257679552	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	104	5	15719	0.048076923076923	0.0943396226415094	query_1	['GO:0010517', 'GO:0060193']	['EDNRA', 'ITK', 'EGFR', 'PDGFRA', 'FLT1']
613	GO:BP	GO:0010761	fibroblast migration	0.0001589257679552	True	"""Cell migration that is accomplished by extension and retraction of a fibroblast pseudopodium. A fibroblast is a connective tissue cell which secretes an extracellular matrix rich in collagen and other macromolecules."" [GOC:BHF, GOC:dph, GOC:tb]"	53	104	5	15719	0.048076923076923	0.0943396226415094	query_1	['GO:0001667']	['ITGB1', 'ITGB3', 'TGFB1', 'PTK2', 'THBS1']
616	GO:BP	GO:0048260	positive regulation of receptor-mediated endocytosis	0.0001589257679552	True	"""Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	53	104	5	15719	0.048076923076923	0.0943396226415094	query_1	['GO:0006898', 'GO:0045807', 'GO:0048259']	['PLCG2', 'SYK', 'VEGFA', 'VTN', 'CBL']
615	GO:BP	GO:0099173	postsynapse organization	0.0001589257679552	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]"	180	104	8	15719	0.0769230769230769	0.0444444444444444	query_1	['GO:0016043', 'GO:0050808']	['ITGB3', 'CRK', 'FYN', 'NRP2', 'PTK2B', 'CRKL', 'NRP1', 'ITGA3']
612	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	0.0001589257679552	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	104	5	15719	0.048076923076923	0.0943396226415094	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['FN1', 'ITGB3', 'TGFB1', 'EGFR', 'PDGFRA']
617	GO:BP	GO:0046578	regulation of Ras protein signal transduction	0.0001642164651787	True	"""Any process that modulates the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	181	104	8	15719	0.0769230769230769	0.0441988950276243	query_1	['GO:0007265', 'GO:0051056']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'CRK', 'NRP1', 'ITGA3', 'CBL']
618	GO:BP	GO:0031099	regeneration	0.0001642164651787	True	"""The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass)."" [GOC:mah, GOC:pr]"	181	104	8	15719	0.0769230769230769	0.0441988950276243	query_1	['GO:0048856']	['SPP1', 'HGF', 'TGFBR2', 'TNC', 'TGFB1', 'VTN', 'ADAM15', 'PGF']
619	GO:BP	GO:0046849	bone remodeling	0.000166569057438	True	"""The continuous turnover of bone matrix and mineral that involves first, an increase in resorption (osteoclastic activity) and later, reactive bone formation (osteoblastic activity). The process of bone remodeling takes place in the adult skeleton at discrete foci. The process ensures the mechanical integrity of the skeleton throughout life and plays an important role in calcium homeostasis. An imbalance in the regulation of bone resorption and bone formation results in many of the metabolic bone diseases, such as osteoporosis."" [GOC:curators]"	89	104	6	15719	0.0576923076923076	0.0674157303370786	query_1	['GO:0048771']	['SRC', 'SPP1', 'ITGB3', 'MITF', 'SYK', 'PTK2B']
145	REAC	REAC:R-HSA-5654687	Downstream signaling of activated FGFR1	0.000166759781894	True	Downstream signaling of activated FGFR1	21	96	4	10022	0.0416666666666666	0.1904761904761904	query_1	['REAC:R-HSA-5654736']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11']
146	REAC	REAC:R-HSA-5654716	Downstream signaling of activated FGFR4	0.000166759781894	True	Downstream signaling of activated FGFR4	21	96	4	10022	0.0416666666666666	0.1904761904761904	query_1	['REAC:R-HSA-5654743']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11']
620	GO:BP	GO:1902903	regulation of supramolecular fiber organization	0.0001680951760344	True	"""Any process that modulates the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	362	104	11	15719	0.1057692307692307	0.0303867403314917	query_1	['GO:0051128', 'GO:0097435']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'GRB2', 'EDN1', 'PTK2B', 'EML2', 'TGFBR1', 'NRP1']
147	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0001709211978381	True	Potential therapeutics for SARS	99	96	7	10022	0.0729166666666666	0.0707070707070707	query_1	['REAC:R-HSA-9679506']	['ITGB1', 'PLCG2', 'SOS1', 'ITGA4', 'VAV1', 'SYK', 'SH3KBP1']
621	GO:BP	GO:0042063	gliogenesis	0.0001717278683442	True	"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]"	298	104	10	15719	0.0961538461538461	0.0335570469798657	query_1	['GO:0022008']	['SOX10', 'LYN', 'TGFB1', 'POU3F1', 'ERBB2', 'POU3F2', 'PTK2B', 'CRKL', 'VTN', 'PTPN11']
622	GO:BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	0.0001725496702575	True	"""Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	54	104	5	15719	0.048076923076923	0.0925925925925925	query_1	['GO:0001837', 'GO:0010717', 'GO:0045597', 'GO:0051240']	['TGFB3', 'TGFBR2', 'TGFB1', 'TGFBR1', 'PTK2']
623	GO:BP	GO:0035767	endothelial cell chemotaxis	0.0001728381169836	True	"""The directed movement of an endothelial cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [CL:0000115, GOC:BHF]"	27	104	4	15719	0.0384615384615384	0.1481481481481481	query_1	['GO:0043542', 'GO:0060326']	['MET', 'VEGFA', 'NRP1', 'THBS1']
624	GO:BP	GO:0032368	regulation of lipid transport	0.0001740204280776	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	104	7	15719	0.0673076923076923	0.0526315789473684	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'EDN1', 'THBS1', 'PTPN11']
625	GO:BP	GO:0051668	localization within membrane	0.0001778054527037	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]"	662	104	15	15719	0.1442307692307692	0.0226586102719033	query_1	['GO:0051641']	['ITGB1', 'PIK3R2', 'ITGB3', 'PIK3R1', 'CRK', 'FYN', 'ITGA4', 'MADCAM1', 'TGFB1', 'EGFR', 'ERBB2', 'CDH1', 'CRKL', 'ITGB7', 'ITGA3']
149	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	0.0001802876784122	True	Sema4D mediated inhibition of cell attachment and migration	8	96	3	10022	0.03125	0.375	query_1	['REAC:R-HSA-400685']	['MET', 'PLXNB1', 'SEMA4D']
148	REAC	REAC:R-HSA-8851805	MET activates RAS signaling	0.0001802876784122	True	MET activates RAS signaling	8	96	3	10022	0.03125	0.375	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'SOS1']
626	GO:BP	GO:0030324	lung development	0.0001823923065968	True	"""The process whose specific outcome is the progression of the lung over time, from its formation to the mature structure. In all air-breathing vertebrates the lungs are developed from the ventral wall of the oesophagus as a pouch which divides into two sacs. In amphibians and many reptiles the lungs retain very nearly this primitive sac-like character, but in the higher forms the connection with the esophagus becomes elongated into the windpipe and the inner walls of the sacs become more and more divided, until, in the mammals, the air spaces become minutely divided into tubes ending in small air cells, in the walls of which the blood circulates in a fine network of capillaries. In mammals the lungs are more or less divided into lobes, and each lung occupies a separate cavity in the thorax."" [GOC:jid, UBERON:0002048]"	184	104	8	15719	0.0769230769230769	0.0434782608695652	query_1	['GO:0030323', 'GO:0048513', 'GO:0060541']	['EDN2', 'TGFB3', 'TGFBR2', 'TGFB1', 'VEGFA', 'ITGB6', 'ITGA3', 'PDGFRA']
627	GO:BP	GO:0048568	embryonic organ development	0.0001825204643161	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	435	104	12	15719	0.1153846153846153	0.0275862068965517	query_1	['GO:0009790', 'GO:0048513']	['EDNRA', 'TGFB3', 'TGFBR2', 'GRB2', 'TGFB1', 'EGFR', 'TFEB', 'EDN1', 'VEGFA', 'ECE1', 'TGFBR1', 'PDGFRA']
628	GO:BP	GO:0055082	intracellular chemical homeostasis	0.0001861242873852	True	"""A homeostatic process involved in the maintenance of a steady state level of a chemical within a cell."" [GOC:isa_complete, GOC:jid]"	665	104	15	15719	0.1442307692307692	0.0225563909774436	query_1	['GO:0019725', 'GO:0048878']	['KEL', 'EDN2', 'PIK3R2', 'EDNRA', 'ITGB3', 'PIK3R1', 'PLCG2', 'EDN3', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'XK', 'LCK']
629	GO:BP	GO:0043113	receptor clustering	0.0001861242873852	True	"""The receptor metabolic process that results in grouping of a set of receptors at a cellular location, often to amplify the sensitivity of a signaling response."" [GOC:bf, GOC:jl, GOC:pr, PMID:19747931, PMID:21453460]"	55	104	5	15719	0.048076923076923	0.0909090909090909	query_1	['GO:0072657']	['ITGA4', 'MADCAM1', 'TGFB1', 'CRKL', 'ITGB7']
630	GO:BP	GO:0051058	negative regulation of small GTPase mediated signal transduction	0.0001861242873852	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:ai]"	55	104	5	15719	0.048076923076923	0.0909090909090909	query_1	['GO:0007264', 'GO:0051056', 'GO:1902532']	['MET', 'RAPGEF1', 'ITGB1', 'CD2AP', 'ITGA3']
631	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	0.0001861242873852	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	91	104	6	15719	0.0576923076923076	0.0659340659340659	query_1	['GO:0042127', 'GO:0061351']	['RAPGEF1', 'ITGB1', 'SOX10', 'LYN', 'TGFB1', 'VEGFA']
152	REAC	REAC:R-HSA-5654696	Downstream signaling of activated FGFR2	0.0001943916184651	True	Downstream signaling of activated FGFR2	22	96	4	10022	0.0416666666666666	0.1818181818181818	query_1	['REAC:R-HSA-5654738']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11']
151	REAC	REAC:R-HSA-5621480	Dectin-2 family	0.0001943916184651	True	Dectin-2 family	22	96	4	10022	0.0416666666666666	0.1818181818181818	query_1	['REAC:R-HSA-5621481']	['PLCG2', 'FYN', 'LYN', 'SYK']
150	REAC	REAC:R-HSA-389357	CD28 dependent PI3K/Akt signaling	0.0001943916184651	True	CD28 dependent PI3K/Akt signaling	22	96	4	10022	0.0416666666666666	0.1818181818181818	query_1	['REAC:R-HSA-389356']	['PIK3R2', 'PIK3R1', 'FYN', 'LCK']
632	GO:BP	GO:0018105	peptidyl-serine phosphorylation	0.0001944160276648	True	"""The phosphorylation of peptidyl-serine to form peptidyl-O-phospho-L-serine."" [RESID:AA0037]"	303	104	10	15719	0.0961538461538461	0.033003300330033	query_1	['GO:0006468', 'GO:0018209']	['SRC', 'HGF', 'TGFBR2', 'NEK6', 'NEK7', 'PLK1', 'EGFR', 'SYK', 'VEGFA', 'TGFBR1']
633	GO:BP	GO:1901564	organonitrogen compound metabolic process	0.0001945403300816	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	104	60	15719	0.5769230769230769	0.0100654252642174	query_1	['GO:0006807', 'GO:0071704']	['MET', 'KEL', 'VEGFB', 'FN1', 'ITGAV', 'CD2AP', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'CLGN', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'ZAP70', 'ADAM19', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'MOGS', 'SH3GL2', 'ADAM12', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
635	GO:BP	GO:0070294	renal sodium ion absorption	0.0001961118311406	True	"""A renal system process in which sodium ions are taken up from the collecting ducts and proximal and distal loops of the nephron. In non-mammalian species, absorption may occur in related structures."" [GOC:dph, GOC:mah]"	10	104	3	15719	0.0288461538461538	0.3	query_1	['GO:0003096', 'GO:0070293']	['EDNRA', 'EDN1', 'EDNRB']
634	GO:BP	GO:0014824	artery smooth muscle contraction	0.0001961118311406	True	"""A process in which force is generated within smooth muscle tissue, resulting in a change in muscle geometry. This process occurs in the artery. Force generation involves a chemo-mechanical energy conversion step that is carried out by the actin/myosin complex activity, which generates force through ATP hydrolysis. The artery is a vessel carrying blood away from the heart."" [GOC:mtg_muscle, MA:0000708, MSH:D001158]"	10	104	3	15719	0.0288461538461538	0.3	query_1	['GO:0014820', 'GO:0014829']	['EDN2', 'EDNRA', 'EDN1']
