Seckel syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
243	GO:BP	GO:0048583	regulation of response to stimulus	4.615296150517469e-05	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3723	108	47	15719	0.4351851851851852	0.0126242277733011	query_1	['GO:0050789', 'GO:0050896']	['RBBP8', 'UBE2I', 'AKT1', 'MSH2', 'USP1', 'TP53BP1', 'RAD52', 'UIMC1', 'RAD51AP1', 'XRCC6', 'WDR48', 'PAXIP1', 'HDAC1', 'APLF', 'MLH1', 'CENPJ', 'H2AX', 'RPA2', 'TRAIP', 'OGG1', 'PLK2', 'BRCA2', 'PHLPP1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'ATRIP', 'ERCC4', 'FANCD2', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'NPM1', 'TP53', 'ABRAXAS1', 'PNKP', 'KDM1A', 'RNF8']
244	GO:BP	GO:1904356	regulation of telomere maintenance via telomere lengthening	4.987040778958368e-05	True	"""Any process that modulates the frequency, rate or extent of telomere maintenance via telomere lengthening."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	63	108	6	15719	0.0555555555555555	0.0952380952380952	query_1	['GO:0010833', 'GO:0032204']	['ATR', 'PARP1', 'XRCC5', 'ERCC4', 'ATM', 'PNKP']
245	GO:BP	GO:0016570	histone modification	4.995723481483554e-05	True	"""The covalent alteration of one or more amino acid residues within a histone protein."" [GOC:krc]"	475	108	14	15719	0.1296296296296296	0.0294736842105263	query_1	['GO:0036211']	['UIMC1', 'PAXIP1', 'HDAC1', 'BRCA2', 'POLE3', 'RAD51', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'TP53', 'ABRAXAS1', 'KDM1A', 'RNF8']
246	GO:BP	GO:2001251	negative regulation of chromosome organization	5.023810828774002e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome organization."" [GOC:obol]"	97	108	7	15719	0.0648148148148148	0.0721649484536082	query_1	['GO:0010639', 'GO:0033044', 'GO:0051276']	['NBN', 'RAD50', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'XRCC1']
247	GO:BP	GO:0000076	DNA replication checkpoint signaling	5.100819375141747e-05	True	"""A signal transduction process that contributes to a DNA replication checkpoint, that prevents the initiation of nuclear division until DNA replication is complete, thereby ensuring that progeny inherit a full complement of the genome."" [GOC:curators, GOC:rn, PMID:11728327, PMID:12537518]"	17	108	4	15719	0.037037037037037	0.2352941176470588	query_1	['GO:0031570']	['HUS1', 'RAD9B', 'RAD9A', 'HUS1B']
248	GO:BP	GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	5.170240363340208e-05	True	"""An immune response mediated by lymphocytes expressing specific receptors for antigen produced through a somatic diversification process that includes somatic recombination of germline gene segments encoding immunoglobulin superfamily domains. Recombined receptors for antigen encoded by immunoglobulin superfamily domains include T cell receptors and immunoglobulins (antibodies) produced by B cells. The first encounter with antigen elicits a primary immune response that is slow and not of great magnitude. T and B cells selected by antigen become activated and undergo clonal expansion. A fraction of antigen-reactive T and B cells become memory cells, whereas others differentiate into effector cells. The memory cells generated during the primary response enable a much faster and stronger secondary immune response upon subsequent exposures to the same antigen (immunological memory). An example of this is the adaptive immune response found in Mus musculus."" [GOC:add, GOC:mtg_sensu, ISBN:0781735149, ISBN:1405196831]"	289	108	11	15719	0.1018518518518518	0.0380622837370242	query_1	['GO:0002250']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
249	GO:BP	GO:0045132	meiotic chromosome segregation	5.31537242896813e-05	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets during M phase of the meiotic cell cycle."" [GOC:ai, GOC:mah]"	98	108	7	15719	0.0648148148148148	0.0714285714285714	query_1	['GO:0098813', 'GO:0140013', 'GO:1903046']	['BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RMI1']
250	GO:BP	GO:0045191	regulation of isotype switching	5.493993172913667e-05	True	"""Any process that modulates the frequency, rate or extent of isotype switching."" [GOC:ai]"	37	108	5	15719	0.0462962962962962	0.1351351351351351	query_1	['GO:0000018', 'GO:0002637', 'GO:0002889', 'GO:0045190', 'GO:0050864']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
100	REAC	REAC:R-HSA-6791312	TP53 Regulates Transcription of Cell Cycle Genes	5.53074641692592e-05	True	TP53 Regulates Transcription of Cell Cycle Genes	49	104	6	10022	0.0576923076923076	0.1224489795918367	query_1	['REAC:R-HSA-3700989']	['CENPJ', 'PLK2', 'PCNA', 'CDK2', 'NPM1', 'TP53']
251	GO:BP	GO:0010639	negative regulation of organelle organization	5.565027198433568e-05	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	351	108	12	15719	0.1111111111111111	0.0341880341880341	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']	['AKT1', 'NBN', 'RAD50', 'RAD1', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'BRCA1', 'XRCC1', 'NPM1', 'TP53']
252	GO:BP	GO:0006979	response to oxidative stress	5.830264036579469e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	108	13	15719	0.1203703703703703	0.03125	query_1	['GO:0006950']	['AKT1', 'RAD52', 'OGG1', 'PCNA', 'PARP1', 'ERCC1', 'FANCD2', 'APEX1', 'XRCC1', 'WRN', 'TP53', 'PNKP', 'NEIL1']
253	GO:BP	GO:1905168	positive regulation of double-strand break repair via homologous recombination	6.217662340897221e-05	True	"""Any process that activates or increases the frequency, rate or extent of double-strand break repair via homologous recombination."" [GO_REF:0000058, GOC:TermGenie, PMID:12023299]"	38	108	5	15719	0.0462962962962962	0.131578947368421	query_1	['GO:0000724', 'GO:0010569', 'GO:0045911', 'GO:2000781']	['RBBP8', 'RAD51AP1', 'WDR48', 'PARP1', 'KAT5']
258	GO:BP	GO:0043570	maintenance of DNA repeat elements	6.483269450285229e-05	True	"""Any process involved in sustaining the fidelity and copy number of DNA repeat elements."" [GOC:jl]"	6	108	3	15719	0.0277777777777777	0.5	query_1	['GO:0006259', 'GO:0051276']	['MSH2', 'MSH3', 'RMI2']
257	GO:BP	GO:0140861	DNA repair-dependent chromatin remodeling	6.483269450285229e-05	True	"""A chromatin remodeling process that allows DNA repair enzyme to access genomic DNA and repair DNA lesions."" [PMID:15528408, PMID:28053344, PMID:29095668, PMID:35689883]"	6	108	3	15719	0.0277777777777777	0.5	query_1	['GO:0006338', 'GO:0006974']	['APLF', 'KAT5', 'KDM1A']
256	GO:BP	GO:0043504	mitochondrial DNA repair	6.483269450285229e-05	True	"""The process of restoring mitochondrial DNA after damage."" [PMID:12565799, PMID:15189144, PMID:16050976]"	6	108	3	15719	0.0277777777777777	0.5	query_1	['GO:0006281', 'GO:0032042']	['LIG3', 'PARP1', 'TP53']
255	GO:BP	GO:0000019	regulation of mitotic recombination	6.483269450285229e-05	True	"""Any process that modulates the frequency, rate or extent of DNA recombination during mitosis."" [GOC:go_curators]"	6	108	3	15719	0.0277777777777777	0.5	query_1	['GO:0000018', 'GO:0006312']	['RAD50', 'MLH1', 'MRE11']
254	GO:BP	GO:0051105	regulation of DNA ligation	6.483269450285229e-05	True	"""Any process that modulates the frequency, rate or extent of DNA ligation, the re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [GOC:ai]"	6	108	3	15719	0.0277777777777777	0.5	query_1	['GO:0006266', 'GO:0051052']	['APLF', 'RAD51', 'XRCC1']
259	GO:BP	GO:1902806	regulation of cell cycle G1/S phase transition	6.614630731949764e-05	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	190	108	9	15719	0.0833333333333333	0.0473684210526315	query_1	['GO:0044843', 'GO:1901987']	['AKT1', 'CENPJ', 'RPA2', 'PLK2', 'ATM', 'APEX1', 'CDK2', 'PRKDC', 'TP53']
101	REAC	REAC:R-HSA-1834941	STING mediated induction of host immune responses	7.122100626633225e-05	True	STING mediated induction of host immune responses	15	104	4	10022	0.0384615384615384	0.2666666666666666	query_1	['REAC:R-HSA-1834949']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
260	GO:BP	GO:0035518	histone H2A monoubiquitination	7.780311961110996e-05	True	"""The modification of histone H2A by addition of a single ubiquitin group."" [PMID:18206970]"	19	108	4	15719	0.037037037037037	0.2105263157894736	query_1	['GO:0010390', 'GO:0033522']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1']
261	GO:BP	GO:0008340	determination of adult lifespan	7.780311961110996e-05	True	"""The pathways that regulate the duration of the adult phase of the life-cycle of an animal."" [PMID:25561524, PMID:273723695, PMID:3424805]"	19	108	4	15719	0.037037037037037	0.2105263157894736	query_1	['GO:0032501']	['MSH2', 'ATM', 'TP53', 'MSH6']
262	GO:BP	GO:1901576	organic substance biosynthetic process	9.177423919502332e-05	True	"""The chemical reactions and pathways resulting in the formation of an organic substance, any molecular entity containing carbon."" [GOC:pr, GOC:TermGenie]"	5359	108	59	15719	0.5462962962962963	0.011009516700877	query_1	['GO:0009058', 'GO:0071704']	['RBBP8', 'UBE2I', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'UIMC1', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'HDAC1', 'MLH1', 'CENPJ', 'POLD4', 'TRAIP', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'SUMO1', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'WRN', 'NPM1', 'POLE2', 'TP53', 'PNKP', 'KDM1A', 'POLE', 'POLD2', 'RNF8']
102	REAC	REAC:R-HSA-110312	Translesion synthesis by REV1	9.329053775654376e-05	True	Translesion synthesis by REV1	16	104	4	10022	0.0384615384615384	0.25	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
263	GO:BP	GO:0032069	regulation of nuclease activity	9.600744691753018e-05	True	"""Any process that modulates the frequency, rate or extent of nuclease activity, the hydrolysis of ester linkages within nucleic acids."" [GOC:mah]"	20	108	4	15719	0.037037037037037	0.2	query_1	['GO:0051336', 'GO:0060255']	['AKT1', 'PCNA', 'NPM1', 'NEIL1']
264	GO:BP	GO:0098813	nuclear chromosome segregation	0.0001065820053547	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	314	108	11	15719	0.1018518518518518	0.0350318471337579	query_1	['GO:0007059']	['BRIP1', 'MLH1', 'CENPE', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'KAT5', 'RMI2', 'RMI1', 'ABRAXAS1']
265	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0001080053938697	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	108	16	15719	0.1481481481481481	0.0242792109256449	query_1	['GO:0009790']	['RBBP8', 'HUS1', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'PLK4', 'BRCA2', 'AR', 'ATM', 'BRCA1', 'PRKDC', 'XRCC2', 'KAT5', 'POLB', 'TP53']
103	REAC	REAC:R-HSA-3065678	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	0.0001083789481845	True	SUMO is transferred from E1 to E2 (UBE2I, UBC9)	6	104	3	10022	0.0288461538461538	0.5	query_1	['REAC:R-HSA-3215018']	['UBE2I', 'SUMO1', 'SUMO2']
266	GO:BP	GO:0045002	double-strand break repair via single-strand annealing	0.0001090981339008	True	"""Repair of a DSB made between two repeated sequences oriented in the same direction occurs primarily by the single strand annealing pathway. The ends of the break are processed by a 5' to 3' exonuclease, exposing complementary single-strand regions of the direct repeats that can anneal, resulting in a deletion of the unique DNA between the direct repeats."" [PMID:11606529]"	7	108	3	15719	0.0277777777777777	0.4285714285714285	query_1	['GO:0006302']	['RBBP8', 'RAD52', 'OGG1']
267	GO:BP	GO:0051096	positive regulation of helicase activity	0.0001090981339008	True	"""Any process that activates or increases the activity of a helicase."" [GOC:ai]"	7	108	3	15719	0.0277777777777777	0.4285714285714285	query_1	['GO:0032781', 'GO:0043085', 'GO:0051095']	['MSH2', 'MSH3', 'MSH6']
268	GO:BP	GO:0032042	mitochondrial DNA metabolic process	0.0001157784882281	True	"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"	21	108	4	15719	0.037037037037037	0.1904761904761904	query_1	['GO:0000002', 'GO:0006259']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
269	GO:BP	GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	0.0001160641174554	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	74	108	6	15719	0.0555555555555555	0.081081081081081	query_1	['GO:0000082', 'GO:1901991', 'GO:1902807', 'GO:2000045']	['RPA2', 'PLK2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
104	REAC	REAC:R-HSA-5655862	Translesion synthesis by POLK	0.0001175988953105	True	Translesion synthesis by POLK	17	104	4	10022	0.0384615384615384	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
105	REAC	REAC:R-HSA-5656121	Translesion synthesis by POLI	0.0001175988953105	True	Translesion synthesis by POLI	17	104	4	10022	0.0384615384615384	0.2352941176470588	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
270	GO:BP	GO:2000573	positive regulation of DNA biosynthetic process	0.0001249949117667	True	"""Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	75	108	6	15719	0.0555555555555555	0.08	query_1	['GO:0010557', 'GO:0031328', 'GO:0051054', 'GO:0071897', 'GO:2000278']	['USP1', 'PCNA', 'ATR', 'XRCC5', 'ATM', 'PNKP']
271	GO:BP	GO:0070647	protein modification by small protein conjugation or removal	0.0001302749383604	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]"	998	108	20	15719	0.1851851851851851	0.0200400801603206	query_1	['GO:0036211']	['UBE2I', 'AKT1', 'USP1', 'FANCI', 'UIMC1', 'HLTF', 'WDR48', 'PAXIP1', 'TRAIP', 'BRCA2', 'USP12', 'SUMO1', 'RAD51', 'SUMO2', 'USP46', 'BRCA1', 'BARD1', 'ABRAXAS1', 'KDM1A', 'RNF8']
272	GO:BP	GO:0009058	biosynthetic process	0.0001369582563045	True	"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	5427	108	59	15719	0.5462962962962963	0.0108715680854984	query_1	['GO:0008152']	['RBBP8', 'UBE2I', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'UIMC1', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'HDAC1', 'MLH1', 'CENPJ', 'POLD4', 'TRAIP', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'SUMO1', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'WRN', 'NPM1', 'POLE2', 'TP53', 'PNKP', 'KDM1A', 'POLE', 'POLD2', 'RNF8']
273	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	0.0001381914273085	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	108	4	15719	0.037037037037037	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['RPA1', 'BLM', 'RAD51', 'WRN']
274	GO:BP	GO:0045321	leukocyte activation	0.0001441727164946	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	920	108	19	15719	0.1759259259259259	0.0206521739130434	query_1	['GO:0001775', 'GO:0002376']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
275	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0001456665514604	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1860	108	29	15719	0.2685185185185185	0.0155913978494623	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'HDAC1', 'CENPJ', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'NUP85', 'KAT5', 'NPM1', 'TP53', 'PNKP', 'KDM1A']
276	GO:BP	GO:0044093	positive regulation of molecular function	0.0001535122839442	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	108	25	15719	0.2314814814814814	0.0170183798502382	query_1	['GO:0065009']	['UBE2I', 'AKT1', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'XRCC6', 'HDAC1', 'MSH3', 'PCNA', 'AR', 'CENPE', 'SUMO1', 'PARP1', 'XRCC4', 'XRCC5', 'NHEJ1', 'MRE11', 'PRIM2', 'XRCC1', 'WRN', 'NPM1', 'PNKP', 'KDM1A', 'MSH6']
277	GO:BP	GO:0034502	protein localization to chromosome	0.0001628026249869	True	"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]"	118	108	7	15719	0.0648148148148148	0.059322033898305	query_1	['GO:0033365']	['MSH2', 'RPA2', 'BRCA2', 'ATR', 'XRCC4', 'XRCC5', 'RPA1']
279	GO:BP	GO:0016574	histone ubiquitination	0.0001641093685619	True	"""The modification of histones by addition of ubiquitin groups."" [GOC:ai]"	47	108	5	15719	0.0462962962962962	0.1063829787234042	query_1	['GO:0016567', 'GO:0016570']	['BRCA2', 'RAD51', 'BRCA1', 'BARD1', 'RNF8']
278	GO:BP	GO:0010824	regulation of centrosome duplication	0.0001641093685619	True	"""Any process that modulates the frequency, rate or extent of centrosome duplication. Centrosome duplication is the replication of a centrosome, a structure comprised of a pair of centrioles and peri-centriolar material from which a microtubule spindle apparatus is organized."" [GOC:dph, GOC:tb]"	47	108	5	15719	0.0462962962962962	0.1063829787234042	query_1	['GO:0046605', 'GO:0051298']	['PLK4', 'CENPJ', 'PLK2', 'BRCA1', 'NPM1']
280	GO:BP	GO:0033313	meiotic cell cycle checkpoint signaling	0.0001656481678836	True	"""A signaling process that contributes to a meiotic cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a meiotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	8	108	3	15719	0.0277777777777777	0.375	query_1	['GO:0000075', 'GO:1903046']	['HUS1', 'RAD1', 'HUS1B']
69	GO:CC	GO:0070310	ATR-ATRIP complex	0.0001690447348803	True	"""A protein complex that contains the protein kinase ATR and ATR-interacting protein (ATRIP) and binds single-stranded DNA; ssDNA binding affinity is increased in the presence of replication protein A."" [GOC:mah, PMID:14724280]"	2	109	2	16420	0.018348623853211	1.0	query_1	['GO:0140513']	['ATR', 'ATRIP']
66	GO:CC	GO:0032301	MutSalpha complex	0.0001690447348803	True	"""A heterodimer involved in the recognition and repair of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MSH2 and MSH6."" [PMID:11005803]"	2	109	2	16420	0.018348623853211	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH6']
67	GO:CC	GO:0032302	MutSbeta complex	0.0001690447348803	True	"""A heterodimer involved in binding to and correcting insertion/deletion mutations. In human the complex consists of two subunits, MSH2 and MSH3."" [PMID:11005803]"	2	109	2	16420	0.018348623853211	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH3']
68	GO:CC	GO:0032389	MutLalpha complex	0.0001690447348803	True	"""A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MLH1 and PMS2."" [GOC:vk]"	2	109	2	16420	0.018348623853211	1.0	query_1	['GO:0032300', 'GO:0140513']	['MLH1', 'PMS2']
281	GO:BP	GO:1901976	regulation of cell cycle checkpoint	0.0001809035405027	True	"""Any process that modulates the frequency, rate or extent of cell cycle checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:23028116]"	48	108	5	15719	0.0462962962962962	0.1041666666666666	query_1	['GO:0000075', 'GO:1901987', 'GO:1902531']	['RPA2', 'BRCA2', 'RAD51', 'BRCA1', 'BARD1']
282	GO:BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	0.0001865956141912	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	81	108	6	15719	0.0555555555555555	0.074074074074074	query_1	['GO:0044843', 'GO:1901988', 'GO:1902806']	['RPA2', 'PLK2', 'ATM', 'CDK2', 'PRKDC', 'TP53']
106	REAC	REAC:R-HSA-110320	Translesion Synthesis by POLH	0.0001867206344917	True	Translesion Synthesis by POLH	19	104	4	10022	0.0384615384615384	0.2105263157894736	query_1	['REAC:R-HSA-110313']	['RPA2', 'PCNA', 'RPA3', 'RPA1']
283	GO:BP	GO:0090329	regulation of DNA-templated DNA replication	0.0001989543741068	True	"""Any process that modulates the rate, frequency, or extent of DNA-templated DNA replication, the process in which new strands of DNA are synthesized."" [GOC:dph, GOC:tb]"	49	108	5	15719	0.0462962962962962	0.1020408163265306	query_1	['GO:0006261', 'GO:0006275']	['NBN', 'LIG3', 'PCNA', 'BLM', 'CDK2']
284	GO:BP	GO:0048522	positive regulation of cellular process	0.0002004421695028	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	108	57	15719	0.5277777777777778	0.0109070034443168	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RBBP8', 'UBE2I', 'AKT1', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'UIMC1', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'POLD4', 'H2AX', 'PLK2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'CENPE', 'SUMO1', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'SUMO2', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'BARD1', 'WRN', 'NPM1', 'PCNT', 'TP53', 'ABRAXAS1', 'PNKP', 'KDM1A', 'RNF8']
285	GO:BP	GO:0000226	microtubule cytoskeleton organization	0.0002188931020966	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."" [GOC:mah]"	624	108	15	15719	0.1388888888888889	0.0240384615384615	query_1	['GO:0007010', 'GO:0007017']	['MLH1', 'PLK4', 'CENPJ', 'CEP152', 'PLK2', 'BRCA2', 'CENPE', 'CEP63', 'BRCA1', 'CDK2', 'XRCC2', 'KAT5', 'NPM1', 'PCNT', 'ABRAXAS1']
286	GO:BP	GO:2000278	regulation of DNA biosynthetic process	0.0002293187840352	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	125	108	7	15719	0.0648148148148148	0.056	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['USP1', 'PCNA', 'ATR', 'XRCC5', 'ATM', 'TP53', 'PNKP']
287	GO:BP	GO:0043412	macromolecule modification	0.0002362384427184	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3600	108	44	15719	0.4074074074074074	0.0122222222222222	query_1	['GO:0043170']	['UBE2I', 'HUS1', 'AKT1', 'NBN', 'USP1', 'RAD50', 'FANCI', 'UIMC1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'HDAC1', 'PLK4', 'TRAIP', 'OGG1', 'PLK2', 'BRCA2', 'USP12', 'ATR', 'CENPE', 'SUMO1', 'PARP1', 'XRCC5', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'SUMO2', 'APEX1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'NPM1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'NEIL1', 'KDM1A', 'RNF8']
289	GO:BP	GO:0032070	regulation of deoxyribonuclease activity	0.0002395563585915	True	"""Any process that modulates the frequency, rate or extent of deoxyribonuclease activity, the hydrolysis of ester linkages within deoxyribonucleic acid."" [GOC:mah]"	9	108	3	15719	0.0277777777777777	0.3333333333333333	query_1	['GO:0032069', 'GO:0051052']	['AKT1', 'PCNA', 'NPM1']
