Branchio-oculo-facial syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
84	GO:CC	GO:0061793	chromatin lock complex	0.0003911367558153	True	"""A chromatin silencing complex that binds and bridges separate nucleosomal histones resulting in heterochromatin assembly and chromatin looping."" [GOC:bhm, GOC:dph, PMID:17540172]"	3	100	2	16420	0.02	0.6666666666666666	query_1	['GO:0005677']	['CBX3', 'RB1']
462	GO:BP	GO:0071697	ectodermal placode morphogenesis	0.0003913099292533	True	"""The process in which the anatomical structures of an ectodermal placode are generated and organized. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]"	12	100	3	15719	0.03	0.25	query_1	['GO:0009653', 'GO:0071696']	['CTNNB1', 'HDAC1', 'HDAC2']
463	GO:BP	GO:0060788	ectodermal placode formation	0.0003913099292533	True	"""The developmental process in which an ectodermal placode forms. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	12	100	3	15719	0.03	0.25	query_1	['GO:0048646', 'GO:0071697']	['CTNNB1', 'HDAC1', 'HDAC2']
464	GO:BP	GO:0032504	multicellular organism reproduction	0.0003924790093421	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	906	100	17	15719	0.17	0.0187637969094922	query_1	['GO:0000003', 'GO:0032501']	['CITED2', 'AKT1', 'EHMT2', 'CCNA1', 'CTNNB1', 'RB1', 'AR', 'SMAD4', 'E2F1', 'RUVBL1', 'YY1', 'C3orf62', 'ESR1', 'KAT5', 'RNF2', 'HDAC2', 'EPC1']
465	GO:BP	GO:0060251	regulation of glial cell proliferation	0.0004047103817751	True	"""Any process that modulates the frequency, rate or extent of glial cell proliferation."" [GOC:dph, GOC:tb]"	33	100	4	15719	0.04	0.1212121212121212	query_1	['GO:0014009', 'GO:0042127']	['CDKN2B', 'RB1', 'E2F1', 'TP53']
466	GO:BP	GO:1901796	regulation of signal transduction by p53 class mediator	0.0004068768616656	True	"""Any process that modulates the frequency, rate or extent of signal transduction by p53 class mediator."" [GOC:TermGenie]"	105	100	6	15719	0.06	0.0571428571428571	query_1	['GO:0072331', 'GO:1902531']	['AKT1', 'MYC', 'EP300', 'CDKN2A', 'TP53', 'KDM1A']
467	GO:BP	GO:0006282	regulation of DNA repair	0.0004244543835233	True	"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	210	100	8	15719	0.08	0.0380952380952381	query_1	['GO:0006281', 'GO:0051052', 'GO:0080135']	['TRRAP', 'SMARCA4', 'RUVBL1', 'YY1', 'KAT5', 'YEATS4', 'KDM1A', 'EPC1']
468	GO:BP	GO:0006367	transcription initiation at RNA polymerase II promoter	0.0004272608992538	True	"""A transcription initiation process that takes place at a RNA polymerase II gene promoter. Messenger RNAs (mRNA) genes, as well as some non-coding RNAs, are transcribed by RNA polymerase II."" [GOC:mah, GOC:txnOH]"	106	100	6	15719	0.06	0.0566037735849056	query_1	['GO:0006352', 'GO:0006366']	['CDK7', 'E2F2', 'CCNH', 'ESR1', 'CDK4', 'TP53']
85	GO:CC	GO:0015630	microtubule cytoskeleton	0.0004328992863469	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of microtubules and associated proteins."" [GOC:jl, ISBN:0395825172]"	1325	100	20	16420	0.2	0.0150943396226415	query_1	['GO:0005856']	['AKT1', 'CDK5', 'CBX3', 'CCNB1', 'CCNA1', 'KCTD1', 'CCNE2', 'CTNNB1', 'RB1', 'CCNE1', 'SKP1', 'SMAD4', 'E2F1', 'RUVBL1', 'CDK1', 'CDK2', 'KAT5', 'TP53', 'TFDP2', 'CDK6']
469	GO:BP	GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	0.0004484230101923	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	107	100	6	15719	0.06	0.0560747663551401	query_1	['GO:0006974', 'GO:0097193']	['CDKN2D', 'CDKN1A', 'EP300', 'E2F1', 'TP53', 'KDM1A']
470	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0004484230101923	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	100	6	15719	0.06	0.0560747663551401	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['CITED2', 'CDKN2B', 'CREBBP', 'SMAD2', 'SMAD4', 'EP300']
177	REAC	REAC:R-HSA-9614399	Regulation of localization of FOXO transcription factors	0.0004788018428702	True	Regulation of localization of FOXO transcription factors	11	98	3	10022	0.0306122448979591	0.2727272727272727	query_1	['REAC:R-HSA-9614085']	['AKT1', 'FOXO3', 'FOXO1']
178	REAC	REAC:R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	0.0004909478007364	True	Formation of TC-NER Pre-Incision Complex	52	98	5	10022	0.0510204081632653	0.0961538461538461	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
472	GO:BP	GO:0071236	cellular response to antibiotic	0.000496088312158	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an antibiotic stimulus. An antibiotic is a chemical substance produced by a microorganism which has the capacity to inhibit the growth of or to kill other microorganisms."" [GOC:mah]"	13	100	3	15719	0.03	0.2307692307692307	query_1	['GO:0046677', 'GO:0070887']	['EZH2', 'CDKN1B', 'TP53']
473	GO:BP	GO:0071696	ectodermal placode development	0.000496088312158	True	"""The progression of an ectodermal placode over time from its initial formation until its mature state. An ectodermal placode is a thickening of the ectoderm that is the primordium of many structures derived from the ectoderm."" [GOC:mah]"	13	100	3	15719	0.03	0.2307692307692307	query_1	['GO:0048856']	['CTNNB1', 'HDAC1', 'HDAC2']
471	GO:BP	GO:0030098	lymphocyte differentiation	0.000496088312158	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	417	100	11	15719	0.11	0.026378896882494	query_1	['GO:0046649', 'GO:1903131']	['BMI1', 'EZH2', 'FOXO3', 'CTNNB1', 'SMARCA4', 'EP300', 'YY1', 'CDKN2A', 'KAT5', 'TP53', 'CDK6']
179	REAC	REAC:R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.0005517552880292	True	Global Genome Nucleotide Excision Repair (GG-NER)	84	98	6	10022	0.0612244897959183	0.0714285714285714	query_1	['REAC:R-HSA-5696398']	['CDK7', 'RBX1', 'CCNH', 'RUVBL1', 'MNAT1', 'YY1']
474	GO:BP	GO:0009991	response to extracellular stimulus	0.0005530639984324	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	499	100	12	15719	0.12	0.0240480961923847	query_1	['GO:0009605']	['CDKN2B', 'AKT1', 'EHMT2', 'MAX', 'FOXO3', 'CDKN2D', 'CDKN1A', 'SP1', 'FOXO1', 'KAT5', 'TP53', 'CCND1']
86	GO:CC	GO:0000775	chromosome, centromeric region	0.000558351478379	True	"""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]"	254	100	8	16420	0.08	0.0314960629921259	query_1	['GO:0098687']	['CTCF', 'EZH2', 'CBX3', 'CCNB1', 'SMARCA4', 'DNMT1', 'SIN3A', 'KAT5']
475	GO:BP	GO:0014014	negative regulation of gliogenesis	0.0005620653781299	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	36	100	4	15719	0.04	0.1111111111111111	query_1	['GO:0014013', 'GO:0042063', 'GO:0050768']	['CDKN2B', 'CTNNB1', 'RB1', 'TP53']
87	GO:CC	GO:0016581	NuRD complex	0.000569747713603	True	"""An approximately 2 MDa multi-subunit complex that exhibits ATP-dependent chromatin remodeling activity in addition to histone deacetylase (HDAC) activity, and has been shown to establish transcriptional repression of a number of target genes in vertebrates, invertebrates and fungi. Amongst its subunits, the NuRD complex contains histone deacetylases, histone binding proteins and Mi-2-like proteins."" [PMID:10589671, PMID:11743021, PMID:17289569]"	18	100	3	16420	0.03	0.1666666666666666	query_1	['GO:0000118', 'GO:0005667', 'GO:0090545']	['HDAC1', 'RBBP4', 'HDAC2']
88	GO:CC	GO:0090545	CHD-type complex	0.000569747713603	True	"""A SWI/SNF-type complex that contains a subunit from the CHD(Chromodomain helicase DNA-binding) family. The CHD family is characterized by two signature sequence motifs: tandem chromodomains located in the N-terminal region, and the SNF2-like ATPase domain located in the central region of the protein structure."" [GOC:krc, GOC:tb, PMID:17350655]"	18	100	3	16420	0.03	0.1666666666666666	query_1	['GO:0070603']	['HDAC1', 'RBBP4', 'HDAC2']
476	GO:BP	GO:0048562	embryonic organ morphogenesis	0.0005744904396968	True	"""Morphogenesis, during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	283	100	9	15719	0.09	0.0318021201413427	query_1	['GO:0009887', 'GO:0048568', 'GO:0048598']	['CITED2', 'BMI1', 'CTNNB1', 'TFAP2A', 'FOXG1', 'SMAD2', 'PCGF2', 'FOXH1', 'SMAD3']
479	GO:BP	GO:0045911	positive regulation of DNA recombination	0.0005896911742631	True	"""Any process that activates or increases the frequency, rate or extent of DNA recombination."" [GOC:go_curators]"	70	100	5	15719	0.05	0.0714285714285714	query_1	['GO:0000018', 'GO:0006310', 'GO:0051054']	['TRRAP', 'RUVBL1', 'KAT5', 'YEATS4', 'EPC1']
478	GO:BP	GO:0061180	mammary gland epithelium development	0.0005896911742631	True	"""The process whose specific outcome is the progression of the mammary gland epithelium over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph, GOC:yaf]"	70	100	5	15719	0.05	0.0714285714285714	query_1	['GO:0030879', 'GO:0060429']	['AKT1', 'AR', 'KDM5B', 'ESR1', 'CCND1']
477	GO:BP	GO:0035295	tube development	0.0005896911742631	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	100	18	15719	0.18	0.0174081237911025	query_1	['GO:0007275', 'GO:0048856']	['CITED2', 'BMI1', 'AKT1', 'MYC', 'CTNNB1', 'RB1', 'AR', 'E2F2', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'SP1', 'ESR1', 'KAT5', 'TFAP2B', 'FOXH1', 'SMAD3']
480	GO:BP	GO:0033673	negative regulation of kinase activity	0.0005907685813929	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	221	100	8	15719	0.08	0.0361990950226244	query_1	['GO:0042326', 'GO:0043549', 'GO:0051348']	['CDKN2B', 'AKT1', 'RB1', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B']
481	GO:BP	GO:0023051	regulation of signaling	0.0005991684697663	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	100	37	15719	0.37	0.0115769712140175	query_1	['GO:0023052', 'GO:0050789']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
482	GO:BP	GO:0034660	ncRNA metabolic process	0.0005991684697663	True	"""The chemical reactions and pathways involving non-coding RNA transcripts (ncRNAs)."" [GOC:mah]"	585	100	13	15719	0.13	0.0222222222222222	query_1	['GO:0016070']	['REST', 'MYC', 'CDK7', 'FOXO3', 'SMARCA4', 'AR', 'SMAD2', 'SMAD4', 'YY1', 'CDKN2A', 'ESR1', 'TP53', 'SMAD3']
485	GO:BP	GO:0061029	eyelid development in camera-type eye	0.0006124367246601	True	"""The progression of the eyelid in a camera-type eye from its formation to the mature state. The eyelid is a membranous cover that helps protect and lubricate the eye."" [GOC:dph, GOC:yaf]"	14	100	3	15719	0.03	0.2142857142857142	query_1	['GO:0043010', 'GO:0048856']	['HDAC1', 'TFAP2A', 'HDAC2']
484	GO:BP	GO:0048368	lateral mesoderm development	0.0006124367246601	True	"""The process whose specific outcome is the progression of the lateral mesoderm over time, from its formation to the mature structure."" [GOC:go_curators]"	14	100	3	15719	0.03	0.2142857142857142	query_1	['GO:0007498', 'GO:0060485']	['CITED2', 'SMAD2', 'FOXH1']
483	GO:BP	GO:0051570	regulation of histone H3-K9 methylation	0.0006124367246601	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 9 of histone H3."" [GOC:ai]"	14	100	3	15719	0.03	0.2142857142857142	query_1	['GO:0031060', 'GO:0051567']	['EHMT2', 'EHMT1', 'KDM1A']
486	GO:BP	GO:0010453	regulation of cell fate commitment	0.0006129649221615	True	"""Any process that modulates the frequency, rate or extent of cell fate commitment. Cell fate commitment is the commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."" [GOC:dph, GOC:tb]"	37	100	4	15719	0.04	0.1081081081081081	query_1	['GO:0045165', 'GO:0050793', 'GO:0050794']	['HDAC1', 'RBBP4', 'AR', 'HDAC2']
487	GO:BP	GO:0010646	regulation of cell communication	0.0006264193819175	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	100	37	15719	0.37	0.0115480649188514	query_1	['GO:0007154', 'GO:0050794']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
488	GO:BP	GO:0046649	lymphocyte activation	0.0006356770214037	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	762	100	15	15719	0.15	0.0196850393700787	query_1	['GO:0045321']	['BMI1', 'AKT1', 'EZH2', 'FOXO3', 'CTNNB1', 'SMARCA4', 'CDKN1A', 'EP300', 'YY1', 'CDKN2A', 'KAT5', 'CCND3', 'TP53', 'SMAD3', 'CDK6']
489	GO:BP	GO:0010638	positive regulation of organelle organization	0.0006356770214037	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	508	100	12	15719	0.12	0.0236220472440944	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']	['CDK5', 'CTNNB1', 'RB1', 'DNMT1', 'SIN3A', 'RUVBL1', 'YY1', 'CDK2', 'KAT5', 'CDKN1B', 'TP53', 'SMAD3']
180	REAC	REAC:R-HSA-9022692	Regulation of MECP2 expression and activity	0.0006457678441477	True	Regulation of MECP2 expression and activity	30	98	4	10022	0.0408163265306122	0.1333333333333333	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'FOXG1', 'SIN3A', 'HDAC2']
181	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.0006480477817203	True	Factors involved in megakaryocyte development and platelet production	164	98	8	10022	0.0816326530612244	0.048780487804878	query_1	['REAC:R-HSA-109582']	['CDK5', 'HDAC1', 'SIN3A', 'RCOR1', 'CDK2', 'TP53', 'HDAC2', 'KDM1A']
490	GO:BP	GO:0000724	double-strand break repair via homologous recombination	0.0006601935866465	True	"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"	167	100	7	15719	0.07	0.0419161676646706	query_1	['GO:0000725', 'GO:0006302']	['TRRAP', 'RUVBL1', 'YY1', 'KAT5', 'YEATS4', 'KDM1A', 'EPC1']
491	GO:BP	GO:1901653	cellular response to peptide	0.0006661865711959	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	100	10	15719	0.1	0.0278551532033426	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['AKT1', 'CDK5', 'MAX', 'RB1', 'CCNA2', 'SP1', 'FOXO1', 'CCND3', 'CDK4', 'TP53']
492	GO:BP	GO:0046661	male sex differentiation	0.0006825688125926	True	"""The establishment of the sex of a male organism by physical differentiation."" [GOC:bf]"	168	100	7	15719	0.07	0.0416666666666666	query_1	['GO:0007275', 'GO:0007548']	['CITED2', 'TFAP2C', 'CTNNB1', 'AR', 'SMAD4', 'ESR1', 'CCND1']
493	GO:BP	GO:0048568	embryonic organ development	0.000693342442168	True	"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	435	100	11	15719	0.11	0.025287356321839	query_1	['GO:0009790', 'GO:0048513']	['CITED2', 'BMI1', 'AKT1', 'CTNNB1', 'TFAP2A', 'FOXG1', 'SMAD2', 'PCGF2', 'FOXH1', 'TP53', 'SMAD3']
90	GO:CC	GO:0031467	Cul7-RING ubiquitin ligase complex	0.0007277886503529	True	"""A ubiquitin ligase complex in which a cullin from the Cul7 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 linker and an F-box protein."" [PMID:15571813, PMID:15688063]"	4	100	2	16420	0.02	0.5	query_1	['GO:0031461']	['RBX1', 'SKP1']
89	GO:CC	GO:0032777	Piccolo NuA4 histone acetyltransferase complex	0.0007277886503529	True	"""A heterotrimeric H4/H2A histone acetyltransferase complex with a substrate preference of chromatin over free histones. It contains a subset of the proteins found in the larger NuA4 histone acetyltransferase complex; for example, the S. cerevisiae complex contains Esa1p, Yng2p, and Epl1p."" [GOC:rb, PMID:12782659, PMID:15964809]"	4	100	2	16420	0.02	0.5	query_1	['GO:0035267']	['KAT5', 'EPC1']
495	GO:BP	GO:0030326	embryonic limb morphogenesis	0.0007339704247957	True	"""The process, occurring in the embryo, by which the anatomical structures of the limb are generated and organized. A limb is an appendage of an animal used for locomotion or grasping."" [GOC:bf, GOC:jl, ISBN:0395825172]"	118	100	6	15719	0.06	0.0508474576271186	query_1	['GO:0035108', 'GO:0035113']	['CREBBP', 'CTNNB1', 'HDAC1', 'TFAP2A', 'SMAD4', 'HDAC2']
494	GO:BP	GO:0035113	embryonic appendage morphogenesis	0.0007339704247957	True	"""The process, occurring in the embryo, by which the anatomical structures of the appendage are generated and organized. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [ISBN:0582227089]"	118	100	6	15719	0.06	0.0508474576271186	query_1	['GO:0035107', 'GO:0048598']	['CREBBP', 'CTNNB1', 'HDAC1', 'TFAP2A', 'SMAD4', 'HDAC2']
496	GO:BP	GO:0060766	negative regulation of androgen receptor signaling pathway	0.0007391976030704	True	"""Any process that decreases the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]"	15	100	3	15719	0.03	0.2	query_1	['GO:0030521', 'GO:0033144', 'GO:0060765']	['HDAC1', 'SMARCA4', 'FOXH1']
497	GO:BP	GO:0060253	negative regulation of glial cell proliferation	0.0007391976030704	True	"""Any process that stops or decreases the rate or extent of glial cell proliferation."" [GOC:dph, GOC:sl, GOC:tb]"	15	100	3	15719	0.03	0.2	query_1	['GO:0008285', 'GO:0014009', 'GO:0014014', 'GO:0060251']	['CDKN2B', 'RB1', 'TP53']
498	GO:BP	GO:0120263	positive regulation of heterochromatin organization	0.0007391976030704	True	"""Any process that activates or increases the frequency, rate or extent of heterochromatin organization."" [GOC:krc]"	15	100	3	15719	0.03	0.2	query_1	['GO:0070828', 'GO:0120261', 'GO:1905269']	['DNMT1', 'SIN3A', 'CDK2']
499	GO:BP	GO:0034349	glial cell apoptotic process	0.0007391976030704	True	"""Any apoptotic process in a glial cell, a non-neuronal cell of the nervous system."" [CL:0000125, GOC:mtg_apoptosis, GOC:sart]"	15	100	3	15719	0.03	0.2	query_1	['GO:0006915']	['CDK5', 'RB1', 'TP53']
500	GO:BP	GO:0031453	positive regulation of heterochromatin formation	0.0007391976030704	True	"""Any process that activates or increases the frequency, rate or extent of heterochromatin formation."" [GOC:mah]"	15	100	3	15719	0.03	0.2	query_1	['GO:0031445', 'GO:0031507', 'GO:0044089', 'GO:0120263']	['DNMT1', 'SIN3A', 'CDK2']
182	REAC	REAC:R-HSA-2219528	PI3K/AKT Signaling in Cancer	0.0007460094349839	True	PI3K/AKT Signaling in Cancer	89	98	6	10022	0.0612244897959183	0.0674157303370786	query_1	['REAC:R-HSA-5663202']	['AKT1', 'FOXO3', 'CDKN1A', 'ESR1', 'FOXO1', 'CDKN1B']
501	GO:BP	GO:0048608	reproductive structure development	0.0007475319690432	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	100	9	15719	0.09	0.0305084745762711	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['CITED2', 'TFAP2C', 'CTNNB1', 'AR', 'KDM5B', 'SMAD4', 'ESR1', 'CDKN1B', 'CCND1']
502	GO:BP	GO:0000725	recombinational repair	0.0007475319690432	True	"""A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region."" [GOC:elh]"	171	100	7	15719	0.07	0.0409356725146198	query_1	['GO:0006281', 'GO:0006310']	['TRRAP', 'RUVBL1', 'YY1', 'KAT5', 'YEATS4', 'KDM1A', 'EPC1']
503	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0007501465424878	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	867	100	16	15719	0.16	0.0184544405997693	query_1	['GO:0022414', 'GO:0032504']	['CITED2', 'AKT1', 'EHMT2', 'CCNA1', 'CTNNB1', 'RB1', 'AR', 'SMAD4', 'E2F1', 'RUVBL1', 'YY1', 'C3orf62', 'ESR1', 'KAT5', 'RNF2', 'EPC1']
504	GO:BP	GO:0031398	positive regulation of protein ubiquitination	0.0007538074312651	True	"""Any process that activates or increases the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	119	100	6	15719	0.06	0.0504201680672268	query_1	['GO:0016567', 'GO:0031396', 'GO:1903322']	['BMI1', 'RBX1', 'SKP1', 'SKP2', 'CDKN1B', 'KDM1A']
505	GO:BP	GO:0018022	peptidyl-lysine methylation	0.0007538074312651	True	"""The methylation of peptidyl-lysine to form either the mono-, di- or trimethylated derivative."" [GOC:ai]"	119	100	6	15719	0.06	0.0504201680672268	query_1	['GO:0006479', 'GO:0018205']	['EZH2', 'EHMT2', 'CTNNB1', 'SMAD4', 'EHMT1', 'KDM1A']
506	GO:BP	GO:0006302	double-strand break repair	0.0007609073721973	True	"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:elh]"	296	100	9	15719	0.09	0.0304054054054054	query_1	['GO:0006281']	['TRRAP', 'SMARCA4', 'RUVBL1', 'YY1', 'KAT5', 'TP53', 'YEATS4', 'KDM1A', 'EPC1']
507	GO:BP	GO:0060485	mesenchyme development	0.0007790623396002	True	"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]"	297	100	9	15719	0.09	0.0303030303030303	query_1	['GO:0009888', 'GO:0048513']	['CITED2', 'MYC', 'EZH2', 'CTNNB1', 'SMAD2', 'SMAD4', 'FOXH1', 'SMAD3', 'HDAC2']
508	GO:BP	GO:0048706	embryonic skeletal system development	0.0007847871266922	True	"""The process, occurring during the embryonic phase, whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]"	120	100	6	15719	0.06	0.05	query_1	['GO:0001501', 'GO:0043009']	['BMI1', 'CTNNB1', 'TFAP2A', 'SMAD2', 'PCGF2', 'SMAD3']
509	GO:BP	GO:0022008	neurogenesis	0.0007936098861999	True	"""Generation of cells within the nervous system."" [GO_REF:0000021, GOC:cls, GOC:curators, GOC:dgh, GOC:dph, GOC:jid]"	1581	100	23	15719	0.23	0.0145477545857052	query_1	['GO:0007399', 'GO:0030154']	['REST', 'CDKN2B', 'AKT1', 'EZH2', 'CDK5', 'EHMT2', 'CTNNB1', 'RB1', 'HDAC1', 'FOXG1', 'SIN3A', 'SMAD4', 'EP300', 'E2F1', 'CDK1', 'SUZ12', 'CDKN2C', 'KAT5', 'TP53', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
513	GO:BP	GO:0072133	metanephric mesenchyme morphogenesis	0.0008020938966955	True	"""The process in which the anatomical structures of a metanephric mesenchymal tissue are generated and organized. Metanephric mesenchyme is the tissue made up of loosely connected mesenchymal cells in the metanephros."" [GOC:mtg_kidney_jan10]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0072075', 'GO:0072131']	['MYC', 'SMAD4']
512	GO:BP	GO:0071930	negative regulation of transcription involved in G1/S transition of mitotic cell cycle	0.0008020938966955	True	"""Any process that stop, prevents or decreases transcription as part of the G1/S transition of the mitotic cell cycle."" [GOC:mah, GOC:vw]"	3	100	2	15719	0.02	0.6666666666666666	query_1	['GO:0000083', 'GO:0045892']	['RB1', 'E2F1']
