Thanatophoric dysplasia type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
582	GO:BP	GO:0043366	beta selection	0.0007894212985006	True	"""The process in which successful recombination of a T cell receptor beta chain into a translatable protein coding sequence leads to rescue from apoptosis and subsequent proliferation of an immature T cell."" [ISBN:0781735149, PMID:12220932]"	3	98	2	17376	0.0204081632653061	0.6666666666666666	query_1	['GO:0045058', 'GO:0046632']	['ZAP70', 'SYK']
583	GO:BP	GO:1904694	negative regulation of vascular associated smooth muscle contraction	0.0007894212985006	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of vascular smooth muscle contraction."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22158624]"	3	98	2	17376	0.0204081632653061	0.6666666666666666	query_1	['GO:0003056', 'GO:0014829', 'GO:0045906', 'GO:0045986']	['DOCK4', 'DOCK5']
584	GO:BP	GO:0098749	cerebellar neuron development	0.0007894212985006	True	"""The process whose specific outcome is the progression of a cerebellar neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dos]"	3	98	2	17376	0.0204081632653061	0.6666666666666666	query_1	['GO:0021549', 'GO:0048666']	['CRK', 'CRKL']
585	GO:BP	GO:1903997	positive regulation of non-membrane spanning protein tyrosine kinase activity	0.0007894212985006	True	"""Any process that activates or increases the frequency, rate or extent of non-membrane spanning protein tyrosine kinase activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:10518561]"	3	98	2	17376	0.0204081632653061	0.6666666666666666	query_1	['GO:0061098', 'GO:1903995']	['SRC', 'DOCK3']
586	GO:BP	GO:0060249	anatomical structure homeostasis	0.0007894212985006	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]"	254	98	8	17376	0.0816326530612244	0.0314960629921259	query_1	['GO:0048871']	['SRC', 'NPHP4', 'SPATA7', 'SYK', 'PTK2B', 'SH3GL2', 'XIAP', 'PTPN11']
587	GO:BP	GO:0006919	activation of cysteine-type endopeptidase activity involved in apoptotic process	0.0007894212985006	True	"""Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process."" [GOC:al, GOC:dph, GOC:jl, GOC:mtg_apoptosis, GOC:tb, PMID:14744432, PMID:18328827, Wikipedia:Caspase]"	81	98	5	17376	0.0510204081632653	0.0617283950617283	query_1	['GO:0043280']	['CYCS', 'APAF1', 'CASP9', 'DIABLO', 'LCK']
588	GO:BP	GO:0035684	helper T cell extravasation	0.0007894212985006	True	"""The migration of a helper T cell from the blood vessels into the surrounding tissue. A helper T-cell is an effector T cell that provides help in the form of secreted cytokines to other immune cells."" [CL:0000912, GOC:BHF]"	3	98	2	17376	0.0204081632653061	0.6666666666666666	query_1	['GO:0072683']	['CRK', 'CRKL']
589	REAC	REAC:R-HSA-1226099	Signaling by FGFR in disease	0.0007894598798559	True	Signaling by FGFR in disease	55	98	4	17376	0.0408163265306122	0.0727272727272727	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'FGFR3', 'PLCG1']
590	GO:BP	GO:0051234	establishment of localization	0.0007992855707569	True	"""Any process that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos]"	4374	98	42	17376	0.4285714285714285	0.0096021947873799	query_1	['GO:0051179']	['MET', 'RAPGEF1', 'EPS15L1', 'TTC30B', 'DOCK1', 'TBC1D13', 'SRC', 'PIK3R1', 'UNC119B', 'PLCG2', 'WASL', 'SLC44A2', 'FYN', 'WAS', 'LAT', 'LYN', 'GRB2', 'ARL3', 'EGFR', 'AHI1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'PTK2B', 'HTRA2', 'SH3GL2', 'RP2', 'HAP1', 'PKD1', 'PTK2', 'DOCK2', 'LCK', 'CYB5A', 'ELMO1', 'CBL', 'PTPN11', 'ELMO2', 'ALKBH7', 'SNX11']
591	GO:BP	GO:0071674	mononuclear cell migration	0.0008038238048055	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	189	98	7	17376	0.0714285714285714	0.037037037037037	query_1	['GO:0050900']	['CRK', 'WASL', 'ZAP70', 'LYN', 'PTK2B', 'CRKL', 'PTK2']
592	GO:BP	GO:0034314	Arp2/3 complex-mediated actin nucleation	0.0008189998540104	True	"""The actin nucleation process in which actin monomers combine to form a new branch on the side of an existing actin filament; mediated by the Arp2/3 protein complex and its interaction with other proteins."" [GOC:mah, PMID:16959963, PMID:18640983]"	43	98	4	17376	0.0408163265306122	0.0930232558139534	query_1	['GO:0045010']	['WIPF3', 'WASL', 'WAS', 'CORO1B']
593	GO:BP	GO:0071364	cellular response to epidermal growth factor stimulus	0.0008189998540104	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:mah]"	43	98	4	17376	0.0408163265306122	0.0930232558139534	query_1	['GO:0070849', 'GO:0071363']	['EGFR', 'PLCG1', 'ERBB2', 'PTPN11']
594	GO:BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	0.0008240836525799	True	"""Any process that modulates the frequency, rate or extent of signaling via a stress-activated protein kinase signaling cascade."" [GOC:mah]"	190	98	7	17376	0.0714285714285714	0.0368421052631578	query_1	['GO:0031098', 'GO:0080135', 'GO:1902531']	['RAPGEF1', 'CRK', 'HGF', 'LYN', 'EGFR', 'PTK2B', 'XIAP']
595	REAC	REAC:R-HSA-9664433	Leishmania parasite growth and survival	0.0008429527936152	True	Leishmania parasite growth and survival	159	98	6	17376	0.0612244897959183	0.0377358490566037	query_1	['REAC:R-HSA-9658195']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
596	REAC	REAC:R-HSA-9662851	Anti-inflammatory response favouring Leishmania parasite infection	0.0008429527936152	True	Anti-inflammatory response favouring Leishmania parasite infection	159	98	6	17376	0.0612244897959183	0.0377358490566037	query_1	['REAC:R-HSA-9664433']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
597	GO:BP	GO:0062197	cellular response to chemical stress	0.0008454648811235	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	98	9	17376	0.0918367346938775	0.0272727272727272	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'HGF', 'PXN', 'FYN', 'EGFR', 'HTRA2', 'DIABLO', 'PDGFRA']
598	GO:CC	GO:0099091	postsynaptic specialization, intracellular component	0.0008468432669637	True	"""A network of proteins adjacent to the postsynaptic membrane. Its major components include the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:dos]"	17	98	3	17376	0.0306122448979591	0.1764705882352941	query_1	['GO:0043232', 'GO:0099572']	['SRC', 'LYN', 'PTK2B']
599	GO:BP	GO:0032879	regulation of localization	0.0008616244054297	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2020	98	25	17376	0.2551020408163265	0.0123762376237623	query_1	['GO:0050789', 'GO:0051179']	['RAPGEF1', 'LATS1', 'SRC', 'PIK3R1', 'TMEM231', 'PLCG2', 'WASL', 'FYN', 'B9D1', 'LYN', 'EGFR', 'AHI1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'HTRA2', 'CRKL', 'HAP1', 'DOCK2', 'LCK', 'CBL', 'PTPN11', 'ALKBH7']
600	GO:BP	GO:0034330	cell junction organization	0.0008720298209148	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]"	676	98	13	17376	0.1326530612244898	0.0192307692307692	query_1	['GO:0016043']	['RAPGEF1', 'SRC', 'PIK3R1', 'CRK', 'NPHP4', 'WASL', 'NPHP1', 'ASAP1', 'FYN', 'ERBB2', 'PTK2B', 'CRKL', 'PTK2']
601	GO:BP	GO:0051235	maintenance of location	0.0008780523536143	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	332	98	9	17376	0.0918367346938775	0.0271084337349397	query_1	['GO:0051179']	['LATS1', 'PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'HAP1', 'PKD1', 'LCK', 'ALKBH7']
602	GO:BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	0.0008804532239013	True	"""Any process that activates or increases the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]"	44	98	4	17376	0.0408163265306122	0.0909090909090909	query_1	['GO:0010811', 'GO:0034446', 'GO:1900024']	['DOCK1', 'CRK', 'CRKL', 'DOCK5']
603	GO:BP	GO:0061098	positive regulation of protein tyrosine kinase activity	0.0008804532239013	True	"""Any process that increases the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	44	98	4	17376	0.0408163265306122	0.0909090909090909	query_1	['GO:0045860', 'GO:0050731', 'GO:0061097']	['SRC', 'DVL2', 'FCGR1A', 'DOCK3']
604	GO:BP	GO:0043065	positive regulation of apoptotic process	0.000885698593594	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	496	98	11	17376	0.1122448979591836	0.0221774193548387	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']	['LATS1', 'NCK1', 'SRC', 'APAF1', 'LYN', 'CASP9', 'PLCG1', 'HTRA2', 'DIABLO', 'LCK', 'NCK2']
605	GO:BP	GO:0001568	blood vessel development	0.0008863419490204	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	678	98	13	17376	0.1326530612244898	0.0191740412979351	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'HGF', 'SHC1', 'SOS1', 'SHB', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'PKD1', 'PTK2', 'PDGFRA']
606	GO:CC	GO:0005925	focal adhesion	0.0008996754995161	True	"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]"	417	98	10	17376	0.1020408163265306	0.0239808153477218	query_1	['GO:0030055']	['BCAR1', 'SRC', 'PXN', 'FGFR3', 'CORO1B', 'EGFR', 'SH3KBP1', 'PTK2B', 'PTK2', 'CBL']
607	GO:BP	GO:0009987	cellular process	0.000921629437545	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	98	94	17376	0.9591836734693876	0.0064966480060819	query_1	['GO:0008150']	['MTARC1', 'MET', 'RAPGEF1', 'LATS1', 'EPS15L1', 'TROAP', 'TTC30B', 'NCK1', 'BCAR1', 'DOCK1', 'TBC1D13', 'SRC', 'CYCS', 'PIK3R1', 'TMEM231', 'UNC119B', 'WIPF3', 'CRK', 'APAF1', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ZNF398', 'OSTF1', 'WASL', 'SOS1', 'RPGRIP1L', 'WIPF1', 'SLC44A2', 'NPHP1', 'PXN', 'ASAP1', 'WIPF2', 'FYN', 'B9D1', 'CENPN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'UACA', 'GSTK1', 'LYN', 'FGFR3', 'SHB', 'GRB2', 'DVL2', 'CORO1B', 'LCP2', 'CASP9', 'ARL3', 'EGFR', 'APIP', 'SPATA7', 'AHI1', 'VAV1', 'NEK8', 'SYK', 'PLCG1', 'FCGR1A', 'MTARC2', 'ERBB2', 'SH3KBP1', 'PTK2B', 'CYB5R3', 'HTRA2', 'GNAT1', 'SH3GL2', 'CRKL', 'XIAP', 'RP2', 'DOCK3', 'HAP1', 'B9D2', 'DIABLO', 'PKD1', 'RPGRIP1', 'PTK2', 'DOCK2', 'LCK', 'CYB5A', 'DOCK5', 'ELMO1', 'CBL', 'PTPN11', 'CYB5B', 'PDGFRA', 'NCK2', 'ELMO2', 'INVS', 'ALKBH7', 'SNX11']
608	REAC	REAC:R-HSA-8866376	Reelin signalling pathway	0.000924042145863	True	Reelin signalling pathway	5	98	2	17376	0.0204081632653061	0.4	query_1	['REAC:R-HSA-422475']	['FYN', 'SH3KBP1']
609	REAC	REAC:R-HSA-8875513	MET interacts with TNS proteins	0.000924042145863	True	MET interacts with TNS proteins	5	98	2	17376	0.0204081632653061	0.4	query_1	['REAC:R-HSA-8875878']	['MET', 'HGF']
610	GO:BP	GO:0051707	response to other organism	0.000962468334933	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1430	98	20	17376	0.2040816326530612	0.0139860139860139	query_1	['GO:0043207', 'GO:0044419']	['NCK1', 'SRC', 'CRK', 'SHC1', 'PLCG2', 'WASL', 'WIPF1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'CASP9', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'XIAP', 'PTK2', 'LCK', 'PTPN11']
611	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	0.000962468334933	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	98	6	17376	0.0612244897959183	0.0441176470588235	query_1	['GO:0031323', 'GO:0072593']	['SHC1', 'PLCG2', 'FYN', 'GRB2', 'SYK', 'PTK2B']
612	GO:BP	GO:0045087	innate immune response	0.0009817138180851	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	884	98	15	17376	0.1530612244897959	0.0169683257918552	query_1	['GO:0006955', 'GO:0098542']	['SRC', 'CRK', 'PLCG2', 'FYN', 'WAS', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'XIAP', 'PTK2', 'LCK', 'PTPN11']
613	GO:BP	GO:0043207	response to external biotic stimulus	0.0009826595622808	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1433	98	20	17376	0.2040816326530612	0.0139567341242149	query_1	['GO:0009605', 'GO:0009607']	['NCK1', 'SRC', 'CRK', 'SHC1', 'PLCG2', 'WASL', 'WIPF1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'CASP9', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'XIAP', 'PTK2', 'LCK', 'PTPN11']
614	GO:BP	GO:0070663	regulation of leukocyte proliferation	0.0009826595622808	True	"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	264	98	8	17376	0.0816326530612244	0.0303030303030303	query_1	['GO:0042127', 'GO:0070661']	['NCK1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'PTK2', 'NCK2']
615	GO:BP	GO:0036473	cell death in response to oxidative stress	0.0009867915833017	True	"""Any biological process that results in permanent cessation of all vital functions of a cell upon exposure to an oxidative stress stimulus."" [GOC:bf, GOC:PARL]"	86	98	5	17376	0.0510204081632653	0.0581395348837209	query_1	['GO:0008219', 'GO:0034599']	['MET', 'HGF', 'FYN', 'HTRA2', 'DIABLO']
616	GO:BP	GO:0014812	muscle cell migration	0.0009867915833017	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	98	5	17376	0.0510204081632653	0.0581395348837209	query_1	['GO:0016477']	['SRC', 'CRK', 'DOCK4', 'CORO1B', 'DOCK5']
617	GO:BP	GO:0031032	actomyosin structure organization	0.0009873155918193	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	197	98	7	17376	0.0714285714285714	0.0355329949238578	query_1	['GO:0030036']	['MET', 'SRC', 'PIK3R1', 'PXN', 'WAS', 'PTK2B', 'PDGFRA']
618	GO:BP	GO:0042326	negative regulation of phosphorylation	0.0009912506530039	True	"""Any process that stops, prevents or decreases the rate of addition of phosphate groups to a molecule."" [GOC:jl]"	339	98	9	17376	0.0918367346938775	0.0265486725663716	query_1	['GO:0016310', 'GO:0042325', 'GO:0045936']	['LATS1', 'NCK1', 'HGF', 'LYN', 'SHB', 'SH3GL2', 'CRKL', 'CBL', 'NCK2']
619	GO:BP	GO:0036211	protein modification process	0.0009920696910738	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3393	98	35	17376	0.3571428571428571	0.0103153551429413	query_1	['GO:0019538', 'GO:0043412']	['MET', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'FGFR3', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'NEK8', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'XIAP', 'DOCK3', 'PKD1', 'PTK2', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'NCK2']
620	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.001006789087902	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	98	4	17376	0.0408163265306122	0.0869565217391304	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
621	GO:BP	GO:1903202	negative regulation of oxidative stress-induced cell death	0.001006789087902	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	46	98	4	17376	0.0408163265306122	0.0869565217391304	query_1	['GO:0036473', 'GO:0060548', 'GO:1903201']	['MET', 'HGF', 'FYN', 'HTRA2']
622	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	0.001006789087902	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	98	4	17376	0.0408163265306122	0.0869565217391304	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2']
623	GO:BP	GO:0031325	positive regulation of cellular metabolic process	0.0010134574313085	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2839	98	31	17376	0.3163265306122449	0.0109193377949982	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['MET', 'LATS1', 'NCK1', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'ZNF398', 'WASL', 'FYN', 'WAS', 'LAT', 'LYN', 'FGFR3', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'AHI1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'DOCK3', 'PKD1', 'PTK2', 'PTPN11', 'PDGFRA', 'NCK2']
624	GO:BP	GO:0035728	response to hepatocyte growth factor	0.0010303725151651	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	18	98	3	17376	0.0306122448979591	0.1666666666666666	query_1	['GO:0070848']	['BCAR1', 'CRK', 'HGF']
625	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0010303725151651	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	98	3	17376	0.0306122448979591	0.1666666666666666	query_1	['GO:0038127']	['SRC', 'EGFR', 'ERBB2']
626	GO:BP	GO:0055123	digestive system development	0.0010397576515067	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	98	6	17376	0.0612244897959183	0.0431654676258992	query_1	['GO:0048731']	['SRC', 'EGFR', 'AHI1', 'CRKL', 'PKD1', 'PDGFRA']
627	GO:BP	GO:0010638	positive regulation of organelle organization	0.0010397576515067	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	508	98	11	17376	0.1122448979591836	0.0216535433070866	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']	['MET', 'NCK1', 'SRC', 'WASL', 'PXN', 'WAS', 'GRB2', 'PTK2B', 'HTRA2', 'HAP1', 'NCK2']
628	GO:CC	GO:0030055	cell-substrate junction	0.0010470514669884	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	426	98	10	17376	0.1020408163265306	0.0234741784037558	query_1	['GO:0070161']	['BCAR1', 'SRC', 'PXN', 'FGFR3', 'CORO1B', 'EGFR', 'SH3KBP1', 'PTK2B', 'PTK2', 'CBL']
629	GO:BP	GO:0032273	positive regulation of protein polymerization	0.0010672929851592	True	"""Any process that activates or increases the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	88	98	5	17376	0.0510204081632653	0.0568181818181818	query_1	['GO:0031334', 'GO:0032271', 'GO:0051258']	['MET', 'NCK1', 'GRB2', 'PTK2B', 'NCK2']
630	GO:BP	GO:1990089	response to nerve growth factor	0.0010739567771207	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	98	4	17376	0.0408163265306122	0.0851063829787234	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
631	GO:BP	GO:0070849	response to epidermal growth factor	0.0010739567771207	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an epidermal growth factor stimulus."" [GOC:BHF, GOC:mah]"	47	98	4	17376	0.0408163265306122	0.0851063829787234	query_1	['GO:0070848']	['EGFR', 'PLCG1', 'ERBB2', 'PTPN11']
632	GO:BP	GO:0016055	Wnt signaling pathway	0.0010990128985944	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell and ending with a change in cell state."" [GOC:dph, GOC:go_curators, PMID:11532397]"	426	98	10	17376	0.1020408163265306	0.0234741784037558	query_1	['GO:0198738', 'GO:1905114']	['RAPGEF1', 'LATS1', 'SRC', 'NPHP4', 'PLCG2', 'DVL2', 'EGFR', 'XIAP', 'PKD1', 'INVS']
633	GO:BP	GO:0045088	regulation of innate immune response	0.0011160854559991	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	346	98	9	17376	0.0918367346938775	0.0260115606936416	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['SRC', 'CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'XIAP', 'PTPN11']
634	GO:BP	GO:0048729	tissue morphogenesis	0.0011214878405644	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	604	98	12	17376	0.1224489795918367	0.0198675496688741	query_1	['GO:0009653', 'GO:0009888']	['MET', 'SRC', 'APAF1', 'HGF', 'SOS1', 'RPGRIP1L', 'NPHP1', 'GRB2', 'DVL2', 'EGFR', 'AHI1', 'PKD1']
635	GO:BP	GO:0007267	cell-cell signaling	0.0011260801749365	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1571	98	21	17376	0.2142857142857142	0.0133672819859961	query_1	['GO:0007154', 'GO:0023052']	['RAPGEF1', 'LATS1', 'SRC', 'NPHP4', 'HGF', 'PLCG2', 'FYN', 'LYN', 'FGFR3', 'DVL2', 'EGFR', 'SYK', 'PLCG1', 'SH3KBP1', 'PTK2B', 'CRKL', 'XIAP', 'HAP1', 'PKD1', 'PTPN11', 'INVS']
636	GO:BP	GO:0198738	cell-cell signaling by wnt	0.0011304761299797	True	"""Any process that mediates the transfer of information from one cell to another, medaited by a wnt family protein ligand. This process includes wnt signal transduction in the receiving cell, release of wnt ligand from a secreting cell as well as any processes that actively facilitate wnt transport and presentation to receptor on the recieving cell."" [GOC:dos]"	428	98	10	17376	0.1020408163265306	0.0233644859813084	query_1	['GO:0007267']	['RAPGEF1', 'LATS1', 'SRC', 'NPHP4', 'PLCG2', 'DVL2', 'EGFR', 'XIAP', 'PKD1', 'INVS']
637	GO:BP	GO:0009887	animal organ morphogenesis	0.0011368866978258	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1006	98	16	17376	0.1632653061224489	0.0159045725646123	query_1	['GO:0009653', 'GO:0048513']	['SRC', 'HGF', 'SOS1', 'RPGRIP1L', 'FGFR3', 'DVL2', 'EGFR', 'AHI1', 'NEK8', 'SYK', 'GNAT1', 'CRKL', 'PKD1', 'RPGRIP1', 'PTK2', 'PDGFRA']
638	GO:BP	GO:0050728	negative regulation of inflammatory response	0.001140194854964	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	142	98	6	17376	0.0612244897959183	0.0422535211267605	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1']
