Cerebrotendinous xanthomatosis	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
409	GO:BP	GO:0006812	monoatomic cation transport	0.0023312245338618	True	"""The directed movement of a monoatomic cation, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:ai]"	979	98	16	15719	0.1632653061224489	0.0163432073544433	query_1	['GO:0006811']	['GP1BB', 'ITGB1', 'ITGAV', 'HEPH', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'HFE', 'F2', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
81	REAC	REAC:R-HSA-5602498	MyD88 deficiency (TLR2/4)	0.0023647633836514	True	MyD88 deficiency (TLR2/4)	17	97	3	10022	0.0309278350515463	0.1764705882352941	query_1	['REAC:R-HSA-5602358']	['FGA', 'FGB', 'FGG']
410	GO:BP	GO:0045089	positive regulation of innate immune response	0.0023855267102842	True	"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	279	98	8	15719	0.0816326530612244	0.028673835125448	query_1	['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'HPX']
411	GO:BP	GO:0040012	regulation of locomotion	0.0024001900751344	True	"""Any process that modulates the frequency, rate or extent of locomotion of a cell or organism."" [GOC:ems]"	982	98	16	15719	0.1632653061224489	0.0162932790224032	query_1	['GO:0040011', 'GO:0050789']	['RHOD', 'ITGB1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'ELANE', 'GP1BA', 'FLNA', 'APOE', 'ITGA5', 'LRP1', 'TF', 'VTN', 'PTK2', 'C5']
412	GO:BP	GO:0030334	regulation of cell migration	0.0024959870439244	True	"""Any process that modulates the frequency, rate or extent of cell migration."" [GOC:go_curators]"	886	98	15	15719	0.1530612244897959	0.0169300225733634	query_1	['GO:0016477', 'GO:2000145']	['RHOD', 'ITGB1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'ELANE', 'GP1BA', 'FLNA', 'APOE', 'ITGA5', 'LRP1', 'VTN', 'PTK2', 'C5']
85	GO:CC	GO:0001726	ruffle	0.0025014328062309	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	177	99	6	16420	0.0606060606060606	0.0338983050847457	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'TLN1']
418	GO:BP	GO:0038027	apolipoprotein A-I-mediated signaling pathway	0.0025156915043675	True	"""The series of molecular signals initiated by apolipoprotein A-I binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, PMID:16443932]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0007166']	['ITGAV', 'ITGB3']
417	GO:BP	GO:0009609	response to symbiotic bacterium	0.0025156915043675	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a symbiotic bacterium, a bacterium living in close physical association with another organism."" [GOC:hb, ISBN:0198506732]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0009608', 'GO:0009617']	['C4BPB', 'C4BPA']
419	GO:BP	GO:0045917	positive regulation of complement activation	0.0025156915043675	True	"""Any process that activates or increases the frequency, rate or extent of complement activation."" [GOC:go_curators]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0002699', 'GO:0002922', 'GO:0006956', 'GO:0030449']	['C3', 'CR1']
415	GO:BP	GO:0050748	negative regulation of lipoprotein metabolic process	0.0025156915043675	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0031324', 'GO:0042157', 'GO:0050746', 'GO:0051248']	['ITGAV', 'ITGB3']
416	GO:BP	GO:0009608	response to symbiont	0.0025156915043675	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a symbiont, an organism living with an organism of a different species in close physical association. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."" [GOC:hb, ISBN:0198506732]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0051707']	['C4BPB', 'C4BPA']
413	GO:BP	GO:1905598	negative regulation of low-density lipoprotein receptor activity	0.0025156915043675	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of low-density lipoprotein receptor activity."" [GO_REF:0000059, GOC:BHF, GOC:nc, GOC:TermGenie, PMID:22848640]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0044092', 'GO:0048261']	['ITGAV', 'ITGB3']
414	GO:BP	GO:2000254	regulation of male germ cell proliferation	0.0025156915043675	True	"""Any process that modulates the frequency, rate or extent of male germ cell proliferation."" [GOC:obol]"	5	98	2	15719	0.0204081632653061	0.4	query_1	['GO:0002176', 'GO:1905936']	['SRC', 'PRDX4']
420	GO:BP	GO:0002218	activation of innate immune response	0.0025169537765337	True	"""Any process that initiates an innate immune response. Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens. Examples of this process include activation of the hypersensitive response of Arabidopsis thaliana and activation of any NOD or TLR signaling pathway in vertebrate species."" [GO_REF:0000022, GOC:add, GOC:mtg_sensu, ISBN:0781735149, PMID:15199967, PMID:16177805]"	214	98	7	15719	0.0714285714285714	0.0327102803738317	query_1	['GO:0002253', 'GO:0045089']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
86	GO:CC	GO:0005579	membrane attack complex	0.002592491493461	True	"""A protein complex produced by sequentially activated components of the complement cascade inserted into a target cell membrane and forming a pore leading to cell lysis via ion and water flow."" [GOC:add, ISBN:0198547684, ISBN:068340007X, ISBN:0781735149]"	7	99	2	16420	0.0202020202020202	0.2857142857142857	query_1	['GO:0046930', 'GO:0098797']	['C9', 'C5']
87	GO:CC	GO:0101002	ficolin-1-rich granule	0.002592491493461	True	"""Highly exocytosable gelatinase-poor granules found in neutrophils and rich in ficolin-1. Ficolin-1 is released from neutrophil granules by stimulation with fMLP or PMA, and the majority becomes associated with the surface membrane of the cells and can be detected by flow cytometry."" [GOC:mec, PMID:19741154]"	179	99	6	16420	0.0606060606060606	0.0335195530726257	query_1	['GO:0030141']	['CR1', 'HBB', 'PRDX4', 'SERPINA1', 'FCN1', 'A1BG']
82	REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	0.0026982187014398	True	MAPK family signaling cascades	300	97	10	10022	0.1030927835051546	0.0333333333333333	query_1	['REAC:R-HSA-162582']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
83	REAC	REAC:R-HSA-5603041	IRAK4 deficiency (TLR2/4)	0.0027507676755709	True	IRAK4 deficiency (TLR2/4)	18	97	3	10022	0.0309278350515463	0.1666666666666666	query_1	['REAC:R-HSA-5602358']	['FGA', 'FGB', 'FGG']
421	GO:BP	GO:0006874	intracellular calcium ion homeostasis	0.0028049001006443	True	"""A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell."" [GOC:ceb, GOC:mah]"	287	98	8	15719	0.0816326530612244	0.0278745644599303	query_1	['GO:0030003', 'GO:0055074']	['GP1BB', 'ITGB3', 'ELANE', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'F2']
422	GO:BP	GO:0051017	actin filament bundle assembly	0.0028309993033511	True	"""The assembly of actin filament bundles; actin filaments are on the same axis but may be oriented with the same or opposite polarities and may be packed with different levels of tightness."" [GOC:ai]"	156	98	6	15719	0.0612244897959183	0.0384615384615384	query_1	['GO:0022607', 'GO:0061572']	['RHOD', 'ITGB5', 'SRC', 'TGFB3', 'FLNA', 'APOA1']
423	GO:BP	GO:0006706	steroid catabolic process	0.0028355113418724	True	"""The chemical reactions and pathways resulting in the breakdown of steroids, compounds with a 1,2,cyclopentanoperhydrophenanthrene nucleus."" [GOC:go_curators]"	24	98	3	15719	0.0306122448979591	0.125	query_1	['GO:0008202', 'GO:0016042', 'GO:1901361']	['SPP1', 'APOE', 'CYP27A1']
424	GO:BP	GO:0010628	positive regulation of gene expression	0.0029037442093612	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	98	17	15719	0.173469387755102	0.0153846153846153	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['C3', 'F12', 'FN1', 'SRC', 'ITGB3', 'ELANE', 'TFRC', 'HFE', 'CRP', 'CD46', 'ORM2', 'TFR2', 'APOA2', 'FCN1', 'C5', 'HPX', 'ORM1']
425	GO:BP	GO:0050790	regulation of catalytic activity	0.002936066141115	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1770	98	23	15719	0.2346938775510204	0.0129943502824858	query_1	['GO:0065009']	['PTX3', 'ITGB1', 'APOC3', 'CR1', 'SRC', 'ITGB3', 'SERPINA3', 'ELANE', 'APOE', 'ITIH2', 'SERPIND1', 'APOA1', 'LRP1', 'F2', 'HP', 'APOA2', 'APOA4', 'SERPINC1', 'SERPINA1', 'VTN', 'APOC2', 'PLAUR', 'PTK2']
88	GO:CC	GO:1904813	ficolin-1-rich granule lumen	0.0030388473143007	True	"""Any membrane-enclosed lumen that is part of a ficolin-1-rich granule."" [GO_REF:0000064, GOC:TermGenie, PMID:23650620]"	123	99	5	16420	0.0505050505050505	0.040650406504065	query_1	['GO:0070013', 'GO:0101002']	['HBB', 'PRDX4', 'SERPINA1', 'FCN1', 'A1BG']
426	GO:BP	GO:0061572	actin filament bundle organization	0.0031031147210167	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of an actin filament bundle."" [GOC:dph]"	159	98	6	15719	0.0612244897959183	0.0377358490566037	query_1	['GO:0007015']	['RHOD', 'ITGB5', 'SRC', 'TGFB3', 'FLNA', 'APOA1']
429	GO:BP	GO:0010875	positive regulation of cholesterol efflux	0.0031628848591889	True	"""Any process that increases the frequency, rate or extent of cholesterol efflux. Cholesterol efflux is the directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:BHF, GOC:dph, GOC:tb]"	25	98	3	15719	0.0306122448979591	0.12	query_1	['GO:0010874', 'GO:0032376', 'GO:0033344']	['APOE', 'APOA1', 'LRP1']
428	GO:BP	GO:0033622	integrin activation	0.0031628848591889	True	"""The aggregation, arrangement and bonding together of an integrin, a heterodimeric adhesion receptor formed by the non-covalent association of particular alpha and beta subunits, that lead to the increased affinity of the integrin for its extracellular ligands."" [GOC:add, PMID:12213832, PMID:14754902]"	25	98	3	15719	0.0306122448979591	0.12	query_1	['GO:0065003']	['FN1', 'SRC', 'TLN1']
427	GO:BP	GO:0045745	positive regulation of G protein-coupled receptor signaling pathway	0.0031628848591889	True	"""Any process that activates or increases the frequency, rate or extent of G protein-coupled receptor signaling pathway activity."" [GOC:go_curators]"	25	98	3	15719	0.0306122448979591	0.12	query_1	['GO:0007186', 'GO:0008277', 'GO:0009967']	['C3', 'ITGB3', 'F2']
430	GO:BP	GO:0031399	regulation of protein modification process	0.0031936262597873	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1440	98	20	15719	0.2040816326530612	0.0138888888888888	query_1	['GO:0036211', 'GO:0051246']	['C3', 'INHA', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'ELANE', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'LRP1', 'F2', 'VTN', 'PLAUR', 'PTK2', 'HPX']
431	GO:BP	GO:1905954	positive regulation of lipid localization	0.0032277819830569	True	"""Any process that activates or increases the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	105	98	5	15719	0.0510204081632653	0.0476190476190476	query_1	['GO:0010876', 'GO:0048518', 'GO:1905952']	['C3', 'SPP1', 'APOE', 'APOA1', 'LRP1']
432	GO:BP	GO:0071702	organic substance transport	0.0032279072653926	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	2638	98	30	15719	0.3061224489795918	0.0113722517058377	query_1	['GO:0006810']	['C3', 'GP1BB', 'ITGB1', 'APOC3', 'CR1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'HBD', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'CFHR4', 'APOA1', 'LRP1', 'F2', 'TFR2', 'FGB', 'APOA2', 'FGG', 'APOA4', 'APOC2', 'HPX']
433	GO:BP	GO:0043903	regulation of biological process involved in symbiotic interaction	0.0033957751771917	True	"""Any process that modulates the frequency, rate or extent of symbiosis, an interaction between two organisms living together in more or less intimate association."" [GOC:jl]"	60	98	4	15719	0.0408163265306122	0.0666666666666666	query_1	['GO:0044403', 'GO:0050789']	['PTX3', 'ITGAV', 'FCN3', 'FCN1']
434	GO:BP	GO:0030198	extracellular matrix organization	0.0034129187628703	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix."" [GOC:mah]"	297	98	8	15719	0.0816326530612244	0.0269360269360269	query_1	['GO:0043062', 'GO:0045229']	['PTX3', 'ITGB1', 'ITGB3', 'ELANE', 'PRDX4', 'LRP1', 'CTSG', 'VTN']
437	GO:BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0034707962543466	True	"""Any process that increases the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	107	98	5	15719	0.0510204081632653	0.0467289719626168	query_1	['GO:0007178', 'GO:0009967', 'GO:0090092']	['INHA', 'TGFB3', 'HFE', 'INHBE', 'INHBC']
435	GO:BP	GO:0043062	extracellular structure organization	0.0034707962543466	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of structures in the space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane, and also covers the host cell environment outside an intracellular parasite."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	298	98	8	15719	0.0816326530612244	0.0268456375838926	query_1	['GO:0016043']	['PTX3', 'ITGB1', 'ITGB3', 'ELANE', 'PRDX4', 'LRP1', 'CTSG', 'VTN']
436	GO:BP	GO:0046879	hormone secretion	0.0034707962543466	True	"""The regulated release of hormones, substances with a specific regulatory effect on a particular organ or group of cells."" [ISBN:0198506732]"	298	98	8	15719	0.0816326530612244	0.0268456375838926	query_1	['GO:0009914', 'GO:0023061']	['INHA', 'SPP1', 'FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
439	GO:BP	GO:0150146	cell junction disassembly	0.0034784234776869	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	26	98	3	15719	0.0306122448979591	0.1153846153846153	query_1	['GO:0022411', 'GO:0034330']	['C3', 'ITGB1', 'TGFB3']
438	GO:BP	GO:1903901	negative regulation of viral life cycle	0.0034784234776869	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of viral life cycle."" [GO_REF:0000058, GOC:TermGenie, PMID:18005716]"	26	98	3	15719	0.0306122448979591	0.1153846153846153	query_1	['GO:0019058', 'GO:0048525', 'GO:1903900']	['PTX3', 'FCN3', 'FCN1']
84	REAC	REAC:R-HSA-9634597	GPER1 signaling	0.003504681473718	True	GPER1 signaling	44	97	4	10022	0.0412371134020618	0.0909090909090909	query_1	['REAC:R-HSA-418555']	['ITGB1', 'FN1', 'SRC', 'ITGA5']
440	GO:BP	GO:0008152	metabolic process	0.0035210651719314	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	98	80	15719	0.8163265306122449	0.0076782800652653	query_1	['GO:0008150']	['MASP1', 'PTX3', 'C3', 'F12', 'GP1BB', 'ITGB1', 'MASP2', 'APOC3', 'CR1', 'INHA', 'ITGAV', 'FN1', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'SERPINA3', 'TGFB3', 'FCN2', 'HBD', 'ELANE', 'GP1BA', 'GP9', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'CYP27A1', 'ITGA5', 'HFE', 'COLEC10', 'CRP', 'INHBE', 'PRDX4', 'INHBC', 'ITIH2', 'SERPIND1', 'CFH', 'C4BPB', 'ZNF655', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'GALNT12', 'ORM2', 'TFR2', 'UAP1', 'HP', 'FGB', 'APOA2', 'FGG', 'MPO', 'APOA4', 'CFI', 'SERPINC1', 'CFB', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'APOC2', 'SLC40A1', 'FCN1', 'GDPD1', 'PLAUR', 'PTK2', 'ITGB6', 'CP', 'C5', 'HPX', 'ORM1', 'HPR']
441	GO:BP	GO:0070945	neutrophil-mediated killing of gram-negative bacterium	0.0035550471594126	True	"""The directed killing of a gram-negative bacterium by a neutrophil."" [GOC:add, ISBN:0781765196]"	6	98	2	15719	0.0204081632653061	0.3333333333333333	query_1	['GO:0050829', 'GO:0070944']	['ELANE', 'F2']
442	GO:BP	GO:0043152	induction of bacterial agglutination	0.0035550471594126	True	"""Any process in which infecting bacteria are clumped together by a host organism."" [GOC:jl]"	6	98	2	15719	0.0204081632653061	0.3333333333333333	query_1	['GO:0019731']	['FGA', 'FGB']
443	GO:BP	GO:1905936	regulation of germ cell proliferation	0.0035550471594126	True	"""Any process that modulates the frequency, rate or extent of germ cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:15342467]"	6	98	2	15719	0.0204081632653061	0.3333333333333333	query_1	['GO:0036093', 'GO:0042127', 'GO:0051239', 'GO:2000241']	['SRC', 'PRDX4']
444	GO:BP	GO:0045229	external encapsulating structure organization	0.0035642860740215	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	300	98	8	15719	0.0816326530612244	0.0266666666666666	query_1	['GO:0016043']	['PTX3', 'ITGB1', 'ITGB3', 'ELANE', 'PRDX4', 'LRP1', 'CTSG', 'VTN']
445	GO:BP	GO:0044057	regulation of system process	0.0035924543876777	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	98	11	15719	0.1122448979591836	0.0201834862385321	query_1	['GO:0003008', 'GO:0051239']	['INHA', 'SRC', 'SPP1', 'FGA', 'FLNA', 'APOE', 'APOA1', 'FGB', 'APOA2', 'FGG', 'APOA4']
446	GO:BP	GO:0060348	bone development	0.0036478033859084	True	"""The process whose specific outcome is the progression of bone over time, from its formation to the mature structure. Bone is the hard skeletal connective tissue consisting of both mineral and cellular components."" [GOC:dph]"	230	98	7	15719	0.0714285714285714	0.0304347826086956	query_1	['GO:0001501', 'GO:0048513']	['GP1BB', 'SRC', 'TGFB3', 'GP1BA', 'GP9', 'FLNA', 'ITGB6']
447	GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	0.0036965480719691	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	927	98	15	15719	0.1530612244897959	0.0161812297734627	query_1	['GO:0007166']	['INHA', 'ITGB5', 'SRC', 'ITGB3', 'TGFB3', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'LRP1', 'TF', 'VTN', 'PLAUR', 'PTK2', 'ITGB6']
448	GO:BP	GO:0046890	regulation of lipid biosynthetic process	0.003705613782716	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of lipids."" [GOC:ai]"	166	98	6	15719	0.0612244897959183	0.036144578313253	query_1	['GO:0008610', 'GO:0009889', 'GO:0019216']	['C3', 'APOC3', 'APOE', 'APOA1', 'APOA4', 'APOC2']
449	GO:BP	GO:1903829	positive regulation of protein localization	0.0037465003930247	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	462	98	10	15719	0.1020408163265306	0.0216450216450216	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['ITGB1', 'SRC', 'FGA', 'TGFB3', 'FLNA', 'TFRC', 'LRP1', 'F2', 'FGB', 'FGG']
450	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0037542069024073	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	98	8	15719	0.0816326530612244	0.0264026402640264	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'HPX']
451	GO:BP	GO:1903319	positive regulation of protein maturation	0.0037921675248432	True	"""Any process that activates or increases the frequency, rate or extent of protein maturation."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	27	98	3	15719	0.0306122448979591	0.1111111111111111	query_1	['GO:0010628', 'GO:0051247', 'GO:0051604', 'GO:1903317']	['F12', 'SRC', 'TFR2']
452	GO:BP	GO:0048771	tissue remodeling	0.0039116969673363	True	"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"	168	98	6	15719	0.0612244897959183	0.0357142857142857	query_1	['GO:0032501']	['SRC', 'SPP1', 'ITGB3', 'FLNA', 'TFRC', 'TF']
85	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	0.0040358175868599	True	Signaling by TGFB family members	118	97	6	10022	0.0618556701030927	0.0508474576271186	query_1	['REAC:R-HSA-162582']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6']
455	GO:BP	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0041910027297543	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	28	98	3	15719	0.0306122448979591	0.1071428571428571	query_1	['GO:0008625', 'GO:1902041', 'GO:2001237']	['FGA', 'FGB', 'FGG']
453	GO:BP	GO:0030194	positive regulation of blood coagulation	0.0041910027297543	True	"""Any process that activates or increases the frequency, rate or extent of blood coagulation."" [GOC:mah]"	28	98	3	15719	0.0306122448979591	0.1071428571428571	query_1	['GO:0007596', 'GO:0030193', 'GO:0050820', 'GO:0090303', 'GO:1900048']	['F12', 'F2', 'VTN']
454	GO:BP	GO:1900048	positive regulation of hemostasis	0.0041910027297543	True	"""Any process that activates or increases the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	28	98	3	15719	0.0306122448979591	0.1071428571428571	query_1	['GO:0007599', 'GO:0048518', 'GO:1900046']	['F12', 'F2', 'VTN']
456	GO:BP	GO:0002757	immune response-activating signaling pathway	0.0042025828802403	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]"	387	98	9	15719	0.0918367346938775	0.0232558139534883	query_1	['GO:0002253', 'GO:0002764']	['CR1', 'SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'PTK2']
457	GO:BP	GO:0009914	hormone transport	0.0042025828802403	True	"""The directed movement of hormones into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:tb]"	309	98	8	15719	0.0816326530612244	0.0258899676375404	query_1	['GO:0006810', 'GO:0010817']	['INHA', 'SPP1', 'FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
458	GO:BP	GO:0097553	calcium ion transmembrane import into cytosol	0.0042361985215536	True	"""A process in which a calcium ion is transported from one side of a membrane to the other into the cytosol by means of some agent such as a transporter or pore."" [GOC:vw]"	171	98	6	15719	0.0612244897959183	0.0350877192982456	query_1	['GO:0070588']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'F2']
86	REAC	REAC:R-HSA-5686938	Regulation of TLR by endogenous ligand	0.004238714380695	True	Regulation of TLR by endogenous ligand	21	97	3	10022	0.0309278350515463	0.1428571428571428	query_1	['REAC:R-HSA-168898']	['FGA', 'FGB', 'FGG']
89	GO:CC	GO:0031232	extrinsic component of external side of plasma membrane	0.0042709031348139	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its external surface, but not integrated into the hydrophobic region."" [GOC:dos, GOC:mah]"	9	99	2	16420	0.0202020202020202	0.2222222222222222	query_1	['GO:0009897', 'GO:0019897']	['TF', 'FCN1']
459	GO:BP	GO:0055074	calcium ion homeostasis	0.0042734003405958	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]"	310	98	8	15719	0.0816326530612244	0.0258064516129032	query_1	['GO:0055080', 'GO:0098771']	['GP1BB', 'ITGB3', 'ELANE', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'F2']
460	GO:BP	GO:0030219	megakaryocyte differentiation	0.0043343598685704	True	"""The process in which a myeloid precursor cell acquires specializes features of a megakaryocyte."" [GOC:mah]"	65	98	4	15719	0.0408163265306122	0.0615384615384615	query_1	['GO:0030099']	['GP1BB', 'GP1BA', 'GP9', 'FLNA']
462	GO:BP	GO:0045806	negative regulation of endocytosis	0.0045634554547167	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	66	98	4	15719	0.0408163265306122	0.0606060606060606	query_1	['GO:0006897', 'GO:0030100', 'GO:0051051', 'GO:0051129']	['APOC3', 'ITGAV', 'ITGB3', 'APOC2']
464	GO:BP	GO:0010743	regulation of macrophage derived foam cell differentiation	0.0045634554547167	True	"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	29	98	3	15719	0.0306122448979591	0.1034482758620689	query_1	['GO:0010742', 'GO:0045595']	['ITGAV', 'ITGB3', 'CRP']
463	GO:BP	GO:0014910	regulation of smooth muscle cell migration	0.0045634554547167	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]"	66	98	4	15719	0.0408163265306122	0.0606060606060606	query_1	['GO:0014909', 'GO:0030334']	['SRC', 'ITGB3', 'LRP1', 'VTN']
