Pierpont syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1274	GO:BP	GO:0031063	regulation of histone deacetylation	0.0072671795008177	True	"""Any process that modulates the frequency, rate or extent of the removal of acetyl groups from histones."" [GOC:mah]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0016575', 'GO:0031056', 'GO:0090311']	['KAT2B', 'TP53', 'PML']
1275	GO:BP	GO:0048512	circadian behavior	0.0072671795008177	True	"""The specific behavior of an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators, GOC:pr]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0007622', 'GO:0007623']	['NCOA2', 'NCOR1', 'TP53']
1277	GO:BP	GO:0000578	embryonic axis specification	0.0072671795008177	True	"""The establishment, maintenance and elaboration of a pattern along a line or a point in an embryo."" [GOC:dph, GOC:go_curators, GOC:sdb_2009, GOC:tb]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0009798', 'GO:0009880']	['CTNNB1', 'SMAD2', 'SMAD4']
1278	GO:BP	GO:0033365	protein localization to organelle	0.0072671795008177	True	"""A process in which a protein is transported to, or maintained in, a location within an organelle."" [GOC:mah]"	924	101	14	15719	0.1386138613861386	0.0151515151515151	query_1	['GO:0008104']	['AKT1', 'MDM2', 'STAT3', 'RB1', 'SIN3A', 'CDKN1A', 'WWTR1', 'SUMO1', 'NOTCH1', 'HDAC3', 'ESR1', 'TP53', 'SMAD3', 'PML']
1276	GO:BP	GO:0060412	ventricular septum morphogenesis	0.0072671795008177	True	"""The developmental process in which a ventricular septum is generated and organized. A ventricular septum is an anatomical structure that separates the lower chambers (ventricles) of the heart from one another."" [GOC:dph]"	41	101	3	15719	0.0297029702970297	0.073170731707317	query_1	['GO:0003281', 'GO:0060411']	['SMAD4', 'NOTCH1', 'RBPJ']
1279	GO:BP	GO:0072594	establishment of protein localization to organelle	0.0073362301353604	True	"""The directed movement of a protein to a specific location on or in an organelle. Encompasses establishment of localization in the membrane or lumen of a membrane-bounded organelle."" [GOC:mah]"	447	101	9	15719	0.0891089108910891	0.0201342281879194	query_1	['GO:0033365', 'GO:0045184']	['AKT1', 'STAT3', 'CDKN1A', 'SUMO1', 'NOTCH1', 'HDAC3', 'TP53', 'SMAD3', 'PML']
1280	GO:BP	GO:0008593	regulation of Notch signaling pathway	0.0074943067448363	True	"""Any process that modulates the frequency, rate or extent of the Notch signaling pathway."" [GOC:go_curators]"	87	101	4	15719	0.0396039603960396	0.0459770114942528	query_1	['GO:0007219', 'GO:0009966']	['AKT1', 'STAT3', 'NOTCH1', 'CCNC']
1281	GO:BP	GO:0010876	lipid localization	0.0075479899024484	True	"""Any process in which a lipid is transported to, or maintained in, a specific location."" [GOC:BHF, GOC:dph, GOC:tb]"	449	101	9	15719	0.0891089108910891	0.0200445434298441	query_1	['GO:0033036']	['NRIP1', 'RXRA', 'AKT1', 'PPARG', 'NR1H2', 'PPARA', 'NR1H3', 'GPS2', 'FABP1']
1282	GO:BP	GO:0008584	male gonad development	0.0076352274931461	True	"""The process whose specific outcome is the progression of the male gonad over time, from its formation to the mature structure."" [GOC:jid]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0008406', 'GO:0046546']	['AR', 'SMAD4', 'ESR1', 'RARA', 'CCND1']
1284	GO:BP	GO:0016052	carbohydrate catabolic process	0.0076352274931461	True	"""The chemical reactions and pathways resulting in the breakdown of carbohydrates, any of a group of organic compounds based of the general formula Cx(H2O)y."" [ISBN:0198506732]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0005975', 'GO:1901575']	['STAT3', 'PPARA', 'EP300', 'NCOR1', 'TP53']
1283	GO:BP	GO:0001959	regulation of cytokine-mediated signaling pathway	0.0076352274931461	True	"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]"	145	101	5	15719	0.0495049504950495	0.0344827586206896	query_1	['GO:0009966', 'GO:0019221', 'GO:0060759']	['PPARG', 'NR1H2', 'NR1H3', 'GPS2', 'NR1H4']
77	GO:CC	GO:0000439	transcription factor TFIIH core complex	0.0076432055548616	True	"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"	11	101	2	16420	0.0198019801980198	0.1818181818181818	query_1	['GO:0090575']	['CDK7', 'CCNH']
1285	GO:BP	GO:0000387	spliceosomal snRNP assembly	0.007723976733411	True	"""The aggregation, arrangement and bonding together of one or more snRNA and multiple protein components to form a ribonucleoprotein complex that is involved in formation of the spliceosome."" [GOC:krc, GOC:mah, ISBN:0879695897]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0000398', 'GO:0022618']	['WDR77', 'PRMT5', 'CLNS1A']
1286	GO:BP	GO:0001709	cell fate determination	0.007723976733411	True	"""The cellular developmental process involved in cell fate commitment that occurs after cell fate specification,  in which a cell is irreversibly committed to a cellular developmental fate which is heritable on cell division."" [ISBN:0878932437]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0045165', 'GO:0048869']	['CTNNB1', 'FOXG1', 'NOTCH2']
1287	GO:BP	GO:0007595	lactation	0.007723976733411	True	"""The regulated release of milk from the mammary glands and the period of time that a mother lactates to feed her young."" [ISBN:0198506732]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0007589', 'GO:0030879']	['NCOR2', 'CCND1', 'VDR']
1288	GO:BP	GO:0042551	neuron maturation	0.007723976733411	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for a neuron to attain its fully functional state."" [GOC:dph, GOC:jl]"	42	101	3	15719	0.0297029702970297	0.0714285714285714	query_1	['GO:0048469', 'GO:0048666']	['RB1', 'MECP2', 'KDM1A']
1289	GO:BP	GO:0060021	roof of mouth development	0.0077524226533279	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0048856']	['SUMO1', 'SMAD2', 'SMAD4', 'SKI']
1290	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0077524226533279	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	101	4	15719	0.0396039603960396	0.0454545454545454	query_1	['GO:0006979', 'GO:0080134']	['REST', 'AKT1', 'CTNNB1', 'PDE8A']
1291	GO:BP	GO:0046546	development of primary male sexual characteristics	0.0078237047164322	True	"""The process whose specific outcome is the progression of the primary male sexual characteristics over time, from their formation to the mature structures. The primary male sexual characteristics are the testes, and they develop in response to sex hormone secretion."" [GOC:ai]"	146	101	5	15719	0.0495049504950495	0.0342465753424657	query_1	['GO:0045137', 'GO:0046661']	['AR', 'SMAD4', 'ESR1', 'RARA', 'CCND1']
236	REAC	REAC:R-HSA-211897	Cytochrome P450 - arranged by substrate type	0.0078491324975262	True	Cytochrome P450 - arranged by substrate type	60	100	4	10022	0.04	0.0666666666666666	query_1	['REAC:R-HSA-211945']	['RXRA', 'NCOA2', 'NR1H4', 'NCOA1']
1294	GO:BP	GO:1903798	regulation of miRNA processing	0.0080089943404074	True	"""Any process that modulates the frequency, rate or extent of microRNA processing."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0035196', 'GO:0070920']	['STAT3', 'TP53']
1292	GO:BP	GO:0040034	regulation of development, heterochronic	0.0080089943404074	True	"""Any process that modulates the consistent predetermined time point at which an integrated living unit or organism progresses from an initial condition to a later condition and the rate at which this time point is reached."" [PMID:9442909]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0050793']	['NOTCH1', 'RBPJ']
1293	GO:BP	GO:0033327	Leydig cell differentiation	0.0080089943404074	True	"""The process in which a relatively unspecialized cell acquires specialized structural and/or functional features of a Leydig cell. A Leydig cell is a testosterone-secreting cell in the interstitial area, between the seminiferous tubules, in the testis."" [GOC:ln, PMID:12050120]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0003006', 'GO:0008584', 'GO:0030154']	['AR', 'CCND1']
1295	GO:BP	GO:0072182	regulation of nephron tubule epithelial cell differentiation	0.0080089943404074	True	"""Any process that modulates the frequency, rate or extent of nephron tubule epithelial cell differentiation."" [GOC:mtg_kidney_jan10]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0072160', 'GO:2000696']	['CTNNB1', 'WWTR1']
1297	GO:BP	GO:0006361	transcription initiation at RNA polymerase I promoter	0.0080089943404074	True	"""A transcription initiation process that takes place at a RNA polymerase I gene promoter. Ribosomal RNAs (rRNA) genes are transcribed by RNA polymerase I."" [GOC:txnOH]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0006352', 'GO:0006360']	['SMARCA4', 'SMARCB1']
1298	GO:BP	GO:0070932	histone H3 deacetylation	0.0080089943404074	True	"""The modification of histone H3 by the removal of one or more acetyl groups."" [GOC:BHF, GOC:rl]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0016575']	['HDAC1', 'HDAC2']
1299	GO:BP	GO:0003306	Wnt signaling pathway involved in heart development	0.0080089943404074	True	"""The series of molecular signals initiated by binding of Wnt protein to a receptor on the surface of the target cell, resulting a change in cell state that contributes to the progression of the heart over time."" [GOC:mtg_heart]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0016055', 'GO:0061311']	['CTNNB1', 'RBPJ']
1300	GO:BP	GO:0048548	regulation of pinocytosis	0.0080089943404074	True	"""Any process that modulates the frequency, rate or extent of pinocytosis. Pinocytosis is the process in which cells take in liquid material from their external environment; literally 'cell drinking'. Liquid is enclosed in vesicles, formed by invagination of the plasma membrane. These vesicles then move into the cell and pass their contents to endosomes."" [GOC:go_curators]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0006907', 'GO:0030100']	['NR1H2', 'NR1H3']
1301	GO:BP	GO:0070341	fat cell proliferation	0.0080089943404074	True	"""The multiplication or reproduction of fat cells by cell division, resulting in the expansion of their population. A fat cell is an animal connective tissue cell specialized for the synthesis and storage of fat."" [GOC:mah, GOC:sl]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0008283']	['TFDP1', 'E2F1']
1302	GO:BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	0.0080089943404074	True	"""The process in which a relatively unspecialized T cell acquires specialized features of a mature CD4-positive, alpha-beta T cell."" [CL:0000624, ISBN:0781735149]"	89	101	4	15719	0.0396039603960396	0.0449438202247191	query_1	['GO:0035710', 'GO:0046632']	['CBFB', 'STAT3', 'RUNX1', 'RARA']
1303	GO:BP	GO:0010713	negative regulation of collagen metabolic process	0.0080089943404074	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the metabolism of collagen, any of a group of fibrous proteins of very high tensile strength that form the main component of connective tissue in animals."" [GOC:dph, GOC:tb]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0009892', 'GO:0010712', 'GO:0032963']	['PPARG', 'NOTCH1']
1304	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0080089943404074	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	89	101	4	15719	0.0396039603960396	0.0449438202247191	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['AKT1', 'WWTR1', 'HDAC3', 'SMAD3']
1296	GO:BP	GO:1905208	negative regulation of cardiocyte differentiation	0.0080089943404074	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiocyte differentiation."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]"	12	101	2	15719	0.0198019801980198	0.1666666666666666	query_1	['GO:0035051', 'GO:0045596', 'GO:0051241', 'GO:1905207']	['SMAD4', 'HDAC3']
237	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0080380186446171	True	Potential therapeutics for SARS	99	100	5	10022	0.05	0.0505050505050505	query_1	['REAC:R-HSA-9679506']	['REST', 'HDAC1', 'RCOR1', 'HDAC2', 'KDM1A']
1305	GO:BP	GO:0046622	positive regulation of organ growth	0.0081385742293428	True	"""Any process that activates or increases the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	43	101	3	15719	0.0297029702970297	0.0697674418604651	query_1	['GO:0035265', 'GO:0046620', 'GO:0048639', 'GO:0051240']	['AKT1', 'NOTCH1', 'RBPJ']
1306	GO:BP	GO:0007622	rhythmic behavior	0.0081385742293428	True	"""The specific behavior of an organism that recur with measured regularity."" [GOC:jl, GOC:pr]"	43	101	3	15719	0.0297029702970297	0.0697674418604651	query_1	['GO:0007610']	['NCOA2', 'NCOR1', 'TP53']
1307	GO:BP	GO:0043620	regulation of DNA-templated transcription in response to stress	0.0081385742293428	True	"""Modulation of the frequency, rate or extent of transcription from a DNA template as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:jl, GOC:txnOH]"	43	101	3	15719	0.0297029702970297	0.0697674418604651	query_1	['GO:0006355', 'GO:0033554']	['SIN3A', 'RBPJ', 'TP53']
1308	GO:BP	GO:0060428	lung epithelium development	0.0081385742293428	True	"""The biological process whose specific outcome is the progression of the lung epithelium from an initial condition to its mature state. This process begins with the formation of lung epithelium and ends with the mature structure. The lung epithelium is the specialized epithelium that lines the inside of the lung."" [GOC:dph, GOC:mtg_lung]"	43	101	3	15719	0.0297029702970297	0.0697674418604651	query_1	['GO:0030324', 'GO:0060429']	['CTNNB1', 'RBPJ', 'THRB']
1309	GO:BP	GO:2000145	regulation of cell motility	0.0081424617946988	True	"""Any process that modulates the frequency, rate or extent of cell motility."" [GOC:mah]"	938	101	14	15719	0.1386138613861386	0.0149253731343283	query_1	['GO:0040012', 'GO:0048870', 'GO:0050794']	['UBE2I', 'AKT1', 'SMURF2', 'STAT3', 'PPARG', 'FOXO3', 'HDAC1', 'SIN3A', 'NOTCH1', 'MECP2', 'SP1', 'SMAD3', 'HDAC2', 'CDK6']
1310	GO:BP	GO:0030902	hindbrain development	0.0084197782325876	True	"""The process whose specific outcome is the progression of the hindbrain over time, from its formation to the mature structure. The hindbrain is the posterior of the three primary divisions of the developing chordate brain, or the corresponding part of the adult brain (in vertebrates, includes the cerebellum, pons, and medulla oblongata and controls the autonomic functions and equilibrium)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=hindbrain]"	149	101	5	15719	0.0495049504950495	0.0335570469798657	query_1	['GO:0007420', 'GO:0048856']	['SMAD1', 'CTNNB1', 'NCOR2', 'MECP2', 'TP53']
1311	GO:BP	GO:0051345	positive regulation of hydrolase activity	0.0084208595449378	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	548	101	10	15719	0.099009900990099	0.0182481751824817	query_1	['GO:0043085', 'GO:0051336']	['REST', 'AKT1', 'STAT3', 'PPARG', 'NR1H2', 'NR1H3', 'FABP1', 'ESR1', 'SMAD3', 'PML']
238	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0085961492429968	True	SARS-CoV Infections	363	100	10	10022	0.1	0.0275482093663911	query_1	['REAC:R-HSA-5663205']	['REST', 'UBE2I', 'AKT1', 'CREBBP', 'RB1', 'HDAC1', 'SUMO1', 'RCOR1', 'HDAC2', 'KDM1A']
1312	GO:BP	GO:0014888	striated muscle adaptation	0.0086540070957176	True	"""Any process in which striated muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors. These adaptive events occur in both muscle fibers and associated structures (motoneurons and capillaries), and they involve alterations in regulatory mechanisms, contractile properties and metabolic capacities."" [GOC:mtg_muscle]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0043500']	['PPARG', 'FOXO1', 'SMAD3']
1314	GO:BP	GO:0030857	negative regulation of epithelial cell differentiation	0.0086540070957176	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0030855', 'GO:0030856', 'GO:0045596']	['CTNNB1', 'NOTCH1', 'CCND1']
1313	GO:BP	GO:0031641	regulation of myelination	0.0086540070957176	True	"""Any process that modulates the frequency, rate or extent of the formation of a myelin sheath around nerve axons."" [GOC:mah]"	44	101	3	15719	0.0297029702970297	0.0681818181818181	query_1	['GO:0042552', 'GO:0050794', 'GO:0051960']	['AKT1', 'CTNNB1', 'RARA']
239	REAC	REAC:R-HSA-453274	Mitotic G2-G2/M phases	0.0086963238105799	True	Mitotic G2-G2/M phases	196	100	7	10022	0.07	0.0357142857142857	query_1	['REAC:R-HSA-69278']	['CDK7', 'CDKN1A', 'CCNH', 'EP300', 'E2F1', 'CDK2', 'TP53']
240	REAC	REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	0.0086963238105799	True	Regulation of gene expression by Hypoxia-inducible Factor	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-1234174']	['CREBBP', 'EP300']
244	REAC	REAC:R-HSA-8866904	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	0.0086963238105799	True	Negative regulation of activity of TFAP2 (AP-2) family transcription factors	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-8864260']	['UBE2I', 'SUMO1']
243	REAC	REAC:R-HSA-8948747	Regulation of PTEN localization	0.0086963238105799	True	Regulation of PTEN localization	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-6807070']	['USP7', 'PML']
242	REAC	REAC:R-HSA-6811555	PI5P Regulates TP53 Acetylation	0.0086963238105799	True	PI5P Regulates TP53 Acetylation	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-6804758']	['EP300', 'TP53']
241	REAC	REAC:R-HSA-9683610	Maturation of nucleoprotein	0.0086963238105799	True	Maturation of nucleoprotein	9	100	2	10022	0.02	0.2222222222222222	query_1	['REAC:R-HSA-9683701']	['UBE2I', 'SUMO1']
1315	GO:BP	GO:0010469	regulation of signaling receptor activity	0.0088844271532323	True	"""Any process that modulates the frequency, rate or extent of a signaling receptor activity. Receptor activity is when a molecule combines with an extracellular or intracellular messenger to initiate a change in cell activity."" [GOC:dph, GOC:tb]"	151	101	5	15719	0.0495049504950495	0.0331125827814569	query_1	['GO:0009966', 'GO:0065009']	['NCOA3', 'PPARG', 'HDAC1', 'PPARA', 'HDAC2']
1316	GO:BP	GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0089230503607892	True	"""Any process that activates or increases the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	92	101	4	15719	0.0396039603960396	0.0434782608695652	query_1	['GO:0032434', 'GO:0043161', 'GO:1901800', 'GO:2000060']	['AKT1', 'MDM2', 'SUMO1', 'SUMO2']
1317	GO:BP	GO:0032091	negative regulation of protein binding	0.0089230503607892	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein binding."" [GOC:mah]"	92	101	4	15719	0.0396039603960396	0.0434782608695652	query_1	['GO:0043393', 'GO:0051100']	['AKT1', 'PPARA', 'CDKN1A', 'KDM1A']
78	GO:CC	GO:0005675	transcription factor TFIIH holo complex	0.0090194944668119	True	"""A complex that is capable of kinase activity directed towards the C-terminal Domain (CTD) of the largest subunit of RNA polymerase II and is essential for initiation at RNA polymerase II promoters in vitro. It is composed of the core TFIIH complex and the TFIIK complex."" [GOC:ew, GOC:krc, PMID:14500720, PMID:22308316, PMID:22572993, PMID:7813015]"	12	101	2	16420	0.0198019801980198	0.1666666666666666	query_1	['GO:0016591', 'GO:0032806', 'GO:0090575']	['CDK7', 'CCNH']
245	REAC	REAC:R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	0.0090294917949497	True	Gap-filling DNA repair synthesis and ligation in TC-NER	63	100	4	10022	0.04	0.0634920634920634	query_1	['REAC:R-HSA-6781827']	['CDK7', 'CCNH', 'USP7', 'EP300']
1318	GO:BP	GO:0030183	B cell differentiation	0.0091135122323661	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	101	5	15719	0.0495049504950495	0.0328947368421052	query_1	['GO:0030098', 'GO:0042113']	['EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'TP53']
1319	GO:BP	GO:1903311	regulation of mRNA metabolic process	0.0091135122323661	True	"""Any process that modulates the frequency, rate or extent of mRNA metabolic process."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	296	101	7	15719	0.0693069306930693	0.0236486486486486	query_1	['GO:0016071', 'GO:0051252']	['REST', 'AKT1', 'WDR77', 'E2F1', 'PRMT5', 'SNW1', 'CLNS1A']
1325	GO:BP	GO:0045646	regulation of erythrocyte differentiation	0.0091527051523486	True	"""Any process that modulates the frequency, rate or extent of erythrocyte differentiation."" [GOC:go_curators]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0030218', 'GO:0045637']	['STAT3', 'FOXO3', 'CDK6']
1323	GO:BP	GO:2000772	regulation of cellular senescence	0.0091527051523486	True	"""Any process that modulates the frequency, rate or extent of cellular senescence."" [GOC:BHF]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0031323', 'GO:0090398']	['RBL1', 'TP53', 'CDK6']
1324	GO:BP	GO:0002762	negative regulation of myeloid leukocyte differentiation	0.0091527051523486	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of myeloid leukocyte differentiation."" [GOC:add]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0002573', 'GO:0002761', 'GO:0045638', 'GO:1902106']	['CTNNB1', 'RARA', 'CDK6']
1321	GO:BP	GO:1901985	positive regulation of protein acetylation	0.0091527051523486	True	"""Any process that activates or increases the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0006473', 'GO:0031401', 'GO:1901983']	['SMARCB1', 'SMAD4', 'PML']
1320	GO:BP	GO:2000648	positive regulation of stem cell proliferation	0.0091527051523486	True	"""Any process that activates or increases the frequency, rate or extent of stem cell proliferation."" [GOC:dph]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0008284', 'GO:0072089', 'GO:0072091']	['CTNNB1', 'CCNE1', 'KDM1A']
1322	GO:BP	GO:0006356	regulation of transcription by RNA polymerase I	0.0091527051523486	True	"""Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase I."" [GOC:go_curators]"	45	101	3	15719	0.0297029702970297	0.0666666666666666	query_1	['GO:0006355', 'GO:0006360']	['CREBBP', 'SMARCA4', 'SMARCB1']
1337	GO:BP	GO:0042762	regulation of sulfur metabolic process	0.0091931493975804	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving sulfur, the nonmetallic element sulfur or compounds that contain sulfur."" [GOC:go_curators]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0006790', 'GO:0031323']	['CTNNB1', 'SP1']
1336	GO:BP	GO:0070986	left/right axis specification	0.0091931493975804	True	"""The establishment, maintenance and elaboration of the left/right axis. The left/right axis is defined by a line that runs orthogonal to both the anterior/posterior and dorsal/ventral axes. Each side is defined from the viewpoint of the organism rather of the observer (as per anatomical axes)."" [GOC:dph, GOC:gvg, GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0009798', 'GO:0060972']	['NOTCH1', 'NOTCH2']
1335	GO:BP	GO:0036295	cellular response to increased oxygen levels	0.0091931493975804	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting an increase in the level of oxygen."" [GOC:al]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0036296', 'GO:0071453']	['PPARG', 'FOXO1']
1334	GO:BP	GO:0070920	regulation of regulatory ncRNA processing	0.0091931493975804	True	"""Any process that modulates the frequency, rate or extent of regulatory non-coding RNA processing."" [GOC:mah]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0051252', 'GO:0060966', 'GO:0070918']	['STAT3', 'TP53']
1332	GO:BP	GO:0010663	positive regulation of striated muscle cell apoptotic process	0.0091931493975804	True	"""Any process that increases the rate or extent of striated muscle cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a striated muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0010658', 'GO:0010661', 'GO:0010662']	['SMAD4', 'TP53']
1331	GO:BP	GO:0030157	pancreatic juice secretion	0.0091931493975804	True	"""The regulated release of pancreatic juice by the exocrine pancreas into the upper part of the intestine. Pancreatic juice is slightly alkaline and contains numerous enzymes and inactive enzyme precursors including alpha-amylase, chymotrypsinogen, lipase, procarboxypeptidase, proelastase, prophospholipase A2, ribonuclease, and trypsinogen. Its high concentration of bicarbonate ions helps to neutralize the acid from the stomach."" [GOC:mah, ISBN:0198506732]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0007589', 'GO:0022600', 'GO:0032941']	['NR1H2', 'NR1H3']
1333	GO:BP	GO:0036151	phosphatidylcholine acyl-chain remodeling	0.0091931493975804	True	"""Remodeling the acyl chains of phosphatidylcholine, through sequential deacylation and re-acylation reactions, to generate phosphatidylcholine containing different types of fatty acid acyl chains."" [GOC:mw, PMID:18195019, PMID:18458083]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0046470']	['NR1H2', 'NR1H3']
1329	GO:BP	GO:0010666	positive regulation of cardiac muscle cell apoptotic process	0.0091931493975804	True	"""Any process that increases the rate or extent of cardiac cell apoptotic process, a form of programmed cell death induced by external or internal signals that trigger the activity of proteolytic caspases whose actions dismantle a cardiac muscle cell and result in its death."" [GOC:dph, GOC:mtg_apoptosis, GOC:tb]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0010659', 'GO:0010663', 'GO:0010665']	['SMAD4', 'TP53']
1328	GO:BP	GO:0036302	atrioventricular canal development	0.0091931493975804	True	"""The progression of the atrioventricular canal over time, from its formation to the mature structure. The atrioventricular canal is the part of the heart connecting the atrium to the cardiac ventricle."" [GOC:BHF, GOC:gr, PMID:14701881, UBERON:0002087, ZFA:0001315]"	13	101	2	15719	0.0198019801980198	0.1538461538461538	query_1	['GO:0007507', 'GO:0048856']	['SMAD4', 'RBPJ']
