KID syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
65	GO:CC	GO:0045178	basal part of cell	4.662071221524068e-05	True	"""The region of a cell situated near the base. For example, in a polarized epithelial cell, the basal surface rests on the basal lamina that separates the epithelium from other tissue."" [GOC:mah, ISBN:0815316194]"	276	102	10	16420	0.0980392156862745	0.036231884057971	query_1	['GO:0110165']	['MET', 'ITGA9', 'TFRC', 'CTNNB1', 'HFE', 'EGFR', 'TF', 'ERBB2', 'ABCC1', 'CD81']
549	GO:BP	GO:0080135	regulation of cellular response to stress	4.752349014282044e-05	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	101	16	15719	0.1584158415841584	0.0234948604992657	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['MET', 'RAPGEF1', 'PIK3CB', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'FYN', 'CXCL12', 'LYN', 'EGFR', 'CERS2', 'PTK2B', 'VEGFA', 'ACKR3']
153	REAC	REAC:R-HSA-187687	Signalling to ERKs	4.867521731501612e-05	True	Signalling to ERKs	31	100	5	10022	0.05	0.1612903225806451	query_1	['REAC:R-HSA-187037']	['RAPGEF1', 'CRK', 'SHC1', 'SOS1', 'CRKL']
550	GO:BP	GO:0061042	vascular wound healing	5.108020573945009e-05	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	101	4	15719	0.0396039603960396	0.2	query_1	['GO:0060055']	['VEGFB', 'CXCR4', 'KDR', 'VEGFA']
551	GO:BP	GO:0036092	phosphatidylinositol-3-phosphate biosynthetic process	5.108020573945009e-05	True	"""The chemical reactions and pathways resulting in the formation of phosphatidylinositol-3-phosphate, a phosphatidylinositol monophosphate carrying the phosphate group at the 3-position."" [GOC:al, GOC:vw]"	20	101	4	15719	0.0396039603960396	0.2	query_1	['GO:0046854']	['PIK3CB', 'PIK3CD', 'PIK3CA', 'PIK3R3']
552	GO:BP	GO:0072376	protein activation cascade	5.108020573945009e-05	True	"""A sequential series of modifications to a set of proteins where the product of one reaction catalyzes the following reaction, ultimately leading to the generation of a mature protein. Modifications typically include proteolysis or covalent modification, and may also include binding events."" [GOC:add, GOC:mah, GOC:pde]"	20	101	4	15719	0.0396039603960396	0.2	query_1	['GO:0051604']	['FN1', 'FGA', 'FGB', 'FGG']
554	GO:BP	GO:0050818	regulation of coagulation	5.156117822346441e-05	True	"""Any process that modulates the frequency, rate or extent of coagulation, the process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [GOC:ai]"	73	101	6	15719	0.0594059405940594	0.0821917808219178	query_1	['GO:0050817', 'GO:0051239']	['FGA', 'VKORC1', 'FGB', 'FGG', 'VTN', 'PDGFRA']
553	GO:BP	GO:0014909	smooth muscle cell migration	5.156117822346441e-05	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	101	6	15719	0.0594059405940594	0.0821917808219178	query_1	['GO:0014812']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
155	REAC	REAC:R-HSA-9700206	Signaling by ALK in cancer	5.179537165791041e-05	True	Signaling by ALK in cancer	53	100	6	10022	0.06	0.1132075471698113	query_1	['REAC:R-HSA-5663202']	['FN1', 'PIK3R1', 'GRB2', 'PIK3CA', 'VCL', 'PLCG1']
154	REAC	REAC:R-HSA-9725370	Signaling by ALK fusions and activated point mutants	5.179537165791041e-05	True	Signaling by ALK fusions and activated point mutants	53	100	6	10022	0.06	0.1132075471698113	query_1	['REAC:R-HSA-9700206']	['FN1', 'PIK3R1', 'GRB2', 'PIK3CA', 'VCL', 'PLCG1']
555	GO:BP	GO:0070663	regulation of leukocyte proliferation	5.3427567988358646e-05	True	"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	264	101	10	15719	0.099009900990099	0.0378787878787878	query_1	['GO:0042127', 'GO:0070661']	['TFRC', 'CTNNB1', 'SOS1', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'CD81', 'VCAM1', 'PTK2']
556	GO:BP	GO:0070588	calcium ion transmembrane transport	5.488716531278957e-05	True	"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	326	101	11	15719	0.1089108910891089	0.0337423312883435	query_1	['GO:0006816', 'GO:0098655', 'GO:0098662']	['ADRA1A', 'ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'MS4A1', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
557	GO:BP	GO:0042098	T cell proliferation	5.57687645798147e-05	True	"""The expansion of a T cell population by cell division. Follows T cell activation."" [GOC:jl]"	209	101	9	15719	0.0891089108910891	0.0430622009569378	query_1	['GO:0042110', 'GO:0046651']	['TFRC', 'CTNNB1', 'SOS1', 'FYN', 'ZAP70', 'SYK', 'ERBB2', 'CD81', 'VCAM1']
558	GO:BP	GO:0009612	response to mechanical stimulus	5.57687645798147e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:hb]"	209	101	9	15719	0.0891089108910891	0.0430622009569378	query_1	['GO:0009605', 'GO:0009628']	['SRC', 'ITGB3', 'CTNNB1', 'FYN', 'CXCL12', 'CXCR4', 'PIK3CA', 'PTK2B', 'PTK2']
156	REAC	REAC:R-HSA-5655332	Signaling by FGFR3 in disease	5.979523664997543e-05	True	Signaling by FGFR3 in disease	16	100	4	10022	0.04	0.25	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1']
559	GO:BP	GO:0034103	regulation of tissue remodeling	5.982288330223693e-05	True	"""Any process that modulates the frequency, rate, or extent of tissue remodeling."" [GOC:add]"	75	101	6	15719	0.0594059405940594	0.08	query_1	['GO:0048771', 'GO:0051239']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF', 'SYK']
560	GO:BP	GO:0043406	positive regulation of MAP kinase activity	6.0230389185842486e-05	True	"""Any process that activates or increases the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	114	101	7	15719	0.0693069306930693	0.0614035087719298	query_1	['GO:0043405', 'GO:0043410', 'GO:0071902']	['SRC', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'FLT1']
561	GO:BP	GO:0051235	maintenance of location	6.08161629404656e-05	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	330	101	11	15719	0.1089108910891089	0.0333333333333333	query_1	['GO:0051179']	['C3', 'ITGAV', 'ITGB3', 'PLCG2', 'LYN', 'APOA1', 'PLCG1', 'PTK2B', 'LCK', 'CD19', 'ALB']
562	GO:BP	GO:0062197	cellular response to chemical stress	6.08161629404656e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	101	11	15719	0.1089108910891089	0.0333333333333333	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'GJB2', 'EGFR', 'PIK3CA', 'ABCC1', 'PDGFRA']
563	GO:BP	GO:0051093	negative regulation of developmental process	6.08161629404656e-05	True	"""Any process that stops, prevents or reduces the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	864	101	18	15719	0.1782178217821782	0.0208333333333333	query_1	['GO:0032502', 'GO:0048519', 'GO:0050793']	['ITGB1', 'PIK3CB', 'ITGAV', 'SPP1', 'ITGB3', 'PIK3R1', 'SHC1', 'TFRC', 'CTNNB1', 'LYN', 'EGFR', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'NRP1', 'PTPN11', 'SEMA4D']
568	GO:BP	GO:0050919	negative chemotaxis	6.0983205148829465e-05	True	"""The directed movement of a motile cell or organism towards a lower concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]"	44	101	5	15719	0.0495049504950495	0.1136363636363636	query_1	['GO:0006935']	['ITGAV', 'ITGB3', 'NRP2', 'APOA1', 'SEMA4D']
569	GO:BP	GO:0050904	diapedesis	6.0983205148829465e-05	True	"""The passage of a leukocyte between the tight junctions of endothelial cells lining blood vessels, typically the fourth and final step of cellular extravasation."" [ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	7	101	3	15719	0.0297029702970297	0.4285714285714285	query_1	['GO:0045123', 'GO:0050900']	['CRK', 'ITGA4', 'CRKL']
567	GO:BP	GO:0031323	regulation of cellular metabolic process	6.0983205148829465e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	101	54	15719	0.5346534653465347	0.0106194690265486	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'GRB2', 'LCP2', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF', 'NANOG']
566	GO:BP	GO:0048842	positive regulation of axon extension involved in axon guidance	6.0983205148829465e-05	True	"""Any process that activates, maintains or increases the frequency, rate or extent of axon extension involved in axon guidance."" [GOC:devbiol]"	7	101	3	15719	0.0297029702970297	0.4285714285714285	query_1	['GO:0045773', 'GO:0048841', 'GO:0048846', 'GO:0050921']	['CXCL12', 'VEGFA', 'NRP1']
564	GO:BP	GO:0021855	hypothalamus cell migration	6.0983205148829465e-05	True	"""The directed movement of a cell into the hypothalamus region of the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	7	101	3	15719	0.0297029702970297	0.4285714285714285	query_1	['GO:0016477', 'GO:0021854']	['NRP2', 'NRP1', 'PLXNA1']
565	GO:BP	GO:1990791	dorsal root ganglion development	6.0983205148829465e-05	True	"""The process whose specific outcome is the progression of a dorsal root ganglion over time, from its formation to the mature structure."" [PMID:18583150]"	7	101	3	15719	0.0297029702970297	0.4285714285714285	query_1	['GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
570	GO:BP	GO:0043547	positive regulation of GTPase activity	6.334299599951793e-05	True	"""Any process that activates or increases the activity of a GTPase."" [GOC:jl, GOC:mah]"	270	101	10	15719	0.099009900990099	0.037037037037037	query_1	['GO:0043087', 'GO:0051345']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'CRK', 'SOS1', 'VAV1', 'ERBB2', 'PTK2B', 'CRKL', 'SEMA4D']
571	GO:BP	GO:0071702	organic substance transport	6.731513308370333e-05	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	2638	101	35	15719	0.3465346534653465	0.013267626990144	query_1	['GO:0006810']	['C3', 'ITGB1', 'ADRA1A', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'GJB1', 'CXCL12', 'MS4A1', 'LYN', 'CXCR4', 'APOA1', 'TFR2', 'FGB', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'PTK2B', 'ABCC1', 'CD81', 'LCK', 'CD19', 'PTPN11', 'HPX']
572	GO:BP	GO:0034599	cellular response to oxidative stress	6.73255806956736e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:mah]"	272	101	10	15719	0.099009900990099	0.0367647058823529	query_1	['GO:0006979', 'GO:0062197']	['MET', 'SRC', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'GJB2', 'EGFR', 'ABCC1', 'PDGFRA']
573	GO:BP	GO:0035272	exocrine system development	6.761915765884223e-05	True	"""Progression of the exocrine system over time, from its formation to a mature structure. The exocrine system is a system of hormones and glands, where the glands secrete straight to a target site via ducts or tubes. The human exocrine system includes the salivary glands, sweat glands and many glands of the digestive system."" [GOC:bf, Wikipedia:Exocrine_gland]"	45	101	5	15719	0.0495049504950495	0.1111111111111111	query_1	['GO:0048731']	['TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
159	REAC	REAC:R-HSA-9603381	Activated NTRK3 signals through PI3K	7.145285718283847e-05	True	Activated NTRK3 signals through PI3K	6	100	3	10022	0.03	0.5	query_1	['REAC:R-HSA-9034015']	['SRC', 'PIK3R1', 'PIK3CA']
157	REAC	REAC:R-HSA-9706374	FLT3 signaling through SRC family kinases	7.145285718283847e-05	True	FLT3 signaling through SRC family kinases	6	100	3	10022	0.03	0.5	query_1	['REAC:R-HSA-9607240']	['FYN', 'SYK', 'LCK']
158	REAC	REAC:R-HSA-1566977	Fibronectin matrix formation	7.145285718283847e-05	True	Fibronectin matrix formation	6	100	3	10022	0.03	0.5	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'FN1', 'ITGA5']
574	GO:BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	7.34415580890472e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	22	101	4	15719	0.0396039603960396	0.1818181818181818	query_1	['GO:0036119', 'GO:0071363']	['SRC', 'ITGB3', 'FYN', 'CBL']
576	GO:BP	GO:2000404	regulation of T cell migration	7.508819200966926e-05	True	"""Any process that modulates the frequency, rate or extent of T cell migration."" [GOC:mah]"	46	101	5	15719	0.0495049504950495	0.108695652173913	query_1	['GO:0072678', 'GO:2000401']	['ITGB3', 'CRK', 'ITGA4', 'CXCL12', 'CRKL']
575	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	7.508819200966926e-05	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	101	5	15719	0.0495049504950495	0.108695652173913	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA']
160	REAC	REAC:R-HSA-1250196	SHC1 events in ERBB2 signaling	7.520112582084509e-05	True	SHC1 events in ERBB2 signaling	17	100	4	10022	0.04	0.2352941176470588	query_1	['REAC:R-HSA-1227986']	['SHC1', 'SOS1', 'EGFR', 'ERBB2']
161	REAC	REAC:R-HSA-2029481	FCGR activation	7.520112582084509e-05	True	FCGR activation	17	100	4	10022	0.04	0.2352941176470588	query_1	['REAC:R-HSA-2029480']	['FYN', 'LYN', 'SYK', 'FCGR1A']
577	GO:BP	GO:0033043	regulation of organelle organization	7.650416323361632e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	101	21	15719	0.2079207920792079	0.0181975736568457	query_1	['GO:0006996', 'GO:0051128']	['MET', 'PLXNB1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'TFRC', 'CTNNB1', 'PXN', 'CXCL12', 'GRB2', 'APOA1', 'PIK3CA', 'KDR', 'PTK2B', 'PTK2', 'NRP1', 'PDGFRA']
578	GO:BP	GO:0080090	regulation of primary metabolic process	7.682308002438282e-05	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	101	56	15719	0.5544554455445545	0.0103531151784063	query_1	['GO:0019222', 'GO:0044238']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CD19', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF', 'NANOG']
162	REAC	REAC:R-HSA-9013404	RAC2 GTPase cycle	7.740502760880394e-05	True	RAC2 GTPase cycle	85	100	7	10022	0.07	0.0823529411764705	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R2', 'PIK3R1', 'TFRC', 'PIK3CA', 'VAV1', 'PIK3R3']
579	GO:BP	GO:0061097	regulation of protein tyrosine kinase activity	7.810025915228279e-05	True	"""Any process that modulates the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	79	101	6	15719	0.0594059405940594	0.0759493670886076	query_1	['GO:0045859', 'GO:0050730']	['ADRA1A', 'SRC', 'ITGB3', 'SHC1', 'FCGR1A', 'CBL']
580	GO:BP	GO:0045596	negative regulation of cell differentiation	7.855359342064866e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	631	101	15	15719	0.1485148514851485	0.0237717908082408	query_1	['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']	['ITGB1', 'ITGAV', 'SPP1', 'ITGB3', 'PIK3R1', 'CTNNB1', 'LYN', 'EGFR', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'NRP1', 'PTPN11', 'SEMA4D']
581	GO:BP	GO:0016032	viral process	7.966451627983575e-05	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	101	12	15719	0.1188118811881188	0.0294117647058823	query_1	['GO:0008150']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TFRC', 'ITGA5', 'CXCR4', 'EGFR', 'CD81', 'ITGB6', 'NRP1', 'CR2']
582	GO:BP	GO:0002688	regulation of leukocyte chemotaxis	8.120288360673678e-05	True	"""Any process that modulates the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]"	120	101	7	15719	0.0693069306930693	0.0583333333333333	query_1	['GO:0002685', 'GO:0030595', 'GO:0050920']	['VEGFB', 'CXCL12', 'LYN', 'PTK2B', 'VEGFA', 'PTK2', 'PGF']
583	GO:BP	GO:0043269	regulation of monoatomic ion transport	8.294129322876504e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]"	556	101	14	15719	0.1386138613861386	0.0251798561151079	query_1	['GO:0006811', 'GO:0051049']	['ITGB1', 'ITGB3', 'PLCG2', 'CTNNB1', 'HFE', 'FYN', 'CXCL12', 'MS4A1', 'LYN', 'CXCR4', 'TF', 'PLCG1', 'PTK2B', 'CD19']
584	GO:BP	GO:0030099	myeloid cell differentiation	8.322817032122839e-05	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	410	101	12	15719	0.1188118811881188	0.0292682926829268	query_1	['GO:0030097', 'GO:0030154']	['SRC', 'PIK3R1', 'TFRC', 'CTNNB1', 'PIK3CD', 'LYN', 'TF', 'PTK2B', 'VEGFA', 'CD81', 'ITGB6', 'PTPN11']
585	GO:BP	GO:0048771	tissue remodeling	8.398504562470526e-05	True	"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"	168	101	8	15719	0.0792079207920792	0.0476190476190476	query_1	['GO:0032501']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'CTNNB1', 'TF', 'SYK', 'PTK2B']
163	REAC	REAC:R-HSA-109704	PI3K Cascade	8.461106315891977e-05	True	PI3K Cascade	35	100	5	10022	0.05	0.1428571428571428	query_1	['REAC:R-HSA-112399']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'PTPN11']
586	GO:BP	GO:0022612	gland morphogenesis	8.515524218933905e-05	True	"""The process in which the anatomical structures of a gland are generated and organized."" [GOC:isa_complete]"	121	101	7	15719	0.0693069306930693	0.0578512396694214	query_1	['GO:0009887', 'GO:0048732']	['SRC', 'TGFB3', 'HGF', 'TNC', 'EGFR', 'NRP1', 'PLXNA1']
66	GO:CC	GO:0097060	synaptic membrane	8.813040846381935e-05	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	102	11	16420	0.1078431372549019	0.0302197802197802	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'ADRA1A', 'SRC', 'ITGB3', 'CTNNB1', 'KCNK1', 'ITGA5', 'NRP2', 'ERBB2', 'CRKL', 'NRP1']
587	GO:BP	GO:0001570	vasculogenesis	8.902078759227346e-05	True	"""The differentiation of endothelial cells from progenitor cells during blood vessel development, and the de novo formation of blood vessels and tubes."" [PMID:8999798]"	81	101	6	15719	0.0594059405940594	0.074074074074074	query_1	['GO:0030154', 'GO:0048514']	['ITGAV', 'CTNNB1', 'KDR', 'VEGFA', 'NRP1', 'ACKR3']
588	GO:BP	GO:0051209	release of sequestered calcium ion into cytosol	8.95622998660815e-05	True	"""The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment."" [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]"	122	101	7	15719	0.0693069306930693	0.0573770491803278	query_1	['GO:0051283', 'GO:0097553']	['ITGB3', 'PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
589	GO:BP	GO:0006811	monoatomic ion transport	9.002764267012031e-05	True	"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	1168	101	21	15719	0.2079207920792079	0.0179794520547945	query_1	['GO:0006810']	['ITGB1', 'ADRA1A', 'ITGAV', 'ITGB3', 'PLCG2', 'TFRC', 'CTNNB1', 'KCNK1', 'HFE', 'FYN', 'CXCL12', 'MS4A1', 'LYN', 'CXCR4', 'TF', 'TFR2', 'PLCG1', 'PTK2B', 'LCK', 'CD19', 'HPX']
590	GO:BP	GO:1903532	positive regulation of secretion by cell	9.215107835296872e-05	True	"""Any process that activates or increases the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	283	101	10	15719	0.099009900990099	0.0353356890459364	query_1	['GO:0032940', 'GO:0048522', 'GO:0051047', 'GO:1903530']	['SPP1', 'FGA', 'TGFB3', 'HFE', 'CXCL12', 'TFR2', 'FGB', 'SYK', 'FGG', 'PTPN11']
593	GO:BP	GO:0038089	positive regulation of cell migration by vascular endothelial growth factor signaling pathway	9.288062203310867e-05	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding to its receptor on the surface of a cell, which activates or increases the frequency, rate or extent of the orderly movement of a cell from one site to another."" [GOC:bf, GOC:signaling]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0030335', 'GO:0038084']	['PIK3CD', 'KDR', 'VEGFA']
595	GO:BP	GO:0061549	sympathetic ganglion development	9.288062203310867e-05	True	"""The process whose specific outcome is the progression of a sympathetic ganglion over time, from its formation to the mature structure."" [GOC:BHF, GOC:rl]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0048485', 'GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
592	GO:BP	GO:0021888	hypothalamus gonadotrophin-releasing hormone neuron development	9.288062203310867e-05	True	"""The process whose specific outcome is the progression of a hypothalamus gonadotrophin-releasing hormone neuron over time, from initial commitment of its fate, to the fully functional differentiated cell."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0021884', 'GO:0021886']	['NRP2', 'NRP1', 'PLXNA1']
594	GO:BP	GO:0060753	regulation of mast cell chemotaxis	9.288062203310867e-05	True	"""Any process that modulates the rate, frequency or extent of mast cell chemotaxis. Mast cell chemotaxis is the movement of a mast cell in response to an external stimulus."" [GOC:dph, GOC:tb]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0002551', 'GO:0002688']	['VEGFB', 'VEGFA', 'PGF']
591	GO:BP	GO:0021886	hypothalamus gonadotrophin-releasing hormone neuron differentiation	9.288062203310867e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron located in the hypothalamus. These neurons release gonadotrophin-releasing hormone as a neural transmitter."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	8	101	3	15719	0.0297029702970297	0.375	query_1	['GO:0021979']	['NRP2', 'NRP1', 'PLXNA1']
596	GO:BP	GO:0051283	negative regulation of sequestering of calcium ion	9.32056980355675e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	123	101	7	15719	0.0693069306930693	0.056910569105691	query_1	['GO:0048523', 'GO:0051208', 'GO:0051282']	['ITGB3', 'PLCG2', 'LYN', 'PLCG1', 'PTK2B', 'LCK', 'CD19']
597	GO:BP	GO:0006979	response to oxidative stress	9.411946886824456e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	101	12	15719	0.1188118811881188	0.0288461538461538	query_1	['GO:0006950']	['MET', 'SRC', 'CRK', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'GJB2', 'EGFR', 'PTK2B', 'ABCC1', 'PDGFRA']
