ALG8-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
628	REAC	REAC:R-HSA-5602358	Diseases associated with the TLR signaling cascade	0.0025344912172759	True	Diseases associated with the TLR signaling cascade	31	97	3	17376	0.0309278350515463	0.0967741935483871	query_1	['REAC:R-HSA-5260271']	['FGA', 'FGB', 'FGG']
629	REAC	REAC:R-HSA-5260271	Diseases of Immune System	0.0025344912172759	True	Diseases of Immune System	31	97	3	17376	0.0309278350515463	0.0967741935483871	query_1	['REAC:R-HSA-1643685']	['FGA', 'FGB', 'FGG']
630	GO:BP	GO:1901700	response to oxygen-containing compound	0.0025353504308018	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	97	21	17376	0.2164948453608247	0.0123022847100175	query_1	['GO:0042221']	['SIGMAR1', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'TJP1', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'A2M', 'BDKRB1', 'LRP1', 'HP', 'FGB', 'APOA2', 'FGG', 'C2', 'PTK2']
631	GO:BP	GO:0002704	negative regulation of leukocyte mediated immunity	0.0026580613587016	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	63	97	4	17376	0.0412371134020618	0.0634920634920634	query_1	['GO:0002443', 'GO:0002698', 'GO:0002703']	['HFE', 'C4BPB', 'CD46', 'C4BPA']
632	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	0.0026580613587016	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1114	97	16	17376	0.1649484536082474	0.0143626570915619	query_1	['GO:0009653', 'GO:0032502']	['C3', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TJP1', 'GJA1', 'FLNA', 'ITGA2B', 'ITGA5', 'YWHAZ', 'VTN', 'PTK2', 'ITGB6', 'PRCP']
633	GO:CC	GO:0032991	protein-containing complex	0.0028482135415864	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5470	97	46	17376	0.4742268041237113	0.0084095063985374	query_1	['GO:0005575']	['MASP1', 'C3', 'GP1BB', 'ITGB1', 'APOC3', 'ITGB5', 'FN1', 'ITGAV', 'HBB', 'FGA', 'ITGB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA2B', 'ITGA5', 'ANKFY1', 'HFE', 'COLEC10', 'CFH', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'TFR2', 'HP', 'FGB', 'APOA2', 'FGG', 'CFB', 'C2', 'MBL2', 'VTN', 'GP5', 'APOC2', 'FCN1', 'ITGB6', 'ALB']
634	GO:BP	GO:0043152	induction of bacterial agglutination	0.002860975765617	True	"""Any process in which infecting bacteria are clumped together by a host organism."" [GOC:jl]"	6	97	2	17376	0.0206185567010309	0.3333333333333333	query_1	['GO:0019731']	['FGA', 'FGB']
635	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	0.0029677413261931	True	RHO GTPase cycle	441	97	9	17376	0.0927835051546391	0.0204081632653061	query_1	['REAC:R-HSA-194315']	['RHOD', 'ITGB1', 'SRC', 'GJA1', 'TFRC', 'ANKFY1', 'WHAMM', 'FILIP1', 'C1QBP']
636	REAC	REAC:R-HSA-6806834	Signaling by MET	0.003008167150905	True	Signaling by MET	75	97	4	17376	0.0412371134020618	0.0533333333333333	query_1	['REAC:R-HSA-9006934']	['ITGB1', 'FN1', 'SRC', 'PTK2']
637	GO:BP	GO:0051129	negative regulation of cellular component organization	0.0030224609185558	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	97	12	17376	0.1237113402061855	0.0172661870503597	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['APOC3', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TJP1', 'FLNA', 'TFRC', 'APOE', 'APOA1', 'APOA2', 'APOC2']
638	GO:BP	GO:0030099	myeloid cell differentiation	0.0030224609185558	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	411	97	9	17376	0.0927835051546391	0.0218978102189781	query_1	['GO:0030097', 'GO:0030154']	['GP1BB', 'SRC', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'TF', 'GP5', 'ITGB6']
639	GO:BP	GO:0007565	female pregnancy	0.003027084936348	True	"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]"	178	97	6	17376	0.0618556701030927	0.0337078651685393	query_1	['GO:0044703', 'GO:0044706']	['SPP1', 'ITGB3', 'TGFB3', 'GJA1', 'ITGA5', 'C1QBP']
640	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.0030739315099328	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	97	2	17376	0.0206185567010309	0.25	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV']
641	GO:BP	GO:1902042	negative regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.0030851206153038	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	28	97	3	17376	0.0309278350515463	0.1071428571428571	query_1	['GO:0008625', 'GO:1902041', 'GO:2001237']	['FGA', 'FGB', 'FGG']
642	GO:BP	GO:1900048	positive regulation of hemostasis	0.0030851206153038	True	"""Any process that activates or increases the frequency, rate or extent of hemostasis."" [GOC:TermGenie]"	28	97	3	17376	0.0309278350515463	0.1071428571428571	query_1	['GO:0007599', 'GO:0048518', 'GO:1900046']	['F12', 'F2', 'VTN']
643	GO:BP	GO:0050996	positive regulation of lipid catabolic process	0.0030851206153038	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids."" [GOC:ai]"	28	97	3	17376	0.0309278350515463	0.1071428571428571	query_1	['GO:0009896', 'GO:0016042', 'GO:0045834', 'GO:0050994']	['APOA1', 'APOA2', 'APOC2']
644	GO:BP	GO:0030194	positive regulation of blood coagulation	0.0030851206153038	True	"""Any process that activates or increases the frequency, rate or extent of blood coagulation."" [GOC:mah]"	28	97	3	17376	0.0309278350515463	0.1071428571428571	query_1	['GO:0007596', 'GO:0030193', 'GO:0050820', 'GO:0090303', 'GO:1900048']	['F12', 'F2', 'VTN']
645	GO:BP	GO:0014910	regulation of smooth muscle cell migration	0.0031046460062582	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]"	66	97	4	17376	0.0412371134020618	0.0606060606060606	query_1	['GO:0014909', 'GO:0030334']	['SRC', 'ITGB3', 'LRP1', 'VTN']
646	GO:BP	GO:0045806	negative regulation of endocytosis	0.0031046460062582	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	66	97	4	17376	0.0412371134020618	0.0606060606060606	query_1	['GO:0006897', 'GO:0030100', 'GO:0051051', 'GO:0051129']	['APOC3', 'ITGAV', 'ITGB3', 'APOC2']
647	GO:BP	GO:0051702	biological process involved in interaction with symbiont	0.0031909035225171	True	"""An interaction between two organisms living together in more or less intimate association. The term symbiont is used for the smaller (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]"	118	97	5	17376	0.0515463917525773	0.0423728813559322	query_1	['GO:0044403']	['PTX3', 'FN1', 'APOE', 'F2', 'MBL2']
648	GO:BP	GO:0006816	calcium ion transport	0.0032900238023717	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	417	97	9	17376	0.0927835051546391	0.0215827338129496	query_1	['GO:0030001', 'GO:0071702']	['GP1BB', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
649	GO:BP	GO:0002764	immune response-regulating signaling pathway	0.0033399398805342	True	"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	418	97	9	17376	0.0927835051546391	0.0215311004784689	query_1	['GO:0007165', 'GO:0050776']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'PTK2', 'C1QBP']
650	GO:BP	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	0.0033688765557847	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	29	97	3	17376	0.0309278350515463	0.1034482758620689	query_1	['GO:0009966', 'GO:0048010', 'GO:0090287']	['ITGB3', 'ITGA5', 'VTN']
651	GO:BP	GO:0010743	regulation of macrophage derived foam cell differentiation	0.0033688765557847	True	"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	29	97	3	17376	0.0309278350515463	0.1034482758620689	query_1	['GO:0010742', 'GO:0045595']	['ITGAV', 'ITGB3', 'CRP']
652	GO:BP	GO:0019433	triglyceride catabolic process	0.0033688765557847	True	"""The chemical reactions and pathways resulting in the breakdown of a triglyceride, any triester of glycerol."" [ISBN:0198506732]"	29	97	3	17376	0.0309278350515463	0.1034482758620689	query_1	['GO:0006641', 'GO:0046464']	['APOC3', 'APOA1', 'APOC2']
653	GO:BP	GO:0009719	response to endogenous stimulus	0.0033848871243529	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	97	20	17376	0.2061855670103092	0.0123152709359605	query_1	['GO:0050896']	['ITGB1', 'ITGB5', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'GJA1', 'FLNA', 'APOE', 'ITGA5', 'HFE', 'A2M', 'LRP1', 'FGB', 'APOA2', 'C2', 'VTN', 'PTK2', 'ITGB6', 'PRCP']
654	GO:BP	GO:0035556	intracellular signal transduction	0.0033848871243529	True	"""The process in which a signal is passed on to downstream components within the cell, which become activated themselves to further propagate the signal and finally trigger a change in the function or state of the cell."" [GOC:bf, GOC:jl, GOC:signaling, ISBN:3527303782]"	2546	97	27	17376	0.2783505154639175	0.0106048703849175	query_1	['GO:0007165']	['RHOD', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'INHBE', 'INHBC', 'APOA1', 'LRP1', 'F2', 'TF', 'YWHAZ', 'FGB', 'FGG', 'PTK2', 'ITGB6', 'C1QBP']
655	GO:BP	GO:0002700	regulation of production of molecular mediator of immune response	0.0033927595031761	True	"""Any process that modulates the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	183	97	6	17376	0.0618556701030927	0.0327868852459016	query_1	['GO:0002440', 'GO:0002697', 'GO:0010468']	['TGFB3', 'TFRC', 'HFE', 'APOA1', 'APOA2', 'HPX']
656	GO:CC	GO:0030054	cell junction	0.0035752091674388	True	"""A cellular component that forms a specialized region of connection between two or more cells, or between a cell and the extracellular matrix, or between two membrane-bound components of a cell, such as flagella."" [GOC:aruk, GOC:bc, GOC:mah, http://www.vivo.colostate.edu/hbooks/cmb/cells/pmemb/junctions_a.html, ISBN:0198506732, PMID:26820516, PMID:28096264]"	2081	97	23	17376	0.2371134020618556	0.0110523786641037	query_1	['GO:0110165']	['ITGB1', 'SIGMAR1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'TJP1', 'GJA1', 'FLNA', 'APOE', 'ITGA2B', 'ITGA5', 'C4A', 'CD46', 'LRP1', 'TFR2', 'YWHAZ', 'FGB', 'C4B_2', 'TLN1', 'PTK2', 'ITGB6', 'C1QBP']
657	GO:BP	GO:0042886	amide transport	0.0035849022787551	True	"""The directed movement of an amide, any compound containing one, two, or three acyl groups attached to a nitrogen atom, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl, ISBN:0198506732]"	337	97	8	17376	0.0824742268041237	0.0237388724035608	query_1	['GO:0071705']	['ITGB1', 'FGA', 'GJA1', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
658	GO:BP	GO:0019730	antimicrobial humoral response	0.0036365653048729	True	"""An immune response against microbes mediated through a body fluid. Examples of this process are seen in the antimicrobial humoral response of Drosophila melanogaster and Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	122	97	5	17376	0.0515463917525773	0.040983606557377	query_1	['GO:0006959', 'GO:0098542']	['FGA', 'COLEC11', 'F2', 'TF', 'FGB']
659	GO:BP	GO:0007167	enzyme-linked receptor protein signaling pathway	0.0036706287240127	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell, where the receptor possesses catalytic activity or is closely associated with an enzyme such as a protein kinase, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	927	97	14	17376	0.1443298969072164	0.0151024811218985	query_1	['GO:0007166']	['ITGB5', 'SRC', 'ITGB3', 'TGFB3', 'BDKRB2', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'LRP1', 'TF', 'VTN', 'PTK2', 'ITGB6']
660	GO:BP	GO:0050820	positive regulation of coagulation	0.0036706287240127	True	"""Any process that activates or increases the frequency, rate or extent of coagulation."" [GOC:ai]"	30	97	3	17376	0.0309278350515463	0.1	query_1	['GO:0050817', 'GO:0050818', 'GO:0051240']	['F12', 'F2', 'VTN']
661	GO:BP	GO:0045907	positive regulation of vasoconstriction	0.0036706287240127	True	"""Any process that activates or increases the frequency, rate or extent of vasoconstriction."" [GOC:go_curators]"	30	97	3	17376	0.0309278350515463	0.1	query_1	['GO:0019229', 'GO:0042310', 'GO:0051240']	['FGA', 'FGB', 'FGG']
662	GO:BP	GO:0009892	negative regulation of metabolic process	0.0037580607545062	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2845	97	29	17376	0.2989690721649484	0.0101933216168717	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['PTX3', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'BDKRB2', 'FCN3', 'FLNA', 'APOE', 'HFE', 'A2M', 'SERPIND1', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'HP', 'YWHAZ', 'APOA2', 'SERPINC1', 'SERPINA1', 'VTN', 'APOC2', 'KNG1', 'C1QBP', 'ORM1']
663	GO:BP	GO:0034756	regulation of iron ion transport	0.0037829359426068	True	"""Any process that modulates the frequency, rate or extent of the directed movement of iron ions (Fe) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	7	97	2	17376	0.0206185567010309	0.2857142857142857	query_1	['GO:0006826', 'GO:0010959']	['HFE', 'TF']
664	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	0.0038900220123082	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	342	97	8	17376	0.0824742268041237	0.023391812865497	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['RHOD', 'ITGB3', 'TGFB3', 'TJP1', 'FLNA', 'WHAMM', 'APOA1', 'LRP1']
665	GO:BP	GO:0007015	actin filament organization	0.0038967735018972	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	429	97	9	17376	0.0927835051546391	0.0209790209790209	query_1	['GO:0030036', 'GO:0097435']	['RHOD', 'ITGB5', 'SRC', 'TGFB3', 'TJP1', 'FLNA', 'WHAMM', 'APOA1', 'TF']
666	REAC	REAC:R-HSA-428542	Regulation of commissural axon pathfinding by SLIT and ROBO	0.0039006773252608	True	Regulation of commissural axon pathfinding by SLIT and ROBO	9	97	2	17376	0.0206185567010309	0.2222222222222222	query_1	['REAC:R-HSA-376176']	['SRC', 'NELL2']
667	GO:BP	GO:0045216	cell-cell junction organization	0.0039279895855542	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	97	6	17376	0.0618556701030927	0.0317460317460317	query_1	['GO:0034330']	['SRC', 'TGFB3', 'TJP1', 'GJA1', 'FLNA', 'TLN1']
668	GO:BP	GO:0090276	regulation of peptide hormone secretion	0.0039279895855542	True	"""Any process that modulates the rate, frequency, or extent of the regulated release of a peptide hormone from secretory granules."" [GOC:tb]"	189	97	6	17376	0.0618556701030927	0.0317460317460317	query_1	['GO:0002791', 'GO:0030072', 'GO:0046883']	['FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
669	GO:BP	GO:2000352	negative regulation of endothelial cell apoptotic process	0.0039837490548006	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	31	97	3	17376	0.0309278350515463	0.0967741935483871	query_1	['GO:0072577', 'GO:1904036', 'GO:2000351']	['FGA', 'FGB', 'FGG']
670	REAC	REAC:R-HSA-163841	Gamma carboxylation, hypusine formation and arylsulfatase activation	0.0040764044586697	True	Gamma carboxylation, hypusine formation and arylsulfatase activation	37	97	3	17376	0.0309278350515463	0.081081081081081	query_1	['REAC:R-HSA-597592']	['F2', 'F9', 'PROS1']
671	GO:BP	GO:0007186	G protein-coupled receptor signaling pathway	0.0040978355346983	True	"""The series of molecular signals initiated by a ligand binding to its receptor, in which the activated receptor promotes the exchange of GDP for GTP on the alpha-subunit of an associated heterotrimeric G-protein complex. The GTP-bound activated alpha-G-protein then dissociates from the beta- and gamma-subunits to further transmit the signal within the cell. The pathway begins with receptor-ligand interaction, and ends with regulation of a downstream cellular process. The pathway can start from the plasma membrane, Golgi or nuclear membrane."" [GOC:bf, GOC:mah, PMID:16902576, PMID:24568158, Wikipedia:G_protein-coupled_receptor]"	830	97	13	17376	0.134020618556701	0.0156626506024096	query_1	['GO:0007165']	['C3', 'SIGMAR1', 'APOC3', 'SRC', 'ITGB3', 'GP1BA', 'BDKRB2', 'FLNA', 'APOE', 'BDKRB1', 'APOA1', 'F2', 'FCN1']
672	GO:BP	GO:0042698	ovulation cycle	0.0041086835434162	True	"""The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [ISBN:0721662544]"	72	97	4	17376	0.0412371134020618	0.0555555555555555	query_1	['GO:0048511', 'GO:0048609']	['PTX3', 'SRC', 'TGFB3', 'A2M']
673	GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.0041086835434162	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	725	97	12	17376	0.1237113402061855	0.016551724137931	query_1	['GO:0032501', 'GO:0042592']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TJP1', 'GJA1', 'TFRC', 'HFE', 'TF', 'ITGB6', 'ALB', 'PRCP']
674	GO:CC	GO:0031232	extrinsic component of external side of plasma membrane	0.0041536597355575	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its external surface, but not integrated into the hydrophobic region."" [GOC:dos, GOC:mah]"	9	97	2	17376	0.0206185567010309	0.2222222222222222	query_1	['GO:0009897', 'GO:0019897']	['TF', 'FCN1']
675	GO:BP	GO:0006811	monoatomic ion transport	0.0041714661739553	True	"""The directed movement of a monoatomic ion into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	1169	97	16	17376	0.1649484536082474	0.0136869118905047	query_1	['GO:0006810']	['GP1BB', 'ITGB1', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'GJA1', 'FLNA', 'TFRC', 'HFE', 'BDKRB1', 'F2', 'TF', 'TFR2', 'GP5', 'HPX']
676	GO:BP	GO:0002791	regulation of peptide secretion	0.0042130744969996	True	"""Any process that modulates the frequency, rate, or extent of peptide secretion."" [GOC:add]"	192	97	6	17376	0.0618556701030927	0.03125	query_1	['GO:0002790', 'GO:0051046', 'GO:0090087']	['FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
677	GO:BP	GO:0014909	smooth muscle cell migration	0.0043008269239271	True	"""The orderly movement of a smooth muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000192, GOC:mtg_muscle]"	73	97	4	17376	0.0412371134020618	0.0547945205479452	query_1	['GO:0014812']	['SRC', 'ITGB3', 'LRP1', 'VTN']
678	GO:BP	GO:0048333	mesodermal cell differentiation	0.0043158467190165	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a mesoderm cell."" [GOC:dgh]"	32	97	3	17376	0.0309278350515463	0.09375	query_1	['GO:0001707', 'GO:0030154']	['ITGB1', 'ITGB3', 'GJA1']
679	GO:CC	GO:0005768	endosome	0.0043660099952663	True	"""A vacuole to which materials ingested by endocytosis are delivered."" [ISBN:0198506732, PMID:19696797]"	989	97	14	17376	0.1443298969072164	0.0141557128412537	query_1	['GO:0012505', 'GO:0031410']	['RHOD', 'ITGB1', 'APOC3', 'SRC', 'BDKRB2', 'TFRC', 'APOE', 'ANKFY1', 'HFE', 'APOA1', 'LRP1', 'TF', 'APOA2', 'APOC2']
680	GO:BP	GO:0090087	regulation of peptide transport	0.0044201573046878	True	"""Any process that modulates the frequency, rate or extent of the directed movement of peptides, compounds of two or more amino acids where the alpha carboxyl group of one is bound to the alpha amino group of another, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	194	97	6	17376	0.0618556701030927	0.0309278350515463	query_1	['GO:0015833', 'GO:0051049']	['FGA', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
681	GO:BP	GO:0007266	Rho protein signal transduction	0.0046624233922985	True	"""The series of molecular signals within the cell that are mediated by a member of the Rho family of proteins switching to a GTP-bound active state."" [GOC:bf]"	130	97	5	17376	0.0515463917525773	0.0384615384615384	query_1	['GO:0007265']	['RHOD', 'ITGB1', 'APOC3', 'APOE', 'APOA1']
682	GO:BP	GO:0032880	regulation of protein localization	0.0047484776756796	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	845	97	13	17376	0.134020618556701	0.0153846153846153	query_1	['GO:0008104', 'GO:0060341']	['ITGB1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'FLNA', 'TFRC', 'APOE', 'HFE', 'LRP1', 'F2', 'FGB', 'FGG']
683	GO:BP	GO:0031032	actomyosin structure organization	0.00475890253118	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	197	97	6	17376	0.0618556701030927	0.0304568527918781	query_1	['GO:0030036']	['ITGB1', 'ITGB5', 'SRC', 'TGFB3', 'TJP1', 'APOA1']
684	GO:BP	GO:1900223	positive regulation of amyloid-beta clearance	0.0048245435517807	True	"""Any process that activates or increases the frequency, rate or extent of amyloid-beta clearance."" [GOC:BHF, GOC:TermGenie]"	8	97	2	17376	0.0206185567010309	0.25	query_1	['GO:0051240', 'GO:0097242', 'GO:1900221']	['APOE', 'LRP1']
685	GO:BP	GO:1901388	regulation of transforming growth factor beta activation	0.0048245435517807	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	8	97	2	17376	0.0206185567010309	0.25	query_1	['GO:0010646', 'GO:0023051', 'GO:0036363', 'GO:0071634']	['ITGAV', 'ITGB6']
686	GO:BP	GO:0007172	signal complex assembly	0.0048245435517807	True	"""The aggregation, arrangement and bonding together of a set of components to form a complex capable of relaying a signal within a cell."" [GOC:bf, GOC:signaling, PMID:9646862]"	8	97	2	17376	0.0206185567010309	0.25	query_1	['GO:0009966', 'GO:0065003']	['SRC', 'PTK2']
687	GO:BP	GO:2000586	regulation of platelet-derived growth factor receptor-beta signaling pathway	0.0048245435517807	True	"""Any process that modulates the frequency, rate or extent of platelet-derived growth factor receptor-beta signaling pathway."" [GOC:obol]"	8	97	2	17376	0.0206185567010309	0.25	query_1	['GO:0010640', 'GO:0035791']	['SRC', 'LRP1']
688	GO:BP	GO:0044703	multi-organism reproductive process	0.0049652553707554	True	"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]"	199	97	6	17376	0.0618556701030927	0.0301507537688442	query_1	['GO:0022414']	['SPP1', 'ITGB3', 'TGFB3', 'GJA1', 'ITGA5', 'C1QBP']
689	GO:BP	GO:0090077	foam cell differentiation	0.0050320127545367	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	34	97	3	17376	0.0309278350515463	0.088235294117647	query_1	['GO:0030154']	['ITGAV', 'ITGB3', 'CRP']
690	GO:BP	GO:0090505	epiboly involved in wound healing	0.0050320127545367	True	"""The expansion of one cell sheet over other cells involved in wound healing."" [GOC:dph, GOC:tb]"	34	97	3	17376	0.0309278350515463	0.088235294117647	query_1	['GO:0042060', 'GO:0090504']	['ITGB1', 'FLNA', 'ITGA5']
691	GO:BP	GO:0044319	wound healing, spreading of cells	0.0050320127545367	True	"""The migration of a cell along or through a wound gap that contributes to the reestablishment of a continuous surface."" [GOC:jl]"	34	97	3	17376	0.0309278350515463	0.088235294117647	query_1	['GO:0016477', 'GO:0090505']	['ITGB1', 'FLNA', 'ITGA5']
692	GO:BP	GO:0010742	macrophage derived foam cell differentiation	0.0050320127545367	True	"""The process in which a monocyte acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:dph, GOC:tb]"	34	97	3	17376	0.0309278350515463	0.088235294117647	query_1	['GO:0090077']	['ITGAV', 'ITGB3', 'CRP']
