Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
628	GO:BP	GO:1900407	regulation of cellular response to oxidative stress	0.0007797326808601	True	"""Any process that modulates the frequency, rate or extent of cellular response to oxidative stress."" [GOC:mah, GOC:TermGenie]"	79	100	5	15719	0.05	0.0632911392405063	query_1	['GO:0034599', 'GO:0080135', 'GO:1902882']	['AKT1', 'MCL1', 'TNF', 'RIPK1', 'FBXW7']
629	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0007797326808601	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	240	100	8	15719	0.08	0.0333333333333333	query_1	['GO:0032943', 'GO:0070663']	['CARD11', 'TNFRSF1B', 'BCL2', 'FADD', 'BID', 'PYCARD', 'TRAF6', 'BCL2L1']
138	REAC	REAC:R-HSA-5610785	GLI3 is processed to GLI3R by the proteasome	0.0008028368039131	True	GLI3 is processed to GLI3R by the proteasome	60	93	5	10022	0.053763440860215	0.0833333333333333	query_1	['REAC:R-HSA-5610787']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
137	REAC	REAC:R-HSA-5610783	Degradation of GLI2 by the proteasome	0.0008028368039131	True	Degradation of GLI2 by the proteasome	60	93	5	10022	0.053763440860215	0.0833333333333333	query_1	['REAC:R-HSA-5610787']	['GSK3B', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
630	GO:BP	GO:0014070	response to organic cyclic compound	0.0008218985916559	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	100	16	15719	0.16	0.0179171332586786	query_1	['GO:0010033']	['BCL2L11', 'HSPA1A', 'GSK3B', 'BCL2', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'CFLAR', 'HSP90AA1', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'BAD']
631	GO:BP	GO:0050688	regulation of defense response to virus	0.0008223336144841	True	"""Any process that modulates the frequency, rate or extent of the antiviral response of a cell or organism."" [GOC:ai]"	80	100	5	15719	0.05	0.0625	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0051607']	['TRAF3', 'HSP90AA1', 'TNFAIP3', 'AIM2', 'PYCARD']
632	GO:BP	GO:0019915	lipid storage	0.0008223336144841	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	80	100	5	15719	0.05	0.0625	query_1	['GO:0010876', 'GO:0051235']	['IKBKE', 'TNF', 'NFKB1', 'NFKBIA', 'FBXW7']
633	GO:BP	GO:0002443	leukocyte mediated immunity	0.0008223336144841	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	381	100	10	15719	0.1	0.0262467191601049	query_1	['GO:0002252']	['TNFRSF1B', 'TNF', 'FADD', 'NLRP3', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
634	GO:BP	GO:1904407	positive regulation of nitric oxide metabolic process	0.0008291982501189	True	"""Any process that activates or increases the frequency, rate or extent of nitric oxide metabolic process."" [GO_REF:0000058, GOC:TermGenie, PMID:11991626]"	43	100	4	15719	0.04	0.0930232558139534	query_1	['GO:0046209', 'GO:0051173', 'GO:0080164']	['AKT1', 'HSP90AB1', 'TNF', 'HSP90AA1']
635	GO:BP	GO:0050691	regulation of defense response to virus by host	0.0008291982501189	True	"""Any host process that modulates the frequency, rate, or extent of the antiviral response of a host cell or organism."" [GOC:ai, GOC:dph]"	43	100	4	15719	0.04	0.0930232558139534	query_1	['GO:0050688']	['HSP90AA1', 'TNFAIP3', 'AIM2', 'PYCARD']
636	GO:BP	GO:0008631	intrinsic apoptotic signaling pathway in response to oxidative stress	0.0008291982501189	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, and ends when the execution phase of apoptosis is triggered."" [GOC:ai, GOC:mtg_apoptosis]"	43	100	4	15719	0.04	0.0930232558139534	query_1	['GO:0036473', 'GO:0097193']	['AKT1', 'BCL2', 'MCL1', 'FBXW7']
642	GO:BP	GO:0034138	toll-like receptor 3 signaling pathway	0.000831544513311	True	"""The series of molecular signals initiated by a ligand binding to the endolysosomal toll-like receptor 3."" [GOC:add, PMID:16551253, PMID:17328678]"	17	100	3	15719	0.03	0.1764705882352941	query_1	['GO:0140894']	['TNF', 'TNIP2', 'TNFAIP3']
640	GO:BP	GO:1901550	regulation of endothelial cell development	0.000831544513311	True	"""Any process that modulates the frequency, rate or extent of endothelial cell development."" [GOC:pr, GOC:TermGenie, PMID:19470579]"	17	100	3	15719	0.03	0.1764705882352941	query_1	['GO:0001885', 'GO:0045601', 'GO:0060284']	['TNFRSF1A', 'IKBKB', 'TNF']
638	GO:BP	GO:0006470	protein dephosphorylation	0.000831544513311	True	"""The process of removing one or more phosphoric residues from a protein."" [GOC:hb]"	243	100	8	15719	0.08	0.0329218106995884	query_1	['GO:0016311', 'GO:0036211']	['GSK3B', 'BCL2', 'HSP90AB1', 'IKBKB', 'BTRC', 'TNF', 'FBXW11', 'TAB1']
637	GO:BP	GO:1902916	positive regulation of protein polyubiquitination	0.000831544513311	True	"""Any process that activates or increases the frequency, rate or extent of protein polyubiquitination."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:23645667]"	17	100	3	15719	0.03	0.1764705882352941	query_1	['GO:0000209', 'GO:0031398', 'GO:1902914']	['UBE2V1', 'BIRC2', 'UBE2N']
641	GO:BP	GO:0009886	post-embryonic animal morphogenesis	0.000831544513311	True	"""The process, occurring after animal embryonic development, by which anatomical structures are generated and organized."" [GOC:go_curators]"	17	100	3	15719	0.03	0.1764705882352941	query_1	['GO:0009653', 'GO:0009791']	['BCL2L11', 'BAX', 'BAK1']
639	GO:BP	GO:1903140	regulation of establishment of endothelial barrier	0.000831544513311	True	"""Any process that modulates the frequency, rate or extent of establishment of endothelial barrier."" [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:24851274]"	17	100	3	15719	0.03	0.1764705882352941	query_1	['GO:0061028', 'GO:1901550']	['TNFRSF1A', 'IKBKB', 'TNF']
643	GO:BP	GO:1903829	positive regulation of protein localization	0.0008796346160303	True	"""Any process that activates or increases the frequency, rate or extent of a protein localization."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	462	100	11	15719	0.11	0.0238095238095238	query_1	['GO:0008104', 'GO:0032880', 'GO:0048522']	['GSK3B', 'AKT1', 'HSP90AB1', 'TNF', 'RNF31', 'BBC3', 'HSP90AA1', 'SNX33', 'SFN', 'FBXW7', 'BAD']
644	GO:BP	GO:0097028	dendritic cell differentiation	0.000895041954698	True	"""The process in which a precursor cell type acquires the specialized features of a dendritic cell. A dendritic cell is a leukocyte of dendritic lineage specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."" [CL:0000451, GOC:pr]"	44	100	4	15719	0.04	0.0909090909090909	query_1	['GO:1903131']	['AZI2', 'LTBR', 'RELB', 'TRAF6']
645	GO:BP	GO:0031295	T cell costimulation	0.000895041954698	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	100	4	15719	0.04	0.0909090909090909	query_1	['GO:0031294', 'GO:0050870']	['CARD11', 'MAP3K8', 'AKT1', 'TNFSF14']
646	GO:BP	GO:0051865	protein autoubiquitination	0.0009054674524237	True	"""The ubiquitination by a protein of one or more of its own amino acid residues, or residues on an identical protein. Ubiquitination occurs on the lysine residue by formation of an isopeptide crosslink."" [GOC:ai]"	82	100	5	15719	0.05	0.0609756097560975	query_1	['GO:0016567']	['BABAM2', 'BRCC3', 'RBX1', 'TRAF2', 'TRAF6']
647	GO:BP	GO:0043410	positive regulation of MAPK cascade	0.0009076612390086	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	464	100	11	15719	0.11	0.0237068965517241	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['TRAF3', 'TNF', 'RIPK1', 'CFLAR', 'TAB1', 'TRAF2', 'MAP3K7', 'LTBR', 'PYCARD', 'TRAF6', 'FBXW7']
139	REAC	REAC:R-HSA-3371568	Attenuation phase	0.0009245367462646	True	Attenuation phase	14	93	3	10022	0.032258064516129	0.2142857142857142	query_1	['REAC:R-HSA-3371571']	['HSPA1A', 'HSP90AB1', 'HSP90AA1']
648	GO:BP	GO:0045944	positive regulation of transcription by RNA polymerase II	0.0009343397924712	True	"""Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter."" [GOC:go_curators, GOC:txnOH]"	1202	100	19	15719	0.19	0.0158069883527454	query_1	['GO:0006357', 'GO:0006366', 'GO:0045893']	['AKT1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TBK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'TNIP1', 'NFKB2', 'IKBKG', 'RELB', 'REL', 'TRAF6', 'NFKBIA']
649	GO:BP	GO:0031400	negative regulation of protein modification process	0.0009569328213179	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	100	11	15719	0.11	0.0235546038543897	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'RELA', 'IKBKB', 'TNF', 'TNFAIP3', 'PYCARD', 'SFN', 'BAK1']
650	GO:BP	GO:0070482	response to oxygen levels	0.0009674583143053	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	317	100	9	15719	0.09	0.028391167192429	query_1	['GO:0009628']	['AKT1', 'BCL2', 'TNF', 'FAS', 'LTA', 'BBC3', 'CFLAR', 'BIRC2', 'BAD']
655	GO:BP	GO:2000269	regulation of fibroblast apoptotic process	0.0009735679076701	True	"""Any process that modulates the frequency, rate or extent of fibroblast apoptotic process."" [GOC:mtg_apoptosis, GOC:obol, GOC:yaf]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0042981', 'GO:0044346']	['BCL2L11', 'BID', 'BBC3']
653	GO:BP	GO:0002544	chronic inflammatory response	0.0009735679076701	True	"""Inflammation of prolonged duration (weeks or months) in which active inflammation, tissue destruction, and attempts at repair are proceeding simultaneously. Although it may follow acute inflammation, chronic inflammation frequently begins insidiously, as a low-grade, smoldering, often asymptomatic response."" [GO_REF:0000022, GOC:jal, ISBN:0781735149]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0006954']	['TNF', 'LTA', 'TNFAIP3']
654	GO:BP	GO:0097284	hepatocyte apoptotic process	0.0009735679076701	True	"""Any apoptotic process in a hepatocyte, the main structural component of the liver."" [CL:0000182, GOC:jc, GOC:mtg_apoptosis, PMID:15856020]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:1904019']	['BID', 'CFLAR', 'BCL2L1']
652	GO:BP	GO:0035795	negative regulation of mitochondrial membrane permeability	0.0009735679076701	True	"""Any process that decreases the frequency, rate or extent of the passage or uptake of molecules by the mitochondrial membrane."" [PMID:10781072]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0046902', 'GO:1905709']	['HSPA1A', 'BCL2L1', 'BAK1']
651	GO:BP	GO:0048535	lymph node development	0.0009735679076701	True	"""The process whose specific outcome is the progression of lymph nodes over time, from their formation to the mature structure. A lymph node is a round, oval, or bean shaped structure localized in clusters along the lymphatic vessels, with a distinct internal structure including specialized vasculature and B- and T-zones for the activation of lymphocytes."" [GOC:add, ISBN:068340007X, ISBN:0781735149]"	18	100	3	15719	0.03	0.1666666666666666	query_1	['GO:0048534']	['FADD', 'LTA', 'LTB']
656	GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.0009900928465782	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	725	100	14	15719	0.14	0.0193103448275862	query_1	['GO:0032501', 'GO:0042592']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'AKT1', 'BCL2', 'TNF', 'FAS', 'FADD', 'TNFSF14', 'TNFAIP3', 'TRAF6', 'BAK1', 'BCL10']
657	GO:BP	GO:0051604	protein maturation	0.0010015928421403	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	319	100	9	15719	0.09	0.0282131661442006	query_1	['GO:0010467', 'GO:0019538']	['CARD8', 'NLRC4', 'FADD', 'XPNPEP3', 'PYCARD', 'BAK1', 'CASP1', 'CASP8', 'BAD']
658	GO:BP	GO:0051346	negative regulation of hydrolase activity	0.0010015928421403	True	"""Any process that stops or reduces the rate of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	319	100	9	15719	0.09	0.0282131661442006	query_1	['GO:0043086', 'GO:0051336']	['GSK3B', 'AKT1', 'CARD8', 'IKBKB', 'TNF', 'TNFSF14', 'BIRC3', 'BIRC2', 'SFN']
660	GO:BP	GO:0031018	endocrine pancreas development	0.0010397453621228	True	"""The process whose specific outcome is the progression of the endocrine pancreas over time, from its formation to the mature structure. The endocrine pancreas is made up of islet cells that produce insulin, glucagon and somatostatin."" [GOC:cvs]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0031016', 'GO:0035270', 'GO:0048856']	['GSK3B', 'AKT1', 'BAK1', 'BAD']
661	GO:BP	GO:1905953	negative regulation of lipid localization	0.0010397453621228	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['AKT1', 'TNF', 'NFKB1', 'NFKBIA']
659	GO:BP	GO:0031294	lymphocyte costimulation	0.0010397453621228	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	100	4	15719	0.04	0.0869565217391304	query_1	['GO:0002376', 'GO:0051251']	['CARD11', 'MAP3K8', 'AKT1', 'TNFSF14']
662	GO:BP	GO:0061136	regulation of proteasomal protein catabolic process	0.0010610425068381	True	"""Any process that modulates the rate, frequency, or extent of the chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds that is mediated by the proteasome."" [GOC:dph, GOC:tb]"	190	100	7	15719	0.07	0.0368421052631578	query_1	['GO:0010498', 'GO:0042176', 'GO:1903050']	['HSPA1A', 'GSK3B', 'AKT1', 'HSP90AB1', 'RBX1', 'BTRC', 'FBXW7']
663	GO:BP	GO:0043408	regulation of MAPK cascade	0.0010995057160545	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	100	13	15719	0.13	0.0201863354037267	query_1	['GO:0000165', 'GO:1902531']	['TRAF3', 'TNF', 'FAS', 'RIPK1', 'CFLAR', 'TNIP1', 'TAB1', 'TRAF2', 'MAP3K7', 'LTBR', 'PYCARD', 'TRAF6', 'FBXW7']
664	GO:BP	GO:1902041	regulation of extrinsic apoptotic signaling pathway via death domain receptors	0.001124156072153	True	"""Any process that modulates the frequency, rate or extent of extrinsic apoptotic signaling pathway via death domain receptors."" [GOC:TermGenie, PMID:17245429]"	47	100	4	15719	0.04	0.0851063829787234	query_1	['GO:0008625', 'GO:2001236']	['GSK3B', 'CFLAR', 'TNFAIP3', 'BCL2L1']
665	GO:BP	GO:0071470	cellular response to osmotic stress	0.001124156072153	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating an increase or decrease in the concentration of solutes outside the organism or cell."" [GOC:mah]"	47	100	4	15719	0.04	0.0851063829787234	query_1	['GO:0006970', 'GO:0062197', 'GO:0071214']	['RELB', 'PYCARD', 'CASP1', 'BAD']
666	GO:BP	GO:2000811	negative regulation of anoikis	0.001130108514478	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of anoikis."" [GOC:obol]"	19	100	3	15719	0.03	0.1578947368421052	query_1	['GO:0043066', 'GO:0043276', 'GO:2000209']	['BCL2', 'MCL1', 'BCL2L1']
667	GO:BP	GO:0070230	positive regulation of lymphocyte apoptotic process	0.001130108514478	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte death by apoptotic process."" [GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	19	100	3	15719	0.03	0.1578947368421052	query_1	['GO:0070227', 'GO:0070228', 'GO:2000108']	['BCL2L11', 'BAX', 'BBC3']
140	REAC	REAC:R-HSA-918233	TRAF3-dependent IRF activation pathway	0.0011397759584898	True	TRAF3-dependent IRF activation pathway	15	93	3	10022	0.032258064516129	0.2	query_1	['REAC:R-HSA-168928']	['TRAF3', 'IKBKE', 'TBK1']
141	REAC	REAC:R-HSA-9614085	FOXO-mediated transcription	0.0011459984929652	True	FOXO-mediated transcription	65	93	5	10022	0.053763440860215	0.0769230769230769	query_1	['REAC:R-HSA-212436']	['BCL2L11', 'AKT1', 'FASLG', 'BBC3', 'SFN']
142	REAC	REAC:R-HSA-9755511	KEAP1-NFE2L2 pathway	0.0011730644910902	True	KEAP1-NFE2L2 pathway	101	93	6	10022	0.064516129032258	0.0594059405940594	query_1	['REAC:R-HSA-9711123']	['GSK3B', 'AKT1', 'RBX1', 'BTRC', 'SKP1', 'CUL1']
672	GO:BP	GO:0002339	B cell selection	0.001189631917647	True	"""The process dependent upon B cell antigen receptor signaling in response to self or foreign antigen through which B cells are selected for survival."" [GOC:jal]"	4	100	2	15719	0.02	0.5	query_1	['GO:0002376', 'GO:0030183']	['BAX', 'BAK1']
671	GO:BP	GO:1903347	negative regulation of bicellular tight junction assembly	0.001189631917647	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of tight junction assembly."" [GO_REF:0000058, GOC:jz, GOC:TermGenie, PMID:25050009]"	4	100	2	15719	0.02	0.5	query_1	['GO:0070830', 'GO:1901889', 'GO:2000810']	['IKBKB', 'TNF']
670	GO:BP	GO:0003332	negative regulation of extracellular matrix constituent secretion	0.001189631917647	True	"""Any process that decreases the rate, frequency, or extent the controlled release of molecules that form the extracellular matrix, including carbohydrates and glycoproteins by a cell or a group of cells."" [GOC:dph, GOC:tb]"	4	100	2	15719	0.02	0.5	query_1	['GO:0003330', 'GO:0070278', 'GO:1903054', 'GO:1903531']	['TNFRSF1B', 'TNFRSF1A']
668	GO:BP	GO:0048597	post-embryonic camera-type eye morphogenesis	0.001189631917647	True	"""The process in which the anatomical structures of the eye are generated and organized during post-embryonic development."" [GOC:jid, GOC:mtg_transport, ISBN:0815340729]"	4	100	2	15719	0.02	0.5	query_1	['GO:0031077', 'GO:0048050', 'GO:0048593']	['BAX', 'BAK1']
669	GO:BP	GO:0002678	positive regulation of chronic inflammatory response	0.001189631917647	True	"""Any process that activates or increases the frequency, rate, or extent of a chronic inflammatory response."" [GOC:add]"	4	100	2	15719	0.02	0.5	query_1	['GO:0002544', 'GO:0002676', 'GO:0050729']	['TNF', 'LTA']
673	GO:BP	GO:0044089	positive regulation of cellular component biogenesis	0.0011909479844405	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	481	100	11	15719	0.11	0.0228690228690228	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'BRCC3', 'TNF', 'BID', 'BBC3', 'HSP90AA1', 'PYCARD', 'BAK1']
674	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0012092127844243	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	100	5	15719	0.05	0.0568181818181818	query_1	['GO:0006979', 'GO:0080134']	['AKT1', 'MCL1', 'TNF', 'RIPK1', 'FBXW7']
675	GO:BP	GO:0034644	cellular response to UV	0.0012729017873349	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0009411', 'GO:0071482']	['BAX', 'RBX1', 'NLRP1', 'BAK1', 'FBXW7']
676	GO:BP	GO:0002223	stimulatory C-type lectin receptor signaling pathway	0.0012924537762305	True	"""The series of molecular signals initiated by the binding of C-type lectin to its receptor on the surface of a target cell, and resulting in cellular activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	20	100	3	15719	0.03	0.15	query_1	['GO:0002220', 'GO:1990858']	['IKBKB', 'MAP3K7', 'TRAF6']
683	GO:BP	GO:0048569	post-embryonic animal organ development	0.0012924537762305	True	"""Development, taking place during the post-embryonic phase of an animal tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	20	100	3	15719	0.03	0.15	query_1	['GO:0048513']	['BCL2L11', 'BAX', 'BAK1']
677	GO:BP	GO:1905709	negative regulation of membrane permeability	0.0012924537762305	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of the passage or uptake of molecules by a membrane."" [PMID:27482894]"	20	100	3	15719	0.03	0.15	query_1	['GO:0090559']	['HSPA1A', 'BCL2L1', 'BAK1']
678	GO:BP	GO:1990858	cellular response to lectin	0.0012924537762305	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	100	3	15719	0.03	0.15	query_1	['GO:1990840']	['IKBKB', 'MAP3K7', 'TRAF6']
679	GO:BP	GO:0060340	positive regulation of type I interferon-mediated signaling pathway	0.0012924537762305	True	"""Any process that increases the rate, frequency or extent of a type I interferon-mediated signaling pathway."" [GOC:dph]"	20	100	3	15719	0.03	0.15	query_1	['GO:0001961', 'GO:0045089', 'GO:0060337', 'GO:0060338']	['IKBKE', 'TBK1', 'FADD']
680	GO:BP	GO:0010522	regulation of calcium ion transport into cytosol	0.0012924537762305	True	"""Any process that modulates the rate of the directed movement of calcium ions into the cytosol of a cell. The cytosol is that part of the cytoplasm that does not contain membranous or particulate subcellular components."" [GOC:dph, GOC:tb]"	20	100	3	15719	0.03	0.15	query_1	['GO:0060341', 'GO:0060402', 'GO:0065008', 'GO:1903169']	['BAX', 'BCL2', 'BAK1']
681	GO:BP	GO:0048468	cell development	0.0012924537762305	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2609	100	31	15719	0.31	0.0118819471061709	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'IKBKB', 'FASLG', 'AZI2', 'TNF', 'FADD', 'NLRP3', 'LTA', 'RIPK1', 'CFLAR', 'MALT1', 'HSP90AA1', 'FBXW11', 'LTBR', 'RELB', 'TRAF6', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'BAD']
682	GO:BP	GO:1990840	response to lectin	0.0012924537762305	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lectin stimulus. A lectin is a carbohydrate-binding protein, highly specific for binding sugar moieties."" [PMID:25996210, PMID:26306444]"	20	100	3	15719	0.03	0.15	query_1	['GO:0009607']	['IKBKB', 'MAP3K7', 'TRAF6']
48	GO:CC	GO:0031467	Cul7-RING ubiquitin ligase complex	0.0013114607362796	True	"""A ubiquitin ligase complex in which a cullin from the Cul7 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 linker and an F-box protein."" [PMID:15571813, PMID:15688063]"	4	100	2	16420	0.02	0.5	query_1	['GO:0031461']	['RBX1', 'SKP1']
684	GO:BP	GO:0045185	maintenance of protein location	0.0013234246095007	True	"""Any process in which a protein is maintained in a location and prevented from moving elsewhere. These include sequestration, stabilization to prevent transport elsewhere and the active retrieval of proteins that do move away."" [GOC:bf]"	90	100	5	15719	0.05	0.0555555555555555	query_1	['GO:0008104', 'GO:0051235']	['AKT1', 'NFKBIE', 'NFKBIB', 'SKP1', 'NFKBIA']
143	REAC	REAC:R-HSA-9614657	FOXO-mediated transcription of cell death genes	0.001364363984697	True	FOXO-mediated transcription of cell death genes	16	93	3	10022	0.032258064516129	0.1875	query_1	['REAC:R-HSA-9614085']	['BCL2L11', 'FASLG', 'BBC3']
685	GO:BP	GO:0030099	myeloid cell differentiation	0.0013680645087398	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	410	100	10	15719	0.1	0.024390243902439	query_1	['GO:0030097', 'GO:0030154']	['HSPA1A', 'TNF', 'FADD', 'RIPK1', 'LTBR', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7']
686	GO:BP	GO:2000351	regulation of endothelial cell apoptotic process	0.0013867234495815	True	"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	50	100	4	15719	0.04	0.08	query_1	['GO:0072577', 'GO:1904035']	['FASLG', 'TNF', 'TNIP2', 'TNFAIP3']
687	GO:BP	GO:0010224	response to UV-B	0.0014835623071718	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a UV-B radiation stimulus. UV-B radiation (UV-B light) spans the wavelengths 280 to 315 nm."" [GOC:tb]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0009411']	['BCL2', 'RELA', 'NLRP1']
688	GO:BP	GO:0002902	regulation of B cell apoptotic process	0.0014835623071718	True	"""Any process that modulates the frequency, rate, or extent of B cell apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0001783', 'GO:0070228']	['BAX', 'BCL2', 'BCL10']
689	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0014835623071718	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['LTBR', 'RELB', 'TRAF6']
