Acral peeling skin syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
686	GO:BP	GO:0042306	regulation of protein import into nucleus	3.568036427024456e-05	True	"""Any process that modulates the frequency, rate or extent of movement of proteins from the cytoplasm to the nucleus."" [GOC:jl]"	61	101	7	21110	0.0693069306930693	0.1147540983606557	query_1	['GO:0006606', 'GO:0033157', 'GO:0046822', 'GO:1900180']	['PSEN1', 'SUMO1', 'SHH', 'HDAC3', 'CDH1', 'SMAD3', 'JUP']
687	HPA	HPA:0530711	spleen; cells in red pulp[≥Low]	3.578727141260181e-05	True	spleen; cells in red pulp[≥Low]	5322	76	59	11006	0.7763157894736842	0.01108605787298	query_1	['HPA:0530000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'TACC3', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'FOXO1', 'MAML3', 'JAG1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1']
688	GO:MF	GO:0019902	phosphatase binding	3.681441776264152e-05	True	"""Binding to a phosphatase."" [GOC:jl]"	197	101	10	20195	0.099009900990099	0.0507614213197969	query_1	['GO:0019899']	['KAT2A', 'VCP', 'CTNNB1', 'SMAD2', 'EGFR', 'CDH2', 'FOXO1', 'TP53', 'SMAD3', 'JUP']
689	GO:BP	GO:0001667	ameboidal-type cell migration	3.705603236224176e-05	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	429	101	14	21110	0.1386138613861386	0.0326340326340326	query_1	['GO:0016477']	['AKT1', 'SMURF2', 'SRC', 'ADAM17', 'ABL1', 'PLK2', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'MECP2', 'SP1', 'JUP']
690	HPA	HPA:0630000	cervix	3.7159531838268494e-05	True	cervix	6922	76	68	11006	0.8947368421052632	0.0098237503611672	query_1	['HPA:0000000']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'CCDC51', 'AKT1', 'SYVN1', 'CREBBP', 'ADAM10', 'SRC', 'PSEN1', 'VCP', 'FOXO3', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
691	GO:CC	GO:0070161	anchoring junction	3.837579548147286e-05	True	"""A cell junction that mechanically attaches a cell (and its cytoskeleton) to neighboring cells or to the extracellular matrix."" [ISBN:0815332181]"	902	101	18	22122	0.1782178217821782	0.0199556541019955	query_1	['GO:0030054']	['AKT1', 'ADAM10', 'SRC', 'CTNNB1', 'ADAM17', 'NCSTN', 'DLL1', 'CTNNA1', 'EGFR', 'NOTCH1', 'CDH2', 'CDH1', 'CTNNA2', 'APP', 'JAG1', 'CTNND1', 'CDH10', 'JUP']
692	GO:BP	GO:0001942	hair follicle development	3.885879692111197e-05	True	"""The process whose specific outcome is the progression of the hair follicle over time, from its formation to the mature structure. A hair follicle is a tube-like opening in the epidermis where the hair shaft develops and into which the sebaceous glands open."" [GOC:dph, UBERON:0002073]"	95	101	8	21110	0.0792079207920792	0.0842105263157894	query_1	['GO:0022405', 'GO:0048856', 'GO:0098773']	['CTNNB1', 'HDAC1', 'EGFR', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'HDAC2']
693	REAC	REAC:R-HSA-9018519	Estrogen-dependent gene expression	3.937300527103972e-05	True	Estrogen-dependent gene expression	148	98	11	10790	0.1122448979591836	0.0743243243243243	query_1	['REAC:R-HSA-8939211']	['NRIP1', 'NCOA3', 'CREBBP', 'NCOA2', 'HDAC1', 'EP300', 'SP1', 'KAT2B', 'ESR1', 'KDM1A', 'NCOA1']
694	GO:BP	GO:0007368	determination of left/right symmetry	4.026434648725688e-05	True	"""The establishment of an organism's body plan or part of an organism with respect to the left and right halves. The pattern can either be symmetric, such that the halves are mirror images, or asymmetric where the pattern deviates from this symmetry."" [GOC:dph, GOC:jid]"	136	101	9	21110	0.0891089108910891	0.0661764705882353	query_1	['GO:0009855', 'GO:0060972']	['IHH', 'PSEN1', 'DLL1', 'SMAD2', 'NOTCH1', 'SHH', 'NOTCH2', 'FOXH1', 'SMAD3']
695	HP	HP:0034335	Inheritance modifier	4.033943757518738e-05	True	The terms in this hierarchy can be used to specificy the context in which inheritance of a disease is typically observed.	322	54	17	4851	0.3148148148148148	0.0527950310559006	query_1	['HP:0000005']	['NRIP1', 'PTCH1', 'AKT1', 'SRC', 'CTNNB1', 'ABL1', 'AR', 'EGFR', 'SMAD4', 'SHH', 'EP300', 'CDH1', 'ESR1', 'FOXO1', 'RARA', 'JAG1', 'TP53']
696	GO:BP	GO:0007049	cell cycle	4.0675672424388e-05	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1825	101	28	21110	0.2772277227722772	0.0153424657534246	query_1	['GO:0009987']	['UBE2I', 'PTCH1', 'AKT1', 'CDK8', 'SRC', 'KAT2A', 'VCP', 'TACC3', 'CTNNB1', 'ADAM17', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'SIN3A', 'PLK2', 'EGFR', 'SIRT1', 'EP300', 'MECP2', 'NCOR1', 'HDAC3', 'KAT2B', 'RARA', 'APP', 'TP53', 'SKIL', 'CCNC']
697	GO:BP	GO:0071704	organic substance metabolic process	4.1401306411333845e-05	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	13946	101	91	21110	0.900990099009901	0.0065251685070988	query_1	['GO:0008152']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'SYVN1', 'CDK8', 'CREBBP', 'SMURF2', 'ADAM10', 'DHH', 'YOD1', 'CDON', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'OS9', 'FOXG1', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'TGM5', 'AR', 'PSENEN', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
698	REAC	REAC:R-HSA-1912399	Pre-NOTCH Processing in the Endoplasmic Reticulum	4.151723772446868e-05	True	Pre-NOTCH Processing in the Endoplasmic Reticulum	6	98	4	10790	0.0408163265306122	0.6666666666666666	query_1	['REAC:R-HSA-1912422']	['NOTCH3', 'NOTCH1', 'NOTCH2', 'NOTCH4']
699	GO:BP	GO:0043408	regulation of MAPK cascade	4.168539634254421e-05	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	672	101	17	21110	0.1683168316831683	0.025297619047619	query_1	['GO:0000165', 'GO:1902531']	['CDON', 'SRC', 'PSEN1', 'CTNNB1', 'ABL1', 'AR', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'FOXO1', 'PDE8A', 'APP']
700	TF	TF:M01219	Factor: SP1:SP3; motif: CCSCCCCCYCC	4.214818776587689e-05	True	Factor: SP1:SP3; motif: CCSCCCCCYCC	6986	101	63	20011	0.6237623762376238	0.0090180360721442	query_1	['TF:M00000']	['NRIP1', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'CDON', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'HDAC1', 'ADAM17', 'CENPJ', 'ABL1', 'FOXG1', 'UBE2J1', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SUMO1', 'SEL1L', 'EGFR', 'SIRT1', 'NOTCH1', 'CDH2', 'EP300', 'RBPJ', 'NOTCH2', 'ERLEC1', 'SKI', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'HHIP', 'JAG1', 'CTNND1', 'TBL1XR1', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1']
701	GO:BP	GO:0009056	catabolic process	4.225440770509703e-05	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2601	101	34	21110	0.3366336633663366	0.0130718954248366	query_1	['GO:0008152']	['UBE2I', 'AKT1', 'SYVN1', 'SMURF2', 'ADAM10', 'YOD1', 'SRC', 'PSEN1', 'DERL2', 'VCP', 'FOXO3', 'CTNNB1', 'ABL1', 'OS9', 'UBE2J1', 'TBL1X', 'PLK2', 'SUMO1', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'NCOR1', 'ERLEC1', 'CDH1', 'FOXO1', 'PDE8A', 'APP', 'TBL1XR1', 'TP53', 'SMAD3']
702	GO:BP	GO:0051147	regulation of muscle cell differentiation	4.292629796404501e-05	True	"""Any process that modulates the frequency, rate or extent of muscle cell differentiation."" [CL:0000187, GOC:ai]"	137	101	9	21110	0.0891089108910891	0.0656934306569343	query_1	['GO:0042692', 'GO:0045595']	['MAML1', 'KAT2A', 'DLL1', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'MECP2', 'HDAC3']
703	WP	WP:WP4155	Endometrial cancer	4.389672953450215e-05	True	Endometrial cancer	63	87	8	8133	0.0919540229885057	0.1269841269841269	query_1	['WP:000000']	['AKT1', 'FOXO3', 'CTNNB1', 'CTNNA1', 'EGFR', 'CDH1', 'CTNNA2', 'TP53']
704	GO:BP	GO:0036293	response to decreased oxygen levels	4.4088535565826166e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	299	101	12	21110	0.1188118811881188	0.040133779264214	query_1	['GO:0070482']	['AKT1', 'CREBBP', 'SRC', 'ADAM17', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'MECP2', 'TP53', 'SMAD3']
705	HP	HP:0001679	Abnormal aortic morphology	4.43583384740569e-05	True	An abnormality of the aorta.	367	54	18	4851	0.3333333333333333	0.0490463215258855	query_1	['HP:0011004', 'HP:0030962']	['PTCH1', 'NOTCH3', 'TGIF1', 'CDK8', 'CREBBP', 'CDON', 'ABL1', 'DLL1', 'SMAD2', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'SKI', 'FOXH1', 'JAG1', 'SMAD3']
706	HP	HP:0012806	Proboscis	4.573882408421333e-05	True	A fleshy, tube-like structure usually located in the midline of the face or just to one side of the midline.	19	54	6	4851	0.1111111111111111	0.3157894736842105	query_1	['HP:0005105']	['PTCH1', 'TGIF1', 'CDON', 'DLL1', 'SHH', 'FOXH1']
707	GO:CC	GO:0098797	plasma membrane protein complex	4.713280235953372e-05	True	"""Any protein complex that is part of the plasma membrane."" [GOC:dos]"	717	101	16	22122	0.1584158415841584	0.0223152022315202	query_1	['GO:0005886', 'GO:0098796']	['PSEN1', 'APH1B', 'CTNNB1', 'NCSTN', 'AMIGO1', 'PSENEN', 'CTNNA1', 'SUMO1', 'EGFR', 'CDH2', 'APH1A', 'CDH1', 'CTNNA2', 'CTNND1', 'CDH10', 'JUP']
708	GO:BP	GO:0021543	pallium development	4.861105006706834e-05	True	"""The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	187	101	10	21110	0.099009900990099	0.053475935828877	query_1	['GO:0021537', 'GO:0048856']	['CDON', 'PSEN1', 'TACC3', 'CTNNB1', 'HDAC1', 'FOXG1', 'EGFR', 'CDH2', 'RARA', 'KDM1A']
709	GO:BP	GO:0009991	response to extracellular stimulus	4.96458630279094e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	515	101	15	21110	0.1485148514851485	0.029126213592233	query_1	['GO:0009605']	['RXRA', 'AKT1', 'SRC', 'KAT2A', 'FOXO3', 'NR1H2', 'RXRB', 'SIRT1', 'SNW1', 'SP1', 'FOXO1', 'RARA', 'TBL1XR1', 'TP53', 'NCOA1']
710	GO:BP	GO:0022404	molting cycle process	4.972020186366542e-05	True	"""A multicellular organismal process involved in the periodic casting off and regeneration of an outer covering of cuticle, feathers, hair, horns, skin."" [GOC:isa_complete]"	98	101	8	21110	0.0792079207920792	0.0816326530612244	query_1	['GO:0032501', 'GO:0042303']	['CTNNB1', 'HDAC1', 'EGFR', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'HDAC2']
711	GO:BP	GO:0022405	hair cycle process	4.972020186366542e-05	True	"""A multicellular organismal process involved in the cyclical phases of growth (anagen), regression (catagen), quiescence (telogen), and shedding (exogen) in the life of a hair; one of the collection or mass of filaments growing from the skin of an animal, and forming a covering for a part of the head or for any part or the whole of the body."" [GOC:isa_complete]"	98	101	8	21110	0.0792079207920792	0.0816326530612244	query_1	['GO:0022404', 'GO:0042633']	['CTNNB1', 'HDAC1', 'EGFR', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'HDAC2']
712	GO:BP	GO:0032371	regulation of sterol transport	5.021505664842477e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	64	101	7	21110	0.0693069306930693	0.109375	query_1	['GO:0015918', 'GO:0032368']	['RXRA', 'PTCH1', 'NR1H2', 'NR1H3', 'SIRT1', 'SHH', 'GPS2']
713	GO:BP	GO:0032374	regulation of cholesterol transport	5.021505664842477e-05	True	"""Any process that modulates the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	64	101	7	21110	0.0693069306930693	0.109375	query_1	['GO:0030301', 'GO:0032371']	['RXRA', 'PTCH1', 'NR1H2', 'NR1H3', 'SIRT1', 'SHH', 'GPS2']
714	GO:BP	GO:2000146	negative regulation of cell motility	5.105842910924351e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell motility."" [GOC:mah]"	303	101	12	21110	0.1188118811881188	0.0396039603960396	query_1	['GO:0040013', 'GO:0048523', 'GO:0048870', 'GO:2000145']	['AKT1', 'FOXO3', 'HDAC1', 'SIN3A', 'CTNNA1', 'NOTCH1', 'SHH', 'MECP2', 'CDH1', 'JAG1', 'HDAC2', 'JUP']
715	GO:BP	GO:0048762	mesenchymal cell differentiation	5.20878806949424e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]"	243	101	11	21110	0.1089108910891089	0.0452674897119341	query_1	['GO:0030154', 'GO:0060485']	['CTNNB1', 'SMAD2', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'RBPJ', 'JAG1', 'SMAD3', 'NOTCH4', 'HDAC2']
716	GO:CC	GO:0005829	cytosol	5.258271374378917e-05	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5453	101	49	22122	0.4851485148514851	0.0089858793324775	query_1	['GO:0005737', 'GO:0110165']	['NRIP1', 'RXRA', 'UBE2I', 'NOTCH3', 'NCOA3', 'AKT1', 'CREBBP', 'SMURF2', 'YOD1', 'SRC', 'VCP', 'FOXO3', 'TACC3', 'NR1H2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'CENPJ', 'ABL1', 'PLK2', 'NR1H3', 'AR', 'CTNNA1', 'SUMO1', 'SMAD2', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'CSTA', 'MECP2', 'GPS2', 'NCOR1', 'HDAC3', 'KAT2B', 'ESR1', 'CTNNA2', 'FOXO1', 'PDE8A', 'RARA', 'APP', 'CTNND1', 'TP53', 'SMAD3', 'NOTCH4', 'NCOA1', 'JUP']
717	GO:BP	GO:0000165	MAPK cascade	5.286380309900218e-05	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	772	101	18	21110	0.1782178217821782	0.0233160621761658	query_1	['GO:0035556']	['CDON', 'SRC', 'PSEN1', 'CTNNB1', 'ABL1', 'AR', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'FOXO1', 'PDE8A', 'APP', 'SMAD3']
718	REAC	REAC:R-HSA-1368108	BMAL1:CLOCK,NPAS2 activates circadian gene expression	5.35259386120535e-05	True	BMAL1:CLOCK,NPAS2 activates circadian gene expression	27	98	6	10790	0.0612244897959183	0.2222222222222222	query_1	['REAC:R-HSA-400253']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'TBL1XR1', 'NCOA1']
719	GO:BP	GO:0072080	nephron tubule development	5.387946555600148e-05	True	"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]"	99	101	8	21110	0.0792079207920792	0.0808080808080808	query_1	['GO:0061326', 'GO:0072009']	['PTCH1', 'CTNNB1', 'DLL1', 'SMAD4', 'NOTCH1', 'SHH', 'NOTCH2', 'JAG1']
720	GO:MF	GO:0004402	histone acetyltransferase activity	5.4336917011829416e-05	True	"""Catalysis of the reaction: acetyl-CoA + histone = CoA + acetyl-histone."" [EC:2.3.1.48]"	44	101	6	20195	0.0594059405940594	0.1363636363636363	query_1	['GO:0061733', 'GO:0140993']	['NCOA3', 'CREBBP', 'KAT2A', 'EP300', 'KAT2B', 'NCOA1']
721	GO:BP	GO:0032376	positive regulation of cholesterol transport	5.472307128841138e-05	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	38	101	6	21110	0.0594059405940594	0.1578947368421052	query_1	['GO:0030301', 'GO:0032373', 'GO:0032374']	['RXRA', 'PTCH1', 'NR1H2', 'NR1H3', 'SIRT1', 'GPS2']
722	GO:BP	GO:0032373	positive regulation of sterol transport	5.472307128841138e-05	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	38	101	6	21110	0.0594059405940594	0.1578947368421052	query_1	['GO:0015918', 'GO:0032370', 'GO:0032371']	['RXRA', 'PTCH1', 'NR1H2', 'NR1H3', 'SIRT1', 'GPS2']
723	GO:BP	GO:0060972	left/right pattern formation	5.5176598943664e-05	True	"""The pattern specification process that results in the subdivision of the left/right axis in space to define an area or volume in which specific patterns of cell differentiation will take place or in which cells interpret a specific environment."" [GOC:mtg_heart]"	141	101	9	21110	0.0891089108910891	0.0638297872340425	query_1	['GO:0003002']	['IHH', 'PSEN1', 'DLL1', 'SMAD2', 'NOTCH1', 'SHH', 'NOTCH2', 'FOXH1', 'SMAD3']
724	WP	WP:WP3651	Pathways affected in adenoid cystic carcinoma	5.622436848211802e-05	True	Pathways affected in adenoid cystic carcinoma	65	87	8	8133	0.0919540229885057	0.123076923076923	query_1	['WP:000000']	['AKT1', 'CREBBP', 'FOXO3', 'NOTCH1', 'EP300', 'NCOR1', 'MAML3', 'TP53']
725	GO:MF	GO:0000977	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5.631840447023962e-05	True	"""Binding to a specific sequence of DNA that is part of a regulatory region that controls the transcription of a gene or cistron by RNA polymerase II."" [GOC:txnOH]"	1411	101	24	20195	0.2376237623762376	0.0170092133238837	query_1	['GO:0000976']	['NRIP1', 'RXRA', 'TGIF1', 'FOXO3', 'NR1H2', 'NCOA2', 'HDAC1', 'RXRB', 'NR1H3', 'AR', 'SMAD2', 'SIRT1', 'SMAD4', 'RBPJ', 'SKI', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'APP', 'TP53', 'SMAD3', 'SKIL']
726	HP	HP:0000446	Narrow nasal bridge	5.764243177422024e-05	True	Decreased width of the bony bridge of the nose.	49	54	8	4851	0.1481481481481481	0.1632653061224489	query_1	['HP:0000422']	['PTCH1', 'TGIF1', 'CREBBP', 'CDON', 'DLL1', 'SHH', 'EP300', 'FOXH1']
727	GO:BP	GO:0031056	regulation of histone modification	5.867915082182409e-05	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of a histone."" [GOC:mah]"	142	101	9	21110	0.0891089108910891	0.0633802816901408	query_1	['GO:0016570', 'GO:0031399']	['KAT2A', 'CTNNB1', 'SIRT1', 'SMAD4', 'MECP2', 'SNW1', 'KAT2B', 'TP53', 'KDM1A']
728	GO:MF	GO:0001228	DNA-binding transcription activator activity, RNA polymerase II-specific	6.237443854262746e-05	True	"""A DNA-binding transcription factor activity that activates or increases transcription of specific gene sets transcribed by RNA polymerase II."" [GOC:aruk, GOC:txnOH-2018, PMID:20737563, PMID:27145859]"	471	101	14	20195	0.1386138613861386	0.0297239915074309	query_1	['GO:0000981', 'GO:0001216']	['FOXO3', 'NR1H2', 'RXRB', 'NR1H3', 'AR', 'SMAD2', 'SMAD4', 'RBPJ', 'SP1', 'ESR1', 'FOXO1', 'FOXH1', 'TP53', 'SMAD3']
729	GO:BP	GO:0035270	endocrine system development	6.237452485560495e-05	True	"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]"	143	101	9	21110	0.0891089108910891	0.0629370629370629	query_1	['GO:0048731']	['AKT1', 'DLL1', 'SMAD2', 'SMAD4', 'CDH2', 'SHH', 'RBPJ', 'CDH1', 'SMAD3']
730	GO:BP	GO:0044087	regulation of cellular component biogenesis	6.243287115136911e-05	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	971	101	20	21110	0.198019801980198	0.0205973223480947	query_1	['GO:0044085', 'GO:0050794']	['SRC', 'KAT2A', 'VCP', 'NR1H2', 'CTNNB1', 'CENPJ', 'ABL1', 'SIN3A', 'PLK2', 'AMIGO1', 'SUMO1', 'SMAD4', 'NOTCH1', 'EP300', 'MECP2', 'KAT2B', 'ESR1', 'APP', 'TP53', 'SMAD3']
731	HP	HP:0010654	Aplasia of the falx cerebri	6.478631483840517e-05	True	A developmental defect characterized by aplasia of the Falx cerebri.	20	54	6	4851	0.1111111111111111	0.3	query_1	['HP:0010653']	['PTCH1', 'TGIF1', 'CDON', 'DLL1', 'SHH', 'FOXH1']
732	GO:BP	GO:0060485	mesenchyme development	6.566914318798303e-05	True	"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]"	310	101	12	21110	0.1188118811881188	0.0387096774193548	query_1	['GO:0009888', 'GO:0048513']	['CTNNB1', 'SMAD2', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'RBPJ', 'FOXH1', 'JAG1', 'SMAD3', 'NOTCH4', 'HDAC2']
733	TF	TF:M01104_1	Factor: MOVO-B; motif: GNGGGGG; match class: 1	6.637944517060318e-05	True	Factor: MOVO-B; motif: GNGGGGG; match class: 1	5813	101	56	20011	0.5544554455445545	0.0096335799071047	query_1	['TF:M01104']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'CCDC51', 'TGIF1', 'IHH', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'DHH', 'YOD1', 'CDON', 'SRC', 'KAT2A', 'APH1B', 'TACC3', 'NR1H2', 'NCOA2', 'ADAM17', 'ITGB3BP', 'FOXG1', 'UBE2J1', 'DLL1', 'PLK2', 'NR1H3', 'CTNNA1', 'SUMO1', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'RBPJ', 'MECP2', 'NOTCH2', 'SKI', 'RCOR1', 'SP1', 'KAT2B', 'CTNNA2', 'FOXO1', 'MAML3', 'DRAP1', 'RARA', 'HHIP', 'APP', 'CTNND1', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1']
734	REAC	REAC:R-HSA-525793	Myogenesis	6.762655643557053e-05	True	Myogenesis	28	98	6	10790	0.0612244897959183	0.2142857142857142	query_1	['REAC:R-HSA-1266738']	['CDON', 'CTNNB1', 'ABL1', 'CTNNA1', 'CDH2', 'CTNNA2']
