Progeroid syndrome, Petty type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
797	GO:BP	GO:0032386	regulation of intracellular transport	0.0042191715460589	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances within cells."" [GOC:mah]"	331	96	8	15719	0.0833333333333333	0.0241691842900302	query_1	['GO:0046907', 'GO:0051049', 'GO:0060341']	['SRC', 'PIK3R1', 'FYN', 'TGFB1', 'ERBB2', 'SMAD3', 'PTPN11', 'ZDHHC2']
91	GO:CC	GO:0008180	COP9 signalosome	0.0042676881784359	True	"""A protein complex that catalyzes the deneddylation of proteins, including the cullin component of SCF ubiquitin E3 ligase; deneddylation increases the activity of cullin family ubiquitin ligases. The signalosome is involved in many regulatory process, including some which control development, in many species; also regulates photomorphogenesis in plants; in many species its subunits are highly similar to those of the proteasome."" [PMID:11019806, PMID:12186635, PMID:14570571]"	34	98	3	16420	0.0306122448979591	0.088235294117647	query_1	['GO:0140513']	['LAT', 'GRB2', 'PLCG1']
798	GO:BP	GO:0051223	regulation of protein transport	0.0042835858240658	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	501	96	10	15719	0.1041666666666666	0.0199600798403193	query_1	['GO:0015031', 'GO:0051049', 'GO:0070201']	['SRC', 'TGFB3', 'PIK3R1', 'PARD6A', 'FYN', 'TGFB1', 'ERBB2', 'SMAD3', 'PTPN11', 'ZDHHC2']
799	GO:BP	GO:0051924	regulation of calcium ion transport	0.0043414199631081	True	"""Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	256	96	7	15719	0.0729166666666666	0.02734375	query_1	['GO:0006816', 'GO:0010959']	['ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
800	GO:BP	GO:0006809	nitric oxide biosynthetic process	0.0043575918657526	True	"""The chemical reactions and pathways resulting in the formation of nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]"	72	96	4	15719	0.0416666666666666	0.0555555555555555	query_1	['GO:0044271', 'GO:0046209']	['CD47', 'SIRPA', 'PTK2B', 'SMAD3']
807	GO:BP	GO:0038134	ERBB2-EGFR signaling pathway	0.0044450010420242	True	"""The series of molecular signals initiated by binding of a ligand to an epidermal growth factor receptor (EGFR/ERBB1) on the surface of a cell, followed by transmission of the signal by a heterodimeric complex of ERBB2 and EGFR. ERBB2, which does not bind any known ligand, is activated through formation of a heterodimer with another ligand-activated ERBB family member such as EGFR."" [GOC:signaling, PMID:16460914, Reactome:R-HSA-1963589]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0007173', 'GO:0038128']	['EGFR', 'ERBB2']
809	GO:BP	GO:1901388	regulation of transforming growth factor beta activation	0.0044450010420242	True	"""Any process that modulates the frequency, rate or extent of transforming growth factor beta activation."" [GOC:sl, GOC:TermGenie]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0010646', 'GO:0023051', 'GO:0036363', 'GO:0071634']	['ITGAV', 'ITGB6']
808	GO:BP	GO:0002576	platelet degranulation	0.0044450010420242	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine and serotonin by a platelet."" [GOC:add]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0045055', 'GO:0051649']	['LYN', 'SYK']
806	GO:BP	GO:0036491	regulation of translation initiation in response to endoplasmic reticulum stress	0.0044450010420242	True	"""Any process that modulates the frequency, rate or extent of translation initiation, as a result of endoplasmic reticulum stress."" [GOC:bf, GOC:PARL, PMID:14676213, PMID:16835242]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0036490', 'GO:0043558']	['NCK1', 'NCK2']
805	GO:BP	GO:1903719	regulation of I-kappaB phosphorylation	0.0044450010420242	True	"""Any process that modulates the frequency, rate or extent of I-kappaB phosphorylation."" [GO_REF:0000058, GOC:TermGenie, PMID:23675531]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0001932', 'GO:0007252']	['PLCG2', 'SIRPA']
804	GO:BP	GO:0035696	monocyte extravasation	0.0044450010420242	True	"""The migration of a monocyte from the blood vessels into the surrounding tissue."" [CL:0000576, GOC:BHF, PMID:10657654]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0045123', 'GO:0071674', 'GO:0097529']	['CD47', 'SIRPA']
803	GO:BP	GO:0045906	negative regulation of vasoconstriction	0.0044450010420242	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of vasoconstriction."" [GOC:go_curators]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0019229', 'GO:0042310', 'GO:0051241']	['DOCK4', 'DOCK5']
802	GO:BP	GO:0032056	positive regulation of translation in response to stress	0.0044450010420242	True	"""Any process that activates or increases the frequency, rate or extent of translation as a result of a stimulus indicating the organism is under stress."" [GOC:mah]"	8	96	2	15719	0.0208333333333333	0.25	query_1	['GO:0043555', 'GO:0045727']	['NCK1', 'NCK2']
801	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.0044450010420242	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	96	6	15719	0.0625	0.0320855614973262	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'CRK', 'HGF', 'EGFR', 'SIRPA', 'PTK2B']
810	GO:BP	GO:0010628	positive regulation of gene expression	0.0044562554981827	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	96	16	15719	0.1666666666666666	0.0144796380090497	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['NCK1', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'TGFB1', 'SYK', 'ERBB2', 'PTK2B', 'TGFBR1', 'SMAD3', 'PTPN11', 'NCK2']
811	GO:BP	GO:0060322	head development	0.0044667862276931	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	96	13	15719	0.1354166666666666	0.0164348925410872	query_1	['GO:0048856']	['ITGB1', 'SRC', 'TGFB3', 'CRK', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'FYN', 'TGFB1', 'EGFR', 'CRKL', 'PTPN11', 'PDGFRA']
812	GO:BP	GO:0002695	negative regulation of leukocyte activation	0.0045099574554523	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	188	96	6	15719	0.0625	0.0319148936170212	query_1	['GO:0002683', 'GO:0002694', 'GO:0045321', 'GO:0050866']	['FN1', 'SMAD7', 'SFTPD', 'LYN', 'TGFB1', 'ERBB2']
813	GO:BP	GO:0099024	plasma membrane invagination	0.0045155506422246	True	"""An infolding of the plasma membrane."" [GOC:dos, GOC:vw]"	73	96	4	15719	0.0416666666666666	0.0547945205479452	query_1	['GO:0010324']	['DOCK1', 'PLCG2', 'FCGR1A', 'ELMO1']
92	GO:CC	GO:0031594	neuromuscular junction	0.0045276141685845	True	"""The junction between the axon of a motor neuron and a muscle fiber. In response to the arrival of action potentials, the presynaptic button releases molecules of neurotransmitters into the synaptic cleft. These diffuse across the cleft and transmit the signal to the postsynaptic membrane of the muscle fiber, leading to a change in post-synaptic potential."" [GOC:nln]"	77	98	4	16420	0.0408163265306122	0.0519480519480519	query_1	['GO:0045202']	['ITGB1', 'CRK', 'ERBB2', 'CRKL']
814	GO:BP	GO:0042476	odontogenesis	0.0045685504258124	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	126	96	5	15719	0.0520833333333333	0.0396825396825396	query_1	['GO:0009887']	['SRC', 'TGFB3', 'TGFB1', 'ITGB6', 'PDGFRA']
816	GO:BP	GO:0007431	salivary gland development	0.0046053823986429	True	"""The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity."" [GOC:jid, UBERON:0001044]"	33	96	3	15719	0.03125	0.0909090909090909	query_1	['GO:0035272', 'GO:0048732']	['TGFB3', 'HGF', 'EGFR']
815	GO:BP	GO:0033687	osteoblast proliferation	0.0046053823986429	True	"""The multiplication or reproduction of osteoblasts, resulting in the expansion of an osteoblast cell population. An osteoblast is a bone-forming cell which secretes an extracellular matrix. Hydroxyapatite crystals are then deposited into the matrix to form bone."" [GOC:mah]"	33	96	3	15719	0.03125	0.0909090909090909	query_1	['GO:0008283']	['ITGAV', 'ITGB3', 'SMAD3']
817	GO:BP	GO:2000027	regulation of animal organ morphogenesis	0.0047157395027804	True	"""Any process that modulates the frequency, rate or extent of animal organ morphogenesis."" [GOC:obol]"	127	96	5	15719	0.0520833333333333	0.0393700787401574	query_1	['GO:0009887', 'GO:0022603']	['SMURF2', 'HGF', 'DVL2', 'TGFB1', 'SMURF1']
820	GO:BP	GO:0032271	regulation of protein polymerization	0.0047166903568731	True	"""Any process that modulates the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	190	96	6	15719	0.0625	0.031578947368421	query_1	['GO:0043254', 'GO:0051258']	['MET', 'LATS1', 'NCK1', 'GRB2', 'PTK2B', 'NCK2']
819	GO:BP	GO:0060491	regulation of cell projection assembly	0.0047166903568731	True	"""Any process that modulates the rate, frequency, or extent of cell projection assembly."" [GOC:dph, GOC:tb]"	190	96	6	15719	0.0625	0.031578947368421	query_1	['GO:0030031', 'GO:0031344', 'GO:0044087']	['SRC', 'TGFB3', 'PIK3R1', 'WASL', 'WAS', 'TGFBR1']
818	GO:BP	GO:0071677	positive regulation of mononuclear cell migration	0.0047166903568731	True	"""Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	74	96	4	15719	0.0416666666666666	0.054054054054054	query_1	['GO:0002687', 'GO:0071674', 'GO:0071675']	['ITGB3', 'TGFB1', 'CD47', 'PTK2B']
210	REAC	REAC:R-HSA-2179392	EGFR Transactivation by Gastrin	0.0047187127075737	True	EGFR Transactivation by Gastrin	7	94	2	10022	0.0212765957446808	0.2857142857142857	query_1	['REAC:R-HSA-881907']	['SOS1', 'EGFR']
211	REAC	REAC:R-HSA-912526	Interleukin receptor SHC signaling	0.0047187127075737	True	Interleukin receptor SHC signaling	26	94	3	10022	0.0319148936170212	0.1153846153846153	query_1	['REAC:R-HSA-451927', 'REAC:R-HSA-512988']	['PIK3R1', 'SHC1', 'SOS1']
821	GO:BP	GO:0010721	negative regulation of cell development	0.0047277189636364	True	"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	261	96	7	15719	0.0729166666666666	0.0268199233716475	query_1	['GO:0045596', 'GO:0048468', 'GO:0060284']	['SPP1', 'SMAD7', 'PIK3R1', 'LYN', 'SHB', 'TGFB1', 'ERBB2']
822	GO:BP	GO:1990778	protein localization to cell periphery	0.0047691291193928	True	"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]"	339	96	8	15719	0.0833333333333333	0.023598820058997	query_1	['GO:0008104']	['ITGB1', 'PIK3R1', 'SKAP1', 'FYB1', 'EGFR', 'SMURF1', 'ERBB2', 'ZDHHC2']
93	GO:CC	GO:0071141	SMAD protein complex	0.004782952196958	True	"""A protein complex that consists of only SMAD proteins; may be homomeric or heteromeric. Heteromeric complexes act as transcription factors while homomeric complexes exist but are transcriptionally inactive. Hetero- versus homotrimerization is largely enthalpy driven."" [GOC:bhm, GOC:mah, PMID:9670020]"	9	98	2	16420	0.0204081632653061	0.2222222222222222	query_1	['GO:0032991']	['SMAD7', 'SMAD3']
823	GO:BP	GO:0030048	actin filament-based movement	0.0048367242966448	True	"""Movement of organelles or other particles along actin filaments, or sliding of actin filaments past each other, mediated by motor proteins."" [GOC:BHF, GOC:mah]"	128	96	5	15719	0.0520833333333333	0.0390625	query_1	['GO:0030029']	['WIPF3', 'WASL', 'WIPF1', 'WIPF2', 'WAS']
824	GO:BP	GO:0045621	positive regulation of lymphocyte differentiation	0.0048367242966448	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	128	96	5	15719	0.0520833333333333	0.0390625	query_1	['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']	['TGFBR2', 'ZAP70', 'SHB', 'TGFB1', 'SYK']
825	GO:BP	GO:0030833	regulation of actin filament polymerization	0.0048367242966448	True	"""Any process that modulates the frequency, rate or extent of the assembly of actin filaments by the addition of actin monomers to a filament."" [GOC:mah]"	128	96	5	15719	0.0520833333333333	0.0390625	query_1	['GO:0008064', 'GO:0030041', 'GO:0032271']	['LATS1', 'NCK1', 'GRB2', 'PTK2B', 'NCK2']
212	REAC	REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	0.0049033959067912	True	Transcriptional regulation by RUNX3	94	94	5	10022	0.0531914893617021	0.0531914893617021	query_1	['REAC:R-HSA-212436']	['SMURF2', 'SRC', 'SPP1', 'SMURF1', 'SMAD3']
826	GO:BP	GO:0045737	positive regulation of cyclin-dependent protein serine/threonine kinase activity	0.0049680084859065	True	"""Any process that activates or increases the frequency, rate or extent of CDK activity."" [GOC:go_curators, GOC:pr]"	34	96	3	15719	0.03125	0.088235294117647	query_1	['GO:0000079', 'GO:0045787', 'GO:0071902', 'GO:1904031']	['SRC', 'EGFR', 'PKD1']
827	GO:BP	GO:0032504	multicellular organism reproduction	0.0050303075593847	True	"""The biological process in which new individuals are produced by one or two multicellular organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:isa_complete, GOC:jid]"	906	96	14	15719	0.1458333333333333	0.0154525386313465	query_1	['GO:0000003', 'GO:0032501']	['ITGB1', 'SRC', 'SPP1', 'TGFB3', 'WIPF3', 'SOS1', 'NPHP1', 'SHB', 'TGFB1', 'PTK2B', 'CRKL', 'TGFBR1', 'PTPN11', 'PDGFRA']
828	GO:BP	GO:0008543	fibroblast growth factor receptor signaling pathway	0.0051478222489602	True	"""The series of molecular signals generated as a consequence of a fibroblast growth factor receptor binding to one of its physiological ligands."" [GOC:ceb]"	76	96	4	15719	0.0416666666666666	0.0526315789473684	query_1	['GO:0007169', 'GO:0044344']	['SOS1', 'GRB2', 'CRKL', 'PTPN11']
829	GO:BP	GO:0050848	regulation of calcium-mediated signaling	0.0051478222489602	True	"""Any process that modulates the frequency, rate or extent of calcium-mediated signaling, the process in which a cell uses calcium ions to convert an extracellular signal into a response."" [GOC:ai]"	76	96	4	15719	0.0416666666666666	0.0526315789473684	query_1	['GO:0019722', 'GO:1902531']	['PLCG2', 'ZAP70', 'SYK', 'PTK2B']
830	GO:BP	GO:0002520	immune system development	0.0051871991349675	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	96	6	15719	0.0625	0.0309278350515463	query_1	['GO:0002376', 'GO:0048731']	['TGFBR2', 'LYN', 'TGFB1', 'CRKL', 'TGFBR1', 'SMAD3']
213	REAC	REAC:R-HSA-201451	Signaling by BMP	0.0052234339447906	True	Signaling by BMP	27	94	3	10022	0.0319148936170212	0.1111111111111111	query_1	['REAC:R-HSA-9006936']	['SMURF2', 'SMAD7', 'SMURF1']
831	GO:BP	GO:0009892	negative regulation of metabolic process	0.0053274870176967	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	96	30	15719	0.3125	0.0105411103302881	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['MET', 'LATS1', 'NCK1', 'SMURF2', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'SFTPD', 'HGF', 'SHC1', 'ZNF398', 'USP4', 'PARD6A', 'FYN', 'PARD3', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'SIRPA', 'SH3GL2', 'CRKL', 'VTN', 'CC2D1B', 'SMAD3', 'CBL', 'NCK2']
832	GO:BP	GO:0099068	postsynapse assembly	0.0053644254493787	True	"""The aggregation, arrangement and bonding together of a set of components to form a postsynapse."" [GOC:bf, GOC:dos, GOCL:PARL]"	35	96	3	15719	0.03125	0.0857142857142857	query_1	['GO:0007416', 'GO:0022607', 'GO:0099173']	['CRK', 'PTK2B', 'CRKL']
833	GO:BP	GO:0035633	maintenance of blood-brain barrier	0.0053644254493787	True	"""Maintaining the structure and function of the blood-brain barrier, thus ensuring specific regulated transport of substances (e.g. macromolecules, small molecules, ions) into the brain, and out of the brain into the blood circulation."" [GOC:aruk, GOC:bc, GOC:bf, GOC:sl, PMID:20080302, PMID:30280653]"	35	96	3	15719	0.03125	0.0857142857142857	query_1	['GO:0001894']	['ITGB1', 'VCL', 'SH3GL2']
214	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.0054251851584687	True	SARS-CoV Infections	363	94	10	10022	0.1063829787234042	0.0275482093663911	query_1	['REAC:R-HSA-5663205']	['ITGB1', 'NCK1', 'SFTPD', 'PLCG2', 'SOS1', 'VAV1', 'SYK', 'SH3KBP1', 'PTPN11', 'ZDHHC2']
834	GO:BP	GO:0045088	regulation of innate immune response	0.0054549308693366	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	347	96	8	15719	0.0833333333333333	0.0230547550432276	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['SRC', 'CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTPN11']
94	GO:CC	GO:0098984	neuron to neuron synapse	0.0054569405869968	True	"""A synapse in which pre and post-synaptic cells are neurons."" [GOC:dos]"	361	98	8	16420	0.0816326530612244	0.0221606648199446	query_1	['GO:0045202']	['ITGB1', 'SRC', 'SOS1', 'FYN', 'LYN', 'PTK2B', 'NCK2', 'ZDHHC2']
835	GO:BP	GO:0003056	regulation of vascular associated smooth muscle contraction	0.0054889810258085	True	"""Any process that increases the frequency, rate or extent of vascular smooth muscle contraction."" [GOC:mtg_cardio, GOC:mtg_sensu, GOC:rl]"	9	96	2	15719	0.0208333333333333	0.2222222222222222	query_1	['GO:0006940', 'GO:0014829', 'GO:0019229']	['DOCK4', 'DOCK5']
836	GO:BP	GO:0032959	inositol trisphosphate biosynthetic process	0.0054889810258085	True	"""The chemical reactions and pathways resulting in the formation of inositol trisphosphate, 1,2,3,4,5,6-cyclohexanehexol, with three phosphate groups attached."" [GOC:mah]"	9	96	2	15719	0.0208333333333333	0.2222222222222222	query_1	['GO:0032957', 'GO:0032958']	['PLCG2', 'PTK2B']
837	GO:BP	GO:0060363	cranial suture morphogenesis	0.0054889810258085	True	"""The process in which any suture between cranial bones is generated and organized."" [GOC:dph, GOC:pr, GOC:sl]"	9	96	2	15719	0.0208333333333333	0.2222222222222222	query_1	['GO:0097094']	['TGFB3', 'TGFB1']
838	GO:BP	GO:0062043	positive regulation of cardiac epithelial to mesenchymal transition	0.0054889810258085	True	"""Any process that starts or increases the rate, frequency or extent of cardiac epithelial to mesenchymal transition, a transition where a cardiac epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:rph, PMID:20951801]"	9	96	2	15719	0.0208333333333333	0.2222222222222222	query_1	['GO:0010718', 'GO:0060317', 'GO:0062042']	['TGFBR2', 'TGFBR1']
839	GO:BP	GO:0038026	reelin-mediated signaling pathway	0.0054889810258085	True	"""The series of molecular signals initiated by the binding of reelin (a secreted glycoprotein) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, PMID:12827279, PMID:20223215]"	9	96	2	15719	0.0208333333333333	0.2222222222222222	query_1	['GO:0007166']	['CRK', 'CRKL']
840	GO:BP	GO:0019722	calcium-mediated signaling	0.0055450521517042	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]"	197	96	6	15719	0.0625	0.0304568527918781	query_1	['GO:0019932']	['PLCG2', 'LAT', 'ZAP70', 'SYK', 'PLCG1', 'PTK2B']
841	GO:BP	GO:0046209	nitric oxide metabolic process	0.0055896912208813	True	"""The chemical reactions and pathways involving nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]"	78	96	4	15719	0.0416666666666666	0.0512820512820512	query_1	['GO:2001057']	['CD47', 'SIRPA', 'PTK2B', 'SMAD3']
842	GO:BP	GO:0001818	negative regulation of cytokine production	0.005606555113404	True	"""Any process that stops, prevents, or reduces the rate of production of a cytokine."" [GOC:add, ISBN:0781735149]"	270	96	7	15719	0.0729166666666666	0.0259259259259259	query_1	['GO:0001816', 'GO:0001817', 'GO:0010629', 'GO:0051241']	['FN1', 'SMAD7', 'TGFB3', 'SFTPD', 'HGF', 'TGFB1', 'SIRPA']
843	GO:BP	GO:0032368	regulation of lipid transport	0.0056146584139968	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	96	5	15719	0.0520833333333333	0.037593984962406	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['ITGAV', 'SPP1', 'ITGB3', 'SYK', 'PTPN11']
844	GO:BP	GO:1905898	positive regulation of response to endoplasmic reticulum stress	0.0057504916339056	True	"""Any process that activates or increases the frequency, rate or extent of response to endoplasmic reticulum stress."" [GO_REF:0000058, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:21803450]"	36	96	3	15719	0.03125	0.0833333333333333	query_1	['GO:0034976', 'GO:0048522', 'GO:0048584', 'GO:1905897']	['NCK1', 'PIK3R1', 'NCK2']
215	REAC	REAC:R-HSA-8856828	Clathrin-mediated endocytosis	0.0057597503029736	True	Clathrin-mediated endocytosis	143	94	6	10022	0.0638297872340425	0.0419580419580419	query_1	['REAC:R-HSA-199991']	['WASL', 'DVL2', 'EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
846	GO:BP	GO:2001057	reactive nitrogen species metabolic process	0.0058278082290237	True	"""The chemical reactions and pathways involving a reactive nitrogen species."" [GOC:obol]"	79	96	4	15719	0.0416666666666666	0.050632911392405	query_1	['GO:0006807']	['CD47', 'SIRPA', 'PTK2B', 'SMAD3']
845	GO:BP	GO:0070201	regulation of establishment of protein localization	0.0058278082290237	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a protein to a specific location."" [GOC:BHF, GOC:mah]"	526	96	10	15719	0.1041666666666666	0.0190114068441064	query_1	['GO:0032880', 'GO:0045184']	['SRC', 'TGFB3', 'PIK3R1', 'PARD6A', 'FYN', 'TGFB1', 'ERBB2', 'SMAD3', 'PTPN11', 'ZDHHC2']
847	GO:BP	GO:0031324	negative regulation of cellular metabolic process	0.0059588308227486	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2090	96	24	15719	0.25	0.0114832535885167	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['MET', 'LATS1', 'NCK1', 'SMURF2', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'HGF', 'SHC1', 'ZNF398', 'PARD6A', 'FYN', 'PARD3', 'LYN', 'SHB', 'TGFB1', 'SIRPA', 'SH3GL2', 'CRKL', 'CC2D1B', 'SMAD3', 'CBL', 'NCK2']
217	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.0060671408663069	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	94	2	10022	0.0212765957446808	0.25	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV']
216	REAC	REAC:R-HSA-418886	Netrin mediated repulsion signals	0.0060671408663069	True	Netrin mediated repulsion signals	8	94	2	10022	0.0212765957446808	0.25	query_1	['REAC:R-HSA-373752']	['SRC', 'PTPN11']
848	GO:BP	GO:0033002	muscle cell proliferation	0.0060826391531781	True	"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]"	201	96	6	15719	0.0625	0.0298507462686567	query_1	['GO:0008283']	['SRC', 'ITGB3', 'TGFB3', 'HGF', 'TGFBR2', 'TGFBR1']
849	GO:BP	GO:0043299	leukocyte degranulation	0.0060826391531781	True	"""The regulated exocytosis of secretory granules by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	80	96	4	15719	0.0416666666666666	0.05	query_1	['GO:0002252', 'GO:0045055', 'GO:0051649']	['LAT', 'LYN', 'SYK', 'CBL']
850	GO:BP	GO:0030879	mammary gland development	0.0061472982880956	True	"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]"	136	96	5	15719	0.0520833333333333	0.0367647058823529	query_1	['GO:0048732']	['LATS1', 'SRC', 'TGFB3', 'TGFBR2', 'TGFB1']
851	GO:BP	GO:1904031	positive regulation of cyclin-dependent protein kinase activity	0.0061719133417601	True	"""Any process that activates or increases the frequency, rate or extent of cyclin-dependent protein kinase activity."" [GO_REF:0000059, GOC:als, GOC:TermGenie, PMID:22995177]"	37	96	3	15719	0.03125	0.081081081081081	query_1	['GO:0045860', 'GO:1904029']	['SRC', 'EGFR', 'PKD1']
852	GO:BP	GO:0030279	negative regulation of ossification	0.0061719133417601	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of ossification, the formation of bone or of a bony substance or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:go_curators]"	37	96	3	15719	0.03125	0.081081081081081	query_1	['GO:0001503', 'GO:0030278', 'GO:0051241']	['SMAD7', 'TGFB1', 'PTK2B']
853	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	0.0062061773418808	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	202	96	6	15719	0.0625	0.0297029702970297	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['ITGB3', 'TGFB1', 'EGFR', 'PLCG1', 'ERBB2', 'TGFBR1']
854	GO:BP	GO:0007548	sex differentiation	0.0062703897063796	True	"""The establishment of the sex of an organism by physical differentiation."" [GOC:ai]"	276	96	7	15719	0.0729166666666666	0.0253623188405797	query_1	['GO:0003006']	['SRC', 'CRKL', 'TGFBR1', 'PKD1', 'PTPN11', 'CBL', 'PDGFRA']
218	REAC	REAC:R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	0.0062905397938931	True	Downregulation of SMAD2/3:SMAD4 transcriptional activity	29	94	3	10022	0.0319148936170212	0.1034482758620689	query_1	['REAC:R-HSA-2173793']	['SMURF2', 'SMAD7', 'SMAD3']
855	GO:BP	GO:0034765	regulation of monoatomic ion transmembrane transport	0.0064026314203334	True	"""Any process that modulates the frequency, rate or extent of the directed movement of ions from one side of a membrane to the other."" [GOC:mah]"	443	96	9	15719	0.09375	0.0203160270880361	query_1	['GO:0034220', 'GO:0034762', 'GO:0043269']	['ITGB1', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'CACNA2D2']
