Neuroectodermal melanolysosomal disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
563	GO:BP	GO:0022414	reproductive process	8.26688678512061e-05	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1456	101	23	17376	0.2277227722772277	0.0157967032967032	query_1	['GO:0000003', 'GO:0008150']	['SMAD1', 'PKMYT1', 'AKT1', 'OAZ3', 'EHMT2', 'CCNA1', 'CCNE2', 'CTNNB1', 'RB1', 'CCNE1', 'CCNB2', 'SMAD4', 'E2F1', 'RUVBL1', 'CDK1', 'CDK2', 'ESR1', 'KAT5', 'RNF2', 'CDKN1B', 'HDAC2', 'EPC1', 'CCND1']
564	REAC	REAC:R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	8.290495324083249e-05	True	Regulation of FOXO transcriptional activity by acetylation	10	101	3	17376	0.0297029702970297	0.3	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'EP300', 'FOXO1']
565	REAC	REAC:R-HSA-2173795	Downregulation of SMAD2/3:SMAD4 transcriptional activity	8.479695002272266e-05	True	Downregulation of SMAD2/3:SMAD4 transcriptional activity	29	101	4	17376	0.0396039603960396	0.1379310344827586	query_1	['REAC:R-HSA-2173793']	['HDAC1', 'SMAD2', 'SMAD4', 'SMAD3']
566	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	8.877363738002552e-05	True	Potential therapeutics for SARS	99	101	6	17376	0.0594059405940594	0.0606060606060606	query_1	['REAC:R-HSA-9679506']	['HDAC1', 'RBBP4', 'RBX1', 'RCOR1', 'HDAC2', 'KDM1A']
567	GO:BP	GO:0006275	regulation of DNA replication	9.15917556274406e-05	True	"""Any process that modulates the frequency, rate or extent of DNA replication."" [GOC:go_curators]"	126	101	7	17376	0.0693069306930693	0.0555555555555555	query_1	['GO:0006260', 'GO:0051052']	['EHMT2', 'CCNA2', 'USP37', 'RUVBL1', 'CDK1', 'CDK2', 'TP53']
568	GO:BP	GO:0035601	protein deacylation	9.15917556274406e-05	True	"""The removal of an acyl group, any group or radical of the form RCO- where R is an organic group, from a protein amino acid."" [GOC:se, PMID:12080046]"	126	101	7	17376	0.0693069306930693	0.0555555555555555	query_1	['GO:0036211', 'GO:0098732']	['HDAC1', 'RBBP4', 'SIN3A', 'EP300', 'RCOR1', 'TP53', 'HDAC2']
569	GO:BP	GO:0080135	regulation of cellular response to stress	9.233650236016432e-05	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	101	15	17376	0.1485148514851485	0.0220264317180616	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['AKT1', 'MYC', 'CREBBP', 'TRRAP', 'CTNNB1', 'SMARCA4', 'CDKN2D', 'EP300', 'RUVBL1', 'CDKN2A', 'FOXO1', 'KAT5', 'TP53', 'KDM1A', 'EPC1']
570	GO:BP	GO:0071375	cellular response to peptide hormone stimulus	9.312182346953756e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [GOC:mah]"	297	101	10	17376	0.099009900990099	0.0336700336700336	query_1	['GO:0032870', 'GO:0043434', 'GO:1901653']	['AKT1', 'STAT3', 'MAX', 'RB1', 'CCNA2', 'MYO5A', 'SP1', 'FOXO1', 'CCND3', 'CDK4']
571	GO:BP	GO:0000077	DNA damage checkpoint signaling	9.559744007682393e-05	True	"""A signal transduction process that contributes to a DNA damage checkpoint."" [GOC:mah]"	127	101	7	17376	0.0693069306930693	0.0551181102362204	query_1	['GO:0031570', 'GO:0042770']	['CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
572	REAC	REAC:R-HSA-9645723	Diseases of programmed cell death	9.892659063482253e-05	True	Diseases of programmed cell death	101	101	6	17376	0.0594059405940594	0.0594059405940594	query_1	['REAC:R-HSA-1643685']	['CDK5', 'RBBP4', 'DNMT1', 'CDK5R1', 'CDKN2A', 'TP53']
573	GO:BP	GO:0051347	positive regulation of transferase activity	9.95960397670708e-05	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	519	101	13	17376	0.1287128712871287	0.02504816955684	query_1	['GO:0043085', 'GO:0051338']	['BMI1', 'AKT1', 'MYC', 'CDK5', 'CTNNB1', 'CDK5R1', 'CDKN1A', 'SKP1', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
574	GO:CC	GO:0098687	chromosomal region	0.0001028083404353	True	"""Any subdivision of a chromosome along its length."" [GOC:dos]"	392	101	11	17376	0.1089108910891089	0.0280612244897959	query_1	['GO:0005694', 'GO:0110165']	['CBX3', 'CCNB1', 'RBBP4', 'SMARCA4', 'DNMT1', 'SIN3A', 'CDK1', 'CDK2', 'KAT5', 'HDAC2', 'KDM1A']
575	REAC	REAC:R-HSA-446652	Interleukin-1 family signaling	0.0001033355183395	True	Interleukin-1 family signaling	151	101	7	17376	0.0693069306930693	0.0463576158940397	query_1	['REAC:R-HSA-449147']	['STAT3', 'RBX1', 'PSMC5', 'SKP1', 'CUL1', 'TP53', 'SMAD3']
576	GO:BP	GO:0044773	mitotic DNA damage checkpoint signaling	0.0001033873818032	True	"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	85	101	6	17376	0.0594059405940594	0.0705882352941176	query_1	['GO:0000077', 'GO:0044774']	['CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
577	GO:BP	GO:0051054	positive regulation of DNA metabolic process	0.0001033873818032	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	301	101	10	17376	0.099009900990099	0.0332225913621262	query_1	['GO:0006259', 'GO:0010604', 'GO:0045935', 'GO:0051052']	['AKT1', 'MYC', 'TRRAP', 'CTNNB1', 'SMARCA4', 'RUVBL1', 'CDK1', 'CDK2', 'KAT5', 'EPC1']
578	REAC	REAC:R-HSA-5250913	Positive epigenetic regulation of rRNA expression	0.0001034882225798	True	Positive epigenetic regulation of rRNA expression	102	101	6	17376	0.0594059405940594	0.0588235294117647	query_1	['REAC:R-HSA-212165']	['EHMT2', 'CBX3', 'HDAC1', 'RBBP4', 'EP300', 'HDAC2']
579	GO:BP	GO:0098732	macromolecule deacylation	0.0001046511542612	True	"""The removal of an acyl group, any group or radical of the form RCO- where R is an organic group, from a macromolecule."" [GOC:dos]"	129	101	7	17376	0.0693069306930693	0.0542635658914728	query_1	['GO:0043412']	['HDAC1', 'RBBP4', 'SIN3A', 'EP300', 'RCOR1', 'TP53', 'HDAC2']
580	GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0001053580195336	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	966	101	18	17376	0.1782178217821782	0.0186335403726708	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']	['CDKN2B', 'AKT1', 'CDK5', 'CTNNB1', 'RB1', 'CDKN2D', 'CDKN1A', 'AZIN1', 'RYBP', 'SMAD4', 'CDKN2C', 'CDKN2A', 'NQO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
581	GO:BP	GO:1902455	negative regulation of stem cell population maintenance	0.0001059039292569	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of stem cell population maintenance."" [GOC:hjd, GOC:TermGenie, PMID:22969033]"	24	101	4	17376	0.0396039603960396	0.1666666666666666	query_1	['GO:0019827', 'GO:0051093', 'GO:0051241', 'GO:2000036']	['HDAC1', 'RBBP4', 'SIN3A', 'HDAC2']
582	GO:BP	GO:0031445	regulation of heterochromatin formation	0.0001059039292569	True	"""Any process that modulates the frequency, rate, extent or location of heterochromatin formation."" [GOC:mah]"	24	101	4	17376	0.0396039603960396	0.1666666666666666	query_1	['GO:0010468', 'GO:0031507', 'GO:0120261']	['DNMT1', 'SIN3A', 'CDK2', 'KDM1A']
583	GO:BP	GO:0048617	embryonic foregut morphogenesis	0.0001059039292569	True	"""The process in which the anatomical structures of the foregut are generated and organized, during the embryonic phase."" [GOC:jid, GOC:rc]"	8	101	3	17376	0.0297029702970297	0.375	query_1	['GO:0007440', 'GO:0048598']	['CTNNB1', 'SMAD2', 'SMAD3']
584	GO:BP	GO:0120261	regulation of heterochromatin organization	0.0001059039292569	True	"""Any process that modulates the frequency, rate, extent or location of heterochromatin organization."" [GOC:krc]"	24	101	4	17376	0.0396039603960396	0.1666666666666666	query_1	['GO:0070828', 'GO:1902275']	['DNMT1', 'SIN3A', 'CDK2', 'KDM1A']
585	GO:BP	GO:0060429	epithelium development	0.0001086414320222	True	"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]"	1168	101	20	17376	0.198019801980198	0.0171232876712328	query_1	['GO:0009888']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'E2F4', 'CTNNB1', 'HDAC1', 'SMAD2', 'SMAD4', 'EP300', 'CDK1', 'ESR1', 'KAT5', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'CDK6', 'CCND1']
586	REAC	REAC:R-HSA-2514853	Condensation of Prometaphase Chromosomes	0.0001098511344652	True	Condensation of Prometaphase Chromosomes	11	101	3	17376	0.0297029702970297	0.2727272727272727	query_1	['REAC:R-HSA-68877']	['CCNB1', 'CCNB2', 'CDK1']
587	GO:BP	GO:0071478	cellular response to radiation	0.0001102755756535	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	182	101	8	17376	0.0792079207920792	0.0439560439560439	query_1	['GO:0009314', 'GO:0071214']	['MYC', 'CREBBP', 'RBX1', 'CDKN1A', 'EP300', 'CCND2', 'TP53', 'KDM1A']
588	GO:CC	GO:0000791	euchromatin	0.0001158878338278	True	"""A dispersed and relatively uncompacted form of chromatin that is in a transcription-competent conformation."" [PMID:32017156]"	57	101	5	17376	0.0495049504950495	0.087719298245614	query_1	['GO:0000785']	['CBX3', 'CTNNB1', 'SP1', 'ESR1', 'RNF2']
589	REAC	REAC:R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	0.0001161124397901	True	Gap-filling DNA repair synthesis and ligation in TC-NER	63	101	5	17376	0.0495049504950495	0.0793650793650793	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
590	REAC	REAC:R-HSA-9630791	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0001183211616226	True	Evasion of Oncogene Induced Senescence Due to Defective p16INK4A binding to CDK4	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9630750']	['CDKN2A', 'CDK4']
591	REAC	REAC:R-HSA-9632697	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	0.0001183211616226	True	Evasion of Oxidative Stress Induced Senescence Due to Defective p16INK4A binding to CDK4	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9632693']	['CDKN2A', 'CDK4']
592	REAC	REAC:R-HSA-9022538	Loss of MECP2 binding ability to 5mC-DNA	0.0001183211616226	True	Loss of MECP2 binding ability to 5mC-DNA	2	101	2	17376	0.0198019801980198	1.0	query_1	['REAC:R-HSA-9005891']	['HDAC1', 'SIN3A']
593	REAC	REAC:R-HSA-6782135	Dual incision in TC-NER	0.0001227496934279	True	Dual incision in TC-NER	64	101	5	17376	0.0495049504950495	0.078125	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
594	GO:BP	GO:0034504	protein localization to nucleus	0.0001264330114389	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	309	101	10	17376	0.099009900990099	0.0323624595469255	query_1	['GO:0033365']	['AKT1', 'CDK5', 'STAT3', 'SIN3A', 'CDKN1A', 'SKP1', 'CDK1', 'CDKN2A', 'TP53', 'SMAD3']
595	GO:BP	GO:0051716	cellular response to stimulus	0.0001280987813449	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6647	101	60	17376	0.594059405940594	0.0090266285542349	query_1	['GO:0009987', 'GO:0050896']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CREBBP', 'CDK5', 'EHMT2', 'CBX3', 'STAT3', 'CCNB1', 'CDK7', 'MAX', 'RBL1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'KIF5B', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'E2F2', 'SMAD2', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MYO5A', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
596	GO:BP	GO:0030154	cell differentiation	0.0001291169085898	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4044	101	43	17376	0.4257425742574257	0.0106330365974282	query_1	['GO:0048869']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'EHMT2', 'E2F4', 'STAT3', 'KIF5A', 'RBL1', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'KIF5B', 'DNMT1', 'SIN3A', 'CDK5R1', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'ESR1', 'FOXO1', 'KAT5', 'RNF2', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1']
597	GO:BP	GO:0009056	catabolic process	0.0001291169085898	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2441	101	31	17376	0.3069306930693069	0.0126997132322818	query_1	['GO:0008152']	['OAZ1', 'AKT1', 'OAZ3', 'CDK5', 'EHMT2', 'OAZ2', 'STAT3', 'ODC1', 'CTNNB1', 'RBX1', 'PSMC5', 'CDK5R1', 'AZIN1', 'SKP1', 'RYBP', 'SMAD4', 'USP37', 'EP300', 'E2F1', 'CDKN2A', 'CDK2', 'UBE2W', 'FOXO1', 'KAT5', 'SKP2', 'NQO1', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3']
598	GO:BP	GO:0072359	circulatory system development	0.0001293351377035	True	"""The process whose specific outcome is the progression of the circulatory system over time, from its formation to the mature structure. The circulatory system is the organ system that passes nutrients (such as amino acids and electrolytes), gases, hormones, blood cells, etc. to and from cells in the body to help fight diseases and help stabilize body temperature and pH to maintain homeostasis."" [GOC:mah, UBERON:0001009]"	1082	101	19	17376	0.1881188118811881	0.0175600739371534	query_1	['GO:0048731']	['SMAD1', 'AKT1', 'STAT3', 'CTNNB1', 'RB1', 'DNMT1', 'CDKN1A', 'E2F2', 'SMAD2', 'SMAD4', 'EP300', 'MNAT1', 'CDK1', 'SP1', 'FOXO1', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3']
599	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	0.0001293351377035	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	101	6	17376	0.0594059405940594	0.0674157303370786	query_1	['GO:0007093', 'GO:0031570']	['CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
600	GO:CC	GO:0031248	protein acetyltransferase complex	0.0001296589627991	True	"""A complex that catalyzes the transfer of an acetyl group to a protein acceptor molecule."" [GOC:bf]"	98	101	6	17376	0.0594059405940594	0.0612244897959183	query_1	['GO:0140535', 'GO:1902493']	['CREBBP', 'TRRAP', 'EP300', 'RUVBL1', 'KAT5', 'EPC1']
601	GO:CC	GO:0000803	sex chromosome	0.0001296589627991	True	"""A chromosome involved in sex determination."" [GOC:elh]"	29	101	4	17376	0.0396039603960396	0.1379310344827586	query_1	['GO:0005694']	['RING1', 'CDK2', 'PCGF2', 'RNF2']
602	REAC	REAC:R-HSA-168256	Immune System	0.0001335988132177	True	Immune System	1957	101	26	17376	0.2574257425742574	0.0132856412876852	query_1	['REAC:0000000']	['AKT1', 'MYC', 'CREBBP', 'STAT3', 'KIF5A', 'KLC4', 'CTNNB1', 'SMARCA4', 'KIF5B', 'RBX1', 'PSMC5', 'CDKN1A', 'SKP1', 'KLC2', 'EP300', 'MYO5A', 'UBE2W', 'FOXO1', 'SKP2', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'KLC1', 'RAB27A', 'CCND1']
603	GO:CC	GO:1902493	acetyltransferase complex	0.0001344214452373	True	"""A protein complex which is capable of acetyltransferase activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	99	101	6	17376	0.0594059405940594	0.0606060606060606	query_1	['GO:1990234']	['CREBBP', 'TRRAP', 'EP300', 'RUVBL1', 'KAT5', 'EPC1']
604	GO:BP	GO:0031570	DNA integrity checkpoint signaling	0.0001352051032264	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]"	135	101	7	17376	0.0693069306930693	0.0518518518518518	query_1	['GO:0000075']	['CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
605	REAC	REAC:R-HSA-5696398	Nucleotide Excision Repair	0.0001443789224768	True	Nucleotide Excision Repair	109	101	6	17376	0.0594059405940594	0.055045871559633	query_1	['REAC:R-HSA-73894']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'RUVBL1', 'MNAT1']
606	GO:BP	GO:0043086	negative regulation of catalytic activity	0.0001450739847991	True	"""Any process that stops or reduces the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	624	101	14	17376	0.1386138613861386	0.0224358974358974	query_1	['GO:0044092', 'GO:0050790']	['OAZ1', 'CDKN2B', 'AKT1', 'OAZ3', 'OAZ2', 'RB1', 'CDKN2D', 'CDKN1A', 'MNAT1', 'CDKN2C', 'CDKN2A', 'NQO1', 'CDKN1B', 'TP53']
607	GO:BP	GO:0043525	positive regulation of neuron apoptotic process	0.0001474266170117	True	"""Any process that activates or increases the frequency, rate or extent of cell death of neurons by apoptotic process."" [GOC:go_curators, GOC:mtg_apoptosis]"	54	101	5	17376	0.0495049504950495	0.0925925925925925	query_1	['GO:0043065', 'GO:0043523', 'GO:0051402', 'GO:1901216']	['CDK5', 'CTNNB1', 'CDK5R1', 'NQO1', 'TP53']
608	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	0.0001474266170117	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	137	101	7	17376	0.0693069306930693	0.0510948905109489	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['BMI1', 'RBX1', 'SKP1', 'CDKN2A', 'SKP2', 'CDKN1B', 'KDM1A']
609	GO:BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	0.0001474266170117	True	"""Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	54	101	5	17376	0.0495049504950495	0.0925925925925925	query_1	['GO:0001837', 'GO:0010717', 'GO:0045597', 'GO:0051240']	['CTNNB1', 'SMAD2', 'SMAD4', 'SMAD3', 'HDAC2']
610	GO:BP	GO:0097305	response to alcohol	0.0001474266170117	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	101	9	17376	0.0891089108910891	0.036	query_1	['GO:0010033', 'GO:1901700']	['AKT1', 'EHMT2', 'CTNNB1', 'SMAD2', 'CDK1', 'NQO1', 'CDK4', 'HDAC2', 'CCND1']
611	GO:BP	GO:0048869	cellular developmental process	0.0001487598479315	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4070	101	43	17376	0.4257425742574257	0.0105651105651105	query_1	['GO:0009987', 'GO:0032502']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'EHMT2', 'E2F4', 'STAT3', 'KIF5A', 'RBL1', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'KIF5B', 'DNMT1', 'SIN3A', 'CDK5R1', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'MGA', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'ESR1', 'FOXO1', 'KAT5', 'RNF2', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1']
612	GO:BP	GO:0043587	tongue morphogenesis	0.0001501865224587	True	"""The process in which the anatomical structures of the tongue are generated and organized. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in man other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0043586', 'GO:0090596']	['CTNNB1', 'HDAC1', 'HDAC2']
613	GO:BP	GO:0000075	cell cycle checkpoint signaling	0.0001501865224587	True	"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]"	191	101	8	17376	0.0792079207920792	0.0418848167539267	query_1	['GO:0035556', 'GO:1901988']	['CCNB1', 'CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
614	GO:BP	GO:0007440	foregut morphogenesis	0.0001501865224587	True	"""The process in which the anatomical structures of the foregut are generated and organized."" [GOC:jid]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0009653', 'GO:0048546']	['CTNNB1', 'SMAD2', 'SMAD3']
615	GO:BP	GO:0001657	ureteric bud development	0.000151671624042	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	92	101	6	17376	0.0594059405940594	0.0652173913043478	query_1	['GO:0072164']	['SMAD1', 'MYC', 'CTNNB1', 'SMAD2', 'SMAD4', 'SMAD3']
616	GO:BP	GO:0097479	synaptic vesicle localization	0.0001582780224939	True	"""Any process in which a synaptic vesicle or vesicles are transported to, and/or maintained in, a specific location."" [GOC:pr]"	55	101	5	17376	0.0495049504950495	0.0909090909090909	query_1	['GO:0051648']	['CDK5', 'KIF5A', 'CTNNB1', 'KIF5B', 'RAB27A']
617	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0001582780224939	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	101	7	17376	0.0693069306930693	0.0503597122302158	query_1	['GO:0042127', 'GO:0048659']	['AKT1', 'CTNNB1', 'HDAC1', 'DNMT1', 'CDKN1A', 'MNAT1', 'CDKN1B']
618	GO:BP	GO:0072164	mesonephric tubule development	0.0001591717483073	True	"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]"	93	101	6	17376	0.0594059405940594	0.064516129032258	query_1	['GO:0035295', 'GO:0072163']	['SMAD1', 'MYC', 'CTNNB1', 'SMAD2', 'SMAD4', 'SMAD3']
619	GO:BP	GO:0072163	mesonephric epithelium development	0.0001591717483073	True	"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	93	101	6	17376	0.0594059405940594	0.064516129032258	query_1	['GO:0001823', 'GO:0072073']	['SMAD1', 'MYC', 'CTNNB1', 'SMAD2', 'SMAD4', 'SMAD3']
620	GO:BP	GO:0031400	negative regulation of protein modification process	0.0001591717483073	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	467	101	12	17376	0.1188118811881188	0.025695931477516	query_1	['GO:0031399', 'GO:0036211', 'GO:0051248']	['CDKN2B', 'AKT1', 'CDK5', 'CTNNB1', 'RB1', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'HDAC2', 'KDM1A']
621	GO:BP	GO:0001701	in utero embryonic development	0.0001591717483073	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	101	11	17376	0.1089108910891089	0.0281329923273657	query_1	['GO:0043009']	['BMI1', 'AKT1', 'CCNB1', 'CTNNB1', 'CCNB2', 'SIN3A', 'SMAD2', 'SMAD4', 'PCGF2', 'TP53', 'SMAD3']
622	GO:BP	GO:0060765	regulation of androgen receptor signaling pathway	0.0001602210693206	True	"""Any process that modulates the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]"	27	101	4	17376	0.0396039603960396	0.1481481481481481	query_1	['GO:0030521', 'GO:0033143']	['HDAC1', 'SMARCA4', 'EP300', 'KDM1A']
623	GO:BP	GO:0031667	response to nutrient levels	0.0001649745516133	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	469	101	12	17376	0.1188118811881188	0.0255863539445629	query_1	['GO:0009991']	['CDKN2B', 'AKT1', 'EHMT2', 'MAX', 'CDKN2D', 'CDKN1A', 'SP1', 'FOXO1', 'KAT5', 'NQO1', 'TP53', 'CCND1']
