Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
347	GO:BP	GO:0006954	inflammatory response	9.406757949780888e-06	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	749	100	18	15719	0.18	0.0240320427236315	query_1	['GO:0006952']	['ITGB1', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'NCR3', 'HGF', 'PIK3AP1', 'PLCG2', 'PIK3CD', 'FYN', 'LAT', 'LYN', 'SYK', 'PLCG1', 'FCGR1A', 'ITGB6', 'BLNK']
348	GO:BP	GO:0045921	positive regulation of exocytosis	9.527356546493671e-06	True	"""Any process that activates or increases the frequency, rate or extent of exocytosis."" [GOC:go_curators]"	84	100	7	15719	0.07	0.0833333333333333	query_1	['GO:0006887', 'GO:0017157', 'GO:1903532']	['FGA', 'HGS', 'STAM', 'FGB', 'SYK', 'FGG', 'GAB2']
349	GO:BP	GO:1990849	vacuolar localization	9.527356546493671e-06	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	84	100	7	15719	0.07	0.0833333333333333	query_1	['GO:0051640']	['PIK3CG', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'GAB2', 'CBL']
350	GO:BP	GO:0032418	lysosome localization	9.527356546493671e-06	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	84	100	7	15719	0.07	0.0833333333333333	query_1	['GO:1990849']	['PIK3CG', 'PIK3CD', 'LAT', 'LYN', 'SYK', 'GAB2', 'CBL']
351	GO:BP	GO:1903035	negative regulation of response to wounding	1.0299383840309923e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	100	7	15719	0.07	0.0823529411764705	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'FGA', 'CRK', 'FGB', 'FGG', 'VTN', 'PDGFRA']
160	REAC	REAC:R-HSA-9664323	FCGR3A-mediated IL10 synthesis	1.03728450588648e-05	True	FCGR3A-mediated IL10 synthesis	43	97	6	10022	0.0618556701030927	0.1395348837209302	query_1	['REAC:R-HSA-9662851']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
162	REAC	REAC:R-HSA-201556	Signaling by ALK	1.1138901120702854e-05	True	Signaling by ALK	25	97	5	10022	0.0515463917525773	0.2	query_1	['REAC:R-HSA-9006934']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'PLCG1']
161	REAC	REAC:R-HSA-1251932	PLCG1 events in ERBB2 signaling	1.1138901120702854e-05	True	PLCG1 events in ERBB2 signaling	4	97	3	10022	0.0309278350515463	0.75	query_1	['REAC:R-HSA-1227986']	['EGFR', 'PLCG1', 'ERBB2']
352	GO:BP	GO:0010648	negative regulation of cell communication	1.1205582093572149e-05	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	100	24	15719	0.24	0.0186480186480186	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'FGA', 'HGS', 'TGFB3', 'HGF', 'ADAMTSL2', 'SH3BP1', 'LYN', 'EGFR', 'FGB', 'FGG', 'PTK2B', 'LITAF', 'CD3E', 'PTPN11', 'CBL', 'NCK2']
353	GO:BP	GO:0023057	negative regulation of signaling	1.1329530542731923e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1288	100	24	15719	0.24	0.0186335403726708	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'FGA', 'HGS', 'TGFB3', 'HGF', 'ADAMTSL2', 'SH3BP1', 'LYN', 'EGFR', 'FGB', 'FGG', 'PTK2B', 'LITAF', 'CD3E', 'PTPN11', 'CBL', 'NCK2']
355	GO:BP	GO:0010628	positive regulation of gene expression	1.1662439362341686e-05	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	100	22	15719	0.22	0.0199095022624434	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['NCK1', 'PIK3CB', 'FN1', 'PIK3CG', 'SRC', 'ITGB3', 'HGS', 'PIK3R1', 'HGF', 'RET', 'ITK', 'PLCG2', 'PIK3CD', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'PIK3R3', 'BLNK', 'CD3E', 'PTPN11', 'NCK2']
354	GO:BP	GO:0001706	endoderm formation	1.1662439362341686e-05	True	"""The formation of the endoderm during gastrulation."" [GOC:go_curators]"	55	100	6	15719	0.06	0.109090909090909	query_1	['GO:0001704', 'GO:0007492']	['ITGB5', 'ITGAV', 'FN1', 'ITGA5', 'GRB2', 'VTN']
356	GO:BP	GO:0032880	regulation of protein localization	1.2117752369027754e-05	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	846	100	19	15719	0.19	0.0224586288416075	query_1	['GO:0008104', 'GO:0060341']	['ITGB1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PTPN23', 'WASL', 'FYN', 'EGFR', 'FGB', 'VCL', 'FGG', 'USP8', 'ERBB2', 'CRKL', 'CD247', 'PTPN11']
164	REAC	REAC:R-HSA-5654710	PI-3K cascade:FGFR3	1.2122252765292018e-05	True	PI-3K cascade:FGFR3	12	97	4	10022	0.0412371134020618	0.3333333333333333	query_1	['REAC:R-HSA-5654708']	['PIK3R1', 'GAB1', 'PIK3CA', 'PTPN11']
163	REAC	REAC:R-HSA-9020558	Interleukin-2 signaling	1.2122252765292018e-05	True	Interleukin-2 signaling	12	97	4	10022	0.0412371134020618	0.3333333333333333	query_1	['REAC:R-HSA-451927']	['SHC1', 'SYK', 'PTK2B', 'LCK']
357	GO:BP	GO:0061041	regulation of wound healing	1.3114421745817557e-05	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	127	100	8	15719	0.08	0.0629921259842519	query_1	['GO:0042060', 'GO:1903034']	['ITGB1', 'FGA', 'CRK', 'FGB', 'FGG', 'VTN', 'PTK2', 'PDGFRA']
42	GO:CC	GO:0012506	vesicle membrane	1.3292308213531383e-05	True	"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]"	1176	100	22	16420	0.22	0.0187074829931972	query_1	['GO:0031090', 'GO:0031982']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'ITGB3', 'HGS', 'STAM2', 'RET', 'WASL', 'ITGA2B', 'WAS', 'LYN', 'STAM', 'GRB2', 'EGFR', 'FCGR1A', 'USP8', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'LITAF', 'NCK2']
358	GO:BP	GO:0098542	defense response to other organism	1.3839067688479453e-05	True	"""Reactions triggered in response to the presence of another organism that act to protect the cell or organism from damage caused by that organism."" [GOC:dos]"	1117	100	22	15719	0.22	0.0196956132497761	query_1	['GO:0006952', 'GO:0051707']	['PIK3CG', 'SRC', 'FGA', 'PIK3R6', 'CRK', 'NCR3', 'SHC1', 'PIK3AP1', 'PLCG2', 'PIK3CD', 'FYN', 'WAS', 'ZAP70', 'LYN', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'LCK', 'PTPN11']
359	GO:BP	GO:0032103	positive regulation of response to external stimulus	1.3884716864164991e-05	True	"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]"	540	100	15	15719	0.15	0.0277777777777777	query_1	['GO:0009605', 'GO:0032101', 'GO:0048584']	['MET', 'PIK3CG', 'SRC', 'NCR3', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'VTN', 'PTK2', 'ARTN']
360	GO:BP	GO:0030182	neuron differentiation	1.4407815472910516e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a neuron."" [GOC:mah]"	1307	100	24	15719	0.24	0.0183626625860749	query_1	['GO:0030154', 'GO:0048699']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'SPP1', 'CRK', 'HGF', 'RET', 'WASL', 'SOS1', 'FYN', 'LYN', 'GFRA3', 'VCL', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'PTK2', 'ARTN', 'CD3E', 'PTPN11', 'NCK2']
361	GO:BP	GO:0042127	regulation of cell population proliferation	1.464423978406578e-05	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1604	100	27	15719	0.27	0.0168329177057356	query_1	['GO:0008283', 'GO:0050794']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'HGS', 'TGFB3', 'SHC1', 'SOS1', 'PIK3CD', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'GAB2', 'PTK2', 'GAREM1', 'CD3E', 'NCK2', 'PDGFRA']
165	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	1.4968568929960195e-05	True	Potential therapeutics for SARS	99	97	8	10022	0.0824742268041237	0.0808080808080808	query_1	['REAC:R-HSA-9679506']	['ITGB1', 'NCK1', 'PLCG2', 'SOS1', 'VAV1', 'SYK', 'SH3KBP1', 'BLNK']
362	GO:BP	GO:0006810	transport	1.560967784550401e-05	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4218	100	49	15719	0.49	0.0116168800379326	query_1	['GO:0051234']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PTPN23', 'PLCG2', 'WASL', 'PIK3CD', 'CYP4A11', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'LYN', 'STAM', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'VTN', 'GAB2', 'PTK2', 'DOCK2', 'LCK', 'ELMO1', 'PTPN11', 'CBL', 'ELMO2']
363	GO:BP	GO:1903532	positive regulation of secretion by cell	1.6131726791123726e-05	True	"""Any process that activates or increases the frequency, rate or extent of secretion by cell."" [GO_REF:0000058, GOC:pm, GOC:TermGenie, PMID:12130530]"	283	100	11	15719	0.11	0.03886925795053	query_1	['GO:0032940', 'GO:0048522', 'GO:0051047', 'GO:1903530']	['SPP1', 'FGA', 'HGS', 'TGFB3', 'PTPN23', 'STAM', 'FGB', 'SYK', 'FGG', 'GAB2', 'PTPN11']
364	GO:BP	GO:0043552	positive regulation of phosphatidylinositol 3-kinase activity	1.7179333824735944e-05	True	"""Any process that activates or increases the frequency, rate or extent of phosphatidylinositol 3-kinase activity."" [GOC:bf]"	33	100	5	15719	0.05	0.1515151515151515	query_1	['GO:0043551', 'GO:0090218']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA']
365	GO:BP	GO:0002366	leukocyte activation involved in immune response	1.7179333824735944e-05	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	285	100	11	15719	0.11	0.0385964912280701	query_1	['GO:0002263', 'GO:0045321']	['PIK3CG', 'PLCG2', 'PIK3CD', 'LAT', 'LYN', 'SHB', 'SYK', 'PTK2B', 'GAB2', 'DOCK2', 'CBL']
366	GO:BP	GO:0006887	exocytosis	1.7402195781990216e-05	True	"""A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."" [GOC:mah, ISBN:0716731363, PMID:22323285]"	346	100	12	15719	0.12	0.0346820809248554	query_1	['GO:0016192', 'GO:0032940']	['PIK3CG', 'FGA', 'HGS', 'PIK3CD', 'LAT', 'LYN', 'STAM', 'FGB', 'SYK', 'FGG', 'GAB2', 'CBL']
367	GO:BP	GO:0034116	positive regulation of heterotypic cell-cell adhesion	1.7511968327613903e-05	True	"""Any process that activates or increases the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]"	15	100	4	15719	0.04	0.2666666666666666	query_1	['GO:0022409', 'GO:0034113', 'GO:0034114']	['FGA', 'FGB', 'FGG', 'LCK']
166	REAC	REAC:R-HSA-190236	Signaling by FGFR	1.7555305803667616e-05	True	Signaling by FGFR	72	97	7	10022	0.0721649484536082	0.0972222222222222	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'PLCG1', 'PTPN11', 'CBL']
368	GO:BP	GO:0019538	protein metabolic process	1.7842411023619074e-05	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	100	55	15719	0.55	0.0108566916699565	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['MET', 'PIK3R5', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PIK3R6', 'PTPN23', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'USP4', 'PIK3CD', 'ITGA5', 'FYN', 'ADAMTS2', 'LAT', 'ZAP70', 'LYN', 'STAM', 'SHB', 'LCP2', 'EGFR', 'PIK3CA', 'FGB', 'SYK', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7']
369	GO:BP	GO:0002703	regulation of leukocyte mediated immunity	1.84044654240898e-05	True	"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	231	100	10	15719	0.1	0.0432900432900432	query_1	['GO:0002443', 'GO:0002697']	['PIK3R6', 'CRK', 'NCR3', 'PLCG2', 'WAS', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'GAB2']
370	GO:BP	GO:0044000	movement in host	1.8765425586787736e-05	True	"""The process in which an organism or its progeny spreads from one location to another within its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:cc]"	180	100	9	15719	0.09	0.05	query_1	['GO:0051701']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'CBL']
167	REAC	REAC:R-HSA-9009391	Extra-nuclear estrogen signaling	1.9150317751746588e-05	True	Extra-nuclear estrogen signaling	73	97	7	10022	0.0721649484536082	0.0958904109589041	query_1	['REAC:R-HSA-8939211']	['PIK3R2', 'SRC', 'PIK3R1', 'EGFR', 'PIK3CA', 'PIK3R3', 'PTK2']
371	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	1.9295698165859185e-05	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	100	12	15719	0.12	0.0342857142857142	query_1	['GO:0045859']	['PIK3R5', 'PIK3CB', 'PIK3CG', 'SRC', 'HGS', 'PIK3R6', 'SOS1', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'PTK2B']
372	GO:BP	GO:0002263	cell activation involved in immune response	1.9295698165859185e-05	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	289	100	11	15719	0.11	0.0380622837370242	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['PIK3CG', 'PLCG2', 'PIK3CD', 'LAT', 'LYN', 'SHB', 'SYK', 'PTK2B', 'GAB2', 'DOCK2', 'CBL']
373	GO:BP	GO:0046578	regulation of Ras protein signal transduction	1.94868106497215e-05	True	"""Any process that modulates the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	181	100	9	15719	0.09	0.0497237569060773	query_1	['GO:0007265', 'GO:0051056']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'PIK3CG', 'SRC', 'CRK', 'SH3BP1', 'CBL']
43	GO:CC	GO:0031093	platelet alpha granule lumen	2.0012119616973167e-05	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	65	100	6	16420	0.06	0.0923076923076923	query_1	['GO:0031091', 'GO:0034774']	['FN1', 'FGA', 'TGFB3', 'HGF', 'FGB', 'FGG']
374	GO:BP	GO:0043933	protein-containing complex organization	2.036479837626399e-05	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1738	100	28	15719	0.28	0.0161104718066743	query_1	['GO:0016043']	['MET', 'NCK1', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'PLCG2', 'WASL', 'USP4', 'WIPF1', 'PXN', 'SH3BP1', 'WAS', 'GRB2', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'PTK2B', 'SH3GL2', 'VTN', 'CD247', 'TLN1', 'PTK2', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2']
375	GO:BP	GO:0032535	regulation of cellular component size	2.090529386253222e-05	True	"""A process that modulates the size of a cellular component."" [GOC:mah]"	353	100	12	15719	0.12	0.0339943342776204	query_1	['GO:0016043', 'GO:0090066']	['NCK1', 'FN1', 'PIK3R2', 'SPP1', 'RET', 'SH3BP1', 'WAS', 'GRB2', 'PIK3CA', 'VAV1', 'PTK2B', 'NCK2']
376	GO:BP	GO:0043328	protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	2.268068334500556e-05	True	"""The process of directing proteins towards the vacuole that contributes to protein catabolism via the multivesicular body (MVB) pathway."" [GOC:jl, PMID:11511343]"	16	100	4	15719	0.04	0.25	query_1	['GO:0006886', 'GO:0032511', 'GO:0043162', 'GO:0072666']	['HGS', 'STAM2', 'PTPN23', 'STAM']
44	GO:CC	GO:0098562	cytoplasmic side of membrane	2.299567686091929e-05	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	197	100	9	16420	0.09	0.0456852791878172	query_1	['GO:0098552']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'LITAF', 'PTK2', 'LCK']
45	GO:CC	GO:0009986	cell surface	2.33110474721725e-05	True	"""The external part of the cell wall and/or plasma membrane."" [GOC:jl, GOC:mtg_sensu, GOC:sm]"	850	100	18	16420	0.18	0.0211764705882352	query_1	['GO:0110165']	['MET', 'ITGB1', 'ITGB5', 'ITGAV', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'GFRA3', 'EGFR', 'FGB', 'FCGR1A', 'FGG', 'TLN1', 'ITGB6', 'CD3E', 'PDGFRA']
168	REAC	REAC:R-HSA-8983432	Interleukin-15 signaling	2.3441491299477617e-05	True	Interleukin-15 signaling	14	97	4	10022	0.0412371134020618	0.2857142857142857	query_1	['REAC:R-HSA-451927']	['SHC1', 'SOS1', 'GRB2', 'GAB2']
169	REAC	REAC:R-HSA-5654689	PI-3K cascade:FGFR1	2.3441491299477617e-05	True	PI-3K cascade:FGFR1	14	97	4	10022	0.0412371134020618	0.2857142857142857	query_1	['REAC:R-HSA-5654687']	['PIK3R1', 'GAB1', 'PIK3CA', 'PTPN11']
377	GO:BP	GO:0048871	multicellular organismal-level homeostasis	2.514900896273666e-05	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	725	100	17	15719	0.17	0.0234482758620689	query_1	['GO:0032501', 'GO:0042592']	['ITGB1', 'PIK3CB', 'SRC', 'SPP1', 'ITGB3', 'SOS1', 'PIK3CD', 'CYP4A11', 'LAT', 'LYN', 'PIK3CA', 'VCL', 'SYK', 'PTK2B', 'SH3GL2', 'ITGB6', 'PTPN11']
170	REAC	REAC:R-HSA-8875513	MET interacts with TNS proteins	2.635774717556128e-05	True	MET interacts with TNS proteins	5	97	3	10022	0.0309278350515463	0.6	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'HGF']
378	GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	2.7256431212362785e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	242	100	10	15719	0.1	0.0413223140495867	query_1	['GO:0071363', 'GO:0071559']	['ITGB5', 'SRC', 'TGFB3', 'CRK', 'ADAMTSL2', 'PXN', 'FYN', 'CRKL', 'PTK2', 'ITGB6']
379	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	2.8595314495176927e-05	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	100	9	15719	0.09	0.0473684210526315	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'NCK1', 'TGFB3', 'WASL', 'PXN', 'WAS', 'GRB2', 'PTK2B', 'NCK2']
380	GO:BP	GO:0072378	blood coagulation, fibrin clot formation	2.9204809360696143e-05	True	"""A protein activation cascade that contributes to blood coagulation and consists of the cascade of enzymatic reactions initiated by physical damage to the wall of a blood vessel, leading to the formation of a formation of a fibrin clot at the site of the injury. The process also includes numerous positive and negative regulatory events."" [GOC:add, GOC:mah, GOC:pde]"	17	100	4	15719	0.04	0.2352941176470588	query_1	['GO:0007596', 'GO:0072376']	['FN1', 'FGA', 'FGB', 'FGG']
381	GO:BP	GO:0000302	response to reactive oxygen species	2.969662666645196e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	191	100	9	15719	0.09	0.0471204188481675	query_1	['GO:0006979', 'GO:1901700']	['MET', 'SRC', 'CRK', 'HGF', 'PXN', 'FYN', 'EGFR', 'PTK2B', 'PDGFRA']
382	GO:BP	GO:0014910	regulation of smooth muscle cell migration	3.208140422119581e-05	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]"	66	100	6	15719	0.06	0.0909090909090909	query_1	['GO:0014909', 'GO:0030334']	['SRC', 'ITGB3', 'CRK', 'DOCK4', 'VTN', 'DOCK5']
383	GO:BP	GO:0048699	generation of neurons	3.292713852327462e-05	True	"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]"	1375	100	24	15719	0.24	0.0174545454545454	query_1	['GO:0022008']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'SPP1', 'CRK', 'HGF', 'RET', 'WASL', 'SOS1', 'FYN', 'LYN', 'GFRA3', 'VCL', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'PTK2', 'ARTN', 'CD3E', 'PTPN11', 'NCK2']
387	GO:BP	GO:0009968	negative regulation of signal transduction	3.33377580931548e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1184	100	22	15719	0.22	0.018581081081081	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'FGA', 'HGS', 'TGFB3', 'HGF', 'ADAMTSL2', 'SH3BP1', 'LYN', 'EGFR', 'FGB', 'FGG', 'LITAF', 'CD3E', 'CBL', 'NCK2']
385	GO:BP	GO:0038179	neurotrophin signaling pathway	3.33377580931548e-05	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]"	38	100	5	15719	0.05	0.131578947368421	query_1	['GO:0007166', 'GO:0071363']	['RAPGEF1', 'BCAR1', 'SRC', 'SOS1', 'PTPN11']
386	GO:BP	GO:0090218	positive regulation of lipid kinase activity	3.33377580931548e-05	True	"""Any process that increases the frequency, rate or extent of lipid kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a simple or complex lipid."" [GOC:dph, GOC:tb]"	38	100	5	15719	0.05	0.131578947368421	query_1	['GO:0033674', 'GO:0043550', 'GO:0045834']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA']
384	GO:BP	GO:0071559	response to transforming growth factor beta	3.33377580931548e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	248	100	10	15719	0.1	0.0403225806451612	query_1	['GO:0070848']	['ITGB5', 'SRC', 'TGFB3', 'CRK', 'ADAMTSL2', 'PXN', 'FYN', 'CRKL', 'PTK2', 'ITGB6']
171	REAC	REAC:R-HSA-9725370	Signaling by ALK fusions and activated point mutants	3.343373354636042e-05	True	Signaling by ALK fusions and activated point mutants	53	97	6	10022	0.0618556701030927	0.1132075471698113	query_1	['REAC:R-HSA-9700206']	['FN1', 'PIK3R1', 'GRB2', 'PIK3CA', 'VCL', 'PLCG1']
172	REAC	REAC:R-HSA-9700206	Signaling by ALK in cancer	3.343373354636042e-05	True	Signaling by ALK in cancer	53	97	6	10022	0.0618556701030927	0.1132075471698113	query_1	['REAC:R-HSA-5663202']	['FN1', 'PIK3R1', 'GRB2', 'PIK3CA', 'VCL', 'PLCG1']
173	REAC	REAC:R-HSA-1236394	Signaling by ERBB4	3.343373354636042e-05	True	Signaling by ERBB4	53	97	6	10022	0.0618556701030927	0.1132075471698113	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PIK3CA']
