Cockayne syndrome type 2	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
450	GO:BP	GO:0007059	chromosome segregation	5.060401013088698e-05	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	409	103	12	17376	0.116504854368932	0.0293398533007334	query_1	['GO:0022402']	['CUL3', 'BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'TOP3A', 'BRCA1', 'KAT5', 'RMI2', 'RMI1']
451	GO:BP	GO:0009058	biosynthetic process	5.076752204406147e-05	True	"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	5412	103	54	17376	0.5242718446601942	0.0099778270509977	query_1	['GO:0008152']	['RBBP8', 'CUL3', 'BRIP1', 'AKT1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'DDB1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'ERCC6', 'APEX1', 'PRIM2', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'COPS5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8']
452	GO:BP	GO:0070646	protein modification by small protein removal	5.190680433954644e-05	True	"""A protein modification process in which one or more covalently attached groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are removed from a target protein."" [GOC:mah]"	163	103	8	17376	0.0776699029126213	0.0490797546012269	query_1	['GO:0006508', 'GO:0070647']	['USP45', 'USP1', 'USP12', 'USP24', 'USP46', 'BRCA1', 'COPS5', 'BARD1']
453	GO:BP	GO:0034502	protein localization to chromosome	5.583604199231465e-05	True	"""Any process in which a protein is transported to, or maintained at, a specific location on a chromosome."" [GOC:mah]"	117	103	7	17376	0.0679611650485436	0.0598290598290598	query_1	['GO:0033365']	['MSH2', 'RPA2', 'BRCA2', 'ATR', 'XRCC4', 'XRCC5', 'RPA1']
454	GO:BP	GO:0032042	mitochondrial DNA metabolic process	5.8929926298767024e-05	True	"""The chemical reactions and pathways involving mitochondrial DNA."" [GOC:mah]"	21	103	4	17376	0.0388349514563106	0.1904761904761904	query_1	['GO:0000002', 'GO:0006259']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
455	GO:BP	GO:0012501	programmed cell death	6.16524126030644e-05	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1849	103	27	17376	0.2621359223300971	0.0146024878312601	query_1	['GO:0008219']	['CUL3', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'DDB1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'ERCC6', 'APEX1', 'BRCA1', 'ERCC5', 'PRKDC', 'KAT5', 'COPS5', 'POLB', 'BARD1', 'CUL1', 'TP53', 'CUL4A', 'MSH6']
456	GO:BP	GO:0071840	cellular component organization or biogenesis	6.267981453640645e-05	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	103	59	17376	0.5728155339805825	0.0094809577374256	query_1	['GO:0009987']	['CUL3', 'HUS1', 'BRIP1', 'AKT1', 'CUL4B', 'XPA', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'HUS1B', 'EXO1', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'COPS5', 'WRN', 'RMI2', 'RMI1', 'TP53', 'PNKP', 'CUL4A', 'RNF8']
457	GO:BP	GO:0045002	double-strand break repair via single-strand annealing	6.267981453640645e-05	True	"""Repair of a DSB made between two repeated sequences oriented in the same direction occurs primarily by the single strand annealing pathway. The ends of the break are processed by a 5' to 3' exonuclease, exposing complementary single-strand regions of the direct repeats that can anneal, resulting in a deletion of the unique DNA between the direct repeats."" [PMID:11606529]"	7	103	3	17376	0.029126213592233	0.4285714285714285	query_1	['GO:0006302']	['RBBP8', 'RAD52', 'OGG1']
458	GO:BP	GO:0051096	positive regulation of helicase activity	6.267981453640645e-05	True	"""Any process that activates or increases the activity of a helicase."" [GOC:ai]"	7	103	3	17376	0.029126213592233	0.4285714285714285	query_1	['GO:0032781', 'GO:0043085', 'GO:0051095']	['MSH2', 'MSH3', 'MSH6']
459	GO:BP	GO:0010639	negative regulation of organelle organization	6.485631836056277e-05	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	350	103	11	17376	0.1067961165048543	0.0314285714285714	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']	['AKT1', 'NBN', 'RAD50', 'RAD1', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'BRCA1', 'XRCC1', 'TP53']
460	GO:BP	GO:0006268	DNA unwinding involved in DNA replication	7.016698896422385e-05	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating unpaired template strands for DNA replication."" [ISBN:071673706X, ISBN:0815316194]"	22	103	4	17376	0.0388349514563106	0.1818181818181818	query_1	['GO:0006261', 'GO:0032508']	['RPA1', 'BLM', 'RAD51', 'WRN']
461	REAC	REAC:R-HSA-2559583	Cellular Senescence	7.521231282630135e-05	True	Cellular Senescence	192	103	8	17376	0.0776699029126213	0.0416666666666666	query_1	['REAC:R-HSA-2262752']	['NBN', 'RAD50', 'H2AX', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53']
462	GO:BP	GO:0009057	macromolecule catabolic process	7.735631951726318e-05	True	"""The chemical reactions and pathways resulting in the breakdown of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	1330	103	22	17376	0.2135922330097087	0.0165413533834586	query_1	['GO:0043170', 'GO:1901575']	['CUL3', 'USP45', 'AKT1', 'CUL4B', 'USP1', 'MLH1', 'FEN1', 'DDB1', 'RBX1', 'USP12', 'USP24', 'ATM', 'APEX1', 'USP46', 'CDK2', 'ERCC8', 'KAT5', 'POLB', 'BARD1', 'CUL1', 'CUL4A', 'RNF8']
463	GO:BP	GO:2000278	regulation of DNA biosynthetic process	7.932465563821385e-05	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	124	103	7	17376	0.0679611650485436	0.0564516129032258	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['USP1', 'PCNA', 'ATR', 'XRCC5', 'ATM', 'TP53', 'PNKP']
464	GO:BP	GO:0051603	proteolysis involved in protein catabolic process	8.95865463206658e-05	True	"""The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells."" [GOC:ai, GOC:dph, GOC:tb]"	762	103	16	17376	0.1553398058252427	0.0209973753280839	query_1	['GO:0006508', 'GO:0030163']	['CUL3', 'USP45', 'AKT1', 'CUL4B', 'USP1', 'DDB1', 'RBX1', 'USP12', 'USP24', 'USP46', 'CDK2', 'ERCC8', 'KAT5', 'CUL1', 'CUL4A', 'RNF8']
465	GO:BP	GO:0090329	regulation of DNA-templated DNA replication	9.07168869505761e-05	True	"""Any process that modulates the rate, frequency, or extent of DNA-templated DNA replication, the process in which new strands of DNA are synthesized."" [GOC:dph, GOC:tb]"	49	103	5	17376	0.0485436893203883	0.1020408163265306	query_1	['GO:0006261', 'GO:0006275']	['NBN', 'LIG3', 'PCNA', 'BLM', 'CDK2']
466	GO:BP	GO:0033313	meiotic cell cycle checkpoint signaling	9.741117081415046e-05	True	"""A signaling process that contributes to a meiotic cell cycle checkpoint that ensures accurate chromosome replication and segregation by preventing progression through a meiotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	8	103	3	17376	0.029126213592233	0.375	query_1	['GO:0000075', 'GO:1903046']	['HUS1', 'RAD1', 'HUS1B']
467	GO:BP	GO:0001775	cell activation	0.0001192778693828	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1063	103	19	17376	0.1844660194174757	0.0178739416745061	query_1	['GO:0009987', 'GO:0032501']	['AKT1', 'NBN', 'MSH2', 'TP53BP1', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
468	GO:BP	GO:0016043	cellular component organization	0.000119952841091	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6030	103	57	17376	0.5533980582524272	0.0094527363184079	query_1	['GO:0071840']	['CUL3', 'HUS1', 'BRIP1', 'AKT1', 'CUL4B', 'XPA', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'ERCC6', 'APEX1', 'HUS1B', 'EXO1', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'WRN', 'RMI2', 'RMI1', 'TP53', 'PNKP', 'RNF8']
469	REAC	REAC:R-HSA-9645723	Diseases of programmed cell death	0.00012044494305	True	Diseases of programmed cell death	101	103	6	17376	0.058252427184466	0.0594059405940594	query_1	['REAC:R-HSA-1643685']	['H2AX', 'POLA1', 'PRIM1', 'PRIM2', 'POLA2', 'TP53']
470	GO:CC	GO:0070310	ATR-ATRIP complex	0.0001227896293856	True	"""A protein complex that contains the protein kinase ATR and ATR-interacting protein (ATRIP) and binds single-stranded DNA; ssDNA binding affinity is increased in the presence of replication protein A."" [GOC:mah, PMID:14724280]"	2	103	2	17376	0.0194174757281553	1.0	query_1	['GO:0140513']	['ATR', 'ATRIP']
471	GO:CC	GO:0032301	MutSalpha complex	0.0001227896293856	True	"""A heterodimer involved in the recognition and repair of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MSH2 and MSH6."" [PMID:11005803]"	2	103	2	17376	0.0194174757281553	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH6']
472	GO:CC	GO:0032389	MutLalpha complex	0.0001227896293856	True	"""A heterodimer involved in the recognition of base-base and small insertion/deletion mismatches. In human the complex consists of two subunits, MLH1 and PMS2."" [GOC:vk]"	2	103	2	17376	0.0194174757281553	1.0	query_1	['GO:0032300', 'GO:0140513']	['MLH1', 'PMS2']
473	GO:CC	GO:0032302	MutSbeta complex	0.0001227896293856	True	"""A heterodimer involved in binding to and correcting insertion/deletion mutations. In human the complex consists of two subunits, MSH2 and MSH3."" [PMID:11005803]"	2	103	2	17376	0.0194174757281553	1.0	query_1	['GO:0032300', 'GO:0140513']	['MSH2', 'MSH3']
474	REAC	REAC:R-HSA-5689880	Ub-specific processing proteases	0.0001268248689613	True	Ub-specific processing proteases	207	103	8	17376	0.0776699029126213	0.038647342995169	query_1	['REAC:R-HSA-5688426']	['DDB2', 'WDR48', 'WDR20', 'USP12', 'AR', 'USP24', 'POLB', 'TP53']
475	REAC	REAC:R-HSA-73930	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	0.0001302144169533	True	Abasic sugar-phosphate removal via the single-nucleotide replacement pathway	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-110381']	['APEX1', 'POLB']
476	REAC	REAC:R-HSA-5632987	Defective Mismatch Repair Associated With PMS2	0.0001302144169533	True	Defective Mismatch Repair Associated With PMS2	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
477	REAC	REAC:R-HSA-5632968	Defective Mismatch Repair Associated With MSH6	0.0001302144169533	True	Defective Mismatch Repair Associated With MSH6	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH6']
478	REAC	REAC:R-HSA-5632927	Defective Mismatch Repair Associated With MSH3	0.0001302144169533	True	Defective Mismatch Repair Associated With MSH3	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3']
479	REAC	REAC:R-HSA-5545483	Defective Mismatch Repair Associated With MLH1	0.0001302144169533	True	Defective Mismatch Repair Associated With MLH1	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-5423599']	['MLH1', 'PMS2']
480	REAC	REAC:R-HSA-9663199	Defective DNA double strand break response due to BRCA1 loss of function	0.0001302144169533	True	Defective DNA double strand break response due to BRCA1 loss of function	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
481	REAC	REAC:R-HSA-9699150	Defective DNA double strand break response due to BARD1 loss of function	0.0001302144169533	True	Defective DNA double strand break response due to BARD1 loss of function	2	103	2	17376	0.0194174757281553	1.0	query_1	['REAC:R-HSA-9675136']	['BRCA1', 'BARD1']
482	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.0001309072109116	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1931	103	27	17376	0.2621359223300971	0.0139823925427239	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'DDB1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'ERCC6', 'APEX1', 'PRIM2', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'COPS5', 'TP53', 'PNKP']
483	GO:BP	GO:0098813	nuclear chromosome segregation	0.0001450518425129	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	313	103	10	17376	0.0970873786407767	0.0319488817891373	query_1	['GO:0007059']	['CUL3', 'BRIP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'KAT5', 'RMI2', 'RMI1']
484	GO:BP	GO:0002443	leukocyte mediated immunity	0.0001450571832706	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	383	103	11	17376	0.1067961165048543	0.0287206266318537	query_1	['GO:0002252']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
485	GO:BP	GO:0009790	embryo development	0.0001522028227128	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	103	19	17376	0.1844660194174757	0.0175438596491228	query_1	['GO:0007275']	['RBBP8', 'CUL3', 'HUS1', 'AKT1', 'NBN', 'MSH2', 'WDR48', 'LIG4', 'BRCA2', 'AR', 'ERCC1', 'ATM', 'BRCA1', 'PRKDC', 'KAT5', 'POLB', 'TP53', 'CUL4A', 'POLE']
486	GO:BP	GO:0045830	positive regulation of isotype switching	0.0001578122399169	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching."" [GOC:go_curators]"	27	103	4	17376	0.0388349514563106	0.1481481481481481	query_1	['GO:0002639', 'GO:0002891', 'GO:0045190', 'GO:0045191', 'GO:0045911', 'GO:0050871', 'GO:0051094']	['MSH2', 'TP53BP1', 'PAXIP1', 'MLH1']
487	REAC	REAC:R-HSA-3371511	HSF1 activation	0.0001588990018268	True	HSF1 activation	12	103	3	17376	0.029126213592233	0.25	query_1	['REAC:R-HSA-3371556']	['RPA2', 'RPA3', 'RPA1']
488	GO:BP	GO:0030163	protein catabolic process	0.0001662310078111	True	"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]"	992	103	18	17376	0.174757281553398	0.0181451612903225	query_1	['GO:0009057', 'GO:0019538', 'GO:1901565']	['CUL3', 'USP45', 'AKT1', 'CUL4B', 'USP1', 'DDB1', 'RBX1', 'USP12', 'USP24', 'ATM', 'USP46', 'CDK2', 'ERCC8', 'KAT5', 'BARD1', 'CUL1', 'CUL4A', 'RNF8']
489	GO:BP	GO:0001701	in utero embryonic development	0.0001732480745281	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	103	11	17376	0.1067961165048543	0.0281329923273657	query_1	['GO:0043009']	['RBBP8', 'CUL3', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'BRCA2', 'AR', 'POLB', 'TP53', 'CUL4A']
490	REAC	REAC:R-HSA-3371453	Regulation of HSF1-mediated heat shock response	0.000176348133463	True	Regulation of HSF1-mediated heat shock response	67	103	5	17376	0.0485436893203883	0.0746268656716417	query_1	['REAC:R-HSA-3371556']	['RPA2', 'ATR', 'RPA3', 'RPA1', 'ATM']
491	GO:CC	GO:0000785	chromatin	0.0001838090810056	True	"""The ordered and organized complex of DNA, protein, and sometimes RNA, that forms the chromosome."" [GOC:elh, PMID:20404130]"	1278	103	20	17376	0.1941747572815534	0.0156494522691705	query_1	['GO:0005694', 'GO:0110165']	['FANCI', 'RAD51AP1', 'H2AX', 'RPA2', 'POLE4', 'POLA1', 'PCNA', 'AR', 'PARP1', 'APTX', 'FANCD2', 'POLE3', 'RAD51', 'ERCC6', 'CHRAC1', 'XRCC1', 'KAT5', 'COPS5', 'TP53', 'MSH6']
492	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	0.0001867362331071	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1856	103	26	17376	0.2524271844660194	0.0140086206896551	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'ERCC6', 'APEX1', 'PRIM2', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'COPS5', 'TP53', 'PNKP']
493	GO:BP	GO:0048304	positive regulation of isotype switching to IgG isotypes	0.0001972849506831	True	"""Any process that activates or increases the frequency, rate or extent of isotype switching to IgG isotypes."" [GOC:jid]"	10	103	3	17376	0.029126213592233	0.3	query_1	['GO:0045830', 'GO:0048291', 'GO:0048302']	['MSH2', 'PAXIP1', 'MLH1']
494	GO:BP	GO:0006283	transcription-coupled nucleotide-excision repair	0.0001972849506831	True	"""The nucleotide-excision repair process that carries out preferential repair of DNA lesions on the actively transcribed strand of the DNA duplex. In addition, the transcription-coupled nucleotide-excision repair pathway is required for the recognition and repair of a small subset of lesions that are not recognized by the global genome nucleotide excision repair pathway."" [PMID:10197977, PMID:11900249]"	10	103	3	17376	0.029126213592233	0.3	query_1	['GO:0006289']	['ERCC6', 'ERCC5', 'ERCC8']
495	GO:BP	GO:0031848	protection from non-homologous end joining at telomere	0.0001972849506831	True	"""A process that prevents non-homologous end joining at telomere, thereby ensuring that telomeres do not fuse."" [GOC:mah]"	10	103	3	17376	0.029126213592233	0.3	query_1	['GO:0016233', 'GO:0043247']	['ERCC1', 'ERCC4', 'XRCC1']
496	GO:BP	GO:0051351	positive regulation of ligase activity	0.0001972849506831	True	"""Any process that activates or increases the frequency, rate or extent of ligase activity, the catalysis of the ligation of two substances with concomitant breaking of a diphosphate linkage, usually in a nucleoside triphosphate."" [GOC:ai]"	10	103	3	17376	0.029126213592233	0.3	query_1	['GO:0043085', 'GO:0051340']	['XRCC4', 'NHEJ1', 'XRCC1']
497	GO:BP	GO:0000002	mitochondrial genome maintenance	0.0002060113683192	True	"""The maintenance of the structure and integrity of the mitochondrial genome; includes replication and segregation of the mitochondrial chromosome."" [GOC:ai, GOC:vw]"	29	103	4	17376	0.0388349514563106	0.1379310344827586	query_1	['GO:0007005']	['LIG3', 'PARP1', 'TOP3A', 'TP53']
498	GO:BP	GO:0009891	positive regulation of biosynthetic process	0.0002080226348669	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1986	103	27	17376	0.2621359223300971	0.0135951661631419	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['AKT1', 'USP1', 'TP53BP1', 'XRCC6', 'HLTF', 'PAXIP1', 'DDB1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'ERCC6', 'APEX1', 'PRIM2', 'CAND1', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'COPS5', 'TP53', 'PNKP']
499	REAC	REAC:R-HSA-6804757	Regulation of TP53 Degradation	0.0002148863795243	True	Regulation of TP53 Degradation	36	103	4	17376	0.0388349514563106	0.1111111111111111	query_1	['REAC:R-HSA-6806003']	['AKT1', 'ATM', 'CDK2', 'TP53']
500	REAC	REAC:R-HSA-9710421	Defective pyroptosis	0.0002148863795243	True	Defective pyroptosis	70	103	5	17376	0.0485436893203883	0.0714285714285714	query_1	['REAC:R-HSA-9645723']	['H2AX', 'POLA1', 'PRIM1', 'PRIM2', 'POLA2']
501	GO:BP	GO:0062197	cellular response to chemical stress	0.0002184523327054	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	103	10	17376	0.0970873786407767	0.0303030303030303	query_1	['GO:0033554', 'GO:0070887']	['AKT1', 'RAD52', 'RBX1', 'PCNA', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'APEX1', 'TP53']
502	REAC	REAC:R-HSA-6806003	Regulation of TP53 Expression and Degradation	0.0002379807094525	True	Regulation of TP53 Expression and Degradation	37	103	4	17376	0.0388349514563106	0.1081081081081081	query_1	['REAC:R-HSA-5633007']	['AKT1', 'ATM', 'CDK2', 'TP53']
503	GO:BP	GO:0035264	multicellular organism growth	0.000243781963812	True	"""The increase in size or mass of an entire multicellular organism, as opposed to cell growth."" [GOC:bf, GOC:curators, GOC:dph, GOC:tb]"	149	103	7	17376	0.0679611650485436	0.046979865771812	query_1	['GO:0032501', 'GO:0048589']	['WDR48', 'AR', 'ERCC1', 'ATM', 'ERCC6', 'RMI1', 'TP53']
504	GO:BP	GO:0008219	cell death	0.0002552425734157	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2010	103	27	17376	0.2621359223300971	0.0134328358208955	query_1	['GO:0009987']	['CUL3', 'AKT1', 'NBN', 'MSH2', 'LIG4', 'MLH1', 'DDB1', 'OGG1', 'BRCA2', 'AR', 'PARP1', 'ATM', 'RAD9A', 'MRE11', 'ERCC6', 'APEX1', 'BRCA1', 'ERCC5', 'PRKDC', 'KAT5', 'COPS5', 'POLB', 'BARD1', 'CUL1', 'TP53', 'CUL4A', 'MSH6']
505	GO:BP	GO:2000780	negative regulation of double-strand break repair	0.0002660283204129	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	31	103	4	17376	0.0388349514563106	0.1290322580645161	query_1	['GO:0006302', 'GO:0045738', 'GO:2000779']	['TP53BP1', 'OGG1', 'ERCC6', 'RMI2']
506	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	0.0002671380858605	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	103	5	17376	0.0485436893203883	0.0806451612903225	query_1	['GO:0002712', 'GO:0016064']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
507	GO:BP	GO:0002712	regulation of B cell mediated immunity	0.0002671380858605	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	103	5	17376	0.0485436893203883	0.0806451612903225	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['MSH2', 'TP53BP1', 'PAXIP1', 'APLF', 'MLH1']
508	GO:BP	GO:0060261	positive regulation of transcription initiation by RNA polymerase II	0.0002671380858605	True	"""Any process that increases the rate, frequency or extent of a process involved in starting transcription from an RNA polymerase II promoter."" [GOC:dph, GOC:tb, GOC:txnOH]"	62	103	5	17376	0.0485436893203883	0.0806451612903225	query_1	['GO:0006367', 'GO:0045944', 'GO:0060260', 'GO:2000144']	['PAXIP1', 'ERCC1', 'ERCC6', 'CAND1', 'TP53']
509	GO:BP	GO:1990426	mitotic recombination-dependent replication fork processing	0.0002732783869589	True	"""Replication fork processing that includes recombination between DNA near the arrested fork and homologous sequences. Proteins involved in homologous recombination are required for replication restart."" [GOC:mah, PMID:23093942]"	2	103	2	17376	0.0194174757281553	1.0	query_1	['GO:0031297', 'GO:1990505']	['BRCA2', 'RAD51']
510	GO:BP	GO:1904882	regulation of telomerase catalytic core complex assembly	0.0002732783869589	True	"""Any process that modulates the frequency, rate or extent of telomerase catalytic core complex assembly."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:rph, GOC:TermGenie, PMID:26586433]"	2	103	2	17376	0.0194174757281553	1.0	query_1	['GO:0043254', 'GO:1904868']	['ATR', 'ATM']
