KID syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1309	GO:BP	GO:0090259	regulation of retinal ganglion cell axon guidance	0.0020677164934275	True	"""Any process that modulates the frequency, rate, or extent of retinal ganglion cell axon guidance, the process in which the migration of an axon growth cone of a retinal ganglion cell (RGC) is directed to its target in the brain in response to a combination of attractive and repulsive cues."" [GOC:tb, GOC:yaf]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0031290', 'GO:1902667']	['VEGFA', 'NRP1']
1310	GO:BP	GO:1901299	negative regulation of hydrogen peroxide-mediated programmed cell death	0.0020677164934275	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of hydrogen peroxide-mediated programmed cell death."" [GOC:BHF, GOC:TermGenie]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0010421', 'GO:0043069', 'GO:1901298', 'GO:1903206']	['MET', 'HGF']
1311	GO:BP	GO:1990349	gap junction-mediated intercellular transport	0.0020677164934275	True	"""The movement of substances between cells via gap junctions. A gap junction is a fine cytoplasmic channel, found in animal cells, that connects the cytoplasm of one cell to that of an adjacent cell, allowing ions and other molecules to pass freely between the two cells."" [GOC:hjd, PMID:14506308, PMID:23261543, Wikipedia:Gap_junction]"	6	102	2	17376	0.0196078431372549	0.3333333333333333	query_1	['GO:0010496']	['GJB6', 'GJB2']
1312	GO:BP	GO:2000379	positive regulation of reactive oxygen species metabolic process	0.0020901043092299	True	"""Any process that activates or increases the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	63	102	4	17376	0.0392156862745098	0.0634920634920634	query_1	['GO:0031325', 'GO:0072593', 'GO:2000377']	['PLCG2', 'GRB2', 'SYK', 'PTK2B']
1313	GO:BP	GO:0021885	forebrain cell migration	0.0020901043092299	True	"""The orderly movement of a cell from one site to another at least one of which is located in the forebrain."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	63	102	4	17376	0.0392156862745098	0.0634920634920634	query_1	['GO:0016477', 'GO:0030900']	['CTNNB1', 'CXCL12', 'CXCR4', 'EGFR']
1314	GO:BP	GO:1905330	regulation of morphogenesis of an epithelium	0.0020901043092299	True	"""Any process that modulates the frequency, rate or extent of morphogenesis of an epithelium."" [GO_REF:0000058, GOC:bhm, GOC:TermGenie, PMID:25745997]"	63	102	4	17376	0.0392156862745098	0.0634920634920634	query_1	['GO:0002009', 'GO:0022603']	['HGF', 'CTNNB1', 'PIK3CD', 'VEGFA']
1315	GO:CC	GO:0005921	gap junction	0.0021069331237534	True	"""A cell-cell junction composed of pannexins or innexins and connexins, two different families of channel-forming proteins."" [GOC:mah, GOC:mtg_muscle, ISBN:0815332181, PMID:22366062, Wikipedia:Gap_junction]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0005911']	['GJB6', 'GJB1', 'GJB2']
1316	GO:CC	GO:0031528	microvillus membrane	0.0021069331237534	True	"""The portion of the plasma membrane surrounding a microvillus."" [GOC:mah]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0005902', 'GO:0031253']	['ITGAV', 'ITGB3', 'CTNNB1']
1317	GO:BP	GO:0070570	regulation of neuron projection regeneration	0.0021182291603527	True	"""Any process that modulates the rate, frequency or extent of neuron projection regeneration, the regrowth of neuronal processes such as axons or dendrites following their loss or damage."" [GOC:mah]"	27	102	3	17376	0.0294117647058823	0.1111111111111111	query_1	['GO:0010975', 'GO:0031102', 'GO:0050793', 'GO:0080135']	['SPP1', 'HGF', 'CERS2']
1318	GO:CC	GO:0015629	actin cytoskeleton	0.0021253794180696	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]"	488	102	10	17376	0.0980392156862745	0.0204918032786885	query_1	['GO:0005856']	['GJB6', 'BCAR1', 'SRC', 'CRK', 'PXN', 'FYN', 'VCL', 'VCAM1', 'PTK2', 'FLT1']
1319	GO:BP	GO:0052547	regulation of peptidase activity	0.0021483520314782	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	395	102	9	17376	0.088235294117647	0.0227848101265822	query_1	['GO:0030162', 'GO:0051336']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'VEGFA', 'SERPINA1', 'VTN', 'LCK']
1320	GO:BP	GO:0044092	negative regulation of molecular function	0.00215039742414	True	"""Any process that stops or reduces the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	971	102	15	17376	0.1470588235294117	0.015447991761071	query_1	['GO:0065009']	['MET', 'PIK3CB', 'ITGAV', 'SRC', 'ITGB3', 'HGF', 'HFE', 'ITGA4', 'LYN', 'APOA1', 'VEGFA', 'SERPINA1', 'VTN', 'CBL', 'SEMA4D']
1321	GO:BP	GO:0043170	macromolecule metabolic process	0.0021744258571031	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8540	102	67	17376	0.6568627450980392	0.0078454332552693	query_1	['GO:0071704']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'PXN', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TNC', 'LCP2', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'GALNT12', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'CD81', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'BLNK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF', 'HPR', 'NANOG']
1322	GO:BP	GO:0021700	developmental maturation	0.0021758527475271	True	"""A developmental process, independent of morphogenetic (shape) change, that is required for an anatomical structure, cell or cellular component to attain its fully functional state."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	315	102	8	17376	0.0784313725490196	0.0253968253968253	query_1	['GO:0032502']	['C3', 'PLXNB1', 'CTNNB1', 'KDR', 'FGG', 'PTK2B', 'VEGFA', 'SEMA4D']
1323	GO:BP	GO:0043200	response to amino acid	0.0021794332912604	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups."" [GOC:ef, GOC:mlg]"	113	102	5	17376	0.0490196078431372	0.0442477876106194	query_1	['GO:0001101', 'GO:0010243', 'GO:1901700']	['FYN', 'LYN', 'EGFR', 'PIK3CA', 'PDGFRA']
1324	GO:BP	GO:0002821	positive regulation of adaptive immune response	0.0021794332912604	True	"""Any process that activates or increases the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	113	102	5	17376	0.0490196078431372	0.0442477876106194	query_1	['GO:0002250', 'GO:0002819', 'GO:0050778']	['C3', 'TFRC', 'FCGR1A', 'CD81', 'HPX']
1325	GO:BP	GO:0009894	regulation of catabolic process	0.0021855928392491	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	973	102	15	17376	0.1470588235294117	0.0154162384378211	query_1	['GO:0009056', 'GO:0019222']	['MET', 'ITGB1', 'PIK3CB', 'ADRA1A', 'PIK3R2', 'HGF', 'HFE', 'FYN', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'PTK2B', 'CD81', 'PTK2']
1326	REAC	REAC:R-HSA-1250342	PI3K events in ERBB4 signaling	0.0021930621325079	True	PI3K events in ERBB4 signaling	8	102	2	17376	0.0196078431372549	0.25	query_1	['REAC:R-HSA-1236394']	['PIK3R1', 'PIK3CA']
1327	REAC	REAC:R-HSA-418886	Netrin mediated repulsion signals	0.0021930621325079	True	Netrin mediated repulsion signals	8	102	2	17376	0.0196078431372549	0.25	query_1	['REAC:R-HSA-373752']	['SRC', 'PTPN11']
1328	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	0.0021930621325079	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	102	2	17376	0.0196078431372549	0.25	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV']
1329	GO:BP	GO:0019731	antibacterial humoral response	0.0021988776922883	True	"""An immune response against bacteria mediated through a body fluid. Examples of this process are the antibacterial humoral responses in Mus musculus and Drosophila melanogaster."" [GOC:go_curators, GOC:mtg_sensu]"	64	102	4	17376	0.0392156862745098	0.0625	query_1	['GO:0019730', 'GO:0042742']	['FGA', 'TF', 'FGB', 'IGHM']
1330	REAC	REAC:R-HSA-199991	Membrane Trafficking	0.002310559052919	True	Membrane Trafficking	617	102	11	17376	0.1078431372549019	0.0178282009724473	query_1	['REAC:R-HSA-5653656']	['GJB6', 'TFRC', 'GJB1', 'GJB2', 'EGFR', 'TF', 'SH3KBP1', 'SH3GL2', 'SERPINA1', 'CBL', 'GOLGA5']
1331	GO:BP	GO:0046883	regulation of hormone secretion	0.0023225430060949	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	243	102	7	17376	0.0686274509803921	0.0288065843621399	query_1	['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']	['SPP1', 'FGA', 'HFE', 'TFR2', 'FGB', 'FGG', 'PTPN11']
1332	GO:BP	GO:0033688	regulation of osteoblast proliferation	0.0023284506548786	True	"""Any process that modulates the frequency, rate or extent of osteoblast proliferation."" [GOC:mah]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0033687', 'GO:0042127']	['PLXNB1', 'ITGAV', 'ITGB3']
1333	GO:BP	GO:0071404	cellular response to low-density lipoprotein particle stimulus	0.0023284506548786	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a low-density lipoprotein particle stimulus."" [GOC:mah]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0055094', 'GO:0071402']	['ITGB1', 'SYK', 'CD81']
1334	GO:BP	GO:0061437	renal system vasculature development	0.0023284506548786	True	"""The process whose specific outcome is the progression of vasculature of the renal system over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0001944', 'GO:0072001']	['ITGB3', 'NRP1', 'PDGFRA']
1335	GO:BP	GO:0061440	kidney vasculature development	0.0023284506548786	True	"""The process whose specific outcome is the progression of the vasculature of the kidney over time, from its formation to the mature structure."" [GOC:dph, GOC:mtg_kidney_jan10, PMID:11891195]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0001822', 'GO:0061437']	['ITGB3', 'NRP1', 'PDGFRA']
1336	GO:BP	GO:0002052	positive regulation of neuroblast proliferation	0.0023284506548786	True	"""Any process that activates or increases the rate of neuroblast proliferation."" [GOC:dph]"	28	102	3	17376	0.0294117647058823	0.1071428571428571	query_1	['GO:0007405', 'GO:0050769', 'GO:1902692', 'GO:2000179']	['ITGB1', 'CTNNB1', 'VEGFA']
1337	GO:BP	GO:0051402	neuron apoptotic process	0.0023651782204975	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	244	102	7	17376	0.0686274509803921	0.0286885245901639	query_1	['GO:0006915', 'GO:0070997']	['VEGFB', 'TGFB3', 'CTNNB1', 'PIK3CA', 'KDR', 'PTK2B', 'NRP1']
1338	REAC	REAC:R-HSA-190861	Gap junction assembly	0.0023998601129799	True	Gap junction assembly	34	102	3	17376	0.0294117647058823	0.088235294117647	query_1	['REAC:R-HSA-190828']	['GJB6', 'GJB1', 'GJB2']
1339	GO:BP	GO:0014823	response to activity	0.0024467459863006	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an activity stimulus."" [GOC:mtg_muscle]"	66	102	4	17376	0.0392156862745098	0.0606060606060606	query_1	['GO:0050896']	['ITGB3', 'CXCR4', 'PIK3CA', 'CBL']
1340	GO:BP	GO:0006911	phagocytosis, engulfment	0.0024467459863006	True	"""The internalization of bacteria, immune complexes and other particulate matter or of an apoptotic cell by phagocytosis, including the membrane and cytoskeletal processes required, which involves one of three mechanisms: zippering of pseudopods around a target via repeated receptor-ligand interactions, sinking of the target directly into plasma membrane of the phagocytosing cell, or induced uptake via an enhanced membrane ruffling of the phagocytosing cell similar to macropinocytosis."" [GOC:curators, ISBN:0781735149]"	66	102	4	17376	0.0392156862745098	0.0606060606060606	query_1	['GO:0006909', 'GO:0099024']	['C3', 'PLCG2', 'FCGR1A', 'IGHM']
1341	GO:BP	GO:0001885	endothelial cell development	0.0024467459863006	True	"""The progression of an endothelial cell over time, from its formation to the mature structure."" [GOC:dph]"	66	102	4	17376	0.0392156862745098	0.0606060606060606	query_1	['GO:0002064', 'GO:0045446']	['MET', 'RAPGEF1', 'VCL', 'VEGFA']
1342	REAC	REAC:R-HSA-1483257	Phospholipid metabolism	0.0024966739833343	True	Phospholipid metabolism	197	102	6	17376	0.0588235294117647	0.0304568527918781	query_1	['REAC:R-HSA-556833']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
1343	GO:BP	GO:0002698	negative regulation of immune effector process	0.0025200920596703	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immune effector process."" [GOC:add]"	117	102	5	17376	0.0490196078431372	0.0427350427350427	query_1	['GO:0002252', 'GO:0002683', 'GO:0002697']	['TGFB3', 'CRK', 'HFE', 'APOA1', 'CR2']
1344	GO:BP	GO:0060562	epithelial tube morphogenesis	0.0025231626952595	True	"""The process in which the anatomical structures of a tube are generated and organized from an epithelium. Epithelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:dph]"	323	102	8	17376	0.0784313725490196	0.0247678018575851	query_1	['GO:0002009', 'GO:0035239']	['MET', 'SRC', 'CTNNB1', 'PIK3CD', 'CXCR4', 'KDR', 'VEGFA', 'NRP1']
1345	GO:BP	GO:0051491	positive regulation of filopodium assembly	0.0025572644160205	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	29	102	3	17376	0.0294117647058823	0.1034482758620689	query_1	['GO:0046847', 'GO:0051489', 'GO:0120034']	['TGFB3', 'PIK3R1', 'NRP1']
1346	GO:BP	GO:0007202	activation of phospholipase C activity	0.0025572644160205	True	"""The initiation of the activity of the inactive enzyme phospolipase C as the result of The series of molecular signals generated as a consequence of a G protein-coupled receptor binding to its physiological ligand."" [GOC:dph, GOC:mah, GOC:tb, PMID:8280098]"	29	102	3	17376	0.0294117647058823	0.1034482758620689	query_1	['GO:0010863']	['ADRA1A', 'ITK', 'EGFR']
1347	GO:BP	GO:0055094	response to lipoprotein particle	0.0025572644160205	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipoprotein particle stimulus."" [GOC:BHF, GOC:rl]"	29	102	3	17376	0.0294117647058823	0.1034482758620689	query_1	['GO:0009719', 'GO:0010243']	['ITGB1', 'SYK', 'CD81']
1348	GO:BP	GO:0032369	negative regulation of lipid transport	0.0025572644160205	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	29	102	3	17376	0.0294117647058823	0.1034482758620689	query_1	['GO:0006869', 'GO:0032368', 'GO:0051051', 'GO:1905953']	['ITGAV', 'ITGB3', 'PTPN11']
1349	GO:BP	GO:0021602	cranial nerve morphogenesis	0.0025572644160205	True	"""The process in which the anatomical structure of the cranial nerves are generated and organized. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	29	102	3	17376	0.0294117647058823	0.1034482758620689	query_1	['GO:0009653', 'GO:0021545']	['NRP2', 'NRP1', 'PLXNA1']
1350	GO:BP	GO:0031100	animal organ regeneration	0.0025694840082044	True	"""The regrowth of a lost or destroyed animal organ."" [GOC:mah]"	67	102	4	17376	0.0392156862745098	0.0597014925373134	query_1	['GO:0031099', 'GO:0048513']	['HGF', 'CXCL12', 'VTN', 'PGF']
1351	GO:BP	GO:0071887	leukocyte apoptotic process	0.0025982936617572	True	"""Any apoptotic process in a leukocyte, an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	118	102	5	17376	0.0490196078431372	0.0423728813559322	query_1	['GO:0006915']	['PIK3CB', 'PIK3CD', 'CXCL12', 'LYN', 'CRKL']
1352	GO:BP	GO:0030162	regulation of proteolysis	0.0026049213689986	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	683	102	12	17376	0.1176470588235294	0.0175695461200585	query_1	['GO:0006508', 'GO:0051246']	['SRC', 'HGF', 'HFE', 'FYN', 'LYN', 'SYK', 'PTK2B', 'VEGFA', 'SERPINA1', 'VTN', 'PTK2', 'LCK']
1353	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	0.002645739750507	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	496	102	10	17376	0.0980392156862745	0.0201612903225806	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ADRA1A', 'PIK3R2', 'SRC', 'CXCL12', 'LYN', 'ACKR3']
1354	GO:BP	GO:0043065	positive regulation of apoptotic process	0.002645739750507	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	496	102	10	17376	0.0980392156862745	0.0201612903225806	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']	['ITGB1', 'PIK3CB', 'SRC', 'TGFB3', 'CTNNB1', 'PIK3CD', 'ITGA4', 'LYN', 'PLCG1', 'LCK']
1355	REAC	REAC:R-HSA-416482	G alpha (12/13) signalling events	0.0026469162208099	True	G alpha (12/13) signalling events	78	102	4	17376	0.0392156862745098	0.0512820512820512	query_1	['REAC:R-HSA-388396']	['ADRA1A', 'PLXNB1', 'SOS1', 'VAV1']
1356	GO:BP	GO:0008285	negative regulation of cell population proliferation	0.002698924402088	True	"""Any process that stops, prevents or reduces the rate or extent of cell proliferation."" [GOC:go_curators]"	686	102	12	17376	0.1176470588235294	0.0174927113702623	query_1	['GO:0008283', 'GO:0042127', 'GO:0048523']	['GJB6', 'RAPGEF1', 'ADRA1A', 'PLXNB1', 'TGFB3', 'CTNNB1', 'LYN', 'ERBB2', 'CERS2', 'PTK2B', 'ACKR3', 'FLT1']
1357	GO:BP	GO:1903201	regulation of oxidative stress-induced cell death	0.0027014651786408	True	"""Any process that modulates the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie]"	68	102	4	17376	0.0392156862745098	0.0588235294117647	query_1	['GO:0010941', 'GO:0036473', 'GO:1900407']	['MET', 'HGF', 'CTNNB1', 'FYN']
1358	REAC	REAC:R-HSA-8964058	HDL remodeling	0.0027040521949981	True	HDL remodeling	9	102	2	17376	0.0196078431372549	0.2222222222222222	query_1	['REAC:R-HSA-8963899']	['APOA1', 'ALB']
1359	REAC	REAC:R-HSA-9028731	Activated NTRK2 signals through FRS2 and FRS3	0.0027040521949981	True	Activated NTRK2 signals through FRS2 and FRS3	9	102	2	17376	0.0196078431372549	0.2222222222222222	query_1	['REAC:R-HSA-9006115']	['SOS1', 'PTPN11']
1360	REAC	REAC:R-HSA-447041	CHL1 interactions	0.0027040521949981	True	CHL1 interactions	9	102	2	17376	0.0196078431372549	0.2222222222222222	query_1	['REAC:R-HSA-373760']	['ITGB1', 'NRP1']
1361	REAC	REAC:R-HSA-8876493	InlA-mediated entry of Listeria monocytogenes into host cells	0.0027040521949981	True	InlA-mediated entry of Listeria monocytogenes into host cells	9	102	2	17376	0.0196078431372549	0.2222222222222222	query_1	['REAC:R-HSA-8876384']	['SRC', 'CTNNB1']
1362	REAC	REAC:R-HSA-74749	Signal attenuation	0.0027040521949981	True	Signal attenuation	9	102	2	17376	0.0196078431372549	0.2222222222222222	query_1	['REAC:R-HSA-74751']	['SHC1', 'SOS1']
1363	REAC	REAC:R-HSA-212718	EGFR interacts with phospholipase C-gamma	0.0027040521949981	True	EGFR interacts with phospholipase C-gamma	9	102	2	17376	0.0196078431372549	0.2222222222222222	query_1	['REAC:R-HSA-177929']	['EGFR', 'PLCG1']
1364	GO:CC	GO:0044291	cell-cell contact zone	0.0027239709487235	True	"""Extended zone of intimate apposition between two cells containing one or more types of intercellular junctions, e.g., the intercalated disk of muscle."" [NIF_Subcellular:sao1299635018]"	70	102	4	17376	0.0392156862745098	0.0571428571428571	query_1	['GO:0005911']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
1365	GO:BP	GO:0033036	macromolecule localization	0.0027386737006313	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2845	102	30	17376	0.2941176470588235	0.0105448154657293	query_1	['GO:0051179']	['C3', 'ITGB1', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'ITGA4', 'EGFR', 'APOA1', 'TFR2', 'FGB', 'VCL', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CRKL', 'ABCC1', 'CD81', 'NRP1', 'PTPN11']
1366	GO:CC	GO:0002102	podosome	0.0027455152784929	True	"""An actin-rich adhesion structure characterized by formation upon cell substrate contact and localization at the substrate-attached part of the cell, contain an F-actin-rich core surrounded by a ring structure containing proteins such as vinculin and talin, and have a diameter of 0.5 mm."" [PMID:12837608, PMID:15890982]"	31	102	3	17376	0.0294117647058823	0.0967741935483871	query_1	['GO:0015629', 'GO:0043232']	['SRC', 'VCL', 'VCAM1']
1367	GO:CC	GO:0045211	postsynaptic membrane	0.0027455152784929	True	"""A specialized area of membrane facing the presynaptic membrane on the tip of the nerve ending and separated from it by a minute cleft (the synaptic cleft). Neurotransmitters cross the synaptic cleft and transmit the signal to the postsynaptic membrane."" [ISBN:0198506732]"	256	102	7	17376	0.0686274509803921	0.02734375	query_1	['GO:0097060', 'GO:0098794']	['ADRA1A', 'ITGB3', 'CTNNB1', 'ITGA5', 'NRP2', 'CRKL', 'NRP1']
1368	GO:BP	GO:0060638	mesenchymal-epithelial cell signaling	0.0027515924117764	True	"""Any process that mediates the transfer of information from a mesenchymal cell to an epithelial cell where it is received and interpreted."" [GOC:dph]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0007267']	['HGF', 'TNC']
1369	GO:BP	GO:0060600	dichotomous subdivision of an epithelial terminal unit	0.0027515924117764	True	"""The process in which an epithelial cord, rod or tube bifurcates at its end."" [GOC:dph]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0002009', 'GO:0061138']	['NRP1', 'PLXNA1']
1370	GO:BP	GO:0035995	detection of muscle stretch	0.0027515924117764	True	"""The series of events by which a muscle stretch stimulus is received by a cell and converted into a molecular signal."" [PMID:14583192]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0035994', 'GO:0050982']	['CTNNB1', 'PTK2']
1371	GO:BP	GO:0035754	B cell chemotaxis	0.0027515924117764	True	"""The directed movement of a B cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [CL:0000236, GOC:BHF]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0048247']	['PIK3CD', 'PTK2B']
1372	GO:BP	GO:0034756	regulation of iron ion transport	0.0027515924117764	True	"""Any process that modulates the frequency, rate or extent of the directed movement of iron ions (Fe) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0006826', 'GO:0010959']	['HFE', 'TF']
1373	GO:BP	GO:0033029	regulation of neutrophil apoptotic process	0.0027515924117764	True	"""Any process that modulates the frequency, rate, or extent of neutrophil apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0001781', 'GO:0002682', 'GO:0033032', 'GO:2000106']	['PIK3CB', 'PIK3CD']
1374	GO:BP	GO:0038146	chemokine (C-X-C motif) ligand 12 signaling pathway	0.0027515924117764	True	"""The series of molecular signals initiated by the binding of the chemokine CXCL12 to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:nhn, GOC:signaling, Wikipedia:Stromal_cell-derived_factor-1]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0070098']	['CXCL12', 'CXCR4']
1375	GO:BP	GO:0001878	response to yeast	0.0027515924117764	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a yeast species."" [PMID:14707091]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0009620']	['CRK', 'PLCG2']
1376	GO:BP	GO:0035790	platelet-derived growth factor receptor-alpha signaling pathway	0.0027515924117764	True	"""The series of molecular signals initiated a ligand binding to an alpha-type platelet-derived growth factor receptor (PDGFalpha) on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:yaf, PMID:10372961]"	7	102	2	17376	0.0196078431372549	0.2857142857142857	query_1	['GO:0048008']	['CBL', 'PDGFRA']
1377	GO:BP	GO:0009581	detection of external stimulus	0.0027595336953748	True	"""The series of events in which an external stimulus is received by a cell and converted into a molecular signal."" [GOC:hb]"	120	102	5	17376	0.0490196078431372	0.0416666666666666	query_1	['GO:0009605', 'GO:0051606']	['CTNNB1', 'FYN', 'CXCL12', 'CXCR4', 'PTK2']
1378	GO:BP	GO:0060325	face morphogenesis	0.0027662383644012	True	"""The process in which the anatomical structures of the face are generated and organized. The face is the ventral division of the head."" [GOC:dph]"	30	102	3	17376	0.0294117647058823	0.1	query_1	['GO:0009653', 'GO:0060323', 'GO:0060324']	['TGFB3', 'PTPN11', 'PDGFRA']
