Hutchinson-Gilford progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
162	GO:BP	GO:1901990	regulation of mitotic cell cycle phase transition	4.158008854943845e-08	True	"""Any process that modulates the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	331	101	15	15719	0.1485148514851485	0.0453172205438066	query_1	['GO:0007346', 'GO:0044772', 'GO:1901987']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'RPA2', 'BLM', 'ATM', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
163	GO:BP	GO:0032205	negative regulation of telomere maintenance	4.4372153366241166e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]"	37	101	7	15719	0.0693069306930693	0.1891891891891892	query_1	['GO:0000723', 'GO:0032204', 'GO:0051053', 'GO:2001251']	['NBN', 'RAD50', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'XRCC1']
47	GO:CC	GO:0016605	PML body	6.157688321048101e-08	True	"""A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection."" [GOC:ma, PMID:10944585]"	101	102	9	16420	0.088235294117647	0.0891089108910891	query_1	['GO:0016604']	['NBN', 'RPA2', 'ATR', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'TP53']
164	GO:BP	GO:0002285	lymphocyte activation involved in immune response	7.369329610834389e-08	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	199	101	12	15719	0.1188118811881188	0.0603015075376884	query_1	['GO:0002366', 'GO:0046649']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
165	GO:BP	GO:0034644	cellular response to UV	7.369329610834389e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	89	101	9	15719	0.0891089108910891	0.1011235955056179	query_1	['GO:0009411', 'GO:0071482']	['XPA', 'POLD3', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'TP53']
166	GO:BP	GO:0045910	negative regulation of DNA recombination	9.317852751748262e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of DNA recombination."" [GOC:go_curators]"	41	101	7	15719	0.0693069306930693	0.1707317073170731	query_1	['GO:0000018', 'GO:0006310', 'GO:0051053']	['MSH2', 'TP53BP1', 'MLH1', 'MSH3', 'BLM', 'RMI2', 'MSH6']
167	GO:BP	GO:0051095	regulation of helicase activity	1.0188688067247537e-07	True	"""Any process that modulates the frequency, rate or extent of helicase activity."" [GOC:ai]"	12	101	5	15719	0.0495049504950495	0.4166666666666667	query_1	['GO:0043462', 'GO:0050790']	['MSH2', 'MSH3', 'MCM2', 'TP53', 'MSH6']
171	GO:BP	GO:1902292	cell cycle DNA replication initiation	1.049660680181723e-07	True	"""Any DNA replication initiation that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	5	101	4	15719	0.0396039603960396	0.8	query_1	['GO:0006270', 'GO:0022402', 'GO:0044786']	['POLA1', 'MCM4', 'MCM2', 'MCM3']
170	GO:BP	GO:0006297	nucleotide-excision repair, DNA gap filling	1.049660680181723e-07	True	"""Repair of the gap in the DNA helix by DNA polymerase and DNA ligase after the portion of the strand containing the lesion has been removed by pyrimidine-dimer repair enzymes."" [ISBN:0815316194]"	5	101	4	15719	0.0396039603960396	0.8	query_1	['GO:0006259', 'GO:0006289']	['POLD3', 'LIG4', 'POLD1', 'POLE']
169	GO:BP	GO:1902315	nuclear cell cycle DNA replication initiation	1.049660680181723e-07	True	"""Any DNA replication initiation that is involved in nuclear cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	5	101	4	15719	0.0396039603960396	0.8	query_1	['GO:0033260', 'GO:1902292']	['POLA1', 'MCM4', 'MCM2', 'MCM3']
168	GO:BP	GO:1902975	mitotic DNA replication initiation	1.049660680181723e-07	True	"""Any DNA replication initiation involved in mitotic cell cycle DNA replication."" [GO_REF:0000060, GOC:TermGenie]"	5	101	4	15719	0.0396039603960396	0.8	query_1	['GO:1902315', 'GO:1902969', 'GO:1903047']	['POLA1', 'MCM4', 'MCM2', 'MCM3']
172	GO:BP	GO:0080090	regulation of primary metabolic process	1.085929546445732e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism involving those compounds formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [PMID:19211694]"	5409	101	63	15719	0.6237623762376238	0.0116472545757071	query_1	['GO:0019222', 'GO:0044238']	['RBBP8', 'MCM6', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'MCM4', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'RMI2', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'RNF8', 'MSH6', 'CDX1']
48	GO:CC	GO:0005730	nucleolus	1.1305483492223049e-07	True	"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]"	978	102	23	16420	0.2254901960784313	0.0235173824130879	query_1	['GO:0031981', 'GO:0043232']	['HUS1', 'NBN', 'XRCC6', 'HLTF', 'FEN1', 'POLA1', 'MCM10', 'PARP1', 'XRCC5', 'NHEJ1', 'APTX', 'FANCD2', 'BLM', 'ATM', 'APEX1', 'VRK1', 'HUS1B', 'PRKDC', 'XRCC1', 'KAT5', 'WRN', 'TP53', 'PNKP']
173	GO:BP	GO:0019985	translesion synthesis	1.2618744715983458e-07	True	"""The replication of damaged DNA by synthesis across a lesion in the template strand; a specialized DNA polymerase or replication complex inserts a defined nucleotide across from the lesion which allows DNA synthesis to continue beyond the lesion. This process can be mutagenic depending on the damaged nucleotide and the inserted nucleotide."" [GOC:elh, GOC:vw, PMID:10535901]"	25	101	6	15719	0.0594059405940594	0.24	query_1	['GO:0000731', 'GO:0006301']	['USP1', 'POLD3', 'PCNA', 'POLD1', 'POLE2', 'POLD2']
174	GO:BP	GO:0090398	cellular senescence	1.502765919506496e-07	True	"""A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."" [GOC:BHF, PMID:28682291]"	97	101	9	15719	0.0891089108910891	0.0927835051546391	query_1	['GO:0033554', 'GO:0044237']	['LMNA', 'ZMPSTE24', 'H2AX', 'BRCA2', 'ATM', 'CDK2', 'KAT5', 'WRN', 'TP53']
175	GO:BP	GO:0060255	regulation of macromolecule metabolic process	1.5996519703903272e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5751	101	65	15719	0.6435643564356436	0.0113023821944009	query_1	['GO:0019222', 'GO:0043170']	['RBBP8', 'MCM6', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'MCM4', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'RMI2', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'RNF8', 'MSH6', 'CDX1']
176	GO:BP	GO:0032206	positive regulation of telomere maintenance	1.903563580638385e-07	True	"""Any process that activates or increases the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]"	70	101	8	15719	0.0792079207920792	0.1142857142857142	query_1	['GO:0000723', 'GO:0032204', 'GO:0051054', 'GO:2001252']	['NBN', 'RAD50', 'ATR', 'XRCC5', 'ERCC1', 'ATM', 'MRE11', 'PNKP']
91	REAC	REAC:R-HSA-3108232	SUMO E3 ligases SUMOylate target proteins	2.147317402268993e-07	True	SUMO E3 ligases SUMOylate target proteins	170	94	12	10022	0.1276595744680851	0.0705882352941176	query_1	['REAC:R-HSA-2990846']	['TP53BP1', 'RAD52', 'MDC1', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN', 'TP53']
92	REAC	REAC:R-HSA-2990846	SUMOylation	2.928984964171423e-07	True	SUMOylation	175	94	12	10022	0.1276595744680851	0.0685714285714285	query_1	['REAC:R-HSA-597592']	['TP53BP1', 'RAD52', 'MDC1', 'PCNA', 'AR', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN', 'TP53']
178	GO:BP	GO:0043570	maintenance of DNA repeat elements	2.994171120036693e-07	True	"""Any process involved in sustaining the fidelity and copy number of DNA repeat elements."" [GOC:jl]"	6	101	4	15719	0.0396039603960396	0.6666666666666666	query_1	['GO:0006259', 'GO:0051276']	['MSH2', 'ZMPSTE24', 'MSH3', 'RMI2']
179	GO:BP	GO:0071139	resolution of recombination intermediates	2.994171120036693e-07	True	"""The cleavage and rejoining of intermediates, such as Holliday junctions, formed during DNA recombination to produce two intact molecules in which genetic material has been exchanged."" [GOC:elh, GOC:mah, GOC:vw]"	6	101	4	15719	0.0396039603960396	0.6666666666666666	query_1	['GO:0006259', 'GO:0006310']	['BLM', 'TOP3A', 'RMI2', 'RMI1']
177	GO:BP	GO:0006269	DNA replication, synthesis of RNA primer	2.994171120036693e-07	True	"""The synthesis of a short RNA polymer, usually 4-15 nucleotides long, using one strand of unwound DNA as a template; the RNA then serves as a primer from which DNA polymerases extend synthesis."" [PMID:11395402]"	6	101	4	15719	0.0396039603960396	0.6666666666666666	query_1	['GO:0006261', 'GO:0032774']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
180	GO:BP	GO:0044772	mitotic cell cycle phase transition	3.139436169823583e-07	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	448	101	16	15719	0.1584158415841584	0.0357142857142857	query_1	['GO:0044770', 'GO:1903047']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'RPA2', 'BLM', 'ATM', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'POLE']
181	GO:BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator	3.5825391441111573e-07	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:go_curators]"	76	101	8	15719	0.0792079207920792	0.1052631578947368	query_1	['GO:0042770', 'GO:0072331']	['NBN', 'ZMPSTE24', 'PAXIP1', 'BRCA2', 'ATR', 'ATM', 'KAT5', 'TP53']
93	REAC	REAC:R-HSA-5696395	Formation of Incision Complex in GG-NER	4.7611509623725525e-07	True	Formation of Incision Complex in GG-NER	43	94	7	10022	0.0744680851063829	0.1627906976744186	query_1	['REAC:R-HSA-5696399']	['XPA', 'RPA2', 'RPA3', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4']
182	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	4.815069837473004e-07	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3709	101	49	15719	0.4851485148514851	0.0132111081153949	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8', 'CDX1']
183	GO:BP	GO:0090399	replicative senescence	5.02698502238846e-07	True	"""A cell aging process associated with the dismantling of a cell as a response to telomere shortening and/or cellular aging."" [GOC:BHF]"	16	101	5	15719	0.0495049504950495	0.3125	query_1	['GO:0044237']	['ATR', 'ERCC1', 'ATM', 'WRN', 'TP53']
184	GO:BP	GO:0071482	cellular response to light stimulus	7.390875826339096e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:mah]"	117	101	9	15719	0.0891089108910891	0.0769230769230769	query_1	['GO:0009416', 'GO:0071478']	['XPA', 'POLD3', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'TP53']
185	GO:BP	GO:0018130	heterocycle biosynthetic process	8.574264261356325e-07	True	"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]"	3775	101	49	15719	0.4851485148514851	0.0129801324503311	query_1	['GO:0044249', 'GO:0046483']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8', 'CDX1']
49	GO:CC	GO:0005622	intracellular anatomical structure	9.13640356137955e-07	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	102	101	16420	0.9901960784313726	0.0073711866880747	query_1	['GO:0110165']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
186	GO:BP	GO:0019438	aromatic compound biosynthetic process	9.316962209257926e-07	True	"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	3785	101	49	15719	0.4851485148514851	0.0129458388375165	query_1	['GO:0006725', 'GO:0044249']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8', 'CDX1']
50	GO:CC	GO:0000110	nucleotide-excision repair factor 1 complex	1.0363765362928438e-06	True	"""One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and endodeoxynuclease activities. In S. cerevisiae, it is composed of Rad1p, Rad10p, and Rad14p; in human the subunits are ERCC4/XPF, ERCC1 and XPA, respectively."" [PMID:10915862]"	3	102	3	16420	0.0294117647058823	1.0	query_1	['GO:0000109']	['XPA', 'ERCC1', 'ERCC4']
51	GO:CC	GO:0032807	DNA ligase IV complex	1.0363765362928438e-06	True	"""A eukaryotically conserved protein complex that contains DNA ligase IV and is involved in DNA repair by non-homologous end joining; in addition to the ligase, the complex also contains XRCC4 or a homolog, e.g. Saccharomyces Lif1p."" [PMID:16314503]"	3	102	3	16420	0.0294117647058823	1.0	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'NHEJ1']
52	GO:CC	GO:0043073	germ cell nucleus	1.0363765362928438e-06	True	"""The nucleus of a germ cell, a reproductive cell in multicellular organisms."" [CL:0000586, GOC:go_curators]"	69	102	7	16420	0.0686274509803921	0.1014492753623188	query_1	['GO:0005634']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2', 'TP53']
94	REAC	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	1.2250484147559055e-06	True	SUMOylation of DNA damage response and repair proteins	72	94	8	10022	0.0851063829787234	0.1111111111111111	query_1	['REAC:R-HSA-3108232']	['RAD52', 'MDC1', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN']
187	GO:BP	GO:0008340	determination of adult lifespan	1.2898744907453754e-06	True	"""The pathways that regulate the duration of the adult phase of the life-cycle of an animal."" [PMID:25561524, PMID:273723695, PMID:3424805]"	19	101	5	15719	0.0495049504950495	0.2631578947368421	query_1	['GO:0032501']	['MSH2', 'ZMPSTE24', 'ATM', 'TP53', 'MSH6']
188	GO:BP	GO:0070192	chromosome organization involved in meiotic cell cycle	2.0166074657794107e-06	True	"""A process of chromosome organization that is involved in a meiotic cell cycle."" [GOC:mah]"	64	101	7	15719	0.0693069306930693	0.109375	query_1	['GO:0051276', 'GO:1903046']	['BRIP1', 'RAD50', 'MLH1', 'FANCD2', 'ATM', 'MRE11', 'RAD51']
189	GO:BP	GO:0032201	telomere maintenance via semi-conservative replication	2.34228699906565e-06	True	"""The process in which telomeric DNA is synthesized semi-conservatively by the conventional replication machinery and telomeric accessory factors as part of cell cycle DNA replication."" [GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:vw, PMID:16598261]"	9	101	4	15719	0.0396039603960396	0.4444444444444444	query_1	['GO:0000723', 'GO:0022402', 'GO:0033260']	['FEN1', 'PCNA', 'BLM', 'WRN']
190	GO:BP	GO:2001251	negative regulation of chromosome organization	2.34228699906565e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome organization."" [GOC:obol]"	97	101	8	15719	0.0792079207920792	0.0824742268041237	query_1	['GO:0010639', 'GO:0033044', 'GO:0051276']	['NBN', 'RAD50', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'MCM2', 'XRCC1']
95	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	2.5045104886382315e-06	True	DNA Damage/Telomere Stress Induced Senescence	79	94	8	10022	0.0851063829787234	0.1012658227848101	query_1	['REAC:R-HSA-2559583']	['NBN', 'RAD50', 'H2AX', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53']
96	REAC	REAC:R-HSA-5632928	Defective Mismatch Repair Associated With MSH2	2.957931836384937e-06	True	Defective Mismatch Repair Associated With MSH2	3	94	3	10022	0.0319148936170212	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3', 'MSH6']
191	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	2.9606160020701503e-06	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3923	101	49	15719	0.4851485148514851	0.012490440989039	query_1	['GO:1901360', 'GO:1901576']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'RNF8', 'CDX1']
194	GO:BP	GO:0061819	telomeric DNA-containing double minutes formation	2.984272965107006e-06	True	"""A telomere maintenance process that results in the formation of small fragments of circular extrachromosomal DNA elements which contain telomeric DNA. It is speculated that telomeric DNA-containing double minutes are formed through a recombination event between the telomere and chromosome-internal TTAGGG-like sequences. Telomeric DNA-containing double minutes appear as two closely positioned dots in metaphase."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:14690602, PMID:2397458]"	3	101	3	15719	0.0297029702970297	1.0	query_1	['GO:0000722']	['ERCC1', 'ERCC4', 'XRCC1']
193	GO:BP	GO:1905765	negative regulation of protection from non-homologous end joining at telomere	2.984272965107006e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	101	3	15719	0.0297029702970297	1.0	query_1	['GO:0031848', 'GO:1904354', 'GO:1904506', 'GO:1905764']	['ERCC1', 'ERCC4', 'XRCC1']
192	GO:BP	GO:1905764	regulation of protection from non-homologous end joining at telomere	2.984272965107006e-06	True	"""Any process that modulates the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	101	3	15719	0.0297029702970297	1.0	query_1	['GO:0031848', 'GO:1904353', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
196	GO:BP	GO:0007004	telomere maintenance via telomerase	3.273234836803096e-06	True	"""The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase."" [GOC:elh]"	69	101	7	15719	0.0693069306930693	0.1014492753623188	query_1	['GO:0006278', 'GO:0010833']	['RAD50', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'MRE11', 'PNKP']
195	GO:BP	GO:0002366	leukocyte activation involved in immune response	3.273234836803096e-06	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	285	101	12	15719	0.1188118811881188	0.0421052631578947	query_1	['GO:0002263', 'GO:0045321']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
197	GO:BP	GO:0016043	cellular component organization	3.5653592182037337e-06	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	101	64	15719	0.6336633663366337	0.0106012920324664	query_1	['GO:0071840']	['MCM6', 'HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'RAD50', 'MCM7', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'ZMPSTE24', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'WRN', 'EMD', 'RMI2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'BANF1', 'RNF8']
198	GO:BP	GO:0006278	RNA-templated DNA biosynthetic process	3.581563122906109e-06	True	"""A DNA biosynthetic process that uses RNA as a template for RNA-dependent DNA polymerases (e.g. reverse transcriptase) that synthesize the new strand."" [GOC:mah, ISBN:0198506732]"	70	101	7	15719	0.0693069306930693	0.1	query_1	['GO:0071897']	['RAD50', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'MRE11', 'PNKP']
