Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
529	GO:BP	GO:0044087	regulation of cellular component biogenesis	0.0001176772218532	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	917	100	18	15719	0.18	0.0196292257360959	query_1	['GO:0044085', 'GO:0050794']	['REST', 'AMOT', 'CTNNB1', 'RB1', 'SNAI1', 'TBX5', 'SIN3A', 'CHD4', 'SMAD4', 'NOTCH1', 'EP300', 'CDK2', 'KAT2B', 'ESR1', 'CDKN1B', 'TP53', 'SMAD3', 'YAP1']
530	GO:BP	GO:0045621	positive regulation of lymphocyte differentiation	0.0001189462530528	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	128	100	7	15719	0.07	0.0546875	query_1	['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']	['CBFB', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'SMARCC1']
531	GO:BP	GO:0048565	digestive tract development	0.0001189462530528	True	"""The process whose specific outcome is the progression of the digestive tract over time, from its formation to the mature structure. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:go_curators]"	128	100	7	15719	0.07	0.0546875	query_1	['GO:0035295', 'GO:0055123']	['CTNNB1', 'RB1', 'SOX10', 'SMAD2', 'NOTCH1', 'SMAD3', 'YAP1']
532	GO:BP	GO:1901653	cellular response to peptide	0.0001203186303575	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	100	11	15719	0.11	0.0306406685236768	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['AKT1', 'CDK5', 'RB1', 'CCNA2', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'TP53', 'SMARCC1']
533	GO:BP	GO:0045599	negative regulation of fat cell differentiation	0.0001209064132149	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	51	100	5	15719	0.05	0.0980392156862745	query_1	['GO:0045444', 'GO:0045596', 'GO:0045598']	['WWTR1', 'E2F1', 'FOXO1', 'SMAD3', 'YAP1']
150	REAC	REAC:R-HSA-166520	Signaling by NTRKs	0.0001263175021221	True	Signaling by NTRKs	129	96	8	10022	0.0833333333333333	0.0620155038759689	query_1	['REAC:R-HSA-9006934']	['REST', 'CDK5', 'EGR2', 'CHD4', 'NAB2', 'EP300', 'NAB1', 'EGR1']
534	GO:BP	GO:0043587	tongue morphogenesis	0.0001400978165284	True	"""The process in which the anatomical structures of the tongue are generated and organized. The tongue is the movable, muscular organ on the floor of the mouth of most vertebrates, in man other mammals is the principal organ of taste, aids in the prehension of food, in swallowing, and in modifying the voice as in speech."" [GOC:jl, UBERON:0001723]"	9	100	3	15719	0.03	0.3333333333333333	query_1	['GO:0043586', 'GO:0090596']	['CTNNB1', 'HDAC1', 'HDAC2']
535	GO:BP	GO:0003266	regulation of secondary heart field cardioblast proliferation	0.0001400978165284	True	"""Any process that modulates the frequency, rate or extent of cardioblast proliferation in the second heart field. A cardioblast is a cardiac precursor cell. It is a cell that has been committed to a cardiac fate, but will undergo more cell division rather than terminally differentiating. The secondary heart field is the region of the heart that will form the majority of the mesodermal component of the right ventricle, the arterial pole (outflow tract) and the venous pole (inflow tract)."" [GOC:mtg_heart, GOC:rl, PMID:17276708]"	9	100	3	15719	0.03	0.3333333333333333	query_1	['GO:0003264']	['CTNNB1', 'TBX5', 'NOTCH1']
536	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	0.0001475708095327	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	100	6	15719	0.06	0.0674157303370786	query_1	['GO:0007093', 'GO:0031570']	['CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
538	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0001475708095327	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	89	100	6	15719	0.06	0.0674157303370786	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['AKT1', 'WWTR1', 'CDK1', 'CDKN2A', 'SMAD3', 'YAP1']
537	GO:BP	GO:0034644	cellular response to UV	0.0001475708095327	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	89	100	6	15719	0.06	0.0674157303370786	query_1	['GO:0009411', 'GO:0071482']	['CREBBP', 'RBX1', 'CDKN1A', 'EP300', 'TP53', 'KDM1A']
539	GO:BP	GO:0009416	response to light stimulus	0.0001557271984677	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	303	100	10	15719	0.1	0.033003300330033	query_1	['GO:0009314']	['AKT1', 'CREBBP', 'CDK5', 'RBX1', 'CDKN2D', 'CDKN1A', 'EP300', 'TP53', 'KDM1A', 'CCND1']
540	GO:BP	GO:0072080	nephron tubule development	0.000156723147768	True	"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]"	90	100	6	15719	0.06	0.0666666666666666	query_1	['GO:0061326', 'GO:0072009']	['CTNNB1', 'WWTR1', 'SMAD4', 'NOTCH1', 'NOTCH2', 'YAP1']
542	GO:BP	GO:0048585	negative regulation of response to stimulus	0.0001648546379816	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	100	24	15719	0.24	0.0156657963446475	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['AKT1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'SOX10', 'WWTR1', 'SMAD4', 'NOTCH1', 'VGLL4', 'ESR1', 'FOXO1', 'FOXH1', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'CCNC']
541	GO:BP	GO:0031570	DNA integrity checkpoint signaling	0.0001648546379816	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and progresses through signal transduction and ends with cell cycle effector processes."" [GOC:mtg_cell_cycle]"	135	100	7	15719	0.07	0.0518518518518518	query_1	['GO:0000075']	['CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
543	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	0.0001657045672083	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	91	100	6	15719	0.06	0.0659340659340659	query_1	['GO:0042127', 'GO:0061351']	['CTNNB1', 'SOX10', 'NOTCH1', 'FOXO1', 'TP53', 'KDM1A']
544	GO:BP	GO:0009798	axis specification	0.0001657045672083	True	"""The establishment, maintenance and elaboration of a pattern along a line or around a point."" [GOC:dph, GOC:go_curators, GOC:isa_complete]"	91	100	6	15719	0.06	0.0659340659340659	query_1	['GO:0007389']	['WDR77', 'CTNNB1', 'SMAD2', 'SMAD4', 'NOTCH1', 'NOTCH2']
545	GO:BP	GO:0003229	ventricular cardiac muscle tissue development	0.000171373321958	True	"""The process whose specific outcome is the progression of ventricular cardiac muscle over time, from its formation to the mature structure."" [GOC:mtg_heart]"	55	100	5	15719	0.05	0.0909090909090909	query_1	['GO:0048738']	['TBX5', 'SMAD4', 'NOTCH1', 'RBPJ', 'FOXH1']
546	GO:BP	GO:0071456	cellular response to hypoxia	0.000171373321958	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:mah]"	136	100	7	15719	0.07	0.0514705882352941	query_1	['GO:0001666', 'GO:0033554', 'GO:0036294']	['CCNA2', 'NOTCH1', 'RBPJ', 'E2F1', 'CDKN1B', 'EGR1', 'TP53']
151	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	0.0001737946600989	True	Potential therapeutics for SARS	99	96	7	10022	0.0729166666666666	0.0707070707070707	query_1	['REAC:R-HSA-9679506']	['REST', 'HDAC1', 'RBX1', 'CHD4', 'RCOR1', 'HDAC2', 'KDM1A']
547	GO:BP	GO:0030900	forebrain development	0.000175020047515	True	"""The process whose specific outcome is the progression of the forebrain over time, from its formation to the mature structure. The forebrain is the anterior of the three primary divisions of the developing chordate brain or the corresponding part of the adult brain (in vertebrates, includes especially the cerebral hemispheres, the thalamus, and the hypothalamus and especially in higher vertebrates is the main control center for sensory and associative information processing, visceral functions, and voluntary motor functions)."" [http://www2.merriam-webster.com/cgi-bin/mwmednlm?book=Medical&va=forebrain]"	375	100	11	15719	0.11	0.0293333333333333	query_1	['GO:0007420', 'GO:0048856']	['CDK5', 'CTNNB1', 'HDAC1', 'SIN3A', 'NOTCH1', 'POU3F1', 'RBPJ', 'E2F1', 'POU3F2', 'KDM1A', 'CDK6']
548	GO:BP	GO:0035270	endocrine system development	0.0001790151229681	True	"""Progression of the endocrine system over time, from its formation to a mature structure. The endocrine system is a system of hormones and ductless glands, where the glands release hormones directly into the blood, lymph or other intercellular fluid, and the hormones circulate within the body to affect distant organs. The major glands that make up the human endocrine system are the hypothalamus, pituitary, thyroid, parathryoids, adrenals, pineal body, and the reproductive glands which include the ovaries and testes."" [GOC:bf, Wikipedia:Development_of_the_endocrine_system]"	137	100	7	15719	0.07	0.0510948905109489	query_1	['GO:0048731']	['AKT1', 'SMAD2', 'SMAD4', 'RBPJ', 'POU3F2', 'SMAD3', 'CDK6']
549	GO:BP	GO:0001933	negative regulation of protein phosphorylation	0.000180797643987	True	"""Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	309	100	10	15719	0.1	0.0323624595469255	query_1	['GO:0001932', 'GO:0006468', 'GO:0031400', 'GO:0042326']	['CDKN2B', 'AKT1', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B']
550	GO:BP	GO:0009755	hormone-mediated signaling pathway	0.0001821330664461	True	"""The series of molecular signals mediated by the detection of a hormone."" [GOC:sm]"	189	100	8	15719	0.08	0.0423280423280423	query_1	['GO:0007165', 'GO:0032870']	['HDAC1', 'SMARCA4', 'EP300', 'ESR1', 'SKP2', 'FOXH1', 'YAP1', 'KDM1A']
551	GO:BP	GO:0010332	response to gamma radiation	0.0001851382787483	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	100	5	15719	0.05	0.0892857142857142	query_1	['GO:0010212']	['CDKN1A', 'EGR1', 'TP53', 'YAP1', 'KDM1A']
552	GO:BP	GO:0031060	regulation of histone methylation	0.0001851382787483	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of methyl groups to histones."" [GOC:mah]"	56	100	5	15719	0.05	0.0892857142857142	query_1	['GO:0016571', 'GO:0031056']	['CTNNB1', 'SMARCB1', 'SMAD4', 'SNW1', 'KDM1A']
553	GO:BP	GO:0010614	negative regulation of cardiac muscle hypertrophy	0.0001854843297777	True	"""Any process that decreases the rate, frequency or extent of the enlargement or overgrowth of all or part of the heart due to an increase in size (not length) of individual cardiac muscle fibers, without cell division."" [GOC:BHF, GOC:dph, GOC:tb]"	28	100	4	15719	0.04	0.1428571428571428	query_1	['GO:0003300', 'GO:0010611', 'GO:0014741']	['SMAD4', 'NOTCH1', 'FOXO1', 'SMAD3']
554	GO:BP	GO:0003272	endocardial cushion formation	0.0001854843297777	True	"""The developmental process pertaining to the initial formation of an endocardial cushion. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart, PMID:15797462]"	28	100	4	15719	0.04	0.1428571428571428	query_1	['GO:0003203', 'GO:0048646']	['SNAI1', 'SMAD4', 'NOTCH1', 'RBPJ']
555	GO:BP	GO:0002052	positive regulation of neuroblast proliferation	0.0001854843297777	True	"""Any process that activates or increases the rate of neuroblast proliferation."" [GOC:dph]"	28	100	4	15719	0.04	0.1428571428571428	query_1	['GO:0007405', 'GO:0050769', 'GO:1902692', 'GO:2000179']	['CTNNB1', 'SOX10', 'NOTCH1', 'KDM1A']
556	GO:BP	GO:0048729	tissue morphogenesis	0.0001854843297777	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	605	100	14	15719	0.14	0.0231404958677685	query_1	['GO:0009653', 'GO:0009888']	['CTNNB1', 'SNAI1', 'TBX5', 'SOX10', 'TEAD2', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ', 'NOTCH2', 'ESR1', 'FOXH1', 'SMAD3', 'YAP1']
557	GO:BP	GO:0003264	regulation of cardioblast proliferation	0.0001906769551854	True	"""Any process that modulates the frequency, rate or extent of cardioblast proliferation. A cardioblast is a cardiac precursor cell. It is a cell that has been committed to a cardiac fate, but will undergo more cell division rather than terminally differentiating."" [GOC:mtg_heart]"	10	100	3	15719	0.03	0.3	query_1	['GO:0003263', 'GO:2000136']	['CTNNB1', 'TBX5', 'NOTCH1']
558	GO:BP	GO:0003263	cardioblast proliferation	0.0001906769551854	True	"""The multiplication or reproduction of cardioblasts, resulting in the expansion of the population in the heart field. A cardioblast is a cardiac precursor cell. It is a cell that has been committed to a cardiac fate, but will undergo more cell division rather than terminally differentiating."" [GOC:mtg_heart]"	10	100	3	15719	0.03	0.3	query_1	['GO:0060914', 'GO:0061323']	['CTNNB1', 'TBX5', 'NOTCH1']
559	GO:BP	GO:0060525	prostate glandular acinus development	0.0001906769551854	True	"""The progression of a glandular acinus of the prostate gland over time, from its initial formation to the mature structure. The glandular acini are the saclike structures of the gland."" [GOC:dph, PMID:18977204]"	10	100	3	15719	0.03	0.3	query_1	['GO:0003006', 'GO:0030850', 'GO:0048856']	['WDR77', 'NOTCH1', 'ESR1']
561	GO:BP	GO:0055123	digestive system development	0.0001919920709266	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	100	7	15719	0.07	0.0503597122302158	query_1	['GO:0048731']	['CTNNB1', 'RB1', 'SOX10', 'SMAD2', 'NOTCH1', 'SMAD3', 'YAP1']
560	GO:BP	GO:1900180	regulation of protein localization to nucleus	0.0001919920709266	True	"""Any process that modulates the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	139	100	7	15719	0.07	0.0503597122302158	query_1	['GO:0032880', 'GO:0034504']	['AKT1', 'SIN3A', 'WWTR1', 'CDK1', 'CDKN2A', 'SMAD3', 'YAP1']
562	GO:BP	GO:0000075	cell cycle checkpoint signaling	0.0001922099145788	True	"""A signaling process that controls cell cycle progression by monitoring the integrity of specific cell cycle events. A cell cycle checkpoint begins with detection of deficiencies or defects and ends with signal transduction."" [GOC:mtg_cell_cycle]"	191	100	8	15719	0.08	0.0418848167539267	query_1	['GO:0035556', 'GO:1901988']	['CCNB1', 'CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
563	GO:BP	GO:0061326	renal tubule development	0.000192612864101	True	"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]"	94	100	6	15719	0.06	0.0638297872340425	query_1	['GO:0035295', 'GO:0060429', 'GO:0072001']	['CTNNB1', 'WWTR1', 'SMAD4', 'NOTCH1', 'NOTCH2', 'YAP1']
564	GO:BP	GO:0061005	cell differentiation involved in kidney development	0.0001976339528614	True	"""The process in which relatively unspecialized cells acquire specialized structural and/or functional features that characterize the cells of the kidney as it progresses from its formation to the mature state."" [GOC:mtg_kidney_jan10]"	57	100	5	15719	0.05	0.087719298245614	query_1	['GO:0001822', 'GO:0030154']	['CTNNB1', 'WWTR1', 'NOTCH1', 'NOTCH2', 'YAP1']
565	GO:BP	GO:0098813	nuclear chromosome segregation	0.0002014243073907	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	314	100	10	15719	0.1	0.0318471337579617	query_1	['GO:0007059']	['CCNB1', 'CCNE2', 'RB1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
55	GO:CC	GO:0005829	cytosol	0.0002041082725855	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	101	52	16420	0.5148514851485149	0.0099047619047619	query_1	['GO:0005737', 'GO:0110165']	['REST', 'CDKN2B', 'AKT1', 'WDR77', 'CREBBP', 'CDK5', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'CCNE1', 'RBX1', 'CDKN2D', 'TEAD2', 'CDKN1A', 'CCNA2', 'WWTR1', 'SMAD2', 'SKP1', 'SMAD4', 'AMOTL2', 'NOTCH1', 'EP300', 'CCND2', 'PRMT5', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'AMOTL1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TP53', 'SMAD3', 'YAP1', 'CDK6', 'CCND1']
54	GO:CC	GO:0097135	cyclin E2-CDK2 complex	0.0002041082725855	True	"""A protein complex consisting of cyclin E2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	16420	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNE2', 'CDK2']
53	GO:CC	GO:0097128	cyclin D1-CDK4 complex	0.0002041082725855	True	"""A protein complex consisting of cyclin D1 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	16420	0.0198019801980198	1.0	query_1	['GO:0000307']	['CDK4', 'CCND1']
52	GO:CC	GO:0097125	cyclin B1-CDK1 complex	0.0002041082725855	True	"""A protein complex consisting of cyclin B1 and cyclin-dependent kinase 1 (CDK1). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	16420	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNB1', 'CDK1']
51	GO:CC	GO:0000439	transcription factor TFIIH core complex	0.0002041082725855	True	"""The 7 subunit core of TFIIH that is a part of either the general transcription factor holo-TFIIH or the nucleotide-excision repair factor 3 complex. In S. cerevisiae/humans the complex is composed of: Ssl2/XPB, Tfb1/p62, Tfb2/p52, Ssl1/p44, Tfb4/p34, Tfb5/p8 and Rad3/XPD."" [GOC:ew, GOC:krc, PMID:14500720, PMID:17215295, PMID:22308316, PMID:22572993, PMID:23028141, PMID:7813015]"	11	101	3	16420	0.0297029702970297	0.2727272727272727	query_1	['GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
57	GO:CC	GO:0097123	cyclin A1-CDK2 complex	0.0002041082725855	True	"""A protein complex consisting of cyclin A1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	16420	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCNA1', 'CDK2']
56	GO:CC	GO:0097130	cyclin D3-CDK4 complex	0.0002041082725855	True	"""A protein complex consisting of cyclin D3 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	2	101	2	16420	0.0198019801980198	1.0	query_1	['GO:0000307']	['CCND3', 'CDK4']
566	GO:BP	GO:0001889	liver development	0.0002078774064322	True	"""The process whose specific outcome is the progression of the liver over time, from its formation to the mature structure. The liver is an exocrine gland which secretes bile and functions in metabolism of protein and carbohydrate and fat, synthesizes substances involved in the clotting of the blood, synthesizes vitamin A, detoxifies poisonous substances, stores glycogen, and breaks down worn-out erythrocytes."" [GOC:add, ISBN:068340007X]"	141	100	7	15719	0.07	0.0496453900709219	query_1	['GO:0048732', 'GO:0061008']	['CDKN2B', 'SMARCB1', 'NOTCH1', 'PRMT5', 'NOTCH2', 'SMAD3', 'CCND1']
567	GO:BP	GO:0031056	regulation of histone modification	0.0002078774064322	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of a histone."" [GOC:mah]"	141	100	7	15719	0.07	0.0496453900709219	query_1	['GO:0016570', 'GO:0031399']	['CTNNB1', 'SMARCB1', 'SMAD4', 'SNW1', 'KAT2B', 'TP53', 'KDM1A']
568	GO:BP	GO:0030856	regulation of epithelial cell differentiation	0.0002078774064322	True	"""Any process that modulates the frequency, rate or extent of epithelial cell differentiation."" [GOC:mah]"	141	100	7	15719	0.07	0.0496453900709219	query_1	['GO:0030855', 'GO:0045595', 'GO:2000026']	['CDKN2B', 'CTNNB1', 'WWTR1', 'NOTCH1', 'CDKN1B', 'YAP1', 'CCND1']
569	GO:BP	GO:0051569	regulation of histone H3-K4 methylation	0.0002088250063902	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:ai]"	29	100	4	15719	0.04	0.1379310344827586	query_1	['GO:0031060', 'GO:0051568']	['CTNNB1', 'SMAD4', 'SNW1', 'KDM1A']
570	GO:BP	GO:0014044	Schwann cell development	0.0002088250063902	True	"""The process aimed at the progression of a Schwann cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function."" [GOC:dgh, GOC:ef]"	29	100	4	15719	0.04	0.1379310344827586	query_1	['GO:0014037', 'GO:0021782']	['AKT1', 'CDK5', 'POU3F1', 'POU3F2']
571	GO:BP	GO:1902808	positive regulation of cell cycle G1/S phase transition	0.0002125609385726	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	58	100	5	15719	0.05	0.0862068965517241	query_1	['GO:0044843', 'GO:1901989', 'GO:1902806']	['AKT1', 'TFDP1', 'CCND2', 'CCND3', 'CCND1']
573	GO:BP	GO:0072006	nephron development	0.0002156338776018	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	100	7	15719	0.07	0.0492957746478873	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1', 'WWTR1', 'SMAD4', 'NOTCH1', 'NOTCH2', 'EGR1', 'YAP1']
572	GO:BP	GO:0035051	cardiocyte differentiation	0.0002156338776018	True	"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]"	142	100	7	15719	0.07	0.0492957746478873	query_1	['GO:0007507', 'GO:0030154']	['REST', 'MAML1', 'TBX5', 'SMAD4', 'NOTCH1', 'RBPJ', 'CDK1']
574	GO:BP	GO:0010212	response to ionizing radiation	0.0002251712879245	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	100	7	15719	0.07	0.0489510489510489	query_1	['GO:0009314']	['CDKN1A', 'CCND2', 'EGR1', 'TP53', 'YAP1', 'KDM1A', 'CCND1']
575	GO:BP	GO:2000241	regulation of reproductive process	0.0002259486797009	True	"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]"	196	100	8	15719	0.08	0.0408163265306122	query_1	['GO:0022414', 'GO:0050789']	['WDR77', 'CTNNB1', 'SNAI1', 'NOTCH1', 'RBPJ', 'ESR1', 'CDKN1B', 'HDAC2']
152	REAC	REAC:R-HSA-8939902	Regulation of RUNX2 expression and activity	0.0002293153674801	True	Regulation of RUNX2 expression and activity	71	96	6	10022	0.0625	0.0845070422535211	query_1	['REAC:R-HSA-8878166']	['CBFB', 'RBX1', 'SKP1', 'ESR1', 'SKP2', 'CUL1']
577	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	0.0002342339678796	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	144	100	7	15719	0.07	0.0486111111111111	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['CCNB1', 'CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
576	GO:BP	GO:0061008	hepaticobiliary system development	0.0002342339678796	True	"""The progression of the hepaticobiliary system over time, from its formation to the mature structure. The hepaticobiliary system is responsible for metabolic and catabolic processing of small molecules absorbed from the blood or gut, hormones and serum proteins, detoxification, storage of glycogen, triglycerides, metals and lipid soluble vitamins and excretion of bile. Included are the synthesis of albumin, blood coagulation factors, complement, and specific binding proteins."" [GOC:dph]"	144	100	7	15719	0.07	0.0486111111111111	query_1	['GO:0048731']	['CDKN2B', 'SMARCB1', 'NOTCH1', 'PRMT5', 'NOTCH2', 'SMAD3', 'CCND1']
