LMNA-related cardiocutaneous progeria syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
313	GO:BP	GO:0002285	lymphocyte activation involved in immune response	2.3346118710069097e-08	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	199	101	12	17376	0.1188118811881188	0.0603015075376884	query_1	['GO:0002366', 'GO:0046649']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
314	REAC	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	3.1589022248298933e-08	True	SUMOylation of DNA damage response and repair proteins	72	101	8	17376	0.0792079207920792	0.1111111111111111	query_1	['REAC:R-HSA-3108232']	['RAD52', 'MDC1', 'PARP1', 'XRCC4', 'RPA1', 'BLM', 'BRCA1', 'WRN']
315	GO:BP	GO:0034644	cellular response to UV	3.2770282404496824e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:mah]"	90	101	9	17376	0.0891089108910891	0.1	query_1	['GO:0009411', 'GO:0071482']	['XPA', 'POLD3', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'TP53']
316	GO:CC	GO:0016605	PML body	3.3253379416293584e-08	True	"""A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection."" [GOC:ma, PMID:10944585]"	101	101	9	17376	0.0891089108910891	0.0891089108910891	query_1	['GO:0016604']	['NBN', 'RPA2', 'ATR', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'TP53']
317	GO:BP	GO:0045910	negative regulation of DNA recombination	4.48503427816106e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of DNA recombination."" [GOC:go_curators]"	41	101	7	17376	0.0693069306930693	0.1707317073170731	query_1	['GO:0000018', 'GO:0006310', 'GO:0051053']	['MSH2', 'TP53BP1', 'MLH1', 'MSH3', 'BLM', 'RMI2', 'MSH6']
318	GO:BP	GO:0016043	cellular component organization	4.813739224385219e-08	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6030	101	64	17376	0.6336633663366337	0.0106135986733001	query_1	['GO:0071840']	['MCM6', 'HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'RAD50', 'MCM7', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'WRN', 'EMD', 'RMI2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'BANF1', 'ORC4', 'RNF8']
319	GO:BP	GO:0034654	nucleobase-containing compound biosynthetic process	4.8727470950115455e-08	True	"""The chemical reactions and pathways resulting in the formation of nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:mah]"	3698	101	48	17376	0.4752475247524752	0.0129799891833423	query_1	['GO:0006139', 'GO:0018130', 'GO:0019438', 'GO:0044271', 'GO:1901362']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
320	GO:BP	GO:0051095	regulation of helicase activity	5.8435439115146186e-08	True	"""Any process that modulates the frequency, rate or extent of helicase activity."" [GOC:ai]"	12	101	5	17376	0.0495049504950495	0.4166666666666667	query_1	['GO:0043462', 'GO:0050790']	['MSH2', 'MSH3', 'MCM2', 'TP53', 'MSH6']
321	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	6.592832599856048e-08	True	DNA Damage/Telomere Stress Induced Senescence	79	101	8	17376	0.0792079207920792	0.1012658227848101	query_1	['REAC:R-HSA-2559583']	['NBN', 'RAD50', 'H2AX', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'TP53']
322	GO:BP	GO:0019985	translesion synthesis	6.628941448733041e-08	True	"""The replication of damaged DNA by synthesis across a lesion in the template strand; a specialized DNA polymerase or replication complex inserts a defined nucleotide across from the lesion which allows DNA synthesis to continue beyond the lesion. This process can be mutagenic depending on the damaged nucleotide and the inserted nucleotide."" [GOC:elh, GOC:vw, PMID:10535901]"	25	101	6	17376	0.0594059405940594	0.24	query_1	['GO:0000731', 'GO:0006301']	['USP1', 'POLD3', 'PCNA', 'POLD1', 'POLE2', 'POLD2']
323	GO:BP	GO:1902975	mitotic DNA replication initiation	6.628941448733041e-08	True	"""Any DNA replication initiation involved in mitotic cell cycle DNA replication."" [GO_REF:0000060, GOC:TermGenie]"	5	101	4	17376	0.0396039603960396	0.8	query_1	['GO:1902315', 'GO:1902969', 'GO:1903047']	['POLA1', 'MCM4', 'MCM2', 'MCM3']
324	GO:BP	GO:1902315	nuclear cell cycle DNA replication initiation	6.628941448733041e-08	True	"""Any DNA replication initiation that is involved in nuclear cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	5	101	4	17376	0.0396039603960396	0.8	query_1	['GO:0033260', 'GO:1902292']	['POLA1', 'MCM4', 'MCM2', 'MCM3']
325	GO:BP	GO:1902292	cell cycle DNA replication initiation	6.628941448733041e-08	True	"""Any DNA replication initiation that is involved in cell cycle DNA replication."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	5	101	4	17376	0.0396039603960396	0.8	query_1	['GO:0006270', 'GO:0022402', 'GO:0044786']	['POLA1', 'MCM4', 'MCM2', 'MCM3']
326	GO:BP	GO:0006297	nucleotide-excision repair, DNA gap filling	6.628941448733041e-08	True	"""Repair of the gap in the DNA helix by DNA polymerase and DNA ligase after the portion of the strand containing the lesion has been removed by pyrimidine-dimer repair enzymes."" [ISBN:0815316194]"	5	101	4	17376	0.0396039603960396	0.8	query_1	['GO:0006259', 'GO:0006289']	['POLD3', 'LIG4', 'POLD1', 'POLE']
327	GO:BP	GO:0044772	mitotic cell cycle phase transition	7.210886059978168e-08	True	"""The cell cycle process by which a cell commits to entering the next mitotic cell cycle phase."" [GOC:mtg_cell_cycle]"	446	101	16	17376	0.1584158415841584	0.0358744394618834	query_1	['GO:0044770', 'GO:1903047']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'RPA2', 'BLM', 'ATM', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'POLE']
328	GO:BP	GO:0032206	positive regulation of telomere maintenance	8.412713952082674e-08	True	"""Any process that activates or increases the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]"	70	101	8	17376	0.0792079207920792	0.1142857142857142	query_1	['GO:0000723', 'GO:0032204', 'GO:0051054', 'GO:2001252']	['NBN', 'RAD50', 'ATR', 'ERCC1', 'XRCC5', 'ATM', 'MRE11', 'PNKP']
329	GO:BP	GO:0018130	heterocycle biosynthetic process	8.491683678427162e-08	True	"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]"	3764	101	48	17376	0.4752475247524752	0.0127523910733262	query_1	['GO:0044249', 'GO:0046483']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
330	GO:BP	GO:0019438	aromatic compound biosynthetic process	9.244816264969603e-08	True	"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	3774	101	48	17376	0.4752475247524752	0.012718600953895	query_1	['GO:0006725', 'GO:0044249']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
331	GO:BP	GO:0071840	cellular component organization or biogenesis	1.8448169559235293e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	101	64	17376	0.6336633663366337	0.0102844287321227	query_1	['GO:0009987']	['MCM6', 'HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'RAD50', 'MCM7', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'WRN', 'EMD', 'RMI2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'BANF1', 'ORC4', 'RNF8']
332	GO:BP	GO:0006269	DNA replication, synthesis of RNA primer	1.8965844539615706e-07	True	"""The synthesis of a short RNA polymer, usually 4-15 nucleotides long, using one strand of unwound DNA as a template; the RNA then serves as a primer from which DNA polymerases extend synthesis."" [PMID:11395402]"	6	101	4	17376	0.0396039603960396	0.6666666666666666	query_1	['GO:0006261', 'GO:0032774']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
333	GO:BP	GO:0071139	resolution of recombination intermediates	1.8965844539615706e-07	True	"""The cleavage and rejoining of intermediates, such as Holliday junctions, formed during DNA recombination to produce two intact molecules in which genetic material has been exchanged."" [GOC:elh, GOC:mah, GOC:vw]"	6	101	4	17376	0.0396039603960396	0.6666666666666666	query_1	['GO:0006259', 'GO:0006310']	['BLM', 'TOP3A', 'RMI2', 'RMI1']
334	GO:BP	GO:0019222	regulation of metabolic process	1.9349305473815402e-07	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6232	101	64	17376	0.6336633663366337	0.0102695763799743	query_1	['GO:0008152', 'GO:0050789']	['RBBP8', 'MCM6', 'HUS1', 'LMNA', 'BRIP1', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'BRCA2', 'POLA1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'MCM4', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'XRCC1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'RMI2', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'ORC2', 'RNF8', 'MSH6']
335	GO:BP	GO:0000280	nuclear division	2.770385722237357e-07	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	426	101	15	17376	0.1485148514851485	0.0352112676056338	query_1	['GO:0048285']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1', 'BANF1', 'ORC4']
336	GO:BP	GO:0090399	replicative senescence	2.9100969982397695e-07	True	"""A cell aging process associated with the dismantling of a cell as a response to telomere shortening and/or cellular aging."" [GOC:BHF]"	16	101	5	17376	0.0495049504950495	0.3125	query_1	['GO:0044237']	['ATR', 'ERCC1', 'ATM', 'WRN', 'TP53']
337	GO:BP	GO:1901362	organic cyclic compound biosynthetic process	2.9921868305793376e-07	True	"""The chemical reactions and pathways resulting in the formation of organic cyclic compound."" [GOC:TermGenie]"	3912	101	48	17376	0.4752475247524752	0.0122699386503067	query_1	['GO:1901360', 'GO:1901576']	['RBBP8', 'BRIP1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'POLD4', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2', 'ORC2', 'RNF8']
338	GO:BP	GO:0071482	cellular response to light stimulus	3.2256746009034e-07	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:mah]"	118	101	9	17376	0.0891089108910891	0.0762711864406779	query_1	['GO:0009416', 'GO:0071478']	['XPA', 'POLD3', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'TP53']
339	REAC	REAC:R-HSA-68867	Assembly of the pre-replicative complex	4.4009951668200374e-07	True	Assembly of the pre-replicative complex	140	101	9	17376	0.0891089108910891	0.0642857142857142	query_1	['REAC:R-HSA-69002']	['MCM6', 'MCM5', 'MCM7', 'H2AX', 'MCM4', 'MCM2', 'MCM3', 'ORC4', 'ORC2']
340	GO:CC	GO:0043073	germ cell nucleus	6.723476721427076e-07	True	"""The nucleus of a germ cell, a reproductive cell in multicellular organisms."" [CL:0000586, GOC:go_curators]"	69	101	7	17376	0.0693069306930693	0.1014492753623188	query_1	['GO:0005634']	['MLH1', 'H2AX', 'PCNA', 'RAD51', 'BRCA1', 'CDK2', 'TP53']
341	REAC	REAC:R-HSA-5632928	Defective Mismatch Repair Associated With MSH2	6.746665217706777e-07	True	Defective Mismatch Repair Associated With MSH2	3	101	3	17376	0.0297029702970297	1.0	query_1	['REAC:R-HSA-5423599']	['MSH2', 'MSH3', 'MSH6']
342	GO:CC	GO:0000110	nucleotide-excision repair factor 1 complex	8.452284809932131e-07	True	"""One of several protein complexes involved in nucleotide-excision repair; possesses DNA damage recognition and endodeoxynuclease activities. In S. cerevisiae, it is composed of Rad1p, Rad10p, and Rad14p; in human the subunits are ERCC4/XPF, ERCC1 and XPA, respectively."" [PMID:10915862]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0000109']	['XPA', 'ERCC1', 'ERCC4']
343	GO:CC	GO:0032807	DNA ligase IV complex	8.452284809932131e-07	True	"""A eukaryotically conserved protein complex that contains DNA ligase IV and is involved in DNA repair by non-homologous end joining; in addition to the ligase, the complex also contains XRCC4 or a homolog, e.g. Saccharomyces Lif1p."" [PMID:16314503]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0070419', 'GO:0140513']	['LIG4', 'XRCC4', 'NHEJ1']
344	GO:BP	GO:0046649	lymphocyte activation	8.842230258077863e-07	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	767	101	19	17376	0.1881188118811881	0.0247718383311603	query_1	['GO:0045321']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'FANCD2', 'ATM', 'EXO1', 'PRKDC', 'KAT5', 'TP53', 'RNF8', 'MSH6']
345	GO:BP	GO:2001251	negative regulation of chromosome organization	9.78143270417244e-07	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome organization."" [GOC:obol]"	96	101	8	17376	0.0792079207920792	0.0833333333333333	query_1	['GO:0010639', 'GO:0033044', 'GO:0051276']	['NBN', 'RAD50', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'MCM2', 'XRCC1']
346	GO:BP	GO:0070192	chromosome organization involved in meiotic cell cycle	9.78143270417244e-07	True	"""A process of chromosome organization that is involved in a meiotic cell cycle."" [GOC:mah]"	64	101	7	17376	0.0693069306930693	0.109375	query_1	['GO:0051276', 'GO:1903046']	['BRIP1', 'RAD50', 'MLH1', 'FANCD2', 'ATM', 'MRE11', 'RAD51']
347	GO:BP	GO:0048285	organelle fission	1.0251639288140793e-06	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	472	101	15	17376	0.1485148514851485	0.0317796610169491	query_1	['GO:0006996']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'KAT5', 'RMI1', 'BANF1', 'ORC4']
348	GO:BP	GO:0090398	cellular senescence	1.0447810985048956e-06	True	"""A cell aging process stimulated in response to cellular stress, whereby normal cells lose the ability to divide through irreversible cell cycle arrest."" [GOC:BHF, PMID:28682291]"	97	101	8	17376	0.0792079207920792	0.0824742268041237	query_1	['GO:0033554', 'GO:0044237']	['LMNA', 'H2AX', 'BRCA2', 'ATM', 'CDK2', 'KAT5', 'WRN', 'TP53']
349	GO:BP	GO:0002366	leukocyte activation involved in immune response	1.054564905388905e-06	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	284	101	12	17376	0.1188118811881188	0.0422535211267605	query_1	['GO:0002263', 'GO:0045321']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
350	GO:BP	GO:0048523	negative regulation of cellular process	1.0862401457507402e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4496	101	51	17376	0.504950495049505	0.0113434163701067	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'LIG4', 'MLH1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'EMD', 'RMI2', 'TP53', 'NEIL1', 'ORC2', 'RNF8', 'MSH6']
351	GO:BP	GO:0002263	cell activation involved in immune response	1.2152991060446735e-06	True	"""A change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	288	101	12	17376	0.1188118811881188	0.0416666666666666	query_1	['GO:0001775', 'GO:0002252', 'GO:0006955']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'TP53', 'RNF8', 'MSH6']
352	GO:BP	GO:0007004	telomere maintenance via telomerase	1.4523973773728795e-06	True	"""The maintenance of proper telomeric length by the addition of telomeric repeats by telomerase."" [GOC:elh]"	68	101	7	17376	0.0693069306930693	0.1029411764705882	query_1	['GO:0006278', 'GO:0010833']	['RAD50', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'MRE11', 'PNKP']
353	GO:BP	GO:0032201	telomere maintenance via semi-conservative replication	1.4534018152255755e-06	True	"""The process in which telomeric DNA is synthesized semi-conservatively by the conventional replication machinery and telomeric accessory factors as part of cell cycle DNA replication."" [GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:vw, PMID:16598261]"	9	101	4	17376	0.0396039603960396	0.4444444444444444	query_1	['GO:0000723', 'GO:0022402', 'GO:0033260']	['FEN1', 'PCNA', 'BLM', 'WRN']
354	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	1.4970262704755027e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	101	12	17376	0.1188118811881188	0.0408163265306122	query_1	['GO:0035556', 'GO:0097190']	['NBN', 'MSH2', 'MLH1', 'BRCA2', 'PARP1', 'ATM', 'RAD9A', 'BRCA1', 'PRKDC', 'POLB', 'TP53', 'MSH6']
355	GO:BP	GO:0031324	negative regulation of cellular metabolic process	1.498258112537596e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2089	101	32	17376	0.3168316831683168	0.0153183341311632	query_1	['GO:0009892', 'GO:0031323', 'GO:0044237', 'GO:0048523']	['RBBP8', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'MSH3', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'ORC2', 'RNF8', 'MSH6']
356	GO:BP	GO:0006278	RNA-templated DNA biosynthetic process	1.5768797847622511e-06	True	"""A DNA biosynthetic process that uses RNA as a template for RNA-dependent DNA polymerases (e.g. reverse transcriptase) that synthesize the new strand."" [GOC:mah, ISBN:0198506732]"	69	101	7	17376	0.0693069306930693	0.1014492753623188	query_1	['GO:0071897']	['RAD50', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'MRE11', 'PNKP']
357	GO:BP	GO:1905765	negative regulation of protection from non-homologous end joining at telomere	2.0299344062778157e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0031848', 'GO:1904354', 'GO:1904506', 'GO:1905764']	['ERCC1', 'ERCC4', 'XRCC1']
358	GO:BP	GO:0061819	telomeric DNA-containing double minutes formation	2.0299344062778157e-06	True	"""A telomere maintenance process that results in the formation of small fragments of circular extrachromosomal DNA elements which contain telomeric DNA. It is speculated that telomeric DNA-containing double minutes are formed through a recombination event between the telomere and chromosome-internal TTAGGG-like sequences. Telomeric DNA-containing double minutes appear as two closely positioned dots in metaphase."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:14690602, PMID:2397458]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0000722']	['ERCC1', 'ERCC4', 'XRCC1']
359	GO:BP	GO:1905764	regulation of protection from non-homologous end joining at telomere	2.0299344062778157e-06	True	"""Any process that modulates the frequency, rate or extent of protection from non-homologous end joining at telomere."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:14690602]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0031848', 'GO:1904353', 'GO:1904505']	['ERCC1', 'ERCC4', 'XRCC1']
360	GO:BP	GO:0031848	protection from non-homologous end joining at telomere	2.3295784585449485e-06	True	"""A process that prevents non-homologous end joining at telomere, thereby ensuring that telomeres do not fuse."" [GOC:mah]"	10	101	4	17376	0.0396039603960396	0.4	query_1	['GO:0016233', 'GO:0043247']	['DCLRE1C', 'ERCC1', 'ERCC4', 'XRCC1']
361	REAC	REAC:R-HSA-174430	Telomere C-strand synthesis initiation	2.539032325799564e-06	True	Telomere C-strand synthesis initiation	13	101	4	17376	0.0396039603960396	0.3076923076923077	query_1	['REAC:R-HSA-174417']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
362	REAC	REAC:R-HSA-3270619	IRF3-mediated induction of type I IFN	2.539032325799564e-06	True	IRF3-mediated induction of type I IFN	13	101	4	17376	0.0396039603960396	0.3076923076923077	query_1	['REAC:R-HSA-1834941']	['XRCC6', 'XRCC5', 'MRE11', 'PRKDC']
363	REAC	REAC:R-HSA-113501	Inhibition of replication initiation of damaged DNA by RB1/E2F1	2.539032325799564e-06	True	Inhibition of replication initiation of damaged DNA by RB1/E2F1	13	101	4	17376	0.0396039603960396	0.3076923076923077	query_1	['REAC:R-HSA-113510']	['POLA1', 'PRIM1', 'PRIM2', 'POLA2']
