Acquired partial lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
840	GO:BP	GO:0070588	calcium ion transmembrane transport	0.0010438605291238	True	"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	326	100	9	15719	0.09	0.0276073619631901	query_1	['GO:0006816', 'GO:0098655', 'GO:0098662']	['ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
175	REAC	REAC:R-HSA-5654738	Signaling by FGFR2	0.001055560753628	True	Signaling by FGFR2	62	98	5	10022	0.0510204081632653	0.0806451612903225	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11', 'CBL']
842	GO:BP	GO:0060364	frontal suture morphogenesis	0.0010661686888102	True	"""The process in which the frontal suture is generated and organized."" [GOC:dph, GOC:sl]"	4	100	2	15719	0.02	0.5	query_1	['GO:0060363']	['TGFB3', 'TGFB1']
841	GO:BP	GO:1902669	positive regulation of axon guidance	0.0010661686888102	True	"""Any process that activates or increases the frequency, rate or extent of axon guidance."" [GO_REF:0000058, GOC:hjd, GOC:TermGenie, PMID:23006775]"	4	100	2	15719	0.02	0.5	query_1	['GO:0007411', 'GO:0010976', 'GO:1902667']	['VEGFA', 'NRP1']
844	GO:BP	GO:1904393	regulation of skeletal muscle acetylcholine-gated channel clustering	0.0010661686888102	True	"""Any process that modulates the frequency, rate or extent of skeletal muscle acetylcholine-gated channel clustering."" [GO_REF:0000058, GOC:TermGenie, PMID:7722643]"	4	100	2	15719	0.02	0.5	query_1	['GO:0071340', 'GO:1903909']	['LRP4', 'CRKL']
843	GO:BP	GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching	0.0010661686888102	True	"""The process in which a salivary epithelial cord bifurcates at its end."" [GOC:dph]"	4	100	2	15719	0.02	0.5	query_1	['GO:0060445', 'GO:0060600']	['NRP1', 'PLXNA1']
845	GO:BP	GO:0007161	calcium-independent cell-matrix adhesion	0.0010661686888102	True	"""The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]"	4	100	2	15719	0.02	0.5	query_1	['GO:0007160']	['ITGB1', 'FN1']
847	GO:BP	GO:0061551	trigeminal ganglion development	0.0010661686888102	True	"""The process whose specific outcome is the progression of a trigeminal ganglion over time, from its formation to the mature structure."" [GOC:dph]"	4	100	2	15719	0.02	0.5	query_1	['GO:0061550']	['NRP2', 'NRP1']
848	GO:BP	GO:0038189	neuropilin signaling pathway	0.0010661686888102	True	"""The series of molecular signals initiated by an extracellular ligand binding to a neuropilin protein on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, PMID:12852851]"	4	100	2	15719	0.02	0.5	query_1	['GO:0007166']	['VEGFA', 'NRP1']
849	GO:BP	GO:0097490	sympathetic neuron projection extension	0.0010661686888102	True	"""Long distance growth of a single sympathetic neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:BHF, GOC:rl, PMID:22790009]"	4	100	2	15719	0.02	0.5	query_1	['GO:1990138']	['NRP2', 'NRP1']
846	GO:BP	GO:0097491	sympathetic neuron projection guidance	0.0010661686888102	True	"""The process in which the migration of a sympathetic neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]"	4	100	2	15719	0.02	0.5	query_1	['GO:0097485']	['NRP2', 'NRP1']
850	GO:BP	GO:0043254	regulation of protein-containing complex assembly	0.0010664971513377	True	"""Any process that modulates the frequency, rate or extent of protein complex assembly."" [GOC:jl]"	402	100	10	15719	0.1	0.0248756218905472	query_1	['GO:0044087', 'GO:0051128', 'GO:0065003']	['MET', 'SRC', 'PLCG2', 'GRB2', 'JAM3', 'SYK', 'PTK2B', 'VEGFA', 'PTPN11', 'ELN']
851	GO:BP	GO:0040013	negative regulation of locomotion	0.0010781247591024	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	328	100	9	15719	0.09	0.0274390243902439	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']	['SMAD7', 'CRK', 'VCL', 'CDH1', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'SEMA4D']
852	GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	0.00107856010294	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	48	100	4	15719	0.04	0.0833333333333333	query_1	['GO:0007265', 'GO:0046578', 'GO:0051058']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA3']
853	GO:BP	GO:0045638	negative regulation of myeloid cell differentiation	0.0010805815946828	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	88	100	5	15719	0.05	0.0568181818181818	query_1	['GO:0030099', 'GO:0045596', 'GO:0045637']	['PIK3R1', 'CTNNB1', 'LYN', 'FBN1', 'PTK2B']
854	GO:BP	GO:1902882	regulation of response to oxidative stress	0.0010805815946828	True	"""Any process that modulates the frequency, rate or extent of response to oxidative stress."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:16899554]"	88	100	5	15719	0.05	0.0568181818181818	query_1	['GO:0006979', 'GO:0080134']	['MET', 'HGF', 'CTNNB1', 'FYN', 'FBLN5']
855	GO:BP	GO:0008366	axon ensheathment	0.0011038456618081	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	138	100	6	15719	0.06	0.0434782608695652	query_1	['GO:0007272']	['HGF', 'CTNNB1', 'TGFB1', 'JAM3', 'ERBB2', 'JAM2']
856	GO:BP	GO:0007272	ensheathment of neurons	0.0011038456618081	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	138	100	6	15719	0.06	0.0434782608695652	query_1	['GO:0007399', 'GO:0009987']	['HGF', 'CTNNB1', 'TGFB1', 'JAM3', 'ERBB2', 'JAM2']
858	GO:BP	GO:0062197	cellular response to chemical stress	0.0011185019987196	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	100	9	15719	0.09	0.0272727272727272	query_1	['GO:0033554', 'GO:0070887']	['MET', 'SRC', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'FBLN5', 'EGFR', 'PDGFRA']
857	GO:BP	GO:0007420	brain development	0.0011185019987196	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	744	100	14	15719	0.14	0.0188172043010752	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'NRP2', 'EGFR', 'CDH1', 'CRKL', 'NRP1', 'PTPN11', 'PLXNA1']
859	GO:BP	GO:0048704	embryonic skeletal system morphogenesis	0.0011312422543264	True	"""The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0048562', 'GO:0048705', 'GO:0048706']	['TGFB3', 'CTNNB1', 'TGFBR2', 'TGFBR1', 'PDGFRA']
860	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	0.0011312422543264	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	89	100	5	15719	0.05	0.0561797752808988	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['SRC', 'PIK3R1', 'FYN', 'TGFB1', 'CDH1']
861	GO:BP	GO:0050982	detection of mechanical stimulus	0.0011551896923713	True	"""The series of events by which a mechanical stimulus is received and converted into a molecular signal."" [GOC:ai, GOC:dos]"	49	100	4	15719	0.04	0.0816326530612244	query_1	['GO:0009581', 'GO:0009582', 'GO:0009612']	['CTNNB1', 'FYN', 'PTK2', 'ITGA2']
862	GO:BP	GO:0060324	face development	0.0011551896923713	True	"""The biological process whose specific outcome is the progression of a face from an initial condition to its mature state. The face is the ventral division of the head."" [GOC:dph]"	49	100	4	15719	0.04	0.0816326530612244	query_1	['GO:0048856', 'GO:0060322']	['TGFB3', 'TGFB1', 'PTPN11', 'PDGFRA']
863	GO:BP	GO:1900120	regulation of receptor binding	0.0011568370567263	True	"""Any process that modulates the frequency, rate or extent of a protein or other molecule binding to a receptor."" [GOC:signaling, GOC:TermGenie]"	20	100	3	15719	0.03	0.15	query_1	['GO:0043393']	['LOX', 'NRP1', 'ADAM15']
864	GO:BP	GO:0061042	vascular wound healing	0.0011568370567263	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	100	3	15719	0.03	0.15	query_1	['GO:0060055']	['VEGFB', 'KDR', 'VEGFA']
865	GO:BP	GO:0032868	response to insulin	0.0011651677676289	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	262	100	8	15719	0.08	0.0305343511450381	query_1	['GO:0043434']	['BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'LYN', 'GRB2', 'PTPN11']
866	GO:BP	GO:0016032	viral process	0.0011784202366508	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	100	10	15719	0.1	0.0245098039215686	query_1	['GO:0008150']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7', 'ITGA2']
867	GO:BP	GO:0048709	oligodendrocyte differentiation	0.0011821898610608	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]"	90	100	5	15719	0.05	0.0555555555555555	query_1	['GO:0007417', 'GO:0010001']	['CTNNB1', 'LYN', 'TGFB1', 'ERBB2', 'VTN']
868	GO:BP	GO:0090066	regulation of anatomical structure size	0.0011834852766967	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	488	100	11	15719	0.11	0.0225409836065573	query_1	['GO:0065008']	['FN1', 'SPP1', 'GRB2', 'VAV1', 'CDH1', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'ELN', 'SEMA4D']
176	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0011835517869806	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	98	3	10022	0.0306122448979591	0.2	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2', 'VEGFA']
93	GO:CC	GO:0098685	Schaffer collateral - CA1 synapse	0.0011847253968279	True	"""A synapse between the Schaffer collateral axon of a CA3 pyramidal cell and a CA1 pyramidal cell."" [PMID:16399689]"	96	101	5	16420	0.0495049504950495	0.0520833333333333	query_1	['GO:0045202']	['ITGB1', 'CTNNB1', 'FYN', 'PLCG1', 'PTK2B']
870	GO:BP	GO:0050728	negative regulation of inflammatory response	0.0012210560281422	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	141	100	6	15719	0.06	0.0425531914893617	query_1	['GO:0006954', 'GO:0031348', 'GO:0032102', 'GO:0050727']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1']
869	GO:BP	GO:0003006	developmental process involved in reproduction	0.0012210560281422	True	"""A developmental process in which a progressive change in the state of some part of an organism, germline or somatic, specifically contributes to its ability to form offspring."" [GOC:dph, GOC:isa_complete]"	941	100	16	15719	0.16	0.0170031880977683	query_1	['GO:0022414', 'GO:0032502']	['SRC', 'SPP1', 'CTNNB1', 'TNC', 'TGFB1', 'JAM3', 'KDR', 'PTK2B', 'VEGFA', 'CRKL', 'TGFBR1', 'ADAM15', 'PTPN11', 'JAM2', 'CBL', 'PDGFRA']
871	GO:BP	GO:2000351	regulation of endothelial cell apoptotic process	0.0012366513886075	True	"""Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	50	100	4	15719	0.04	0.08	query_1	['GO:0072577', 'GO:1904035']	['ITGA4', 'KDR', 'PLCG1', 'THBS1']
872	GO:BP	GO:1901890	positive regulation of cell junction assembly	0.0012375435418405	True	"""Any process that activates or increases the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	91	100	5	15719	0.05	0.0549450549450549	query_1	['GO:0034329', 'GO:0044089', 'GO:0051130', 'GO:1901888']	['KDR', 'VEGFA', 'AGRN', 'NRP1', 'SEMA4D']
873	GO:BP	GO:0072006	nephron development	0.00126281820253	True	"""The process whose specific outcome is the progression of the nephron over time, from its formation to the mature structure. A nephron is the functional unit of the kidney."" [GOC:mtg_kidney_jan10]"	142	100	6	15719	0.06	0.0422535211267605	query_1	['GO:0001822', 'GO:0048856']	['ITGB3', 'CTNNB1', 'TGFB1', 'VEGFA', 'ITGA3', 'PDGFRA']
874	GO:BP	GO:0048485	sympathetic nervous system development	0.0013217460906909	True	"""The process whose specific outcome is the progression of the sympathetic nervous system over time, from its formation to the mature structure. The sympathetic nervous system is one of the two divisions of the vertebrate autonomic nervous system (the other being the parasympathetic nervous system). The sympathetic preganglionic neurons have their cell bodies in the thoracic and lumbar regions of the spinal cord and connect to the paravertebral chain of sympathetic ganglia. Innervate heart and blood vessels, sweat glands, viscera and the adrenal medulla. Most sympathetic neurons, but not all, use noradrenaline as a post-ganglionic neurotransmitter."" [FMA:9906, GOC:jid, GOC:sr]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0048483', 'GO:0048731']	['CTNNB1', 'NRP2', 'NRP1']
875	GO:BP	GO:0060688	regulation of morphogenesis of a branching structure	0.0013217460906909	True	"""Any process that modulates the rate, frequency, or extent of branching morphogenesis, the process in which the anatomical structures of branches are generated and organized."" [GOC:dph]"	51	100	4	15719	0.04	0.0784313725490196	query_1	['GO:0001763', 'GO:0022603', 'GO:0051239']	['HGF', 'CTNNB1', 'TGFB1', 'VEGFA']
876	GO:BP	GO:0060445	branching involved in salivary gland morphogenesis	0.0013217460906909	True	"""The process in which the branching structure of the salivary gland is generated and organized."" [GOC:dph]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0007435', 'GO:0061138']	['HGF', 'NRP1', 'PLXNA1']
877	GO:BP	GO:0010543	regulation of platelet activation	0.0013217460906909	True	"""Any process that modulates the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:BHF, GOC:dph, GOC:tb]"	51	100	4	15719	0.04	0.0784313725490196	query_1	['GO:0030168', 'GO:0050865']	['LYN', 'SYK', 'EMILIN1', 'PDGFRA']
878	GO:BP	GO:0007566	embryo implantation	0.0013217460906909	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	100	4	15719	0.04	0.0784313725490196	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SPP1', 'ITGB3', 'TGFBR2', 'VEGFA']
879	GO:BP	GO:0046850	regulation of bone remodeling	0.0013217460906909	True	"""Any process that modulates the frequency, rate or extent of bone remodeling, the processes of bone formation and resorption that combine to maintain skeletal integrity."" [GOC:ai]"	51	100	4	15719	0.04	0.0784313725490196	query_1	['GO:0034103', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'SYK']
880	GO:BP	GO:0043011	myeloid dendritic cell differentiation	0.0013217460906909	True	"""The process in which a monocyte acquires the specialized features of a dendritic cell, an immunocompetent cell of the lymphoid and hemopoietic systems and skin."" [CL:0000782, GOC:jl]"	21	100	3	15719	0.03	0.1428571428571428	query_1	['GO:0001773', 'GO:0002573', 'GO:0097028']	['TGFBR2', 'TGFB1', 'ITGB6']
881	GO:BP	GO:0061448	connective tissue development	0.0013323818476679	True	"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]"	268	100	8	15719	0.08	0.0298507462686567	query_1	['GO:0009888']	['SMAD7', 'ITGB3', 'CTNNB1', 'TGFBR2', 'LOX', 'TGFB1', 'TGFBR1', 'PTPN11']
882	GO:BP	GO:0009791	post-embryonic development	0.0013537337362971	True	"""The process whose specific outcome is the progression of the organism over time, from the completion of embryonic development to the mature structure. See embryonic development."" [GOC:go_curators]"	93	100	5	15719	0.05	0.053763440860215	query_1	['GO:0007275', 'GO:0032501']	['FBN1', 'KDR', 'VEGFA', 'MFAP2', 'TGFBR1']
883	GO:BP	GO:0032869	cellular response to insulin stimulus	0.0013891758527341	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	100	7	15719	0.07	0.034313725490196	query_1	['GO:0032868', 'GO:0071375']	['BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTPN11']
177	REAC	REAC:R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	0.001397716466473	True	Regulation of actin dynamics for phagocytic cup formation	66	98	5	10022	0.0510204081632653	0.0757575757575757	query_1	['REAC:R-HSA-2029480']	['CRK', 'VAV1', 'SYK', 'FCGR1A', 'PTK2']
884	GO:BP	GO:0006816	calcium ion transport	0.0013995004639754	True	"""The directed movement of calcium (Ca) ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	418	100	10	15719	0.1	0.0239234449760765	query_1	['GO:0030001', 'GO:0071702']	['ITGAV', 'ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
178	REAC	REAC:R-HSA-399954	Sema3A PAK dependent Axon repulsion	0.0014144060816037	True	Sema3A PAK dependent Axon repulsion	16	98	3	10022	0.0306122448979591	0.1875	query_1	['REAC:R-HSA-373755']	['FYN', 'NRP1', 'PLXNA1']
180	REAC	REAC:R-HSA-399956	CRMPs in Sema3A signaling	0.0014144060816037	True	CRMPs in Sema3A signaling	16	98	3	10022	0.0306122448979591	0.1875	query_1	['REAC:R-HSA-373755']	['FYN', 'NRP1', 'PLXNA1']
179	REAC	REAC:R-HSA-5655332	Signaling by FGFR3 in disease	0.0014144060816037	True	Signaling by FGFR3 in disease	16	98	3	10022	0.0306122448979591	0.1875	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
885	GO:BP	GO:0051496	positive regulation of stress fiber assembly	0.0014153069190719	True	"""Any process that activates or increases the frequency, rate or extent of the assembly of a stress fiber, a bundle of microfilaments and other proteins found in fibroblasts."" [GOC:ai]"	52	100	4	15719	0.04	0.0769230769230769	query_1	['GO:0032233', 'GO:0043149', 'GO:0051492']	['TGFB3', 'PXN', 'TGFBR1', 'NRP1']
886	GO:BP	GO:0043303	mast cell degranulation	0.0014153069190719	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	52	100	4	15719	0.04	0.0769230769230769	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['LAT', 'LYN', 'SYK', 'CBL']
887	GO:BP	GO:1901215	negative regulation of neuron death	0.0014228440000501	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	205	100	7	15719	0.07	0.0341463414634146	query_1	['GO:0060548', 'GO:0070997', 'GO:1901214']	['VEGFB', 'TGFB3', 'CTNNB1', 'KDR', 'PTK2B', 'NRP1', 'CBL']
888	GO:BP	GO:1901654	response to ketone	0.0014228440000501	True	"""A response that results in a state of tolerance to ketone."" [GOC:mengo_curators, PMID:23356676]"	205	100	7	15719	0.07	0.0341463414634146	query_1	['GO:0010033', 'GO:1901700']	['SRC', 'SPP1', 'TGFB3', 'TGFB1', 'THBS1', 'ADAM15', 'CBL']
889	GO:BP	GO:0045637	regulation of myeloid cell differentiation	0.0014636733896506	True	"""Any process that modulates the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	206	100	7	15719	0.07	0.0339805825242718	query_1	['GO:0030099', 'GO:1903706']	['PIK3R1', 'CTNNB1', 'LOX', 'LYN', 'TGFB1', 'FBN1', 'PTK2B']
890	GO:BP	GO:0032330	regulation of chondrocyte differentiation	0.001514878269768	True	"""Any process that modulates the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	53	100	4	15719	0.04	0.0754716981132075	query_1	['GO:0002062', 'GO:0045595', 'GO:0061035']	['SMAD7', 'CTNNB1', 'TGFBR1', 'PTPN11']
891	GO:BP	GO:0010518	positive regulation of phospholipase activity	0.001514878269768	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	100	4	15719	0.04	0.0754716981132075	query_1	['GO:0010517', 'GO:0060193']	['ITK', 'EGFR', 'PDGFRA', 'FLT1']
892	GO:BP	GO:0030010	establishment of cell polarity	0.001543358815489	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	100	6	15719	0.06	0.0405405405405405	query_1	['GO:0007163']	['ITGB1', 'CRK', 'JAM3', 'PTK2B', 'CRKL', 'PTK2']
893	GO:BP	GO:0045619	regulation of lymphocyte differentiation	0.0015446375723152	True	"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	208	100	7	15719	0.07	0.0336538461538461	query_1	['GO:0030098', 'GO:0051249', 'GO:1902105']	['SMAD7', 'SOS1', 'TGFBR2', 'ZAP70', 'TGFB1', 'SYK', 'ERBB2']
894	GO:BP	GO:0002275	myeloid cell activation involved in immune response	0.0015456531760582	True	"""A change in the morphology or behavior of a myeloid cell resulting from exposure to an activating factor such as a cellular or soluble ligand, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	96	100	5	15719	0.05	0.0520833333333333	query_1	['GO:0002274', 'GO:0002366']	['PLCG2', 'LAT', 'LYN', 'SYK', 'CBL']
895	GO:BP	GO:0001776	leukocyte homeostasis	0.0015456531760582	True	"""The process of regulating the proliferation and elimination of cells of the immune system such that the total number of cells of a particular cell type within a whole or part of an organism is stable over time in the absence of an outside stimulus."" [GOC:add, ISBN:0781735149]"	96	100	5	15719	0.05	0.0520833333333333	query_1	['GO:0002376', 'GO:0048872']	['SOS1', 'LAT', 'LYN', 'TGFB1', 'JAM3']
896	GO:BP	GO:0048609	multicellular organismal reproductive process	0.0015613789258924	True	"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]"	867	100	15	15719	0.15	0.0173010380622837	query_1	['GO:0022414', 'GO:0032504']	['ITGB1', 'SRC', 'SPP1', 'TGFB3', 'CTNNB1', 'SOS1', 'TGFB1', 'JAM3', 'PTK2B', 'CRKL', 'TGFBR1', 'ITGA3', 'PTPN11', 'JAM2', 'PDGFRA']
897	GO:BP	GO:0050866	negative regulation of cell activation	0.0015811047701847	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell activation."" [GOC:ai]"	209	100	7	15719	0.07	0.0334928229665071	query_1	['GO:0001775', 'GO:0048523', 'GO:0050865', 'GO:0051241']	['FN1', 'SMAD7', 'LYN', 'TGFB1', 'ERBB2', 'EMILIN1', 'PDGFRA']
898	GO:BP	GO:0002064	epithelial cell development	0.0015811047701847	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	100	7	15719	0.07	0.0334928229665071	query_1	['GO:0030855', 'GO:0048468']	['MET', 'RAPGEF1', 'SRC', 'TGFB1', 'KDR', 'VCL', 'VEGFA']
899	GO:BP	GO:0045834	positive regulation of lipid metabolic process	0.001587496998512	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	149	100	6	15719	0.06	0.0402684563758389	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['SRC', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
900	GO:BP	GO:0002279	mast cell activation involved in immune response	0.0016100846530029	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	54	100	4	15719	0.04	0.074074074074074	query_1	['GO:0002275', 'GO:0045576']	['LAT', 'LYN', 'SYK', 'CBL']
901	GO:BP	GO:0021545	cranial nerve development	0.0016100846530029	True	"""The process whose specific outcome is the progression of the cranial nerves over time, from its formation to the mature structure. The cranial nerves are composed of twelve pairs of nerves that emanate from the nervous tissue of the hindbrain. These nerves are sensory, motor, or mixed in nature, and provide the motor and general sensory innervation of the head, neck and viscera. They mediate vision, hearing, olfaction and taste and carry the parasympathetic innervation of the autonomic ganglia that control visceral functions."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, ISBN:0838580343]"	54	100	4	15719	0.04	0.074074074074074	query_1	['GO:0021675']	['CTNNB1', 'NRP2', 'NRP1', 'PLXNA1']
913	GO:BP	GO:0035290	trunk segmentation	0.0016420666577536	True	"""Partitioning of the blastoderm embryo into trunk segmental units. In Drosophila, the trunk segments include thoracic segments and abdominal segments A1 to A8."" [PMID:1360402]"	5	100	2	15719	0.02	0.4	query_1	['GO:0007350', 'GO:0035282']	['NRP2', 'NRP1']
912	GO:BP	GO:0038027	apolipoprotein A-I-mediated signaling pathway	0.0016420666577536	True	"""The series of molecular signals initiated by apolipoprotein A-I binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:signaling, PMID:16443932]"	5	100	2	15719	0.02	0.4	query_1	['GO:0007166']	['ITGAV', 'ITGB3']
911	GO:BP	GO:0050748	negative regulation of lipoprotein metabolic process	0.0016420666577536	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving lipoproteins, any conjugated, water-soluble protein in which the nonprotein group consists of a lipid or lipids."" [GOC:ai]"	5	100	2	15719	0.02	0.4	query_1	['GO:0031324', 'GO:0042157', 'GO:0050746', 'GO:0051248']	['ITGAV', 'ITGB3']
