SHORT syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
853	GO:BP	GO:0048546	digestive tract morphogenesis	5.141541786150356e-05	True	"""The process in which the anatomical structures of the digestive tract are generated and organized. The digestive tract is the anatomical structure through which food passes and is processed."" [GOC:dph, GOC:go_curators, PMID:12618131]"	48	99	5	17376	0.0505050505050505	0.1041666666666666	query_1	['GO:0035239', 'GO:0048565']	['FGFR2', 'CTNNB1', 'EGFR', 'SMAD3', 'PDGFRA']
854	GO:BP	GO:0048286	lung alveolus development	5.141541786150356e-05	True	"""The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways."" [GOC:mtg_lung, PMID:9751757]"	48	99	5	17376	0.0505050505050505	0.1041666666666666	query_1	['GO:0030324', 'GO:0048856']	['FGFR2', 'TGFB3', 'TGFB1', 'KDR', 'ITGB6']
855	GO:BP	GO:0001501	skeletal system development	5.155546503721319e-05	True	"""The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton)."" [GOC:dph, GOC:jid, GOC:tb]"	519	99	13	17376	0.1313131313131313	0.02504816955684	query_1	['GO:0048731']	['SRC', 'SMAD7', 'FGFR2', 'TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'KDR', 'TGFBR1', 'ITGB6', 'SMAD3', 'PTPN11', 'PDGFRA']
856	GO:BP	GO:0061458	reproductive system development	5.2874077589667305e-05	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	99	10	17376	0.101010101010101	0.0334448160535117	query_1	['GO:0048731']	['SRC', 'FGFR2', 'CTNNB1', 'KDR', 'VEGFA', 'CRKL', 'TGFBR1', 'PTPN11', 'CBL', 'PDGFRA']
857	GO:BP	GO:0042063	gliogenesis	5.2874077589667305e-05	True	"""The process that results in the generation of glial cells. This includes the production of glial progenitors and their differentiation into mature glia."" [GOC:dgh, GOC:jid]"	299	99	10	17376	0.101010101010101	0.0334448160535117	query_1	['GO:0022008']	['CTNNB1', 'PRKCI', 'PARD3', 'LYN', 'TGFB1', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'PTPN11']
858	GO:BP	GO:0061041	regulation of wound healing	5.3372039427514655e-05	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	127	99	7	17376	0.0707070707070707	0.0551181102362204	query_1	['GO:0042060', 'GO:1903034']	['ITGB1', 'VEGFB', 'CRK', 'VTN', 'PTK2', 'SMAD3', 'PDGFRA']
859	GO:BP	GO:2000027	regulation of animal organ morphogenesis	5.3372039427514655e-05	True	"""Any process that modulates the frequency, rate or extent of animal organ morphogenesis."" [GOC:obol]"	127	99	7	17376	0.0707070707070707	0.0551181102362204	query_1	['GO:0009887', 'GO:0022603']	['SMURF2', 'HGF', 'CTNNB1', 'DVL2', 'TGFB1', 'SMURF1', 'VEGFA']
860	GO:BP	GO:0006661	phosphatidylinositol biosynthetic process	5.3372039427514655e-05	True	"""The chemical reactions and pathways resulting in the formation of phosphatidylinositol, any glycophospholipid in which the sn-glycerol 3-phosphate residue is esterified to the 1-hydroxyl group of 1D-myo-inositol."" [ISBN:0198506732]"	127	99	7	17376	0.0707070707070707	0.0551181102362204	query_1	['GO:0046474', 'GO:0046488']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'PIK3CA', 'PIK3R3']
861	GO:BP	GO:0007565	female pregnancy	5.3372039427514655e-05	True	"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]"	178	99	8	17376	0.0808080808080808	0.0449438202247191	query_1	['GO:0044703', 'GO:0044706']	['SMURF2', 'SPP1', 'ITGB3', 'TGFB3', 'TGFBR2', 'ITGA5', 'TGFB1', 'VEGFA']
862	GO:BP	GO:0050777	negative regulation of immune response	5.3372039427514655e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	178	99	8	17376	0.0808080808080808	0.0449438202247191	query_1	['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']	['SRC', 'SMAD7', 'CRK', 'FYN', 'LYN', 'TGFB1', 'SYK', 'PLCG1']
863	GO:BP	GO:0014706	striated muscle tissue development	5.356937556775972e-05	True	"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]"	236	99	9	17376	0.0909090909090909	0.0381355932203389	query_1	['GO:0060537']	['ITGB1', 'SMAD7', 'FGFR2', 'TGFBR2', 'TGFB1', 'VEGFA', 'TGFBR1', 'SMAD3', 'PDGFRA']
864	GO:BP	GO:0003158	endothelium development	5.6011846539231024e-05	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	99	7	17376	0.0707070707070707	0.0546875	query_1	['GO:0060429']	['MET', 'RAPGEF1', 'CTNNB1', 'KDR', 'VCL', 'VEGFA', 'F11R']
865	GO:BP	GO:0051208	sequestering of calcium ion	5.875652969809387e-05	True	"""The process of binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	129	99	7	17376	0.0707070707070707	0.0542635658914728	query_1	['GO:0006874', 'GO:0051651']	['ITGB3', 'PLCG2', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
866	GO:BP	GO:1904375	regulation of protein localization to cell periphery	5.875652969809387e-05	True	"""Any process that modulates the frequency, rate or extent of protein localization to cell periphery."" [GO_REF:0000058, GOC:TermGenie, PMID:18216290]"	129	99	7	17376	0.0707070707070707	0.0542635658914728	query_1	['GO:0032880', 'GO:1990778']	['ITGB1', 'PIK3R2', 'PIK3R1', 'SQSTM1', 'PRKCI', 'EGFR', 'PRKCZ']
867	GO:BP	GO:0046638	positive regulation of alpha-beta T cell differentiation	6.169264021641075e-05	True	"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	50	99	5	17376	0.0505050505050505	0.1	query_1	['GO:0045582', 'GO:0046632', 'GO:0046635', 'GO:0046637']	['TGFBR2', 'ZAP70', 'SHB', 'SYK', 'PRKCZ']
868	GO:BP	GO:0045087	innate immune response	6.223457187410727e-05	True	"""Innate immune responses are defense responses mediated by germline encoded components that directly recognize components of potential pathogens."" [GO_REF:0000022, GOC:add, GOC:ebc, GOC:mtg_sensu]"	884	99	17	17376	0.1717171717171717	0.0192307692307692	query_1	['GO:0006955', 'GO:0098542']	['SRC', 'CRK', 'PIK3AP1', 'PLCG2', 'PIK3CD', 'FYN', 'WAS', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'TRAF6', 'PTK2', 'LCK', 'PTPN11']
869	GO:BP	GO:0014812	muscle cell migration	6.265024060009331e-05	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	99	6	17376	0.0606060606060606	0.0697674418604651	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'DOCK4', 'VTN', 'DOCK5']
870	GO:BP	GO:0036119	response to platelet-derived growth factor	6.30834833337669e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a platelet-derived growth factor stimulus."" [GOC:yaf]"	24	99	4	17376	0.0404040404040404	0.1666666666666666	query_1	['GO:0070848']	['SRC', 'ITGB3', 'FYN', 'CBL']
871	GO:BP	GO:0002053	positive regulation of mesenchymal cell proliferation	6.30834833337669e-05	True	"""The process of activating or increasing the rate or extent of mesenchymal cell proliferation. Mesenchymal cells are loosely organized embryonic cells."" [GOC:dph]"	24	99	4	17376	0.0404040404040404	0.1666666666666666	query_1	['GO:0008284', 'GO:0010463', 'GO:0010464']	['FGFR2', 'CTNNB1', 'TGFBR2', 'KDR']
872	GO:BP	GO:0038089	positive regulation of cell migration by vascular endothelial growth factor signaling pathway	6.42160051274894e-05	True	"""The series of molecular signals initiated by vascular endothelial growth factor (VEGF) binding to its receptor on the surface of a cell, which activates or increases the frequency, rate or extent of the orderly movement of a cell from one site to another."" [GOC:bf, GOC:signaling]"	8	99	3	17376	0.0303030303030303	0.375	query_1	['GO:0030335', 'GO:0038084']	['PIK3CD', 'KDR', 'VEGFA']
873	GO:BP	GO:0009968	negative regulation of signal transduction	6.489166059545411e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1187	99	20	17376	0.202020202020202	0.016849199663016	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'PIK3R2', 'SRC', 'SMAD7', 'TGFB3', 'HGF', 'CTNNB1', 'LYN', 'EGFR', 'SMURF1', 'TGFBR1', 'PRKCZ', 'CBL', 'NCK2']
874	GO:BP	GO:0010557	positive regulation of macromolecule biosynthetic process	6.684861752734233e-05	True	"""Any process that increases the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	1856	99	26	17376	0.2626262626262626	0.0140086206896551	query_1	['GO:0009059', 'GO:0009891', 'GO:0010556', 'GO:0010604']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
875	GO:BP	GO:0043303	mast cell degranulation	6.687319224673375e-05	True	"""The regulated exocytosis of secretory granules containing preformed mediators such as histamine, serotonin, and neutral proteases by a mast cell."" [ISBN:0781735149]"	51	99	5	17376	0.0505050505050505	0.0980392156862745	query_1	['GO:0002279', 'GO:0002448', 'GO:0032418', 'GO:0043299', 'GO:0051656']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
876	GO:BP	GO:0060688	regulation of morphogenesis of a branching structure	6.687319224673375e-05	True	"""Any process that modulates the rate, frequency, or extent of branching morphogenesis, the process in which the anatomical structures of branches are generated and organized."" [GOC:dph]"	51	99	5	17376	0.0505050505050505	0.0980392156862745	query_1	['GO:0001763', 'GO:0022603', 'GO:0051239']	['FGFR2', 'HGF', 'CTNNB1', 'TGFB1', 'VEGFA']
877	GO:BP	GO:0007566	embryo implantation	6.687319224673375e-05	True	"""Attachment of the blastocyst to the uterine lining."" [GOC:isa_complete, http://www.medterms.com]"	51	99	5	17376	0.0505050505050505	0.0980392156862745	query_1	['GO:0007275', 'GO:0007565', 'GO:0022414']	['SMURF2', 'SPP1', 'ITGB3', 'TGFBR2', 'VEGFA']
878	GO:BP	GO:0002042	cell migration involved in sprouting angiogenesis	6.687319224673375e-05	True	"""The orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels involved in sprouting angiogenesis."" [PMID:16391003]"	51	99	5	17376	0.0505050505050505	0.0980392156862745	query_1	['GO:0002040', 'GO:0043534']	['RHOJ', 'ITGB1', 'KDR', 'VEGFA', 'PIK3R3']
879	REAC	REAC:R-HSA-202424	Downstream TCR signaling	6.793335928702459e-05	True	Downstream TCR signaling	100	99	6	17376	0.0606060606060606	0.06	query_1	['REAC:R-HSA-202403']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CA', 'TRAF6', 'LCK']
880	GO:BP	GO:0071902	positive regulation of protein serine/threonine kinase activity	6.862167784275768e-05	True	"""Any process that increases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	185	99	8	17376	0.0808080808080808	0.0432432432432432	query_1	['GO:0045860', 'GO:0071900']	['SRC', 'DVL2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6']
881	GO:BP	GO:1900182	positive regulation of protein localization to nucleus	7.016664927588595e-05	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	88	99	6	17376	0.0606060606060606	0.0681818181818181	query_1	['GO:0034504', 'GO:1900180', 'GO:1903829']	['PIK3R2', 'SRC', 'PIK3R1', 'FYN', 'TGFB1', 'SMAD3']
882	GO:BP	GO:0060021	roof of mouth development	7.016664927588595e-05	True	"""The biological process whose specific outcome is the progression of the roof of the mouth from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure. The roof of the mouth is the partition that separates the nasal and oral cavities."" [GOC:dph, ISBN:0721662544]"	88	99	6	17376	0.0606060606060606	0.0681818181818181	query_1	['GO:0048856']	['TGFB3', 'SOS1', 'TGFBR2', 'TGFBR1', 'ITGB6', 'PDGFRA']
883	REAC	REAC:R-HSA-182971	EGFR downregulation	7.215313157906661e-05	True	EGFR downregulation	30	99	4	17376	0.0404040404040404	0.1333333333333333	query_1	['REAC:R-HSA-177929']	['EGFR', 'SH3KBP1', 'SH3GL2', 'CBL']
884	GO:BP	GO:0048011	neurotrophin TRK receptor signaling pathway	7.33245425218413e-05	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell where the receptor possesses tyrosine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:ceb, GOC:jc, GOC:signaling, PMID:12065629, Wikipedia:Trk_receptor]"	25	99	4	17376	0.0404040404040404	0.16	query_1	['GO:0007169', 'GO:0038179']	['BCAR1', 'SRC', 'SOS1', 'PTPN11']
885	GO:BP	GO:0009891	positive regulation of biosynthetic process	7.33245425218413e-05	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances."" [GOC:go_curators]"	1986	99	27	17376	0.2727272727272727	0.0135951661631419	query_1	['GO:0009058', 'GO:0009889', 'GO:0009893']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
886	GO:BP	GO:0032102	negative regulation of response to external stimulus	7.348516078456556e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	383	99	11	17376	0.1111111111111111	0.0287206266318537	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']	['SRC', 'SPP1', 'CRK', 'HGF', 'FYN', 'LYN', 'SYK', 'PLCG1', 'VTN', 'SMAD3', 'PDGFRA']
887	GO:BP	GO:0048145	regulation of fibroblast proliferation	7.441342631168048e-05	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	99	6	17376	0.0606060606060606	0.0674157303370786	query_1	['GO:0042127', 'GO:0048144']	['FN1', 'ITGB3', 'CTNNB1', 'TGFB1', 'EGFR', 'PDGFRA']
888	GO:BP	GO:1903508	positive regulation of nucleic acid-templated transcription	7.484691808120833e-05	True	"""Any process that activates or increases the frequency, rate or extent of nucleic acid-templated transcription."" [GO_REF:0000058, GOC:pr, GOC:TermGenie, GOC:txnOH, GOC:vw]"	1638	99	24	17376	0.2424242424242424	0.0146520146520146	query_1	['GO:0097659', 'GO:1902680', 'GO:1903506']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
889	GO:BP	GO:0045893	positive regulation of DNA-templated transcription	7.484691808120833e-05	True	"""Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription."" [GOC:go_curators, GOC:txnOH]"	1638	99	24	17376	0.2424242424242424	0.0146520146520146	query_1	['GO:0006351', 'GO:0006355', 'GO:1903508']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
890	GO:BP	GO:0001936	regulation of endothelial cell proliferation	7.636384724312211e-05	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	135	99	7	17376	0.0707070707070707	0.0518518518518518	query_1	['GO:0001935', 'GO:0050678']	['VEGFB', 'ITGB3', 'PIK3CD', 'KDR', 'PLCG1', 'VEGFA', 'TGFBR1']
891	GO:BP	GO:0002699	positive regulation of immune effector process	7.643123782842757e-05	True	"""Any process that activates or increases the frequency, rate, or extent of an immune effector process."" [GOC:add]"	248	99	9	17376	0.0909090909090909	0.0362903225806451	query_1	['GO:0002252', 'GO:0002684', 'GO:0002697']	['RAPGEF1', 'PLCG2', 'LYN', 'SHB', 'VAV1', 'SYK', 'FCGR1A', 'TRAF6', 'PRKCZ']
892	GO:CC	GO:0098794	postsynapse	7.855779749975765e-05	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	99	14	17376	0.1414141414141414	0.0222222222222222	query_1	['GO:0045202', 'GO:0110165']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'DIP2A', 'PTK2B', 'CRKL', 'PTK2', 'PRKCZ', 'NCK2']
893	GO:BP	GO:2000177	regulation of neural precursor cell proliferation	7.873141147822728e-05	True	"""Any process that modulates the frequency, rate or extent of neural precursor cell proliferation."" [GOC:dph, GOC:yaf]"	90	99	6	17376	0.0606060606060606	0.0666666666666666	query_1	['GO:0042127', 'GO:0061351']	['RAPGEF1', 'ITGB1', 'CTNNB1', 'LYN', 'TGFB1', 'VEGFA']
894	GO:BP	GO:0002279	mast cell activation involved in immune response	7.890917526977592e-05	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors, leading to the initiation or perpetuation of an immune response."" [GOC:add, ISBN:0781735149]"	53	99	5	17376	0.0505050505050505	0.0943396226415094	query_1	['GO:0002275', 'GO:0045576']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
895	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	7.890917526977592e-05	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	99	5	17376	0.0505050505050505	0.0943396226415094	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['FN1', 'ITGB3', 'TGFB1', 'EGFR', 'PDGFRA']
896	GO:BP	GO:0010518	positive regulation of phospholipase activity	7.890917526977592e-05	True	"""Any process that increases the frequency, rate or extent of phospholipase activity, the hydrolysis of a phospholipid."" [GOC:BHF, GOC:dph, GOC:tb]"	53	99	5	17376	0.0505050505050505	0.0943396226415094	query_1	['GO:0010517', 'GO:0060193']	['FGFR2', 'ITK', 'EGFR', 'PRKCZ', 'PDGFRA']
897	GO:BP	GO:0032330	regulation of chondrocyte differentiation	7.890917526977592e-05	True	"""Any process that modulates the frequency, rate or extent of chondrocyte differentiation."" [GOC:mah]"	53	99	5	17376	0.0505050505050505	0.0943396226415094	query_1	['GO:0002062', 'GO:0045595', 'GO:0061035']	['SMAD7', 'CTNNB1', 'TGFBR1', 'SMAD3', 'PTPN11']
898	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	7.899824207287778e-05	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	99	7	17376	0.0707070707070707	0.0514705882352941	query_1	['GO:0031323', 'GO:0072593']	['SHC1', 'PLCG2', 'TGFBR2', 'FYN', 'GRB2', 'SYK', 'PTK2B']
899	GO:BP	GO:0033135	regulation of peptidyl-serine phosphorylation	7.899824207287778e-05	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]"	136	99	7	17376	0.0707070707070707	0.0514705882352941	query_1	['GO:0001932', 'GO:0018105']	['NCK1', 'SMAD7', 'HGF', 'EGFR', 'PIK3CA', 'VEGFA', 'NCK2']
900	GO:BP	GO:0007043	cell-cell junction assembly	7.899824207287778e-05	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between cells."" [GOC:ai]"	136	99	7	17376	0.0707070707070707	0.0514705882352941	query_1	['GO:0034329', 'GO:0045216']	['SMAD7', 'CTNNB1', 'PARD6B', 'PARD3', 'VCL', 'TLN1', 'F11R']
901	GO:BP	GO:1902680	positive regulation of RNA biosynthetic process	7.90131213281231e-05	True	"""Any process that activates or increases the frequency, rate or extent of RNA biosynthetic process."" [GO:jl, GO_REF:0000058, GOC:TermGenie]"	1645	99	24	17376	0.2424242424242424	0.0145896656534954	query_1	['GO:0010557', 'GO:0031328', 'GO:0032774', 'GO:0051254', 'GO:2001141']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'ZNF398', 'WASL', 'SQSTM1', 'WAS', 'DVL2', 'TGFB1', 'EGFR', 'ERBB2', 'VEGFA', 'TRAF6', 'TGFBR1', 'SMAD3', 'NCK2']
902	GO:BP	GO:0070482	response to oxygen levels	7.993836391210173e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	316	99	10	17376	0.101010101010101	0.0316455696202531	query_1	['GO:0009628']	['PIK3CB', 'VEGFB', 'SRC', 'TGFB3', 'TGFBR2', 'TGFB1', 'PTK2B', 'VEGFA', 'SMAD3', 'CBL']
903	GO:BP	GO:0001819	positive regulation of cytokine production	8.025285422158107e-05	True	"""Any process that activates or increases the frequency, rate or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	464	99	12	17376	0.1212121212121212	0.0258620689655172	query_1	['GO:0001816', 'GO:0001817', 'GO:0010628', 'GO:0051240']	['SRC', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'PIK3CD', 'TGFB1', 'SYK', 'TRAF6', 'PRKCZ', 'SMAD3', 'PTPN11']
904	GO:BP	GO:0070302	regulation of stress-activated protein kinase signaling cascade	8.045228623374413e-05	True	"""Any process that modulates the frequency, rate or extent of signaling via a stress-activated protein kinase signaling cascade."" [GOC:mah]"	190	99	8	17376	0.0808080808080808	0.0421052631578947	query_1	['GO:0031098', 'GO:0080135', 'GO:1902531']	['RAPGEF1', 'CRK', 'HGF', 'LYN', 'EGFR', 'PTK2B', 'VEGFA', 'TRAF6']
905	REAC	REAC:R-HSA-5655302	Signaling by FGFR1 in disease	8.20828986826602e-05	True	Signaling by FGFR1 in disease	31	99	4	17376	0.0404040404040404	0.1290322580645161	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1']
906	GO:BP	GO:0072175	epithelial tube formation	8.221911122069847e-05	True	"""The developmental process pertaining to the initial formation of an epithelial tube."" [GOC:mtg_kidney_jan10]"	137	99	7	17376	0.0707070707070707	0.0510948905109489	query_1	['GO:0035148', 'GO:0060562']	['FGFR2', 'CTNNB1', 'PIK3CD', 'DVL2', 'TGFB1', 'VEGFA', 'TRAF6']
907	GO:BP	GO:0060396	growth hormone receptor signaling pathway	8.319210323574744e-05	True	"""The series of molecular signals generated as a consequence of growth hormone receptor binding to its physiological ligand."" [GOC:BHF, GOC:dph, PMID:11445442]"	26	99	4	17376	0.0404040404040404	0.1538461538461538	query_1	['GO:0007169', 'GO:0071378']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
908	GO:BP	GO:0150146	cell junction disassembly	8.319210323574744e-05	True	"""The disaggregation of a cell junction into its constituent components."" [GOC:aruk, PMID:25490267]"	26	99	4	17376	0.0404040404040404	0.1538461538461538	query_1	['GO:0022411', 'GO:0034330']	['ITGB1', 'TGFB3', 'PIK3R1', 'TGFBR1']
909	GO:BP	GO:0050927	positive regulation of positive chemotaxis	8.319210323574744e-05	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]"	26	99	4	17376	0.0404040404040404	0.1538461538461538	query_1	['GO:0050918', 'GO:0050921', 'GO:0050926']	['VEGFB', 'KDR', 'VEGFA', 'SMAD3']
910	GO:BP	GO:0071378	cellular response to growth hormone stimulus	8.319210323574744e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth hormone stimulus. Growth hormone is a peptide hormone that binds to the growth hormone receptor and stimulates growth."" [GOC:mah]"	26	99	4	17376	0.0404040404040404	0.1538461538461538	query_1	['GO:0060416', 'GO:0071375']	['PIK3R1', 'PXN', 'LYN', 'PTK2']
911	REAC	REAC:R-HSA-389359	CD28 dependent Vav1 pathway	8.439612111284769e-05	True	CD28 dependent Vav1 pathway	11	99	3	17376	0.0303030303030303	0.2727272727272727	query_1	['REAC:R-HSA-389356']	['FYN', 'VAV1', 'LCK']
912	GO:BP	GO:0002448	mast cell mediated immunity	8.482301795655379e-05	True	"""Any process involved in the carrying out of an immune response by a mast cell."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	54	99	5	17376	0.0505050505050505	0.0925925925925925	query_1	['GO:0002444']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
913	GO:BP	GO:0001657	ureteric bud development	8.685390944029495e-05	True	"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]"	92	99	6	17376	0.0606060606060606	0.0652173913043478	query_1	['GO:0072164']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
914	REAC	REAC:R-HSA-8939211	ESR-mediated signaling	8.923749277760363e-05	True	ESR-mediated signaling	214	99	8	17376	0.0808080808080808	0.0373831775700934	query_1	['REAC:R-HSA-9006931']	['PIK3R2', 'SRC', 'PIK3R1', 'EGFR', 'PIK3CA', 'PIK3R3', 'PTK2', 'PRKCZ']
915	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	8.924783462977135e-05	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	99	7	17376	0.0707070707070707	0.0503597122302158	query_1	['GO:0042127', 'GO:0048659']	['SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CTNNB1', 'TGFBR2', 'PIK3CA']
