Waardenburg syndrome type 2	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
748	GO:BP	GO:0043129	surfactant homeostasis	0.0009786295152998	True	"""Any process involved in the maintenance of a steady-state level of a surface-active agent that maintains the surface tension of a liquid."" [PMID:23708874, PMID:9751757]"	17	106	3	15719	0.0283018867924528	0.1764705882352941	query_1	['GO:0140962']	['TGFB1', 'VEGFA', 'ITGB6']
749	GO:BP	GO:0080135	regulation of cellular response to stress	0.0009795792339843	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	106	14	15719	0.1320754716981132	0.0205580029368575	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['MET', 'RAPGEF1', 'KLHDC10', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'PYCR1', 'FYN', 'SNAI2', 'LYN', 'EGFR', 'PTK2B', 'VEGFA']
71	GO:CC	GO:0031527	filopodium membrane	0.0009859303840203	True	"""The portion of the plasma membrane surrounding a filopodium."" [GOC:mah]"	18	106	3	16420	0.0283018867924528	0.1666666666666666	query_1	['GO:0030175', 'GO:0031253']	['ITGAV', 'ITGB3', 'ITGA3']
750	GO:BP	GO:0061097	regulation of protein tyrosine kinase activity	0.0009922127553728	True	"""Any process that modulates the rate, frequency, or extent of protein tyrosine kinase activity."" [GOC:dph, GOC:tb]"	79	106	5	15719	0.0471698113207547	0.0632911392405063	query_1	['GO:0045859', 'GO:0050730']	['SRC', 'ITGB3', 'SHC1', 'FCGR1A', 'CBL']
167	REAC	REAC:R-HSA-169893	Prolonged ERK activation events	0.0009925977292418	True	Prolonged ERK activation events	14	96	3	10022	0.03125	0.2142857142857142	query_1	['REAC:R-HSA-187687']	['RAPGEF1', 'CRK', 'CRKL']
169	REAC	REAC:R-HSA-399955	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	0.0009925977292418	True	SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion	14	96	3	10022	0.03125	0.2142857142857142	query_1	['REAC:R-HSA-373755']	['FYN', 'TLN1', 'PLXNA1']
170	REAC	REAC:R-HSA-8983432	Interleukin-15 signaling	0.0009925977292418	True	Interleukin-15 signaling	14	96	3	10022	0.03125	0.2142857142857142	query_1	['REAC:R-HSA-451927']	['SHC1', 'SOS1', 'GRB2']
168	REAC	REAC:R-HSA-391160	Signal regulatory protein family interactions	0.0009925977292418	True	Signal regulatory protein family interactions	14	96	3	10022	0.03125	0.2142857142857142	query_1	['REAC:R-HSA-1500931']	['PTK2B', 'PTK2', 'PTPN11']
751	GO:BP	GO:0014706	striated muscle tissue development	0.0010045677699355	True	"""The process whose specific outcome is the progression of a striated muscle over time, from its formation to the mature structure. Striated muscle contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle. Skeletal muscle myoblasts fuse to form myotubes and eventually multinucleated muscle fibers. The fusion of cardiac cells is very rare and can only form binucleate cells."" [CL:0000737, GOC:dph, GOC:mtg_muscle]"	236	106	8	15719	0.0754716981132075	0.0338983050847457	query_1	['GO:0060537']	['ITGB1', 'EDNRA', 'TGFBR2', 'TGFB1', 'EDN1', 'VEGFA', 'TGFBR1', 'PDGFRA']
752	GO:BP	GO:0050670	regulation of lymphocyte proliferation	0.0010045677699355	True	"""Any process that modulates the frequency, rate or extent of lymphocyte proliferation."" [GOC:ai]"	236	106	8	15719	0.0754716981132075	0.0338983050847457	query_1	['GO:0032944', 'GO:0046651', 'GO:0051249']	['KITLG', 'SOS1', 'TGFBR2', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
753	GO:BP	GO:0048701	embryonic cranial skeleton morphogenesis	0.001010416776977	True	"""The process in which the anatomical structures of the cranial skeleton are generated and organized during the embryonic phase."" [GOC:dsf, GOC:jid, PMID:16049113]"	43	106	4	15719	0.0377358490566037	0.0930232558139534	query_1	['GO:0048704', 'GO:1904888']	['TGFB3', 'TGFBR2', 'TGFBR1', 'PDGFRA']
754	GO:BP	GO:1902692	regulation of neuroblast proliferation	0.001010416776977	True	"""Any process that modulates the frequency, rate or extent of neuroblast proliferation."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:21168496]"	43	106	4	15719	0.0377358490566037	0.0930232558139534	query_1	['GO:0007405', 'GO:2000177']	['ITGB1', 'SOX10', 'TGFB1', 'VEGFA']
72	GO:CC	GO:0098794	postsynapse	0.0010129641414355	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	106	13	16420	0.1226415094339622	0.0206349206349206	query_1	['GO:0045202', 'GO:0110165']	['ITGB1', 'SRC', 'ITGB3', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'ITGA3']
755	GO:BP	GO:0050777	negative regulation of immune response	0.0010325511614501	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	178	106	7	15719	0.0660377358490566	0.0393258426966292	query_1	['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']	['SRC', 'CRK', 'FYN', 'LYN', 'TGFB1', 'SYK', 'PLCG1']
171	REAC	REAC:R-HSA-5654738	Signaling by FGFR2	0.0010488395521314	True	Signaling by FGFR2	62	96	5	10022	0.0520833333333333	0.0806451612903225	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'CBL', 'PTPN11']
756	GO:BP	GO:0042476	odontogenesis	0.0010668239181399	True	"""The process whose specific outcome is the progression of a tooth or teeth over time, from formation to the mature structure(s). A tooth is any hard bony, calcareous, or chitinous organ found in the mouth or pharynx of an animal and used in procuring or masticating food."" [GOC:jl, GOC:mah]"	126	106	6	15719	0.0566037735849056	0.0476190476190476	query_1	['GO:0009887']	['SRC', 'TGFB3', 'TGFB1', 'EDN1', 'ITGB6', 'PDGFRA']
757	GO:BP	GO:0042129	regulation of T cell proliferation	0.0010668239181399	True	"""Any process that modulates the frequency, rate or extent of T cell proliferation."" [GOC:jl]"	179	106	7	15719	0.0660377358490566	0.0391061452513966	query_1	['GO:0042098', 'GO:0050670', 'GO:0050863']	['KITLG', 'SOS1', 'TGFBR2', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
758	GO:BP	GO:0097028	dendritic cell differentiation	0.0010984510196622	True	"""The process in which a precursor cell type acquires the specialized features of a dendritic cell. A dendritic cell is a leukocyte of dendritic lineage specialized in the uptake, processing, and transport of antigens to lymph nodes for the purpose of stimulating an immune response via T cell activation."" [CL:0000451, GOC:pr]"	44	106	4	15719	0.0377358490566037	0.0909090909090909	query_1	['GO:1903131']	['TGFBR2', 'LYN', 'TGFB1', 'ITGB6']
759	GO:BP	GO:0045124	regulation of bone resorption	0.0010984510196622	True	"""Any process that modulates the frequency, rate or extent of bone tissue loss (resorption)."" [GOC:ai]"	44	106	4	15719	0.0377358490566037	0.0909090909090909	query_1	['GO:0045453', 'GO:0046850']	['SRC', 'SPP1', 'ITGB3', 'SYK']
760	GO:BP	GO:0099173	postsynapse organization	0.0010985796286591	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]"	180	106	7	15719	0.0660377358490566	0.0388888888888888	query_1	['GO:0016043', 'GO:0050808']	['ITGB3', 'CRK', 'FYN', 'NRP2', 'PTK2B', 'CRKL', 'ITGA3']
762	GO:BP	GO:0032944	regulation of mononuclear cell proliferation	0.0011125415623625	True	"""Any process that modulates the frequency, rate or extent of mononuclear cell proliferation."" [GOC:add]"	240	106	8	15719	0.0754716981132075	0.0333333333333333	query_1	['GO:0032943', 'GO:0070663']	['KITLG', 'SOS1', 'TGFBR2', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
761	GO:BP	GO:0032943	mononuclear cell proliferation	0.0011125415623625	True	"""The expansion of a mononuclear cell population by cell division. A mononuclear cell is a leukocyte with a single non-segmented nucleus in the mature form."" [GOC:add]"	305	106	9	15719	0.0849056603773584	0.0295081967213114	query_1	['GO:0070661']	['KITLG', 'SOS1', 'TGFBR2', 'FYN', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'VCAM1']
764	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0011441643325293	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	106	3	15719	0.0283018867924528	0.1666666666666666	query_1	['GO:0038127']	['SRC', 'EGFR', 'ERBB2']
763	GO:BP	GO:2000353	positive regulation of endothelial cell apoptotic process	0.0011441643325293	True	"""Any process that activates or increases the frequency, rate or extent of endothelial cell apoptotic process."" [GOC:BHF, GOC:mah, GOC:mtg_apoptosis]"	18	106	3	15719	0.0283018867924528	0.1666666666666666	query_1	['GO:0072577', 'GO:1904037', 'GO:2000351']	['ITGA4', 'PLCG1', 'THBS1']
766	GO:BP	GO:0003158	endothelium development	0.0011484783208323	True	"""The process whose specific outcome is the progression of an endothelium over time, from its formation to the mature structure. Endothelium refers to the layer of cells lining blood vessels, lymphatics, the heart, and serous cavities, and is derived from bone marrow or mesoderm. Corneal endothelium is a special case, derived from neural crest cells."" [GOC:mtg_heart]"	128	106	6	15719	0.0566037735849056	0.046875	query_1	['GO:0060429']	['MET', 'RAPGEF1', 'EDNRA', 'VCL', 'VEGFA', 'EDNRB']
765	GO:BP	GO:0001101	response to acid chemical	0.0011484783208323	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	106	6	15719	0.0566037735849056	0.046875	query_1	['GO:0042221']	['FYN', 'LYN', 'EGFR', 'EDN1', 'VEGFA', 'PDGFRA']
768	GO:BP	GO:0048661	positive regulation of smooth muscle cell proliferation	0.0011545183529749	True	"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	82	106	5	15719	0.0471698113207547	0.0609756097560975	query_1	['GO:0008284', 'GO:0048659', 'GO:0048660']	['SRC', 'ITGB3', 'TGFBR2', 'EDN1', 'THBS1']
767	GO:BP	GO:0051279	regulation of release of sequestered calcium ion into cytosol	0.0011545183529749	True	"""Any process that modulates the frequency, rate or extent of the release into the cytosolic compartment of calcium ions sequestered in the endoplasmic reticulum or mitochondria."" [GOC:ai, GOC:tb]"	82	106	5	15719	0.0471698113207547	0.0609756097560975	query_1	['GO:0051209', 'GO:0051282', 'GO:1903169']	['ITGB3', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
769	GO:BP	GO:0048469	cell maturation	0.0011617708411776	True	"""The cellular developmental process, independent of morphogenetic (shape) change, that is required for a specific cell to attain its fully functional state."" [GOC:go_curators]"	182	106	7	15719	0.0660377358490566	0.0384615384615384	query_1	['GO:0021700', 'GO:0048468', 'GO:0048869']	['EDNRA', 'SOX10', 'TGFB1', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB']
73	GO:CC	GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	0.0011849175266232	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to insulin-like growth factor-1 (IGF-1) and type I insulin-like growth factor receptor (IGF1R). IGF1R is a heterotetramer that consists of two alpha-subunits and two beta-subunits."" [GOC:BHF, GOC:ebc, PMID:19578119]"	4	106	2	16420	0.0188679245283018	0.5	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
771	GO:BP	GO:0055001	muscle cell development	0.001198253406096	True	"""The process whose specific outcome is the progression of a muscle cell over time, from its formation to the mature structure. Muscle cell development does not include the steps involved in committing an unspecified cell to the muscle cell fate."" [CL:0000187, GOC:devbiol]"	183	106	7	15719	0.0660377358490566	0.0382513661202185	query_1	['GO:0042692', 'GO:0048468']	['KEL', 'ITGB1', 'EDNRA', 'EDN1', 'VEGFA', 'XK', 'PDGFRA']
770	GO:BP	GO:1903169	regulation of calcium ion transmembrane transport	0.001198253406096	True	"""Any process that modulates the frequency, rate or extent of calcium ion transmembrane transport."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:24125847]"	183	106	7	15719	0.0660377358490566	0.0382513661202185	query_1	['GO:0051924', 'GO:0070588', 'GO:1904062']	['ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
173	REAC	REAC:R-HSA-75892	Platelet Adhesion to exposed collagen	0.0012109027204209	True	Platelet Adhesion to exposed collagen	15	96	3	10022	0.03125	0.2	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FYN', 'LYN']
172	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0012109027204209	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	96	3	10022	0.03125	0.2	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2', 'VEGFA']
773	GO:BP	GO:0098655	monoatomic cation transmembrane transport	0.0012376100168968	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	786	106	15	15719	0.1415094339622641	0.0190839694656488	query_1	['GO:0006812', 'GO:0034220']	['KEL', 'ITGB1', 'ITGAV', 'EDNRA', 'ITGB3', 'PLCG2', 'EDN3', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'EDN1', 'PTK2B', 'EDNRB', 'LCK']
772	GO:BP	GO:0048638	regulation of developmental growth	0.0012376100168968	True	"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]"	310	106	9	15719	0.0849056603773584	0.0290322580645161	query_1	['GO:0040008', 'GO:0048589', 'GO:0050793']	['FN1', 'SPP1', 'TGFBR2', 'POU3F2', 'EDN1', 'CDH1', 'VEGFA', 'TGFBR1', 'L1CAM']
774	GO:BP	GO:0003015	heart process	0.0012584004966448	True	"""A circulatory system process carried out by the heart. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:mtg_cardio]"	245	106	8	15719	0.0754716981132075	0.0326530612244898	query_1	['GO:0003013']	['EDN2', 'VEGFB', 'SRC', 'EDNRA', 'EDN3', 'FYN', 'EDN1', 'EDNRB']
775	GO:BP	GO:1990849	vacuolar localization	0.0012693319955476	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	84	106	5	15719	0.0471698113207547	0.0595238095238095	query_1	['GO:0051640']	['LAT', 'LYN', 'TFEB', 'SYK', 'CBL']
778	GO:BP	GO:1903202	negative regulation of oxidative stress-induced cell death	0.0012693319955476	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	46	106	4	15719	0.0377358490566037	0.0869565217391304	query_1	['GO:0036473', 'GO:0060548', 'GO:1903201']	['MET', 'HGF', 'PYCR1', 'FYN']
781	GO:BP	GO:0007204	positive regulation of cytosolic calcium ion concentration	0.0012693319955476	True	"""Any process that increases the concentration of calcium ions in the cytosol."" [GOC:ai]"	185	106	7	15719	0.0660377358490566	0.0378378378378378	query_1	['GO:0065008']	['EDN2', 'ITGAV', 'EDNRA', 'EDN1', 'PTK2B', 'EDNRB', 'PDGFRA']
780	GO:BP	GO:1905953	negative regulation of lipid localization	0.0012693319955476	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	106	4	15719	0.0377358490566037	0.0869565217391304	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['ITGAV', 'ITGB3', 'THBS1', 'PTPN11']
779	GO:BP	GO:2000404	regulation of T cell migration	0.0012693319955476	True	"""Any process that modulates the frequency, rate or extent of T cell migration."" [GOC:mah]"	46	106	4	15719	0.0377358490566037	0.0869565217391304	query_1	['GO:0072678', 'GO:2000401']	['ITGB3', 'CRK', 'ITGA4', 'CRKL']
777	GO:BP	GO:0048009	insulin-like growth factor receptor signaling pathway	0.0012693319955476	True	"""The series of molecular signals initiated by a ligand binding to an insulin-like growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	46	106	4	15719	0.0377358490566037	0.0869565217391304	query_1	['GO:0007169']	['PIK3R1', 'SHC1', 'SOS1', 'GRB2']
776	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0012693319955476	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	106	4	15719	0.0377358490566037	0.0869565217391304	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
782	GO:BP	GO:0032418	lysosome localization	0.0012693319955476	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	84	106	5	15719	0.0471698113207547	0.0595238095238095	query_1	['GO:1990849']	['LAT', 'LYN', 'TFEB', 'SYK', 'CBL']
783	GO:BP	GO:0035728	response to hepatocyte growth factor	0.0013137646782703	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hepatocyte growth factor stimulus."" [GOC:bf]"	19	106	3	15719	0.0283018867924528	0.1578947368421052	query_1	['GO:0070848']	['BCAR1', 'CRK', 'HGF']
784	GO:BP	GO:0070668	positive regulation of mast cell proliferation	0.0013137646782703	True	"""Any process that activates or increases the rate or extent of mast cell proliferation."" [GOC:add, GOC:mah]"	4	106	2	15719	0.0188679245283018	0.5	query_1	['GO:0070662', 'GO:0070665', 'GO:0070666']	['KITLG', 'LYN']
786	GO:BP	GO:0060465	pharynx development	0.0013137646782703	True	"""The biological process whose specific outcome is the progression of a pharynx from an initial condition to its mature state. The pharynx is the part of the digestive system immediately posterior to the mouth."" [GOC:dph, GOC:rk]"	4	106	2	15719	0.0188679245283018	0.5	query_1	['GO:0048565', 'GO:0048856']	['CRKL', 'EDNRB']
787	GO:BP	GO:0007161	calcium-independent cell-matrix adhesion	0.0013137646782703	True	"""The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]"	4	106	2	15719	0.0188679245283018	0.5	query_1	['GO:0007160']	['ITGB1', 'FN1']
788	GO:BP	GO:0097018	renal albumin absorption	0.0013137646782703	True	"""A renal system process in which albumin is taken up from the collecting ducts, glomerulus and proximal and distal loops of the nephron."" [GOC:yaf, PMID:18431508]"	4	106	2	15719	0.0188679245283018	0.5	query_1	['GO:0097017']	['EDNRA', 'EDNRB']
789	GO:BP	GO:0043474	pigment metabolic process involved in pigmentation	0.0013137646782703	True	"""The chemical reactions and pathways involving a pigment, any general or particular coloring matter in living organisms, resulting in the deposition or aggregation of pigment in an organism, tissue or cell."" [GOC:dph, GOC:jl, GOC:tb]"	4	106	2	15719	0.0188679245283018	0.5	query_1	['GO:0042440', 'GO:0043473']	['TYR', 'GPR143']
785	GO:BP	GO:0060364	frontal suture morphogenesis	0.0013137646782703	True	"""The process in which the frontal suture is generated and organized."" [GOC:dph, GOC:sl]"	4	106	2	15719	0.0188679245283018	0.5	query_1	['GO:0060363']	['TGFB3', 'TGFB1']
790	GO:BP	GO:0032872	regulation of stress-activated MAPK cascade	0.0013343859240504	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the stress-activated MAPK cascade."" [GOC:mah]"	187	106	7	15719	0.0660377358490566	0.0374331550802139	query_1	['GO:0043408', 'GO:0051403', 'GO:0070302']	['RAPGEF1', 'KLHDC10', 'CRK', 'HGF', 'EGFR', 'PTK2B', 'VEGFA']
791	GO:BP	GO:0010171	body morphogenesis	0.0013602072865454	True	"""The process in which the anatomical structures of the soma are generated and organized."" [GOC:ems, ISBN:0140512888]"	47	106	4	15719	0.0377358490566037	0.0851063829787234	query_1	['GO:0009653']	['TGFB3', 'TGFB1', 'PTPN11', 'PDGFRA']
792	GO:BP	GO:1990089	response to nerve growth factor	0.0013602072865454	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	106	4	15719	0.0377358490566037	0.0851063829787234	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
793	GO:BP	GO:0010959	regulation of metal ion transport	0.0013602072865454	True	"""Any process that modulates the frequency, rate, or extent of metal ion transport. Metal ion transport is the directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:dph, GOC:tb]"	386	106	10	15719	0.0943396226415094	0.0259067357512953	query_1	['GO:0030001', 'GO:0043269']	['KEL', 'ITGB1', 'ITGB3', 'PLCG2', 'EDN3', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
74	GO:CC	GO:0005902	microvillus	0.001380254939489	True	"""Thin cylindrical membrane-covered projections on the surface of an animal cell containing a core bundle of actin filaments. Present in especially large numbers on the absorptive surface of intestinal cells."" [ISBN:0815316194]"	90	106	5	16420	0.0471698113207547	0.0555555555555555	query_1	['GO:0098858']	['ITGAV', 'ITGB3', 'JAM3', 'VCAM1', 'PDGFRA']
174	REAC	REAC:R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	0.0013814245941725	True	Regulation of actin dynamics for phagocytic cup formation	66	96	5	10022	0.0520833333333333	0.0757575757575757	query_1	['REAC:R-HSA-2029480']	['CRK', 'VAV1', 'SYK', 'FCGR1A', 'PTK2']
794	GO:BP	GO:0014812	muscle cell migration	0.0013936107944502	True	"""The orderly movement of a muscle cell from one site to another, often during the development of a multicellular organism."" [CL:0000187, GOC:mtg_muscle]"	86	106	5	15719	0.0471698113207547	0.0581395348837209	query_1	['GO:0016477']	['SRC', 'ITGB3', 'CRK', 'VTN', 'PLXNA1']
795	GO:BP	GO:0060191	regulation of lipase activity	0.0013936107944502	True	"""Any process that modulates the frequency, rate or extent of lipase activity, the hydrolysis of a lipid or phospholipid."" [GOC:dph, GOC:tb]"	86	106	5	15719	0.0471698113207547	0.0581395348837209	query_1	['GO:0051336']	['EDNRA', 'ITK', 'EGFR', 'PDGFRA', 'FLT1']
796	GO:BP	GO:0097305	response to alcohol	0.001402358073539	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	106	8	15719	0.0754716981132075	0.032	query_1	['GO:0010033', 'GO:1901700']	['TGFBR2', 'FYN', 'CDH1', 'PTK2B', 'VCAM1', 'TGFBR1', 'ADAM15', 'CBL']
797	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	0.0014570638020768	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	106	7	15719	0.0660377358490566	0.0368421052631578	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'TGFB3', 'PXN', 'GRB2', 'EDN1', 'PTK2B', 'TGFBR1']
175	REAC	REAC:R-HSA-5655332	Signaling by FGFR3 in disease	0.0014631969215079	True	Signaling by FGFR3 in disease	16	96	3	10022	0.03125	0.1875	query_1	['REAC:R-HSA-1226099']	['PIK3R1', 'SOS1', 'PLCG1']
798	GO:BP	GO:0048286	lung alveolus development	0.0014651425435681	True	"""The process whose specific outcome is the progression of the alveolus over time, from its formation to the mature structure. The alveolus is a sac for holding air in the lungs; formed by the terminal dilation of air passageways."" [GOC:mtg_lung, PMID:9751757]"	48	106	4	15719	0.0377358490566037	0.0833333333333333	query_1	['GO:0030324', 'GO:0048856']	['EDN2', 'TGFB3', 'TGFB1', 'ITGB6']
799	GO:BP	GO:0046580	negative regulation of Ras protein signal transduction	0.0014651425435681	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of Ras protein signal transduction."" [GOC:bf]"	48	106	4	15719	0.0377358490566037	0.0833333333333333	query_1	['GO:0007265', 'GO:0046578', 'GO:0051058']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA3']
800	GO:BP	GO:1905114	cell surface receptor signaling pathway involved in cell-cell signaling	0.0014913329167787	True	"""Any cell surface receptor signaling pathway that is involved in cell-cell signaling."" [GO_REF:0000060, GOC:TermGenie, ISBN:0-7167-3051-0]"	546	106	12	15719	0.1132075471698113	0.0219780219780219	query_1	['GO:0007166', 'GO:0007267']	['RAPGEF1', 'SRC', 'EDNRA', 'MITF', 'PLCG2', 'SNAI2', 'SOX10', 'EGFR', 'EDN1', 'PTK2B', 'EDNRB', 'ITGA3']
801	GO:BP	GO:0052548	regulation of endopeptidase activity	0.0015079528209254	True	"""Any process that modulates the frequency, rate or extent of endopeptidase activity, the endohydrolysis of peptide bonds within proteins."" [GOC:ai, GOC:hjd]"	320	106	9	15719	0.0849056603773584	0.028125	query_1	['GO:0052547']	['SRC', 'HGF', 'FYN', 'LYN', 'SYK', 'VEGFA', 'VTN', 'LCK', 'THBS1']
802	GO:BP	GO:0060973	cell migration involved in heart development	0.0015079528209254	True	"""The orderly movement of a cell from one site to another that will contribute to the progression of the heart over time, from its initial formation, to the mature organ."" [GOC:mtg_heart]"	20	106	3	15719	0.0283018867924528	0.15	query_1	['GO:0007507', 'GO:0016477']	['EDNRA', 'SNAI2', 'EDN1']
176	REAC	REAC:R-HSA-112399	IRS-mediated signalling	0.0015182454747496	True	IRS-mediated signalling	38	96	4	10022	0.0416666666666666	0.1052631578947368	query_1	['REAC:R-HSA-2428928', 'REAC:R-HSA-74751']	['PIK3R1', 'FLT3LG', 'SOS1', 'PTPN11']
177	REAC	REAC:R-HSA-74752	Signaling by Insulin receptor	0.0015604697601698	True	Signaling by Insulin receptor	68	96	5	10022	0.0520833333333333	0.0735294117647058	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'FLT3LG', 'SHC1', 'SOS1', 'PTPN11']
803	GO:BP	GO:0030195	negative regulation of blood coagulation	0.0015792594779851	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of blood coagulation."" [GOC:mah]"	49	106	4	15719	0.0377358490566037	0.0816326530612244	query_1	['GO:0007596', 'GO:0030193', 'GO:0050819', 'GO:0061045', 'GO:1900047']	['EDN1', 'VTN', 'THBS1', 'PDGFRA']
805	GO:BP	GO:0048145	regulation of fibroblast proliferation	0.0016143774583348	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	106	5	15719	0.0471698113207547	0.0561797752808988	query_1	['GO:0042127', 'GO:0048144']	['FN1', 'ITGB3', 'TGFB1', 'EGFR', 'PDGFRA']
804	GO:BP	GO:0051781	positive regulation of cell division	0.0016143774583348	True	"""Any process that activates or increases the frequency, rate or extent of cell division."" [GOC:ai]"	89	106	5	15719	0.0471698113207547	0.0561797752808988	query_1	['GO:0048522', 'GO:0051301', 'GO:0051302']	['VEGFB', 'TGFB3', 'TGFB1', 'VEGFA', 'PGF']
