ALG8-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
304	GO:BP	GO:0001568	blood vessel development	0.000579914841186	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	679	96	14	15719	0.1458333333333333	0.0206185567010309	query_1	['GO:0001944', 'GO:0048856']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'TJP1', 'FLNA', 'APOE', 'ITGA2B', 'ITGA5', 'LRP1', 'YWHAZ', 'PTK2', 'PRCP']
305	GO:BP	GO:0001525	angiogenesis	0.0005852586173225	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]"	510	96	12	15719	0.125	0.0235294117647058	query_1	['GO:0048514', 'GO:0048646']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'TJP1', 'FLNA', 'ITGA2B', 'ITGA5', 'YWHAZ', 'PTK2', 'PRCP']
306	GO:BP	GO:0030162	regulation of proteolysis	0.0005946301339869	True	"""Any process that modulates the frequency, rate or extent of the hydrolysis of a peptide bond or bonds within a protein."" [GOC:mah]"	681	96	14	15719	0.1458333333333333	0.0205580029368575	query_1	['GO:0006508', 'GO:0051246']	['F12', 'SRC', 'APOE', 'HFE', 'A2M', 'SERPIND1', 'LRP1', 'F2', 'KLKB1', 'SERPINC1', 'SERPINA1', 'VTN', 'KNG1', 'PTK2']
307	GO:BP	GO:0006874	intracellular calcium ion homeostasis	0.0005962983445559	True	"""A homeostatic process involved in the maintenance of a steady state level of calcium ions within a cell."" [GOC:ceb, GOC:mah]"	287	96	9	15719	0.09375	0.0313588850174216	query_1	['GO:0030003', 'GO:0055074']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'BDKRB1', 'F2', 'GP5']
308	GO:BP	GO:0043276	anoikis	0.0006120384244851	True	"""Apoptosis triggered by inadequate or inappropriate adherence to substrate e.g. after disruption of the interactions between normal epithelial cells and the extracellular matrix."" [GOC:jl, http://www.copewithcytokines.de/]"	36	96	4	15719	0.0416666666666666	0.1111111111111111	query_1	['GO:0006915']	['ITGB1', 'SRC', 'ITGA5', 'PTK2']
309	GO:BP	GO:0030335	positive regulation of cell migration	0.0006225445041851	True	"""Any process that activates or increases the frequency, rate or extent of cell migration."" [GOC:go_curators]"	514	96	12	15719	0.125	0.0233463035019455	query_1	['GO:0016477', 'GO:0030334', 'GO:2000147']	['RHOD', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TJP1', 'ITGA5', 'BDKRB1', 'VTN', 'PTK2', 'C1QBP']
310	GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0006319693982475	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	966	96	17	15719	0.1770833333333333	0.0175983436853002	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']	['PTX3', 'ITGAV', 'SRC', 'ITGB3', 'BDKRB2', 'FLNA', 'APOE', 'HFE', 'A2M', 'SERPIND1', 'BDKRB1', 'LRP1', 'F2', 'SERPINC1', 'SERPINA1', 'VTN', 'KNG1']
312	GO:BP	GO:0046464	acylglycerol catabolic process	0.000672149916732	True	"""The chemical reactions and pathways resulting in the breakdown of acylglycerol, any mono-, di- or triester of glycerol with (one or more) fatty acids."" [GOC:ai]"	37	96	4	15719	0.0416666666666666	0.1081081081081081	query_1	['GO:0006639', 'GO:0046461', 'GO:0046503']	['APOC3', 'APOA1', 'APOA2', 'APOC2']
313	GO:BP	GO:0046461	neutral lipid catabolic process	0.000672149916732	True	"""The chemical reactions and pathways resulting in the breakdown of neutral lipids, lipids only soluble in solvents of very low polarity."" [GOC:ai]"	37	96	4	15719	0.0416666666666666	0.1081081081081081	query_1	['GO:0006638', 'GO:0044242']	['APOC3', 'APOA1', 'APOA2', 'APOC2']
311	GO:BP	GO:0071634	regulation of transforming growth factor beta production	0.000672149916732	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta."" [GOC:mah]"	37	96	4	15719	0.0416666666666666	0.1081081081081081	query_1	['GO:0001817', 'GO:0071604']	['FN1', 'ITGAV', 'CD46', 'ITGB6']
314	GO:BP	GO:0048771	tissue remodeling	0.0006833637882107	True	"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]"	168	96	7	15719	0.0729166666666666	0.0416666666666666	query_1	['GO:0032501']	['SRC', 'SPP1', 'ITGB3', 'GJA1', 'FLNA', 'TFRC', 'TF']
315	GO:BP	GO:0010896	regulation of triglyceride catabolic process	0.0006848961101331	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of triglyceride."" [GOC:rn, GOC:tb]"	14	96	3	15719	0.03125	0.2142857142857142	query_1	['GO:0019433', 'GO:0031329', 'GO:0050994', 'GO:0090207']	['APOC3', 'APOA1', 'APOC2']
316	GO:BP	GO:0061450	trophoblast cell migration	0.0006848961101331	True	"""Trophoblast cell migration that is accomplished by extension and retraction of a pseudopodium. Trophoblast cells line the outside of the blastocyst."" [GOC:dph]"	14	96	3	15719	0.03125	0.2142857142857142	query_1	['GO:0001667', 'GO:0007566', 'GO:0022414']	['ITGB3', 'GJA1', 'C1QBP']
317	GO:BP	GO:0034380	high-density lipoprotein particle assembly	0.0006848961101331	True	"""The non-covalent aggregation and arrangement of proteins and lipids to form a high-density lipoprotein particle."" [GOC:BHF, GOC:mah]"	14	96	3	15719	0.03125	0.2142857142857142	query_1	['GO:0034377']	['APOE', 'APOA1', 'APOA2']
318	GO:BP	GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	0.0006848961101331	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	14	96	3	15719	0.03125	0.2142857142857142	query_1	['GO:0009967', 'GO:0030947', 'GO:0048010']	['ITGB3', 'ITGA5', 'VTN']
319	GO:BP	GO:0002706	regulation of lymphocyte mediated immunity	0.0007246872252664	True	"""Any process that modulates the frequency, rate, or extent of lymphocyte mediated immunity."" [GOC:add]"	170	96	7	15719	0.0729166666666666	0.0411764705882352	query_1	['GO:0002449', 'GO:0002703']	['C3', 'TFRC', 'HFE', 'C4BPB', 'CD46', 'C4BPA', 'HPX']
64	REAC	REAC:R-HSA-159854	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	0.0007572812858653	True	Gamma-carboxylation, transport, and amino-terminal cleavage of proteins	11	95	3	10022	0.031578947368421	0.2727272727272727	query_1	['REAC:R-HSA-163841']	['F2', 'F9', 'PROS1']
320	GO:BP	GO:0051247	positive regulation of protein metabolic process	0.0007894778513847	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	96	21	15719	0.21875	0.0149892933618843	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['C3', 'F12', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'C4BPB', 'LRP1', 'F2', 'TFR2', 'KLKB1', 'C4BPA', 'VTN', 'PTK2', 'C1QBP', 'HPX']
321	GO:BP	GO:0002822	regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	0.0008037809297593	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains. An example of this process is found in the Gnathostomata."" [GOC:add, GOC:mtg_sensu]"	173	96	7	15719	0.0729166666666666	0.0404624277456647	query_1	['GO:0002460', 'GO:0002819']	['C3', 'TFRC', 'HFE', 'C4BPB', 'CD46', 'C4BPA', 'HPX']
322	GO:BP	GO:0071604	transforming growth factor beta production	0.0008061894933327	True	"""The appearance of any member of the transforming growth factor-beta family of cytokines due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Transforming growth factor-beta family members include TGF-B1, TGF-B2, and TGF-B3."" [GOC:add, GOC:rv, PMID:16891311, PMID:2022183]"	39	96	4	15719	0.0416666666666666	0.1025641025641025	query_1	['GO:0001816']	['FN1', 'ITGAV', 'CD46', 'ITGB6']
323	GO:BP	GO:0015918	sterol transport	0.0008147575322346	True	"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]"	120	96	6	15719	0.0625	0.05	query_1	['GO:0006869', 'GO:0015850']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
325	GO:BP	GO:0034103	regulation of tissue remodeling	0.0008247884593949	True	"""Any process that modulates the frequency, rate, or extent of tissue remodeling."" [GOC:add]"	75	96	5	15719	0.0520833333333333	0.0666666666666666	query_1	['GO:0048771', 'GO:0051239']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF']
324	GO:BP	GO:0002221	pattern recognition receptor signaling pathway	0.0008247884593949	True	"""The series of molecular signals initiated by a ligand binding to a pattern recognition receptor (PRR), and ending with the regulation of a downstream cellular process, e.g. transcription. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species, or damage-associated molecular pattern (DAMPs), endogenous molecules released from damaged cells."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]"	174	96	7	15719	0.0729166666666666	0.0402298850574712	query_1	['GO:0002758']	['FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'C1QBP']
326	GO:BP	GO:0034116	positive regulation of heterotypic cell-cell adhesion	0.00082894379043	True	"""Any process that activates or increases the frequency, rate, or extent of heterotypic cell-cell adhesion."" [GOC:add]"	15	96	3	15719	0.03125	0.2	query_1	['GO:0022409', 'GO:0034113', 'GO:0034114']	['FGA', 'FGB', 'FGG']
327	GO:BP	GO:0032488	Cdc42 protein signal transduction	0.00082894379043	True	"""The series of molecular signals within the cell that are mediated by the Cdc42 protein switching to a GTP-bound active state."" [GOC:mah, PMID:18558478]"	15	96	3	15719	0.03125	0.2	query_1	['GO:0007266']	['APOC3', 'APOE', 'APOA1']
328	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0008454373329666	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	96	9	15719	0.09375	0.0297029702970297	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1', 'C1QBP', 'HPX']
329	GO:BP	GO:0001944	vasculature development	0.0008501051212621	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	709	96	14	15719	0.1458333333333333	0.0197461212976022	query_1	['GO:0048731', 'GO:0072359']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'TJP1', 'FLNA', 'APOE', 'ITGA2B', 'ITGA5', 'LRP1', 'YWHAZ', 'PTK2', 'PRCP']
65	REAC	REAC:R-HSA-8874081	MET activates PTK2 signaling	0.0008555857689378	True	MET activates PTK2 signaling	29	95	4	10022	0.0421052631578947	0.1379310344827586	query_1	['REAC:R-HSA-8875878']	['ITGB1', 'FN1', 'SRC', 'PTK2']
66	REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	0.0008555857689378	True	RAF/MAP kinase cascade	256	95	10	10022	0.1052631578947368	0.0390625	query_1	['REAC:R-HSA-5684996']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
70	GO:CC	GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	0.0008891970587215	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to insulin-like growth factor-1 (IGF-1) and type I insulin-like growth factor receptor (IGF1R). IGF1R is a heterotetramer that consists of two alpha-subunits and two beta-subunits."" [GOC:BHF, GOC:ebc, PMID:19578119]"	4	97	2	16420	0.0206185567010309	0.5	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
330	GO:BP	GO:0050777	negative regulation of immune response	0.0009344727608412	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	178	96	7	15719	0.0729166666666666	0.0393258426966292	query_1	['GO:0002683', 'GO:0006955', 'GO:0048585', 'GO:0050776']	['MASP1', 'SRC', 'HFE', 'A2M', 'C4BPB', 'CD46', 'C4BPA']
331	GO:BP	GO:0060620	regulation of cholesterol import	0.0009456288155924	True	"""Any process that modulates the rate, frequency or extent of cholesterol import. Cholesterol import is the directed movement of cholesterol into a cell or organelle."" [GOC:BHF, GOC:dph, GOC:tb]"	3	96	2	15719	0.0208333333333333	0.6666666666666666	query_1	['GO:0032374', 'GO:0070508']	['APOC3', 'APOA2']
332	GO:BP	GO:0002541	activation of plasma proteins involved in acute inflammatory response	0.0009456288155924	True	"""Any process activating plasma proteins by proteolysis as part of an acute inflammatory response."" [GOC:jal, ISBN:0781735149]"	3	96	2	15719	0.0208333333333333	0.6666666666666666	query_1	['GO:0002526', 'GO:0016485']	['F12', 'KLKB1']
68	REAC	REAC:R-HSA-1643685	Disease	0.0009642654848192	True	Disease	1723	95	31	10022	0.3263157894736842	0.0179918746372605	query_1	['REAC:0000000']	['MASP1', 'C3', 'F12', 'GP1BB', 'ITGB1', 'SIGMAR1', 'FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'TJP1', 'GJA1', 'F11', 'ITGA2B', 'ALG8', 'APOA1', 'F2', 'F9', 'GALNT12', 'KLKB1', 'YWHAZ', 'FGB', 'FGG', 'MBL2', 'GP5', 'TLN1', 'PTK2', 'C1QBP']
67	REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	0.0009642654848192	True	MAPK1/MAPK3 signaling	261	95	10	10022	0.1052631578947368	0.0383141762452107	query_1	['REAC:R-HSA-5683057']	['FN1', 'SRC', 'FGA', 'ITGB3', 'VWF', 'ITGA2B', 'FGB', 'FGG', 'TLN1', 'PTK2']
337	GO:BP	GO:0016477	cell migration	0.000982765435924	True	"""The controlled self-propelled movement of a cell from one site to a destination guided by molecular cues."" [GOC:cjm, GOC:dph, GOC:ems, GOC:pf, Wikipedia:Cell_migration]"	1427	96	21	15719	0.21875	0.0147161878065872	query_1	['GO:0048870']	['RHOD', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'GP1BA', 'TJP1', 'GJA1', 'FLNA', 'APOE', 'ITGA5', 'BDKRB1', 'APOA1', 'LRP1', 'VTN', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP']
336	GO:BP	GO:0002890	negative regulation of immunoglobulin mediated immune response	0.000982765435924	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	16	96	3	15719	0.03125	0.1875	query_1	['GO:0002713', 'GO:0002889', 'GO:0016064']	['C4BPB', 'CD46', 'C4BPA']
335	GO:BP	GO:0010763	positive regulation of fibroblast migration	0.000982765435924	True	"""Any process that increases the rate, frequency or extent of fibroblast cell migration. Fibroblast cell migration is accomplished by extension and retraction of a pseudopodium."" [GOC:BHF, GOC:dph, GOC:tb]"	16	96	3	15719	0.03125	0.1875	query_1	['GO:0010761', 'GO:0010762', 'GO:0030335']	['ITGB1', 'ITGB3', 'PTK2']
334	GO:BP	GO:0006957	complement activation, alternative pathway	0.000982765435924	True	"""Any process involved in the activation of any of the steps of the alternative pathway of the complement cascade which allows for the direct killing of microbes and the regulation of other immune processes."" [GOC:add, ISBN:0781735149]"	16	96	3	15719	0.03125	0.1875	query_1	['GO:0006956', 'GO:0045087']	['C3', 'CFH', 'CFB']
333	GO:BP	GO:0002713	negative regulation of B cell mediated immunity	0.000982765435924	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	16	96	3	15719	0.03125	0.1875	query_1	['GO:0002707', 'GO:0002712', 'GO:0002823', 'GO:0019724']	['C4BPB', 'CD46', 'C4BPA']
338	GO:BP	GO:0055074	calcium ion homeostasis	0.000982765435924	True	"""Any process involved in the maintenance of an internal steady state of calcium ions within an organism or cell."" [GOC:ceb, GOC:jid, GOC:mah]"	310	96	9	15719	0.09375	0.0290322580645161	query_1	['GO:0055080', 'GO:0098771']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'BDKRB1', 'F2', 'GP5']
339	GO:BP	GO:0046883	regulation of hormone secretion	0.0010035975318275	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a hormone from a cell."" [GOC:ai]"	243	96	8	15719	0.0833333333333333	0.0329218106995884	query_1	['GO:0010646', 'GO:0010817', 'GO:0023051', 'GO:0046879', 'GO:1903530']	['SPP1', 'FGA', 'GJA1', 'HFE', 'F2', 'TFR2', 'FGB', 'FGG']
340	GO:BP	GO:1902531	regulation of intracellular signal transduction	0.0010051513933312	True	"""Any process that modulates the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	1654	96	23	15719	0.2395833333333333	0.0139056831922611	query_1	['GO:0009966', 'GO:0035556']	['RHOD', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'APOA1', 'LRP1', 'F2', 'YWHAZ', 'FGB', 'FGG', 'PTK2', 'C1QBP']
341	GO:BP	GO:0022407	regulation of cell-cell adhesion	0.0010311893024558	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	96	11	15719	0.1145833333333333	0.0236559139784946	query_1	['GO:0030155', 'GO:0098609']	['SRC', 'FGA', 'GP1BA', 'TJP1', 'TFRC', 'HFE', 'CD46', 'APOA1', 'FGB', 'FGG', 'PTK2']
342	GO:BP	GO:0071704	organic substance metabolic process	0.0010455100038411	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	9998	96	78	15719	0.8125	0.0078015603120624	query_1	['GO:0008152']	['MASP1', 'PTX3', 'C3', 'F12', 'GP1BB', 'MASP2', 'APOC3', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA5', 'HFE', 'COLEC10', 'ENOPH1', 'CRP', 'A2M', 'INHBE', 'INHBC', 'SERPIND1', 'AGPAT4', 'CFH', 'ALG8', 'C4BPB', 'ZNF655', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'GALNT12', 'TFR2', 'KLKB1', 'UAP1', 'HP', 'YWHAZ', 'FGB', 'APOA2', 'FGG', 'FITM2', 'CFI', 'SERPINC1', 'CFB', 'C2', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'APOC2', 'FCN1', 'KNG1', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP', 'VKORC1L1', 'HPX', 'ORM1', 'SC5D', 'AGPAT3']
343	GO:BP	GO:0042310	vasoconstriction	0.0010628570316602	True	"""A decrease in the diameter of blood vessels, especially arteries, due to constriction of smooth muscle cells that line the vessels, and usually causing an increase in blood pressure."" [GOC:pr, ISBN:0192800752]"	80	96	5	15719	0.0520833333333333	0.0625	query_1	['GO:0097746']	['FGA', 'BDKRB2', 'CRP', 'FGB', 'FGG']
69	REAC	REAC:R-HSA-917977	Transferrin endocytosis and recycling	0.0010692723082496	True	Transferrin endocytosis and recycling	31	95	4	10022	0.0421052631578947	0.1290322580645161	query_1	['REAC:R-HSA-917937']	['TFRC', 'HFE', 'TF', 'TFR2']
344	GO:BP	GO:0050865	regulation of cell activation	0.0010810201839671	True	"""Any process that modulates the frequency, rate or extent of cell activation, the change in the morphology or behavior of a cell resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:ai]"	638	96	13	15719	0.1354166666666666	0.0203761755485893	query_1	['GO:0001775', 'GO:0050794', 'GO:0051239']	['GP1BB', 'FN1', 'SRC', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'CD46', 'F2', 'FGG', 'GP5']
70	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	0.001092389995897	True	Signaling by TGF-beta Receptor Complex	90	95	6	10022	0.0631578947368421	0.0666666666666666	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6']
345	GO:BP	GO:0034329	cell junction assembly	0.0010983618628536	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	390	96	10	15719	0.1041666666666666	0.0256410256410256	query_1	['GO:0022607', 'GO:0034330']	['RHOD', 'FN1', 'SRC', 'ITGB3', 'TJP1', 'GJA1', 'ITGA5', 'WHAMM', 'TLN1', 'PTK2']
347	GO:BP	GO:0045937	positive regulation of phosphate metabolic process	0.0011117740542562	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	825	96	15	15719	0.15625	0.0181818181818181	query_1	['GO:0006796', 'GO:0010562', 'GO:0019220']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'F2', 'TF', 'VTN', 'APOC2', 'PTK2', 'HPX']
346	GO:BP	GO:0010562	positive regulation of phosphorus metabolic process	0.0011117740542562	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	825	96	15	15719	0.15625	0.0181818181818181	query_1	['GO:0006793', 'GO:0031325', 'GO:0051174']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'TFRC', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'F2', 'TF', 'VTN', 'APOC2', 'PTK2', 'HPX']
348	GO:BP	GO:0007492	endoderm development	0.0011117740542562	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	81	96	5	15719	0.0520833333333333	0.0617283950617283	query_1	['GO:0009888']	['ITGB5', 'FN1', 'ITGAV', 'ITGA5', 'VTN']
349	GO:BP	GO:0035239	tube morphogenesis	0.0011847971187788	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	830	96	15	15719	0.15625	0.0180722891566265	query_1	['GO:0009653', 'GO:0035295']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TJP1', 'FLNA', 'APOE', 'ITGA2B', 'ITGA5', 'LRP1', 'YWHAZ', 'PTK2', 'PRCP']
350	GO:BP	GO:0043114	regulation of vascular permeability	0.0011927812790801	True	"""Any process that modulates the extent to which blood vessels can be pervaded by fluid."" [GOC:jl]"	44	96	4	15719	0.0416666666666666	0.0909090909090909	query_1	['GO:0003018', 'GO:0008015', 'GO:0065008']	['SRC', 'TJP1', 'BDKRB2', 'APOE']
351	GO:BP	GO:0002701	negative regulation of production of molecular mediator of immune response	0.0011927812790801	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of the production of molecular mediator of immune response."" [GOC:add]"	44	96	4	15719	0.0416666666666666	0.0909090909090909	query_1	['GO:0002440', 'GO:0002698', 'GO:0002700', 'GO:0010629']	['TGFB3', 'HFE', 'APOA1', 'APOA2']
352	GO:BP	GO:0043170	macromolecule metabolic process	0.0012171896103956	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8561	96	70	15719	0.7291666666666666	0.008176614881439	query_1	['GO:0071704']	['MASP1', 'PTX3', 'C3', 'F12', 'GP1BB', 'MASP2', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA5', 'HFE', 'COLEC10', 'CRP', 'A2M', 'INHBE', 'INHBC', 'SERPIND1', 'CFH', 'ALG8', 'C4BPB', 'ZNF655', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'GALNT12', 'TFR2', 'KLKB1', 'HP', 'YWHAZ', 'FGB', 'APOA2', 'FGG', 'CFI', 'SERPINC1', 'CFB', 'C2', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'FCN1', 'KNG1', 'PTK2', 'ITGB6', 'C1QBP', 'PRCP', 'VKORC1L1', 'HPX', 'ORM1']
353	GO:BP	GO:0030001	metal ion transport	0.0012187496556181	True	"""The directed movement of metal ions, any metal ion with an electric charge, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	833	96	15	15719	0.15625	0.0180072028811524	query_1	['GO:0006812']	['GP1BB', 'ITGB1', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'HFE', 'BDKRB1', 'F2', 'TF', 'TFR2', 'GP5', 'HPX']
354	GO:BP	GO:0048041	focal adhesion assembly	0.0012260938533615	True	"""The aggregation and bonding together of a set of components to form a focal adhesion, a complex of intracellular signaling and structural proteins that provides a structural link between the internal actin cytoskeleton and the ECM, and also function as a locus of signal transduction activity."" [GOC:jid, GOC:mah]"	83	96	5	15719	0.0520833333333333	0.0602409638554216	query_1	['GO:0007044', 'GO:0007160']	['RHOD', 'SRC', 'WHAMM', 'TLN1', 'PTK2']
355	GO:BP	GO:0042157	lipoprotein metabolic process	0.0012533774355448	True	"""The chemical reactions and pathways involving any conjugated, water-soluble protein in which the covalently attached nonprotein group consists of a lipid or lipids."" [ISBN:0198506732]"	132	96	6	15719	0.0625	0.0454545454545454	query_1	['GO:0019538']	['APOC3', 'ITGAV', 'ITGB3', 'APOE', 'APOA1', 'APOA2']
356	GO:BP	GO:0002819	regulation of adaptive immune response	0.0012573743345843	True	"""Any process that modulates the frequency, rate, or extent of an adaptive immune response."" [GOC:add]"	189	96	7	15719	0.0729166666666666	0.037037037037037	query_1	['GO:0002250', 'GO:0050776']	['C3', 'TFRC', 'HFE', 'C4BPB', 'CD46', 'C4BPA', 'HPX']
