Williams syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
623	GO:BP	GO:0030516	regulation of axon extension	3.34998579157819e-05	True	"""Any process that modulates the rate, direction or extent of axon extension."" [GOC:go_curators]"	94	120	7	17376	0.0583333333333333	0.0744680851063829	query_1	['GO:0048638', 'GO:0048675', 'GO:0061387']	['LIMK1', 'FN1', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
624	GO:BP	GO:0050769	positive regulation of neurogenesis	3.360788856932904e-05	True	"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	227	120	10	17376	0.0833333333333333	0.0440528634361233	query_1	['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']	['LIMK1', 'ITGB1', 'PLXNB1', 'FN1', 'LYN', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
625	GO:BP	GO:0010468	regulation of gene expression	3.365098110990199e-05	True	"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	4484	120	54	17376	0.45	0.0120428189116859	query_1	['GO:0010467', 'GO:0060255']	['MLX', 'MET', 'FKBP6', 'EIF4H', 'MLXIPL', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LTBP1', 'SOS1', 'LOX', 'FYN', 'BUD23', 'NCF1', 'BCL7B', 'ADAM19', 'SMARCA5', 'GTF2I', 'LYN', 'TNC', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'MUSK', 'CDH1', 'TRMT112', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'GTF2IRD2', 'CRKL', 'BAZ1B', 'GTF2IRD1', 'ITGB6', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'GTF2IRD2B']
626	GO:BP	GO:0009987	cellular process	3.699941789125321e-05	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	120	116	17376	0.9666666666666668	0.0080171400926117	query_1	['GO:0008150']	['MLX', 'LIMK1', 'MET', 'RAPGEF1', 'FKBP6', 'ITGB1', 'ITGA9', 'MIIP', 'EIF4H', 'MLXIPL', 'ITGB5', 'VEGFB', 'PLXNB1', 'DNAJC30', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'PSAT1', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VPS37D', 'CRK', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'GAB1', 'LOX', 'STX1A', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'MEMO1', 'BUD23', 'NCF1', 'LAT', 'SH3PXD2A', 'BCL7B', 'ZAP70', 'ADAM19', 'SMARCA5', 'MADCAM1', 'GTF2I', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'RFC2', 'FBN1', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'TRMT112', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'GTF2IRD2', 'ADAM12', 'MFAP5', 'CRKL', 'CLIP2', 'VTN', 'GAB2', 'BAZ1B', 'SHC3', 'GTF2IRD1', 'TLN1', 'VCAM1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'GTF2IRD2B', 'PGF', 'TBL2', 'PLXNA1', 'MFAP4', 'GRAP2']
627	GO:CC	GO:0098978	glutamatergic synapse	3.71380511437415e-05	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	405	120	13	17376	0.1083333333333333	0.0320987654320987	query_1	['GO:0045202']	['ITGB1', 'SRC', 'ITGB3', 'STX1A', 'ITGA5', 'LYN', 'NRP2', 'PLCG1', 'CDH1', 'PTK2B', 'SH3GL2', 'NRP1', 'ITGA3']
628	GO:BP	GO:0002274	myeloid leukocyte activation	3.75000451489284e-05	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	230	120	10	17376	0.0833333333333333	0.0434782608695652	query_1	['GO:0045321']	['FN1', 'PLCG2', 'LAT', 'LYN', 'LCP2', 'SYK', 'GAB2', 'ITGB6', 'THBS1', 'CBL']
629	GO:BP	GO:0043066	negative regulation of apoptotic process	3.804056775297669e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	837	120	19	17376	0.1583333333333333	0.022700119474313	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['ITGB1', 'VEGFB', 'ITGAV', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITGA5', 'EGFR', 'KDR', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'SEMA4D']
630	GO:BP	GO:0009628	response to abiotic stimulus	3.868637876863267e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	120	22	17376	0.1833333333333333	0.0202578268876611	query_1	['GO:0050896']	['ITGB1', 'VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'STX1A', 'FYN', 'LYN', 'GRB2', 'EGFR', 'PTK2B', 'VEGFA', 'VCAM1', 'ITGB6', 'PTK2', 'THBS1', 'ADAM15', 'CBL', 'PGF', 'TBL2', 'MFAP4']
631	REAC	REAC:R-HSA-389513	CTLA4 inhibitory signaling	3.873366790248704e-05	True	CTLA4 inhibitory signaling	20	120	4	17376	0.0333333333333333	0.2	query_1	['REAC:R-HSA-388841']	['FYN', 'LYN', 'LCK', 'PTPN11']
632	REAC	REAC:R-HSA-416572	Sema4D induced cell migration and growth-cone collapse	3.873366790248704e-05	True	Sema4D induced cell migration and growth-cone collapse	20	120	4	17376	0.0333333333333333	0.2	query_1	['REAC:R-HSA-400685']	['LIMK1', 'PLXNB1', 'ERBB2', 'SEMA4D']
633	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	3.881545498309084e-05	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	120	8	17376	0.0666666666666666	0.0588235294117647	query_1	['GO:0031323', 'GO:0072593']	['SHC1', 'PLCG2', 'FYN', 'FBLN5', 'GRB2', 'SYK', 'PTK2B', 'THBS1']
634	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	3.9572743878577897e-05	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	42	120	5	17376	0.0416666666666666	0.119047619047619	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2', 'PTPN11']
635	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	3.9572743878577897e-05	True	IGF1R signaling cascade	42	120	5	17376	0.0416666666666666	0.119047619047619	query_1	['REAC:R-HSA-2404192']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2', 'PTPN11']
636	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	3.9572743878577897e-05	True	IRS-related events triggered by IGF1R	42	120	5	17376	0.0416666666666666	0.119047619047619	query_1	['REAC:R-HSA-2428924']	['PIK3R1', 'SOS1', 'GAB1', 'GAB2', 'PTPN11']
637	REAC	REAC:R-HSA-190236	Signaling by FGFR	4.045583448317894e-05	True	Signaling by FGFR	72	120	6	17376	0.05	0.0833333333333333	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'GAB1', 'PLCG1', 'CBL', 'PTPN11']
638	REAC	REAC:R-HSA-9027277	Erythropoietin activates Phospholipase C gamma (PLCG)	4.2984624731494e-05	True	Erythropoietin activates Phospholipase C gamma (PLCG)	7	120	3	17376	0.025	0.4285714285714285	query_1	['REAC:R-HSA-9006335']	['PLCG2', 'LYN', 'PLCG1']
639	GO:BP	GO:0036293	response to decreased oxygen levels	4.361459189821372e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	289	120	11	17376	0.0916666666666666	0.0380622837370242	query_1	['GO:0070482']	['VEGFB', 'SRC', 'TGFB3', 'PTK2B', 'VEGFA', 'VCAM1', 'THBS1', 'ADAM15', 'CBL', 'PGF', 'TBL2']
640	REAC	REAC:R-HSA-9012999	RHO GTPase cycle	4.3886141301895646e-05	True	RHO GTPase cycle	441	120	13	17376	0.1083333333333333	0.0294784580498866	query_1	['REAC:R-HSA-194315']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'SRC', 'PIK3R1', 'SOS1', 'NCF1', 'SH3PXD2A', 'ZAP70', 'VAV1', 'PTK2B', 'LCK', 'PLXNA1']
641	GO:BP	GO:0045773	positive regulation of axon extension	4.402793729201261e-05	True	"""Any process that activates or increases the frequency, rate or extent of axon extension."" [GOC:go_curators]"	37	120	5	17376	0.0416666666666666	0.1351351351351351	query_1	['GO:0030307', 'GO:0030516', 'GO:0048639', 'GO:0048675', 'GO:0050772']	['LIMK1', 'FN1', 'VEGFA', 'L1CAM', 'NRP1']
642	GO:BP	GO:0071634	regulation of transforming growth factor beta production	4.402793729201261e-05	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta."" [GOC:mah]"	37	120	5	17376	0.0416666666666666	0.1351351351351351	query_1	['GO:0001817', 'GO:0071604']	['FN1', 'ITGAV', 'LTBP1', 'ITGB6', 'THBS1']
643	GO:BP	GO:0014911	positive regulation of smooth muscle cell migration	4.402793729201261e-05	True	"""Any process that activates, maintains or increases the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]"	37	120	5	17376	0.0416666666666666	0.1351351351351351	query_1	['GO:0014909', 'GO:0014910', 'GO:0030335']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1']
644	GO:CC	GO:0031093	platelet alpha granule lumen	4.545351110255317e-05	True	"""The volume enclosed by the membrane of the platelet alpha granule."" [GOC:mah, PMID:8467233]"	65	120	6	17376	0.05	0.0923076923076923	query_1	['GO:0031091', 'GO:0034774']	['VEGFB', 'FN1', 'TGFB3', 'HGF', 'VEGFA', 'THBS1']
645	GO:BP	GO:0009410	response to xenobiotic stimulus	4.66441346076522e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	413	120	13	17376	0.1083333333333333	0.0314769975786924	query_1	['GO:0042221']	['SRC', 'ITGB3', 'RET', 'LOX', 'LYN', 'VAV1', 'CDH1', 'PTK2B', 'CRKL', 'LCK', 'THBS1', 'ITGA3', 'PGF']
646	GO:BP	GO:0051056	regulation of small GTPase mediated signal transduction	4.756582792008796e-05	True	"""Any process that modulates the frequency, rate or extent of small GTPase mediated signal transduction."" [GOC:go_curators]"	292	120	11	17376	0.0916666666666666	0.0376712328767123	query_1	['GO:0007264', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'CRK', 'SOS1', 'VAV1', 'NRP1', 'ITGA3', 'CBL']
647	GO:BP	GO:0038179	neurotrophin signaling pathway	5.007401207642025e-05	True	"""The series of molecular signals initiated by neurotrophin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Neurotrophins are a family of secreted growth factors that induce the survival, development, and function of neurons."" [GOC:bf, GOC:jc, GOC:signaling, PMID:17466268, Wikipedia:Neurotrophin]"	38	120	5	17376	0.0416666666666666	0.131578947368421	query_1	['GO:0007166', 'GO:0071363']	['RAPGEF1', 'BCAR1', 'SRC', 'SOS1', 'PTPN11']
648	GO:BP	GO:0019932	second-messenger-mediated signaling	5.052018868893708e-05	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via a second messenger; a small molecule or ion that can be quickly generated or released from intracellular stores, and can diffuse within the cell. Second-messenger signaling includes production or release of the second messenger, and effectors downstream of the second messenger that further transmit the signal within the cell."" [GOC:signaling, ISBN:0815316194, PMID:15221855, Wikipedia:Second_messenger_system]"	294	120	11	17376	0.0916666666666666	0.0374149659863945	query_1	['GO:0035556']	['PLCG2', 'LAT', 'ZAP70', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'PTK2B', 'VEGFA', 'VCAM1', 'THBS1']
649	GO:BP	GO:0014910	regulation of smooth muscle cell migration	5.101253521789228e-05	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]"	66	120	6	17376	0.05	0.0909090909090909	query_1	['GO:0014909', 'GO:0030334']	['SRC', 'ITGB3', 'CRK', 'VTN', 'NRP1', 'PLXNA1']
650	GO:BP	GO:0045576	mast cell activation	5.101253521789228e-05	True	"""The change in morphology and behavior of a mast cell resulting from exposure to a cytokine, chemokine, soluble factor, or to (at least in mammals) an antigen which the mast cell has specifically bound via IgE bound to Fc-epsilonRI receptors."" [GOC:mgi_curators, ISBN:0781735149]"	66	120	6	17376	0.05	0.0909090909090909	query_1	['GO:0002274']	['LAT', 'LYN', 'LCP2', 'SYK', 'GAB2', 'CBL']
651	GO:BP	GO:0021856	hypothalamic tangential migration using cell-axon interactions	5.160785383438382e-05	True	"""The movement of a hypothalamic neuronal precursor tangentially through the forebrain using an interaction of the migrating cells with axons of other neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	6	120	3	17376	0.025	0.5	query_1	['GO:0021855']	['NRP2', 'NRP1', 'PLXNA1']
652	GO:BP	GO:0021828	gonadotrophin-releasing hormone neuronal migration to the hypothalamus	5.160785383438382e-05	True	"""The directional movement of a gonadotrophin-releasing hormone producing neuron from the nasal placode to the hypothalamus."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]"	6	120	3	17376	0.025	0.5	query_1	['GO:0001764', 'GO:0021856', 'GO:0021888']	['NRP2', 'NRP1', 'PLXNA1']
653	GO:BP	GO:0060754	positive regulation of mast cell chemotaxis	5.160785383438382e-05	True	"""Any process that increases the rate, frequency or extent of mast cell chemotaxis. Mast cell chemotaxis is the movement of a mast cell in response to an external stimulus."" [GOC:dph, GOC:tb]"	6	120	3	17376	0.025	0.5	query_1	['GO:0002551', 'GO:0002690', 'GO:0060753']	['VEGFB', 'VEGFA', 'PGF']
654	GO:BP	GO:0071694	maintenance of protein location in extracellular region	5.160785383438382e-05	True	"""Any process in which a protein is maintained in a specific location within the extracellular region and is prevented from moving elsewhere."" [GOC:mah]"	6	120	3	17376	0.025	0.5	query_1	['GO:0045185', 'GO:0071692']	['LTBP1', 'FBN1', 'FBN2']
655	GO:BP	GO:0030098	lymphocyte differentiation	5.191736508435239e-05	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	418	120	13	17376	0.1083333333333333	0.0311004784688995	query_1	['GO:0046649', 'GO:1903131']	['ITGB1', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'ITGA4', 'ZAP70', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VCAM1', 'LCK']
656	GO:BP	GO:0019538	protein metabolic process	5.232490201889687e-05	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5057	120	58	17376	0.4833333333333333	0.0114692505438006	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['LIMK1', 'MET', 'EIF4H', 'MLXIPL', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VPS37D', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'STX1A', 'ITGA5', 'FYN', 'NCF1', 'LAT', 'ZAP70', 'ADAM19', 'SMARCA5', 'LYN', 'LCP2', 'LOXL1', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'TRMT112', 'PTK2B', 'VEGFA', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'BAZ1B', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
657	GO:CC	GO:0098590	plasma membrane region	5.504898201795958e-05	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	120	23	17376	0.1916666666666666	0.0191188694929343	query_1	['GO:0005886', 'GO:0016020']	['MET', 'ITGB1', 'ITGA9', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'LRP4', 'STX1A', 'ITGA5', 'NRP2', 'LCP2', 'EGFR', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'CRKL', 'TLN1', 'NRP1', 'ITGA3', 'CBL']
658	REAC	REAC:R-HSA-5621480	Dectin-2 family	5.538935662440544e-05	True	Dectin-2 family	22	120	4	17376	0.0333333333333333	0.1818181818181818	query_1	['REAC:R-HSA-5621481']	['PLCG2', 'FYN', 'LYN', 'SYK']
659	GO:BP	GO:0010720	positive regulation of cell development	5.57195863475502e-05	True	"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	421	120	13	17376	0.1083333333333333	0.0308788598574821	query_1	['GO:0045597', 'GO:0048468', 'GO:0060284']	['LIMK1', 'ITGB1', 'PLXNB1', 'FN1', 'RET', 'ZAP70', 'LYN', 'SYK', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
660	GO:BP	GO:0071604	transforming growth factor beta production	5.57195863475502e-05	True	"""The appearance of any member of the transforming growth factor-beta family of cytokines due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. Transforming growth factor-beta family members include TGF-B1, TGF-B2, and TGF-B3."" [GOC:add, GOC:rv, PMID:16891311, PMID:2022183]"	39	120	5	17376	0.0416666666666666	0.1282051282051282	query_1	['GO:0001816']	['FN1', 'ITGAV', 'LTBP1', 'ITGB6', 'THBS1']
661	GO:BP	GO:0072678	T cell migration	5.954795610500147e-05	True	"""The movement of a T cell within or between different tissues and organs of the body."" [CL:0000084, GOC:BHF, GOC:mah]"	68	120	6	17376	0.05	0.088235294117647	query_1	['GO:0072676']	['ITGB3', 'CRK', 'ITGA4', 'ZAP70', 'CRKL', 'ITGB7']
662	GO:BP	GO:1905477	positive regulation of protein localization to membrane	6.17415798966645e-05	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	104	120	7	17376	0.0583333333333333	0.0673076923076923	query_1	['GO:0072657', 'GO:1903829', 'GO:1905475']	['ITGB1', 'PIK3R1', 'LRP4', 'FYN', 'EGFR', 'ERBB2', 'ITGA3']
663	GO:BP	GO:2000811	negative regulation of anoikis	6.199708018052948e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of anoikis."" [GOC:obol]"	19	120	4	17376	0.0333333333333333	0.2105263157894736	query_1	['GO:0043066', 'GO:0043276', 'GO:2000209']	['ITGB1', 'SRC', 'ITGA5', 'PTK2']
664	GO:BP	GO:0045780	positive regulation of bone resorption	6.199708018052948e-05	True	"""Any process that activates or increases the frequency, rate or extent of bone resorption."" [GOC:go_curators]"	19	120	4	17376	0.0333333333333333	0.2105263157894736	query_1	['GO:0045124', 'GO:0045453', 'GO:0051240']	['SRC', 'SPP1', 'ITGB3', 'SYK']
665	GO:CC	GO:0097060	synaptic membrane	6.349566581352239e-05	True	"""A specialized area of membrane on either the presynaptic or the postsynaptic side of a synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell."" [GOC:BHF, PMID:20410104]"	364	120	12	17376	0.1	0.0329670329670329	query_1	['GO:0045202', 'GO:0098590']	['ITGB1', 'SRC', 'ITGB3', 'LRP4', 'STX1A', 'ITGA5', 'NRP2', 'ERBB2', 'MUSK', 'CRKL', 'NRP1', 'ITGA3']
666	GO:BP	GO:0050863	regulation of T cell activation	6.411168329122996e-05	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	120	12	17376	0.1	0.0330578512396694	query_1	['GO:0042110', 'GO:0051249']	['SRC', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11']
667	GO:BP	GO:0019058	viral life cycle	6.48342358598098e-05	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	303	120	11	17376	0.0916666666666666	0.0363036303630363	query_1	['GO:0016032']	['FKBP6', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'VPS37D', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7']
668	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	6.637967112991459e-05	True	Sema4D mediated inhibition of cell attachment and migration	8	120	3	17376	0.025	0.375	query_1	['REAC:R-HSA-400685']	['MET', 'PLXNB1', 'SEMA4D']
669	REAC	REAC:R-HSA-8851805	MET activates RAS signaling	6.637967112991459e-05	True	MET activates RAS signaling	8	120	3	17376	0.025	0.375	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'SOS1']
670	REAC	REAC:R-HSA-1236973	Cross-presentation of particulate exogenous antigens (phagosomes)	6.637967112991459e-05	True	Cross-presentation of particulate exogenous antigens (phagosomes)	8	120	3	17376	0.025	0.375	query_1	['REAC:R-HSA-1236975']	['ITGB5', 'ITGAV', 'NCF1']
671	GO:BP	GO:0007015	actin filament organization	6.711329477255594e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	429	120	13	17376	0.1083333333333333	0.0303030303030303	query_1	['GO:0030036', 'GO:0097435']	['LIMK1', 'MET', 'ITGB5', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'GRB2', 'PTK2B', 'SH3KBP1', 'NRP1', 'ELN']
672	GO:CC	GO:0030027	lamellipodium	6.74993110222503e-05	True	"""A thin sheetlike process extended by the leading edge of a migrating cell or extending cell process; contains a dense meshwork of actin filaments."" [ISBN:0815316194]"	197	120	9	17376	0.075	0.0456852791878172	query_1	['GO:0031252', 'GO:0120025']	['LIMK1', 'ITGB1', 'ITGAV', 'BCAR1', 'ITGB3', 'PXN', 'PLCG1', 'CDH1', 'PTK2B']
673	GO:CC	GO:0098562	cytoplasmic side of membrane	6.74993110222503e-05	True	"""The side of a membrane that faces the cytoplasm."" [GOC:dos]"	197	120	9	17376	0.075	0.0456852791878172	query_1	['GO:0098552']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'PTK2', 'LCK']
674	GO:BP	GO:1903036	positive regulation of response to wounding	6.945398163081587e-05	True	"""Any process that activates or increases the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	70	120	6	17376	0.05	0.0857142857142857	query_1	['GO:0009611', 'GO:0048584', 'GO:1903034']	['ITGB1', 'VEGFB', 'VTN', 'PTK2', 'EMILIN1', 'THBS1']
675	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	7.129396467437029e-05	True	Oncogenic MAPK signaling	80	120	6	17376	0.05	0.075	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'VCL', 'TLN1']
676	GO:BP	GO:0048732	gland development	7.198996904575231e-05	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	432	120	13	17376	0.1083333333333333	0.0300925925925925	query_1	['GO:0048513']	['MET', 'SRC', 'TGFB3', 'HGF', 'TNC', 'EGFR', 'CDH1', 'VEGFA', 'CRKL', 'VTN', 'NRP1', 'PDGFRA', 'PLXNA1']
677	GO:BP	GO:0031532	actin cytoskeleton reorganization	7.304497019409024e-05	True	"""A process that is carried out at the cellular level which results in dynamic structural changes to the arrangement of constituent parts of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:ecd, GOC:mah]"	107	120	7	17376	0.0583333333333333	0.0654205607476635	query_1	['GO:0030036']	['BCAR1', 'SHC1', 'GAB1', 'GRB2', 'PTK2B', 'NRP1', 'PDGFRA']
678	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	7.304497019409024e-05	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	120	7	17376	0.0583333333333333	0.0654205607476635	query_1	['GO:0006898', 'GO:0030100']	['ITGAV', 'ITGB3', 'PLCG2', 'SYK', 'VEGFA', 'VTN', 'CBL']
679	GO:BP	GO:0048569	post-embryonic animal organ development	7.574289351114534e-05	True	"""Development, taking place during the post-embryonic phase of an animal tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]"	20	120	4	17376	0.0333333333333333	0.2	query_1	['GO:0048513']	['FBN1', 'KDR', 'VEGFA', 'MFAP2']
680	REAC	REAC:R-HSA-194315	Signaling by Rho GTPases	7.829017386630061e-05	True	Signaling by Rho GTPases	689	120	16	17376	0.1333333333333333	0.02322206095791	query_1	['REAC:R-HSA-9716542']	['LIMK1', 'RAPGEF1', 'ITGB1', 'PLXNB1', 'SRC', 'PIK3R1', 'SOS1', 'NCF1', 'SH3PXD2A', 'ZAP70', 'VAV1', 'CDH1', 'PTK2B', 'PTK2', 'LCK', 'PLXNA1']
681	GO:BP	GO:2000403	positive regulation of lymphocyte migration	7.869129058147152e-05	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte migration."" [GOC:mah]"	42	120	5	17376	0.0416666666666666	0.119047619047619	query_1	['GO:0071677', 'GO:0072676', 'GO:2000401']	['ITGB3', 'ITGA4', 'MADCAM1', 'PTK2B', 'JAM2']
