Nicolaides-Baraitser syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
333	REAC	REAC:R-HSA-452723	Transcriptional regulation of pluripotent stem cells	0.0307549884296807	True	Transcriptional regulation of pluripotent stem cells	20	99	2	10022	0.0202020202020202	0.1	query_1	['REAC:R-HSA-1266738']	['SMAD2', 'SMAD4']
331	REAC	REAC:R-HSA-176412	Phosphorylation of the APC/C	0.0307549884296807	True	Phosphorylation of the APC/C	20	99	2	10022	0.0202020202020202	0.1	query_1	['REAC:R-HSA-176814']	['CCNB1', 'CDK1']
336	REAC	REAC:R-HSA-6803204	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	0.0307549884296807	True	TP53 Regulates Transcription of Genes Involved in Cytochrome C Release	20	99	2	10022	0.0202020202020202	0.1	query_1	['REAC:R-HSA-5633008']	['CREBBP', 'TP53']
332	REAC	REAC:R-HSA-9687136	Aberrant regulation of mitotic exit in cancer due to RB1 defects	0.0307549884296807	True	Aberrant regulation of mitotic exit in cancer due to RB1 defects	20	99	2	10022	0.0202020202020202	0.1	query_1	['REAC:R-HSA-9687139']	['RB1', 'SKP2']
94	GO:CC	GO:0035097	histone methyltransferase complex	0.0308336779384917	True	"""A multimeric complex that is able to catalyze the addition of methyl groups to histone proteins."" [GOC:bf]"	71	101	3	16420	0.0297029702970297	0.0422535211267605	query_1	['GO:0005654', 'GO:0034708', 'GO:0140513']	['E2F6', 'PRMT5', 'HDAC2']
93	GO:CC	GO:0140535	intracellular protein-containing complex	0.0308336779384917	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	904	101	12	16420	0.1188118811881188	0.0132743362831858	query_1	['GO:0032991']	['CREBBP', 'CKS1B', 'CDK7', 'CTNNB1', 'CCNH', 'SKP1', 'EP300', 'MNAT1', 'KAT2B', 'SKP2', 'CDKN1B', 'CUL1']
1451	GO:BP	GO:0034614	cellular response to reactive oxygen species	0.0309760138664974	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:mah]"	139	100	4	15719	0.04	0.0287769784172661	query_1	['GO:0000302', 'GO:0034599', 'GO:1901701']	['AKT1', 'CDK1', 'PDE8A', 'HDAC2']
1452	GO:BP	GO:0046328	regulation of JNK cascade	0.0309760138664974	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	139	100	4	15719	0.04	0.0287769784172661	query_1	['GO:0007254', 'GO:0032872']	['GPS2', 'NCOR1', 'HDAC3', 'HIPK2']
1453	GO:BP	GO:0032434	regulation of proteasomal ubiquitin-dependent protein catabolic process	0.0309760138664974	True	"""Any process that modulates the frequency, rate or extent of the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:mah]"	139	100	4	15719	0.04	0.0287769784172661	query_1	['GO:0043161', 'GO:0061136', 'GO:2000058']	['AKT1', 'SUMO1', 'CDK2', 'SMARCC1']
1454	GO:BP	GO:0055123	digestive system development	0.0309760138664974	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	100	4	15719	0.04	0.0287769784172661	query_1	['GO:0048731']	['CTNNB1', 'RB1', 'SMAD2', 'SMAD3']
1455	GO:BP	GO:0031347	regulation of defense response	0.0310996161632174	True	"""Any process that modulates the frequency, rate or extent of a defense response."" [GOC:mah]"	687	100	10	15719	0.1	0.0145560407569141	query_1	['GO:0006952', 'GO:0080134']	['CREBBP', 'PPARG', 'NR1H2', 'RB1', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'ESR1', 'SMAD3']
1456	GO:BP	GO:0034103	regulation of tissue remodeling	0.0313759434708399	True	"""Any process that modulates the frequency, rate, or extent of tissue remodeling."" [GOC:add]"	75	100	3	15719	0.03	0.04	query_1	['GO:0048771', 'GO:0051239']	['PPARG', 'RUNX1', 'TP53']
1457	GO:BP	GO:0003407	neural retina development	0.0313759434708399	True	"""The progression of the neural retina over time from its initial formation to the mature structure. The neural retina is the part of the retina that contains neurons and photoreceptor cells."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	75	100	3	15719	0.03	0.04	query_1	['GO:0048856', 'GO:0060041']	['SMARCA4', 'THRB', 'HIPK2']
337	REAC	REAC:R-HSA-449147	Signaling by Interleukins	0.031385765633228	True	Signaling by Interleukins	467	99	10	10022	0.101010101010101	0.0214132762312633	query_1	['REAC:R-HSA-1280215']	['AKT1', 'FOXO3', 'SMARCA4', 'CDKN1A', 'SKP1', 'FOXO1', 'CUL1', 'TP53', 'SMAD3', 'CCND1']
1483	GO:BP	GO:1905066	regulation of canonical Wnt signaling pathway involved in heart development	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in heart development."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:25034767]"	2	100	1	15719	0.01	0.5	query_1	['GO:0003307', 'GO:0060828', 'GO:0061316']	['RBPJ']
1482	GO:BP	GO:0051222	positive regulation of protein transport	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	302	100	6	15719	0.06	0.0198675496688741	query_1	['GO:0015031', 'GO:0051050', 'GO:0051223', 'GO:1904951']	['CDK5', 'PPARG', 'NR1H2', 'HDAC3', 'CDK1', 'SMAD3']
1481	GO:BP	GO:0060694	regulation of cholesterol transporter activity	0.0315621510825638	True	"""Any process that modulates the rate, frequency, or extent of cholesterol transporter activity."" [GOC:BHF, GOC:dph, GOC:tb]"	2	100	1	15719	0.01	0.5	query_1	['GO:0110112']	['PPARG']
1491	GO:BP	GO:0060599	lateral sprouting involved in mammary gland duct morphogenesis	0.0315621510825638	True	"""The process in which a branch forms along the side of a mammary duct."" [GOC:dph, PMID:17120154]"	2	100	1	15719	0.01	0.5	query_1	['GO:0060444', 'GO:0060601']	['AR']
1479	GO:BP	GO:1904597	negative regulation of connective tissue replacement involved in inflammatory response wound healing	0.0315621510825638	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of wound healing connective tissue replacement, which may be replaced with fibrotic material, that occurs as part of an inflammatory response."" [GO_REF:0000058, GOC:krc, GOC:TermGenie, PMID:18245812]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002248', 'GO:1904596', 'GO:1905204']	['PPARG']
1478	GO:BP	GO:1904596	regulation of connective tissue replacement involved in inflammatory response wound healing	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of wound healing connective tissue replacement, which may be replaced with fibrotic material, that occurs as part of an inflammatory response."" [GO_REF:0000058, GOC:krc, GOC:TermGenie, PMID:18245812]"	2	100	1	15719	0.01	0.5	query_1	['GO:0002248', 'GO:1905203']	['PPARG']
1484	GO:BP	GO:0001966	thigmotaxis	0.0315621510825638	True	"""The directed movement of an animal in response to touch."" [GOC:dph]"	2	100	1	15719	0.01	0.5	query_1	['GO:0007610']	['EP300']
1480	GO:BP	GO:0051595	response to methylglyoxal	0.0315621510825638	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a methylglyoxal stimulus. Methylglyoxal is a 2-oxoaldehyde derived from propanal."" [GOC:ai]"	2	100	1	15719	0.01	0.5	query_1	['GO:1901654']	['SIN3A']
1485	GO:BP	GO:1905204	negative regulation of connective tissue replacement	0.0315621510825638	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of connective tissue replacement."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:25590961]"	2	100	1	15719	0.01	0.5	query_1	['GO:0034104', 'GO:0097709', 'GO:1905203']	['PPARG']
1490	GO:BP	GO:0036037	CD8-positive, alpha-beta T cell activation	0.0315621510825638	True	"""The change in morphology and behavior of a CD8-positive, alpha-beta T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [CL:0000625, GOC:yaf]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0046631']	['CBFB', 'RUNX1']
1487	GO:BP	GO:0008050	female courtship behavior	0.0315621510825638	True	"""The behavior of a female, for the purpose of attracting a sexual partner."" [GOC:bf, GOC:pr]"	2	100	1	15719	0.01	0.5	query_1	['GO:0007619', 'GO:0060180']	['THRB']
1488	GO:BP	GO:0060512	prostate gland morphogenesis	0.0315621510825638	True	"""The process in which the anatomical structures of a prostate gland are generated and organized."" [GOC:dph, PMID:18977204]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0003006', 'GO:0022612', 'GO:0030850']	['AR', 'ESR1']
1489	GO:BP	GO:1905775	negative regulation of DNA helicase activity	0.0315621510825638	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of ATP-dependent DNA helicase activity."" [GOC:rb, GOC:TermGenie, PMID:13679365, PMID:19734539]"	2	100	1	15719	0.01	0.5	query_1	['GO:0051097', 'GO:1905463', 'GO:1905774']	['MNAT1']
1477	GO:BP	GO:1904568	cellular response to wortmannin	0.0315621510825638	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	100	1	15719	0.01	0.5	query_1	['GO:0071407', 'GO:1901655', 'GO:1904567']	['SP1']
1492	GO:BP	GO:0032298	positive regulation of DNA-templated DNA replication initiation	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of initiation of DNA-dependent DNA replication."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0006270', 'GO:0030174', 'GO:2000105']	['CDK2']
1493	GO:BP	GO:0003340	negative regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	0.0315621510825638	True	"""Any process that decreases the rate, frequency or extent of the transition where a mesenchymal cell establishes apical/basolateral polarity,forms intercellular adhesive junctions, synthesizes basement membrane components and becomes an epithelial cell that will contribute to the shaping of the metanephros."" [GOC:dph, GOC:yaf]"	2	100	1	15719	0.01	0.5	query_1	['GO:0003337', 'GO:0003339', 'GO:2000697']	['CTNNB1']
1494	GO:BP	GO:0034352	positive regulation of glial cell apoptotic process	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate, or extent of glial cell apoptotic process."" [GOC:mah, GOC:mtg_apoptosis]"	2	100	1	15719	0.01	0.5	query_1	['GO:0034349', 'GO:0034350', 'GO:0043065']	['CDK5']
1486	GO:BP	GO:0061047	positive regulation of branching involved in lung morphogenesis	0.0315621510825638	True	"""Any process that increases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units."" [GOC:dph, GOC:yaf]"	2	100	1	15719	0.01	0.5	query_1	['GO:0051240', 'GO:0060441', 'GO:0061046', 'GO:1905332']	['CTNNB1']
1476	GO:BP	GO:1904567	response to wortmannin	0.0315621510825638	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a wortmannin stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:20629186]"	2	100	1	15719	0.01	0.5	query_1	['GO:0014070', 'GO:1901654']	['SP1']
1471	GO:BP	GO:1902435	regulation of male mating behavior	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	100	1	15719	0.01	0.5	query_1	['GO:0050795', 'GO:0060179', 'GO:2000241']	['HDAC2']
1474	GO:BP	GO:0036023	embryonic skeletal limb joint morphogenesis	0.0315621510825638	True	"""The process, occurring in the embryo, in which the anatomical structures of a skeletal limb joint are generated and organized. A skeletal limb joint is the connecting structure between the bones of a limb."" [GOC:bf, Wikipedia:Joint]"	2	100	1	15719	0.01	0.5	query_1	['GO:0030326', 'GO:0036022', 'GO:0060272']	['CTNNB1']
1458	GO:BP	GO:2000017	positive regulation of determination of dorsal identity	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of determination of dorsal identity."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048263', 'GO:0051094', 'GO:0051240', 'GO:2000015']	['CTNNB1']
1459	GO:BP	GO:0000398	mRNA splicing, via spliceosome	0.0315621510825638	True	"""The joining together of exons from one or more primary transcripts of messenger RNA (mRNA) and the excision of intron sequences, via a spliceosomal mechanism, so that mRNA consisting only of the joined exons is produced."" [GOC:krc, ISBN:0198506732, ISBN:0879695897]"	301	100	6	15719	0.06	0.0199335548172757	query_1	['GO:0000377', 'GO:0006397']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
1460	GO:BP	GO:0000377	RNA splicing, via transesterification reactions with bulged adenosine as nucleophile	0.0315621510825638	True	"""Splicing of RNA via a series of two transesterification reactions with a bulged adenosine residue from the intron branch point as the initiating nucleophile. When the initial RNA for the splicing reaction is a single molecule (cis splicing), the excised intron is released in a lariat structure."" [GOC:krc, PMID:11377794]"	301	100	6	15719	0.06	0.0199335548172757	query_1	['GO:0000375']	['REST', 'WDR77', 'PRMT5', 'SNW1', 'CLNS1A', 'KDM1A']
1461	GO:BP	GO:0035262	gonad morphogenesis	0.0315621510825638	True	"""The process in which the anatomical structures of the gonads are generated and organized. A gonad is an animal organ producing gametes, e.g. the testes or the ovary in mammals."" [ISBN:0198612001]"	2	100	1	15719	0.01	0.5	query_1	['GO:0003006', 'GO:0008406', 'GO:0009887']	['SMAD4']
1462	GO:BP	GO:0007352	zygotic specification of dorsal/ventral axis	0.0315621510825638	True	"""The specification of the dorsal/ventral axis of the embryo, through the products of genes expressed in the zygote."" [GOC:bf]"	2	100	1	15719	0.01	0.5	query_1	['GO:0000578', 'GO:0009950']	['SMAD2']
1463	GO:BP	GO:1901983	regulation of protein acetylation	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of protein acetylation."" [GOC:TermGenie, PMID:22117195]"	76	100	3	15719	0.03	0.0394736842105263	query_1	['GO:0006473', 'GO:0031399']	['SMARCB1', 'SMAD4', 'HDAC2']
1464	GO:BP	GO:2000229	regulation of pancreatic stellate cell proliferation	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of pancreatic stellate cell proliferation."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048145', 'GO:0072343']	['PPARG']
1475	GO:BP	GO:0060844	arterial endothelial cell fate commitment	0.0315621510825638	True	"""The commitment of a cell to an arterial endothelial cell fate and its capacity to differentiate into an arterial endothelial cell."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	2	100	1	15719	0.01	0.5	query_1	['GO:0060842', 'GO:0060846']	['RBPJ']
1465	GO:BP	GO:1901963	regulation of cell proliferation involved in outflow tract morphogenesis	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of cell proliferation involved in outflow tract morphogenesis."" [GOC:dph, GOC:mtg_heart, GOC:TermGenie, PMID:21419760]"	2	100	1	15719	0.01	0.5	query_1	['GO:0061325', 'GO:2000136']	['CTNNB1']
1467	GO:BP	GO:0070165	positive regulation of adiponectin secretion	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of adiponectin from a cell."" [GOC:BHF, GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0046887', 'GO:0050714', 'GO:0051240', 'GO:0070162', 'GO:0070163']	['PPARG']
1468	GO:BP	GO:0044334	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition	0.0315621510825638	True	"""The series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes involved in the positive regulation of epithelial cell to mesenchymal cell transition."" [GOC:BHF, GOC:jl]"	2	100	1	15719	0.01	0.5	query_1	['GO:0010718', 'GO:0060070']	['CTNNB1']
1469	GO:BP	GO:0000320	re-entry into mitotic cell cycle	0.0315621510825638	True	"""The resumption of the mitotic cell division cycle by cells that were in a quiescent or other non-dividing state."" [GOC:krc]"	2	100	1	15719	0.01	0.5	query_1	['GO:0022402']	['CCND1']
1470	GO:BP	GO:0032910	regulation of transforming growth factor beta3 production	0.0315621510825638	True	"""Any process that modulates the frequency, rate, or extent of production of transforming growth factor-beta3."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0032907', 'GO:0071634']	['SMAD3']
1495	GO:BP	GO:0140066	peptidyl-lysine crotonylation	0.0315621510825638	True	"""The crotonylation of a lysine residue in a protein. Crotonyl is the univalent radical CH3-CH=CH-CO- derived from crotonic acid."" [PMID:25818647, Wikipedia:crotonyl]"	2	100	1	15719	0.01	0.5	query_1	['GO:0043543']	['EP300']
1472	GO:BP	GO:1902437	positive regulation of male mating behavior	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of male mating behavior."" [GOC:TermGenie, PMID:24089208]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048520', 'GO:0060179', 'GO:1902435', 'GO:2000243']	['HDAC2']
1473	GO:BP	GO:2000740	negative regulation of mesenchymal stem cell differentiation	0.0315621510825638	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mesenchymal stem cell differentiation."" [GOC:obol]"	2	100	1	15719	0.01	0.5	query_1	['GO:0072497', 'GO:2000737', 'GO:2000739']	['REST']
1466	GO:BP	GO:0032907	transforming growth factor beta3 production	0.0315621510825638	True	"""The appearance of transforming growth factor-beta3 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0071604']	['SMAD3']
1496	GO:BP	GO:0045720	negative regulation of integrin biosynthetic process	0.0315621510825638	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of integrins."" [GOC:go_curators]"	2	100	1	15719	0.01	0.5	query_1	['GO:0010558', 'GO:0045112', 'GO:0045113', 'GO:0051129']	['AR']
1508	GO:BP	GO:0045976	negative regulation of mitotic cell cycle, embryonic	0.0315621510825638	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the embryonic mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	2	100	1	15719	0.01	0.5	query_1	['GO:0009794', 'GO:0045448', 'GO:0045930']	['CTNNB1']
1498	GO:BP	GO:0071322	cellular response to carbohydrate stimulus	0.0315621510825638	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:mah]"	141	100	4	15719	0.04	0.0283687943262411	query_1	['GO:0009743', 'GO:0071310', 'GO:1901701']	['SMARCA4', 'SIN3A', 'SMARCB1', 'SMAD4']
1516	GO:BP	GO:1900224	positive regulation of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry."" [GOC:BHF, GOC:TermGenie]"	2	100	1	15719	0.01	0.5	query_1	['GO:0032927', 'GO:0051240', 'GO:1900164', 'GO:1900175']	['SMAD2']
1515	GO:BP	GO:0072343	pancreatic stellate cell proliferation	0.0315621510825638	True	"""The multiplication or reproduction of pancreatic stellate cells, resulting in the expansion of a pancreatic stellate cell population. Pancreatic stellate cells are found in the periacinar space of the exocrine pancreas and in perivascular and periductal regions of the pancreas, and have long cytoplasmic processes that encircle the base of the acinus."" [CL:0002410, GOC:mah, PMID:17200706]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048144']	['PPARG']
1514	GO:BP	GO:0046639	negative regulation of alpha-beta T cell differentiation	0.0315621510825638	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]"	27	100	2	15719	0.02	0.074074074074074	query_1	['GO:0045581', 'GO:0046632', 'GO:0046636', 'GO:0046637']	['CBFB', 'RUNX1']
1513	GO:BP	GO:0072053	renal inner medulla development	0.0315621510825638	True	"""The process whose specific outcome is the progression of the renal inner medulla over time, from its formation to the mature structure. The renal inner medulla is unique to mammalian kidneys and is the innermost region of the mammalian kidney."" [GOC:mtg_kidney_jan10]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1512	GO:BP	GO:0072054	renal outer medulla development	0.0315621510825638	True	"""The process whose specific outcome is the progression of the renal outer medulla over time, from its formation to the mature structure. The renal outer medulla is the region of the kidney that lies between the renal cortex and the renal inner medulla."" [GOC:mtg_kidney_jan10]"	2	100	1	15719	0.01	0.5	query_1	['GO:0001822', 'GO:0048856']	['CTNNB1']
1511	GO:BP	GO:0072076	nephrogenic mesenchyme development	0.0315621510825638	True	"""The biological process whose specific outcome is the progression of a nephrogenic mesenchyme from an initial condition to its mature state. This process begins with the formation of nephrogenic mesenchyme and ends with the mature structure. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	100	1	15719	0.01	0.5	query_1	['GO:0072006', 'GO:0072074']	['SMAD4']
1509	GO:BP	GO:0014735	regulation of muscle atrophy	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	100	1	15719	0.01	0.5	query_1	['GO:0014889', 'GO:0043502']	['FOXO3']
1507	GO:BP	GO:1901295	regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment."" [GOC:BHF, GOC:TermGenie]"	2	100	1	15719	0.01	0.5	query_1	['GO:0061317', 'GO:1905066']	['RBPJ']
1510	GO:BP	GO:0072134	nephrogenic mesenchyme morphogenesis	0.0315621510825638	True	"""The process in which the anatomical structures of a nephrogenic mesenchymal tissue are generated and organized. Nephrogenic mesenchyme is the tissue made up of loosely connected mesenchymal cells in the nephron."" [GOC:mtg_kidney_jan10]"	2	100	1	15719	0.01	0.5	query_1	['GO:0072076', 'GO:0072131']	['SMAD4']
1505	GO:BP	GO:0072554	blood vessel lumenization	0.0315621510825638	True	"""The process in which a developing blood vessel forms an endothelial lumen through which blood will flow."" [GOC:dsf, PMID:16799567, PMID:20926893]"	2	100	1	15719	0.01	0.5	query_1	['GO:0048514', 'GO:0061154']	['RBPJ']
1499	GO:BP	GO:1901558	response to metformin	0.0315621510825638	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a metformin stimulus."" [GOC:TermGenie]"	2	100	1	15719	0.01	0.5	query_1	['GO:0010243']	['PPARG']
1506	GO:BP	GO:0090108	positive regulation of high-density lipoprotein particle assembly	0.0315621510825638	True	"""Any process that increases the frequency, rate, or extent of high-density lipoprotein particle assembly. High-density lipoprotein particle assembly is the aggregation and arrangement of proteins and lipids to form a high-density lipoprotein particle."" [GOC:BHF, GOC:dph, GOC:tb]"	2	100	1	15719	0.01	0.5	query_1	['GO:0031334', 'GO:0034380', 'GO:0051240', 'GO:0090107']	['NR1H2']
1501	GO:BP	GO:0048644	muscle organ morphogenesis	0.0315621510825638	True	"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]"	76	100	3	15719	0.03	0.0394736842105263	query_1	['GO:0007517', 'GO:0009887']	['SMAD4', 'RBPJ', 'FOXH1']
1497	GO:BP	GO:0071306	cellular response to vitamin E	0.0315621510825638	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a vitamin E stimulus."" [GOC:mah]"	2	100	1	15719	0.01	0.5	query_1	['GO:0033197', 'GO:0071295', 'GO:0071407', 'GO:1901701']	['PPARG']
1500	GO:BP	GO:1901187	regulation of ephrin receptor signaling pathway	0.0315621510825638	True	"""Any process that modulates the frequency, rate or extent of ephrin receptor signaling pathway."" [GOC:BHF, GOC:TermGenie]"	2	100	1	15719	0.01	0.5	query_1	['GO:0009966', 'GO:0048013']	['RBPJ']
1503	GO:BP	GO:0018993	somatic sex determination	0.0315621510825638	True	"""The determination of sex and sexual phenotypes in an organism's soma."" [GOC:ems]"	2	100	1	15719	0.01	0.5	query_1	['GO:0007275', 'GO:0007530']	['AR']
1504	GO:BP	GO:1900110	negative regulation of histone H3-K9 dimethylation	0.0315621510825638	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of histone H3-K9 dimethylation."" [GOC:TermGenie, GOC:vw]"	2	100	1	15719	0.01	0.5	query_1	['GO:0036123', 'GO:0051573', 'GO:1900109']	['SMARCB1']
1502	GO:BP	GO:0014737	positive regulation of muscle atrophy	0.0315621510825638	True	"""Any process that activates or increases the frequency, rate or extent of muscle atrophy."" [GOC:mtg_muscle]"	2	100	1	15719	0.01	0.5	query_1	['GO:0014735', 'GO:0014744', 'GO:0014889']	['FOXO3']
1517	GO:BP	GO:2001056	positive regulation of cysteine-type endopeptidase activity	0.0319064871311165	True	"""Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol]"	142	100	4	15719	0.04	0.028169014084507	query_1	['GO:0010950', 'GO:2000116']	['REST', 'PPARG', 'CDKN2A', 'SMAD3']
1518	GO:BP	GO:0002833	positive regulation of response to biotic stimulus	0.0319073574614292	True	"""Any process that activates or increases the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	303	100	6	15719	0.06	0.0198019801980198	query_1	['GO:0002831', 'GO:0009607', 'GO:0048584']	['CREBBP', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'ESR1']
1519	GO:BP	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	0.0322655742656874	True	"""Any process that modulates the frequency, rate or extent of CD4-positive, alpha-beta T cell activation."" [GOC:obol]"	77	100	3	15719	0.03	0.0389610389610389	query_1	['GO:0035710', 'GO:0046634']	['CBFB', 'RUNX1', 'RARA']
1520	GO:BP	GO:1903351	cellular response to dopamine	0.0322655742656874	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a dopamine stimulus."" [GO_REF:0000071, GOC:mr, GOC:TermGenie, PMID:11118945]"	77	100	3	15719	0.03	0.0389610389610389	query_1	['GO:0071870', 'GO:1903350']	['SIN3A', 'PRMT5', 'HDAC2']
1521	GO:BP	GO:0030500	regulation of bone mineralization	0.0322655742656874	True	"""Any process that modulates the frequency, rate or extent of bone mineralization."" [GOC:go_curators]"	77	100	3	15719	0.03	0.0389610389610389	query_1	['GO:0030278', 'GO:0030282', 'GO:0070167']	['RXRA', 'RXRB', 'SMAD3']
1522	GO:BP	GO:0052547	regulation of peptidase activity	0.032272868372473	True	"""Any process that modulates the frequency, rate or extent of peptidase activity, the hydrolysis of peptide bonds within proteins."" [GOC:ai]"	395	100	7	15719	0.07	0.0177215189873417	query_1	['GO:0030162', 'GO:0051336']	['REST', 'AKT1', 'PPARG', 'HDAC1', 'CDKN2D', 'CDKN2A', 'SMAD3']
