Branchio-oculo-facial syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
600	GO:BP	GO:0010648	negative regulation of cell communication	3.640179678421439e-05	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1290	101	22	17376	0.2178217821782178	0.0170542635658914	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['REST', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'SMAD4', 'PCGF2', 'ESR1', 'FOXO1', 'FOXH1', 'TP53', 'HDAC2', 'KDM1A']
601	GO:BP	GO:0023057	negative regulation of signaling	3.675975786853713e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1291	101	22	17376	0.2178217821782178	0.0170410534469403	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['REST', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'SMAD4', 'PCGF2', 'ESR1', 'FOXO1', 'FOXH1', 'TP53', 'HDAC2', 'KDM1A']
602	GO:BP	GO:0071453	cellular response to oxygen levels	3.6872748483462894e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	158	101	8	17376	0.0792079207920792	0.050632911392405	query_1	['GO:0070482', 'GO:0070887']	['CITED2', 'AKT1', 'MYC', 'CCNA2', 'E2F1', 'FOXO1', 'CDKN1B', 'TP53']
603	GO:BP	GO:0048583	regulation of response to stimulus	3.716531049357807e-05	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	101	42	17376	0.4158415841584158	0.0112630732099758	query_1	['GO:0050789', 'GO:0050896']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CCNB1', 'FOXO3', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'YY1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1']
604	GO:BP	GO:0006304	DNA modification	3.7816596409622784e-05	True	"""The covalent alteration of one or more nucleotide sites in DNA, resulting in a change in its properties."" [GOC:jl, GOC:ma]"	112	101	7	17376	0.0693069306930693	0.0625	query_1	['GO:0006259', 'GO:0043412']	['BMI1', 'CTCF', 'MYC', 'EZH2', 'EHMT2', 'DNMT1', 'EHMT1']
605	GO:BP	GO:2001252	positive regulation of chromosome organization	3.7816596409622784e-05	True	"""Any process that activates or increases the frequency, rate or extent of chromosome organization."" [GOC:obol]"	112	101	7	17376	0.0693069306930693	0.0625	query_1	['GO:0010638', 'GO:0033044', 'GO:0051276']	['CTNNB1', 'DNMT1', 'SIN3A', 'RUVBL1', 'YY1', 'CDK2', 'KAT5']
606	GO:BP	GO:0035265	organ growth	3.821834392540151e-05	True	"""The increase in size or mass of an organ. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that function together as to perform a specific function."" [GOC:bf, ISBN:0471245208, ISBN:0721662544]"	159	101	8	17376	0.0792079207920792	0.050314465408805	query_1	['GO:0032501', 'GO:0048589']	['CITED2', 'AKT1', 'EHMT2', 'AR', 'SMAD2', 'YY1', 'CDK1', 'ESR1']
607	GO:BP	GO:0043009	chordate embryonic development	3.931798617211352e-05	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	640	101	15	17376	0.1485148514851485	0.0234375	query_1	['GO:0009792']	['CITED2', 'BMI1', 'AKT1', 'CCNB1', 'CTNNB1', 'TFAP2A', 'SIN3A', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'PCGF2', 'KAT5', 'TP53', 'SMAD3']
608	REAC	REAC:R-HSA-6781823	Formation of TC-NER Pre-Incision Complex	4.30549642446803e-05	True	Formation of TC-NER Pre-Incision Complex	52	101	5	17376	0.0495049504950495	0.0961538461538461	query_1	['REAC:R-HSA-6781827']	['CDK7', 'RBX1', 'CCNH', 'EP300', 'MNAT1']
609	REAC	REAC:R-HSA-2219528	PI3K/AKT Signaling in Cancer	4.451189650737866e-05	True	PI3K/AKT Signaling in Cancer	89	101	6	17376	0.0594059405940594	0.0674157303370786	query_1	['REAC:R-HSA-5663202']	['AKT1', 'FOXO3', 'CDKN1A', 'ESR1', 'FOXO1', 'CDKN1B']
610	GO:BP	GO:0030097	hemopoiesis	4.507214180216339e-05	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	914	101	18	17376	0.1782178217821782	0.0196936542669584	query_1	['GO:0048468']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'MYC', 'EZH2', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SIN3A', 'EP300', 'YY1', 'CDKN2A', 'RCOR1', 'KAT5', 'TP53', 'CDK6']
611	REAC	REAC:R-HSA-5663205	Infectious disease	4.5329242062803815e-05	True	Infectious disease	985	101	18	17376	0.1782178217821782	0.0182741116751269	query_1	['REAC:R-HSA-1643685']	['REST', 'AKT1', 'EZH2', 'CREBBP', 'CDK7', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'EED', 'RBX1', 'CCNH', 'SKP1', 'MNAT1', 'SUZ12', 'RCOR1', 'HDAC2', 'KDM1A']
612	GO:CC	GO:0071144	heteromeric SMAD protein complex	4.656953632853974e-05	True	"""A protein complex composed of SMAD family proteins, a transcription factor complex which binds to the promoters of target genes and recruits co-activators and histone acetyltransferases, facilitating transcription. Phosphorylation of the non-SMAD4 subunit(s) enables binding of SMAD4 to form heteromeric complexes that enter the nucleus to initiate gene transcription. DNA-binding specificity is conferred by other transcription factors binding to SMAD complexes. Interactions with coactivators or corepressors modulate their transcriptional activity. Can be heterotrimeric or heterodimeric."" [GOC:bhm, GOC:mah, PMID:11779505, PMID:15350224, PMID:16322555, PMID:9389648, PMID:9670020]"	8	101	3	17376	0.0297029702970297	0.375	query_1	['GO:0071141', 'GO:0090575']	['SMAD2', 'SMAD4', 'SMAD3']
613	GO:BP	GO:0010001	glial cell differentiation	4.6987620396583474e-05	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]"	218	101	9	17376	0.0891089108910891	0.0412844036697247	query_1	['GO:0030154', 'GO:0042063']	['AKT1', 'CDK5', 'CTNNB1', 'HDAC1', 'CDK1', 'SUZ12', 'CDKN2C', 'HDAC2', 'CDK6']
614	GO:BP	GO:0006476	protein deacetylation	4.708510340773623e-05	True	"""The removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:ai]"	116	101	7	17376	0.0693069306930693	0.0603448275862069	query_1	['GO:0035601']	['HDAC1', 'RBBP4', 'SIN3A', 'EP300', 'RCOR1', 'TP53', 'HDAC2']
615	GO:BP	GO:0007399	nervous system development	4.708510340773623e-05	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2332	101	31	17376	0.3069306930693069	0.0132933104631217	query_1	['GO:0048731']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'EZH2', 'CDK5', 'EHMT2', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'EED', 'FOXG1', 'SIN3A', 'SMAD4', 'EP300', 'E2F1', 'MNAT1', 'CDK1', 'SUZ12', 'CDKN2C', 'KAT5', 'TFAP2B', 'TP53', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
616	GO:BP	GO:0009966	regulation of signal transduction	4.709035663080893e-05	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2832	101	35	17376	0.3465346534653465	0.0123587570621468	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['CITED2', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'RUVBL1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
617	GO:BP	GO:0030330	DNA damage response, signal transduction by p53 class mediator	4.8362445580641776e-05	True	"""A cascade of processes induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage."" [GOC:go_curators]"	76	101	6	17376	0.0594059405940594	0.0789473684210526	query_1	['GO:0042770', 'GO:0072331']	['CDKN1A', 'CDKN2A', 'KAT5', 'CDKN1B', 'TP53', 'KDM1A']
618	GO:BP	GO:0006979	response to oxidative stress	4.871232472433847e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	101	12	17376	0.1188118811881188	0.0288461538461538	query_1	['GO:0006950']	['REST', 'AKT1', 'EZH2', 'FOXO3', 'CTNNB1', 'SIN3A', 'CDK1', 'SP1', 'PCGF2', 'FOXO1', 'TP53', 'HDAC2']
619	GO:BP	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle	5.0033715517682525e-05	True	"""Any signalling pathway that increases or activates a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	44	101	5	17376	0.0495049504950495	0.1136363636363636	query_1	['GO:0000082', 'GO:1901992', 'GO:1902808', 'GO:2000045']	['AKT1', 'TFDP1', 'CCND2', 'CCND3', 'CCND1']
620	GO:BP	GO:0032924	activin receptor signaling pathway	5.0033715517682525e-05	True	"""The series of molecular signals initiated by an extracellular ligand binding to an activin receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:rl, GOC:signaling]"	44	101	5	17376	0.0495049504950495	0.1136363636363636	query_1	['GO:0007178']	['CITED2', 'SMAD2', 'SMAD4', 'FOXH1', 'SMAD3']
621	GO:BP	GO:0019953	sexual reproduction	5.013427923670136e-05	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1018	101	19	17376	0.1881188118811881	0.018664047151277	query_1	['GO:0000003']	['AKT1', 'EHMT2', 'CCNA1', 'CCNE2', 'CTNNB1', 'RB1', 'CCNE1', 'AR', 'KDM5B', 'SMAD4', 'E2F1', 'RUVBL1', 'YY1', 'CDK1', 'CDK2', 'C3orf62', 'KAT5', 'RNF2', 'EPC1']
622	REAC	REAC:R-HSA-198693	AKT phosphorylates targets in the nucleus	5.2295604871334565e-05	True	AKT phosphorylates targets in the nucleus	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['REAC:R-HSA-1257604']	['AKT1', 'FOXO3', 'FOXO1']
623	REAC	REAC:R-HSA-1234158	Regulation of gene expression by Hypoxia-inducible Factor	5.2295604871334565e-05	True	Regulation of gene expression by Hypoxia-inducible Factor	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['REAC:R-HSA-1234174']	['CITED2', 'CREBBP', 'EP300']
624	REAC	REAC:R-HSA-3214815	HDACs deacetylate histones	5.237908426912464e-05	True	HDACs deacetylate histones	92	101	6	17376	0.0594059405940594	0.0652173913043478	query_1	['REAC:R-HSA-3247509']	['REST', 'HDAC1', 'RBBP4', 'RCOR1', 'HDAC2', 'KDM1A']
625	REAC	REAC:R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	5.237908426912464e-05	True	Regulation of TP53 Activity through Phosphorylation	92	101	6	17376	0.0594059405940594	0.0652173913043478	query_1	['REAC:R-HSA-5633007']	['CDK5', 'CCNA1', 'CCNA2', 'CDK2', 'KAT5', 'TP53']
626	GO:BP	GO:0051128	regulation of cellular component organization	5.2818597466037664e-05	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2347	101	31	17376	0.3069306930693069	0.0132083510864933	query_1	['GO:0016043', 'GO:0050794']	['AKT1', 'CTCF', 'MYC', 'EZH2', 'SERTAD1', 'CDK5', 'EHMT2', 'CCNB1', 'CTNNB1', 'RB1', 'SMARCA4', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'AR', 'SMAD4', 'EP300', 'RUVBL1', 'MNAT1', 'YY1', 'CDKN2C', 'CDKN2A', 'CDK2', 'ESR1', 'KAT5', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
627	GO:BP	GO:0007417	central nervous system development	5.351143192756431e-05	True	"""The process whose specific outcome is the progression of the central nervous system over time, from its formation to the mature structure. The central nervous system is the core nervous system that serves an integrating and coordinating function. In vertebrates it consists of the brain and spinal cord. In those invertebrates with a central nervous system it typically consists of a brain, cerebral ganglia and a nerve cord."" [GOC:bf, GOC:jid, ISBN:0582227089]"	1023	101	19	17376	0.1881188118811881	0.0185728250244379	query_1	['GO:0007399', 'GO:0048731']	['CITED2', 'BMI1', 'EZH2', 'CDK5', 'CTNNB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'EED', 'FOXG1', 'SIN3A', 'E2F1', 'MNAT1', 'SUZ12', 'CDKN2C', 'TP53', 'HDAC2', 'KDM1A', 'CDK6']
628	GO:BP	GO:0043065	positive regulation of apoptotic process	5.3608329933883984e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	496	101	13	17376	0.1287128712871287	0.0262096774193548	query_1	['GO:0006915', 'GO:0042981', 'GO:0043068']	['REST', 'MYC', 'CDK5', 'FOXO3', 'CTNNB1', 'TFAP2A', 'RYBP', 'SMAD4', 'E2F1', 'CDKN2A', 'FOXO1', 'TFAP2B', 'TP53']
629	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	5.392102615996027e-05	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	101	15	17376	0.1485148514851485	0.0227617602427921	query_1	['GO:0009790']	['CITED2', 'BMI1', 'AKT1', 'CCNB1', 'CTNNB1', 'TFAP2A', 'SIN3A', 'AR', 'SMAD2', 'SMAD4', 'EP300', 'PCGF2', 'KAT5', 'TP53', 'SMAD3']
630	GO:BP	GO:0051101	regulation of DNA binding	5.404478294339078e-05	True	"""Any process that modulates the frequency, rate or extent of DNA binding. DNA binding is any process in which a gene product interacts selectively with DNA (deoxyribonucleic acid)."" [GOC:ai, GOC:dph, GOC:tb]"	119	101	7	17376	0.0693069306930693	0.0588235294117647	query_1	['GO:0051098']	['CTNNB1', 'RB1', 'SIN3A', 'EP300', 'E2F1', 'HDAC2', 'KDM1A']
631	REAC	REAC:R-HSA-3214847	HATs acetylate histones	5.458698313203776e-05	True	HATs acetylate histones	139	101	7	17376	0.0693069306930693	0.0503597122302158	query_1	['REAC:R-HSA-3247509']	['CREBBP', 'TRRAP', 'EP300', 'RUVBL1', 'KAT5', 'YEATS4', 'EPC1']
632	REAC	REAC:R-HSA-449147	Signaling by Interleukins	5.641186728567521e-05	True	Signaling by Interleukins	468	101	12	17376	0.1188118811881188	0.0256410256410256	query_1	['REAC:R-HSA-1280215']	['AKT1', 'MYC', 'FOXO3', 'SMARCA4', 'RBX1', 'CDKN1A', 'SKP1', 'FOXO1', 'CUL1', 'TP53', 'SMAD3', 'CCND1']
633	GO:BP	GO:0038107	nodal signaling pathway involved in determination of left/right asymmetry	5.883281755778879e-05	True	"""The series of molecular signals initiated by a nodal protein binding of to an activin receptor on the surface of a target cell, which contributes to the establishment of an organism's body plan or part of an organism with respect to the left and right halves."" [GOC:BHF, GOC:vk, PMID:12857784, PMID:17287255, PMID:20413706]"	7	101	3	17376	0.0297029702970297	0.4285714285714285	query_1	['GO:0007368', 'GO:0038092']	['CITED2', 'SMAD2', 'FOXH1']
634	GO:BP	GO:0003300	cardiac muscle hypertrophy	5.883281755778879e-05	True	"""The enlargement or overgrowth of all or part of the heart muscle due to an increase in size of cardiac muscle cells without cell division."" [GOC:mtg_heart]"	79	101	6	17376	0.0594059405940594	0.0759493670886076	query_1	['GO:0014897']	['EZH2', 'SMAD4', 'YY1', 'FOXO1', 'SMAD3', 'HDAC2']
635	GO:BP	GO:1900164	nodal signaling pathway involved in determination of lateral mesoderm left/right asymmetry	5.883281755778879e-05	True	"""The series of molecular signals initiated by a nodal protein binding to an activin receptor on the surface of a target cell, which contributes to the establishment of lateral mesoderm with respect to the left and right halves."" [GOC:BHF, GOC:TermGenie, GOC:vk]"	7	101	3	17376	0.0297029702970297	0.4285714285714285	query_1	['GO:0003140', 'GO:0038107']	['CITED2', 'SMAD2', 'FOXH1']
636	GO:BP	GO:0070997	neuron death	5.946010083062269e-05	True	"""The process of cell death in a neuron."" [GOC:BHF, GOC:mah]"	354	101	11	17376	0.1089108910891089	0.0310734463276836	query_1	['GO:0008219']	['REST', 'AKT1', 'CDK5', 'MAX', 'FOXO3', 'CTNNB1', 'RB1', 'TFAP2A', 'TFAP2B', 'TP53', 'CCND1']
637	GO:BP	GO:0032355	response to estradiol	5.9561450252027896e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	101	7	17376	0.0693069306930693	0.0578512396694214	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['EZH2', 'CTNNB1', 'CCNA2', 'ESR1', 'KAT5', 'CDKN1B', 'CCND1']
638	GO:BP	GO:0031669	cellular response to nutrient levels	5.98401342156992e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	226	101	9	17376	0.0891089108910891	0.0398230088495575	query_1	['GO:0031667', 'GO:0031668']	['CDKN2B', 'EHMT2', 'MAX', 'FOXO3', 'CDKN1A', 'SP1', 'FOXO1', 'KAT5', 'TP53']
639	GO:BP	GO:0009267	cellular response to starvation	6.155245569428013e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of deprivation of nourishment."" [GOC:jl]"	171	101	8	17376	0.0792079207920792	0.0467836257309941	query_1	['GO:0031669', 'GO:0033554', 'GO:0042594']	['EHMT2', 'MAX', 'FOXO3', 'CDKN1A', 'SP1', 'FOXO1', 'KAT5', 'TP53']
640	GO:BP	GO:0030522	intracellular receptor signaling pathway	6.216662744622288e-05	True	"""The series of molecular signals initiated by a ligand binding to a receptor located within a cell."" [GOC:bf, GOC:mah]"	289	101	10	17376	0.099009900990099	0.0346020761245674	query_1	['GO:0007165']	['CITED2', 'EZH2', 'HDAC1', 'SMARCA4', 'AR', 'EP300', 'ESR1', 'SKP2', 'FOXH1', 'KDM1A']
641	GO:BP	GO:2001234	negative regulation of apoptotic signaling pathway	6.3760097534865e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	228	101	9	17376	0.0891089108910891	0.0394736842105263	query_1	['GO:0009968', 'GO:0043066', 'GO:0097190', 'GO:2001233']	['BMI1', 'AKT1', 'CTNNB1', 'RB1', 'HDAC1', 'CDKN2D', 'AR', 'PCGF2', 'KDM1A']
642	GO:BP	GO:0014897	striated muscle hypertrophy	6.672516858720962e-05	True	"""The enlargement or overgrowth of all or part of an organ due to an increase in size of muscle cells without cell division. In the case of striated muscle, this happens due to the additional synthesis of sarcomeric proteins and assembly of myofibrils."" [GOC:mtg_muscle]"	81	101	6	17376	0.0594059405940594	0.074074074074074	query_1	['GO:0014896']	['EZH2', 'SMAD4', 'YY1', 'FOXO1', 'SMAD3', 'HDAC2']
643	GO:CC	GO:0071141	SMAD protein complex	6.855102001304076e-05	True	"""A protein complex that consists of only SMAD proteins; may be homomeric or heteromeric. Heteromeric complexes act as transcription factors while homomeric complexes exist but are transcriptionally inactive. Hetero- versus homotrimerization is largely enthalpy driven."" [GOC:bhm, GOC:mah, PMID:9670020]"	9	101	3	17376	0.0297029702970297	0.3333333333333333	query_1	['GO:0032991']	['SMAD2', 'SMAD4', 'SMAD3']
644	GO:BP	GO:0002521	leukocyte differentiation	7.299549518133572e-05	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	593	101	14	17376	0.1386138613861386	0.0236087689713322	query_1	['GO:0030097', 'GO:0030154']	['CITED2', 'BMI1', 'MYC', 'EZH2', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'EP300', 'YY1', 'CDKN2A', 'KAT5', 'TP53', 'CDK6']
645	GO:CC	GO:0097346	INO80-type complex	7.370636987492178e-05	True	"""A chromatin remodeling protein complex initially purified from S. cerevisiae and containing more than 10 subunits, including the SWR1-related complexes. INO80 (inositol requiring 80)-type complexes have diverse functions, including promoting transcriptional activation and DNA repair."" [GOC:rb, PMID:19355820]"	27	101	4	17376	0.0396039603960396	0.1481481481481481	query_1	['GO:0070603']	['TRRAP', 'RUVBL1', 'YY1', 'KAT5']
646	GO:BP	GO:2001233	regulation of apoptotic signaling pathway	7.576611466794428e-05	True	"""Any process that modulates the frequency, rate or extent of apoptotic signaling pathway."" [GOC:mtg_apoptosis]"	364	101	11	17376	0.1089108910891089	0.0302197802197802	query_1	['GO:0009966', 'GO:0042981', 'GO:0097190']	['BMI1', 'AKT1', 'MYC', 'CTNNB1', 'RB1', 'HDAC1', 'CDKN2D', 'AR', 'PCGF2', 'TP53', 'KDM1A']
647	GO:BP	GO:0006275	regulation of DNA replication	7.590903694623735e-05	True	"""Any process that modulates the frequency, rate or extent of DNA replication."" [GOC:go_curators]"	126	101	7	17376	0.0693069306930693	0.0555555555555555	query_1	['GO:0006260', 'GO:0051052']	['EHMT2', 'CCNA2', 'RUVBL1', 'YY1', 'CDK1', 'CDK2', 'TP53']
648	GO:BP	GO:0014896	muscle hypertrophy	7.590903694623735e-05	True	"""The muscle system process that results in enlargement or overgrowth of all or part of a muscle organ due to an increase in the size of its muscle cells. Physiological hypertrophy is a normal process during development (it stops in cardiac muscle after adolescence) and can also be brought on in response to demand. In athletes cardiac and skeletal muscles undergo hypertrophy stimulated by increasing muscle activity on exercise. Smooth muscle cells in the uterus undergo hypertrophy during pregnancy."" [GOC:mtg_muscle]"	83	101	6	17376	0.0594059405940594	0.072289156626506	query_1	['GO:0003012']	['EZH2', 'SMAD4', 'YY1', 'FOXO1', 'SMAD3', 'HDAC2']
649	GO:BP	GO:0035601	protein deacylation	7.590903694623735e-05	True	"""The removal of an acyl group, any group or radical of the form RCO- where R is an organic group, from a protein amino acid."" [GOC:se, PMID:12080046]"	126	101	7	17376	0.0693069306930693	0.0555555555555555	query_1	['GO:0036211', 'GO:0098732']	['HDAC1', 'RBBP4', 'SIN3A', 'EP300', 'RCOR1', 'TP53', 'HDAC2']
650	GO:BP	GO:0000077	DNA damage checkpoint signaling	7.966255309896292e-05	True	"""A signal transduction process that contributes to a DNA damage checkpoint."" [GOC:mah]"	127	101	7	17376	0.0693069306930693	0.0551181102362204	query_1	['GO:0031570', 'GO:0042770']	['CDKN1A', 'E2F1', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
651	GO:BP	GO:0006479	protein methylation	8.033443776252152e-05	True	"""The addition of a methyl group to a protein amino acid. A methyl group is derived from methane by the removal of a hydrogen atom."" [GOC:ai]"	178	101	8	17376	0.0792079207920792	0.0449438202247191	query_1	['GO:0008213', 'GO:0043414']	['EZH2', 'EHMT2', 'CTNNB1', 'EED', 'SMAD4', 'EHMT1', 'SUZ12', 'KDM1A']
652	GO:BP	GO:0008213	protein alkylation	8.033443776252152e-05	True	"""The addition of an alkyl group to a protein amino acid. Alkyl groups are derived from alkanes by removal of one hydrogen atom."" [GOC:ma]"	178	101	8	17376	0.0792079207920792	0.0449438202247191	query_1	['GO:0036211']	['EZH2', 'EHMT2', 'CTNNB1', 'EED', 'SMAD4', 'EHMT1', 'SUZ12', 'KDM1A']
653	GO:BP	GO:0051347	positive regulation of transferase activity	8.262254825990606e-05	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	519	101	13	17376	0.1287128712871287	0.02504816955684	query_1	['GO:0043085', 'GO:0051338']	['BMI1', 'AKT1', 'MYC', 'EZH2', 'CDK5', 'CTNNB1', 'CDKN1A', 'SKP1', 'CCND2', 'MNAT1', 'CCND3', 'CDKN1B', 'CCND1']
654	GO:CC	GO:0000791	euchromatin	8.443768311534937e-05	True	"""A dispersed and relatively uncompacted form of chromatin that is in a transcription-competent conformation."" [PMID:32017156]"	57	101	5	17376	0.0495049504950495	0.087719298245614	query_1	['GO:0000785']	['CBX3', 'CTNNB1', 'SP1', 'ESR1', 'RNF2']
655	REAC	REAC:R-HSA-9022692	Regulation of MECP2 expression and activity	8.551565106045644e-05	True	Regulation of MECP2 expression and activity	30	101	4	17376	0.0396039603960396	0.1333333333333333	query_1	['REAC:R-HSA-8986944']	['HDAC1', 'FOXG1', 'SIN3A', 'HDAC2']
656	GO:BP	GO:0044773	mitotic DNA damage checkpoint signaling	8.583693376506146e-05	True	"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	85	101	6	17376	0.0594059405940594	0.0705882352941176	query_1	['GO:0000077', 'GO:0044774']	['CDKN1A', 'CDK1', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
