Noonan syndrome with multiple lentigines	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
953	GO:BP	GO:0010833	telomere maintenance via telomere lengthening	0.0008428814051292	True	"""Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins and lengthening the telomeric DNA."" [GOC:dph, GOC:tb]"	82	103	5	15719	0.0485436893203883	0.0609756097560975	query_1	['GO:0000723']	['SRC', 'MAPK1', 'CTNNB1', 'MAPK3', 'HSP90AA1']
245	REAC	REAC:R-HSA-3656535	TGFBR1 LBD Mutants in Cancer	0.0008467530708273	True	TGFBR1 LBD Mutants in Cancer	3	101	2	10022	0.0198019801980198	0.6666666666666666	query_1	['REAC:R-HSA-3656534']	['TGFBR2', 'TGFBR1']
244	REAC	REAC:R-HSA-8875791	MET activates STAT3	0.0008467530708273	True	MET activates STAT3	3	101	2	10022	0.0198019801980198	0.6666666666666666	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF']
956	GO:BP	GO:0038128	ERBB2 signaling pathway	0.0008712088134123	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor ERBB2 on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription. ERBB2 receptors are themselves unable to bind to ligands, but act as a signal-amplifying tyrosine kinase within a heterodimeric pair."" [GOC:jc, PMID:16460914, Reactome:R-HSA-1227986]"	18	103	3	15719	0.029126213592233	0.1666666666666666	query_1	['GO:0038127']	['SRC', 'EGFR', 'ERBB2']
957	GO:BP	GO:0060977	coronary vasculature morphogenesis	0.0008712088134123	True	"""The process in which the anatomical structures of blood vessels of the heart are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:mtg_heart]"	18	103	3	15719	0.029126213592233	0.1666666666666666	query_1	['GO:0048514', 'GO:0060976']	['VEGFA', 'TGFBR1', 'NRP1']
958	GO:BP	GO:2000648	positive regulation of stem cell proliferation	0.0008835648740069	True	"""Any process that activates or increases the frequency, rate or extent of stem cell proliferation."" [GOC:dph]"	45	103	4	15719	0.0388349514563106	0.0888888888888888	query_1	['GO:0008284', 'GO:0072089', 'GO:0072091']	['VEGFC', 'CTNNB1', 'TGFB1', 'KDR']
959	GO:BP	GO:0030308	negative regulation of cell growth	0.0008950199488604	True	"""Any process that stops, prevents, or reduces the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	185	103	7	15719	0.0679611650485436	0.0378378378378378	query_1	['GO:0001558', 'GO:0016049', 'GO:0045926', 'GO:0048523']	['SPP1', 'TGFB1', 'CDH1', 'NRP1', 'SMAD3', 'ADAM15', 'SEMA4D']
960	GO:BP	GO:0090092	regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	0.0009134206267793	True	"""Any process that modulates the rate, frequency, or extent of the series of molecular signals generated as a consequence of a transmembrane receptor serine/threonine kinase binding to its physiological ligand."" [GOC:dph, GOC:tb]"	247	103	8	15719	0.0776699029126213	0.0323886639676113	query_1	['GO:0007178', 'GO:0009966']	['SMURF2', 'SMAD7', 'TGFB3', 'TGFBR2', 'KDR', 'SMURF1', 'TGFBR1', 'SMAD3']
246	REAC	REAC:R-HSA-5654689	PI-3K cascade:FGFR1	0.0009311257937273	True	PI-3K cascade:FGFR1	14	101	3	10022	0.0297029702970297	0.2142857142857142	query_1	['REAC:R-HSA-5654687']	['PIK3R1', 'PIK3CA', 'PTPN11']
247	REAC	REAC:R-HSA-8983432	Interleukin-15 signaling	0.0009311257937273	True	Interleukin-15 signaling	14	101	3	10022	0.0297029702970297	0.2142857142857142	query_1	['REAC:R-HSA-451927']	['SHC1', 'SOS1', 'GRB2']
248	REAC	REAC:R-HSA-391160	Signal regulatory protein family interactions	0.0009311257937273	True	Signal regulatory protein family interactions	14	101	3	10022	0.0297029702970297	0.2142857142857142	query_1	['REAC:R-HSA-1500931']	['PTK2B', 'PTK2', 'PTPN11']
963	GO:BP	GO:1990849	vacuolar localization	0.0009350672516821	True	"""Any process in which the vacuole is transported to, and/or maintained in, a specific location within the cell."" [PMID:26283797]"	84	103	5	15719	0.0485436893203883	0.0595238095238095	query_1	['GO:0051640']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
962	GO:BP	GO:0002088	lens development in camera-type eye	0.0009350672516821	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	84	103	5	15719	0.0485436893203883	0.0595238095238095	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'TGFBR2', 'TGFB1', 'TGFBR1', 'SMAD3']
961	GO:BP	GO:0032418	lysosome localization	0.0009350672516821	True	"""Any process in which a lysosome is transported to, and/or maintained in, a specific location."" [GOC:mah]"	84	103	5	15719	0.0485436893203883	0.0595238095238095	query_1	['GO:1990849']	['PIK3CD', 'LAT', 'LYN', 'SYK', 'CBL']
964	GO:BP	GO:0033077	T cell differentiation in thymus	0.0009350672516821	True	"""The process in which a precursor cell type acquires the specialized features of a T cell via a differentiation pathway dependent upon transit through the thymus."" [GOC:add, ISBN:0781735149]"	84	103	5	15719	0.0485436893203883	0.0595238095238095	query_1	['GO:0030217']	['CTNNB1', 'SOS1', 'ZAP70', 'BRAF', 'ERBB2']
965	GO:BP	GO:0009987	cellular process	0.0009498588798983	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14494	103	103	15719	1.0	0.0071063888505588	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ITGB7', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
969	GO:BP	GO:2000404	regulation of T cell migration	0.0009499917153314	True	"""Any process that modulates the frequency, rate or extent of T cell migration."" [GOC:mah]"	46	103	4	15719	0.0388349514563106	0.0869565217391304	query_1	['GO:0072678', 'GO:2000401']	['ITGB3', 'CRK', 'ITGA4', 'CRKL']
970	GO:BP	GO:0061383	trabecula morphogenesis	0.0009499917153314	True	"""The process of shaping a trabecula in an organ. A trabecula is a small, often microscopic, tissue element in the form of a small beam, strut or rod, which generally has a mechanical function. Trabecula are usually but not necessarily, composed of dense collagenous tissue."" [GOC:dph]"	46	103	4	15719	0.0388349514563106	0.0869565217391304	query_1	['GO:0009653']	['PLXNB1', 'SOS1', 'TGFBR1', 'SEMA4D']
967	GO:BP	GO:0055010	ventricular cardiac muscle tissue morphogenesis	0.0009499917153314	True	"""The process in which the anatomical structures of cardiac ventricle muscle is generated and organized."" [GOC:devbiol]"	46	103	4	15719	0.0388349514563106	0.0869565217391304	query_1	['GO:0003208', 'GO:0003229', 'GO:0055008']	['SMAD7', 'FGFR2', 'TGFB1', 'TGFBR1']
966	GO:BP	GO:1903202	negative regulation of oxidative stress-induced cell death	0.0009499917153314	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of oxidative stress-induced cell death."" [GO_REF:0000058, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]"	46	103	4	15719	0.0388349514563106	0.0869565217391304	query_1	['GO:0036473', 'GO:0060548', 'GO:1903201']	['MET', 'HGF', 'CTNNB1', 'FYN']
968	GO:BP	GO:0060443	mammary gland morphogenesis	0.0009499917153314	True	"""The process in which anatomical structures of the mammary gland are generated and organized. Morphogenesis refers to the creation of shape. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk."" [GOC:dph]"	46	103	4	15719	0.0388349514563106	0.0869565217391304	query_1	['GO:0022612', 'GO:0030879']	['SRC', 'FGFR2', 'TGFBR2', 'TGFB1']
971	GO:BP	GO:1990090	cellular response to nerve growth factor stimulus	0.0009499917153314	True	"""A process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805, Wikipedia:Nerve_growth_factor]"	46	103	4	15719	0.0388349514563106	0.0869565217391304	query_1	['GO:0071363', 'GO:1990089']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
972	GO:BP	GO:0031328	positive regulation of cellular biosynthetic process	0.0009688741753606	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of substances, carried out by individual cells."" [GOC:mah]"	1934	103	26	15719	0.2524271844660194	0.0134436401240951	query_1	['GO:0009891', 'GO:0031325', 'GO:0031326', 'GO:0044249']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'HGF', 'SHC1', 'CTNNB1', 'MAPK3', 'TGFB1', 'MAP2K1', 'EGFR', 'HSP90AA1', 'HRAS', 'RAF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'TGFBR1', 'MAP2K2', 'SMAD3']
973	GO:BP	GO:0120032	regulation of plasma membrane bounded cell projection assembly	0.0009734574800942	True	"""Any process that modulates the rate, frequency, or extent of plasma membrane bounded cell projection assembly."" [GOC:krc]"	188	103	7	15719	0.0679611650485436	0.0372340425531914	query_1	['GO:0060491', 'GO:0120031', 'GO:0120035']	['TGFB3', 'PIK3R1', 'PIK3CA', 'HSP90AA1', 'HRAS', 'TGFBR1', 'NRP1']
974	GO:BP	GO:1903035	negative regulation of response to wounding	0.0009782501310329	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of response to wounding."" [GO_REF:0000058, GOC:kmv, GOC:TermGenie, PMID:19164535]"	85	103	5	15719	0.0485436893203883	0.0588235294117647	query_1	['GO:0009611', 'GO:0048585', 'GO:1903034']	['SPP1', 'CRK', 'VTN', 'SMAD3', 'PDGFRA']
975	GO:BP	GO:0045936	negative regulation of phosphate metabolic process	0.0010042163190414	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	391	103	10	15719	0.0970873786407767	0.0255754475703324	query_1	['GO:0006796', 'GO:0010563', 'GO:0019220']	['NCK1', 'PIK3CB', 'SMAD7', 'HGF', 'LYN', 'YWHAB', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
86	GO:CC	GO:0035867	alphav-beta3 integrin-IGF-1-IGF1R complex	0.0010048984005148	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to insulin-like growth factor-1 (IGF-1) and type I insulin-like growth factor receptor (IGF1R). IGF1R is a heterotetramer that consists of two alpha-subunits and two beta-subunits."" [GOC:BHF, GOC:ebc, PMID:19578119]"	4	103	2	16420	0.0194174757281553	0.5	query_1	['GO:0098797']	['ITGAV', 'ITGB3']
976	GO:BP	GO:0090050	positive regulation of cell migration involved in sprouting angiogenesis	0.0010096196831802	True	"""Any process that increases the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]"	19	103	3	15719	0.029126213592233	0.1578947368421052	query_1	['GO:0002042', 'GO:0043536', 'GO:0090049']	['KDR', 'VEGFA', 'NRP1']
977	GO:BP	GO:0010563	negative regulation of phosphorus metabolic process	0.001022854337813	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	392	103	10	15719	0.0970873786407767	0.0255102040816326	query_1	['GO:0006793', 'GO:0031324', 'GO:0051174']	['NCK1', 'PIK3CB', 'SMAD7', 'HGF', 'LYN', 'YWHAB', 'SH3GL2', 'CRKL', 'CBL', 'SEMA4D']
979	GO:BP	GO:0060976	coronary vasculature development	0.0010236873663032	True	"""The process whose specific outcome is the progression of the blood vessels of the heart over time, from its formation to the mature structure."" [GOC:mtg_heart]"	47	103	4	15719	0.0388349514563106	0.0851063829787234	query_1	['GO:0001568', 'GO:0007507']	['VEGFB', 'VEGFA', 'TGFBR1', 'NRP1']
978	GO:BP	GO:0060711	labyrinthine layer development	0.0010236873663032	True	"""The process in which the labyrinthine layer of the placenta progresses, from its formation to its mature state."" [GOC:dph]"	47	103	4	15719	0.0388349514563106	0.0851063829787234	query_1	['GO:0001892', 'GO:0048856']	['FGFR2', 'MAPK1', 'GRB2', 'MAP2K1']
980	GO:BP	GO:1990089	response to nerve growth factor	0.0010236873663032	True	"""A process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nerve growth factor stimulus."" [PMID:22399805]"	47	103	4	15719	0.0388349514563106	0.0851063829787234	query_1	['GO:0070848']	['RAPGEF1', 'CRK', 'SH3GL2', 'CBL']
981	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	0.0010258250495797	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	103	32	15719	0.3106796116504854	0.0121212121212121	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'HRAS', 'RAF1', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'SMAD3', 'CBL', 'SEMA4D']
989	GO:BP	GO:0060666	dichotomous subdivision of terminal units involved in salivary gland branching	0.0010263574994364	True	"""The process in which a salivary epithelial cord bifurcates at its end."" [GOC:dph]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0060445', 'GO:0060600']	['NRP1', 'PLXNA1']
990	GO:BP	GO:0038189	neuropilin signaling pathway	0.0010263574994364	True	"""The series of molecular signals initiated by an extracellular ligand binding to a neuropilin protein on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, PMID:12852851]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0007166']	['VEGFA', 'NRP1']
987	GO:BP	GO:0097491	sympathetic neuron projection guidance	0.0010263574994364	True	"""The process in which the migration of a sympathetic neuron projection is directed to a specific target site in response to a combination of attractive and repulsive cues."" [GOC:BHF, GOC:rl, PMID:22790009]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0097485']	['NRP2', 'NRP1']
982	GO:BP	GO:0033031	positive regulation of neutrophil apoptotic process	0.0010263574994364	True	"""Any process that activates or increases the frequency, rate, or extent of neutrophil apoptotic process."" [GOC:add, GOC:mtg_apoptosis]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0001781', 'GO:0002684', 'GO:0033029', 'GO:0033034', 'GO:2000108']	['PIK3CB', 'PIK3CD']
983	GO:BP	GO:0007161	calcium-independent cell-matrix adhesion	0.0010263574994364	True	"""The binding of a cell to the extracellular matrix via adhesion molecules that do not require the presence of calcium for the interaction."" [GOC:hb]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0007160']	['ITGB1', 'FN1']
984	GO:BP	GO:0060364	frontal suture morphogenesis	0.0010263574994364	True	"""The process in which the frontal suture is generated and organized."" [GOC:dph, GOC:sl]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0060363']	['TGFB3', 'TGFB1']
985	GO:BP	GO:0097490	sympathetic neuron projection extension	0.0010263574994364	True	"""Long distance growth of a single sympathetic neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:BHF, GOC:rl, PMID:22790009]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:1990138']	['NRP2', 'NRP1']
986	GO:BP	GO:0061551	trigeminal ganglion development	0.0010263574994364	True	"""The process whose specific outcome is the progression of a trigeminal ganglion over time, from its formation to the mature structure."" [GOC:dph]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0061550']	['NRP2', 'NRP1']
988	GO:BP	GO:1902669	positive regulation of axon guidance	0.0010263574994364	True	"""Any process that activates or increases the frequency, rate or extent of axon guidance."" [GO_REF:0000058, GOC:hjd, GOC:TermGenie, PMID:23006775]"	4	103	2	15719	0.0194174757281553	0.5	query_1	['GO:0007411', 'GO:0010976', 'GO:1902667']	['VEGFA', 'NRP1']
87	GO:CC	GO:0015629	actin cytoskeleton	0.001037989738372	True	"""The part of the cytoskeleton (the internal framework of a cell) composed of actin and associated proteins. Includes actin cytoskeleton-associated complexes."" [GOC:jl, ISBN:0395825172, ISBN:0815316194]"	488	103	11	16420	0.1067961165048543	0.0225409836065573	query_1	['GO:0005856']	['BCAR1', 'SRC', 'CRK', 'PXN', 'FYN', 'SH3PXD2A', 'VCL', 'CDH1', 'VCAM1', 'PTK2', 'FLT1']
991	GO:BP	GO:0043535	regulation of blood vessel endothelial cell migration	0.0010719469847906	True	"""Any process that modulates the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	87	103	5	15719	0.0485436893203883	0.057471264367816	query_1	['GO:0010594', 'GO:0043534']	['VEGFC', 'KDR', 'PLCG1', 'VEGFA', 'NRP1']
993	GO:BP	GO:0051489	regulation of filopodium assembly	0.0010966291031099	True	"""Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone."" [GOC:ai, GOC:dph, GOC:tb]"	48	103	4	15719	0.0388349514563106	0.0833333333333333	query_1	['GO:0046847', 'GO:0120032']	['TGFB3', 'PIK3R1', 'TGFBR1', 'NRP1']
992	GO:BP	GO:0021872	forebrain generation of neurons	0.0010966291031099	True	"""The process in which nerve cells are generated in the forebrain. This includes the production of neuroblasts from and their differentiation into neurons."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid]"	48	103	4	15719	0.0388349514563106	0.0833333333333333	query_1	['GO:0030900', 'GO:0048699']	['FGFR2', 'NRP2', 'NRP1', 'PLXNA1']
249	REAC	REAC:R-HSA-5663213	RHO GTPases Activate WASPs and WAVEs	0.0011126780684231	True	RHO GTPases Activate WASPs and WAVEs	35	101	4	10022	0.0396039603960396	0.1142857142857142	query_1	['REAC:R-HSA-195258']	['NCK1', 'MAPK1', 'MAPK3', 'PTK2']
250	REAC	REAC:R-HSA-392517	Rap1 signalling	0.0011238148179943	True	Rap1 signalling	15	101	3	10022	0.0297029702970297	0.2	query_1	['REAC:R-HSA-1280218']	['YWHAB', 'YWHAZ', 'RAF1']
251	REAC	REAC:R-HSA-2173791	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	0.0011238148179943	True	TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)	15	101	3	10022	0.0297029702970297	0.2	query_1	['REAC:R-HSA-170834']	['TGFBR2', 'SMURF1', 'TGFBR1']
252	REAC	REAC:R-HSA-75892	Platelet Adhesion to exposed collagen	0.0011238148179943	True	Platelet Adhesion to exposed collagen	15	101	3	10022	0.0297029702970297	0.2	query_1	['REAC:R-HSA-109582']	['ITGB1', 'FYN', 'LYN']
254	REAC	REAC:R-HSA-1502540	Signaling by Activin	0.0011238148179943	True	Signaling by Activin	15	101	3	10022	0.0297029702970297	0.2	query_1	['REAC:R-HSA-9006936']	['MAPK1', 'MAPK3', 'SMAD3']
255	REAC	REAC:R-HSA-8866910	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	0.0011238148179943	True	TFAP2 (AP-2) family regulates transcription of growth factors and their receptors	15	101	3	10022	0.0297029702970297	0.2	query_1	['REAC:R-HSA-8864260']	['EGFR', 'ERBB2', 'VEGFA']
253	REAC	REAC:R-HSA-5654693	FRS-mediated FGFR1 signaling	0.0011238148179943	True	FRS-mediated FGFR1 signaling	15	101	3	10022	0.0297029702970297	0.2	query_1	['REAC:R-HSA-5654687']	['SOS1', 'HRAS', 'PTPN11']
997	GO:BP	GO:0001892	embryonic placenta development	0.0011238677357763	True	"""The embryonically driven process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	88	103	5	15719	0.0485436893203883	0.0568181818181818	query_1	['GO:0001701', 'GO:0001890', 'GO:0048568']	['FGFR2', 'MAPK1', 'GRB2', 'MAP2K1', 'EGFR']
995	GO:BP	GO:0032273	positive regulation of protein polymerization	0.0011238677357763	True	"""Any process that activates or increases the frequency, rate or extent of the process of creating protein polymers."" [GOC:mah]"	88	103	5	15719	0.0485436893203883	0.0568181818181818	query_1	['GO:0031334', 'GO:0032271', 'GO:0051258']	['MET', 'NCK1', 'GRB2', 'HSP90AA1', 'PTK2B']
994	GO:BP	GO:0051924	regulation of calcium ion transport	0.0011238677357763	True	"""Any process that modulates the frequency, rate or extent of the directed movement of calcium ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	256	103	8	15719	0.0776699029126213	0.03125	query_1	['GO:0006816', 'GO:0010959']	['ITGB3', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B']
996	GO:BP	GO:2000117	negative regulation of cysteine-type endopeptidase activity	0.0011238677357763	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cysteine-type endopeptidase activity."" [GOC:obol, GOC:yaf]"	88	103	5	15719	0.0485436893203883	0.0568181818181818	query_1	['GO:0010951', 'GO:2000116']	['SRC', 'HGF', 'CD44', 'RAF1', 'VEGFA']
88	GO:CC	GO:0014704	intercalated disc	0.0011412793909023	True	"""A complex cell-cell junction at which myofibrils terminate in cardiomyocytes; mediates mechanical and electrochemical integration between individual cardiomyocytes. The intercalated disc contains regions of tight mechanical attachment (fasciae adherentes and desmosomes) and electrical coupling (gap junctions) between adjacent cells."" [GOC:mtg_muscle, PMID:11732910]"	50	103	4	16420	0.0388349514563106	0.08	query_1	['GO:0044291']	['ITGB1', 'CTNNB1', 'PIK3CA', 'VCL']
998	GO:BP	GO:0061042	vascular wound healing	0.0011561109549531	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature."" [GOC:BHF, GOC:dph]"	20	103	3	15719	0.029126213592233	0.15	query_1	['GO:0060055']	['VEGFB', 'KDR', 'VEGFA']
999	GO:BP	GO:0070588	calcium ion transmembrane transport	0.0011606620498749	True	"""A process in which a calcium ion is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	326	103	9	15719	0.087378640776699	0.0276073619631901	query_1	['GO:0006816', 'GO:0098655', 'GO:0098662']	['ITGAV', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PLCG1', 'PTK2B', 'LCK']
1000	GO:BP	GO:0060537	muscle tissue development	0.0011740715749911	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	400	103	10	15719	0.0970873786407767	0.025	query_1	['GO:0009888']	['ITGB1', 'SMAD7', 'FGFR2', 'CTNNB1', 'TGFBR2', 'TGFB1', 'VEGFA', 'TGFBR1', 'SMAD3', 'PDGFRA']
1001	GO:BP	GO:0006913	nucleocytoplasmic transport	0.001183546941476	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	327	103	9	15719	0.087378640776699	0.0275229357798165	query_1	['GO:0051169']	['PIK3R2', 'PIK3R1', 'TGFB1', 'HSP90AA1', 'SYK', 'SMURF1', 'CDH1', 'SMAD3', 'PTPN11']
1002	GO:BP	GO:0051169	nuclear transport	0.001183546941476	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	327	103	9	15719	0.087378640776699	0.0275229357798165	query_1	['GO:0046907']	['PIK3R2', 'PIK3R1', 'TGFB1', 'HSP90AA1', 'SYK', 'SMURF1', 'CDH1', 'SMAD3', 'PTPN11']
1003	GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	0.0011904963151279	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1963	103	26	15719	0.2524271844660194	0.0132450331125827	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'HGF', 'SHC1', 'CTNNB1', 'MAPK3', 'TGFB1', 'MAP2K1', 'EGFR', 'HSP90AA1', 'HRAS', 'RAF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'TGFBR1', 'MAP2K2', 'SMAD3']
257	REAC	REAC:R-HSA-1266695	Interleukin-7 signaling	0.0012036264243757	True	Interleukin-7 signaling	36	101	4	10022	0.0396039603960396	0.1111111111111111	query_1	['REAC:R-HSA-449147']	['PIK3R2', 'PIK3R1', 'HGF', 'PIK3R3']
256	REAC	REAC:R-HSA-2173796	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	0.0012036264243757	True	SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	36	101	4	10022	0.0396039603960396	0.1111111111111111	query_1	['REAC:R-HSA-2173793']	['SMAD7', 'MAPK1', 'MAPK3', 'SMAD3']
1004	GO:BP	GO:0072073	kidney epithelium development	0.001212963675247	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	139	103	6	15719	0.058252427184466	0.0431654676258992	query_1	['GO:0001822', 'GO:0060429']	['SMAD7', 'FGFR2', 'CTNNB1', 'TGFB1', 'VEGFA', 'SMAD3']
1005	GO:BP	GO:0050768	negative regulation of neurogenesis	0.001212963675247	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	139	103	6	15719	0.058252427184466	0.0431654676258992	query_1	['GO:0010721', 'GO:0022008', 'GO:0050767', 'GO:0051961']	['SPP1', 'CTNNB1', 'TGFB1', 'CDH1', 'NRP1', 'SEMA4D']
