Pseudoxanthoma elasticum	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
93	GO:CC	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	9.210782451113284e-07	True	"""The lipid bilayer surrounding a clathrin-sculpted acetylcholine transport vesicle."" [GOC:dph]"	3	102	3	16420	0.0294117647058823	1.0	query_1	['GO:0030658', 'GO:0030665', 'GO:0060200']	['SYT1', 'SLC18A3', 'RAB3A']
92	GO:CC	GO:0033565	ESCRT-0 complex	9.210782451113284e-07	True	"""A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals."" [GOC:rb, PMID:12055639, PMID:17543868]"	3	102	3	16420	0.0294117647058823	1.0	query_1	['GO:0036452']	['HGS', 'STAM2', 'STAM']
91	GO:CC	GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	9.210782451113284e-07	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, syntaxin 1a, and complexin I (or orthologs thereof)."" [PMID:7553862]"	3	102	3	16420	0.0294117647058823	1.0	query_1	['GO:0031201']	['VAMP2', 'STX1A', 'SNAP25']
90	GO:CC	GO:0060200	clathrin-sculpted acetylcholine transport vesicle	9.210782451113284e-07	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing acetylcholine."" [GOC:dph]"	3	102	3	16420	0.0294117647058823	1.0	query_1	['GO:0030133', 'GO:0060198']	['SYT1', 'SLC18A3', 'RAB3A']
94	GO:CC	GO:0031902	late endosome membrane	1.6963092429499094e-06	True	"""The lipid bilayer surrounding a late endosome."" [GOC:pz]"	152	102	9	16420	0.088235294117647	0.0592105263157894	query_1	['GO:0005770', 'GO:0010008']	['VAMP7', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'GOSR2', 'LITAF', 'VAMP8', 'STX8']
111	GO:BP	GO:0006891	intra-Golgi vesicle-mediated transport	1.7303764981419389e-06	True	"""The directed movement of substances within the Golgi, mediated by small transport vesicles. These either fuse with the cis-Golgi or with each other to form the membrane stacks known as the cis-Golgi reticulum (network)."" [ISBN:0716731363]"	35	102	6	15719	0.0588235294117647	0.1714285714285714	query_1	['GO:0048193']	['GOSR1', 'VTI1B', 'VTI1A', 'GOSR2', 'NSF', 'NAPA']
33	REAC	REAC:R-HSA-182971	EGFR downregulation	1.7591911243941276e-06	True	EGFR downregulation	30	86	6	10022	0.0697674418604651	0.2	query_1	['REAC:R-HSA-177929']	['HGS', 'STAM2', 'EPN1', 'STAM', 'EPS15', 'EGFR']
95	GO:CC	GO:0042734	presynaptic membrane	2.090945221666993e-06	True	"""A specialized area of membrane of the axon terminal that faces the plasma membrane of the neuron or muscle fiber with which the axon terminal establishes a synaptic junction; many synaptic junctions exhibit structural presynaptic characteristics, such as conical, electron-dense internal protrusions, that distinguish it from the remainder of the axon plasma membrane."" [GOC:jl, ISBN:0815316194]"	156	102	9	16420	0.088235294117647	0.0576923076923076	query_1	['GO:0097060', 'GO:0098793']	['SYT1', 'PICALM', 'AP2M1', 'STX1A', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'STXBP1']
112	GO:BP	GO:0051648	vesicle localization	2.1922161274887517e-06	True	"""Any process in which a vesicle or vesicles are transported to, and/or maintained in, a specific location."" [GOC:ai]"	210	102	11	15719	0.1078431372549019	0.0523809523809523	query_1	['GO:0051640']	['CHMP2A', 'HGS', 'PICALM', 'AP1AR', 'TOR1A', 'AP1M2', 'STAM', 'DNM2', 'SNAP23', 'SNAP29', 'RAB3A']
35	REAC	REAC:R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	2.3281473439199715e-06	True	Norepinephrine Neurotransmitter Release Cycle	17	86	5	10022	0.0581395348837209	0.2941176470588235	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
34	REAC	REAC:R-HSA-181429	Serotonin Neurotransmitter Release Cycle	2.3281473439199715e-06	True	Serotonin Neurotransmitter Release Cycle	17	86	5	10022	0.0581395348837209	0.2941176470588235	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
113	GO:BP	GO:0051588	regulation of neurotransmitter transport	2.679756372550633e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	92	102	8	15719	0.0784313725490196	0.0869565217391304	query_1	['GO:0006836', 'GO:0051049']	['SYT1', 'STX1A', 'TOR1A', 'SLC18A3', 'STXBP5', 'STX1B', 'STXBP1', 'RAB3A']
114	GO:BP	GO:0033363	secretory granule organization	2.713744252225802e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a secretory granule. A secretory granule is a small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion."" [GOC:mah]"	62	102	7	15719	0.0686274509803921	0.1129032258064516	query_1	['GO:0010256', 'GO:0016050']	['AP1B1', 'AGFG1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
115	GO:BP	GO:0032438	melanosome organization	3.2885215050695616e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a melanosome. A melanosome is a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GOC:vk]"	39	102	6	15719	0.0588235294117647	0.1538461538461538	query_1	['GO:0048753']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
96	GO:CC	GO:0070044	synaptobrevin 2-SNAP-25-syntaxin-1a complex	3.554217284415533e-06	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, and syntaxin 1a (or orthologs thereof)."" [PMID:10336434]"	4	102	3	16420	0.0294117647058823	0.75	query_1	['GO:0031201']	['VAMP2', 'STX1A', 'NAPA']
36	REAC	REAC:R-HSA-8964043	Plasma lipoprotein clearance	3.562408728466684e-06	True	Plasma lipoprotein clearance	34	86	6	10022	0.0697674418604651	0.1764705882352941	query_1	['REAC:R-HSA-174824']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
116	GO:BP	GO:0051590	positive regulation of neurotransmitter transport	3.606909499381675e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	21	102	5	15719	0.0490196078431372	0.238095238095238	query_1	['GO:0006836', 'GO:0051050', 'GO:0051588']	['SYT1', 'STX1A', 'SLC18A3', 'STX1B', 'STXBP1']
117	GO:BP	GO:0051952	regulation of amine transport	3.6103650928544896e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of amines into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	96	102	8	15719	0.0784313725490196	0.0833333333333333	query_1	['GO:0015837', 'GO:0051049']	['SYT2', 'SYT1', 'STX1A', 'TOR1A', 'SLC18A3', 'SYT9', 'STXBP1', 'RAB3A']
118	GO:BP	GO:0051050	positive regulation of transport	3.689591907905254e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	889	102	21	15719	0.2058823529411764	0.0236220472440944	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'VAMP2', 'AP2M1', 'STX1A', 'TOR1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SYT9', 'RAB9A', 'STXBP1', 'VAMP8', 'EIPR1', 'RAB3A']
119	GO:BP	GO:0090119	vesicle-mediated cholesterol transport	3.689591907905254e-06	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, or cholesterol-containing compounds, by membrane-bounded vesicles."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	9	102	4	15719	0.0392156862745098	0.4444444444444444	query_1	['GO:0016192', 'GO:0016482', 'GO:0032367']	['VPS52', 'VPS54', 'VPS53', 'VPS51']
120	GO:BP	GO:0048753	pigment granule organization	3.689591907905254e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a pigment granule."" [GOC:rc]"	40	102	6	15719	0.0588235294117647	0.15	query_1	['GO:0016050', 'GO:0033059']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
97	GO:CC	GO:0098978	glutamatergic synapse	4.880364785801664e-06	True	"""A synapse that uses glutamate as a neurotransmitter."" [GOC:dos]"	404	102	13	16420	0.1274509803921568	0.0321782178217821	query_1	['GO:0045202']	['SYT1', 'AP2M1', 'AP2B1', 'STX1A', 'STX3', 'DNM2', 'STX4', 'SNAP25', 'STXBP1', 'HSPA8', 'SNAP47', 'NUMB', 'NAPA']
121	GO:BP	GO:0017158	regulation of calcium ion-dependent exocytosis	4.948969573610927e-06	True	"""Any process that modulates the frequency, rate or extent of calcium ion-dependent exocytosis."" [GOC:go_curators]"	42	102	6	15719	0.0588235294117647	0.1428571428571428	query_1	['GO:0017156', 'GO:1903305']	['SYT2', 'SYT1', 'STX1A', 'SYT9', 'STXBP1', 'RAB3A']
98	GO:CC	GO:0043229	intracellular organelle	4.979844598959102e-06	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	102	95	16420	0.931372549019608	0.0077468808611269	query_1	['GO:0005622', 'GO:0043226']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'ACADL', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'STX10', 'STX3', 'TTC4', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'A1BG', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'RAB3A', 'STX5']
39	REAC	REAC:R-HSA-5250958	Toxicity of botulinum toxin type B (botB)	5.415416235872909e-06	True	Toxicity of botulinum toxin type B (botB)	3	86	3	10022	0.0348837209302325	1.0	query_1	['REAC:R-HSA-168799']	['SYT2', 'SYT1', 'VAMP2']
38	REAC	REAC:R-HSA-5250971	Toxicity of botulinum toxin type C (botC)	5.415416235872909e-06	True	Toxicity of botulinum toxin type C (botC)	3	86	3	10022	0.0348837209302325	1.0	query_1	['REAC:R-HSA-168799']	['STX1A', 'STX1B', 'SNAP25']
37	REAC	REAC:R-HSA-5250989	Toxicity of botulinum toxin type G (botG)	5.415416235872909e-06	True	Toxicity of botulinum toxin type G (botG)	3	86	3	10022	0.0348837209302325	1.0	query_1	['REAC:R-HSA-168799']	['SYT1', 'VAMP2', 'VAMP1']
122	GO:BP	GO:0006623	protein targeting to vacuole	5.674931066206289e-06	True	"""The process of directing proteins towards the vacuole, usually using signals contained within the protein."" [GOC:curators]"	43	102	6	15719	0.0588235294117647	0.1395348837209302	query_1	['GO:0006605', 'GO:0007034', 'GO:0072666']	['HGS', 'M6PR', 'VPS54', 'GCC2', 'VPS53', 'HSPA8']
123	GO:BP	GO:0015837	amine transport	6.886029272642443e-06	True	"""The directed movement of amines, including polyamines, organic compounds containing one or more amino groups, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai, ISBN:0198506732]"	105	102	8	15719	0.0784313725490196	0.0761904761904762	query_1	['GO:0071702', 'GO:0071705']	['SYT2', 'SYT1', 'STX1A', 'TOR1A', 'SLC18A3', 'SYT9', 'STXBP1', 'RAB3A']
124	GO:BP	GO:0007030	Golgi organization	7.204367698517171e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the Golgi apparatus."" [GOC:dph, GOC:jl, GOC:mah]"	145	102	9	15719	0.088235294117647	0.0620689655172413	query_1	['GO:0006996', 'GO:0010256']	['VTI1B', 'VTI1A', 'VAMP4', 'DNM2', 'GCC2', 'BET1', 'SEC22B', 'VPS51', 'STX5']
40	REAC	REAC:R-HSA-212676	Dopamine Neurotransmitter Release Cycle	8.410781570948363e-06	True	Dopamine Neurotransmitter Release Cycle	22	86	5	10022	0.0581395348837209	0.2272727272727272	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
101	GO:CC	GO:0098888	extrinsic component of presynaptic membrane	8.411769941249274e-06	True	"""The component of the presynaptic membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:autophagy, GOC:mf]"	5	102	3	16420	0.0294117647058823	0.6	query_1	['GO:0042734', 'GO:0099243']	['PICALM', 'AP2M1', 'STXBP1']
100	GO:CC	GO:0070083	clathrin-sculpted monoamine transport vesicle membrane	8.411769941249274e-06	True	"""The lipid bilayer surrounding a clathrin-sculpted monoamine transport vesicle."" [GOC:mg2]"	5	102	3	16420	0.0294117647058823	0.6	query_1	['GO:0030658', 'GO:0030665', 'GO:0070081']	['SYT1', 'VAMP2', 'RAB3A']
99	GO:CC	GO:0070081	clathrin-sculpted monoamine transport vesicle	8.411769941249274e-06	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing monoamines."" [GOC:mg2]"	5	102	3	16420	0.0294117647058823	0.6	query_1	['GO:0030133', 'GO:0060198']	['SYT1', 'VAMP2', 'RAB3A']
125	GO:BP	GO:1903421	regulation of synaptic vesicle recycling	8.566492652642716e-06	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle recycling."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:22745285]"	25	102	5	15719	0.0490196078431372	0.2	query_1	['GO:0036465', 'GO:0051049']	['AP2M1', 'SLC17A7', 'TOR1A', 'VAMP4', 'STX1B']
126	GO:BP	GO:0044085	cellular component biogenesis	9.24707380088605e-06	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]"	3106	102	42	15719	0.4117647058823529	0.013522215067611	query_1	['GO:0071840']	['AP1B1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'CLTC', 'VAMP2', 'STX7', 'AP2M1', 'STX1A', 'REPS2', 'SH3BP1', 'AP1S1', 'AP2S1', 'STAM', 'AP1G1', 'GRB2', 'VAMP4', 'EPS15', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'SNAP23', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
127	GO:BP	GO:0046928	regulation of neurotransmitter secretion	9.24707380088605e-06	True	"""Any process that modulates the frequency, rate or extent of the regulated release of a neurotransmitter from a cell."" [GOC:ai]"	75	102	7	15719	0.0686274509803921	0.0933333333333333	query_1	['GO:0001505', 'GO:0007269', 'GO:0050804', 'GO:0051588', 'GO:1903530']	['SYT1', 'STX1A', 'SLC18A3', 'STXBP5', 'STX1B', 'STXBP1', 'RAB3A']
128	GO:BP	GO:0043302	positive regulation of leukocyte degranulation	1.0306291282655342e-05	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte degranulation."" [GOC:add, ISBN:0781735149]"	26	102	5	15719	0.0490196078431372	0.1923076923076923	query_1	['GO:0002699', 'GO:0043299', 'GO:0043300', 'GO:1903307']	['VAMP7', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8']
102	GO:CC	GO:0120025	plasma membrane bounded cell projection	1.0642947871954987e-05	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	102	31	16420	0.3039215686274509	0.0145882352941176	query_1	['GO:0042995']	['VAMP7', 'APBA3', 'MLF1', 'VTI1A', 'SYT2', 'SYT1', 'HSP90AB1', 'VAMP2', 'STX1A', 'SH3BP1', 'SLC17A7', 'TOR1A', 'STX3', 'SLC18A3', 'EGFR', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP3', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'STON2', 'SNAP29', 'RAB3A']
103	GO:CC	GO:0048787	presynaptic active zone membrane	1.115750469166614e-05	True	"""The membrane portion of the presynaptic active zone; it is the site where docking and fusion of synaptic vesicles occurs for the release of neurotransmitters."" [PMID:12812759, PMID:12923177, PMID:3152289]"	37	102	5	16420	0.0490196078431372	0.1351351351351351	query_1	['GO:0042734', 'GO:0048786', 'GO:0097060']	['STX1A', 'STX3', 'STX1B', 'STX4', 'STXBP1']
129	GO:BP	GO:0051656	establishment of organelle localization	1.2055614431144612e-05	True	"""The directed movement of an organelle to a specific location."" [GOC:ai]"	431	102	14	15719	0.1372549019607843	0.0324825986078886	query_1	['GO:0051234', 'GO:0051640']	['VAMP7', 'CHMP2A', 'HGS', 'PICALM', 'AP1AR', 'TOR1A', 'AP1M2', 'STAM', 'DNM2', 'SNAP23', 'STXBP1', 'VAMP8', 'SNAP29', 'RAB3A']
130	GO:BP	GO:0031630	regulation of synaptic vesicle fusion to presynaptic active zone membrane	1.301193768752273e-05	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle fusion to the presynaptic membrane."" [GOC:mah]"	12	102	4	15719	0.0392156862745098	0.3333333333333333	query_1	['GO:0031338', 'GO:0031629', 'GO:1901632']	['SYT1', 'SYT9', 'STXBP1', 'RAB3A']
131	GO:BP	GO:1901632	regulation of synaptic vesicle membrane organization	1.301193768752273e-05	True	"""Any process that modulates the frequency, rate or extent of synaptic vesicle membrane organization."" [GOC:TermGenie, PMID:22426000]"	12	102	4	15719	0.0392156862745098	0.3333333333333333	query_1	['GO:0048499', 'GO:0051128']	['SYT1', 'SYT9', 'STXBP1', 'RAB3A']
132	GO:BP	GO:0043299	leukocyte degranulation	1.377915970059808e-05	True	"""The regulated exocytosis of secretory granules by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	80	102	7	15719	0.0686274509803921	0.0875	query_1	['GO:0002252', 'GO:0045055', 'GO:0051649']	['VAMP7', 'VAMP2', 'AP1G1', 'STX4', 'SNAP23', 'STXBP1', 'VAMP8']
104	GO:CC	GO:0099023	vesicle tethering complex	1.4066778437966112e-05	True	"""Any protein complex that plays a role in vesicle tethering."" [GOC:dos, GOC:vw, PMID:27243008]"	68	102	6	16420	0.0588235294117647	0.088235294117647	query_1	['GO:0032991']	['VPS52', 'VPS54', 'SH3BP1', 'VPS53', 'EIPR1', 'VPS51']
133	GO:BP	GO:0061462	protein localization to lysosome	1.4756522301496883e-05	True	"""A process in which a protein is transported to, or maintained in, a location within a lysosome."" [GOC:dph]"	51	102	6	15719	0.0588235294117647	0.1176470588235294	query_1	['GO:0072665']	['HGS', 'M6PR', 'VPS54', 'GCC2', 'VPS53', 'HSPA8']
41	REAC	REAC:R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	1.5867267182607777e-05	True	Plasma lipoprotein assembly, remodeling, and clearance	69	86	7	10022	0.0813953488372093	0.1014492753623188	query_1	['REAC:R-HSA-382551']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'FURIN']
105	GO:CC	GO:0043226	organelle	1.6058943455231715e-05	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	102	97	16420	0.9509803921568628	0.0074793738915876	query_1	['GO:0110165']	['AP1G2', 'VAMP7', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'SYT2', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'PLIN3', 'HGS', 'HSP90AB1', 'PICALM', 'STAM2', 'M6PR', 'CLTC', 'GOSR2', 'VPS52', 'ACADL', 'VAMP2', 'STX7', 'AP2M1', 'RABEPK', 'AP2B1', 'AP1AR', 'STX1A', 'EPN1', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'CRYL1', 'SLC17A7', 'AP1S1', 'TOR1A', 'AP2S1', 'AP1M2', 'STX10', 'STX3', 'TTC4', 'AP2A2', 'SYNRG', 'STAM', 'AP1G1', 'GRB2', 'SLC18A3', 'VAMP4', 'EPS15', 'ABCC6', 'STXBP5', 'EGFR', 'VPS50', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'GCC2', 'SNAP25', 'IGF2R', 'SYT9', 'ENPP1', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'VAMP1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'AFTPH', 'NUMB', 'STON2', 'A1BG', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
134	GO:BP	GO:0015844	monoamine transport	1.607495185415751e-05	True	"""The directed movement of monoamines, organic compounds that contain one amino group that is connected to an aromatic ring by an ethylene group (-CH2-CH2-), into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	82	102	7	15719	0.0686274509803921	0.0853658536585365	query_1	['GO:0071702', 'GO:0071705']	['SYT2', 'SYT1', 'STX1A', 'TOR1A', 'SLC18A3', 'SYT9', 'RAB3A']
135	GO:BP	GO:0043933	protein-containing complex organization	1.7673081179905265e-05	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1738	102	29	15719	0.284313725490196	0.0166858457997698	query_1	['GO:0016043']	['CHMP2A', 'SYT1', 'HSP90AB1', 'PICALM', 'CLTC', 'VAMP2', 'AP2M1', 'STX1A', 'REPS2', 'SH3BP1', 'AP2S1', 'GRB2', 'VAMP4', 'EPS15', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP3', 'STXBP1', 'HSPA8', 'SNAP47', 'NSF', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
136	GO:BP	GO:0065003	protein-containing complex assembly	2.355095639840572e-05	True	"""The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex."" [GOC:jl]"	1562	102	27	15719	0.2647058823529412	0.0172855313700384	query_1	['GO:0022607', 'GO:0043933']	['CHMP2A', 'SYT1', 'HSP90AB1', 'PICALM', 'CLTC', 'VAMP2', 'AP2M1', 'STX1A', 'REPS2', 'AP2S1', 'GRB2', 'VAMP4', 'EPS15', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP3', 'STXBP1', 'HSPA8', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
42	REAC	REAC:R-HSA-3928665	EPH-ephrin mediated repulsion of cells	2.4832367309351865e-05	True	EPH-ephrin mediated repulsion of cells	48	86	6	10022	0.0697674418604651	0.125	query_1	['REAC:R-HSA-2682334']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
43	REAC	REAC:R-HSA-177929	Signaling by EGFR	2.4832367309351865e-05	True	Signaling by EGFR	48	86	6	10022	0.0697674418604651	0.125	query_1	['REAC:R-HSA-9006934']	['HGS', 'STAM2', 'EPN1', 'STAM', 'EPS15', 'EGFR']
137	GO:BP	GO:0007267	cell-cell signaling	2.6452386059234223e-05	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1572	102	27	15719	0.2647058823529412	0.0171755725190839	query_1	['GO:0007154', 'GO:0023052']	['VAMP7', 'APBA3', 'SYT2', 'SYT1', 'HSP90AB1', 'VAMP2', 'STX1A', 'VPS54', 'SLC17A7', 'TOR1A', 'STX3', 'SLC18A3', 'STXBP5', 'EGFR', 'STX1B', 'STX4', 'SNAP25', 'SYT9', 'SNAP23', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'EIPR1', 'FURIN', 'NAPA', 'RAB3A']
106	GO:CC	GO:0098797	plasma membrane protein complex	2.7790777757165505e-05	True	"""Any protein complex that is part of the plasma membrane."" [GOC:dos]"	632	102	15	16420	0.1470588235294117	0.0237341772151898	query_1	['GO:0005886', 'GO:0098796']	['PICALM', 'CLTC', 'VAMP2', 'AP2M1', 'AP2B1', 'STX1A', 'AP2S1', 'AP2A2', 'GRB2', 'SLC18A3', 'EPS15', 'STXBP5', 'EGFR', 'AP2A1', 'SNAP25']
44	REAC	REAC:R-HSA-112316	Neuronal System	2.7976938532493463e-05	True	Neuronal System	378	86	14	10022	0.1627906976744186	0.037037037037037	query_1	['REAC:0000000']	['APBA3', 'SYT2', 'SYT1', 'VAMP2', 'STX1A', 'SLC17A7', 'SLC18A3', 'AP2A1', 'SNAP25', 'SYT9', 'STXBP1', 'HSPA8', 'NSF', 'RAB3A']
107	GO:CC	GO:0042995	cell projection	2.858339100574289e-05	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	102	31	16420	0.3039215686274509	0.0138826690550828	query_1	['GO:0110165']	['VAMP7', 'APBA3', 'MLF1', 'VTI1A', 'SYT2', 'SYT1', 'HSP90AB1', 'VAMP2', 'STX1A', 'SH3BP1', 'SLC17A7', 'TOR1A', 'STX3', 'SLC18A3', 'EGFR', 'DNM2', 'STX1B', 'AP2A1', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'VAMP3', 'STXBP1', 'HSPA8', 'LGI3', 'SNAP47', 'NSF', 'STON2', 'SNAP29', 'RAB3A']
45	REAC	REAC:R-HSA-6794361	Neurexins and neuroligins	3.414985257219669e-05	True	Neurexins and neuroligins	51	86	6	10022	0.0697674418604651	0.1176470588235294	query_1	['REAC:R-HSA-6794362']	['APBA3', 'SYT2', 'SYT1', 'STX1A', 'SYT9', 'STXBP1']
