Vogt-Koyanagi-Harada disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
110	REAC	REAC:R-HSA-2644607	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	1.4895132297322352e-05	True	Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling	4	96	3	10022	0.03125	0.75	query_1	['REAC:R-HSA-2644605']	['RBX1', 'SKP1', 'CUL1']
111	REAC	REAC:R-HSA-2644605	FBXW7 Mutants and NOTCH1 in Cancer	1.4895132297322352e-05	True	FBXW7 Mutants and NOTCH1 in Cancer	4	96	3	10022	0.03125	0.75	query_1	['REAC:R-HSA-2644603']	['RBX1', 'SKP1', 'CUL1']
371	GO:BP	GO:1903706	regulation of hemopoiesis	1.5258042239712874e-05	True	"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	403	101	13	15719	0.1287128712871287	0.032258064516129	query_1	['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']	['CARD11', 'HSPA1A', 'TLR4', 'TNF', 'FADD', 'IRF7', 'RIPK1', 'MALT1', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7', 'CUL4A']
372	GO:BP	GO:0001932	regulation of protein phosphorylation	1.639582572473291e-05	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1031	101	21	15719	0.2079207920792079	0.020368574199806	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['PTPN22', 'HTT', 'IRAK3', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'TLR4', 'TBK1', 'TNF', 'FAS', 'RIPK1', 'IRAK1', 'MALT1', 'HSP90AA1', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'FBXW7', 'TNFAIP3', 'CDC37']
373	GO:BP	GO:0009058	biosynthetic process	1.6682034586729826e-05	True	"""The chemical reactions and pathways resulting in the formation of substances; typically the energy-requiring part of metabolism in which simpler substances are transformed into more complex ones."" [GOC:curators, ISBN:0198547684]"	5427	101	58	15719	0.5742574257425742	0.0106873042196425	query_1	['GO:0008152']	['CUL3', 'CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'TRAF3', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'TLR4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'CFLAR', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'HSPA8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'UBE2N', 'TNFAIP3']
374	GO:BP	GO:0043549	regulation of kinase activity	1.6731474738144178e-05	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	697	101	17	15719	0.1683168316831683	0.024390243902439	query_1	['GO:0042325', 'GO:0051338']	['PTPN22', 'HTT', 'IRAK3', 'HSP90AB1', 'TAB2', 'TLR4', 'TNF', 'IRAK1', 'MALT1', 'HSP90AA1', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'FBXW7', 'TNFAIP3', 'CDC37']
375	GO:BP	GO:0002449	lymphocyte mediated immunity	1.6816657376451874e-05	True	"""Any process involved in the carrying out of an immune response by a lymphocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	283	101	11	15719	0.1089108910891089	0.03886925795053	query_1	['GO:0002443']	['TNFRSF1B', 'MYD88', 'TNF', 'FADD', 'IRF7', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'BCL10']
376	GO:BP	GO:1900044	regulation of protein K63-linked ubiquitination	1.7342859886604965e-05	True	"""Any process that modulates the frequency, rate or extent of protein K63-linked ubiquitination."" [GOC:TermGenie]"	15	101	4	15719	0.0396039603960396	0.2666666666666666	query_1	['GO:0070534', 'GO:1902914']	['PTPN22', 'UBE2V1', 'BIRC2', 'UBE2N']
377	GO:BP	GO:0030099	myeloid cell differentiation	1.816371565837157e-05	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte, megakaryocyte, thrombocyte, or erythrocyte lineages."" [GOC:add, ISBN:0781735149]"	410	101	13	15719	0.1287128712871287	0.0317073170731707	query_1	['GO:0030097', 'GO:0030154']	['HSPA1A', 'TLR4', 'TNF', 'FADD', 'IRF7', 'RIPK1', 'LTBR', 'RELB', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7', 'CUL4A']
25	GO:CC	GO:0030659	cytoplasmic vesicle membrane	1.870777970981957e-05	True	"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]"	1158	101	22	16420	0.2178217821782178	0.0189982728842832	query_1	['GO:0012506', 'GO:0031410']	['TNFRSF1B', 'MYD88', 'OPTN', 'RAB8A', 'HTT', 'TAB2', 'RAB8B', 'TLR4', 'IRAK4', 'IRAK2', 'IRF7', 'RIPK1', 'IRAK1', 'TICAM2', 'SNX33', 'TAB1', 'MAP3K7', 'TRAF6', 'HSPA8', 'TAB3', 'TICAM1', 'CD14']
378	GO:BP	GO:0032615	interleukin-12 production	1.898764536559588e-05	True	"""The appearance of interleukin-12 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	60	101	6	15719	0.0594059405940594	0.1	query_1	['GO:0001816']	['IRAK3', 'RELA', 'TLR4', 'NFKB1', 'LTB', 'TRAF6']
379	GO:BP	GO:0032655	regulation of interleukin-12 production	1.898764536559588e-05	True	"""Any process that modulates the frequency, rate, or extent of interleukin-12 production."" [GOC:mah]"	60	101	6	15719	0.0594059405940594	0.1	query_1	['GO:0001817', 'GO:0032615']	['IRAK3', 'RELA', 'TLR4', 'NFKB1', 'LTB', 'TRAF6']
380	GO:BP	GO:0002703	regulation of leukocyte mediated immunity	1.9093865522717724e-05	True	"""Any process that modulates the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	231	101	10	15719	0.099009900990099	0.0432900432900432	query_1	['GO:0002443', 'GO:0002697']	['TNFRSF1B', 'TLR4', 'TNF', 'FADD', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'TICAM1']
381	GO:BP	GO:0043405	regulation of MAP kinase activity	1.9316139084556426e-05	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	180	101	9	15719	0.0891089108910891	0.05	query_1	['GO:0071900']	['PTPN22', 'IRAK3', 'TLR4', 'TNF', 'IRAK1', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6']
383	GO:BP	GO:0002705	positive regulation of leukocyte mediated immunity	2.0351691722183644e-05	True	"""Any process that activates or increases the frequency, rate, or extent of leukocyte mediated immunity."" [GOC:add]"	135	101	8	15719	0.0792079207920792	0.0592592592592592	query_1	['GO:0002443', 'GO:0002699', 'GO:0002703']	['TNF', 'FADD', 'LTA', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'TICAM1']
384	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	2.0351691722183644e-05	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	101	12	15719	0.1188118811881188	0.0342857142857142	query_1	['GO:0045859']	['PTPN22', 'HTT', 'IRAK3', 'TLR4', 'TNF', 'IRAK1', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'TNFAIP3', 'CDC37']
382	GO:BP	GO:0032501	multicellular organismal process	2.0351691722183644e-05	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6812	101	67	15719	0.6633663366336634	0.0098355842630651	query_1	['GO:0008150']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'FASLG', 'TLR4', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'NFKB2', 'DNAJA4', 'XPNPEP3', 'TICAM2', 'HSP90AA1', 'FBXW11', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'LTBR', 'RELB', 'REL', 'TRAF6', 'NFKBIA', 'CASP8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'TNFAIP3']
385	GO:BP	GO:0097039	protein linear polyubiquitination	2.0763144581449417e-05	True	"""A protein ubiquitination process in which a linear polymer of ubiquitin, formed by the amino-terminal methionine (M1) of one ubiquitin molecule and by the carboxy-terminal glycine (G76) of the next, is added to a protein."" [GOC:jsg, GOC:sp, PMID:21455173, PMID:21455180, PMID:21455181]"	5	101	3	15719	0.0297029702970297	0.6	query_1	['GO:0000209']	['SHARPIN', 'RBCK1', 'RNF31']
386	GO:BP	GO:0070427	nucleotide-binding oligomerization domain containing 1 signaling pathway	2.0763144581449417e-05	True	"""The series of molecular signals initiated by the binding of a ligand (such as a bacterial peptidoglycan) to a cytoplasmic nucleotide-binding oligomerization domain containing 1 (NOD1) protein receptor, and ending with regulation of a downstream cellular process."" [GOC:add, PMID:17944960, PMID:18585455]"	5	101	3	15719	0.0297029702970297	0.6	query_1	['GO:0070423']	['TLR4', 'NFKBIA', 'TNFAIP3']
387	GO:BP	GO:0045860	positive regulation of protein kinase activity	2.196784052911261e-05	True	"""Any process that activates or increases the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	353	101	12	15719	0.1188118811881188	0.0339943342776204	query_1	['GO:0001934', 'GO:0033674', 'GO:0045859']	['HSP90AB1', 'TAB2', 'TLR4', 'TNF', 'IRAK1', 'MALT1', 'HSP90AA1', 'TAB1', 'TRAF2', 'MAP3K7', 'TRAF6', 'FBXW7']
388	GO:BP	GO:0023035	CD40 signaling pathway	2.218594250822079e-05	True	"""The series of molecular signals initiated by the binding of the cell surface receptor CD40 to one of its physiological ligands, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mtg_signal, GOC:signaling, PMID:11348017]"	16	101	4	15719	0.0396039603960396	0.25	query_1	['GO:0007166']	['SHARPIN', 'RNF31', 'TNIP2', 'TNFAIP3']
389	GO:BP	GO:0097398	cellular response to interleukin-17	2.218594250822079e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-17 stimulus."" [GOC:pr]"	16	101	4	15719	0.0396039603960396	0.25	query_1	['GO:0071345', 'GO:0097396']	['IKBKE', 'NFKB1', 'TRAF2', 'TRAF6']
390	GO:BP	GO:0050862	positive regulation of T cell receptor signaling pathway	2.218594250822079e-05	True	"""Any process that activates or increases the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a T cell."" [GOC:ai]"	16	101	4	15719	0.0396039603960396	0.25	query_1	['GO:0050852', 'GO:0050856', 'GO:0050857']	['CARD11', 'RELA', 'IKBKG', 'BCL10']
391	GO:BP	GO:0032743	positive regulation of interleukin-2 production	2.218773849510026e-05	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]"	35	101	5	15719	0.0495049504950495	0.1428571428571428	query_1	['GO:0001819', 'GO:0032623', 'GO:0032663']	['CARD11', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
392	GO:BP	GO:0032663	regulation of interleukin-2 production	2.2198794977328677e-05	True	"""Any process that modulates the frequency, rate, or extent of interleukin-2 production."" [GOC:mah]"	62	101	6	15719	0.0594059405940594	0.0967741935483871	query_1	['GO:0001817', 'GO:0032623']	['CARD11', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'TNFAIP3']
393	GO:BP	GO:0032623	interleukin-2 production	2.2198794977328677e-05	True	"""The appearance of interleukin-2 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	62	101	6	15719	0.0594059405940594	0.0967741935483871	query_1	['GO:0001816']	['CARD11', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6', 'TNFAIP3']
394	GO:BP	GO:0050854	regulation of antigen receptor-mediated signaling pathway	2.2198794977328677e-05	True	"""Any process that modulates the frequency, rate or extent of signaling pathways initiated by the cross-linking of an antigen receptor on a B- or T cell."" [GOC:ai]"	62	101	6	15719	0.0594059405940594	0.0967741935483871	query_1	['GO:0009966', 'GO:0050776', 'GO:0050851']	['PTPN22', 'CARD11', 'RELA', 'MALT1', 'IKBKG', 'BCL10']
395	GO:BP	GO:0048585	negative regulation of response to stimulus	2.26766036872574e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	101	26	15719	0.2574257425742574	0.0169712793733681	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['CUL3', 'PTPN22', 'SHARPIN', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'OPTN', 'SARM1', 'HTT', 'IRAK3', 'TNFRSF1A', 'RELA', 'RBX1', 'TLR4', 'BTRC', 'TNF', 'NFKB1', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'NFKBIA', 'CASP8', 'FBXW7', 'TNFAIP3']
112	REAC	REAC:R-HSA-209543	p75NTR recruits signalling complexes	2.308483934325675e-05	True	p75NTR recruits signalling complexes	13	96	4	10022	0.0416666666666666	0.3076923076923077	query_1	['REAC:R-HSA-193639']	['MYD88', 'IKBKB', 'IRAK1', 'TRAF6']
396	GO:BP	GO:1901360	organic cyclic compound metabolic process	2.420482410831428e-05	True	"""The chemical reactions and pathways involving organic cyclic compound."" [GOC:TermGenie]"	5637	101	59	15719	0.5841584158415841	0.0104665602270711	query_1	['GO:0071704']	['CUL3', 'CARD11', 'HSPA1A', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'TRAF3', 'SARM1', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'CFLAR', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'HSPA8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CUL4A', 'UBE2N', 'TNFAIP3']
397	GO:BP	GO:0034605	cellular response to heat	2.4224778331229742e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:mah]"	63	101	6	15719	0.0594059405940594	0.0952380952380952	query_1	['GO:0009408', 'GO:0033554']	['HSPA1A', 'GSK3B', 'CREBBP', 'HSP90AB1', 'IRAK1', 'HSP90AA1']
26	GO:CC	GO:0032449	CBM complex	2.4792876351228072e-05	True	"""A protein complex comprising Bcl10, MALT1 and a CARD domain-containing protein (CARD9, CARD10 or CARD11); plays a role in signal transduction during NF-kappaB activation."" [PMID:12909454, PMID:30467369]"	5	101	3	16420	0.0297029702970297	0.6	query_1	['GO:0140535']	['CARD11', 'MALT1', 'BCL10']
398	GO:BP	GO:0060284	regulation of cell development	2.496946291584529e-05	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	803	101	18	15719	0.1782178217821782	0.0224159402241594	query_1	['GO:0045595', 'GO:0048468']	['CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'TNFRSF1A', 'IKBKB', 'TLR4', 'TNF', 'FADD', 'IRF7', 'LTA', 'RIPK1', 'MALT1', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7', 'CUL4A']
399	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	2.517422528981402e-05	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	494	101	14	15719	0.1386138613861386	0.0283400809716599	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['CUL3', 'PTPN22', 'TANK', 'HSPA1A', 'GSK3B', 'OPTN', 'IRAK3', 'RELA', 'TLR4', 'RIPK1', 'TNIP1', 'FBXW11', 'CASP8', 'TNFAIP3']
400	GO:BP	GO:0050729	positive regulation of inflammatory response	2.561379501362376e-05	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	140	101	8	15719	0.0792079207920792	0.0571428571428571	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']	['TNFRSF1A', 'TLR4', 'TNF', 'LTA', 'RIPK1', 'TRADD', 'TNIP1', 'NFKBIA']
27	GO:CC	GO:0005622	intracellular anatomical structure	2.583345617992276e-05	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13702	101	99	16420	0.9801980198019802	0.0072252225952415	query_1	['GO:0110165']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'DNAJA2', 'FKBP5', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'SPOP', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'DNAJA4', 'XPNPEP3', 'TICAM2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'LRSAM1', 'LIPF', 'UBE2N', 'TNFAIP3', 'CDC37']
401	GO:BP	GO:0046651	lymphocyte proliferation	2.5900935184447347e-05	True	"""The expansion of a lymphocyte population by cell division."" [GOC:ai]"	298	101	11	15719	0.1089108910891089	0.0369127516778523	query_1	['GO:0032943', 'GO:0046649']	['PTPN22', 'CARD11', 'TNFRSF1B', 'MYD88', 'TLR4', 'FADD', 'PELI1', 'TNFSF14', 'MALT1', 'TRAF6', 'TICAM1']
402	GO:BP	GO:0044237	cellular metabolic process	2.687623681587984e-05	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	8338	101	76	15719	0.7524752475247525	0.0091148956584312	query_1	['GO:0008152', 'GO:0009987']	['CUL3', 'PTPN22', 'CARD11', 'MAP3K8', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'CFLAR', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'LIPF', 'UBE2N', 'TNFAIP3', 'CDC37']
28	GO:CC	GO:0019005	SCF ubiquitin ligase complex	2.700764176108473e-05	True	"""A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."" [PMID:15571813, PMID:15688063]"	64	101	6	16420	0.0594059405940594	0.09375	query_1	['GO:0031461']	['RBX1', 'BTRC', 'SKP1', 'FBXW11', 'CUL1', 'FBXW7']
405	GO:BP	GO:2000345	regulation of hepatocyte proliferation	2.780278827324608e-05	True	"""Any process that modulates the frequency, rate or extent of hepatocyte proliferation."" [GOC:BHF, GOC:mah]"	17	101	4	15719	0.0396039603960396	0.2352941176470588	query_1	['GO:0050678', 'GO:0072574']	['TNF', 'CFLAR', 'FBXW7', 'TNFAIP3']
403	GO:BP	GO:0097396	response to interleukin-17	2.780278827324608e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-17 stimulus."" [GOC:pr]"	17	101	4	15719	0.0396039603960396	0.2352941176470588	query_1	['GO:0034097']	['IKBKE', 'NFKB1', 'TRAF2', 'TRAF6']
404	GO:BP	GO:1902916	positive regulation of protein polyubiquitination	2.780278827324608e-05	True	"""Any process that activates or increases the frequency, rate or extent of protein polyubiquitination."" [GO_REF:0000058, GOC:di, GOC:TermGenie, PMID:23645667]"	17	101	4	15719	0.0396039603960396	0.2352941176470588	query_1	['GO:0000209', 'GO:0031398', 'GO:1902914']	['PTPN22', 'UBE2V1', 'BIRC2', 'UBE2N']
406	GO:BP	GO:0002724	regulation of T cell cytokine production	2.8334204201677035e-05	True	"""Any process that modulates the frequency, rate, or extent of T cell cytokine production."" [GOC:add]"	37	101	5	15719	0.0495049504950495	0.1351351351351351	query_1	['GO:0002369', 'GO:0002709', 'GO:0002718']	['TNFRSF1B', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
407	GO:BP	GO:0002369	T cell cytokine production	2.8334204201677035e-05	True	"""Any process that contributes to cytokine production by a T cell."" [GOC:add, ISBN:0781735149]"	37	101	5	15719	0.0495049504950495	0.1351351351351351	query_1	['GO:0002367', 'GO:0002456']	['TNFRSF1B', 'MALT1', 'TRAF2', 'MAP3K7', 'TRAF6']
113	REAC	REAC:R-HSA-5669034	TNFs bind their physiological receptors	3.108602307031052e-05	True	TNFs bind their physiological receptors	29	96	5	10022	0.0520833333333333	0.1724137931034483	query_1	['REAC:R-HSA-5668541']	['TNFRSF1B', 'TNFRSF1A', 'FASLG', 'LTA', 'TNFSF14']
114	REAC	REAC:R-HSA-1170546	Prolactin receptor signaling	3.152387828181671e-05	True	Prolactin receptor signaling	14	96	4	10022	0.0416666666666666	0.2857142857142857	query_1	['REAC:R-HSA-1280215']	['RBX1', 'BTRC', 'SKP1', 'CUL1']
408	GO:BP	GO:0050671	positive regulation of lymphocyte proliferation	3.2620054948170535e-05	True	"""Any process that activates or increases the rate or extent of lymphocyte proliferation."" [GOC:ai]"	145	101	8	15719	0.0792079207920792	0.0551724137931034	query_1	['GO:0032946', 'GO:0046651', 'GO:0050670', 'GO:0051251']	['PTPN22', 'CARD11', 'MYD88', 'TLR4', 'FADD', 'PELI1', 'TRAF6', 'TICAM1']
29	GO:CC	GO:0031410	cytoplasmic vesicle	3.3205977768751915e-05	True	"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]"	2393	101	33	16420	0.3267326732673267	0.0137902214793146	query_1	['GO:0005737', 'GO:0097708']	['HSPA1A', 'TNFRSF1B', 'MYD88', 'OPTN', 'RAB8A', 'TRAF3', 'HTT', 'HSP90AB1', 'HSPH1', 'TAB2', 'RAB8B', 'FASLG', 'TLR4', 'IRAK4', 'TNF', 'IRAK2', 'IRF7', 'NFKB1', 'RIPK1', 'IRAK1', 'TICAM2', 'HSP90AA1', 'TAX1BP1', 'SNX33', 'TAB1', 'MAP3K7', 'CAND1', 'TRAF6', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'CD14']
30	GO:CC	GO:0097708	intracellular vesicle	3.3205977768751915e-05	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2395	101	33	16420	0.3267326732673267	0.0137787056367432	query_1	['GO:0031982', 'GO:0043231']	['HSPA1A', 'TNFRSF1B', 'MYD88', 'OPTN', 'RAB8A', 'TRAF3', 'HTT', 'HSP90AB1', 'HSPH1', 'TAB2', 'RAB8B', 'FASLG', 'TLR4', 'IRAK4', 'TNF', 'IRAK2', 'IRF7', 'NFKB1', 'RIPK1', 'IRAK1', 'TICAM2', 'HSP90AA1', 'TAX1BP1', 'SNX33', 'TAB1', 'MAP3K7', 'CAND1', 'TRAF6', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'CD14']
410	GO:BP	GO:1903557	positive regulation of tumor necrosis factor superfamily cytokine production	3.366671896490833e-05	True	"""Any process that activates or increases the frequency, rate or extent of tumor necrosis factor superfamily cytokine production."" [GO_REF:0000058, GOC:TermGenie, PMID:24187568]"	103	101	7	15719	0.0693069306930693	0.0679611650485436	query_1	['GO:0001819', 'GO:0071706', 'GO:1903555']	['MYD88', 'TLR4', 'FADD', 'RIPK1', 'TICAM1', 'BCL10', 'CD14']
411	GO:BP	GO:0038034	signal transduction in absence of ligand	3.366671896490833e-05	True	"""The series of molecular signals initiated by the absence of a ligand or the withdrawal of a ligand from a receptor."" [GOC:al, GOC:ppm, GOC:pr, PMID:15044679]"	67	101	6	15719	0.0594059405940594	0.0895522388059701	query_1	['GO:0007165']	['HSPA1A', 'GSK3B', 'TNF', 'FAS', 'FADD', 'RIPK1']
